"Time","min","avg","max","deleted","deleted max"
2023-02-23 03:18:00,113,2631,7644,39698,44497
2023-02-23 03:20:00,113,2631,7644,39698,44497
2023-02-23 03:22:00,113,2631,7644,39698,44497
2023-02-23 03:24:00,113,2631,7644,39698,44497
2023-02-23 03:26:00,113,2631,7644,39698,44497
2023-02-23 03:28:00,113,2631,7644,39698,44497
2023-02-23 03:30:00,113,2631,7644,39698,44497
2023-02-23 03:32:00,113,2631,7644,39698,44497
2023-02-23 03:34:00,113,2631,7644,39698,44497
2023-02-23 03:36:00,113,2631,7644,39698,44497
2023-02-23 03:38:00,113,2631,7644,39698,44497
2023-02-23 03:40:00,113,2631,7644,39698,44497
2023-02-23 03:42:00,113,2631,7644,39698,44497
2023-02-23 03:44:00,113,2631,7644,39698,44497
2023-02-23 03:46:00,113,2631,7644,39698,44497
2023-02-23 03:48:00,113,2631,7644,39698,44497
2023-02-23 03:50:00,113,2631,7644,39698,44497
2023-02-23 03:52:00,113,2631,7644,39698,44497
2023-02-23 03:54:00,113,2631,7644,39698,44497
2023-02-23 03:56:00,113,2631,7644,39698,44497
2023-02-23 03:58:00,113,2631,7644,39698,44497
2023-02-23 04:00:00,113,2631,7644,39698,44497
2023-02-23 04:02:00,113,2631,7644,39698,44497
2023-02-23 04:04:00,113,2631,7644,39698,44497
2023-02-23 04:06:00,113,2631,7644,39698,44497
2023-02-23 04:08:00,113,2631,7644,39698,44497
2023-02-23 04:10:00,113,2631,7644,39698,44497
2023-02-23 04:12:00,113,2631,7644,39698,44497
2023-02-23 04:14:00,113,2631,7644,39698,44497
2023-02-23 04:16:00,113,2631,7644,39698,44497
2023-02-23 04:18:00,113,2631,7644,39698,44497
2023-02-23 04:20:00,113,2631,7644,39698,44497
2023-02-23 04:22:00,113,2631,7644,39698,44497
2023-02-23 04:24:00,113,2631,7644,39698,44497
2023-02-23 04:26:00,113,2631,7644,39698,44497
2023-02-23 04:28:00,113,2631,7644,39698,44497
2023-02-23 04:30:00,113,2631,7644,39698,44497
2023-02-23 04:32:00,113,2631,7644,39698,44497
2023-02-23 04:34:00,113,2631,7644,39698,44497
2023-02-23 04:36:00,113,2631,7644,39698,44497
2023-02-23 04:38:00,113,2631,7644,39698,44497
2023-02-23 04:40:00,113,2631,7644,39698,44497
2023-02-23 04:42:00,113,2631,7644,39698,44497
2023-02-23 04:44:00,113,2631,7644,39698,44497
2023-02-23 04:46:00,113,2631,7644,39698,44497
2023-02-23 04:48:00,113,2631,7644,39698,44497
2023-02-23 04:50:00,113,2631,7644,39698,44497
