"Time","AVG_resident_memory_bytes","MAX_resident_memory_bytes_max","MIN_resident_memory_bytes_min"
2023-02-22 11:00:00,161606315,164077568,157499392
2023-02-22 11:02:00,158689963,167800832,152604672
2023-02-22 11:04:00,164070741,165466112,161763328
2023-02-22 11:06:00,164117163,169324544,159391744
2023-02-22 11:08:00,165072896,172732416,157257728
2023-02-22 11:10:00,167630165,172863488,163454976
2023-02-22 11:12:00,165572608,172474368,155836416
2023-02-22 11:14:00,167145472,172314624,159875072
2023-02-22 11:16:00,167236949,173047808,162308096
2023-02-22 11:18:00,167063552,167841792,165908480
2023-02-22 11:20:00,168513536,169062400,167796736
2023-02-22 11:22:00,168759296,169951232,166879232
2023-02-22 11:24:00,169461077,171626496,166502400
2023-02-22 11:26:00,170906965,172732416,169193472
2023-02-22 11:28:00,168644608,171065344,164052992
2023-02-22 11:30:00,170038613,172425216,166756352
2023-02-22 11:32:00,169441963,171429888,165851136
2023-02-22 11:34:00,165801984,168943616,163348480
2023-02-22 11:36:00,164895403,167219200,161611776
2023-02-22 11:38:00,167126357,168558592,164569088
2023-02-22 11:40:00,168656896,171282432,165056512
2023-02-22 11:42:00,170228395,170848256,169369600
2023-02-22 11:44:00,171851776,173608960,170467328
2023-02-22 11:46:00,168071168,173608960,163340288
2023-02-22 11:48:00,167859541,174444544,164134912
2023-02-22 11:50:00,171296085,174444544,165814272
2023-02-22 11:52:00,168331947,175247360,156753920
2023-02-22 11:54:00,168274603,172359680,165388288
2023-02-22 11:56:00,167217835,169738240,165449728
2023-02-22 11:58:00,168688299,170868736,165507072
2023-02-22 12:00:00,168232277,171409408,162787328
2023-02-22 12:02:00,170105515,174006272,163823616
2023-02-22 12:04:00,169473365,174276608,166789120
2023-02-22 12:06:00,171274240,174551040,169508864
2023-02-22 12:08:00,167197355,171384832,164499456
2023-02-22 12:10:00,167422635,168386560,166879232
2023-02-22 12:12:00,165744640,170647552,158244864
2023-02-22 12:14:00,168050688,171139072,162832384
2023-02-22 12:16:00,168685568,171950080,163385344
2023-02-22 12:18:00,169071957,172220416,163733504
2023-02-22 12:20:00,169861120,172220416,165769216
2023-02-22 12:22:00,165669547,172761088,161415168
2023-02-22 12:24:00,167590571,172077056,162725888
2023-02-22 12:26:00,169745067,172617728,166498304
2023-02-22 12:28:00,169101995,174235648,164769792
2023-02-22 12:30:00,162260309,164446208,159322112
2023-02-22 12:32:00,165362347,167944192,163848192
2023-02-22 12:34:00,167927808,171188224,165777408
2023-02-22 12:36:00,168356523,171999232,163557376
2023-02-22 12:38:00,169560747,171245568,166580224
2023-02-22 12:40:00,167699797,170856448,162435072
2023-02-22 12:42:00,167811755,173301760,163778560
2023-02-22 12:44:00,169259008,174112768,162721792
2023-02-22 12:46:00,171504981,175464448,168108032
2023-02-22 12:48:00,169286315,171114496,165666816
2023-02-22 12:50:00,167945557,172630016,162988032
2023-02-22 12:52:00,168374272,174247936,164675584
2023-02-22 12:54:00,168127147,174108672,164397056
2023-02-22 12:56:00,168706048,169922560,166326272
2023-02-22 12:58:00,167066283,170463232,163467264
2023-02-22 13:00:00,167264256,170463232,164986880
2023-02-22 13:02:00,170048171,172003328,167137280
2023-02-22 13:04:00,168273237,173162496,164372480
2023-02-22 13:06:00,169338197,173162496,166137856
2023-02-22 13:08:00,170415445,173162496,168558592
2023-02-22 13:10:00,166778197,172224512,163934208
2023-02-22 13:12:00,170338987,173572096,165691392
2023-02-22 13:14:00,163284309,165003264,161656832
2023-02-22 13:16:00,166479189,168660992,163729408
2023-02-22 13:18:00,169065131,173789184,164466688
2023-02-22 13:20:00,168688299,171335680,164446208
2023-02-22 13:22:00,169530709,172470272,165298176
2023-02-22 13:24:00,168835755,171307008,164106240
2023-02-22 13:26:00,169503403,174206976,166965248
2023-02-22 13:28:00,170551979,174206976,167952384
2023-02-22 13:30:00,171361621,174206976,169766912
2023-02-22 13:32:00,170280277,171188224,168534016
2023-02-22 13:34:00,166621184,171995136,160530432
2023-02-22 13:36:00,167182336,172265472,158711808
2023-02-22 13:38:00,168032939,172265472,160722944
2023-02-22 13:40:00,169338197,172802048,163299328
2023-02-22 13:42:00,170078208,173342720,164978688
2023-02-22 13:44:00,171425792,173342720,169021440
2023-02-22 13:46:00,172505771,174075904,169558016
2023-02-22 13:48:00,169163435,175689728,161120256
2023-02-22 13:50:00,168165376,175689728,163151872
2023-02-22 13:52:00,168771584,176230400,163692544
2023-02-22 13:54:00,167059456,169279488,163352576
2023-02-22 13:56:00,165623125,168321024,162226176
2023-02-22 13:58:00,166853291,171823104,160669696
2023-02-22 14:00:00,168112128,171823104,163635200
2023-02-22 14:02:00,167731200,172359680,163147776
2023-02-22 14:04:00,169208491,173436928,165421056
2023-02-22 14:06:00,170287104,173293568,167993344
2023-02-22 14:08:00,171834027,175108096,167849984
2023-02-22 14:10:00,173939371,175112192,173080576
2023-02-22 14:12:00,173790549,173891584,173625344
2023-02-22 14:14:00,167754411,172642304,161681408
2023-02-22 14:16:00,169642667,172642304,163729408
2023-02-22 14:18:00,167702528,172912640,163483648
2023-02-22 14:20:00,170928811,172400640,170135552
2023-02-22 14:22:00,168336043,173867008,164012032
2023-02-22 14:24:00,169926656,170745856,169283584
