"Time","Transmit Total (172.16.66.31:9796)","Transmit Total (172.16.66.32:9796)","Transmit Total (172.16.66.3:9796)","Receive Total (172.16.66.31:9796)","Receive Total (172.16.66.32:9796)","Receive Total (172.16.66.3:9796)"
2023-03-11 18:36:00,131951,101188,194496,105543,85931,129525
2023-03-11 18:38:00,128468,99817,221818,101424,84624,155028
2023-03-11 18:40:00,161565,145780,271433,157479,109573,203171
2023-03-11 18:42:00,126261,97968,193942,99572,82099,134803
2023-03-11 18:44:00,146703,112325,205664,114146,101575,139108
2023-03-11 18:46:00,134293,102307,195705,107643,87068,132254
2023-03-11 18:48:00,146191,107422,209157,109980,101928,142703
2023-03-11 18:50:00,164384,146400,274540,158756,111792,204139
2023-03-11 18:52:00,144695,129696,214199,109290,123156,132536
2023-03-11 18:54:00,128470,124188,227007,102957,106854,137907
2023-03-11 18:56:00,137329,103141,194923,108178,90855,130992
2023-03-11 18:58:00,128497,99369,197953,101113,84529,131157
2023-03-11 19:00:00,167451,149481,278254,161194,115466,204843
2023-03-11 19:02:00,131198,104630,189636,104463,89304,130822
2023-03-11 19:04:00,131626,112341,213537,104491,96227,138735
2023-03-11 19:06:00,129955,111127,206012,104478,94726,133428
2023-03-11 19:08:00,127761,100255,196085,100881,84460,131354
2023-03-11 19:10:00,161608,144999,274483,157629,109048,204567
2023-03-11 19:12:00,138527,112236,194221,115459,94161,135085
2023-03-11 19:14:00,144609,107997,199394,111870,97587,134002
2023-03-11 19:16:00,134176,124872,218973,107578,110815,132670
2023-03-11 19:18:00,144913,129373,218481,108850,124448,130750
2023-03-11 19:20:00,163036,145249,274410,158555,110074,204743
2023-03-11 19:22:00,146345,121303,196508,125954,100402,135842
2023-03-11 19:24:00,132053,103324,197827,104859,86829,134649
2023-03-11 19:26:00,134291,103952,195488,107325,89263,131745
2023-03-11 19:28:00,125516,96222,196923,99151,80562,130058
2023-03-11 19:30:00,168022,166888,296644,162085,132356,206736
2023-03-11 19:32:00,146846,129692,195490,133858,101547,131996
2023-03-11 19:34:00,130981,123407,220751,104285,108511,134470
2023-03-11 19:36:00,130364,124468,195844,105364,109062,133162
2023-03-11 19:38:00,127587,107789,202834,100113,93357,129316
2023-03-11 19:40:00,174601,148917,273589,162853,120399,203808
2023-03-11 19:42:00,155000,135834,202512,144837,105583,140242
2023-03-11 19:44:00,150972,110390,198877,114927,103558,133046
2023-03-11 19:46:00,133414,102678,198073,107639,86586,133925
2023-03-11 19:48:00,133603,103578,192547,104309,91428,128477
2023-03-11 19:50:00,163794,143477,274424,157259,109380,204969
2023-03-11 19:52:00,161058,144379,218617,154392,110620,157806
2023-03-11 19:54:00,130771,102893,197896,104089,85617,134844
2023-03-11 19:56:00,133822,103592,198711,107102,88695,134072
2023-03-11 19:58:00,127374,100360,194294,101756,84585,128481
2023-03-11 20:00:00,164443,145789,272204,158538,111137,200984
2023-03-11 20:02:00,156871,169136,255040,152651,133230,170548
2023-03-11 20:04:00,129382,123743,197346,102719,107386,133995
2023-03-11 20:06:00,131648,101185,197159,105778,85788,132122
2023-03-11 20:08:00,129318,100362,198032,102295,85630,131470
2023-03-11 20:10:00,174467,148962,268362,162533,120441,200875
2023-03-11 20:12:00,161031,145642,244214,155298,111296,180799
2023-03-11 20:14:00,148885,107768,198505,113223,100443,132953
2023-03-11 20:16:00,132142,102253,198784,107024,85731,134093
2023-03-11 20:18:00,131981,103209,199087,103877,89465,132943
2023-03-11 20:20:00,163576,143799,268068,157116,109659,200511
2023-03-11 20:22:00,162081,146048,256255,155519,111990,193914
2023-03-11 20:24:00,130119,101195,194352,103267,84122,132956
2023-03-11 20:26:00,132864,102827,221406,105756,88425,133433
2023-03-11 20:28:00,125445,122748,224273,100265,106780,133675
2023-03-11 20:30:00,160156,142519,272552,153548,107638,201773
2023-03-11 20:32:00,173294,154506,271199,161084,125928,207602
2023-03-11 20:34:00,132800,114650,204427,105867,98442,133519
2023-03-11 20:36:00,150063,118660,208503,113812,113040,133945
2023-03-11 20:38:00,128371,100901,199036,101870,85489,132379
2023-03-11 20:40:00,170603,140787,268180,150904,119055,200395
