"Time","Read (172.16.66.31:9796)","Read (172.16.66.32:9796)","Read (172.16.66.3:9796)","Write (172.16.66.31:9796)","Write (172.16.66.32:9796)","Write (172.16.66.3:9796)"
2023-03-11 08:30:00,0,0,0,132756,97940,435564
2023-03-11 08:32:00,0,0,0,102491,63420,375762
2023-03-11 08:34:00,0,0,0,86481,76026,373191
2023-03-11 08:36:00,0,0,0,117942,84673,323743
2023-03-11 08:38:00,0,0,0,48924,40596,356875
2023-03-11 08:40:00,0,0,0,117988,85311,326269
2023-03-11 08:42:00,0,0,0,85642,52315,325404
2023-03-11 08:44:00,0,0,0,83480,72590,351482
2023-03-11 08:46:00,0,0,0,116953,83240,336987
2023-03-11 08:48:00,0,0,0,52747,49129,396447
2023-03-11 08:50:00,0,0,0,127067,90385,394445
2023-03-11 08:52:00,0,0,0,85470,51744,418202
2023-03-11 08:54:00,71171,0,0,122843,73296,366000
2023-03-11 08:56:00,0,0,0,126657,82716,332982
2023-03-11 08:58:00,0,0,0,48765,37956,395947
2023-03-11 09:00:00,0,0,0,117168,83058,339194
2023-03-11 09:02:00,0,0,0,180361,50563,372122
2023-03-11 09:04:00,0,0,0,106701,72135,360698
2023-03-11 09:06:00,0,0,0,118374,81920,333437
2023-03-11 09:08:00,0,0,0,49943,38730,328489
2023-03-11 09:10:00,0,0,0,118068,83417,331253
2023-03-11 09:12:00,0,0,0,86312,53476,325063
2023-03-11 09:14:00,0,0,0,81656,72067,356557
2023-03-11 09:16:00,0,0,18955,118070,83513,335349
2023-03-11 09:18:00,0,0,18955,51240,39640,352097
2023-03-11 09:20:00,0,0,0,119626,84105,334711
2023-03-11 09:22:00,0,0,0,85584,50108,327212
2023-03-11 09:24:00,0,0,0,83332,72181,365318
2023-03-11 09:26:00,0,0,0,118761,82398,321855
2023-03-11 09:28:00,0,0,0,50420,38980,334916
2023-03-11 09:30:00,0,0,0,119435,83354,329887
2023-03-11 09:32:00,0,0,0,84878,49836,348752
2023-03-11 09:34:00,0,0,0,84527,71976,360812
2023-03-11 09:36:00,0,0,0,118534,82694,323743
2023-03-11 09:38:00,0,0,0,50153,37683,332186
2023-03-11 09:40:00,0,0,0,119162,82785,330388
2023-03-11 09:42:00,0,0,0,85447,49994,345702
2023-03-11 09:44:00,0,0,0,84004,71475,365705
2023-03-11 09:46:00,0,0,0,118167,83558,324585
2023-03-11 09:48:00,0,0,0,50472,38866,325154
2023-03-11 09:50:00,0,0,0,116122,83081,335053
2023-03-11 09:52:00,0,0,0,85720,51519,316553
2023-03-11 09:54:00,0,0,0,83490,71862,360220
2023-03-11 09:56:00,0,0,0,117601,82898,328681
2023-03-11 09:58:00,0,0,0,52224,38662,327657
2023-03-11 10:00:00,0,0,0,118374,84651,336145
2023-03-11 10:02:00,0,0,0,84709,51567,319215
2023-03-11 10:04:00,0,0,0,83067,72181,360971
2023-03-11 10:06:00,0,0,0,117364,82216,331776
2023-03-11 10:08:00,0,0,0,51092,38571,340696
2023-03-11 10:10:00,0,0,0,117282,83540,327817
2023-03-11 10:12:00,0,0,0,85424,52565,325313
2023-03-11 10:14:00,0,0,0,83490,72658,359951
2023-03-11 10:16:00,0,0,0,118568,83217,364248
2023-03-11 10:18:00,0,0,70793,50449,39708,387777
2023-03-11 10:20:00,0,0,70793,119726,85174,365682
2023-03-11 10:22:00,0,0,0,84446,52110,313412
2023-03-11 10:24:00,0,0,0,83159,73000,369550
2023-03-11 10:26:00,0,0,0,118647,84351,328704
2023-03-11 10:28:00,0,0,0,50381,42096,452358
2023-03-11 10:30:00,0,0,0,120477,85246,339718
2023-03-11 10:32:00,0,0,0,89100,52634,345361
2023-03-11 10:34:00,0,0,0,82248,73104,359378
2023-03-11 10:36:00,0,0,0,119726,83649,325473
2023-03-11 10:38:00,0,0,0,50387,39322,323630
2023-03-11 10:40:00,0,0,0,119558,84969,335349
2023-03-11 10:42:00,0,0,0,87086,54386,316826
2023-03-11 10:44:00,0,0,0,82807,71179,369127
2023-03-11 10:46:00,0,0,0,118693,82620,330615
2023-03-11 10:48:00,0,0,0,50358,39936,329296
2023-03-11 10:50:00,0,0,0,389222,83718,333255
2023-03-11 10:52:00,0,0,0,86471,51792,321559
2023-03-11 10:54:00,1775,0,0,86426,72567,361108
2023-03-11 10:56:00,0,0,0,122060,83149,331445
2023-03-11 10:58:00,0,0,0,53356,39022,335644
2023-03-11 11:00:00,0,0,0,119658,83786,332322
2023-03-11 11:02:00,0,0,0,202342,52042,372804
2023-03-11 11:04:00,0,0,0,129419,72818,366569
2023-03-11 11:06:00,0,0,0,118511,83240,322810
2023-03-11 11:08:00,0,0,0,49630,38502,331571
2023-03-11 11:10:00,0,0,0,117988,83085,331753
2023-03-11 11:12:00,0,0,0,86845,51883,322059
2023-03-11 11:14:00,0,0,0,82249,72977,365841
2023-03-11 11:16:00,0,0,0,120527,83445,332459
2023-03-11 11:18:00,0,0,0,51343,40050,332838
2023-03-11 11:20:00,0,0,0,119798,84400,332868
2023-03-11 11:22:00,0,0,0,86914,51519,332049
2023-03-11 11:24:00,0,0,0,83549,72317,366615
2023-03-11 11:26:00,0,0,0,118736,81419,332004
2023-03-11 11:28:00,0,0,0,49357,39367,332732
2023-03-11 11:30:00,0,0,0,118793,83172,339649
2023-03-11 11:32:00,0,0,0,87199,51405,341720
2023-03-11 11:34:00,0,0,0,84457,71862,356306
2023-03-11 11:36:00,0,0,0,121478,83581,336418
2023-03-11 11:38:00,0,0,0,46330,38889,320489
2023-03-11 11:40:00,0,0,0,113846,83354,333710
2023-03-11 11:42:00,0,0,0,82411,50608,343404
2023-03-11 11:44:00,0,0,0,79180,72044,363338
2023-03-11 11:46:00,0,0,0,115007,83695,335690
2023-03-11 11:48:00,0,0,0,51041,39936,328909
2023-03-11 11:50:00,0,0,0,112741,84014,331503
2023-03-11 11:52:00,0,0,0,80062,52383,325586
2023-03-11 11:54:00,0,0,0,76095,72499,359037
2023-03-11 11:56:00,0,0,0,113017,83467,325850
2023-03-11 11:58:00,0,0,0,43582,38457,324562
2023-03-11 12:00:00,0,0,0,113541,82830,332754
2023-03-11 12:02:00,0,0,4301,387459,52019,507699
2023-03-11 12:04:00,0,0,0,80782,72977,368913
2023-03-11 12:06:00,0,0,0,117237,83172,333574
2023-03-11 12:08:00,0,0,0,53885,39390,335212
2023-03-11 12:10:00,0,0,0,119034,85356,333483
2023-03-11 12:12:00,0,0,0,88769,53225,323129
2023-03-11 12:14:00,0,0,0,84387,71088,359132
2023-03-11 12:16:00,0,0,0,114802,82489,352552
2023-03-11 12:18:00,0,0,2571,44669,39253,355328
2023-03-11 12:20:00,0,0,2571,116713,84651,330047
2023-03-11 12:22:00,0,0,0,84343,51177,326724
2023-03-11 12:24:00,0,0,0,81725,72317,362291
2023-03-11 12:26:00,0,0,0,122826,83012,325100
2023-03-11 12:28:00,0,0,0,52747,38844,328658
2023-03-11 12:30:00,0,0,0,121583,83809,330706
2023-03-11 12:32:00,0,0,0,89758,51951,354873
2023-03-11 12:34:00,0,0,0,85641,72750,368868
2023-03-11 12:36:00,0,0,0,120977,83427,334052
2023-03-11 12:38:00,0,0,0,53778,39299,329114
2023-03-11 12:40:00,0,0,0,121688,84241,334871
2023-03-11 12:42:00,0,0,0,89396,51471,324494
2023-03-11 12:44:00,0,0,0,85743,71817,354076
2023-03-11 12:46:00,0,0,0,120377,82534,325040
2023-03-11 12:48:00,0,0,0,51405,39663,328613
2023-03-11 12:50:00,0,0,0,118019,84582,334643
2023-03-11 12:52:00,0,0,0,86484,52133,326497
2023-03-11 12:54:00,0,0,0,82102,71761,369436
2023-03-11 12:56:00,0,0,0,118543,83399,326064
2023-03-11 12:58:00,0,0,0,51883,39231,327225
2023-03-11 13:00:00,0,0,0,120491,83763,336213
2023-03-11 13:02:00,0,0,0,225299,51564,374534
2023-03-11 13:04:00,0,0,0,152935,72307,365181
2023-03-11 13:06:00,0,0,0,119572,83627,320922
2023-03-11 13:08:00,0,0,0,51314,39299,328750
2023-03-11 13:10:00,0,0,0,119376,84355,333574
2023-03-11 13:12:00,0,0,0,86208,50677,327361
2023-03-11 13:14:00,0,0,0,82179,72249,364271
2023-03-11 13:16:00,0,0,0,118770,82352,329660
2023-03-11 13:18:00,0,0,0,52471,39913,331071
2023-03-11 13:20:00,0,0,0,121119,84469,335235
2023-03-11 13:22:00,0,0,0,86982,51088,328909
2023-03-11 13:24:00,17797,0,0,101069,71999,373623
2023-03-11 13:26:00,0,0,0,117956,83604,326292
2023-03-11 13:28:00,0,0,0,53056,39617,326724
2023-03-11 13:30:00,0,0,0,120091,83194,336168
2023-03-11 13:32:00,0,0,0,89256,51200,350049
2023-03-11 13:34:00,0,0,91.0,82671,72567,360926
2023-03-11 13:36:00,0,91.0,91.0,119740,86630,323903
2023-03-11 13:38:00,0,91.0,0,52305,40914,334552
2023-03-11 13:40:00,0,0,0,121051,85038,337306
2023-03-11 13:42:00,0,0,0,87824,53862,336304
2023-03-11 13:44:00,0,0,0,78097,71293,367457
2023-03-11 13:46:00,0,0,0,119535,82216,321354
2023-03-11 13:48:00,0,0,0,51041,39071,331445
2023-03-11 13:50:00,0,0,0,118943,83217,328567
2023-03-11 13:52:00,0,0,0,86312,50972,322241
2023-03-11 13:54:00,3937,0,0,84059,71673,375125
2023-03-11 13:56:00,0,0,9694,118693,82375,321991
2023-03-11 13:58:00,0,0,0,52344,39140,337237
2023-03-11 14:00:00,0,0,0,118821,83467,337920
2023-03-11 14:02:00,0,0,0,413742,51268,506345
2023-03-11 14:04:00,0,0,0,85343,71953,368299
2023-03-11 14:06:00,0,0,0,119444,82466,323470
2023-03-11 14:08:00,0,0,0,54226,38548,332732
2023-03-11 14:10:00,0,0,0,119945,82443,330263
2023-03-11 14:12:00,0,0,0,84127,52074,322196
2023-03-11 14:14:00,91.0,0,0,80350,71134,374124
2023-03-11 14:16:00,0,0,0,119558,83581,350413
2023-03-11 14:18:00,0,0,0,53180,40937,359970
2023-03-11 14:20:00,0,0,0,120232,84196,331253
2023-03-11 14:22:00,0,0,0,85730,50222,325905
2023-03-11 14:24:00,0,0,0,82886,71657,364385
2023-03-11 14:26:00,0,0,0,117464,82876,336987
2023-03-11 14:28:00,0,0,0,46308,39003,331822
2023-03-11 14:30:00,0,0,0,114460,83103,334461
2023-03-11 14:32:00,0,0,0,79908,50813,351869
2023-03-11 14:34:00,0,0,0,76413,71339,365295
2023-03-11 14:36:00,0,0,0,117951,82921,328954
2023-03-11 14:38:00,0,0,0,52224,38434,340537
2023-03-11 14:40:00,0,0,0,118852,82694,335076
2023-03-11 14:42:00,0,0,0,87154,51504,325291
2023-03-11 14:44:00,0,0,0,83731,73068,366835
2023-03-11 14:46:00,0,0,0,118306,83081,350094
2023-03-11 14:48:00,0,0,0,50933,39231,320649
2023-03-11 14:50:00,0,0,0,119421,83354,338193
2023-03-11 14:52:00,0,0,0,87245,51132,329159
2023-03-11 14:54:00,0,0,0,83458,71771,367161
2023-03-11 14:56:00,0,0,0,118602,82216,335804
2023-03-11 14:58:00,0,0,0,52048,39208,332572
2023-03-11 15:00:00,0,0,0,119785,84359,339172
2023-03-11 15:02:00,0,0,0,227529,51334,365750
2023-03-11 15:04:00,0,0,0,130116,72545,368868
2023-03-11 15:06:00,0,0,0,119717,82876,328522
2023-03-11 15:08:00,0,0,0,52042,40300,330638
2023-03-11 15:10:00,0,0,0,118866,85356,333288
2023-03-11 15:12:00,0,0,0,87245,51860,324426
2023-03-11 15:14:00,0,0,0,83536,72021,363406
2023-03-11 15:16:00,0,0,0,119262,83331,326269
2023-03-11 15:18:00,0,0,0,52468,40505,337624
2023-03-11 15:20:00,0,0,0,121751,85424,341197
2023-03-11 15:22:00,0,0,0,87495,51996,325700
2023-03-11 15:24:00,0,0,0,83627,71839,371267
2023-03-11 15:26:00,0,0,0,119603,82990,327839
2023-03-11 15:28:00,0,0,0,51564,39617,318054
2023-03-11 15:30:00,0,0,0,120141,84014,337215
2023-03-11 15:32:00,0,0,0,87278,51883,347955
2023-03-11 15:34:00,0,0,0,82489,71953,355032
2023-03-11 15:36:00,0,0,0,119580,83354,328750
2023-03-11 15:38:00,0,0,0,51291,39822,322355
2023-03-11 15:40:00,0,0,0,120436,85538,331617
2023-03-11 15:42:00,0,0,0,86332,52725,352028
2023-03-11 15:44:00,0,0,0,82547,73182,362064
2023-03-11 15:46:00,0,0,0,119066,83700,341151
2023-03-11 15:48:00,0,0,0,51763,40482,334052
2023-03-11 15:50:00,0,0,0,120127,84196,332299
2023-03-11 15:52:00,0,0,0,86994,52133,327316
2023-03-11 15:54:00,0,0,0,84046,73296,378780
2023-03-11 15:56:00,0,0,0,119057,82898,325882
2023-03-11 15:58:00,0,0,0,51291,39731,329023
2023-03-11 16:00:00,0,0,0,118101,84810,338557
2023-03-11 16:02:00,0,0,0,391350,52133,502989
2023-03-11 16:04:00,0,0,0,82908,72603,358537
2023-03-11 16:06:00,0,0,0,116245,84196,328408
2023-03-11 16:08:00,0,0,0,52952,39822,336919
2023-03-11 16:10:00,0,0,0,123025,84264,334711
2023-03-11 16:12:00,0,0,0,91273,52315,327361
2023-03-11 16:14:00,0,0,0,84730,72727,361563
