"Time","Receive Errors (172.16.66.31:9796)","Receive Errors (172.16.66.32:9796)","Receive Errors (172.16.66.3:9796)","Receive Total (172.16.66.31:9796)","Receive Total (172.16.66.32:9796)","Receive Total (172.16.66.3:9796)","Transmit Errors (172.16.66.31:9796)","Transmit Errors (172.16.66.32:9796)","Transmit Errors (172.16.66.3:9796)","Receive Dropped (172.16.66.31:9796)","Receive Dropped (172.16.66.32:9796)","Receive Dropped (172.16.66.3:9796)","Transmit Dropped (172.16.66.31:9796)","Transmit Dropped (172.16.66.32:9796)","Transmit Dropped (172.16.66.3:9796)","Transmit Total (172.16.66.31:9796)","Transmit Total (172.16.66.32:9796)","Transmit Total (172.16.66.3:9796)"
2023-03-11 08:30:00,0,0,0,154,196,234,0,0,0,0,0,0,0,0,0,160,178,267
2023-03-11 08:32:00,0,0,0,217,170,300,0,0,0,0,0,0,0,0,0,222,192,295
2023-03-11 08:34:00,0,0,0,167,156,213,0,0,0,0,0,0,0,0,0,176,171,208
2023-03-11 08:36:00,0,0,0,137,141,212,0,0,0,0,0,0,0,0,0,146,145,213
2023-03-11 08:38:00,0,0,0,136,143,220,0,0,0,0,0,0,0,0,0,147,147,221
2023-03-11 08:40:00,0,0,0,137,166,217,0,0,0,0,0,0,0,0,0,149,160,221
2023-03-11 08:42:00,0,0,0,212,164,293,0,0,0,0,0,0,0,0,0,217,184,288
2023-03-11 08:44:00,0,0,0,213,172,244,0,0,0,0,0,0,0,0,0,226,189,244
2023-03-11 08:46:00,0,0,0,138,134,208,0,0,0,0,0,0,0,0,0,145,144,205
2023-03-11 08:48:00,0,0,0,182,220,231,0,0,0,0,0,0,0,0,0,167,174,315
2023-03-11 08:50:00,0,0,0,179,210,222,0,0,0,0,0,0,0,0,0,158,171,242
2023-03-11 08:52:00,0,0,0,227,194,306,0,0,0,0,0,0,0,0,0,234,206,305
2023-03-11 08:54:00,0,0,0,214,168,271,0,0,0,0,0,0,0,0,0,221,190,268
2023-03-11 08:56:00,0,0,0,137,135,207,0,0,0,0,0,0,0,0,0,146,144,203
2023-03-11 08:58:00,0,0,0,134,160,216,0,0,0,0,0,0,0,0,0,143,159,219
2023-03-11 09:00:00,0,0,0,134,136,205,0,0,0,0,0,0,0,0,0,142,146,206
2023-03-11 09:02:00,0,0,0,205,160,293,0,0,0,0,0,0,0,0,0,212,181,289
2023-03-11 09:04:00,0,0,0,208,164,289,0,0,0,0,0,0,0,0,0,217,185,288
