"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-20 13:00:00,0,0,0,42234,42234,0
2023-03-20 13:02:00,0,0,0,150801,150801,0
2023-03-20 13:04:00,0,0,0,129661,129661,0
2023-03-20 13:06:00,0,0,0,66674,66674,0
2023-03-20 13:08:00,0,0,0,114324,114324,0
2023-03-20 13:10:00,0,0,0,45193,45193,0
2023-03-20 13:12:00,0,0,0,101285,101285,0
2023-03-20 13:14:00,0,0,0,86244,86244,0
2023-03-20 13:16:00,0,0,0,68745,68745,0
2023-03-20 13:18:00,0,0,0,113323,113323,0
2023-03-20 13:20:00,0,0,0,42462,42462,0
2023-03-20 13:22:00,0,0,0,102787,102787,0
2023-03-20 13:24:00,0,0,0,80737,80737,0
2023-03-20 13:26:00,0,0,0,60052,60052,0
2023-03-20 13:28:00,0,0,0,106064,106064,0
2023-03-20 13:30:00,0,0,0,39617,39617,0
2023-03-20 13:32:00,0,0,0,130867,130867,0
2023-03-20 13:34:00,0,0,0,105495,105495,0
2023-03-20 13:36:00,6053,6053,0,63807,63807,0
2023-03-20 13:38:00,6053,6053,0,115735,115735,0
2023-03-20 13:40:00,1866,1866,0,51018,51018,0
2023-03-20 13:42:00,1866,1866,0,129161,129161,0
2023-03-20 13:44:00,0,0,0,106132,106132,0
2023-03-20 13:46:00,0,0,0,64785,64785,0
2023-03-20 13:48:00,0,0,0,108021,108021,0
2023-03-20 13:50:00,3277,3277,0,45056,45056,0
2023-03-20 13:52:00,3277,3277,0,110273,110273,0
2023-03-20 13:54:00,0,0,0,82853,82853,0
2023-03-20 13:56:00,0,0,0,61622,61622,0
2023-03-20 13:58:00,0,0,0,109522,109522,0
2023-03-20 14:00:00,0,0,0,44578,44578,0
2023-03-20 14:02:00,0,0,0,290497,290497,0
2023-03-20 14:04:00,0,0,0,81260,81260,0
2023-03-20 14:06:00,0,0,0,66525,66525,0
2023-03-20 14:08:00,0,0,0,169847,169847,0
2023-03-20 14:10:00,0,0,0,40983,40983,0
2023-03-20 14:12:00,0,0,0,104653,104653,0
2023-03-20 14:14:00,0,0,0,83877,83877,0
2023-03-20 14:16:00,0,0,0,62874,62874,0
2023-03-20 14:18:00,0,0,0,130571,130571,0
2023-03-20 14:20:00,0,0,0,40846,40846,0
2023-03-20 14:22:00,0,0,0,107543,107543,0
2023-03-20 14:24:00,0,0,0,86084,86084,0
2023-03-20 14:26:00,0,0,0,63215,63215,0
2023-03-20 14:28:00,0,0,0,88428,88428,0
2023-03-20 14:30:00,0,0,0,40801,40801,0
2023-03-20 14:32:00,0,0,0,128387,128387,0
2023-03-20 14:34:00,0,0,0,103788,103788,0
2023-03-20 14:36:00,0,0,0,59915,59915,0
2023-03-20 14:38:00,0,0,0,107566,107566,0
2023-03-20 14:40:00,0,0,0,41574,41574,0
2023-03-20 14:42:00,0,0,0,87632,87632,0
2023-03-20 14:44:00,0,0,0,64876,64876,0
2023-03-20 14:46:00,0,0,0,64967,64967,0
2023-03-20 14:48:00,0,0,0,108684,108684,0
2023-03-20 14:50:00,0,0,0,41506,41506,0
2023-03-20 14:52:00,0,0,0,105290,105290,0
2023-03-20 14:54:00,0,0,0,81283,81283,0
2023-03-20 14:56:00,10263,10263,0,65308,65308,0
2023-03-20 14:58:00,0,0,0,109500,109500,0
2023-03-20 15:00:00,0,0,0,44578,44578,0
2023-03-20 15:02:00,0,0,0,150847,150847,0
2023-03-20 15:04:00,0,0,0,106405,106405,0
2023-03-20 15:06:00,182,182,0,64944,64944,0
2023-03-20 15:08:00,0,0,0,106268,106268,0
2023-03-20 15:10:00,0,0,0,42621,42621,0
2023-03-20 15:12:00,0,0,0,106496,106496,0
2023-03-20 15:14:00,0,0,0,85925,85925,0
2023-03-20 15:16:00,0,0,0,67721,67721,0
2023-03-20 15:18:00,0,0,0,115530,115530,0
2023-03-20 15:20:00,0,0,0,45033,45033,0
2023-03-20 15:22:00,0,0,0,82853,82853,0
2023-03-20 15:24:00,0,0,0,63192,63192,0
2023-03-20 15:26:00,0,0,0,65650,65650,0
2023-03-20 15:28:00,0,0,0,107042,107042,0
2023-03-20 15:30:00,0,0,0,44646,44646,0
2023-03-20 15:32:00,0,0,0,129980,129980,0
2023-03-20 15:34:00,0,0,0,105358,105358,0
2023-03-20 15:36:00,0,0,0,62441,62441,0
2023-03-20 15:38:00,0,0,0,104334,104334,0
2023-03-20 15:40:00,0,0,0,37501,37501,0
2023-03-20 15:42:00,0,0,0,126839,126839,0
2023-03-20 15:44:00,0,0,0,110319,110319,0
2023-03-20 15:46:00,0,0,0,68540,68540,0
2023-03-20 15:48:00,0,0,0,111185,111185,0
2023-03-20 15:50:00,0,0,0,47400,47400,0
2023-03-20 15:52:00,0,0,0,104653,104653,0
2023-03-20 15:54:00,0,0,0,84173,84173,0
2023-03-20 15:56:00,0,0,0,61599,61599,0
2023-03-20 15:58:00,0,0,0,102719,102719,0
2023-03-20 16:00:00,0,0,0,42462,42462,0
2023-03-20 16:02:00,13972,13972,0,290975,290975,0
2023-03-20 16:04:00,0,0,0,87563,87563,0
2023-03-20 16:06:00,0,0,0,68244,68244,0
2023-03-20 16:08:00,0,0,0,106268,106268,0
2023-03-20 16:10:00,0,0,0,39276,39276,0
2023-03-20 16:12:00,0,0,0,103902,103902,0
2023-03-20 16:14:00,0,0,0,80191,80191,0
2023-03-20 16:16:00,0,0,0,62828,62828,0
2023-03-20 16:18:00,0,0,0,130776,130776,0
2023-03-20 16:20:00,0,0,0,42098,42098,0
2023-03-20 16:22:00,0,0,0,106587,106587,0
2023-03-20 16:24:00,0,0,0,89020,89020,0
2023-03-20 16:26:00,0,0,0,64512,64512,0
2023-03-20 16:28:00,0,0,0,104175,104175,0
2023-03-20 16:30:00,0,0,0,41779,41779,0
2023-03-20 16:32:00,0,0,0,127204,127204,0
2023-03-20 16:34:00,0,0,0,105131,105131,0
2023-03-20 16:36:00,0,0,0,67880,67880,0
2023-03-20 16:38:00,0,0,0,104061,104061,0
2023-03-20 16:40:00,0,0,0,38298,38298,0
2023-03-20 16:42:00,0,0,0,87677,87677,0
2023-03-20 16:44:00,0,0,0,63625,63625,0
2023-03-20 16:46:00,0,0,0,61235,61235,0
2023-03-20 16:48:00,0,0,0,108885,108885,0
2023-03-20 16:50:00,0,0,0,38935,38935,0
2023-03-20 16:52:00,0,0,0,106109,106109,0
2023-03-20 16:54:00,0,0,0,83513,83513,0
2023-03-20 16:56:00,0,0,0,66560,66560,0
2023-03-20 16:58:00,0,0,0,105244,105244,0
2023-03-20 17:00:00,0,0,0,37547,37547,0
2023-03-20 17:02:00,0,0,0,150528,150528,0
2023-03-20 17:04:00,0,0,0,133530,133530,0
2023-03-20 17:06:00,0,0,0,61963,61963,0
2023-03-20 17:08:00,0,0,0,107861,107861,0
2023-03-20 17:10:00,0,0,0,41438,41438,0
2023-03-20 17:12:00,0,0,0,106064,106064,0
2023-03-20 17:14:00,0,0,0,86221,86221,0
2023-03-20 17:16:00,0,0,0,67129,67129,0
2023-03-20 17:18:00,0,0,0,105404,105404,0
2023-03-20 17:20:00,0,0,0,41279,41279,0
2023-03-20 17:22:00,0,0,0,103879,103879,0
2023-03-20 17:24:00,0,0,0,82261,82261,0
2023-03-20 17:26:00,0,0,0,58960,58960,0
2023-03-20 17:28:00,159,159,0,106359,106359,0
2023-03-20 17:30:00,159,159,0,39640,39640,0
2023-03-20 17:32:00,0,0,0,127454,127454,0
2023-03-20 17:34:00,0,0,0,109158,109158,0
2023-03-20 17:36:00,0,0,0,63989,63989,0
2023-03-20 17:38:00,0,0,0,107975,107975,0
2023-03-20 17:40:00,0,0,0,41097,41097,0
2023-03-20 17:42:00,0,0,0,124314,124314,0
2023-03-20 17:44:00,0,0,0,103947,103947,0
2023-03-20 17:46:00,0,0,0,62896,62896,0
2023-03-20 17:48:00,0,0,0,103765,103765,0
2023-03-20 17:50:00,0,0,0,42075,42075,0
2023-03-20 17:52:00,0,0,0,109614,109614,0
2023-03-20 17:54:00,0,0,0,80972,80972,0
2023-03-20 17:56:00,0,0,0,63169,63169,0
2023-03-20 17:58:00,0,0,0,112936,112936,0
2023-03-20 18:00:00,0,0,0,39777,39777,0
2023-03-20 18:02:00,45.5,45.5,0,741831,741831,0
2023-03-20 18:04:00,0,0,0,86721,86721,0
2023-03-20 18:06:00,0,0,0,61690,61690,0
2023-03-20 18:08:00,0,0,0,109363,109363,0
2023-03-20 18:10:00,0,0,0,44669,44669,0
2023-03-20 18:12:00,0,0,0,107247,107247,0
2023-03-20 18:14:00,0,0,0,78825,78825,0
2023-03-20 18:16:00,0,0,0,63920,63920,0
2023-03-20 18:18:00,0,0,0,135396,135396,0
2023-03-20 18:20:00,0,0,0,40323,40323,0
2023-03-20 18:22:00,0,0,0,102969,102969,0
2023-03-20 18:24:00,0,0,0,78006,78006,0
2023-03-20 18:26:00,0,0,0,63442,63442,0
2023-03-20 18:28:00,0,0,0,108250,108250,0
2023-03-20 18:30:00,0,0,0,41734,41734,0
2023-03-20 18:32:00,0,0,0,128728,128728,0
2023-03-20 18:34:00,0,0,0,104448,104448,0
2023-03-20 18:36:00,0,0,0,61030,61030,0
2023-03-20 18:38:00,0,0,0,103356,103356,0
2023-03-20 18:40:00,13744,13744,0,39617,39617,0
2023-03-20 18:42:00,13744,13744,0,107634,107634,0
2023-03-20 18:44:00,0,0,0,78711,78711,0
2023-03-20 18:46:00,0,0,0,61326,61326,0
2023-03-20 18:48:00,0,0,0,106382,106382,0
2023-03-20 18:50:00,0,0,0,44055,44055,0
2023-03-20 18:52:00,0,0,0,105882,105882,0
2023-03-20 18:54:00,0,0,0,81374,81374,0
2023-03-20 18:56:00,114,114,0,64626,64626,0
2023-03-20 18:58:00,0,0,0,106655,106655,0
2023-03-20 19:00:00,0,0,0,41301,41301,0
