"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc658d02a437db)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc658d02a437db)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-21 11:14:00,0,81.5,13111,47155,269,0,13899,4731,4559,0,1969,122,0,124,295,302,32.8,469,68403,4.13,0,31.6,66.1,66.0,0,103,0,121,20286,304,2583,221,81.5,0,20762,124353,269,0,3781,1490,1420,0,210,29.0,0,29.0,79.9,380,26.6,261,2498,4.27,0,25.5,40.7,42.1,0,232,0,29.0,9690,439,1283,215
2023-03-21 11:16:00,0,84.8,13940,47296,270,0,12289,4344,4319,0,1742,122,0,124,1354,305,32.9,469,68209,4.13,0,31.6,65.8,65.3,0,104,38.2,121,28495,503,2585,223,84.8,0,29158,139354,270,0,3025,1422,1397,0,179,29.0,0,29.0,86.0,379,22.5,262,2498,4.27,0,25.5,40.3,41.4,0,231,35.3,29.0,10370,587,1285,223
2023-03-21 11:18:00,0,84.8,13880,48010,269,0,15473,4719,4529,0,1952,117,0,118,1579,308,31.5,467,68365,4.13,0,31.6,65.7,65.3,0,200,38.2,126,18735,504,2586,219,84.8,0,19464,134691,269,0,3723,1469,1408,0,178,27.7,0,27.7,95.3,379,20.5,260,2507,4.27,0,25.5,40.3,41.0,0,278,35.3,30.3,10273,587,1281,218
2023-03-21 11:20:00,0,82.9,12227,46520,269,0,12063,4341,28121,0,1947,127,0,129,512,311,31.5,469,68357,4.13,0.389,31.6,65.8,65.7,0,120,0,132,20181,306,2584,225,82.9,0,20667,148181,268,0,3622,1423,1939,0,171,30.3,0.389,30.3,91.1,374,25.7,261,2492,4.27,0,25.5,40.3,40.6,0,249,0,31.6,8800,440,1279,221
2023-03-21 11:22:00,0,78.2,13834,47588,270,0,17976,5024,4590,0,1990,133,0,135,71.6,307,32.3,464,68189,4.13,0,31.6,65.3,65.7,0,104,0.600,132,27904,306,2585,223,78.2,0,28365,137246,270,0,3425,1495,1403,0,189,31.6,0,31.6,70.6,376,26.9,259,2501,4.27,0,25.5,39.9,40.6,0,232,0.600,31.6,10420,441,1281,219
2023-03-21 11:24:00,0,80,13345,47718,269,0,16155,5041,4798,0,2208,139,0,140,295,306,33.3,470,68383,4.60,0,32.0,65.7,66.1,0,102,0.233,120,20279,307,2587,222,80,0,20766,134427,269,0,4038,1509,1401,0,182,33.3,0,32.9,79.9,378,23.0,262,2513,4.73,0,26.0,40.3,41.7,0,233,0.233,29.0,9918,441,1283,221
2023-03-21 11:26:00,0,77.4,15319,48792,270,0.389,12320,4348,4354,0,1744,128,0,129,2352,307,30.7,466,68229,4.83,0,32.3,65.7,65.7,0,104,0,126,27743,307,2586,222,77.4,0,28181,142549,270,0.389,3075,1413,1416,0,176,30.3,0,30.3,102,377,19.7,260,2508,5.36,0.389,26.2,40.3,40.3,0,231,0,30.3,11916,439,1282,216
2023-03-21 11:28:00,0,80.7,14968,49051,269,0.389,15023,4713,4446,0.389,1882,117,0,118,1831,307,33.7,468,68336,4.83,0,32.0,65.7,65.7,0,9858,38.9,132,18023,510,2582,226,80.7,0,18737,137406,269,0.389,3533,1465,1399,0,180,27.7,0,27.7,98.9,378,23.3,261,2508,5.36,0.389,26.0,40.3,41.7,0,336,35.3,31.6,11375,586,1277,223
2023-03-21 11:30:00,0,84.0,12712,46626,270,0,12045,4340,4543,0.389,1956,133,0,135,1911,305,31.9,466,68403,4.83,0,31.6,65.7,66.1,0,9775,0,126,26059,306,2583,220,84.0,0,26516,145397,270,0,3604,1403,1414,0,182,31.6,0,31.6,105,380,20.5,265,2518,4.97,0,25.5,40.3,41.1,0,308,0,30.3,9304,440,1279,215
2023-03-21 11:32:00,0,80.4,13227,46598,270,0,14080,4719,4322,0,1740,128,0,129,73.4,305,31.1,457,68184,4.83,0,31.6,66.1,66.4,0,105,0.600,126,18202,305,2585,220,80.4,0,18674,128762,270,0,3159,1470,1418,0,180,30.3,0,30.3,78.0,379,19.7,260,2497,4.97,0,25.5,40.6,41.5,0,231,0.600,30.7,9813,441,1286,215
2023-03-21 11:34:00,0,82.9,13066,47181,269,0,13862,4721,4546,0,1966,132,0,134,296,307,32.3,455,68410,5.22,0,31.6,66.1,65.7,0,105,0.600,126,20277,306,2587,224,82.9,0,20758,124316,269,0,3754,1492,1425,0,202,36.6,0,32.0,79.5,380,21.5,253,2519,4.97,0,25.5,40.6,41.4,0,231,0.600,30.7,9645,437,1288,225
2023-03-21 11:36:00,0,83.7,15372,49034,270,0,14392,4341,4403,0,1809,128,0,129,152,307,33.2,468,68297,5.22,0,31.6,65.7,65.3,0,105,0,126,29788,306,2585,227,83.7,0,30225,134448,270,0,3223,1425,1417,0,179,30.3,0,30.7,76.6,379,22.4,261,2515,4.97,0,25.5,40.3,39.9,0,230,0,35.6,11978,439,1281,228
2023-03-21 11:38:00,0,81.5,16569,51294,269,0,16404,4796,30034,0,1812,128,0,129,144,306,31.5,468,68287,4.60,0,31.6,65.7,65.7,0,187,38.2,120,20412,506,2584,219,81.5,0,21106,154478,269,0,3429,1509,2099,0,188,30.3,0,30.3,72.4,379,20.6,261,2497,4.73,0,25.5,40.6,41,0,260,35.3,29.0,13001,588,1279,213
2023-03-21 11:40:00,0,86.6,13523,47486,269,0,12099,4351,4537,0,1954,122,0,124,296,307,32.1,467,68401,4.13,0,31.6,65.7,65.7,0,106,0,121,29344,307,2583,221,86.6,0,29789,132640,269,0,3644,1430,1412,0,190,29.0,0,34.0,79.9,378,21.6,260,2506,4.27,0,25.5,40.3,41,0,235,0,29.0,10124,439,1276,216
2023-03-21 11:42:00,0,83.3,12925,46183,270,0,14010,4710,4307,0,1733,117,0,118,71.6,310,32.9,468,68238,4.13,0,31.6,65.7,66.1,0,103,0.367,120,19527,305,2586,225,83.3,0,20000,123744,270,0,3065,1465,1403,0,183,27.7,0,27.7,70.2,377,22.4,261,2501,4.27,0,25.5,40.3,41.7,0,232,0.367,29.0,9516,441,1282,221
2023-03-21 11:44:00,0,76.0,12344,46200,269,0,13793,4703,4523,0,1956,122,0,124,288,303,30.7,469,68375,4.13,0,31.6,65.7,66.1,0,105,0.989,121,20242,307,2586,223,76.0,0,20713,125004,269,0,3663,1470,1398,0,191,29.0,0,29.0,75.3,380,19.7,261,2514,4.27,0,25.5,40.6,41.4,0.389,231,0.600,29.0,8933,438,1282,224
2023-03-21 11:46:00,0,83.7,14637,48551,269,0,13294,4388,4486,0,1948,122,0,124,518,306,32.1,468,68343,4.13,0,31.6,65.7,65.7,0,104,0,132,28716,306,2582,216,83.7,0,29184,132778,270,0,3472,1454,1416,0,211,29.0,0,29.0,90.8,378,21.6,261,2539,4.27,0,25.5,40.3,42.5,0,232,0,31.6,11230,439,1277,209
2023-03-21 11:48:00,0,82.9,15599,49543,270,0,14628,4730,4410,0,1815,133,0.389,135,145,306,30.7,467,68304,4.13,0,31.6,66.4,65.7,0,194,38.0,126,20301,505,2585,221,82.9,0,21020,125649,270,0,3381,1512,1422,0,209,31.6,0,31.6,73.1,378,19.7,261,2508,4.27,0,25.5,40.6,41,0,263,35.0,30.3,12008,586,1281,217
2023-03-21 11:50:00,0,78.2,13867,48008,268,0,12115,4350,4556,0,1969,133,0,135,296,304,32.9,471,68400,4.13,0,32.0,66.0,65.8,0,106,38.0,121,28450,507,2585,230,78.2,0,29124,130860,268,0,3650,1468,1428,0,231,31.6,0,31.6,81.0,380,22.4,263,2503,4.27,0,26.0,40.6,41,0,236,35.0,29.0,10293,585,1281,228
2023-03-21 11:52:00,0,78.2,12425,45794,268,0,15827,4801,4396,0,1755,121,0,123,80.4,304,30.7,469,68202,4.13,0,32.0,66.1,66.1,0,103,0,126,18699,307,2616,221,78.2,0,19180,128779,268,0,3139,1513,1439,0,203,29.0,0,29.0,75.5,379,19.7,262,2488,4.27,0,26.0,40.6,41.7,0,232,0,30.3,9000,439,1297,220
2023-03-21 11:54:00,0,79.3,13305,47363,269,0,13959,4802,4569,0,1955,122,0,124,288,303,32.1,467,68371,4.37,0,31.6,66.1,66.1,0.389,103,0.600,126,20249,305,2583,218,79.3,0,20719,126479,269,0,3743,1516,1409,0,193,29.0,0,29.0,75.3,380,21.6,260,2495,4.50,0,25.5,40.6,42.1,0,233,0.600,30.3,9890,441,1279,211
2023-03-21 11:56:00,0,83.6,16154,50101,269,0,13230,4342,4466,0,1886,128,0,129,743,305,31.5,468,68329,4.83,0,31.6,65.7,65.7,0.389,104,0,120,21997,303,2581,226,83.6,0,22453,125074,270,0,3465,1436,1402,0,195,30.3,0,30.3,93.7,379,20.7,261,2518,4.97,0,25.5,40.6,41.0,0,231,0,29.0,12754,442,1277,221
2023-03-21 11:58:00,0,78.5,14867,48502,269,0,14146,4712,4312,0,1742,128,0,129,591,306,31.5,471,68202,4.60,0,31.6,66.1,65.7,0,188,38.0,110,20345,503,2583,225,78.5,0,21054,124709,270,0,3165,1467,1409,0,186,30.3,0,30.3,86.0,381,20.5,263,2509,4.73,0,25.5,40.6,40.6,0,262,35.4,26.3,11277,588,1279,221
2023-03-21 12:00:00,0,80.7,13986,47916,269,0,12043,4344,4528,0,1953,117,0,118,286,307,32.1,471,68410,4.13,0,31.6,66.0,65.7,0,107,38.0,121,27013,503,2585,221,80.7,0,27675,129589,270,0,3583,1423,1412,0,180,27.7,0,27.7,75.3,378,26.6,263,2503,4.27,0,25.5,40.6,41.7,0,234,35.4,29.0,10427,588,1280,215
2023-03-21 12:02:00,0,78.9,13239,47100,270,0,14089,4753,27932,0,1751,128,0,129,79.6,306,32.1,468,68222,4.13,0,31.6,65.3,66.1,0,103,0,116,17375,303,2584,221,78.9,0,17860,144811,270,0,3084,1479,1987,0,187,30.3,0,30.3,75.5,378,26.6,261,2505,4.27,0,25.5,39.9,41.4,0,232,0,27.7,9817,441,1284,222
2023-03-21 12:04:00,0,85.5,13014,47615,269,0,13850,4715,28132,0,1962,128,0,129,504,306,31.5,468,68384,4.37,0,32.2,65.4,66.1,0,105,0.600,121,29703,307,2584,225,85.5,0,30151,159828,269,0,3716,1460,1982,0,187,30.3,0,30.3,86.2,378,21.0,261,2509,4.50,0,25.7,39.9,41,0,231,0.600,29.0,9616,436,1284,225
2023-03-21 12:06:00,0,83.7,15307,49328,269,0,15365,4350,4545,0,1966,128,0,129,296,306,30.7,466,68415,4.83,0,32.0,65.8,66.0,0,103,0,121,19976,306,2586,221,83.7,0,20453,125079,269,0,3675,1426,1414,0,180,30.3,0,30.3,79.9,379,19.7,260,2517,4.97,0,26.0,40.3,42.5,0,232,0,29.0,11893,438,1281,217
2023-03-21 12:08:00,0,79.6,15380,49310,270,0,16088,4816,6441,0,1765,122,0,124,1367,308,32.9,468,68193,4.60,0,32.0,65.8,66.7,0,185,38.0,132,20365,509,2613,222,79.6,0,21081,129804,270,0,3225,1516,1538,0,197,29.0,0,29.0,90.2,378,27.4,262,2494,4.73,0,26.0,40.3,42.8,0,260,35.0,31.6,11794,585,1293,217
2023-03-21 12:10:00,0.389,86.6,13437,47469,269,0,12244,4347,4531,0,1957,127,0,128,287,311,31.5,469,68409,4.13,0,32.0,65.7,65.7,0,108,38.0,126,29034,511,2582,221,86.6,0.389,29716,131974,269,0,3690,1435,1419,0.389,208,30.3,0,30.3,74.6,375,20.6,261,2514,4.27,0,26.0,40.7,41,0,234,35.0,30.3,9859,584,1279,215
2023-03-21 12:12:00,0,77.4,13657,47062,270,0,14027,4715,4323,0,1737,128,0,129,79.6,307,30.7,469,68234,4.13,0,32.0,65.6,66.1,0,119,0,126,20334,309,2584,223,77.4,0,20803,123193,270,0,3066,1501,1426,0,215,30.3,0,30.3,75.5,377,19.7,262,2504,4.27,0,26.0,40.3,40.6,0,246,0,30.3,10233,437,1282,224
2023-03-21 12:14:00,0,76.3,13606,47904,270,0,13881,4733,4551,0,1960,128,0,129,287,305,32.9,458,68422,4.13,0,32.3,65.4,66.1,0,118,0.600,120,28585,307,2585,221,76.3,0,29025,133371,270,0,3831,1509,1451,0,223,30.3,0,30.3,75.7,378,22.4,256,2512,4.27,0,26.2,39.9,41,0,246,0.600,29.0,10195,440,1281,214
2023-03-21 12:16:00,0,82.9,14877,49059,269,0,13681,4357,4537,0,1969,128,0,129,287,305,34.4,457,68465,4.13,0,32.3,66.2,65.7,0,103,0.600,137,18834,305,2585,222,82.9,0,19303,122028,269,0,3718,1444,1455,0,235,30.3,0,30.3,75.0,379,23.8,255,2540,4.27,0,26.2,40.7,41.0,0,232,0.600,32.9,11466,441,1281,216
2023-03-21 12:18:00,0,78.2,14607,48194,270,0,14094,4704,4306,0,1774,133,0,135,81.5,305,58.8,468,68241,4.13,0,32.3,65.8,65.7,0,190,0,132,20297,303,2584,226,78.2,0,20821,124231,270,0,3117,1495,1420,0,238,31.6,0.389,31.6,75.1,381,64.7,261,2506,4.27,0,26.2,40.3,41.4,0,262,0,31.6,11141,443,1279,223
2023-03-21 12:20:00,0,73.0,13224,47296,268,0,12123,4338,4560,0,1964,139,0,141,287,305,33.3,469,68415,4.13,0,32.0,66.0,66.1,0,107,38.2,121,28323,505,2613,223,73.0,0,28985,131096,268,0,3637,1448,1451,0,219,32.9,0.389,32.9,74.6,379,21.7,267,2500,4.27,0,26.0,40.6,41.4,0,235,35.3,29.0,9647,586,1293,224
2023-03-21 12:22:00,0,78.2,12955,46727,269,0.389,16248,4783,4412,0,1818,122,0,124,154,308,32.9,468,68269,4.13,0,32.0,66.1,66.1,0,9768,0,121,20283,303,2586,222,78.2,0,20758,135776,268,0,3355,1528,1446,0,222,34.3,0,29.0,83.6,379,22.5,261,2508,4.27,0.389,26.0,40.6,41.7,0,293,0,29.0,9531,441,1285,221
2023-03-21 12:24:00,0,76.7,13522,47532,270,0.389,13483,4801,4486,0,1886,121,0,123,2507,308,32.3,466,68333,4.13,0,31.8,65.9,66.0,0,104,0.600,126,27982,306,2583,225,76.7,0,28425,134925,270,0,3533,1538,1437,0,211,34.3,0,29.0,111,377,21.5,260,2517,4.27,0.389,25.7,40.4,41,0,232,0.600,35.2,10114,439,1284,221
2023-03-21 12:26:00,0,80,15477,49629,269,0,13699,4336,4537,0.389,1955,122,0,124,4174,307,31.5,470,68427,4.13,0.389,31.6,65.5,65.7,0,104,0.600,121,18308,306,2586,226,80,0,18768,127977,269,0,3652,1454,1438,0,220,29.0,0,29.0,130,378,20.5,262,2529,4.27,0,25.5,39.9,40.3,0,230,0.600,33.9,12072,439,1282,223
2023-03-21 12:28:00,0,80,16186,50493,270,0,14157,4705,27902,0,1739,128,0,129,378,306,30.7,468,68274,4.13,0,31.6,65.8,65.7,0,191,0,115,26181,304,2585,219,80,0,26654,161372,270,0,3141,1484,2010,0,220,30.3,0,35.2,87.5,377,19.7,261,2517,4.27,0,25.5,40.3,41.4,0,261,0,27.7,12772,441,1281,214
2023-03-21 12:30:00,0,77.1,13815,47855,269,0,12121,4339,4564,0,1974,122,0,124,287,307,32.9,472,68416,4.13,0,31.6,65.8,65.7,0,106,38.2,116,21226,504,2612,219,77.1,0,21901,126430,269,0,3630,1417,1441,0,231,29.0,0,33.9,75.0,378,22.5,263,2508,4.27,0,25.5,40.3,42.1,0,236,35.3,27.7,10247,586,1293,217
2023-03-21 12:32:00,0,73.8,15027,49057,270,0,14977,4725,4467,0,1878,117,0,118,214,307,32.1,468,68339,4.13,0,31.6,65.8,65.7,0,104,0,120,20391,304,2587,226,73.8,0,20836,125961,270,0.389,3524,1509,1455,0,208,27.7,0,27.7,72.8,378,21.5,261,2501,4.66,0,25.5,40.3,42.1,0,232,0,29.0,11622,441,1285,227
2023-03-21 12:34:00,0,75.6,15013,48932,270,0,12950,4730,4404,0,1819,128,0,129,154,304,32.9,468,68276,4.37,0,31.6,65.8,66.1,0,105,0.600,126,29990,306,2583,220,75.6,0,30420,133371,270,0,3352,1514,1464,0,214,30.3,0,30.3,76.2,378,22.4,261,2490,4.50,0,25.5,40.3,41.5,0,233,0.600,30.7,11613,441,1280,215
2023-03-21 12:36:00,0,84.0,14522,48693,269,0,15360,4356,4541,0,1964,122,0,124,286,303,31.9,469,68403,4.83,0,31.6,65.7,66.1,0,103,0.600,126,20343,304,2584,222,84.0,0,20802,126226,269,0,3725,1461,1453,0,222,29.0,0,29.0,74.6,379,20.6,261,2509,4.97,0,25.5,40.3,41.8,0,233,0.600,30.3,11112,442,1279,216
2023-03-21 12:38:00,0,89.5,15246,49169,270,0,15886,4809,6409,0,1739,128,0,129,80.7,304,31.5,468,68212,4.99,0,31.6,66.4,65.7,0,189,0,126,29665,305,2586,223,89.5,0,30116,137151,270,0,3166,1550,1544,0,221,30.3,0,30.3,75.5,379,20.6,261,2509,4.73,0,25.5,41,41,0,262,0,30.3,11841,441,1281,218
2023-03-21 12:40:00,0,78.9,13683,47765,270,0,12122,4356,4545,0,1950,128,0,129,297,305,32.1,468,68416,4.52,0,31.6,66.0,65.7,0,106,38.2,126,19699,508,2584,225,78.9,0,20396,121843,270,0,3673,1464,1452,0,210,30.3,0,30.7,79.9,379,21.5,261,2500,4.27,0,25.5,40.6,41,0,236,35.3,30.3,10099,587,1279,226
2023-03-21 12:42:00,0,81.8,14924,48990,269,0,15005,4726,4475,0,1885,127,0,128,1498,310,32.1,469,68344,4.13,0,31.6,65.8,65.7,0,103,38.6,121,20329,509,2585,222,81.8,0,21013,126363,269,0,3537,1503,1464,0,221,30.3,0,30.7,88.6,376,21.5,261,2492,4.27,0,25.5,40.6,40.6,0,232,35.3,29.0,11345,587,1281,217
2023-03-21 12:44:00,0,80.7,14216,48029,270,0,12946,4728,4400,0,1827,122,0,124,1436,308,32.9,466,68286,4.37,0,31.6,66.0,66.1,0,103,0.389,126,28960,307,2583,222,80.7,0,29401,133579,270,0,3336,1516,1452,0,234,29.0,0,29.0,91.3,376,27.8,260,2506,4.50,0,25.5,41,41,0,232,0,30.3,10809,438,1279,217
2023-03-21 12:46:00,0,81.5,15921,50201,269,0,13752,4361,4578,0,2013,121,0,123,287,307,33.7,468,68408,4.83,0,31.6,65.8,66.6,0,104,0.600,126,20370,303,2614,223,81.5,0,20832,124524,269,0,3702,1464,1463,0,235,29.0,0,29.0,75.0,380,28.6,261,2517,4.97,0,25.5,40.3,41.7,0,233,0.600,30.3,12510,441,1295,218
2023-03-21 12:48:00,0,82.9,16086,50451,269,0,14132,4727,27925,0,1742,122,0,124,288,309,31.5,471,68229,4.60,0,31.6,65.7,65.8,0,183,0,126,28247,306,2584,223,82.9,0,28710,156121,270,0,3153,1515,2012,0,211,29.0,0,29.0,81.8,376,20.5,263,2509,4.73,0,25.5,40.3,40.6,0,261,0,30.3,12678,439,1279,224
2023-03-21 12:50:00,0,77.1,13437,47466,268,0,12092,4353,4546,0,1963,122,0.389,124,1029,309,30.7,469,68398,4.13,0,32.0,65.7,65.8,0,107,0.600,132,18369,306,2585,222,77.1,0,18847,120794,268,0,3682,1458,1449,0,223,29.0,0,29.0,107,375,19.7,261,2510,4.27,0,26.0,40.3,41,0.389,235,0.600,31.6,10013,439,1286,221
2023-03-21 12:52:00,0,80.4,15257,49811,268,0,17187,4807,4575,0,1968,133,0,135,803,308,33.7,469,68441,4.13,0,32.3,65.7,66.1,0.389,104,94.6,132,20276,806,2585,225,80.4,0,21292,128681,268,0,3772,1537,1461,0,224,31.6,0,31.6,90.1,377,23.3,261,2523,4.27,0,26.2,40.3,40.6,0,231,87.3,31.6,11440,806,1286,220
2023-03-21 12:54:00,0,85.9,14605,48359,270,0,12582,4813,4346,0,1743,133,0,135,80.0,308,32.1,466,68212,4.37,0,32.0,65.7,66.2,0,104,65.8,121,22033,658,2583,223,85.9,0,22891,124199,270,0,3135,1544,1456,0,214,31.6,0,31.6,75.1,377,21.5,260,2496,4.50,0,26.0,40.6,41.4,0,232,60.7,29.0,10907,697,1277,219
2023-03-21 12:56:00,0,84.0,15299,49516,269,0,13704,4363,4577,0,1972,121,0,123,296,307,30.7,455,68397,4.83,0,31.6,66.2,65.7,0,103,0,116,20303,303,2617,223,84.0,0,20778,123668,269,0,3651,1459,1464,0,224,29.0,0,29.0,80.6,377,19.7,253,2511,4.97,0,25.5,40.3,42.1,0,232,0.389,27.7,11893,442,1299,219
2023-03-21 12:58:00,0,81.1,14078,47673,270,0,14124,4721,4320,0,1745,128,0,129,74.5,307,33.7,457,68271,4.83,0,31.6,65.7,65.7,0,184,0.600,121,27077,304,2586,221,81.1,0,27563,130202,270,0,3150,1503,1433,0,221,30.3,0,30.3,78.4,375,28.5,253,2525,4.97,0,25.5,40.3,42.1,0,263,0.600,29.0,10662,441,1282,220
2023-03-21 13:00:00,0,77.4,12695,46634,270,0,12091,4354,4536,0,1965,127,0,128,299,306,32.9,468,68397,4.83,0,31.6,65.7,66.1,0,106,0.233,127,17353,307,2582,222,77.4,0,17846,118464,270,0,3664,1455,1435,0,231,30.3,0,30.3,88.0,378,22.4,261,2522,4.97,0,25.5,40.3,41,0,235,0.233,30.3,9267,437,1277,221
2023-03-21 13:02:00,0,74.9,13467,47816,269,0,15490,4731,4558,0,1989,128,0,129,288,304,54.0,468,68404,4.83,0,31.6,66.5,66.1,0,9793,0.367,137,29923,307,2583,223,74.9,0,30380,145867,269,0,3775,1519,1441,0,233,30.3,0,30.3,75.0,379,60.6,261,2533,4.97,0,25.5,41.1,41,0,295,0.367,32.9,10024,439,1277,224
2023-03-21 13:04:00,0,80.4,14470,48071,269,0,12475,4726,4343,0,1756,128,0,129,71.2,306,58.1,467,68235,4.83,0,32.0,66.3,65.8,0,103,38.2,126,17948,505,2587,222,80.4,0,18668,119768,270,0,3144,1525,1424,0,211,30.3,0,30.3,69.8,378,64.1,261,2525,4.97,0,25.5,40.7,41,0,232,35.3,30.3,10848,587,1283,217
2023-03-21 13:06:00,0,82.6,17431,51812,270,0,15375,4386,4565,0,1972,134,0,135,295,306,36.2,469,68363,4.83,0,32.0,66.0,66.4,0,104,0,121,20476,305,2614,220,82.6,0,20912,126699,270,0,3709,1470,1441,0,221,31.6,0,31.6,79.1,378,25.8,266,2497,4.97,0,25.5,40.6,41.7,0,232,0,29.0,14032,440,1295,215
2023-03-21 13:08:00,0,79.3,16575,50863,269,0,16537,4811,6507,0,1824,111,0,112,439,306,30.7,467,68297,4.83,0,31.6,65.8,65.3,0,208,0.600,143,29732,303,2583,226,79.3,0,30172,138394,269,0,3438,1552,1533,0,226,26.3,0,26.3,84.1,378,19.7,266,2513,4.97,0,25.5,40.3,40.3,0,278,0.600,34.2,13174,441,1277,222
2023-03-21 13:10:00,0,81.5,13923,47927,269,0,11884,4369,4498,0,1910,133,0,135,2123,306,30.7,469,68329,4.83,0,31.6,65.8,65.3,0,107,0.600,132,20236,303,2585,219,81.5,0,20727,123798,270,0,3535,1473,1437,0,236,31.6,0,31.6,116,380,19.7,262,2519,4.97,0,25.5,40.3,41,0,234,0.600,31.6,10499,442,1281,213
2023-03-21 13:12:00,0,80,14155,48558,269,0,15507,4750,4606,0,1977,144,0,146,295,307,30.7,469,68403,4.83,0,31.6,65.7,65.7,0,103,0,126,29429,307,2582,222,80,0,29878,136003,269,0,3784,1520,1466,0,239,39.2,0,34.2,80.2,378,19.7,262,2529,4.97,0,25.5,40.3,42.1,0,232,0,30.3,10751,437,1282,222
2023-03-21 13:14:00,0.389,84.0,13372,46944,269,0,12514,4748,4346,0,1747,132,0,134,71.6,304,33.7,469,68255,4.37,0,31.6,65.8,65.7,0,103,38.2,116,19602,507,2583,222,84.0,0.389,20295,120786,270,0,3156,1511,1447,0.389,219,31.6,0.389,31.6,70.2,382,23.7,262,2517,4.50,0,25.5,40.8,41.8,0,232,35.3,32.6,9802,586,1278,217
2023-03-21 13:16:00,0,80.7,14707,49460,269,0,13756,4374,28150,0,1981,122,0,124,2581,306,32.9,473,68429,4.13,0,31.6,65.8,66.1,0,104,0,110,20266,305,2615,221,80.7,0,20741,150814,270,0,3683,1473,2022,0,240,29.0,0,29.0,112,380,22.4,264,2519,4.27,0,25.5,40.4,41.4,0,232,0,26.3,11295,440,1296,215
2023-03-21 13:18:00,0,80,14500,49305,269,0,15155,4738,28095,0,1902,110,0,112,214,304,30.7,471,68387,4.13,0,31.6,65.8,66.4,0,186,0.600,109,28671,305,2584,223,80,0,29146,158744,269,0,3624,1523,2030,0,230,26.3,0,31.3,73.9,380,19.7,262,2523,4.27,0,25.5,40.4,40.6,0,261,0.600,26.3,11083,440,1279,218
2023-03-21 13:20:00,0,79.3,12824,46335,269,0,11186,4352,4400,0,1816,111,0,113,144,307,32.8,468,68322,4.13,0,31.6,65.8,65.7,0,107,0.600,116,20195,307,2584,221,79.3,0,20669,120283,268,0,3255,1459,1441,0,215,26.3,0,26.3,72.0,377,22.4,261,2519,4.27,0,25.5,40.3,40.6,0,235,0.600,27.7,9406,438,1279,222
2023-03-21 13:22:00,0,88.1,13939,48284,268,0,17248,4816,4576,0,1966,117,0,118,296,309,34.2,469,68457,4.13,0,31.6,66.1,65.7,0,104,0,126,28446,306,2616,223,88.1,0,28901,140593,268,0,3772,1553,1455,0,218,27.7,0,27.7,79.5,376,24.2,261,2532,4.27,0,25.5,40.6,42.1,0,232,0,30.3,10533,439,1297,224
2023-03-21 13:24:00,0,83.7,14426,48425,270,0,13124,4813,4438,0,1852,122,0,124,870,309,57.3,467,68293,4.13,0,31.6,66.1,65.8,0,104,38.2,121,18667,505,2587,226,83.7,0,19388,123313,270,0,3390,1555,1468,0,241,29.0,0,29.0,99.7,378,63.3,261,2516,4.27,0,25.5,40.6,41.7,0,230,35.3,29.0,10797,589,1282,223
