"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc658d02a437db)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc658d02a437db)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-20 19:10:00,0,79.6,12374,46394,268,0,12287,4355,4548,0,1964,128,0,129,286,304,30.7,470,68440,3.43,0,31.6,66.1,65.7,0,120,0.367,126,29649,305,2611,223,79.6,0,30092,131753,268,0,3707,1429,1432,0,196,30.3,0,30.3,74.6,379,19.7,262,2536,3.57,0,25.5,40.6,42.1,0,251,0.367,30.3,8970,441,1292,224
2023-03-20 19:12:00,0,82.9,12487,45870,270,0,14042,4720,4309,0,1746,132,0,134,73.7,304,32.1,469,68247,3.43,0,31.6,65.7,65.3,0,104,38.2,126,19876,504,2582,225,82.9,0,20564,123324,270,0,3124,1470,1401,0,176,31.6,0,31.6,78.4,379,21.6,261,2526,3.96,0,25.5,40.3,41,0,231,35.3,30.3,8910,590,1277,231
2023-03-20 19:14:00,0,78.9,13495,48222,270,0,13846,4721,28134,0,1971,128,0,129,295,306,34.9,469,68393,3.90,0,31.6,65.8,65.7,0,9747,0,132,20277,305,2587,222,78.9,0,20753,159604,270,0,3717,1480,1995,0,199,30.3,0,30.3,80.6,379,25.3,262,2517,4.03,0,25.5,40.6,41.0,0,328,0,31.6,10079,441,1283,221
2023-03-20 19:16:00,0,79.6,14228,48782,269,0,13683,4340,28131,0,1958,133,0,135,286,304,30.7,466,68344,4.29,0,31.8,66.1,65.7,0,103,0.600,131,29058,306,2585,217,79.6,0,29497,158057,269,0,3640,1431,1980,0,192,31.6,0,31.6,75.0,380,19.7,260,2503,4.03,0,25.7,41,41.4,0,230,0.600,31.6,10831,440,1281,211
2023-03-20 19:18:00,0,77.8,15136,48727,270,0.389,14129,4724,4329,0,1744,128,0,129,80.0,307,30.7,464,68207,3.82,0,32.3,65.8,65.7,0,184,0.600,132,20366,305,2584,221,77.8,0,20855,125132,270,0,3131,1490,1413,0,194,30.3,0,30.3,75.1,379,19.7,265,2507,3.57,0,26.2,40.6,41,0,258,0.600,32.0,11716,440,1279,215
2023-03-20 19:20:00,0,82.2,13831,47882,269,0.389,12094,4382,4578,0,1973,128,0,129,297,307,32.9,468,68414,3.43,0,32.3,65.7,65.7,0,108,0,120,28747,306,2586,226,82.2,0,29189,131620,269,0,3638,1452,1429,0,194,30.3,0,30.3,79.9,378,22.5,267,2509,3.57,0,26.2,40.6,40.3,0,234,0,29.4,10435,439,1281,223
2023-03-20 19:22:00,0,82.6,13526,47017,270,0,15765,4780,4338,0,1720,128,0,129,71.6,307,32.9,468,68284,3.67,0,32.3,65.7,65.3,0,103,38.2,126,18954,505,2585,223,82.6,0,19638,123458,270,0,3126,1491,1421,0,180,35.3,0,30.3,70.6,376,22.4,261,2527,3.80,0,26.2,40.3,41.4,0,232,35.3,30.3,9958,587,1285,224
2023-03-20 19:24:00,0,78.5,13123,47043,269,0,13825,4756,4516,0,1915,122,0,124,1899,308,32.9,468,68414,4.13,0,32.3,66.1,66.4,0,103,0,115,20203,307,2583,223,78.5,0,20682,125824,270,0,3608,1488,1405,0,176,29.0,0,34.0,104,377,22.5,261,2524,4.27,0,26.2,40.6,42.1,0,232,0,33.0,9712,438,1278,223
2023-03-20 19:26:00,0,78.5,15065,49005,269,0,13591,4305,4491,0,1938,121,0,123,287,306,32.1,469,68358,3.90,0,32.0,65.8,66.1,0,104,0.600,110,28242,306,2584,220,78.5,0,28666,131716,269,0,3559,1413,1394,0,186,29.0,0,34.0,74.6,379,21.6,261,2501,4.03,0,26.0,40.6,41.1,0,231,0.600,31.6,11675,439,1284,215
2023-03-20 19:28:00,0,80.4,14191,47601,269,0,14040,4690,4280,0,1732,122,0,124,365,305,30.7,469,68240,3.43,0.389,31.6,65.8,66.6,0,195,0.600,126,20335,305,2584,223,80.4,0,20815,123663,270,0,3060,1478,1394,0,181,29.0,0.389,29.0,82.2,378,19.7,262,2508,3.57,0,25.5,40.3,42.1,0,262,0.600,30.3,10777,440,1279,219
2023-03-20 19:30:00,0,84.8,11669,45931,269,0,12002,4312,28073,0,1933,121,0.389,123,296,308,33.3,468,68417,3.43,0,31.6,66.1,66.2,0,108,0,126,27798,306,2585,224,84.8,0,28254,154898,270,0,3583,1418,1896,0,183,29.0,0,29.0,78.8,378,22.3,261,2513,3.57,0,25.5,40.3,40.6,0,235,0,30.3,8266,439,1281,226
2023-03-20 19:32:00,0,84.0,12862,46662,269,0,13932,4671,27852,0,1699,133,0,135,2351,307,32.1,455,68237,3.43,0,31.6,66.1,65.7,0,104,38.2,121,18088,507,2583,222,84.0,0,18793,147417,270,0,3021,1459,1891,0,167,31.6,0,32.0,101,377,21.4,253,2513,3.57,0,25.5,40.6,40.3,0,232,35.3,29.0,9284,586,1277,221
2023-03-20 19:34:00,0,84.4,13405,47445,269,0,13772,4703,4529,0,1943,122,0,124,820,304,31.5,457,68354,3.43,0,31.6,66.1,65.7,0,102,0,126,21534,307,2586,219,84.4,0,22012,125665,270,0,3675,1484,1429,0,211,29.0,0,29.0,96.0,380,20.6,255,2503,3.57,0,25.5,40.6,41.4,0,233,0,30.3,9985,439,1282,213
2023-03-20 19:36:00,0,88.1,15207,49309,269,0,15299,4331,4539,0,1953,122,0,124,296,305,33.6,471,68320,3.43,0,31.6,65.7,65.7,0,105,0,121,21792,305,2583,222,88.1,0,22251,126941,269,0,3670,1448,1441,0,215,29.0,0,29.0,79.5,379,22.4,263,2487,3.57,0,25.5,40.6,41.4,0.389,230,0,29.0,11800,440,1279,216
2023-03-20 19:38:00,0,80,15523,49356,269,0,15879,4790,6400,0,1739,128,0,129,71.6,306,30.7,466,68208,3.90,0,31.6,65.8,65.7,0,189,0.989,120,20396,307,2583,225,80,0,20861,127440,270,0,3190,1533,1539,0,213,30.3,0,30.3,70.2,379,19.7,260,2512,4.03,0.389,25.5,40.7,40.6,0,260,0.600,29.0,12113,439,1279,220
2023-03-20 19:40:00,0,78.2,12837,46833,269,0,12076,4345,4533,0.389,1967,133,0,135,295,307,31.5,466,68339,4.13,0,31.6,65.9,66.2,0,109,0,127,27093,306,2585,221,78.2,0,27536,129330,268,0,3651,1460,1430,0,237,31.6,0,31.6,78.8,377,20.8,260,2496,4.27,0,25.5,40.3,42.1,0,234,0.389,30.3,9431,439,1281,216
2023-03-20 19:42:00,0,80.4,12914,46397,269,0,14100,4738,4359,0.389,1747,128,0,129,73.4,309,32.1,468,68199,3.67,0,31.6,65.8,65.7,0,103,37.6,121,17469,507,2584,219,80.4,0,18164,120781,269,0,3127,1507,1446,0,218,30.3,0,30.3,69.5,377,21.6,261,2499,3.80,0,25.5,40.6,41,0,232,35.1,29.0,9330,587,1279,218
2023-03-20 19:44:00,0,79.7,13623,47876,270,0,13842,4724,4530,0,1960,127,0,128,288,306,31.5,466,68413,3.43,0,31.6,66.1,66.1,0,103,37.6,126,29841,506,2585,223,79.7,0,30509,135098,270,0,3734,1498,1456,0,224,30.3,0,30.3,74.6,381,20.9,260,2511,3.57,0,25.5,40.7,41.0,0,232,34.7,30.3,10056,588,1281,218
2023-03-20 19:46:00,0,87.7,16346,50535,269,0,13692,4362,4541,0,2009,122,0,124,295,308,30.7,468,68426,3.43,0,31.8,66.1,65.7,0,103,0,121,18092,302,2585,225,87.7,0,18567,121442,269,0,3672,1441,1461,0,237,29.0,0,29.0,79.1,378,20.1,261,2515,3.57,0,25.7,41.1,40.6,0,232,0,29.0,12932,442,1281,220
2023-03-20 19:48:00,0.389,81.5,16709,50461,270,0,14157,4747,4329,0,1740,127,0,128,70.8,304,32.9,468,68262,3.43,0,32.7,65.7,66.3,0,183,0.600,116,20394,306,2613,221,81.5,0.389,20872,123156,270,0,3150,1497,1432,0,208,30.3,0,30.3,69.8,379,27.5,261,2501,3.57,0,26.2,40.3,41.4,0,263,0.600,27.7,13282,441,1294,215
2023-03-20 19:50:00,0.389,78.5,13618,47543,270,0,12064,4345,4529,0,1970,117,0,118,296,304,34.3,467,68457,3.43,0,32.7,66.1,66.7,0,108,0,110,28845,307,2583,224,78.5,0.389,29282,131175,270,0,3638,1415,1399,0,194,27.7,0,27.7,80.2,379,29.3,261,2514,3.57,0,26.2,40.6,43.2,0,234,0,26.3,10207,440,1279,220
2023-03-20 19:52:00,0,83.7,13073,46768,269,0,16259,4791,4420,0,1807,110,0,112,1651,303,30.7,469,68271,3.43,0,31.8,66.3,66.1,0,106,38.0,137,19324,507,2583,219,83.7,0,20022,126340,269,0,3380,1498,1417,0,171,26.3,0,26.3,102,379,19.7,261,2502,3.57,0,25.7,41.4,42.1,0,230,35.0,32.9,9491,587,1279,213
2023-03-20 19:54:00,0,83.7,13362,47061,270,0,12985,4790,4415,0,1797,122,0,124,1426,304,31.5,468,68271,3.43,0,31.6,66.0,66.0,0.389,106,38.0,132,29510,506,2585,223,83.7,0,30174,133798,270,0,3280,1490,1419,0.389,161,29.0,0,29.0,85.7,378,25.7,261,2503,3.57,0,25.5,40.6,41,0,231,35.0,31.6,9802,586,1286,224
2023-03-20 19:56:00,0,76.7,15349,49949,270,0,13646,4341,28130,0,1953,133,0,135,296,305,34.3,468,68398,3.43,0,31.6,65.7,65.8,0,9747,0,120,19764,305,2587,222,76.7,0,20217,157226,270,0,3595,1423,1947,0,180,31.6,0,31.6,80.2,381,29.5,261,2516,3.57,0,25.5,40.3,41,0,295,0,29.0,11949,440,1287,216
2023-03-20 19:58:00,0,82.2,15333,48986,269,0,14152,4744,4322,0,1738,122,0,124,74.5,308,32.1,469,68210,3.43,0,32.0,65.7,65.3,0,188,0.600,121,20315,305,2585,220,82.2,0,20797,123284,269,0,3152,1499,1434,0,195,29.0,0,29.0,77.6,380,21.6,262,2495,3.57,0,26.0,40.3,40.3,0,262,0.600,29.0,11925,442,1280,215
2023-03-20 20:00:00,0,86.2,13774,47921,270,0,12096,4355,4544,0,1959,128,0,129,289,306,30.7,471,68408,3.43,0,32.3,65.7,65.7,0,107,0,121,28658,305,2586,223,86.2,0,29096,132373,270,0,3686,1442,1458,0,225,30.3,0,30.3,75.0,379,19.7,263,2510,3.57,0,26.2,40.3,40.6,0,234,0,29.0,10381,443,1283,224
2023-03-20 20:02:00,0,81.8,13007,46795,269,0,14880,4676,4420,0,1854,128,0,130,225,304,32.1,471,68372,3.43,0,32.3,65.7,66.1,0,104,0,126,20299,304,2585,223,81.8,0,20772,124662,269,0,3509,1468,1403,0,196,30.7,0,30.3,77.7,381,21.8,263,2519,3.57,0,26.2,40.3,42.1,0,231,0,30.3,9584,441,1281,224
2023-03-20 20:04:00,0,85.5,13881,47301,270,0,12421,4727,4326,0,1714,122,0,124,71.9,306,31.5,468,68190,3.43,0,32.0,65.7,66.2,0,104,38.0,132,28141,509,2612,222,85.5,0,28791,130834,270,0,2997,1481,1403,0,181,29.0,0,29.0,70.6,379,20.5,261,2513,3.57,0,26.0,40.3,41.7,0,231,35.0,31.6,10322,584,1293,216
2023-03-20 20:06:00,0,77.4,15981,54086,270,0,117536,4315,4504,0,1931,132,0,134,295,307,31.5,467,68353,3.43,0,31.8,65.8,65.5,0,105,0,126,18435,304,2585,222,77.4,0,18876,227704,270,0,7638,1413,1404,0,199,31.6,0,31.6,79.9,377,20.6,265,2501,3.57,0,25.7,40.3,39.9,0,231,0,30.3,12587,440,1281,216
2023-03-20 20:08:00,0,77.8,22290,64263,270,0,132099,6124,24707,0,1993,128,0,129,80.4,307,1519,469,68207,3.43,0,31.8,65.7,65.0,0,202,0.600,132,20566,306,2842,741,77.8,0,20945,268673,269,0,8989,2173,2430,0,219,30.3,0,30.3,75.5,376,117,267,2499,3.57,0,25.7,40.6,41,0,277,0.600,31.6,18961,439,1288,240
2023-03-20 20:10:00,0,80,15521,52843,269,0,27475,5530,22890,0,2212,128,0,129,811,306,292,468,68351,3.43,0,31.6,65.7,65.3,0,107,0.600,126,21867,307,2844,732,80,0,22305,162583,268,0,5186,2002,2403,0,223,35.3,0,30.3,91.8,378,30.1,261,2503,3.96,0,25.5,40.3,41.7,0,234,0.600,30.3,12138,438,1289,231
2023-03-20 20:12:00,0,83.3,14917,51163,269,0,18132,5926,22907,0,2228,133,0,135,1111,307,289,466,68376,3.43,0,31.6,65.7,66.1,0,103,0,121,20325,309,2846,742,83.3,0,20793,150585,269,0.389,4014,2077,2412,0,240,36.6,0,31.6,109,378,29.5,260,2513,3.96,0,25.5,40.3,41.7,0,231,0,33.9,11520,437,1291,245
2023-03-20 20:14:00,0,83.3,13855,47556,270,0,10811,4742,4338,0,1751,122,0,124,2358,304,33.9,455,68217,3.43,0,31.6,65.7,66.1,0,102,38.2,121,26937,508,2588,227,83.3,0,27596,129619,270,0.389,3111,1523,1445,0,215,29.0,0,33.9,101,378,19.9,254,2523,3.57,0,25.5,40.6,41.4,0,233,35.3,33.9,10296,585,1286,222
2023-03-20 20:16:00,0,80,13007,47036,270,0,15390,4357,4537,0,1960,122,0,124,286,308,35.3,466,68400,3.82,0,31.6,65.8,65.7,0,103,0,121,17302,307,2587,217,80,0,17753,121920,270,0,3729,1467,1443,0,225,29.0,0,33.9,75.0,376,21.7,260,2517,3.57,0,25.5,40.6,41.4,0,232,0,29.0,9593,437,1286,211
2023-03-20 20:18:00,0,77.8,13872,48026,269,0.389,14113,4724,27913,0,1746,122,0,124,80.4,308,40.1,468,68242,3.90,0,31.6,65.8,65.7,0,184,0.600,121,29777,306,2583,225,77.8,0,30236,157494,269,0,3125,1504,1993,0,219,29.0,0,29.0,75.5,376,25.1,261,2511,4.03,0,25.5,40.6,41,0,261,0.600,29.0,10455,438,1279,220
2023-03-20 20:20:00,0,82.2,14064,48089,270,0,12083,4345,4532,0,1961,121,0,123,287,305,35.9,468,68430,4.13,0,31.6,66.1,65.7,0,106,0.600,121,19911,303,2585,213,82.2,0,20381,121851,270,0,3655,1447,1447,0,236,29.0,0,29.0,75.7,379,22.6,261,2518,4.27,0,25.5,40.6,40.6,0,235,0.600,29.4,10642,441,1280,220
2023-03-20 20:22:00,0,79.6,14490,48768,270,0,17175,4795,4543,0,1952,122,0,124,1899,306,30.7,467,68394,3.90,0,31.8,66.0,65.7,0,105,0,121,20362,305,2585,223,79.6,0,20823,129431,270,0,3748,1530,1457,0,218,29.0,0,29.0,106,378,19.7,260,2519,4.03,0,25.7,40.6,41,0,231,0,29.0,11078,440,1281,218
2023-03-20 20:24:00,0,80.4,14111,47672,269,0,10848,4796,4334,0,1731,127,0,128,80.4,309,31.5,469,68175,3.43,0,32.0,65.8,65.7,0,104,38.2,126,29056,508,2584,220,80.4,0,29729,130148,269,0,3024,1528,1454,0,210,30.3,0,30.3,75.5,376,20.5,262,2499,3.57,0,26.0,40.3,40.6,0,231,35.3,30.3,10544,587,1278,215
2023-03-20 20:26:00,0,81.5,14744,48879,270,0,15332,4338,4532,0,1953,128,0,129,286,309,34.3,466,68410,3.43,0,31.8,66.1,66.1,0,104,0,116,20254,308,2584,225,81.5,0,20719,125694,270,0,3703,1453,1440,0,223,30.3,0.389,30.3,74.6,376,24.3,260,2512,3.57,0,25.7,40.6,40.6,0,231,0,27.7,11335,439,1279,220
2023-03-20 20:28:00,0,77.8,15210,49012,269,0,14148,4735,4329,0,1743,128,0,129,80.0,304,32.1,468,68264,3.43,0.389,31.8,66.1,66.4,0,189,0,126,28962,307,2585,225,77.8,0,29420,132385,269,0,3169,1510,1435,0,224,30.3,0.389,30.3,75.5,380,21.6,261,2527,3.57,0,25.7,40.6,41.7,0,262,0,30.3,11805,439,1282,226
2023-03-20 20:30:00,0,79.6,14414,48629,270,0,12143,4412,4573,0,1977,122,0,124,434,304,30.7,467,68389,3.43,0.389,31.6,65.7,66.4,0,108,0.600,116,19112,305,2585,218,79.6,0,19565,121134,270,0,3706,1492,1463,0,239,29.0,0,29.0,85.8,380,19.7,261,2517,3.57,0,25.5,40.3,42.1,0,235,0.600,27.7,11009,441,1281,219
2023-03-20 20:32:00,0,84.4,13968,48232,270,0,15501,4730,4553,0,2006,128,0.389,129,433,306,55.6,469,68422,3.43,0,31.6,65.8,65.7,0,104,0,115,20234,305,2585,223,84.4,0,20724,125748,270,0,3750,1504,1451,0,252,30.3,0,30.3,84.7,378,62.5,261,2517,3.57,0,25.5,40.3,42.1,0.389,232,0,27.7,10527,439,1280,218
2023-03-20 20:34:00,0,77.1,14178,47684,269,0,10769,4718,4334,0,1766,106,0.389,107,80.8,306,58.5,467,68201,3.43,0,31.6,65.8,66.1,0,105,38.2,126,28315,507,2584,220,77.1,0,29007,129320,269,0,3014,1496,1422,0,229,25.0,0,25.4,75.1,378,64.4,261,2490,3.57,0.389,25.5,40.3,42.5,0.389,230,35.3,30.3,10580,583,1280,215
2023-03-20 20:36:00,0,79.3,15091,49364,270,0,17016,4340,4525,0.389,1953,122,0,124,288,303,33.3,468,68406,3.43,0,31.6,66.2,66.4,0,106,38.6,121,20316,505,2585,223,79.3,0,20987,127767,270,0,3746,1449,1454,0,226,29.0,0,29.4,75.7,382,27.6,261,2508,3.57,0.389,25.5,40.6,42.5,0,230,35.3,29.0,11521,585,1281,218
2023-03-20 20:38:00,0,75.6,14103,47870,269,0,15905,4792,6412,0.389,1741,122,0,124,80.0,308,32.9,465,68214,3.43,0,31.6,66.1,66.1,0,187,0.389,126,27927,304,2584,223,75.6,0,28386,139192,269,0,3161,1532,1548,0,212,29.0,0,29.0,74.7,377,27.6,259,2515,3.57,0,25.5,40.6,41.4,0,262,0,30.3,10697,441,1279,223
2023-03-20 20:40:00,0,75.2,13289,47000,269,0,11605,4345,4465,0,1893,122,0,124,228,306,33.5,468,68314,3.43,0,31.6,65.7,65.7,0,106,0.600,143,18079,305,2582,225,75.2,0,18552,125774,268,0,3400,1456,1443,0,225,29.0,0,29.0,85.8,379,23.5,261,2496,3.57,0,25.5,41.4,41.7,0,236,0.600,34.2,9880,442,1277,226
2023-03-20 20:42:00,0,79.3,14400,48669,269,0,15460,4732,4541,0,1965,132,0,134,290,306,32.1,470,68368,3.43,0,31.6,65.7,65.7,0,103,0,126,26133,307,2586,219,79.3,0,26575,139022,268,0,3723,1514,1471,0,222,31.6,0,31.6,82.8,379,21.6,262,2499,3.57,0,25.5,40.6,41.4,0,232,0.389,30.3,11009,439,1282,213
2023-03-20 20:44:00,0,78.2,14262,47885,270,0,10781,4711,4302,0,1745,133,0,135,1888,307,33.0,472,68202,3.43,0,31.6,65.7,66.4,0,9812,37.6,121,18106,507,2587,226,78.2,0,18805,136604,270,0,3066,1493,1442,0,223,31.6,0,31.6,107,378,27.1,263,2507,3.57,0,25.5,40.3,41.4,0,309,34.7,29.0,10673,586,1287,221
2023-03-20 20:46:00,0,78.2,16553,50944,270,0,15369,4327,4514,0,2004,128,0,129,4386,309,32.2,469,68451,3.43,0,31.6,65.7,65.7,0,118,37.6,115,20404,506,2582,219,78.2,0,21065,135917,270,0,3695,1449,1433,0,245,30.3,0,30.3,138,376,20.5,262,2513,3.57,0,25.5,40.3,41.7,0,246,34.7,27.7,12978,587,1277,212
2023-03-20 20:48:00,0,77.8,15795,50618,269,0,15079,4720,28061,0,1889,122,0,124,2505,307,32.1,469,68331,3.43,0,31.6,65.7,65.8,0,188,0,116,29770,303,2584,221,77.8,0,30216,163765,269,0,3577,1514,2003,0,228,29.0,0,29.0,105,380,21.6,262,2500,3.57,0,25.5,40.3,40.6,0,261,0,27.7,12393,442,1281,216
2023-03-20 20:50:00,0.389,76.7,13495,47020,269,0,11183,4345,4387,0,1817,117,0,118,153,303,32.1,467,68251,3.43,0,31.6,66.4,65.8,0,108,0.600,126,20262,303,2586,229,76.7,0.389,20731,120611,269,0,3246,1448,1439,0,218,27.7,0,27.7,76.2,380,21.6,260,2496,3.57,0,25.5,41,40.6,0,235,0.600,30.3,10081,442,1283,232
2023-03-20 20:52:00,0.389,78.2,13945,48169,269,0,17174,4779,4549,0,1958,117,0,118,287,306,32.1,467,68362,3.43,0,32.0,66.4,65.7,0,104,0.600,121,28748,306,2584,221,78.2,0.389,29190,136771,270,0,3750,1505,1431,0,229,27.7,0,27.7,75.0,379,21.6,260,2504,3.57,0,25.5,41,41.4,0,231,0.600,29.0,10548,440,1279,215
2023-03-20 20:54:00,0,76.3,13265,46670,269,0,10914,4799,4339,0,1759,128,0,129,1694,307,32.1,468,68189,3.43,0,32.0,66.1,65.7,0,104,0,109,18928,307,2584,217,76.3,0,19415,120237,269,0,3057,1532,1441,0,220,30.3,0,30.3,100,378,21.5,261,2500,3.57,0,25.5,40.6,41.4,0,231,0,26.3,9840,438,1279,210
2023-03-20 20:56:00,0,77.1,15103,49244,269,0,15362,4338,4526,0,1966,111,0,112,1911,307,32.1,457,68431,3.43,0,31.6,66.7,65.6,0.389,102,38.0,121,20256,507,2582,226,77.1,0,20943,126793,270,0,3636,1450,1423,0,217,26.7,0,26.3,105,377,21.5,260,2516,3.57,0,25.5,41.4,41.4,0,232,35.0,29.0,11518,584,1277,227
2023-03-20 20:58:00,0,79.6,14968,49196,269,0,15476,4698,4524,0,1956,122,0,124,287,305,32.9,456,68417,3.43,0,31.6,65.8,65.6,0.389,187,0,121,28543,307,2584,225,79.6,0,28989,134717,270,0,3706,1480,1426,0.389,214,29.4,0,29.0,75.3,379,22.5,254,2522,3.57,0,25.5,40.3,40.3,0,260,0,29.0,11571,439,1278,225
2023-03-20 21:00:00,0,82.2,13733,46966,269,0,10652,4309,4298,0,1741,128,0,130,80.0,309,30.7,468,68203,3.43,0,31.6,65.6,66.1,0,109,0.600,121,20264,301,2585,218,82.2,0,20728,119056,269,0,2995,1416,1404,0.389,210,35.2,0,30.3,75.5,376,19.7,261,2499,3.57,0,25.5,40.6,41,0,234,0.600,29.0,10330,444,1280,212
2023-03-20 21:02:00,0,77.8,13529,47787,269,0,15524,4766,4599,0,1980,128,0,129,288,308,30.7,466,68392,3.43,0,31.6,65.5,65.7,0,104,0.600,121,28193,303,2613,218,77.8,0,28626,134886,270,0,3758,1524,1445,0,213,30.3,0,35.2,76.1,376,19.7,260,2528,3.57,0,25.5,39.9,40.3,0,232,0.600,33.9,10135,442,1298,213
2023-03-20 21:04:00,0,74.9,13866,47879,269,0,10766,4718,27979,0,1740,127,0,128,71.9,305,31.5,467,68227,3.43,0,31.6,65.3,65.7,0,105,0,126,18463,305,2585,226,74.9,0,18924,142556,269,0,3054,1493,2004,0,208,30.3,0,35.2,70.2,379,20.5,261,2519,3.57,0,25.5,39.9,40.6,0,232,0,30.3,10458,439,1286,222
2023-03-20 21:06:00,0,74.5,14268,49078,270,0,17005,4321,28172,0,1962,128,0,129,590,305,33.4,469,68442,3.43,0,31.6,65.3,66.5,0,105,38.0,126,20254,505,2585,226,74.5,0,20927,151540,270,0,3723,1439,2004,0,220,30.3,0,30.3,94.4,380,23.4,261,2536,3.57,0,25.5,39.9,41.8,0,232,35.0,30.3,10699,587,1280,222
2023-03-20 21:08:00,0,84.8,15664,50252,270,0,17421,4777,6621,0,1957,128,0,129,581,304,33.4,469,68429,3.43,0,31.6,65.6,66.2,0,187,0,120,21699,305,2586,219,84.8,0,22180,132039,270,0,3810,1523,1549,0,223,30.3,0,30.3,87.7,380,23.4,261,2517,3.57,0,25.5,40.3,42.7,0,263,0,29.0,12262,440,1281,218
2023-03-20 21:10:00,0,81.1,12486,45705,268,0,10851,4334,4314,0,1731,122,0,124,80.7,306,31.5,466,68241,3.43,0,31.6,64.6,66.2,0,106,0.600,116,20229,305,2585,223,81.1,0,20718,119141,268,0,3039,1463,1422,0,210,29.0,0,29.0,74.4,379,20.5,260,2512,3.57,0,25.5,39.2,42.2,0,236,0.600,27.7,9053,440,1280,225
2023-03-20 21:12:00,0,80.4,12998,47085,269,0,15406,4697,4532,0,1949,122,0,124,296,306,31.5,467,68438,3.82,0,31.8,65.3,65.4,0,105,0.600,120,26941,307,2584,222,80.4,0,27404,132487,268,0,3679,1498,1428,0,222,29.0,0,29.0,78.4,378,20.5,260,2518,3.96,0,25.7,39.9,41,0,230,0.600,29.0,9586,436,1279,218
2023-03-20 21:14:00,0,83.3,13949,47315,269,0,10749,4699,4307,0,1737,122,0,124,71.9,307,32.1,468,68207,3.43,0,31.8,65.8,65.8,0,105,0,121,17420,306,2587,222,83.3,0,17888,116563,269,0,3038,1501,1415,0,209,29.0,0,29.0,69.5,377,21.6,261,2493,3.57,0,25.7,40.3,41.5,0,230,0,29.0,10535,438,1282,216
2023-03-20 21:16:00,0,89.5,16111,50402,269,0,15345,4319,4525,0,1951,117,0,118,297,308,32.1,468,68392,3.43,0,31.6,66.3,65.0,0,104,38.0,115,29860,505,2587,221,89.5,0,30525,135703,269,0,3680,1445,1436,0,225,27.7,0,27.7,78.8,376,21.6,261,2499,3.57,0,25.5,40.7,40.7,0,231,35.0,27.7,12556,586,1282,216
2023-03-20 21:18:00,0,83.3,15640,49934,270,0,15479,4694,4522,0,1948,117,0,118,288,305,30.7,470,68341,3.43,0,31.6,65.7,65.4,0,184,37.6,126,18123,504,2583,224,83.3,0,18846,124229,270,0.389,3694,1498,1434,0,219,27.7,0,27.7,73.9,379,19.7,262,2494,3.57,0,25.5,40.6,40.6,0,263,34.7,30.3,12051,587,1277,223
2023-03-20 21:20:00,0,82.9,13469,46752,269,0,10674,4335,4319,0,1739,122,0,124,591,304,31.5,470,68214,3.43,0,31.6,65.8,65.5,0,106,0,121,20225,303,2587,222,82.9,0,20699,119404,269,0.389,3001,1454,1430,0,214,29.0,0,29.0,94.1,379,20.5,262,2506,3.57,0,25.5,40.6,40.6,0,237,0,29.4,10056,442,1284,217
