"Time","Read","Write"
2023-03-15 10:00:00,0,780015
2023-03-15 10:02:00,0,2185944
2023-03-15 10:04:00,0,847007
2023-03-15 10:06:00,0,1059821
2023-03-15 10:08:00,0,1268349
2023-03-15 10:10:00,0,747793
2023-03-15 10:12:00,0,1070603
2023-03-15 10:14:00,0,873947
2023-03-15 10:16:00,0,968335
2023-03-15 10:18:00,0,1185109
2023-03-15 10:20:00,0,751434
2023-03-15 10:22:00,0,1078886
2023-03-15 10:24:00,0,887831
2023-03-15 10:26:00,0,975849
2023-03-15 10:28:00,0,1090810
2023-03-15 10:30:00,455,756001
2023-03-15 10:32:00,0,1136003
2023-03-15 10:34:00,0,958236
2023-03-15 10:36:00,0,981265
2023-03-15 10:38:00,45.5,1105920
2023-03-15 10:40:00,0,744516
2023-03-15 10:42:00,0,1097910
2023-03-15 10:44:00,0,898344
2023-03-15 10:46:00,0,956917
2023-03-15 10:48:00,0,1121824
2023-03-15 10:50:00,0,773370
2023-03-15 10:52:00,0,1056176
2023-03-15 10:54:00,0,869171
2023-03-15 10:56:00,0,988319
2023-03-15 10:58:00,0,1097956
2023-03-15 11:00:00,0,743743
2023-03-15 11:02:00,0,1468780
2023-03-15 11:04:00,592,1247596
2023-03-15 11:06:00,592,983541
2023-03-15 11:08:00,0,1118117
2023-03-15 11:10:00,91.0,753436
2023-03-15 11:12:00,91.0,1069739
2023-03-15 11:14:00,0,870554
2023-03-15 11:16:00,0,968567
2023-03-15 11:18:00,0,1105920
2023-03-15 11:20:00,0,770594
2023-03-15 11:22:00,0,1094224
2023-03-15 11:24:00,0,872994
2023-03-15 11:26:00,0,962332
2023-03-15 11:28:00,0,1122441
2023-03-15 11:30:00,0,742707
2023-03-15 11:32:00,0,1132180
2023-03-15 11:34:00,0,955278
2023-03-15 11:36:00,0,938581
2023-03-15 11:38:00,91.0,1066875
2023-03-15 11:40:00,0,765178
2023-03-15 11:42:00,0,1148609
2023-03-15 11:44:00,0,883644
2023-03-15 11:46:00,0,962378
2023-03-15 11:48:00,0,1099404
2023-03-15 11:50:00,0,742013
2023-03-15 11:52:00,0,1073698
2023-03-15 11:54:00,0,880185
2023-03-15 11:56:00,0,971162
2023-03-15 11:58:00,0,1085941
2023-03-15 12:00:00,0,745244
2023-03-15 12:02:00,0,4255562
2023-03-15 12:04:00,0,918472
2023-03-15 12:06:00,45.5,965837
2023-03-15 12:08:00,0,1098001
2023-03-15 12:10:00,0,754802
2023-03-15 12:12:00,0,1098729
2023-03-15 12:14:00,0,884281
2023-03-15 12:16:00,0,981083
2023-03-15 12:18:00,728,1103553
2023-03-15 12:20:00,728,767121
2023-03-15 12:22:00,0,1116114
2023-03-15 12:24:00,0,884599
2023-03-15 12:26:00,91.0,974802
2023-03-15 12:28:00,91.0,1092949
2023-03-15 12:30:00,0,746974
2023-03-15 12:32:00,0,1127629
2023-03-15 12:34:00,0,893975
2023-03-15 12:36:00,0,971799
2023-03-15 12:38:00,0,1100322
2023-03-15 12:40:00,0,743834
2023-03-15 12:42:00,0,1074290
2023-03-15 12:44:00,0,869262
2023-03-15 12:46:00,0,935617
2023-03-15 12:48:00,0,1089490
2023-03-15 12:50:00,0,740739
2023-03-15 12:52:00,0,1102594
2023-03-15 12:54:00,0,845870
2023-03-15 12:56:00,0,999879
2023-03-15 12:58:00,0,1122441
2023-03-15 13:00:00,0,787661
2023-03-15 13:02:00,0,1443658
2023-03-15 13:04:00,0,1211506
2023-03-15 13:06:00,0,931252
2023-03-15 13:08:00,7600,1115750
2023-03-15 13:10:00,9284,773825
2023-03-15 13:12:00,1684,1076838
2023-03-15 13:14:00,0,876362
2023-03-15 13:16:00,0,961377
2023-03-15 13:18:00,0,1129131
2023-03-15 13:20:00,0,754802
2023-03-15 13:22:00,0,1129176
2023-03-15 13:24:00,0,856747
2023-03-15 13:26:00,0,991824
2023-03-15 13:28:00,0,1089946
2023-03-15 13:30:00,0,736961
2023-03-15 13:32:00,1456,1095043
2023-03-15 13:34:00,1638,915137
2023-03-15 13:36:00,182,989412
2023-03-15 13:38:00,0,1101824
2023-03-15 13:40:00,2321,757214
2023-03-15 13:42:00,0,1158576
2023-03-15 13:44:00,0,870263
2023-03-15 13:46:00,0,975121
2023-03-15 13:48:00,0,1102825
2023-03-15 13:50:00,6144,751753
2023-03-15 13:52:00,0,1095179
2023-03-15 13:54:00,0,878546
2023-03-15 13:56:00,0,958373
2023-03-15 13:58:00,0,1121576
2023-03-15 14:00:00,0,743287
2023-03-15 14:02:00,0,2269002
2023-03-15 14:04:00,87973,940897
2023-03-15 14:06:00,0,1002018
2023-03-15 14:08:00,0,1300434
2023-03-15 14:10:00,1228,755671
2023-03-15 14:12:00,1229,1095452
2023-03-15 14:14:00,0,843867
