"Time","Read (192.168.0.211:9796)","Read (192.168.0.221:9796)","Read (192.168.0.222:9796)","Write (192.168.0.211:9796)","Write (192.168.0.221:9796)","Write (192.168.0.222:9796)"
2023-03-15 10:00:00,0,0,0,570618,93025,116372
2023-03-15 10:02:00,0,0,0,707334,892291,586320
2023-03-15 10:04:00,0,0,0,592691,91113,163203
2023-03-15 10:06:00,0,0,0,628144,224324,207353
2023-03-15 10:08:00,0,0,0,777876,227009,263464
2023-03-15 10:10:00,0,0,0,559650,87427,100716
2023-03-15 10:12:00,0,0,0,660594,183182,226827
2023-03-15 10:14:00,0,0,0,607027,92661,174259
2023-03-15 10:16:00,0,0,0,654354,183637,130344
2023-03-15 10:18:00,0,0,0,731637,188462,265011
2023-03-15 10:20:00,0,0,0,565794,97712,87927
2023-03-15 10:22:00,0,0,0,677251,183410,218226
2023-03-15 10:24:00,0,0,0,619543,95027,173261
2023-03-15 10:26:00,0,0,0,658910,184821,132119
2023-03-15 10:28:00,0,0,0,674884,185594,230332
2023-03-15 10:30:00,0,455,0,556981,103720,95300
2023-03-15 10:32:00,0,0,0,685488,181908,268607
2023-03-15 10:34:00,0,0,0,638566,98350,221321
2023-03-15 10:36:00,0,0,0,666556,180816,133894
2023-03-15 10:38:00,0,0,45.5,698459,181862,225599
2023-03-15 10:40:00,0,0,0,566841,87154,90522
2023-03-15 10:42:00,0,0,0,699597,176128,222185
2023-03-15 10:44:00,0,0,0,623730,96529,178085
2023-03-15 10:46:00,0,0,0,647122,169165,140629
2023-03-15 10:48:00,0,0,0,724421,182272,215131
2023-03-15 10:50:00,0,0,0,594876,87472,91022
2023-03-15 10:52:00,0,0,0,658273,177903,220001
2023-03-15 10:54:00,0,0,0,603523,103629,162020
2023-03-15 10:56:00,0,0,0,670834,186778,130708
2023-03-15 10:58:00,0,0,0,684715,190327,222913
2023-03-15 11:00:00,0,0,0,550684,96711,96347
2023-03-15 11:02:00,0,0,0,691450,465351,311979
2023-03-15 11:04:00,0,592,0,606254,377833,263509
2023-03-15 11:06:00,0,592,0,667511,183455,132574
2023-03-15 11:08:00,0,0,0,710747,180087,227282
2023-03-15 11:10:00,0,0,91.0,570482,86062,96893
2023-03-15 11:12:00,0,0,91.0,673473,183091,213174
2023-03-15 11:14:00,0,0,0,605861,89020,175673
2023-03-15 11:16:00,0,0,0,648397,174262,145909
2023-03-15 11:18:00,0,0,0,702327,175582,228011
2023-03-15 11:20:00,0,0,0,570209,93798,106587
2023-03-15 11:22:00,0,0,0,675066,190919,228238
2023-03-15 11:24:00,0,0,0,607255,90567,175172
2023-03-15 11:26:00,0,0,0,661049,176947,124336
2023-03-15 11:28:00,0,0,0,714752,182363,225326
2023-03-15 11:30:00,0,0,0,551822,91763,99122
2023-03-15 11:32:00,0,0,0,688856,181544,261780
2023-03-15 11:34:00,0,0,0,636882,88292,230104
2023-03-15 11:36:00,0,0,0,630056,168892,139634
2023-03-15 11:38:00,0,0,91.0,662460,184183,220232
2023-03-15 11:40:00,0,0,0,567751,93525,103902
2023-03-15 11:42:00,0,0,0,711839,175627,261143
2023-03-15 11:44:00,0,0,0,580767,89202,213675
2023-03-15 11:46:00,0,0,0,654586,174763,133029
2023-03-15 11:48:00,0,0,0,698587,184730,216087
2023-03-15 11:50:00,0,0,0,557102,88883,96028
2023-03-15 11:52:00,0,0,0,681984,179860,211854
2023-03-15 11:54:00,0,0,0,607027,96302,176856
2023-03-15 11:56:00,0,0,0,651674,182864,136624
2023-03-15 11:58:00,0,0,0,694591,174080,217270
2023-03-15 12:00:00,0,0,0,559058,92706,93480
2023-03-15 12:02:00,0,0,0,688082,2048364,1519115
2023-03-15 12:04:00,0,0,0,596605,91444,230423
2023-03-15 12:06:00,0,0,45.5,644210,174217,147410
2023-03-15 12:08:00,0,0,0,688674,175491,233836
2023-03-15 12:10:00,0,0,0,570755,87563,96484
2023-03-15 12:12:00,0,0,0,710519,177084,211126
2023-03-15 12:14:00,0,0,0,618268,94254,171759
2023-03-15 12:16:00,0,0,0,662323,178540,140220
2023-03-15 12:18:00,728,0,0,694545,177994,231014
2023-03-15 12:20:00,728,0,0,564506,96119,106496
2023-03-15 12:22:00,0,0,0,719349,186004,210762
2023-03-15 12:24:00,0,0,0,604752,103674,176174
2023-03-15 12:26:00,0,0,91.0,658773,180178,135851
2023-03-15 12:28:00,0,0,91.0,690859,184320,217771
2023-03-15 12:30:00,0,0,0,576444,84241,86289
2023-03-15 12:32:00,0,0,0,686854,175036,265739
2023-03-15 12:34:00,0,0,0,578173,91887,223915
2023-03-15 12:36:00,0,0,0,658136,177948,135714
2023-03-15 12:38:00,0,0,0,702874,176583,220865
2023-03-15 12:40:00,0,0,0,562335,89839,91659
2023-03-15 12:42:00,0,0,0,680528,186732,207030
2023-03-15 12:44:00,0,0,0,607073,91932,170257
2023-03-15 12:46:00,0,0,0,633924,172032,129661
2023-03-15 12:48:00,0,0,0,691951,174126,223414
2023-03-15 12:50:00,0,0,0,560879,86608,93252
2023-03-15 12:52:00,0,0,0,700234,182955,219405
2023-03-15 12:54:00,0,0,0,579174,92388,174308
2023-03-15 12:56:00,0,0,0,689220,179223,131436
2023-03-15 12:58:00,0,0,0,700370,193559,228511
2023-03-15 13:00:00,0,0,0,584590,100033,103037
2023-03-15 13:02:00,0,0,0,669241,461301,313116
2023-03-15 13:04:00,0,0,0,576489,368640,266377
2023-03-15 13:06:00,0,0,0,635426,167530,128296
2023-03-15 13:08:00,0,7600,0,699733,196745,219273
2023-03-15 13:10:00,0,7600,1684,569663,110410,93753
2023-03-15 13:12:00,0,0,1684,681119,180270,215450
2023-03-15 13:14:00,0,0,0,606936,98987,170439
2023-03-15 13:16:00,0,0,0,652902,179405,129070
2023-03-15 13:18:00,0,0,0,712476,187779,228875
2023-03-15 13:20:00,0,0,0,570664,91523,92615
2023-03-15 13:22:00,0,0,0,725766,183137,220274
2023-03-15 13:24:00,0,0,0,577035,97758,181953
2023-03-15 13:26:00,0,0,0,683986,172624,135214
2023-03-15 13:28:00,0,0,0,695137,174763,220046
2023-03-15 13:30:00,0,0,0,561562,83831,91568
2023-03-15 13:32:00,0,1456,0,667785,171577,255681
2023-03-15 13:34:00,0,1456,182,602704,88292,224142
2023-03-15 13:36:00,0,0,182,679982,173625,135805
2023-03-15 13:38:00,0,0,0,688174,180770,232880
2023-03-15 13:40:00,0,2321,0,554416,96848,105950
