"Time","Receive Errors (192.168.0.211:9796)","Receive Errors (192.168.0.221:9796)","Receive Errors (192.168.0.222:9796)","Receive Total (192.168.0.211:9796)","Receive Total (192.168.0.221:9796)","Receive Total (192.168.0.222:9796)","Transmit Errors (192.168.0.211:9796)","Transmit Errors (192.168.0.221:9796)","Transmit Errors (192.168.0.222:9796)","Receive Dropped (192.168.0.211:9796)","Receive Dropped (192.168.0.221:9796)","Receive Dropped (192.168.0.222:9796)","Transmit Dropped (192.168.0.211:9796)","Transmit Dropped (192.168.0.221:9796)","Transmit Dropped (192.168.0.222:9796)","Transmit Total (192.168.0.211:9796)","Transmit Total (192.168.0.221:9796)","Transmit Total (192.168.0.222:9796)"
2023-03-15 10:00:00,0,0,0,204,120,252,0,0,0,0,0,0,0,0,0,247,123,215
2023-03-15 10:02:00,0,0,0,294,199,280,0,0,0,0,0,0,0,0,0,360,208,235
2023-03-15 10:04:00,0,0,0,272,124,282,0,0,0,0,0,0,0,0,0,329,129,241
2023-03-15 10:06:00,0,0,0,229,176,373,0,0,0,0,0,0,0,0,0,278,170,317
2023-03-15 10:08:00,0,0,0,289,175,443,0,0,0,0,0,0,0,0,0,373,164,370
2023-03-15 10:10:00,0,0,0,212,123,281,0,0,0,0,0,0,0,0,0,251,126,241
2023-03-15 10:12:00,0,0,0,290,198,258,0,0,0,0,0,0,0,0,0,343,206,226
2023-03-15 10:14:00,0,0,0,290,176,270,0,0,0,0,0,0,0,0,0,340,180,232
2023-03-15 10:16:00,0,0,0,214,124,247,0,0,0,0,0,0,0,0,0,255,133,218
2023-03-15 10:18:00,0,0,0,213,124,256,0,0,0,0,0,0,0,0,0,261,129,223
2023-03-15 10:20:00,0,0,0,206,123,256,0,0,0,0,0,0,0,0,0,250,127,219
2023-03-15 10:22:00,0,0,0,251,201,255,0,0,0,0,0,0,0,0,0,306,211,220
2023-03-15 10:24:00,0,0,0,291,196,289,0,0,0,0,0,0,0,0,0,357,199,240
2023-03-15 10:26:00,0,0,0,213,126,247,0,0,0,0,0,0,0,0,0,254,137,217
2023-03-15 10:28:00,0,0,0,220,125,259,0,0,0,0,0,0,0,0,0,261,129,226
2023-03-15 10:30:00,0,0,0,214,126,259,0,0,0,0,0,0,0,0,0,253,133,223
2023-03-15 10:32:00,0,0,0,213,159,260,0,0,0,0,0,0,0,0,0,263,163,222
2023-03-15 10:34:00,0,0,0,283,195,261,0,0,0,0,0,0,0,0,0,336,197,223
2023-03-15 10:36:00,0,0,0,210,125,247,0,0,0,0,0,0,0,0,0,254,135,216
2023-03-15 10:38:00,0,0,0,220,125,268,0,0,0,0,0,0,0,0,0,265,129,230
2023-03-15 10:40:00,0,0,0,204,123,242,0,0,0,0,0,0,0,0,0,247,131,211
2023-03-15 10:42:00,0,0,0,210,121,251,0,0,0,0,0,0,0,0,0,254,126,217
2023-03-15 10:44:00,0,0,0,285,195,262,0,0,0,0,0,0,0,0,0,338,198,224
2023-03-15 10:46:00,0,0,0,231,130,251,0,0,0,0,0,0,0,0,0,271,140,221
2023-03-15 10:48:00,0,0,0,220,127,268,0,0,0,0,0,0,0,0,0,262,131,229
2023-03-15 10:50:00,0,0,0,219,128,272,0,0,0,0,0,0,0,0,0,271,138,230
