"Time","Transmit Total","Receive Total"
2023-03-13 12:00:00,593793,464911
2023-03-13 12:02:00,617899,496849
2023-03-13 12:04:00,663032,544701
2023-03-13 12:06:00,572215,474709
2023-03-13 12:08:00,591493,464015
2023-03-13 12:10:00,546049,437354
2023-03-13 12:12:00,565800,462569
2023-03-13 12:14:00,670477,551131
2023-03-13 12:16:00,620347,500552
2023-03-13 12:18:00,609782,479087
2023-03-13 12:20:00,557226,448535
2023-03-13 12:22:00,574952,469187
2023-03-13 12:24:00,681190,558351
2023-03-13 12:26:00,649083,535602
2023-03-13 12:28:00,631367,484308
2023-03-13 12:30:00,589400,463293
2023-03-13 12:32:00,575882,463859
2023-03-13 12:34:00,659180,548198
2023-03-13 12:36:00,660043,560804
2023-03-13 12:38:00,587377,461798
2023-03-13 12:40:00,550281,453701
2023-03-13 12:42:00,571958,449690
2023-03-13 12:44:00,607146,510085
2023-03-13 12:46:00,666063,566759
2023-03-13 12:48:00,586357,464857
2023-03-13 12:50:00,557969,463172
2023-03-13 12:52:00,580345,454148
2023-03-13 12:54:00,607026,479445
2023-03-13 12:56:00,661559,561700
2023-03-13 12:58:00,576888,459012
2023-03-13 13:00:00,556194,456597
2023-03-13 13:02:00,570856,449762
2023-03-13 13:04:00,558729,448128
2023-03-13 13:06:00,685568,569919
2023-03-13 13:08:00,590057,471694
2023-03-13 13:10:00,555499,455201
2023-03-13 13:12:00,563005,443685
2023-03-13 13:14:00,567978,467856
2023-03-13 13:16:00,701197,571113
2023-03-13 13:18:00,638225,508995
2023-03-13 13:20:00,614783,488190
2023-03-13 13:22:00,576560,451744
2023-03-13 13:24:00,564391,463369
2023-03-13 13:26:00,680029,559786
2023-03-13 13:28:00,663370,548762
2023-03-13 13:30:00,562373,466245
2023-03-13 13:32:00,561497,448647
2023-03-13 13:34:00,561522,461132
2023-03-13 13:36:00,649230,534579
2023-03-13 13:38:00,682208,567654
2023-03-13 13:40:00,566594,445419
2023-03-13 13:42:00,553493,438915
2023-03-13 13:44:00,556357,453966
2023-03-13 13:46:00,585417,476160
2023-03-13 13:48:00,668963,566492
2023-03-13 13:50:00,625843,481486
2023-03-13 13:52:00,558015,446612
2023-03-13 13:54:00,566142,465140
2023-03-13 13:56:00,586613,462448
2023-03-13 13:58:00,664380,564700
2023-03-13 14:00:00,568897,447258
2023-03-13 14:02:00,552288,438808
2023-03-13 14:04:00,554480,456655
2023-03-13 14:06:00,632179,514494
2023-03-13 14:08:00,875055,772818
2023-03-13 14:10:00,705798,570482
2023-03-13 14:12:00,596076,461828
2023-03-13 14:14:00,626148,473531
2023-03-13 14:16:00,587880,464469
2023-03-13 14:18:00,670586,575932
2023-03-13 14:20:00,665163,536563
2023-03-13 14:22:00,563214,461358
2023-03-13 14:24:00,569652,449258
2023-03-13 14:26:00,563175,449673
2023-03-13 14:28:00,644175,547922
2023-03-13 14:30:00,677226,553975
2023-03-13 14:32:00,556935,456217
2023-03-13 14:34:00,559063,439129
2023-03-13 14:36:00,561351,445985
2023-03-13 14:38:00,660501,542302
2023-03-13 14:40:00,655373,544988
2023-03-13 14:42:00,560545,459862
2023-03-13 14:44:00,565421,446593
2023-03-13 14:46:00,575686,468525
2023-03-13 14:48:00,568795,451226
2023-03-13 14:50:00,650545,541790
2023-03-13 14:52:00,566702,462125
2023-03-13 14:54:00,554959,438163
2023-03-13 14:56:00,599776,487622
2023-03-13 14:58:00,600347,469052
2023-03-13 15:00:00,650206,541067
2023-03-13 15:02:00,616365,503545
2023-03-13 15:04:00,568272,449695
2023-03-13 15:06:00,622797,496445
2023-03-13 15:08:00,629556,483269
2023-03-13 15:10:00,650345,539898
2023-03-13 15:12:00,655426,542393
2023-03-13 15:14:00,546159,435118
2023-03-13 15:16:00,575847,469467
2023-03-13 15:18:00,575264,454232
2023-03-13 15:20:00,630134,524267
2023-03-13 15:22:00,734553,589893
2023-03-13 15:24:00,544764,435529
2023-03-13 15:26:00,563050,465425
2023-03-13 15:28:00,572030,450935
2023-03-13 15:30:00,574796,488609
2023-03-13 15:32:00,687195,560341
2023-03-13 15:34:00,547806,438887
2023-03-13 15:36:00,594806,484671
2023-03-13 15:38:00,617742,480287
2023-03-13 15:40:00,552632,449991
2023-03-13 15:42:00,679940,551141
2023-03-13 15:44:00,546455,438761
2023-03-13 15:46:00,562997,460409
2023-03-13 15:48:00,574064,458090
2023-03-13 15:50:00,596276,477825
2023-03-13 15:52:00,682869,556196
2023-03-13 15:54:00,600276,477365
2023-03-13 15:56:00,574598,458351
2023-03-13 15:58:00,564126,450483
2023-03-13 16:00:00,541350,444858
2023-03-13 16:02:00,674345,549003
2023-03-13 16:04:00,648404,541558
2023-03-13 16:06:00,571193,448686
2023-03-13 16:08:00,572299,454837
2023-03-13 16:10:00,550454,449210
2023-03-13 16:12:00,649436,531038
2023-03-13 16:14:00,659476,557043
2023-03-13 16:16:00,574511,452364
2023-03-13 16:18:00,617180,478221
2023-03-13 16:20:00,594499,473730
2023-03-13 16:22:00,581070,469857
2023-03-13 16:24:00,656528,553866
2023-03-13 16:26:00,573370,456543
2023-03-13 16:28:00,571296,458512
2023-03-13 16:30:00,569034,462673
2023-03-13 16:32:00,563519,447291
2023-03-13 16:34:00,687543,575120
2023-03-13 16:36:00,583852,461436
2023-03-13 16:38:00,583164,473745
2023-03-13 16:40:00,552614,435105
2023-03-13 16:42:00,604341,468974
2023-03-13 16:44:00,663827,559724
2023-03-13 16:46:00,642212,509479
2023-03-13 16:48:00,575744,475601
