"Time","Total"
2023-03-13 12:00:00,0.0575
2023-03-13 12:02:00,0.0576
2023-03-13 12:04:00,0.0600
2023-03-13 12:06:00,0.0618
2023-03-13 12:08:00,0.0370
2023-03-13 12:10:00,0.0590
2023-03-13 12:12:00,0.0556
2023-03-13 12:14:00,0.0600
2023-03-13 12:16:00,0.0612
2023-03-13 12:18:00,0.0482
2023-03-13 12:20:00,0.0559
2023-03-13 12:22:00,0.0485
2023-03-13 12:24:00,0.0630
2023-03-13 12:26:00,0.0637
2023-03-13 12:28:00,0.0549
2023-03-13 12:30:00,0.0605
2023-03-13 12:32:00,0.0384
2023-03-13 12:34:00,0.0592
2023-03-13 12:36:00,0.0613
2023-03-13 12:38:00,0.0589
2023-03-13 12:40:00,0.0590
2023-03-13 12:42:00,0.0412
2023-03-13 12:44:00,0.0565
2023-03-13 12:46:00,0.0550
2023-03-13 12:48:00,0.0616
2023-03-13 12:50:00,0.0594
2023-03-13 12:52:00,0.0490
2023-03-13 12:54:00,0.0574
2023-03-13 12:56:00,0.0459
2023-03-13 12:58:00,0.0599
2023-03-13 13:00:00,0.0599
2023-03-13 13:02:00,0.0574
2023-03-13 13:04:00,0.0599
2023-03-13 13:06:00,0.0413
2023-03-13 13:08:00,0.0561
2023-03-13 13:10:00,0.0575
2023-03-13 13:12:00,0.0601
2023-03-13 13:14:00,0.0596
2023-03-13 13:16:00,0.0491
2023-03-13 13:18:00,0.0572
2023-03-13 13:20:00,0.0540
2023-03-13 13:22:00,0.0594
2023-03-13 13:24:00,0.0604
2023-03-13 13:26:00,0.0561
2023-03-13 13:28:00,0.0559
2023-03-13 13:30:00,0.0416
2023-03-13 13:32:00,0.0580
2023-03-13 13:34:00,0.0598
2023-03-13 13:36:00,0.0621
2023-03-13 13:38:00,0.0589
2023-03-13 13:40:00,0.0374
2023-03-13 13:42:00,0.0591
2023-03-13 13:44:00,0.0552
2023-03-13 13:46:00,0.0624
2023-03-13 13:48:00,0.0614
2023-03-13 13:50:00,0.0447
2023-03-13 13:52:00,0.0570
2023-03-13 13:54:00,0.0508
2023-03-13 13:56:00,0.0617
2023-03-13 13:58:00,0.0600
2023-03-13 14:00:00,0.0505
2023-03-13 14:02:00,0.0560
2023-03-13 14:04:00,0.0465
2023-03-13 14:06:00,0.0624
2023-03-13 14:08:00,0.0631
2023-03-13 14:10:00,0.0589
2023-03-13 14:12:00,0.0609
2023-03-13 14:14:00,0.0411
2023-03-13 14:16:00,0.0594
2023-03-13 14:18:00,0.0564
2023-03-13 14:20:00,0.0595
2023-03-13 14:22:00,0.0601
2023-03-13 14:24:00,0.0485
2023-03-13 14:26:00,0.0583
2023-03-13 14:28:00,0.0469
2023-03-13 14:30:00,0.0817
2023-03-13 14:32:00,0.0795
2023-03-13 14:34:00,0.0766
2023-03-13 14:36:00,0.0797
2023-03-13 14:38:00,0.0648
2023-03-13 14:40:00,0.0785
2023-03-13 14:42:00,0.0807
2023-03-13 14:44:00,0.0815
2023-03-13 14:46:00,0.0822
2023-03-13 14:48:00,0.0699
2023-03-13 14:50:00,0.0781
2023-03-13 14:52:00,0.0775
2023-03-13 14:54:00,0.0845
2023-03-13 14:56:00,0.0829
2023-03-13 14:58:00,0.0719
2023-03-13 15:00:00,0.0824
2023-03-13 15:02:00,0.0749
2023-03-13 15:04:00,0.0824
2023-03-13 15:06:00,0.0861
2023-03-13 15:08:00,0.0755
2023-03-13 15:10:00,0.0830
2023-03-13 15:12:00,0.0683
2023-03-13 15:14:00,0.0833
2023-03-13 15:16:00,0.0844
2023-03-13 15:18:00,0.0827
2023-03-13 15:20:00,0.0857
2023-03-13 15:22:00,0.0644
2023-03-13 15:24:00,0.0800
2023-03-13 15:26:00,0.0845
2023-03-13 15:28:00,0.0832
2023-03-13 15:30:00,0.0836
2023-03-13 15:32:00,0.0690
2023-03-13 15:34:00,0.0775
2023-03-13 15:36:00,0.0776
2023-03-13 15:38:00,0.0840
2023-03-13 15:40:00,0.0809
2023-03-13 15:42:00,0.0781
2023-03-13 15:44:00,0.0756
2023-03-13 15:46:00,0.0714
2023-03-13 15:48:00,0.0804
2023-03-13 15:50:00,0.0799
2023-03-13 15:52:00,0.0845
2023-03-13 15:54:00,0.0821
2023-03-13 15:56:00,0.0624
2023-03-13 15:58:00,0.0785
2023-03-13 16:00:00,0.0800
2023-03-13 16:02:00,0.0885
2023-03-13 16:04:00,0.0813
2023-03-13 16:06:00,0.0706
2023-03-13 16:08:00,0.0776
2023-03-13 16:10:00,0.0748
2023-03-13 16:12:00,0.0889
2023-03-13 16:14:00,0.0820
2023-03-13 16:16:00,0.0794
2023-03-13 16:18:00,0.0787
2023-03-13 16:20:00,0.0674
2023-03-13 16:22:00,0.0826
2023-03-13 16:24:00,0.0822
2023-03-13 16:26:00,0.0810
2023-03-13 16:28:00,0.0817
2023-03-13 16:30:00,0.0647
2023-03-13 16:32:00,0.0805
2023-03-13 16:34:00,0.0802
2023-03-13 16:36:00,0.0853
2023-03-13 16:38:00,0.0823
2023-03-13 16:40:00,0.0719
2023-03-13 16:42:00,0.0792
2023-03-13 16:44:00,0.0797
2023-03-13 16:46:00,0.0847
2023-03-13 16:48:00,0.0828
2023-03-13 16:50:00,0.0744
2023-03-13 16:52:00,0.0783
2023-03-13 16:54:00,0.0707
2023-03-13 16:56:00,0.0698
2023-03-13 16:58:00,0.0793
2023-03-13 17:00:00,0.0773
2023-03-13 17:02:00,0.0809
2023-03-13 17:04:00,0.0649
2023-03-13 17:06:00,0.0804
2023-03-13 17:08:00,0.0817
2023-03-13 17:10:00,0.0821
2023-03-13 17:12:00,0.0844
2023-03-13 17:14:00,0.0693
