"Time","Read","Write"
2023-03-13 12:00:00,0,720213
2023-03-13 12:02:00,0,4089810
2023-03-13 12:04:00,45.5,764223
2023-03-13 12:06:00,45.5,1002792
2023-03-13 12:08:00,0,1074472
2023-03-13 12:10:00,0,705195
2023-03-13 12:12:00,0,1030190
2023-03-13 12:14:00,0,781517
2023-03-13 12:16:00,0,993872
2023-03-13 12:18:00,0,1122350
2023-03-13 12:20:00,0,710747
2023-03-13 12:22:00,0,1065961
2023-03-13 12:24:00,0,783565
2023-03-13 12:26:00,0,993872
2023-03-13 12:28:00,0,1058361
2023-03-13 12:30:00,23848,792075
2023-03-13 12:32:00,23848,1167861
2023-03-13 12:34:00,0,827483
2023-03-13 12:36:00,0,1006114
2023-03-13 12:38:00,0,1053992
2023-03-13 12:40:00,0,694879
2023-03-13 12:42:00,0,1064036
2023-03-13 12:44:00,0,778012
2023-03-13 12:46:00,0,971298
2023-03-13 12:48:00,0,1044252
2023-03-13 12:50:00,0,731409
2023-03-13 12:52:00,1092,1040521
2023-03-13 12:54:00,1820,788617
2023-03-13 12:56:00,546,1001199
2023-03-13 12:58:00,0,1051216
2023-03-13 13:00:00,0,713933
2023-03-13 13:02:00,0,1425818
2023-03-13 13:04:00,0,1148928
2023-03-13 13:06:00,0,985771
2023-03-13 13:08:00,0,1079023
2023-03-13 13:10:00,0,731227
2023-03-13 13:12:00,0,1075291
2023-03-13 13:14:00,0,780425
2023-03-13 13:16:00,0,1008526
2023-03-13 13:18:00,0,1064050
2023-03-13 13:20:00,0,704375
2023-03-13 13:22:00,0,1038609
2023-03-13 13:24:00,0,771095
2023-03-13 13:26:00,0,997194
2023-03-13 13:28:00,0,1062548
2023-03-13 13:30:00,0,718484
2023-03-13 13:32:00,0,1119801
2023-03-13 13:34:00,0,830532
2023-03-13 13:36:00,0,976623
2023-03-13 13:38:00,2822,1086578
2023-03-13 13:40:00,6235,737945
2023-03-13 13:42:00,91.0,1140417
2023-03-13 13:44:00,0,825253
2023-03-13 13:46:00,0,977260
2023-03-13 13:48:00,2231,1105618
2023-03-13 13:50:00,12151,729680
2023-03-13 13:52:00,0,1069511
2023-03-13 13:54:00,0,820429
2023-03-13 13:56:00,0,980537
2023-03-13 13:58:00,0,1032283
2023-03-13 14:00:00,0,713250
2023-03-13 14:02:00,0,2146805
2023-03-13 14:04:00,0,747657
2023-03-13 14:06:00,45.5,1014170
2023-03-13 14:08:00,592,1293016
2023-03-13 14:10:00,546,723763
2023-03-13 14:12:00,0,1088717
2023-03-13 14:14:00,0,776329
2023-03-13 14:16:00,0,971981
2023-03-13 14:18:00,102354,1188159
2023-03-13 14:20:00,0,718164
2023-03-13 14:22:00,0,1083078
2023-03-13 14:24:00,0,767135
2023-03-13 14:26:00,0,972937
2023-03-13 14:28:00,0,1066234
2023-03-13 14:30:00,0,713796
2023-03-13 14:32:00,0,1088216
2023-03-13 14:34:00,0,820838
2023-03-13 14:36:00,0,1002837
2023-03-13 14:38:00,0,1069802
2023-03-13 14:40:00,0,709245
2023-03-13 14:42:00,0,1049350
2023-03-13 14:44:00,0,760718
2023-03-13 14:46:00,0,980036
2023-03-13 14:48:00,0,1052262
2023-03-13 14:50:00,0,715207
2023-03-13 14:52:00,0,1053036
2023-03-13 14:54:00,0,810689
2023-03-13 14:56:00,0,1005204
2023-03-13 14:58:00,0,1044981
2023-03-13 15:00:00,0,710656
2023-03-13 15:02:00,865,1411891
2023-03-13 15:04:00,0,1168092
2023-03-13 15:06:00,0,1145788
2023-03-13 15:08:00,0,1212780
2023-03-13 15:10:00,0,701008
2023-03-13 15:12:00,0,1073835
2023-03-13 15:14:00,0,807201
2023-03-13 15:16:00,865,975895
2023-03-13 15:18:00,0,1082891
2023-03-13 15:20:00,0,727086
2023-03-13 15:22:00,0,1077066
2023-03-13 15:24:00,0,779605
2023-03-13 15:26:00,501,968522
2023-03-13 15:28:00,0,1085895
2023-03-13 15:30:00,0,718985
2023-03-13 15:32:00,0,1124659
2023-03-13 15:34:00,0,833126
2023-03-13 15:36:00,0,988592
2023-03-13 15:38:00,0,1037653
2023-03-13 15:40:00,0,708699
2023-03-13 15:42:00,0,1125535
2023-03-13 15:44:00,0,840173
2023-03-13 15:46:00,12015,1012349
2023-03-13 15:48:00,0,1051261
2023-03-13 15:50:00,0,707789
2023-03-13 15:52:00,0,1046073
2023-03-13 15:54:00,0,787297
2023-03-13 15:56:00,0,1008572
2023-03-13 15:58:00,0,1068737
2023-03-13 16:00:00,0,696092
2023-03-13 16:02:00,0,2059483
2023-03-13 16:04:00,0,794715
2023-03-13 16:06:00,0,993599
2023-03-13 16:08:00,0,1055448
2023-03-13 16:10:00,0,710246
2023-03-13 16:12:00,0,1054219
2023-03-13 16:14:00,0,776966
2023-03-13 16:16:00,0,996966
2023-03-13 16:18:00,728,1125126
2023-03-13 16:20:00,45.5,703920
2023-03-13 16:22:00,0,1048150
2023-03-13 16:24:00,0,756349
2023-03-13 16:26:00,0,997558
2023-03-13 16:28:00,0,1078886
2023-03-13 16:30:00,0,685170
2023-03-13 16:32:00,0,1115341
2023-03-13 16:34:00,0,807504
2023-03-13 16:36:00,0,1005477
2023-03-13 16:38:00,45.5,1042212
2023-03-13 16:40:00,45.5,678143
2023-03-13 16:42:00,0,1041567
2023-03-13 16:44:00,0,786432
