"Time","to-endpoint","to-overlay","to-stack"
2023-03-11 08:30:00,49.1,11.2,28.0
2023-03-11 08:32:00,47.9,12.7,27.4
2023-03-11 08:34:00,49.2,11.8,27.7
2023-03-11 08:36:00,48.8,11.7,27.7
2023-03-11 08:38:00,51.0,13.1,28.0
2023-03-11 08:40:00,48.8,11.3,27.7
2023-03-11 08:42:00,55.2,16.7,27.3
2023-03-11 08:44:00,49.2,11.5,27.7
2023-03-11 08:46:00,48.3,10.8,27.4
2023-03-11 08:48:00,50.2,12.6,27.8
2023-03-11 08:50:00,50.1,12.2,28.2
2023-03-11 08:52:00,64.3,37.7,27.6
2023-03-11 08:54:00,48.4,11,27.5
2023-03-11 08:56:00,48.2,11.3,27.3
2023-03-11 08:58:00,50.3,12.8,27.8
2023-03-11 09:00:00,48.3,11.5,27.4
2023-03-11 09:02:00,72.3,57.3,27.5
2023-03-11 09:04:00,48.7,11.6,27.4
2023-03-11 09:06:00,47.9,10.7,27.2
2023-03-11 09:08:00,50.7,13.4,27.7
2023-03-11 09:10:00,48.4,11.1,27.5
2023-03-11 09:12:00,83.6,80.5,27.5
2023-03-11 09:14:00,49.3,11.5,27.7
2023-03-11 09:16:00,48.3,11.0,27.7
2023-03-11 09:18:00,51.3,13.1,28.1
2023-03-11 09:20:00,48.5,10.7,27.8
2023-03-11 09:22:00,92.3,99.7,27.5
2023-03-11 09:24:00,48.5,11.2,27.6
2023-03-11 09:26:00,48.4,11.4,27.2
2023-03-11 09:28:00,50.8,13.0,28.0
2023-03-11 09:30:00,48.6,10.9,27.5
2023-03-11 09:32:00,87.7,98.5,27.7
2023-03-11 09:34:00,48.8,11.7,27.4
2023-03-11 09:36:00,48.1,11.6,27.1
2023-03-11 09:38:00,50.3,12.8,27.7
2023-03-11 09:40:00,48.3,11.0,27.2
2023-03-11 09:42:00,82.5,87.8,27.2
2023-03-11 09:44:00,48.7,11.8,27.3
2023-03-11 09:46:00,47.3,11.0,27.2
2023-03-11 09:48:00,50.1,14.2,27.4
