"Time","10250/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP"
2023-03-11 13:16:00,2.88,1.54,,6.04,8.46,2.86,2.66,2.32,,5.06,1.92,1.66
2023-03-11 13:18:00,3.28,1.94,2.88,6.48,8.16,2.84,2.72,2.26,,5.04,1.82,
2023-03-11 13:20:00,3.20,1.68,,6.06,8.06,3,2.62,2.24,,5.04,1.86,1.64
2023-03-11 13:22:00,3.18,1.54,,6.22,7.62,3.06,2.72,2.28,,5.04,1.96,1.66
2023-03-11 13:24:00,3.08,1.64,,5.96,8.06,2.70,2.64,2.40,,5.10,1.92,1.66
2023-03-11 13:26:00,2.72,1.54,,6.08,8.02,2.86,2.74,2.02,,5.04,1.88,1.68
2023-03-11 13:28:00,3.10,2.18,3.36,6.32,8.08,3,2.60,2.16,,5.10,1.90,
2023-03-11 13:30:00,3.14,1.74,,6.12,8.32,2.96,2.74,2.20,,5.02,1.86,1.64
2023-03-11 13:32:00,3.26,1.54,,6.14,7.70,2.96,2.72,2.30,,4.98,1.90,1.62
2023-03-11 13:34:00,2.96,1.64,,5.84,7.96,2.94,2.72,2.18,,5.12,1.80,1.64
2023-03-11 13:36:00,3.14,1.54,,6.04,8.22,3.14,2.66,2.18,,4.98,1.94,1.68
2023-03-11 13:38:00,3.52,1.94,2.54,5.98,8.16,3.04,2.70,2.44,,5.04,2,
2023-03-11 13:40:00,3.32,1.68,,6.00,8.36,2.76,2.74,2.42,,5.12,1.98,1.64
2023-03-11 13:42:00,3.50,1.54,,6.02,8.34,2.84,2.76,2.40,,5.08,1.98,1.62
2023-03-11 13:44:00,3.34,1.64,,5.90,9.12,3.34,2.74,2.42,,5.16,1.98,1.66
2023-03-11 13:46:00,3.28,1.54,,5.94,9.26,3.36,2.72,2.38,,5.14,1.98,1.66
2023-03-11 13:48:00,3.46,1.94,2.86,6.24,9.08,3.18,2.80,2.44,,5.16,1.94,
2023-03-11 13:50:00,3.28,1.92,1.68,5.88,9.08,3.30,2.76,2.32,,5.14,1.94,
2023-03-11 13:52:00,3.48,1.54,,5.96,8.82,3.28,2.78,2.44,,5.16,1.98,1.66
2023-03-11 13:54:00,3.28,1.64,,5.96,9.16,3.22,2.80,2.38,,5.12,1.88,1.66
2023-03-11 13:56:00,3.28,1.54,,5.96,12.8,3.30,2.74,2.34,,5.14,1.84,1.66
2023-03-11 13:58:00,3.38,1.94,2.88,6.22,8.90,3.14,2.90,2.32,,5.12,1.92,
2023-03-11 14:00:00,3.22,1.68,,6.02,8.96,3.16,2.76,2.44,,5.08,1.86,1.66
2023-03-11 14:02:00,3.46,1.54,,5.90,8.98,3.28,2.76,2.42,,5.16,1.92,1.76
2023-03-11 14:04:00,3.32,1.64,,5.86,8.90,3.10,2.70,2.42,,5.16,1.92,1.66
2023-03-11 14:06:00,3.28,,2.20,5.88,14.3,3.16,2.80,2.38,7.34,5.14,1.96,
2023-03-11 14:08:00,3.44,1.94,2.80,6.26,8.94,3.10,2.70,2.40,,5.14,1.98,
2023-03-11 14:10:00,3.22,1.68,,6.12,8.98,2.98,2.80,2.44,,5.14,1.92,1.64
2023-03-11 14:12:00,3.38,1.54,,5.96,9,3.30,2.78,2.42,,5.10,1.92,1.66
2023-03-11 14:14:00,3.36,1.64,,6.06,8.70,3.04,2.78,2.28,,5.14,1.96,1.66
2023-03-11 14:16:00,3.36,,2.20,5.88,14.1,3.46,2.82,2.44,25.2,5.16,1.88,
2023-03-11 14:18:00,3.32,1.94,2.64,6.20,8.80,3.22,2.74,2.32,,5.12,1.90,
2023-03-11 14:20:00,3.34,1.70,,6.06,8.80,3.26,2.76,2.36,,5.10,1.90,1.66
2023-03-11 14:22:00,3.42,1.54,,5.88,8.50,3.26,2.78,2.32,,5.10,1.96,1.66
2023-03-11 14:24:00,3.24,1.64,,5.78,8.92,3.30,2.70,2.26,,5.12,1.96,1.66
2023-03-11 14:26:00,3.14,,1.80,5.90,13.7,3.30,2.74,2.22,43.0,5.16,1.96,
2023-03-11 14:28:00,3.28,2.20,3.36,6.04,8.72,3.24,2.74,2.26,,5.14,1.92,
2023-03-11 14:30:00,3.26,1.76,,6.28,8.28,3.10,2.66,2.34,,5.08,1.88,1.62
2023-03-11 14:32:00,3.16,1.54,,5.98,8.80,3.22,2.78,2.20,,5.08,1.92,1.64
2023-03-11 14:34:00,3.24,1.64,,5.98,8.68,3.04,2.80,2.40,,5.12,1.98,1.68
2023-03-11 14:36:00,3.16,,2.20,5.94,13.5,3.36,2.70,2.22,63.0,5.12,1.90,
2023-03-11 14:38:00,3.32,1.94,2.78,6.12,8.36,3.16,2.66,2.38,,5.08,1.96,
2023-03-11 14:40:00,3.18,1.68,,6.16,8.80,3.08,2.74,2.40,,5.10,1.88,1.66
2023-03-11 14:42:00,3.48,1.54,,6.36,8.62,3,2.74,2.34,,5.10,1.74,1.64
2023-03-11 14:44:00,3.10,1.64,,5.86,8.58,2.86,2.78,2.30,,5.14,1.90,1.68
2023-03-11 14:46:00,3.14,,2.20,5.98,13.6,3.30,2.74,2.16,79.4,5.12,1.82,
2023-03-11 14:48:00,3.32,1.94,2.66,6.16,8.68,3.02,2.66,2.20,,5.08,1.86,
2023-03-11 14:50:00,3.10,1.90,1.68,5.86,8.44,3.06,2.68,2.30,,5.16,1.98,
2023-03-11 14:52:00,3.28,1.54,,6.34,8.30,3.28,2.76,2.14,,5.10,1.94,1.66
2023-03-11 14:54:00,3.16,1.64,,6.10,8.48,3.02,2.80,2.32,,5.02,1.88,1.66
2023-03-11 14:56:00,3.22,,1.80,6.02,13.8,3.32,2.64,2.20,98.7,5.10,1.94,
2023-03-11 14:58:00,3.30,1.94,2.88,6.10,8.22,3.16,2.70,2.30,,5.02,1.98,
2023-03-11 15:00:00,3.20,1.68,,5.78,8.26,3,2.76,2.28,,5.12,1.94,1.62
2023-03-11 15:02:00,3.20,1.54,,6.16,7.82,3.06,2.62,2.24,,5.12,1.86,1.66
2023-03-11 15:04:00,3.18,1.64,,6,8.16,3.12,2.70,2.30,,5.10,1.92,1.66
2023-03-11 15:06:00,2.98,,2.20,6.10,13.7,3.38,2.74,2.24,99.2,5.10,1.80,
2023-03-11 15:08:00,3.14,1.94,2.78,6.34,8.50,3.14,2.72,2.32,,5.06,1.88,
2023-03-11 15:10:00,3.06,1.68,,6.10,8.54,3.10,2.72,2.20,,5,1.88,1.66
2023-03-11 15:12:00,3.24,1.54,,6.28,8.38,2.84,2.70,2.24,,5.12,1.84,1.66
2023-03-11 15:14:00,2.98,1.64,,6.20,7.72,2.84,2.76,2.06,,5.02,1.92,1.64
2023-03-11 15:16:00,2.90,,,5.92,9.66,3.50,2.68,2.18,97.5,5.04,1.86,1.62
2023-03-11 15:18:00,3.12,1.94,2.56,6.02,8.60,3.02,2.68,2.42,,5.04,1.90,
2023-03-11 15:20:00,2.94,1.68,,5.90,8.12,3.08,2.68,2.30,,5,1.94,1.64
2023-03-11 15:22:00,3.36,1.54,,6.20,8.14,2.92,2.80,2.24,,5.08,1.92,1.66
2023-03-11 15:24:00,3,1.64,,6.04,8.08,2.98,2.74,2.26,,4.98,1.86,1.64
2023-03-11 15:26:00,3,,,6.04,8.08,3.40,2.68,2.20,80.1,5.06,1.96,1.66
2023-03-11 15:28:00,3.04,2.20,3.34,6.14,8.16,2.92,2.74,2.34,,5.04,1.94,
2023-03-11 15:30:00,3.08,1.74,,6.28,7.98,2.78,2.68,2.14,,5,1.82,1.64
2023-03-11 15:32:00,3.30,1.54,,6.12,8.14,2.78,2.72,2.24,,5.04,2,1.66
2023-03-11 15:34:00,3.22,1.64,,6.30,8.12,2.80,2.78,2.38,,5,1.88,1.66
2023-03-11 15:36:00,2.98,,,6.06,7.92,3.36,2.80,2.12,64.4,5.10,1.80,1.66
2023-03-11 15:38:00,3.10,1.94,2.90,6.30,8.36,3.10,2.80,2.12,,4.98,1.90,
2023-03-11 15:40:00,3.18,1.68,,5.96,8.10,3.16,2.74,2.14,,5,1.84,1.66
2023-03-11 15:42:00,3.08,1.54,,6.40,8.04,2.76,2.78,2.28,,5.14,1.88,1.64
2023-03-11 15:44:00,2.98,1.64,,5.98,7.58,3.08,2.64,2.14,,5.08,1.96,1.64
2023-03-11 15:46:00,3.02,,,6.10,8.30,3.04,2.70,2.24,45.9,4.98,1.82,1.62
2023-03-11 15:48:00,2.96,1.94,2.56,6.28,7.80,2.92,2.72,2.16,,5.14,1.90,
2023-03-11 15:50:00,3.08,1.90,1.68,5.92,8.28,2.94,2.72,2.10,,4.96,1.86,
2023-03-11 15:52:00,3.12,1.54,,6.02,7.92,2.84,2.72,2.24,,5.04,1.82,1.66
2023-03-11 15:54:00,2.98,1.64,,5.98,7.88,2.80,2.74,2.20,,5.06,1.74,1.64
2023-03-11 15:56:00,3.24,,,6,8.10,2.92,2.64,2.10,27.5,5,1.90,1.66
2023-03-11 15:58:00,3.06,1.94,2.86,6.24,7.98,2.82,2.72,2.14,,5.08,1.94,
2023-03-11 16:00:00,3.08,1.68,,6.00,7.74,2.94,2.66,2.08,,5.06,1.92,1.64
2023-03-11 16:02:00,3.16,1.54,,6.42,7.70,2.72,2.68,2.26,,5.04,1.80,1.76
2023-03-11 16:04:00,2.96,1.64,,6.20,7.48,2.92,2.74,2.08,,5.04,1.86,1.64
2023-03-11 16:06:00,2.96,,,5.98,8.18,2.92,2.76,2.14,9.50,4.96,1.96,1.66
2023-03-11 16:08:00,3.12,1.94,2.92,6.22,7.56,2.90,2.72,2.04,,4.98,1.86,
2023-03-11 16:10:00,3.04,1.68,,5.98,7.70,3.02,2.68,2.32,,5.06,1.84,1.58
2023-03-11 16:12:00,2.90,1.54,,6.10,8.08,2.72,2.74,2.04,,5,1.96,1.64
2023-03-11 16:14:00,2.94,1.64,,5.94,7.38,2.70,2.72,1.98,,4.98,1.88,1.64
2023-03-11 16:16:00,2.96,1.54,,6.04,7.76,2.68,2.58,2.14,,4.96,1.96,1.64
2023-03-11 16:18:00,2.92,1.94,2.54,6.24,7.64,2.54,2.66,2.28,,5.04,1.76,
2023-03-11 16:20:00,3.02,1.68,,5.94,7.82,3.02,2.66,2.20,,5.02,1.90,1.62
2023-03-11 16:22:00,2.98,1.54,,6.34,7.56,2.82,2.66,2.02,,4.98,1.86,1.64
2023-03-11 16:24:00,2.94,1.64,,5.90,7.36,2.96,2.66,2.20,,5.02,1.62,1.58
2023-03-11 16:26:00,2.56,1.54,,5.94,8.02,2.56,2.62,2.32,,4.90,1.82,1.66
2023-03-11 16:28:00,2.94,2.20,3.36,6.10,8.10,2.96,2.62,2.08,,4.94,1.96,
2023-03-11 16:30:00,2.98,1.74,,5.94,7.92,2.72,2.64,1.98,,4.96,1.76,1.64
2023-03-11 16:32:00,2.94,1.54,,6.20,7.58,2.78,2.78,2.22,,4.98,1.84,1.66
2023-03-11 16:34:00,2.98,1.64,,5.98,7.36,2.42,2.74,1.90,,4.88,1.80,1.64
2023-03-11 16:36:00,2.92,1.54,,5.98,7.78,2.82,2.68,2.14,,4.90,1.90,1.62
2023-03-11 16:38:00,2.86,1.94,2.88,6.08,7.36,2.82,2.72,2.12,,5,1.88,
2023-03-11 16:40:00,2.98,1.68,,5.94,7.84,2.78,2.62,2.18,,5,1.86,1.60
2023-03-11 16:42:00,3,1.54,,6.68,7.38,2.44,2.68,2.08,,4.98,1.78,1.70
2023-03-11 16:44:00,2.76,1.64,,5.98,7.06,2.90,2.58,1.90,,5,1.80,1.64
2023-03-11 16:46:00,2.94,1.54,,5.98,7.22,2.72,2.74,1.94,,4.90,1.74,1.64
2023-03-11 16:48:00,3.14,1.94,2.56,5.90,7.58,2.84,2.72,2.14,,5.02,1.78,
2023-03-11 16:50:00,3.28,1.90,,5.72,7.72,2.94,2.62,2.36,,4.94,1.94,1.68
2023-03-11 16:52:00,3.56,1.54,,6.06,8.10,2.82,2.78,2.42,,5.04,1.96,1.64
2023-03-11 16:54:00,3.34,1.64,,5.90,8.04,2.56,2.68,2.36,,5.02,1.94,1.62
