"Time","ICMPv4","TCP","UDP"
2023-03-11 14:00:00,0.180,47.5,0.0800
2023-03-11 14:02:00,0.180,48.3,0.440
2023-03-11 14:04:00,0.180,47.4,0.620
2023-03-11 14:06:00,0.180,60.5,2.20
2023-03-11 14:08:00,0.180,48.3,2.80
2023-03-11 14:10:00,0.180,48.0,0.440
2023-03-11 14:12:00,0.180,48.1,0.320
2023-03-11 14:14:00,0.180,47.8,0.960
2023-03-11 14:16:00,0.180,78.4,2.20
2023-03-11 14:18:00,0.180,48.2,2.64
2023-03-11 14:20:00,0.180,48.0,0.400
2023-03-11 14:22:00,0.180,47.1,0.0400
2023-03-11 14:24:00,0.180,47.7,0.940
2023-03-11 14:26:00,0.180,95.2,1.80
2023-03-11 14:28:00,0.180,48.4,3.36
2023-03-11 14:30:00,0.180,47.0,0.0800
2023-03-11 14:32:00,0.180,47.3,0.440
2023-03-11 14:34:00,0.180,47.2,0.600
2023-03-11 14:36:00,0.180,115,2.20
2023-03-11 14:38:00,0.180,47.5,2.78
2023-03-11 14:40:00,0.180,47.6,0.440
2023-03-11 14:42:00,0.180,47.6,0.320
2023-03-11 14:44:00,0.180,46.8,0.980
2023-03-11 14:46:00,0.180,131,2.20
2023-03-11 14:48:00,0.180,47.6,2.66
2023-03-11 14:50:00,0.180,47.1,1.68
2023-03-11 14:52:00,0.180,47.1,0.0400
2023-03-11 14:54:00,0.180,47.1,0.960
2023-03-11 14:56:00,0.180,151,1.80
2023-03-11 14:58:00,0.180,47.3,2.88
2023-03-11 15:00:00,0.180,46.3,0.0800
2023-03-11 15:02:00,0.180,46.3,0.440
2023-03-11 15:04:00,0.180,46.5,0.640
2023-03-11 15:06:00,0.180,151,2.20
2023-03-11 15:08:00,0.180,47.5,2.78
2023-03-11 15:10:00,0.180,46.8,0.440
2023-03-11 15:12:00,0.180,46.7,0.440
2023-03-11 15:14:00,0.180,45.5,0.740
2023-03-11 15:16:00,0.180,145,1.32
2023-03-11 15:18:00,0.180,46.8,2.56
2023-03-11 15:20:00,0.180,46.4,0.400
2023-03-11 15:22:00,0.180,46.5,0.0400
2023-03-11 15:24:00,0.180,46.1,0.960
2023-03-11 15:26:00,0.180,126,0.0400
2023-03-11 15:28:00,0.180,47.1,3.34
2023-03-11 15:30:00,0.180,45.8,0.0800
2023-03-11 15:32:00,0.180,46.6,0.440
2023-03-11 15:34:00,0.180,46.4,0.880
2023-03-11 15:36:00,0.180,110,0.440
2023-03-11 15:38:00,0.180,47.2,2.90
2023-03-11 15:40:00,0.180,46.4,0.200
2023-03-11 15:42:00,0.180,46.6,0.440
2023-03-11 15:44:00,0.180,45.1,0.760
2023-03-11 15:46:00,0.180,91.7,0.440
2023-03-11 15:48:00,0.180,46.1,2.56
2023-03-11 15:50:00,0.180,46.7,1.68
2023-03-11 15:52:00,0.180,45.6,0.0400
2023-03-11 15:54:00,0.180,45.6,0.920
2023-03-11 15:56:00,0.180,72.9,0.0400
2023-03-11 15:58:00,0.180,46.6,2.86
2023-03-11 16:00:00,0.180,45.4,0.0800
2023-03-11 16:02:00,0.180,45.9,0.440
2023-03-11 16:04:00,0.180,44.9,0.880
2023-03-11 16:06:00,0.180,55.3,0.440
2023-03-11 16:08:00,0.180,45.7,2.92
2023-03-11 16:10:00,0.180,45.8,0.200
2023-03-11 16:12:00,0.180,45.5,0.440
2023-03-11 16:14:00,0.180,44.4,0.640
2023-03-11 16:16:00,0.180,45.1,0.440
2023-03-11 16:18:00,0.180,45.3,2.54
2023-03-11 16:20:00,0.180,46.0,0.400
2023-03-11 16:22:00,0.180,44.9,0.0400
2023-03-11 16:24:00,0.180,44.7,0.940
2023-03-11 16:26:00,0.180,44.2,0.0400
2023-03-11 16:28:00,0.180,46.4,3.36
2023-03-11 16:30:00,0.180,45.1,0.260
2023-03-11 16:32:00,0.180,45.4,0.440
2023-03-11 16:34:00,0.180,44.3,0.840
2023-03-11 16:36:00,0.180,45.0,0.200
2023-03-11 16:38:00,0.180,45.3,2.88
2023-03-11 16:40:00,0.180,45.2,0.200
2023-03-11 16:42:00,0.180,45.2,0.440
2023-03-11 16:44:00,0.180,43.7,0.580
2023-03-11 16:46:00,0.180,44.4,0.440
2023-03-11 16:48:00,0.180,45.2,2.56
2023-03-11 16:50:00,0.180,46.5,1.64
2023-03-11 16:52:00,0.180,46.5,0.0400
2023-03-11 16:54:00,0.180,45.9,0.900
2023-03-11 16:56:00,0.180,48.0,0.0400
2023-03-11 16:58:00,0.180,52.5,3.76
2023-03-11 17:00:00,0.180,48.5,0.280
2023-03-11 17:02:00,0.180,48.4,0.200
2023-03-11 17:04:00,0.180,48.0,0.980
2023-03-11 17:06:00,0.180,47.5,0.0800
2023-03-11 17:08:00,0.180,59.5,4.66
2023-03-11 17:10:00,0.180,48.0,0.0800
2023-03-11 17:12:00,0.180,48.3,0.440
2023-03-11 17:14:00,0.180,47.8,0.620
2023-03-11 17:16:00,0.180,48.2,0.440
2023-03-11 17:18:00,0.180,89.7,4.32
2023-03-11 17:20:00,0.180,48.1,0.400
2023-03-11 17:22:00,0.180,48.2,0.0400
2023-03-11 17:24:00,0.180,47.7,0.940
2023-03-11 17:26:00,0.180,47.7,0.280
2023-03-11 17:28:00,0.180,108,5.60
2023-03-11 17:30:00,0.180,47.5,0.400
2023-03-11 17:32:00,0.180,47.6,0.200
2023-03-11 17:34:00,0.180,46.9,0.440
2023-03-11 17:36:00,0.180,47.0,0.0800
2023-03-11 17:38:00,0.180,125,5.16
2023-03-11 17:40:00,0.180,47.1,0.0800
2023-03-11 17:42:00,0.180,48.1,0.440
2023-03-11 17:44:00,0.180,46.4,0.0800
2023-03-11 17:46:00,0.180,47.4,0.440
2023-03-11 17:48:00,0.180,141,4.78
2023-03-11 17:50:00,0.180,47.5,1.72
2023-03-11 17:52:00,0.180,46.7,0.280
2023-03-11 17:54:00,0.180,47.1,0.400
2023-03-11 17:56:00,0.180,47.6,0.400
2023-03-11 17:58:00,0.180,149,4.88
2023-03-11 18:00:00,0.180,46.6,0.400
2023-03-11 18:02:00,0.180,46.9,0.0800
2023-03-11 18:04:00,0.180,46.3,0.420
2023-03-11 18:06:00,0.180,46.3,0.0800
2023-03-11 18:08:00,0.180,149,4.28
2023-03-11 18:10:00,0.180,46.5,0.0800
2023-03-11 18:12:00,0.180,46.9,0.440
2023-03-11 18:14:00,0.180,46.3,0.0800
2023-03-11 18:16:00,0.180,46.4,0.440
2023-03-11 18:18:00,0.180,138,3.26
2023-03-11 18:20:00,0.180,46.9,0.440
2023-03-11 18:22:00,0.180,46.8,0.400
2023-03-11 18:24:00,0.180,45.6,0.160
2023-03-11 18:26:00,0.180,46.3,0.400
2023-03-11 18:28:00,0.180,121,3.48
2023-03-11 18:30:00,0.180,46.2,0.400
2023-03-11 18:32:00,0.180,46.8,0.0800
2023-03-11 18:34:00,0.180,45.5,0.440
2023-03-11 18:36:00,0.180,45.8,0.0800
2023-03-11 18:38:00,0.180,101,3.40
2023-03-11 18:40:00,0.180,46.6,0.0800
2023-03-11 18:42:00,0.180,46.1,0.440
2023-03-11 18:44:00,0.180,45.8,0.320
2023-03-11 18:46:00,0.180,45.9,0.440
2023-03-11 18:48:00,0.180,84.5,3.38
2023-03-11 18:50:00,0.180,46.2,1.48
2023-03-11 18:52:00,0.180,46.6,0.400
2023-03-11 18:54:00,0.180,45.1,0.0400
2023-03-11 18:56:00,0.180,45.4,0.400
2023-03-11 18:58:00,0.180,66.2,2.98
2023-03-11 19:00:00,0.180,45.8,0.400
2023-03-11 19:02:00,0.180,45.4,0.0400
2023-03-11 19:04:00,0.180,45.6,0.420
2023-03-11 19:06:00,0.180,45.8,0.0800
2023-03-11 19:08:00,0.180,48.2,3.40
2023-03-11 19:10:00,0.180,44.9,0.0800
2023-03-11 19:12:00,0.180,45.8,0.440
2023-03-11 19:14:00,0.180,44.6,0.300
2023-03-11 19:16:00,0.180,44.8,0.200
2023-03-11 19:18:00,0.180,46.3,3.38
2023-03-11 19:20:00,0.180,44.9,0.0800
2023-03-11 19:22:00,0.180,45.6,0.400
2023-03-11 19:24:00,0.180,45.6,0.0400
2023-03-11 19:26:00,0.180,45.1,0.380
2023-03-11 19:28:00,0.180,46.2,3.46
2023-03-11 19:30:00,0.180,45.1,0.400
2023-03-11 19:32:00,0.180,45.1,0.0400
2023-03-11 19:34:00,0.180,45.6,0.440
2023-03-11 19:36:00,0.180,44.6,0.320
2023-03-11 19:38:00,0.180,45.5,3.38
2023-03-11 19:40:00,0.180,44.9,0.300
2023-03-11 19:42:00,0.180,46.1,0.440
2023-03-11 19:44:00,0.180,44.5,0.440
2023-03-11 19:46:00,0.180,44.4,0.200
2023-03-11 19:48:00,0.180,45.0,3.40
2023-03-11 19:50:00,0.180,48.2,2.24
2023-03-11 19:52:00,0.180,45.0,0.400
2023-03-11 19:54:00,0.180,44.2,0.0400
2023-03-11 19:56:00,0.180,45.4,0.400
2023-03-11 19:58:00,0.180,44.9,2.98
2023-03-11 20:00:00,0.180,52.9,1.28
2023-03-11 20:02:00,0.180,44.9,0.0400
2023-03-11 20:04:00,0.180,46.7,0.440
2023-03-11 20:06:00,0.180,46.3,0.320
2023-03-11 20:08:00,0.180,47.1,3.38
2023-03-11 20:10:00,0.180,71.9,2.08
2023-03-11 20:12:00,0.180,46.6,0.200
2023-03-11 20:14:00,0.180,46.2,0.440
2023-03-11 20:16:00,0.180,45.8,0.0800
2023-03-11 20:18:00,0.180,46.8,3.36
2023-03-11 20:20:00,0.180,88.0,1.84
2023-03-11 20:22:00,0.180,46.7,0.440
2023-03-11 20:24:00,0.180,45.1,0.0400
2023-03-11 20:26:00,0.180,45.9,0.400
2023-03-11 20:28:00,0.180,45.8,3.42
2023-03-11 20:30:00,0.180,106,2.16
2023-03-11 20:32:00,0.180,45.9,0.260
2023-03-11 20:34:00,0.180,45.6,0.420
2023-03-11 20:36:00,0.180,45.7,0.420
2023-03-11 20:38:00,0.180,45.8,3.14
2023-03-11 20:40:00,0.180,125,2.20
2023-03-11 20:42:00,0.180,45.6,0.0800
2023-03-11 20:44:00,0.180,45.9,0.420
2023-03-11 20:46:00,0.180,45.1,0.0800
2023-03-11 20:48:00,0.180,46.2,3.36
2023-03-11 20:50:00,0.180,142,3.10
2023-03-11 20:52:00,0.180,46.1,0.440
2023-03-11 20:54:00,0.180,44.0,0.0400
2023-03-11 20:56:00,0.180,45.4,0.400
2023-03-11 20:58:00,0.180,46.2,3.24
2023-03-11 21:00:00,0.180,150,2.16
2023-03-11 21:02:00,0.180,46.5,0.400
2023-03-11 21:04:00,0.180,45.3,0.200
2023-03-11 21:06:00,0.180,45.5,0.440
2023-03-11 21:08:00,0.180,45.3,3.02
2023-03-11 21:10:00,0.180,146,1.32
2023-03-11 21:12:00,0.180,45.2,0.0800
2023-03-11 21:14:00,0.180,44.9,0.440
2023-03-11 21:16:00,0.180,44.3,0.0800
2023-03-11 21:18:00,0.180,45.7,3.40
2023-03-11 21:20:00,0.180,136,0.320
2023-03-11 21:22:00,0.180,45.5,0.440
2023-03-11 21:24:00,0.180,45.0,0.280
2023-03-11 21:26:00,0.180,44.7,0.160
2023-03-11 21:28:00,0.180,45.9,3.80
2023-03-11 21:30:00,0.180,116,0.160
2023-03-11 21:32:00,0.180,44.9,0.380
2023-03-11 21:34:00,0.180,44.4,0.0800
2023-03-11 21:36:00,0.180,44.8,0.440
2023-03-11 21:38:00,0.180,44.9,3
2023-03-11 21:40:00,0.180,97.7,0.440
2023-03-11 21:42:00,0.180,44.8,0.0800
2023-03-11 21:44:00,0.180,48.1,0.440
2023-03-11 21:46:00,0.180,47.0,0.0800
2023-03-11 21:48:00,0.180,48.2,3.40
2023-03-11 21:50:00,0.180,84.5,1.58
2023-03-11 21:52:00,0.180,47.8,0.440
2023-03-11 21:54:00,0.180,47.6,0.400
2023-03-11 21:56:00,0.180,46.8,0.160
2023-03-11 21:58:00,0.180,47.2,3.36
2023-03-11 22:00:00,0.180,64.8,0.0400
2023-03-11 22:02:00,0.180,47.4,0.400
2023-03-11 22:04:00,0.180,46.5,0.0400
2023-03-11 22:06:00,0.180,46.7,0.440
2023-03-11 22:08:00,0.180,46.9,3.02
2023-03-11 22:10:00,0.180,48.1,0.440
2023-03-11 22:12:00,0.180,46.4,0.0800
2023-03-11 22:14:00,0.180,46.6,0.440
2023-03-11 22:16:00,0.180,46.6,0.320
2023-03-11 22:18:00,0.180,47.3,3.16
2023-03-11 22:20:00,0.180,46.3,0.440
2023-03-11 22:22:00,0.180,46.6,0.0800
2023-03-11 22:24:00,0.180,46.6,0.380
2023-03-11 22:26:00,0.180,46.3,0.0400
2023-03-11 22:28:00,0.180,47.1,3.84
2023-03-11 22:30:00,0.180,45.5,0.0400
2023-03-11 22:32:00,0.180,47.3,0.400
2023-03-11 22:34:00,0.180,45.5,0.0400
2023-03-11 22:36:00,0.180,46.2,0.440
2023-03-11 22:38:00,0.180,47.0,3.28
2023-03-11 22:40:00,0.180,45.7,0.440
2023-03-11 22:42:00,0.180,46.3,0.320
2023-03-11 22:44:00,0.180,46.8,0.200
2023-03-11 22:46:00,0.180,46.0,0.440
2023-03-11 22:48:00,0.180,46.2,3.16
2023-03-11 22:50:00,0.180,46.5,1.72
2023-03-11 22:52:00,0.180,45.8,0.0800
2023-03-11 22:54:00,0.180,46.3,0.400
2023-03-11 22:56:00,0.180,45.0,0.0400
2023-03-11 22:58:00,0.180,46.5,3.36
2023-03-11 23:00:00,0.180,46.1,0.0400
2023-03-11 23:02:00,0.180,49.7,1.28
2023-03-11 23:04:00,0.180,45.3,0.0400
2023-03-11 23:06:00,0.180,45.6,0.440
2023-03-11 23:08:00,0.180,46.4,3.28
2023-03-11 23:10:00,0.180,45.5,0.440
2023-03-11 23:12:00,0.180,65.5,2.16
2023-03-11 23:14:00,0.180,44.7,0.200
2023-03-11 23:16:00,0.180,46.8,0.440
2023-03-11 23:18:00,0.180,47.7,3.04
2023-03-11 23:20:00,0.180,47.7,0.440
2023-03-11 23:22:00,0.180,86.1,1.84
2023-03-11 23:24:00,0.180,47.0,0.440
2023-03-11 23:26:00,0.180,46.6,0.0400
2023-03-11 23:28:00,0.180,48.4,3.84
2023-03-11 23:30:00,0.180,46.9,0.0400
2023-03-11 23:32:00,0.180,105,2.16
2023-03-11 23:34:00,0.180,46.0,0.280
2023-03-11 23:36:00,0.180,46.8,0.440
2023-03-11 23:38:00,0.180,48.1,3.38
2023-03-11 23:40:00,0.180,46.8,0.200
2023-03-11 23:42:00,0.180,121,2.20
2023-03-11 23:44:00,0.180,45.4,0.0800
2023-03-11 23:46:00,0.180,46.3,0.440
2023-03-11 23:48:00,0.180,47.3,3.04
2023-03-11 23:50:00,0.180,47.0,1.70
2023-03-11 23:52:00,0.180,139,1.84
2023-03-11 23:54:00,0.180,46.5,0.440
2023-03-11 23:56:00,0.180,45.9,0.0400
2023-03-11 23:58:00,0.180,46.6,3.36
2023-03-12 00:00:00,0.180,47.1,0.280
2023-03-12 00:02:00,0.180,150,2.14
2023-03-12 00:04:00,0.180,46.1,0.400
2023-03-12 00:06:00,0.180,46.2,0.200
2023-03-12 00:08:00,0.180,47.0,3.38
2023-03-12 00:10:00,0.180,46.1,0.0800
2023-03-12 00:12:00,0.180,148,1.32
2023-03-12 00:14:00,0.180,45.6,0.0800
2023-03-12 00:16:00,0.180,46.3,0.440
2023-03-12 00:18:00,0.180,46.4,3.02
2023-03-12 00:20:00,0.180,45.9,0.440
2023-03-12 00:22:00,0.180,140,0.640
2023-03-12 00:24:00,0.180,45.5,0.440
2023-03-12 00:26:00,0.180,45.5,0.260
2023-03-12 00:28:00,0.180,46.2,3.84
2023-03-12 00:30:00,0.180,46.2,0.400
2023-03-12 00:32:00,0.180,125,0.160
2023-03-12 00:34:00,0.180,45.4,0.400
2023-03-12 00:36:00,0.180,45.5,0.0800
2023-03-12 00:38:00,0.180,45.9,3.38
2023-03-12 00:40:00,0.180,45.2,0.0800
2023-03-12 00:42:00,0.180,107,0.440
2023-03-12 00:44:00,0.180,45.4,0.0800
2023-03-12 00:46:00,0.180,45.3,0.440
2023-03-12 00:48:00,0.180,46.2,2.96
2023-03-12 00:50:00,0.180,45.1,1.68
2023-03-12 00:52:00,0.180,89.9,0.320
2023-03-12 00:54:00,0.180,45.4,0.440
2023-03-12 00:56:00,0.180,45.4,0.280
2023-03-12 00:58:00,0.180,45.4,3.10
2023-03-12 01:00:00,0.180,45.5,0.400
2023-03-12 01:02:00,0.180,71.4,0.0400
2023-03-12 01:04:00,0.180,45.1,0.400
2023-03-12 01:06:00,0.180,45.6,0.0400
2023-03-12 01:08:00,0.180,46.0,3.38
2023-03-12 01:10:00,0.180,44.8,0.0800
2023-03-12 01:12:00,0.180,54.3,0.440
2023-03-12 01:14:00,0.180,44.9,0.0800
2023-03-12 01:16:00,0.180,44.9,0.440
2023-03-12 01:18:00,0.180,45.1,3.02
2023-03-12 01:20:00,0.180,44.5,0.440
2023-03-12 01:22:00,0.180,45.1,0.320
2023-03-12 01:24:00,0.180,44.7,0.200
2023-03-12 01:26:00,0.180,45.2,0.400
2023-03-12 01:28:00,0.180,44.4,3.46
2023-03-12 01:30:00,0.180,45.1,0.400
2023-03-12 01:32:00,0.180,44.8,0.0400
2023-03-12 01:34:00,0.180,44,0.400
2023-03-12 01:36:00,0.180,44.7,0.0400
2023-03-12 01:38:00,0.180,46.0,3.38
2023-03-12 01:40:00,0.180,44.4,0.0800
2023-03-12 01:42:00,0.180,45.4,0.440
2023-03-12 01:44:00,0.180,44.3,0.320
2023-03-12 01:46:00,0.180,44.4,0.440
2023-03-12 01:48:00,0.180,45.5,3.40
2023-03-12 01:50:00,0.180,44.5,1.44
2023-03-12 01:52:00,0.180,44.9,0.440
2023-03-12 01:54:00,0.180,43.7,0.0800
2023-03-12 01:56:00,0.180,44.6,0.440
2023-03-12 01:58:00,0.180,44.2,3
2023-03-12 02:00:00,0.180,44.2,0.380
2023-03-12 02:02:00,0.180,44.7,0.0400
2023-03-12 02:04:00,0.180,47.7,1.26
2023-03-12 02:06:00,0.180,43.8,0.0400
2023-03-12 02:08:00,0.180,44.7,3.32
2023-03-12 02:10:00,0.180,43.7,0.300
2023-03-12 02:12:00,0.180,43.4,0.200
2023-03-12 02:14:00,0.180,56.1,2.16
2023-03-12 02:16:00,0.180,43.5,0.0800
2023-03-12 02:18:00,0.180,44.9,3.38
2023-03-12 02:20:00,0.180,43.8,0.0800
2023-03-12 02:22:00,0.180,44.4,0.440
2023-03-12 02:24:00,0.180,73.7,1.84
2023-03-12 02:26:00,0.180,44.1,0.440
2023-03-12 02:28:00,0.180,46.0,3.46
2023-03-12 02:30:00,0.180,45.7,0.400
2023-03-12 02:32:00,0.180,45.9,0.0400
2023-03-12 02:34:00,0.180,92.5,2.16
2023-03-12 02:36:00,0.180,45.4,0.280
2023-03-12 02:38:00,0.180,46.5,3.40
2023-03-12 02:40:00,0.180,45.9,0.440
2023-03-12 02:42:00,0.180,45.5,0.200
2023-03-12 02:44:00,0.180,111,2.20
2023-03-12 02:46:00,0.180,45.6,0.0800
2023-03-12 02:48:00,0.180,45.9,3.36
2023-03-12 02:50:00,0.180,45.5,1.36
2023-03-12 02:52:00,0.180,45.2,0.440
2023-03-12 02:54:00,0.180,128,1.84
2023-03-12 02:56:00,0.180,45.5,0.420
2023-03-12 02:58:00,0.180,45.8,3
2023-03-12 03:00:00,0.180,45.1,0.400
2023-03-12 03:02:00,0.180,45.3,0.260
2023-03-12 03:04:00,0.180,146,1.92
