"Time","FIN","RST","SYN","SYN-ACK"
2023-03-11 08:30:00,13.8,2.68,9.52,8.04
2023-03-11 08:32:00,13.6,2.74,9.40,7.98
2023-03-11 08:34:00,13.9,2.70,9.52,8.04
2023-03-11 08:36:00,13.6,2.72,9.44,8
2023-03-11 08:38:00,13.8,2.78,9.64,8.12
2023-03-11 08:40:00,13.7,2.78,9.52,8.04
2023-03-11 08:42:00,15.8,2.70,10.6,9.08
2023-03-11 08:44:00,13.7,2.66,9.54,8.06
2023-03-11 08:46:00,13.7,2.72,9.46,8.02
2023-03-11 08:48:00,13.8,2.74,9.62,8.10
2023-03-11 08:50:00,13.8,2.72,9.44,8.04
2023-03-11 08:52:00,20.0,7.90,13.5,10.6
2023-03-11 08:54:00,13.6,2.66,9.38,7.98
2023-03-11 08:56:00,13.7,2.70,9.52,8.04
2023-03-11 08:58:00,13.7,2.76,9.48,8.04
2023-03-11 09:00:00,13.8,2.74,9.50,8.04
2023-03-11 09:02:00,24.4,14,16.4,12
2023-03-11 09:04:00,13.8,2.66,9.54,8.06
2023-03-11 09:06:00,13.6,2.66,9.44,8
2023-03-11 09:08:00,13.8,2.76,9.64,8.12
2023-03-11 09:10:00,13.7,2.70,9.52,8.04
2023-03-11 09:12:00,29.6,20.7,19.9,13.8
2023-03-11 09:14:00,13.8,2.68,9.52,8.06
2023-03-11 09:16:00,13.6,2.62,9.36,7.96
2023-03-11 09:18:00,13.8,2.76,9.64,8.12
2023-03-11 09:20:00,13.7,2.76,9.40,7.98
2023-03-11 09:22:00,34.0,26.6,22.9,15.3
2023-03-11 09:24:00,13.7,2.66,9.38,7.98
2023-03-11 09:26:00,13.7,2.66,9.52,8.04
2023-03-11 09:28:00,13.7,2.72,9.54,8.10
2023-03-11 09:30:00,13.8,2.66,9.52,8.04
2023-03-11 09:32:00,32.6,27.0,22.2,14.6
2023-03-11 09:34:00,13.9,2.66,9.54,8.06
2023-03-11 09:36:00,13.7,2.64,9.52,8.04
2023-03-11 09:38:00,13.8,2.76,9.54,8.06
2023-03-11 09:40:00,13.8,2.70,9.52,8.04
2023-03-11 09:42:00,30.8,25.6,20.9,13.9
2023-03-11 09:44:00,13.9,2.66,9.54,8.06
2023-03-11 09:46:00,13.6,2.66,9.36,7.96
2023-03-11 09:48:00,13.9,2.82,9.62,8.12
2023-03-11 09:50:00,13.7,2.72,9.42,8.02
2023-03-11 09:52:00,25.6,18.3,17.6,12.2
2023-03-11 09:54:00,13.6,2.68,9.38,7.98
2023-03-11 09:56:00,13.8,2.70,9.52,8.04
2023-03-11 09:58:00,13.7,2.78,9.56,8.08
2023-03-11 10:00:00,13.8,2.68,9.52,8.04
2023-03-11 10:02:00,21.6,13.0,14.8,10.8
2023-03-11 10:04:00,13.8,2.62,9.46,8.02
2023-03-11 10:06:00,13.8,2.62,9.52,8.04
2023-03-11 10:08:00,13.8,2.72,9.48,8.04
2023-03-11 10:10:00,13.8,2.64,9.48,8.04
2023-03-11 10:12:00,17.7,7.98,12.2,9.50
2023-03-11 10:14:00,13.8,2.66,9.54,8.06
2023-03-11 10:16:00,13.6,2.64,9.36,7.96
2023-03-11 10:18:00,13.9,2.80,9.68,8.14
2023-03-11 10:20:00,13.7,2.80,9.36,7.96
2023-03-11 10:22:00,14.2,3.18,9.90,8.34
2023-03-11 10:24:00,13.6,2.66,9.50,8.04
2023-03-11 10:26:00,13.9,2.76,9.52,8.04
2023-03-11 10:28:00,13.9,2.80,9.70,8.18
2023-03-11 10:30:00,13.8,2.76,9.42,8
2023-03-11 10:32:00,13.8,2.88,9.68,8.12
2023-03-11 10:34:00,13.7,2.62,9.38,7.98
2023-03-11 10:36:00,13.8,2.70,9.52,8.04
2023-03-11 10:38:00,13.7,2.72,9.48,8.04
2023-03-11 10:40:00,13.8,2.74,9.52,8.04
2023-03-11 10:42:00,13.6,2.64,9.52,8.04
2023-03-11 10:44:00,13.8,2.72,9.54,8.06
2023-03-11 10:46:00,13.6,2.68,9.40,7.98
2023-03-11 10:48:00,13.9,2.82,9.62,8.12
2023-03-11 10:50:00,13.7,2.72,9.42,8.02
2023-03-11 10:52:00,13.9,2.76,9.68,8.12
2023-03-11 10:54:00,13.7,2.72,9.54,8.06
2023-03-11 10:56:00,13.8,2.62,9.52,8.04
2023-03-11 10:58:00,13.8,2.68,9.62,8.12
2023-03-11 11:00:00,13.8,2.74,9.44,8
2023-03-11 11:02:00,13.8,2.74,9.68,8.12
2023-03-11 11:04:00,15.5,2.70,10.3,8.86
2023-03-11 11:06:00,13.8,2.74,9.60,8.08
2023-03-11 11:08:00,13.8,2.80,9.48,8.04
2023-03-11 11:10:00,13.8,2.68,9.52,8.04
2023-03-11 11:12:00,13.6,2.68,9.52,8.04
2023-03-11 11:14:00,16.7,3.40,11.3,9.46
2023-03-11 11:16:00,13.5,2.66,9.36,7.96
2023-03-11 11:18:00,13.9,2.78,9.64,8.12
2023-03-11 11:20:00,13.6,2.74,9.36,7.96
2023-03-11 11:22:00,13.8,2.70,9.68,8.12
2023-03-11 11:24:00,20.1,8.20,13.5,10.6
2023-03-11 11:26:00,13.7,2.66,9.52,8.04
2023-03-11 11:28:00,13.9,2.82,9.60,8.14
2023-03-11 11:30:00,13.8,2.66,9.52,8.04
2023-03-11 11:32:00,13.8,2.72,9.68,8.12
2023-03-11 11:34:00,24.8,14.2,16.6,12.1
2023-03-11 11:36:00,13.8,2.68,9.56,8.06
2023-03-11 11:38:00,13.8,2.78,9.48,8.04
2023-03-11 11:40:00,13.8,2.80,9.52,8.04
2023-03-11 11:42:00,13.7,2.74,9.52,8.04
2023-03-11 11:44:00,28.5,19.1,19.2,13.4
2023-03-11 11:46:00,13.6,2.68,9.36,7.96
2023-03-11 11:48:00,13.9,2.86,9.64,8.12
2023-03-11 11:50:00,13.6,2.70,9.42,8.02
2023-03-11 11:52:00,13.8,2.80,9.68,8.12
2023-03-11 11:54:00,32.2,24.1,21.5,14.6
2023-03-11 11:56:00,13.8,2.72,9.52,8.04
2023-03-11 11:58:00,13.9,2.78,9.64,8.12
2023-03-11 12:00:00,13.8,2.68,9.44,8
2023-03-11 12:02:00,13.9,2.76,9.68,8.12
2023-03-11 12:04:00,34.3,26.9,22.9,15.4
2023-03-11 12:06:00,13.9,2.76,9.56,8.06
2023-03-11 12:08:00,13.8,2.80,9.46,8.04
2023-03-11 12:10:00,13.8,2.68,9.52,8.04
2023-03-11 12:12:00,13.7,2.76,9.52,8.04
2023-03-11 12:14:00,32.6,26.8,22.1,14.6
2023-03-11 12:16:00,13.6,2.68,9.36,7.96
2023-03-11 12:18:00,13.9,2.80,9.64,8.12
2023-03-11 12:20:00,13.6,2.76,9.36,7.96
2023-03-11 12:22:00,13.8,2.68,9.68,8.12
2023-03-11 12:24:00,30,24.3,20.3,13.6
2023-03-11 12:26:00,13.8,2.64,9.52,8.04
2023-03-11 12:28:00,13.9,2.74,9.70,8.18
2023-03-11 12:30:00,13.8,2.64,9.44,8
2023-03-11 12:32:00,13.8,2.68,9.68,8.12
2023-03-11 12:34:00,26.4,19.6,17.9,12.4
2023-03-11 12:36:00,13.8,2.70,9.52,8.04
2023-03-11 12:38:00,13.9,2.86,9.48,8.04
2023-03-11 12:40:00,13.8,2.72,9.52,8.04
2023-03-11 12:42:00,13.7,2.78,9.52,8.04
2023-03-11 12:44:00,23.2,15.1,15.8,11.3
2023-03-11 12:46:00,13.6,2.64,9.36,7.96
2023-03-11 12:48:00,14.0,2.84,9.64,8.12
2023-03-11 12:50:00,13.7,2.76,9.50,8.06
2023-03-11 12:52:00,13.9,2.82,9.72,8.14
2023-03-11 12:54:00,19.5,10.3,13.4,10.1
2023-03-11 12:56:00,13.8,2.70,9.52,8.04
2023-03-11 12:58:00,13.9,2.76,9.64,8.12
2023-03-11 13:00:00,13.8,2.76,9.36,7.96
2023-03-11 13:02:00,13.8,2.70,9.68,8.12
2023-03-11 13:04:00,15.9,5.60,10.9,8.84
2023-03-11 13:06:00,13.7,2.76,9.52,8.04
2023-03-11 13:08:00,13.9,2.80,9.48,8.04
2023-03-11 13:10:00,13.8,2.78,9.52,8.04
2023-03-11 13:12:00,13.7,2.70,9.54,8.06
2023-03-11 13:14:00,13.8,2.64,9.54,8.06
2023-03-11 13:16:00,13.6,2.68,9.44,8
2023-03-11 13:18:00,14.0,2.78,9.64,8.12
2023-03-11 13:20:00,13.7,2.72,9.44,8
2023-03-11 13:22:00,13.8,2.64,9.68,8.12
2023-03-11 13:24:00,13.7,2.74,9.54,8.06
2023-03-11 13:26:00,13.7,2.66,9.44,8
2023-03-11 13:28:00,14.0,2.80,9.70,8.18
2023-03-11 13:30:00,13.7,2.72,9.36,7.96
2023-03-11 13:32:00,13.8,2.62,9.68,8.12
2023-03-11 13:34:00,13.6,2.70,9.36,7.98
2023-03-11 13:36:00,13.7,2.70,9.52,8.04
2023-03-11 13:38:00,13.9,2.82,9.48,8.04
2023-03-11 13:40:00,13.8,2.74,9.52,8.04
2023-03-11 13:42:00,13.6,2.72,9.44,8
2023-03-11 13:44:00,13.8,2.62,9.54,8.06
2023-03-11 13:46:00,13.6,2.68,9.44,8
2023-03-11 13:48:00,14.0,2.66,9.64,8.12
2023-03-11 13:50:00,13.7,2.68,9.58,8.10
2023-03-11 13:52:00,13.7,2.68,9.44,8
2023-03-11 13:54:00,13.8,2.62,9.54,8.06
2023-03-11 13:56:00,15.3,2.62,10.2,8.84
2023-03-11 13:58:00,13.8,2.70,9.70,8.16
2023-03-11 14:00:00,13.6,2.68,9.36,7.96
2023-03-11 14:02:00,13.7,2.76,9.60,8.08
2023-03-11 14:04:00,13.6,2.72,9.38,7.98
2023-03-11 14:06:00,17.0,4.04,11.5,9.58
2023-03-11 14:08:00,13.7,2.76,9.56,8.08
2023-03-11 14:10:00,13.8,2.70,9.52,8.04
2023-03-11 14:12:00,13.7,2.68,9.60,8.08
2023-03-11 14:14:00,13.8,2.78,9.54,8.06
2023-03-11 14:16:00,20.3,8.30,13.7,10.7
2023-03-11 14:18:00,13.9,2.74,9.56,8.08
2023-03-11 14:20:00,13.8,2.72,9.52,8.04
2023-03-11 14:22:00,13.7,2.72,9.44,8
2023-03-11 14:24:00,13.8,2.62,9.54,8.06
2023-03-11 14:26:00,23.4,12.7,15.7,11.7
2023-03-11 14:28:00,13.9,2.72,9.70,8.18
2023-03-11 14:30:00,13.7,2.80,9.44,8
2023-03-11 14:32:00,13.7,2.72,9.60,8.08
2023-03-11 14:34:00,13.6,2.68,9.38,7.98
2023-03-11 14:36:00,27.2,17.5,18.3,13.0
2023-03-11 14:38:00,13.7,2.74,9.56,8.08
2023-03-11 14:40:00,13.8,2.70,9.52,8.04
2023-03-11 14:42:00,13.7,2.80,9.68,8.12
2023-03-11 14:44:00,13.8,2.70,9.52,8.06
2023-03-11 14:46:00,30.5,22.0,20.5,14.1
2023-03-11 14:48:00,13.9,2.76,9.56,8.08
2023-03-11 14:50:00,13.8,2.68,9.56,8.10
2023-03-11 14:52:00,13.7,2.86,9.52,8.04
2023-03-11 14:54:00,13.7,2.66,9.56,8.08
2023-03-11 14:56:00,33.9,26.6,22.7,15.2
2023-03-11 14:58:00,14.1,2.76,9.64,8.12
2023-03-11 15:00:00,13.6,2.68,9.36,7.96
2023-03-11 15:02:00,13.8,2.70,9.68,8.12
2023-03-11 15:04:00,13.6,2.72,9.38,7.98
2023-03-11 15:06:00,34.3,26.9,23,15.4
2023-03-11 15:08:00,13.9,2.84,9.54,8.08
2023-03-11 15:10:00,13.7,2.76,9.54,8.06
2023-03-11 15:12:00,13.8,2.76,9.66,8.12
2023-03-11 15:14:00,13.8,2.70,9.46,8.02
2023-03-11 15:16:00,32.5,26.8,22.1,14.5
2023-03-11 15:18:00,13.8,2.78,9.48,8.04
2023-03-11 15:20:00,13.9,2.80,9.52,8.04
2023-03-11 15:22:00,13.8,2.84,9.52,8.04
2023-03-11 15:24:00,13.8,2.76,9.54,8.06
2023-03-11 15:26:00,29.1,23.2,19.7,13.2
2023-03-11 15:28:00,14.1,2.76,9.70,8.18
2023-03-11 15:30:00,13.7,2.80,9.36,7.96
2023-03-11 15:32:00,13.8,2.78,9.68,8.12
2023-03-11 15:34:00,13.8,2.74,9.50,8.04
2023-03-11 15:36:00,26.0,18.9,17.7,12.2
2023-03-11 15:38:00,14.0,2.80,9.64,8.12
2023-03-11 15:40:00,13.9,2.70,9.44,8
2023-03-11 15:42:00,13.8,2.82,9.66,8.12
2023-03-11 15:44:00,13.7,2.68,9.38,7.98
2023-03-11 15:46:00,22.4,14.0,15.3,11.0
2023-03-11 15:48:00,13.8,2.82,9.48,8.04
2023-03-11 15:50:00,13.9,2.76,9.58,8.10
2023-03-11 15:52:00,13.7,2.78,9.52,8.04
2023-03-11 15:54:00,13.7,2.70,9.54,8.06
2023-03-11 15:56:00,18.8,9.48,12.8,9.82
2023-03-11 15:58:00,13.9,2.78,9.62,8.12
2023-03-11 16:00:00,13.8,2.68,9.34,7.96
2023-03-11 16:02:00,13.8,2.66,9.68,8.12
2023-03-11 16:04:00,13.7,2.70,9.46,8.02
2023-03-11 16:06:00,15.6,5.12,10.8,8.78
