"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc19baac49013b)","Transmit Total (lxc19bdc82a2f8f)","Transmit Total (lxc1b15a2b5a9b5)","Transmit Total (lxc3a49c4605d4a)","Transmit Total (lxc3f917ecdd144)","Transmit Total (lxc4861fd3a4dcf)","Transmit Total (lxc4a88113a0197)","Transmit Total (lxc4b2dfaf1f74a)","Transmit Total (lxc5a020ca534a0)","Transmit Total (lxc5cf8d3667393)","Transmit Total (lxc65ec27df4c0e)","Transmit Total (lxc743fe122abe5)","Transmit Total (lxc7d95b9b6996f)","Transmit Total (lxc95534620e067)","Transmit Total (lxc9a7e0a10e978)","Transmit Total (lxc9ce1df3cef22)","Transmit Total (lxc9e21ad79a680)","Transmit Total (lxc9f3e81538c96)","Transmit Total (lxc_health)","Transmit Total (lxcaaca9437fdda)","Transmit Total (lxcaaf1223a92e5)","Transmit Total (lxcc21393e88703)","Transmit Total (lxcd26f8087f5ee)","Transmit Total (lxce343dc06c7ec)","Transmit Total (lxce4b97a3a4d29)","Transmit Total (lxced3e9eb0aabf)","Transmit Total (lxcf169989722c7)","Transmit Total (lxcf489e20e115b)","Transmit Total (lxcfa7642c28950)","Transmit Total (lxcfb46c47f9dae)","Transmit Total (lxcfbc3aeaf7c5d)","Transmit Total (lxcff8e8ef11844)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc19baac49013b)","Receive Total (lxc19bdc82a2f8f)","Receive Total (lxc1b15a2b5a9b5)","Receive Total (lxc3a49c4605d4a)","Receive Total (lxc3f917ecdd144)","Receive Total (lxc4861fd3a4dcf)","Receive Total (lxc4a88113a0197)","Receive Total (lxc4b2dfaf1f74a)","Receive Total (lxc5a020ca534a0)","Receive Total (lxc5cf8d3667393)","Receive Total (lxc65ec27df4c0e)","Receive Total (lxc743fe122abe5)","Receive Total (lxc7d95b9b6996f)","Receive Total (lxc95534620e067)","Receive Total (lxc9a7e0a10e978)","Receive Total (lxc9ce1df3cef22)","Receive Total (lxc9e21ad79a680)","Receive Total (lxc9f3e81538c96)","Receive Total (lxc_health)","Receive Total (lxcaaca9437fdda)","Receive Total (lxcaaf1223a92e5)","Receive Total (lxcc21393e88703)","Receive Total (lxcd26f8087f5ee)","Receive Total (lxce343dc06c7ec)","Receive Total (lxce4b97a3a4d29)","Receive Total (lxced3e9eb0aabf)","Receive Total (lxcf169989722c7)","Receive Total (lxcf489e20e115b)","Receive Total (lxcfa7642c28950)","Receive Total (lxcfb46c47f9dae)","Receive Total (lxcfbc3aeaf7c5d)","Receive Total (lxcff8e8ef11844)"
2023-03-04 20:12:00,0,10626,12760,72789,0,87.2,202,0,0,0,66.1,130,129,168,66.1,226,33.5,70143,126,399,90.9,0,1968,32.2,6973,5.43,185,76.0,1830,127,4.13,0,297,0,429,1840,160,10626,0,10807,71600,0,66.2,73.1,0,0,0,41,21.9,21.9,100,41,225,23.6,2463,21.9,470,94.6,0,2182,25.7,1090,6.24,607,3539,192,21.9,4.27,0,447,0.389,6380,209,138
2023-03-04 20:14:00,0,13133,12818,71972,0,87.2,1766,0,0,0,66.4,130,129,163,66.1,229,1282,70125,132,418,90.9,0,2052,32.7,6839,5.33,160,121,2863,127,4.13,0,298,0,423,1889,155,13133,0,13300,73671,0,66.2,103,0,0,0,41.4,21.9,21.9,95.8,40.6,230,128,2460,22.8,501,94.6,0,2332,26.2,1049,6.09,603,3556,265,21.9,4.27,0,446,0.389,6276,212,134
2023-03-04 20:16:00,0,10274,12245,69316,0,87.2,138,0,0,0,66.8,130,129,159,66.4,223,32.1,70076,126,392,89.8,0,1908,32.3,6783,4.32,157,122,1768,127,4.13,0,299,0,421,1804,152,10274,0,10439,70127,0,66.2,78.7,0,0,0,41.7,21.9,21.9,96.7,41,225,21.9,2467,21.9,457,95,0,2180,26.2,1015,4.36,600,3558,161,21.9,4.27,0,447,0,6274,202,135
2023-03-04 20:18:00,0,11910,20658,76149,0,87.2,216,0,0,0,66.1,130,129,163,66.1,221,33.0,70151,121,383,89.8,0,2002,32.3,6848,4.77,7721,75.9,1816,127,4.29,0,299,0,744,1845,154,11910,0,12829,73256,0,66.2,80.5,0,0,0,41,21.9,21.9,96.4,41,227,21.8,2463,20.9,440,95,0.389,2312,26.2,1047,5.13,8898,3539,177,21.9,4.03,0,447,0,12981,202,137
2023-03-04 20:20:00,0,11541,35273,121109,0,87.2,1840,0,0,0,66.1,118,117,164,66.1,222,31.5,70009,115,453,89.8,0,1940,32.3,6801,5.80,22095,75.8,1760,116,3.43,0,499,0,1714,1757,154,11541,0,14263,75992,0,66.6,108,0,0,0,41,20.0,20.0,97.6,41.4,223,21.2,2449,20.0,566,95,0,2308,26.2,1039,6.56,24659,3540,178,20.0,3.96,0,593,0,25880,206,135
2023-03-04 20:22:00,0,10724,12766,74580,0,87.2,1646,0,0,0,66.1,124,123,160,66.1,223,30.7,70124,126,401,90.1,0.389,1964,32.0,6961,4.40,177,75.9,1827,122,3.43,0,297,0,426,1841,155,10724,0,10900,71036,0,66.2,91.2,0,0,0,41.4,20.9,20.9,92.3,41,224,20.1,2456,21.9,472,95,0,2186,26.0,1060,4.79,605,3539,157,20.9,3.57,0,447,0,6285,200,135
2023-03-04 20:24:00,0,10751,12732,70410,0,87.2,211,0,0.389,0.389,66.4,136,135,163,66.4,224,32.9,70168,132,396,90.5,0,1985,31.6,6840,3.96,174,121,1815,133,3.43,0,297,0,424,1845,156,10751,0,10913,70847,0,66.2,80.1,0,0,0,41.3,22.8,22.8,100,41.3,226,22.9,2455,22.8,456,95.0,0,2280,25.5,1027,3.96,596,3554,141,22.8,3.57,0,447,0,6279,193,135
2023-03-04 20:26:00,0,10599,12753,71665,0,86.4,195,0,0,0,66.4,130,129,161,66.8,224,33.3,70174,126,396,90.8,0,1955,31.6,6936,6.03,179,123,1832,127,3.43,0,298,0,421,1857,155,10599,0,10765,70849,0,65.4,72.7,0,0,0,41.3,22.2,21.8,98.7,41.3,232,22.3,2457,21.8,463,95.0,0,2182,25.5,1029,6.83,601,3556,161,21.8,3.57,0,447,0,6174,194,136
2023-03-04 20:28:00,0,11925,16482,71639,0,85,204,0,0,0,66.4,124,123,164,66.4,221,31.1,70154,126,351,90.5,0,2000,32.0,6863,4.77,3757,77.8,1829,122,3.67,0,299,0,586,1845,155,11925,0,12431,72404,0,64,73.1,0.389,0,0,41.8,21.3,20.9,98.3,41,227,20.4,2461,21.9,392,95,0,2309,26.0,1042,5.14,4547,3540,165,20.9,3.80,0.389,447,0,9659,197,136
2023-03-04 20:30:00,0,11365,35257,96221,0,85.7,673,0,0,0,66.8,119,123,161,65.7,219,30.7,70160,126,454,90.2,0,1937,32.3,6770,4.63,22025,78.3,1742,122,4.13,0,500,0,1714,1771,152,11365,0,14089,75038,0,64.7,93.2,0.389,0,0,41.8,20.0,21.3,93.6,40.3,219,20.8,2473,21.9,564,95,0,2302,26.2,1026,10.6,24657,3600,163,21.3,4.27,0.389,594,0,25813,208,135
2023-03-04 20:32:00,0,10147,12755,71070,0,87.2,203,0,0,0,66.4,135,135,157,66.4,222,32.9,70139,132,402,90.1,0,1961,32.3,6892,4.03,171,77.7,1816,133,4.13,0,298,0,424,1847,152,10147,0,10325,70303,0,66.2,73.1,0,0,0,41.4,22.8,23.2,88.1,41,222,22.9,2463,22.8,471,95,0,2185,26.2,1031,9.95,597,3570,173,23.2,4.27,0,447,0,6283,192,135
2023-03-04 20:34:00,0,10439,13264,69949,0,87.2,276,0,0,0,66.4,135,128,161,66.1,226,33.7,70179,126,397,90.9,0,2039,32.3,6995,5.70,170,119,1894,127,3.67,0.389,299,0,423,1917,157,10439,0,10597,70937,0,66.2,81.6,0,0,0,41.7,22.8,21.9,98.6,41,229,24.1,2462,21.9,456,95.4,0,2300,26.2,1005,11.7,599,3556,178,21.9,3.80,0,448,0,6283,187,137
2023-03-04 20:36:00,0,10253,12261,72771,0,87.2,144,0.389,0,0,66.8,130,129,161,66.1,219,30.7,70072,126,419,90.1,0,1921,32.3,6818,4.30,178,120,1760,127,3.43,0.389,298,0,420,1765,155,10253,0,10429,70336,0,66.2,78.7,0,0,0,41.4,21.9,21.9,99.8,40.6,225,20.5,2464,21.9,504,95.4,0,2192,26.2,1041,9.85,597,3558,169,21.9,3.57,0,448,0,6242,178,137
2023-03-04 20:38:00,0,11624,12730,92589,0,87.2,202,0.389,0,0,67.1,130,129,163,65.7,218,32.1,70094,121,355,89.4,0,2012,32.3,6828,4.30,179,77.9,1814,127,3.43,0,297,0,440,1838,152,11624,0,11772,72369,0,66.2,73.1,0,0,0,41.3,21.8,21.8,95.6,40.2,219,22.5,2469,20.9,404,95.0,0,2315,26.2,1055,4.69,598,3539,159,21.8,3.57,0,447,0,6575,188,135
2023-03-04 20:40:00,0,10988,35132,95005,0,87.2,143,0,0,0,66.1,113,107,162,66.9,222,55.5,70061,104,454,90.5,0,1935,32.3,6746,5.10,22070,78.8,1759,105,3.43,0,500,0,1734,1803,152,10988,0,13724,74667,0,66.2,78.7,0,0,0,41,19,18.1,95.5,41.8,222,68.5,2463,18.4,566,95,0,2299,26.2,1004,5.92,24546,3541,157,18.1,3.57,0,594,0,25943,217,135
2023-03-04 20:42:00,0,10787,12762,71656,0,87.2,201,0,0,0,66.1,130,129,160,66.1,229,57.4,70117,132,401,89.8,0,1960,32.3,6975,3.83,173,77.4,1864,127,3.43,0,297,0,423,1890,154,10787,0,10965,71159,0,66.2,73.1,0,0,0,41.4,21.9,21.9,91.7,41,232,63.7,2457,22.8,470,95,0,2184,26.2,1040,4.26,600,3495,180,21.9,3.57,0,447,0,6276,206,135
2023-03-04 20:44:00,0,11401,13242,69611,0,87.2,262,0,0,0,66.4,141,140,162,66.0,226,32.5,70165,137,364,89.7,0,2041,31.8,6984,4.96,180,119,1897,138,3.43,0,297,0,429,1917,153,11401,0,11545,71718,0,66.2,74.2,0,0,0,41.3,23.7,28.7,101,41.0,229,21.3,2463,23.7,407,95.0,0,2287,25.7,1042,5.72,600,3508,156,23.7,3.57,0,447,0,6377,192,141
2023-03-04 20:46:00,0,9992,12256,69292,0,86.5,1481,0,0,0,66.4,124,123,164,65.7,221,31.5,70088,121,417,89.8,0,1890,31.6,6748,4.40,175,120,1746,122,3.43,0,298,0,425,1770,155,9992,0,10167,69876,0,65.5,100,0,0,0,41.4,25.9,20.9,103,40.3,226,26.1,2461,20.9,496,95,0,2172,25.5,1025,4.79,597,3557,169,20.9,3.57,0,447,0,6272,205,141
2023-03-04 20:48:00,0,11260,12722,67431,0,87.6,1730,0,0,0,65.7,124,123,161,66.1,219,32.9,70135,120,351,90.5,0,1998,31.8,6860,3.97,173,74.9,1822,122,3.67,0,298,0,422,1849,153,11260,0,11401,71298,0,66.2,105,0,0,0,40.6,25.9,20.9,93.5,40.6,225,27.7,2461,25.9,392,95,0,2313,25.7,1006,3.97,605,3494,166,25.8,3.80,0,447,0,6270,182,135
2023-03-04 20:50:00,0,11143,35070,96780,0,87.2,336,0,0,0,66.4,124,123,160,66.4,223,32.9,70123,121,456,90.8,0,1936,32.3,6918,4.63,21873,75.1,1782,122,3.90,0,499,0,1716,1805,152,11143,0,13876,74962,0,66.2,89.1,0,0,0,41.0,20.9,20.9,91.7,41.0,224,22.6,2462,20.9,565,95.0,0,2308,26.2,1057,5.05,24473,3538,159,25.8,4.03,0,593,0,25637,187,135
2023-03-04 20:52:00,0,10488,12796,73007,0,87.2,217,0,0,0,66.1,123,123,166,66.8,226,30.7,70146,126,431,89.8,0,1957,32.3,6987,7.68,182,76.7,1835,121,3.90,0,296,0,424,1848,154,10488,0,10678,70637,0,66.2,80.5,0,0,0,41,20.9,20.9,99.1,41.4,228,19.7,2468,21.9,516,95,0,2177,26.2,1055,8.14,606,3539,166,20.9,4.03,0,447,0,6274,185,137
2023-03-04 20:54:00,0,10956,13254,71150,0,87.2,261,0,0,0,66.8,130,129,166,66.4,220,58.0,70195,132,365,90.5,0,2038,32.3,7011,4.64,170,120,1911,127,3.67,0,298,0,423,1915,154,10956,0,11103,71224,0,66.2,74.2,0,0,0,41.7,21.9,21.9,105,41.4,221,63.9,2468,22.8,411,95,0,2283,26.2,1041,4.30,596,3556,164,21.9,3.80,0,447,0,6273,186,135
2023-03-04 20:56:00,0,10303,12275,80884,0,87.1,143,0,0,0,66.4,135,134,161,66.0,225,34.3,70079,132,432,89.7,0,1903,32.2,6788,3.26,175,121,1758,133,3.43,0,297,0.389,426,1780,153,10303,0,10489,70274,0,66.1,78.6,0,0,0,41.3,22.8,22.8,93.8,41.0,232,23.2,2460,22.8,515,94.9,0,2180,26.2,1057,3.26,603,3554,155,22.8,3.56,0,447,0,6322,190,135
2023-03-04 20:58:00,0,12289,12742,68989,0,87.2,202,0,0,0,65.3,135,135,163,66.1,225,32.9,70129,132,349,90.1,0,2006,32.3,6854,4.53,177,76.5,1834,133,3.43,0,298,0.389,420,1851,153,12289,0,12431,72383,0,66.2,73.1,0,0,0.389,39.9,22.8,22.8,95.3,41,233,23.1,2461,22.8,391,95,0,2310,26.2,1044,5.27,606,3539,158,22.8,3.57,0,447,0,6276,179,135
2023-03-04 21:00:00,0,11214,35074,97586,0,87.2,130,0,0,0,65.7,141,135,164,66.4,221,32.1,70083,137,422,89.8,0,1945,32.3,6798,5.81,21918,76.8,1772,133,3.43,0,500,0,1721,1802,154,11214,0,13920,74799,0,66.2,71.3,0,0,0.389,40.3,23.8,22.8,97.2,41,221,21.9,2472,23.8,520,95,0,2312,26.2,1040,6.97,24487,3569,154,22.8,3.57,0,593,0,25812,187,135
2023-03-04 21:02:00,0,9563,12247,68853,0,86.5,3141,0,0,0,66.8,130,129,163,66.1,225,30.7,70009,126,428,90.1,0,1913,32.3,6765,4.40,175,76.3,1762,127,3.43,0,298,0,418,1778,155,9563,0,9751,69168,0,65.5,120,0,0,0,41.7,21.9,21.9,101,40.6,226,19.7,2465,21.9,508,95,0,2184,26.2,1035,4.77,600,3540,156,21.9,3.57,0,447,0,6180,188,135
2023-03-04 21:04:00,0,10484,12719,67338,0,85.7,3448,0,0,0,66.4,124,118,163,65.7,218,33.7,70121,126,362,91.2,0,1993,32.3,6845,3.97,176,120,1820,116,3.90,0,297,0,424,1842,154,10484,0,10630,70354,0,64.7,126,0,0,0,42.1,20.9,20.0,101,40.6,217,23.4,2467,21.9,408,95,0,2284,26.2,1037,3.97,607,3585,155,20.0,4.03,0,447,0,6282,184,134
2023-03-04 21:06:00,0,9946,12280,97554,0,85.7,397,0,0,0,66.4,129,128,161,65.7,222,32.1,70061,131,426,90.1,0,1916,32.3,6779,5.37,154,122,1754,127,4.13,0,298,0,417,1761,155,9946,0,10128,70541,0,64.7,89.9,0,0.389,0,41.7,21.9,21.9,93.6,40.3,223,21.4,2452,22.8,513,95,0,2194,26.2,1027,5.75,590,3617,166,21.9,4.27,0,446,0,6179,181,137
2023-03-04 21:08:00,0,12021,12775,94358,0,87.2,218,0,0,0,66.4,124,123,163,66.1,225,30.7,70160,121,377,90.5,0,2021,32.3,6902,3.50,175,76.0,1837,122,3.90,0,298,0,425,1858,155,12021,0,12171,72910,0,66.2,88.3,0,0,0,41.4,20.9,20.9,97.4,40.7,232,20.1,2467,20.9,437,95.0,0,2323,26.2,1052,3.50,595,3541,160,20.9,4.04,0,447,0,6287,197,137
2023-03-04 21:10:00,0,12007,35699,96494,0,87.2,196,0,0,0,66.8,118,117,147,66.4,210,32.1,70128,115,425,90.1,0,1992,32.7,6905,6.73,21962,75.5,1815,116,3.43,0,496,0,1714,1825,154,12007,0,14711,76132,0,66.2,72.4,0,0,0,41.7,20.0,20.0,84.5,40.6,218,22.7,2464,20.0,522,95,0,2308,26.2,1046,7.91,24588,3539,178,20.0,3.57,0,594,0,25692,192,135
2023-03-04 21:12:00,0.389,10514,12787,71632,0,87.2,739,0,0,0,66.8,124,123,144,66.4,209,33.5,70128,126,436,89.8,0,1954,32.3,6939,5.33,180,76.2,1823,122,3.43,0,296,0,425,1851,155,10514,0.389,10704,70713,0,66.2,94.0,0,0,0,41.7,20.9,20.9,81.0,41,216,23.8,2465,21.9,518,95,0,2178,26.2,1084,6.08,610,3540,188,20.9,3.57,0,447,0.389,6285,206,136
2023-03-04 21:14:00,0,10883,12754,67897,0,87.2,734,0,0,0,66.4,112,112,164,66.4,221,31.5,70138,115,393,89.4,0,1999,32.3,6854,3.03,174,121,1821,110,4.29,0,298,0,421,1901,152,10883,0,11045,70827,0,66.2,86.6,0,0,0,41.4,19,19,103,41,222,21.2,2466,20.0,457,95,0,2284,26.2,1056,3.42,595,3556,156,19,4.03,0,447,0,6280,199,136
2023-03-04 21:16:00,0,9955,12242,69755,0,87.2,130,0,0,0,66.4,124,123,160,66.1,227,31.5,70021,115,388,90.1,0,1909,32.3,6794,4.30,176,122,1756,122,4.52,0,297,0,425,1781,152,9955,0,10121,69594,0,66.2,71.3,0,0,0,41.4,20.9,20.9,92.2,40.6,234,21.3,2460,20.0,453,95,0,2185,26.2,1054,5.06,596,3558,165,20.9,4.27,0,447,0,6282,184,135
2023-03-04 21:18:00,0,11459,12759,69220,0,87.2,217,0,0,0,66.4,130,129,163,66.4,221,32.3,70150,116,379,90.5,0,2004,32.3,6897,5.10,181,75.6,1822,127,3.90,0,298,0,427,1851,152,11459,0,11613,71730,0,66.6,80.5,0,0,0,41.7,21.9,21.9,95.7,41,222,21.9,2463,20.0,435,95,0,2306,26.2,1051,11.1,609,3540,191,21.9,4.03,0,447,0,6281,205,135
2023-03-04 21:20:00,0,12055,36259,100431,0,87.2,1537,0,0,0,66.1,124,123,163,66.4,222,30.7,70145,127,422,89.8,0,2054,32.3,7101,4.46,22093,75.5,1885,122,3.43,0,503,0,1714,1907,153,12055,0,14763,76628,0,66.6,94.8,0,0,0,41.8,20.9,20.9,95.4,41.0,223,19.7,2454,21.9,517,95.0,0.389,2313,26.2,1048,9.68,24636,3541,189,20.9,3.57,0,594,0,25780,202,137
2023-03-04 21:22:00,0,10030,13759,74310,0,86.5,145,0,0,0,66.4,125,123,163,66.1,223,32.1,70072,115,478,91.2,0,1912,32.3,6812,3.66,1487,76.3,1756,122,3.43,0,502,0,830,1776,155,10030,0,10685,70505,0,65.5,78.7,0,0,0,41.7,20.9,20.9,100,40.6,224,21.5,2461,20.0,598,95,0.389,2208,26.2,1043,3.27,2074,3539,164,20.9,3.57,0,593,0,7161,171,137
2023-03-04 21:24:00,0,10614,12761,68960,0,87.2,215,0,0,0,65.7,125,123,160,66.1,218,32.9,70132,120,390,89.8,0,1990,32.3,6838,3.93,184,122,1824,122,3.43,0,299,0,423,1843,154,10614,0,10771,70593,0,66.2,80.5,0,0,0,41,20.9,20.9,103,40.6,224,22.4,2467,20.9,451,95,0,2300,26.2,1022,9.44,610,3556,167,20.9,3.57,0,446,0,6274,194,135
2023-03-04 21:26:00,0,10249,12240,69394,0,87.2,130,0,0.389,0,65.7,130,129,159,66.1,223,33.6,70096,126,388,90.5,0,1907,32.3,6812,3.27,172,123,1763,127,3.43,0,297,0,424,1787,153,10249,0,10413,70086,0,66.2,71.3,0,0,0,41.4,22.2,21.9,91.3,41,229,22.6,2476,21.9,453,95,0,2184,26.2,1047,3.27,598,3587,167,21.9,3.96,0,447,0,6274,202,136
2023-03-04 21:28:00,0,12079,12760,67603,0,87.2,216,0,0,0.389,66.1,118,117,166,66.1,222,30.7,70156,120,384,89.8,0.389,2000,32.3,6845,6.97,169,77.3,1821,116,3.43,0,297,0,423,1838,153,12079,0,12234,72178,0,66.2,80.5,0.389,0,0,41,20.0,20.0,98.5,41,224,19.7,2463,20.9,443,95,0,2308,26.2,1046,8.51,592,3569,181,20.0,3.57,0,447,0,6276,202,135
2023-03-04 21:30:00,0,12198,36205,98426,0,87.2,262,0,0,0,66.1,124,123,163,66.1,221,31.9,70190,121,426,89.4,0,2049,32.0,7008,4.63,21923,76.1,1884,122,3.90,0,500,0,1725,1897,154,12198,0,14912,76577,0,66.2,74.2,0,0,0,41,20.9,20.9,95.8,40.6,220,25.7,2465,20.9,522,95.4,0,2312,26.0,1027,5,24576,3563,170,20.9,4.03,0,594,0,25801,189,141
2023-03-04 21:32:00,0,10019,17885,75639,0,87.2,131,0,0,0,66.0,129,128,163,66.0,222,32.9,70059,126,448,89.4,0,1911,32.3,6747,3.96,5484,76.2,1750,127,4.13,0,499,0,1019,1769,153,10019,0,11077,70959,0,66.2,71.3,0,0,0,41.0,21.8,26.8,95.4,40.6,222,28.1,2459,21.8,552,95.0,0,2183,26.2,1043,3.96,6458,3538,161,22.2,4.26,0.389,594,0,10941,182,135
2023-03-04 21:34:00,0,10373,12747,92168,0,87.2,216,0,0,0,66.4,124,123,160,66.1,223,30.7,70149,126,391,89.4,0,1990,32.3,6896,4.40,181,119,1836,122,3.67,0,296,0,416,1862,152,10373,0,10533,71203,0,66.2,80.5,0,0,0,41.7,20.9,26.2,98.0,41,229,19.7,2461,21.9,452,95,0,2279,26.2,1039,4.83,609,3556,168,20.9,3.80,0,447,0,6171,192,135
2023-03-04 21:36:00,0,10151,12248,72878,0,87.2,1565,0.389,0,0,66.4,124,123,161,66.4,225,32.9,70104,115,389,89.8,0,1907,32.3,6832,7.07,177,118,1746,122,3.43,0,297,0,429,1769,153,10151,0,10312,70908,0,66.2,89.3,0,0,0,41.4,25.9,20.9,94.2,41.4,226,28.0,2461,20.0,454,95,0,2186,26.2,1024,8.25,608,3558,164,25.9,3.57,0,447,0,6380,172,138
2023-03-04 21:38:00,0,11603,12758,68733,0,87.2,215,0,0,0,66.4,118,118,163,66.0,222,31.5,70120,115,382,90.5,0,2004,32.0,6886,3.73,171,77.4,1813,116,3.43,0.389,298,0,429,1843,154,11603,0,11759,72975,0,66.2,80.5,0,0,0,41.0,19.9,19.9,95.4,41.0,225,20.5,2470,24.9,444,94.6,0,2319,26.0,1054,3.73,594,3568,160,24.9,3.57,0,447,0,6381,199,135
2023-03-04 21:40:00,0,12504,36223,98757,0,85.7,277,0,0,0,66.4,130,129,160,65.7,220,31.5,70204,121,456,90.5,0,2044,31.6,7009,4.43,21952,77.9,1889,127,3.43,0.389,498,0,1719,1903,152,12504,0,15218,77345,0,64.7,89.4,0,0,0,41,21.9,21.9,91.6,40.6,221,21.2,2468,21.3,566,94.6,0,2315,25.5,1002,4.82,24574,3569,182,21.9,3.57,0,592,0,25733,209,135
2023-03-04 21:42:00,0,10052,22122,83702,0,85.7,897,0,0,0,66.4,130,129,161,66.1,223,32.1,70024,126,446,89.8,0,1906,31.6,6787,5.10,9530,77.1,1750,127,3.43,0,499,0,1176,1768,152,10052,0,11506,72020,0,64.7,86,0,0,0,41.4,21.9,21.9,93.2,41,230,22.3,2466,22.2,548,95,0,2183,25.5,1016,5.88,10907,3569,166,21.9,3.57,0,592,0,14459,210,137
2023-03-04 21:44:00,0,10519,12759,69066,0,87.6,1770,0,0,0,66.8,130,129,166,66.4,228,30.7,70148,132,398,89.4,0,1995,32.3,6885,3.93,182,118,1815,127,3.43,0,297,0,425,1833,154,10519,0,10683,70529,0,66.2,101,0,0,0,41.4,21.9,21.9,105,41,235,19.7,2460,22.8,462,95,0,2284,26.2,1037,4.42,611,3555,175,21.9,3.57,0,447,0,6284,179,137
2023-03-04 21:46:00,0,9538,12235,69134,0,87.7,130,0,0,0,67.2,124,123,162,66.1,223,32.1,70090,120,392,89.4,0,1912,32.5,6788,4.29,165,120,1748,122,3.43,0,296,0,425,1772,155,9538,0,9704,69371,0,66.2,71.3,0,0,0,42.1,20.9,20.9,93.6,41,224,21.6,2449,20.9,458,95,0,2184,26.4,1067,4.68,587,3557,174,20.9,3.57,0,447,0,6281,205,135
2023-03-04 21:48:00,0,11342,12215,66388,0,87.3,393,0,0,0,66.1,119,118,163,66.1,222,32.9,70089,121,349,89.8,0,1957,32.5,6689,4.29,172,76.9,1766,116,3.43,0,297,0,422,1781,156,11342,0,11484,70909,0,66.2,83.6,0,0,0,42.1,20.0,20.0,95.7,41,223,22.5,2452,20.9,390,95,0,2319,26.4,1054,4.68,596,3540,162,20.0,3.57,0,447,0,6280,179,137
2023-03-04 21:50:00,0,12705,36120,100158,0,87.2,1795,0,0,0,66.4,123,123,162,65.7,221,32.1,70188,120,451,89.8,0,2051,32.3,7069,5.70,21931,76,1885,121,3.43,0,502,0,1719,1896,154,12705,0,15425,77270,0,66.2,114,0,0,0,41.7,20.9,20.9,95.7,40.3,221,21.7,2466,20.9,563,95,0,2316,26.2,1039,6.49,24470,3540,165,20.9,3.57,0,594,0,25724,198,135
2023-03-04 21:52:00,0,9967,26309,86483,0,87.2,1460,0,0,0,66.1,124,123,161,65.3,220,30.7,70080,126,446,90.9,0,1898,32.3,6824,5.80,13590,75.7,1741,122,3.43,0,502,0,1360,1758,153,9967,0,11849,72341,0,66.2,92.9,0,0,0,41,20.9,20.9,93.6,39.9,226,20.4,2468,21.9,552,95,0,2177,26.2,1063,6.56,15312,3540,161,20.9,3.57,0,594,0,18208,177,135
2023-03-04 21:54:00,0,10739,12756,67943,0,87.2,215,0,0,0,66.1,123,123,161,66.4,222,32.9,70132,121,397,90.5,0,1993,32.3,6837,3.50,178,121,1823,121,3.43,0,296,0,421,1842,153,10739,0,10900,70779,0,66.2,80.5,0,0,0,41.4,20.9,20.9,100,41.4,228,22.7,2469,20.9,454,95,0,2282,26.2,1031,3.50,600,3556,168,20.9,3.57,0,447,0,6279,194,136
2023-03-04 21:56:00,0,10667,12806,81201,0,87.2,211,0,0,0,66.4,124,118,163,66.1,221,31.5,70161,121,427,90.2,0,1955,32.3,6841,3.27,162,122,1829,117,3.43,0,298,0,424,1855,153,10667,0,10846,71024,0,66.2,80.2,0,0,0,41.4,20.9,20.0,96.4,40.7,223,20.5,2457,20.9,507,95.0,0,2190,26.2,1024,3.27,599,3559,167,20.0,3.57,0,447,0,6284,204,136
2023-03-04 21:58:00,0,11909,12750,68747,0,86.5,137,0,0,0,66.4,135,135,161,66.4,225,32.1,70143,132,352,90.5,0,1987,32.3,6826,5.10,155,76.9,1816,133,3.43,0,298,0,415,1844,154,11909,0,12051,72009,0,65.5,71.7,0,0,0,41.7,22.8,22.8,94.0,41,228,21.6,2453,22.8,393,95,0,2301,26.2,1057,5.86,603,3563,161,22.8,3.57,0,447,0,6168,190,135
2023-03-04 22:00:00,0,12000,35612,123592,0,88.2,216,0,0,0,66.1,130,129,163,66.1,222,32.9,70146,126,457,90.1,0,2001,32.3,6910,5.11,21863,77,1816,128,3.90,0,500,0,1717,1842,153,12000,0,14731,76730,0,66.8,80.5,0,0,0,41.4,21.9,21.9,95.0,41.4,223,22.5,2454,21.9,568,95,0,2299,26.2,1044,4.83,24469,3563,160,21.9,4.03,0,593,0,25631,182,135
2023-03-04 22:02:00,0,10109,32286,118675,0,88.2,131,0,0,0,66.1,124,123,163,66.1,222,56.5,70023,121,449,90.2,0,1906,32.3,6809,3.73,19255,76.9,1762,122,4.14,0,499,0.389,1612,1790,153,10109,0,12584,74041,0,66.8,71.3,0,0,0.389,41.0,20.9,20.9,100,41.0,227,62.9,2449,20.9,555,95.0,0,2184,26.2,1023,3.73,21597,3564,178,20.9,4.27,0,594,0,23371,212,135
2023-03-04 22:04:00,0,10624,12731,69292,0,87.4,986,0,0,0,66.1,130,129,159,66.1,225,34.5,70153,126,364,89.8,0,1996,32.7,6872,3.60,177,121,1826,127,4.13,0,297,0.389,423,1859,156,10624,0,10770,70770,0,66.1,99.7,0,0,0.389,40.6,21.9,21.9,93.3,41,227,23.3,2457,21.9,412,95,0,2285,26.2,1033,3.60,605,3579,169,21.9,4.27,0,447,0,6275,204,137
