"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc138fa602f19f)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc138fa602f19f)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-22 09:58:00,0,85.9,17004,49203,269,0,0,8956,4780,4457,0,1837,117,0,113,306,34.3,119,67518,4.37,0,31.1,65.8,65.7,0,188,0.600,448,18328,306,2583,218,85.9,0,18777,115024,269,0,0,1904,1523,1462,0,224,27.7,0,19,378,29.0,27.7,2471,4.50,0,25,40.3,41,0,262,0.600,253,13659,439,1279,219
2023-03-22 10:00:00,0,83.7,14018,46021,269,0,0,9359,4376,4551,0,1970,123,0,124,308,32.1,119,67643,4.13,0,31.1,66.1,65.7,0,107,0,449,20101,307,2611,219,83.7,0,20555,117045,269,0,0,1963,1467,1451,0,223,29.0,0,20.9,376,21.8,27.7,2491,4.27,0,25,40.6,40.6,0,235,0,254,10665,438,1292,213
2023-03-22 10:02:00,0,79.3,13512,45473,270,0,0,8924,4741,4422,0.389,1873,128,0,124,307,30.7,130,67528,4.13,0,31.2,66.8,65.3,0,103,37.6,448,17382,507,2614,229,79.3,0,18061,113608,270,0,0,1875,1514,1460,0,242,30.3,0,20.9,377,19.7,30.3,2472,4.27,0,25.1,41.4,39.9,0,232,34.7,253,9984,583,1295,226
2023-03-22 10:04:00,0,76.7,13932,45844,269,0,0,9181,4361,4487,0.389,1923,128,0,129,305,32.9,130,67528,4.13,0,30.8,66.1,66.8,0,104,0,446,20210,307,2587,223,76.7,0,20665,117985,270,0,0,1918,1468,1451,0,240,30.3,0,21.9,380,27.6,30.3,2452,4.27,0,24.8,40.6,42.1,0,231,0,250,10577,439,1283,218
2023-03-22 10:06:00,0,80.7,15572,48246,270,0,0,9375,4739,27368,0,2006,128,0,129,306,56.2,119,67660,4.13,0,30.8,66.1,67.2,0,105,0.600,444,27813,305,2613,220,80.7,0,28263,150695,270,0,0,1948,1501,1974,0,239,30.3,0,21.9,378,62.9,27.7,2474,4.27,0,24.8,40.6,42.8,0,231,0.600,248,12200,440,1294,215
2023-03-22 10:08:00,0,80.4,16460,48997,270,0,0,8682,4805,29220,0,1787,122,0,124,306,58.7,118,67508,4.13,0,30.8,66.1,65.8,0,191,0.600,435,18357,305,2585,220,80.4,0,18828,141301,270,0,0,1757,1514,2035,0,201,29.0,0,20.9,378,64.8,27.7,2471,4.27,0,24.8,40.6,40.6,0,261,0.600,251,13073,440,1281,220
2023-03-22 10:10:00,0,81.1,15041,46935,269,0,0,9340,4365,4550,0,1958,132,0,123,308,33.9,124,67694,4.13,0,31.6,66.4,65.7,0,109,0,445,29512,309,2614,227,81.1,0,29933,127318,269,0,0,1868,1423,1398,0,180,31.6,0,20.9,378,22.8,34.7,2492,4.27,0.389,25.1,41,40.9,0,233,0,257,11706,438,1295,229
2023-03-22 10:12:00,0,85.1,14093,45806,270,0,0,8836,4733,4389,0,1819,128,0,129,306,31.1,129,67581,4.13,0,30.8,65.7,66.1,0,106,37.6,447,19748,507,2583,223,85.1,0,20421,116363,270,0,0,1764,1479,1396,0,178,30.7,0,22.2,379,19.7,30.3,2486,4.66,0,24.8,40.3,42.0,0,231,34.7,251,10578,585,1279,218
2023-03-22 10:14:00,0,87.0,13238,44858,269,0,0.389,9098,4347,4466,0,1897,116,0,124,307,33.7,124,67685,4.60,0,30.8,66.2,65.8,0,104,0.389,445,20264,304,2584,219,87.0,0,20708,116686,269,0,0.389,1788,1407,1411,0,187,27.7,0,20.9,378,23.4,29.0,2499,4.73,0,24.8,40.4,41.7,0,231,0,253,9888,441,1281,213
2023-03-22 10:16:00,0,77.8,14028,45915,269,0,0,9301,4694,4513,0,1936,128,0,124,308,31.5,119,67719,4.60,0,30.8,65.5,65.7,0,120,0.600,449,29013,303,2587,225,77.8,0,29427,131236,268,0,0,1869,1452,1419,0,186,30.3,0,20.9,378,21.0,27.7,2508,4.73,0,24.8,40.0,42.5,0,245,0.600,254,10683,441,1287,225
2023-03-22 10:18:00,0,79.6,14326,46040,270,0,0,8539,4683,4287,0,1726,122,0,135,308,32.1,130,67514,4.52,0,31.2,65.8,65.7,0,198,0.600,447,20292,304,2584,222,79.6,0,20743,116901,270,0,0,1709,1467,1392,0,196,33.9,0,22.8,379,21.6,30.3,2500,4.27,0,25.1,40.3,41,0,276,0.600,252,10965,440,1284,222
2023-03-22 10:20:00,0,89.5,12922,44682,269,0,0,9047,4363,4476,0,1873,122,0.389,124,307,32.1,130,67670,4.13,0,30.8,65.3,65.7,0,9789,0,449,28513,306,2584,223,89.5,0,28938,137051,269,0,0,1788,1443,1405,0,182,29.0,0,20.9,379,21.6,30.3,2489,4.27,0,24.8,39.9,41.7,0,340,0.389,254,9578,441,1277,219
2023-03-22 10:22:00,0,84.8,14095,46127,270,0,0,8932,4794,4437,0,1802,128,0.389,124,306,32.9,130,67586,4.13,0,30.8,65.3,66.1,0,9786,37.6,447,18801,504,2585,225,84.8,0,19477,126043,270,0,0,1847,1517,1443,0,212,30.3,0,20.9,379,22.4,30.3,2497,4.27,0,24.8,40.3,41,0,337,35.1,251,10575,589,1280,221
2023-03-22 10:24:00,0,78.2,13421,45299,269,0,0,9190,4436,4519,0,1900,128,0,129,309,31.5,124,67635,4.13,0,30.8,65.7,66.1,0,104,0,450,20241,307,2585,219,78.2,0,20685,117271,269,0.389,0,1919,1489,1454,0,227,30.3,0,21.9,377,20.6,29.0,2474,4.27,0,24.8,40.3,41,0,232,0,254,10066,439,1281,213
2023-03-22 10:26:00,0,80,16288,48455,270,0,0,9326,4735,4551,0,1966,122,0,124,308,30.7,135,67738,4.13,0,31.2,66.0,65.3,0,105,0.367,450,23811,306,2602,223,80,0,24236,121014,270,0.389,0,1927,1501,1426,0.389,219,29.0,0,26.4,378,19.7,31.6,2494,4.27,0,25.1,40.6,41.4,0.389,232,0.367,256,12945,438,1288,223
2023-03-22 10:28:00,0,80.4,14913,46686,270,0,0,8828,4723,4388,0,1810,122,0,128,306,32.9,124,67586,4.13,0,30.8,65.8,65.7,0.389,187,0.600,450,20296,309,2583,222,80.4,0,20749,116458,270,0,0,1779,1459,1403,0.389,175,29.0,0,21.9,379,22.4,29.0,2478,4.27,0,24.8,40.3,41,0.389,264,0.600,255,11564,438,1279,222
2023-03-22 10:30:00,0,82.2,12447,44131,269,0,0,9078,4353,4478,0,1891,111,0,118,307,31.5,124,67632,4.13,0,30.8,65.7,65.7,0.389,107,0,446,27093,308,2584,226,82.2,0,27538,124128,269,0,0,1843,1412,1429,0,196,26.3,0,20.0,379,20.6,29.0,2484,4.27,0,24.8,40.3,41.4,0,236,0,249,9102,438,1281,223
2023-03-22 10:32:00,0.389,82.9,13467,45222,270,0,0,8865,4723,4394,0,1809,116,0,117,309,32.1,130,67577,4.13,0,30.8,66.1,65.3,0,104,37.6,447,17477,510,2586,222,82.9,0.389,18164,114234,270,0,0,1827,1479,1420,0,182,27.7,0,20.0,378,21.6,30.3,2475,4.27,0,24.8,40.6,39.9,0,233,34.7,251,9944,584,1279,216
2023-03-22 10:34:00,0,91.4,13471,45820,270,0,0,8889,4350,27271,0,1826,122,0,129,308,30.7,136,67599,4.13,0.389,31.2,66.1,65.7,0,103,0,453,29703,309,2585,221,91.4,0,30131,150402,270,0,0,1821,1458,1986,0,226,29.0,0,21.9,379,19.7,31.6,2474,4.27,0,25.1,40.6,41,0,232,0,263,10127,438,1279,214
2023-03-22 10:36:00,0,84.0,14674,47193,270,0.389,0,9304,4716,27402,0,1952,133,0,135,306,32.3,136,67702,4.13,0,30.8,65.4,65.7,0,106,0,451,17799,305,2584,225,84.0,0,18257,138406,269,0,0,1895,1512,1985,0,222,31.6,0,22.8,379,21.5,31.6,2479,4.27,0,24.8,40.3,41.4,0,230,0,256,11318,441,1280,220
2023-03-22 10:38:00,0,84.8,15273,47281,270,0,0,8898,4798,6498,0,1811,122,0,129,307,33.7,130,67631,4.13,0,30.8,65.4,66.4,0,191,0.600,445,20322,307,2583,223,84.8,0,20766,119062,270,0,0,1803,1518,1515,0,197,29.0,0,21.9,379,23.3,30.3,2498,4.27,0,24.8,39.9,41.8,0,264,0.600,250,11923,439,1277,224
2023-03-22 10:40:00,0,86.2,12917,44600,269,0,0,9069,4352,4467,0,1884,128,0,124,305,32.1,124,67668,4.13,0,30.5,65.7,66.4,0,106,0,446,29500,303,2585,221,86.2,0,29939,126660,269,0,0,1813,1422,1415,0,186,30.3,0,20.9,381,21.6,29.0,2500,4.27,0,24.4,40.3,41,0,236,0,250,9576,442,1281,215
2023-03-22 10:42:00,0,90.6,14266,46104,270,0,0,9083,4724,4493,0,1892,122,0,135,307,31.5,124,67649,4.13,0,30.8,65.7,66.4,0,107,37.6,448,20249,505,2614,218,90.6,0,20923,117406,270,0,0,1820,1469,1423,0,200,29.0,0.389,22.8,379,20.8,29.0,2484,4.27,0,24.8,40.3,42.5,0,231,34.7,252,10744,587,1295,211
2023-03-22 10:44:00,0,87.0,14086,45763,270,0,0,8883,4385,4412,0,1833,128,0,129,308,33.7,124,67604,4.13,0,30.8,65.7,66.1,0,105,0,449,28965,306,2583,226,87.0,0,29386,125474,270,0,0,1755,1420,1401,0,185,30.3,0,21.9,378,28.7,29.0,2487,4.27,0,24.8,40.6,41.4,0,232,0,254,10743,439,1279,222
2023-03-22 10:46:00,0,85.1,13638,45392,268,0,0,9287,4717,4524,0,1997,139,0,128,310,32.1,113,67720,4.13,0,30.8,66.1,65.7,0,120,0,448,19174,307,2585,226,85.1,0,19633,116248,268,0,0,1829,1455,1394,0,197,32.9,0,21.9,377,21.7,26.3,2506,4.27,0,24.8,41,41,0,246,0,252,10285,438,1285,222
2023-03-22 10:48:00,0,83.3,13354,45078,269,0,0,8883,4723,4391,0,1831,139,0,140,308,31.5,119,67584,4.13,0,30.5,66.1,65.7,0,203,0.600,447,20214,307,2585,220,83.3,0,20676,116874,268,0,0,1770,1458,1412,0,186,32.9,0,23.8,378,25.7,27.7,2491,4.27,0,24.4,40.6,40.6,0,277,0.600,250,10002,438,1285,218
2023-03-22 10:50:00,0,79.3,13794,45631,269,0,0,9112,4353,4460,0,1912,139,0,129,308,31.5,124,67665,4.13,0,30.8,66.1,65.7,0,109,0,433,28302,305,2583,221,79.3,0,28734,125737,269,0,0,1854,1426,1418,0,196,32.9,0,21.9,377,25.7,29.0,2505,4.27,0,24.8,40.6,40.3,0,234,0,243,10450,441,1277,215
2023-03-22 10:52:00,0,83.3,13741,45697,270,0,0,9349,4791,4555,0,1948,133,0,135,310,32.2,124,67702,4.13,0,30.8,66.1,66.1,0,104,37.6,436,20248,508,2584,225,83.3,0,20910,118055,270,0,0,1911,1504,1415,0,184,31.6,0,22.8,376,20.6,29.4,2508,4.27,0,24.8,40.6,41,0,233,34.7,248,10231,586,1279,220
2023-03-22 10:54:00,0,81.5,12937,44636,270,0,0,8745,4465,4363,0,1750,117,0,124,308,32.1,124,67498,4.60,0,31.3,66.1,66.1,0,104,0,450,27875,305,2587,228,81.5,0,28295,124102,270,0,0,1769,1478,1424,0,182,27.7,0,20.9,377,21.6,29.4,2473,4.73,0,25.2,40.6,41,0,233,0,260,9596,440,1282,224
2023-03-22 10:56:00,0,87.7,15434,47902,269,0,0,9309,4724,27360,0,1953,122,0,124,307,32.9,119,67694,4.83,0,31.2,65.7,66.1,0,104,0.367,444,18175,306,2584,224,87.7,0,18635,138572,269,0,0,1883,1463,1970,0,182,29.0,0,20.9,377,22.5,27.7,2484,4.97,0,25.1,40.3,40.6,0,232,0.367,248,12080,440,1281,223
2023-03-22 10:58:00,0,84.4,16262,48299,269,0,0,8892,4737,4428,0,1825,128,0,129,310,30.7,129,67619,4.37,0,31.3,66.1,66.2,0,191,0.600,447,26182,305,2614,221,84.4,0,26619,123145,270,0,0,1828,1460,1418,0,187,30.3,0,21.9,375,19.7,35.3,2504,4.50,0,25.2,40.6,41.8,0,261,0.600,251,12913,440,1295,222
2023-03-22 11:00:00,0,83.3,12661,44240,269,0,0,9099,4348,4469,0,1888,128,0,134,307,34.3,136,67681,4.13,0,30.8,66.1,66.1,0,106,0,447,17268,305,2584,222,83.3,0,17741,113788,270,0,0,1839,1410,1405,0,180,30.3,0,22.8,378,24.5,36.6,2503,4.27,0,24.8,40.6,42.2,0,235,0,252,9296,441,1280,217
2023-03-22 11:02:00,0,77.8,13377,45201,269,0,0,9308,4720,4535,0,1957,128,0,124,310,32.9,118,67756,4.13,0,30.8,66.1,66.1,0,103,37.6,448,20226,506,2585,226,77.8,0,20893,118129,269,0,0,1862,1464,1416,0,190,30.3,0,20.9,375,22.7,27.7,2507,4.27,0,24.8,40.6,41.4,0,232,34.7,259,9858,588,1281,222
2023-03-22 11:04:00,0,82.2,13698,45453,269,0,0,8612,4345,4319,0.389,1741,122,0,124,306,30.7,124,67517,4.13,0,30.5,65.8,66.1,0,105,37.6,447,29876,504,2585,225,82.2,0,30510,126529,270,0,0,1733,1430,1420,0,194,29.2,0,20.9,380,19.7,29.0,2475,4.27,0,24.4,40.3,41,0,231,34.7,257,10199,588,1286,220
2023-03-22 11:06:00,0,84.0,14032,46033,269,0,0,9301,4715,4532,0,1949,117,0,118,304,31.5,130,67723,4.13,0,30.8,65.7,66.1,0,105,0,448,20237,305,2585,223,84.0,0,20676,117275,269,0,0,1912,1502,1433,0,224,32.6,0,20.0,380,20.6,30.3,2497,4.27,0,24.8,40.3,40.6,0,232,0,253,10688,440,1286,223
2023-03-22 11:08:00,0,87.3,14665,46737,269,0,0,8888,4822,6507,0,1812,128,0,118,308,34.3,130,67591,4.13,0,31.2,65.3,66.1,0,191,0.600,449,28830,309,2613,222,87.3,0,29248,127850,270,0,0,1789,1521,1530,0,195,30.3,0,20.0,378,24.3,30.3,2493,4.27,0,24.8,39.9,41.7,0,262,0.600,254,11331,439,1293,218
2023-03-22 11:10:00,0,82.2,12980,44515,270,0,0,9012,4308,4436,0,1869,133,0,129,310,33.9,124,67672,4.13,0,30.9,65.7,66.1,0,108,0,448,18991,306,2585,222,82.2,0,19440,115345,270,0,0,1743,1406,1407,0,179,31.6,0,21.9,375,23.7,29.0,2479,4.66,0,24.4,40.3,42.1,0,235,0,251,9623,440,1280,217
2023-03-22 11:12:00,0,83.7,14353,46133,269,0,0.389,9253,4690,4498,0,1932,111,0,118,307,31.1,130,67736,4.13,0,30.5,65.8,65.7,0,105,10,448,20233,355,2585,221,83.7,0,20725,117843,269,0,0,1806,1469,1395,0,193,26.3,0,20.0,377,20.1,30.3,2484,4.66,0.389,24.4,40.3,41,0,231,9.27,253,10966,477,1280,217
2023-03-22 11:14:00,0,81.5,14122,45963,270,0,0.389,8809,4324,4372,0,1794,122,0,118,307,34.3,136,67625,4.52,0,30.8,66.1,65.8,0,104,95.0,445,27960,812,2585,223,81.5,0,28933,125320,270,0,0,1746,1431,1405,0,185,29.0,0,25.4,377,24.3,31.6,2487,4.27,0.389,24.8,40.3,41.4,0,231,87.3,249,10374,805,1280,223
2023-03-22 11:16:00,0,78.5,13671,45410,267,0,0,8978,4677,4431,0,1869,122,0,124,306,34.3,129,67685,4.52,0,30.8,66.4,66.0,0,102,38.0,452,20168,509,2584,220,78.5,0,20840,116900,267,0,0.389,1767,1465,1397,0,186,29.4,0,26.3,378,24.3,30.3,2492,4.27,0,24.8,40.6,40.3,0,233,35.1,257,10159,584,1279,219
2023-03-22 11:18:00,0,79.6,13985,45736,268,0,0,8804,4695,4362,0,1799,128,0,128,305,30.7,124,67588,4.13,0,30.5,66.1,65.8,0,187,0,453,27592,307,2585,225,79.6,0,28025,124881,268,0,0.389,1750,1468,1395,0,193,30.7,0,21.9,380,19.7,29.0,2488,4.27,0,24.4,40.6,40.6,0,262,0.389,258,10643,439,1281,221
2023-03-22 11:20:00,0,78.5,13094,44776,270,0,0,9025,4329,4446,0,1869,128,0,140,306,32.9,129,67640,4.13,0,30.5,65.7,65.7,0,9751,0.600,446,17849,306,2585,222,78.5,0,18307,124461,270,0,0,1821,1435,1409,0,209,30.3,0,23.8,379,22.4,30.3,2480,4.27,0,24.4,40.3,40.6,0,288,0.600,249,9732,440,1280,216
2023-03-22 11:22:00,0,81.1,13724,46138,269,0,0,9329,4787,27476,0,1938,127,0.389,123,305,32.9,136,67724,4.13,0,30.8,66.1,65.7,0,103,0,447,26163,304,2584,221,81.1,0,26583,147205,269,0,0,1873,1535,1887,0,212,30.3,0,20.9,380,22.4,31.6,2504,4.27,0,24.8,40.6,41,0,231,0,257,10381,440,1279,215
2023-03-22 11:24:00,0,84.8,14583,46496,270,0,0,8899,4415,4413,0,1813,122,0,129,306,32.1,124,67637,4.60,0,30.8,65.7,66.1,0,102,37.6,451,17346,507,2585,221,84.8,0,18021,113179,270,0,0,1796,1475,1448,0,237,29.0,0,21.9,379,21.7,29.0,2503,4.73,0,24.8,40.3,41.4,0,234,34.7,255,11060,587,1280,215
2023-03-22 11:26:00,0,76.0,16362,48489,270,0,0,9119,4724,4456,0,1886,122,0,124,309,32.9,124,67612,4.83,0,30.7,65.7,66.1,0,103,37.6,447,20301,509,2584,223,76.0,0,20954,117160,270,0,0,1879,1512,1445,0,227,29.0,0,20.9,375,22.5,29.0,2484,4.97,0,24.6,40.3,41.4,0,233,34.7,251,12847,585,1279,223
2023-03-22 11:28:00,0,82.2,16353,48570,269,0,0,9131,4766,4493,0,1891,122,0,124,310,31.5,124,67654,4.83,0,30.9,65.7,65.3,0.389,186,0,448,29942,306,2583,228,82.2,0,30358,128175,269,0.389,0,1881,1520,1451,0,223,29.0,0,20.9,375,25.7,29.0,2477,4.97,0,24.9,40.3,41,0,261,0,252,13012,439,1279,230
2023-03-22 11:30:00,0,79.3,13157,44856,270,0,0,8839,4342,4376,0,1803,111,0,112,310,30.7,136,67654,4.83,0,31.5,65.7,65.0,0,108,0.600,447,20213,306,2585,218,79.3,0,20666,116474,270,0,0,1822,1458,1430,0,207,26.3,0,19,377,19.7,31.6,2490,4.97,0,25.5,40.3,40.3,0,234,0.600,252,9797,441,1280,213
2023-03-22 11:32:00,0,81.5,13536,45444,269,0,0,9268,4717,4515,0,1953,122,0,124,305,32.1,136,67708,4.83,0.389,31.5,65.7,65.7,0,105,0,436,29099,306,2586,221,81.5,0,29507,126911,269,0,0,1877,1500,1439,0,218,29.0,0,20.9,379,21.6,31.6,2488,4.97,0,25.5,40.3,41.4,0.389,231,0,246,10209,440,1283,215
2023-03-22 11:34:00,0.389,81.8,14306,46131,270,0,0,8873,4347,4400,0,1815,122,0,124,308,34.3,136,67562,4.37,0.389,31.2,65.8,65.4,0,104,37.6,436,19340,509,2584,209,81.8,0.389,20008,115501,270,0,0,1824,1460,1441,0.389,228,29.0,0,20.9,378,24.3,31.6,2466,4.50,0,25.1,40.3,41,0.389,231,34.7,246,10785,585,1278,209
2023-03-22 11:36:00,0.389,83.7,15712,47864,270,0,0,9163,4729,4492,0,1896,128,0,129,306,32.9,124,67649,4.13,0,31.2,66.0,66.1,0,105,37.6,448,20253,509,2583,209,83.7,0.389,20928,117354,270,0,0,1949,1522,1441,0.389,233,30.3,0,21.9,379,22.4,29.0,2478,4.27,0,25.1,40.6,40.6,0,230,34.7,253,12188,585,1277,214
2023-03-22 11:38:00,0,80.4,15614,48542,269,0.389,0,9242,4847,29398,0,1896,133,0,135,307,30.7,113,67656,4.13,0,31.2,66.0,66.1,0,186,0,447,28604,309,2585,223,80.4,0,29023,151924,269,0,0,1943,1560,2131,0,229,31.6,0,22.8,377,19.7,26.3,2510,4.27,0,25.1,41,41.8,0,261,0,252,12269,435,1286,220
2023-03-22 11:40:00,0,76.0,14225,46605,270,0.389,0,8627,4356,27174,0,1745,122,0,128,310,32.1,119,67547,4.13,0,31.2,65.8,66.1,0,107,0.600,445,20218,309,2586,218,76.0,0,20665,138876,270,0,0,1827,1475,2030,0,218,29.0,0,21.9,376,26.6,27.7,2487,4.27,0,25.1,41.0,41.8,0,235,0.600,250,10871,437,1287,211
2023-03-22 11:42:00,0,74.9,15417,47581,269,0,0,9348,4739,4564,0,1967,111,0,118,305,32.9,119,67686,4.13,0,31.2,65.6,66.1,0,104,0,447,28052,309,2583,219,74.9,0,28454,125757,269,0,0,1952,1546,1464,0,244,26.3,0,20.0,380,22.6,27.7,2477,4.27,0,25.1,40.7,41.1,0,232,0,257,12085,436,1278,213
2023-03-22 11:44:00,0,73.8,13952,45922,270,0,0,8907,4360,4423,0,1827,116,0,117,307,34.3,130,67605,4.13,0,30.9,65.6,66.4,0,103,37.6,447,18285,511,2582,228,73.8,0,18955,114454,270,0,0,1915,1483,1453,0,238,27.7,0.389,20.0,379,24.9,30.3,2489,4.27,0,24.9,40.3,41,0,233,34.7,251,10430,585,1277,228
2023-03-22 11:46:00,0,77.8,14939,47100,269,0,0,9122,4737,4483,0,1935,128,0,124,306,32.1,124,67667,4.13,0,30.7,65.7,66.1,0,117,37.6,447,20239,511,2585,225,77.8,0,20915,117888,269,0,0,1950,1516,1426,0,239,30.3,0,20.9,378,21.9,33.9,2486,4.27,0,24.6,40.3,41,0,246,34.7,251,11421,585,1280,225
2023-03-22 11:48:00,0,85.1,13944,45990,268,0,0,9314,4734,4554,0,1963,121,0,124,305,30.7,130,67732,4.13,0,30.9,65.7,66.9,0,185,0,449,21639,309,2586,220,85.1,0,22092,119196,268,0,0,1957,1510,1429,0,223,29.0,0,20.9,379,19.7,35.2,2501,4.27,0,24.9,40.3,41.8,0,263,0,253,10597,437,1282,214
2023-03-22 11:50:00,0,85.9,14061,45907,270,0,0,8648,4352,4359,0,1800,122,0,124,306,59.5,130,67593,4.13,0,30.5,66.1,66.5,0,107,0.600,449,20226,309,2584,223,85.9,0,20703,115777,270,0,0,1811,1453,1442,0,251,29.0,0,20.9,380,66.1,30.3,2509,4.27,0,24.4,40.6,42.2,0,235,0.600,258,10667,437,1279,220
2023-03-22 11:52:00,0,81.9,15359,47578,269,0,0,9417,4809,4571,0,1968,122,0,129,309,35.5,124,67741,4.13,0,30.5,65.7,65.7,0,102,0.233,445,28781,307,2583,224,81.9,0,29206,126770,269,0,0,1922,1544,1440,0,232,29.0,0,21.9,376,24.5,29.0,2506,4.27,0,24.4,40.3,41.7,0,233,0.233,254,12018,438,1282,224
2023-03-22 11:54:00,0,80,13572,45510,269,0,0,8956,4453,4421,0,1819,128,0,129,306,30.7,130,67619,4.13,0,30.5,65.3,65.7,0,103,37.6,447,19215,507,2583,221,80,0,19893,115765,269,0,0,1878,1484,1456,0,222,30.3,0,21.9,378,19.7,30.3,2504,4.27,0,24.4,39.9,41.7,0,232,34.7,251,10043,585,1284,214
2023-03-22 11:56:00,0,82.9,15163,47376,270,0,0,9101,4752,4475,0,1894,128,0,135,304,32.8,124,67701,4.13,0,30.5,65.7,65.7,0,106,37.6,453,29201,505,2585,225,82.9,0,29851,127205,270,0,0,1888,1504,1447,0,224,35.2,0,22.8,379,21.6,29.4,2517,4.27,0,24.4,40.3,40.6,0,230,34.7,258,11657,588,1281,221
2023-03-22 11:58:00,0,79.3,13535,45578,269,0,0,9341,4750,4547,0,1955,133,0,124,306,33.6,130,67774,4.13,0,30.5,65.8,65.7,0,188,0,447,19466,304,2585,222,79.3,0,19932,116578,269,0,0,1945,1498,1458,0,227,31.6,0,20.9,378,22.4,30.7,2516,4.27,0,24.4,40.3,41.4,0,260,0,252,10179,442,1281,218
2023-03-22 12:00:00,0,78.2,12351,44047,270,0,0,8846,4369,4398,0,1821,122,0,124,307,32.3,119,67586,4.13,0,30.5,66.1,66.1,0,109,0.600,446,20165,305,2584,221,78.2,0,20623,116402,270,0,0,1841,1457,1454,0,225,29.0,0,20.9,377,21.4,27.7,2496,4.27,0,24.4,40.6,41.4,0,234,0.600,250,8990,439,1279,214
2023-03-22 12:02:00,0,78.9,13276,45300,270,0,0,9183,4762,4482,0.389,1913,127,0,123,310,30.7,136,67624,4.13,0,30.5,66.1,66.1,0,104,0,451,28700,308,2613,224,78.9,0,29127,126683,270,0,0,1920,1518,1461,0,240,30.3,0,20.9,376,19.7,31.6,2492,4.27,0,24.4,41,42.5,0,232,0,256,9932,437,1292,224
2023-03-22 12:04:00,0,76.0,12737,44559,269,0,0,8882,4338,4401,0.389,1810,122,0,129,308,34.3,136,67586,4.13,0,30.9,66.1,65.7,0,103,37.6,449,20208,508,2585,223,76.0,0,20877,116524,269,0,0,1876,1449,1457,0,223,29.0,0,26.8,378,24.3,31.6,2486,4.27,0,24.9,41,41.4,0,233,34.7,254,9219,586,1280,223
2023-03-22 12:06:00,0,77.1,15493,47723,270,0,0,9109,4747,4490,0,1898,127,0,118,307,32.9,124,67675,4.13,0,31.2,65.7,65.8,0,104,37.6,447,28168,510,2587,222,77.1,0,28794,127367,270,0,0,1928,1513,1458,0,232,30.3,0,22,378,22.4,29.0,2500,4.27,0,25.1,40.3,41,0,233,34.7,251,11996,583,1283,217
2023-03-22 12:08:00,0,84.0,19303,52593,269,0,0,9477,4807,29458,0,1970,133,0,130,311,1266,130,67726,4.13,0,30.9,65.7,65.8,0,188,0,447,18629,306,2589,225,84.0,0,19004,143787,269,0,0,1951,1543,2126,0,235,31.6,0,30.1,374,109,30.3,2496,4.27,0,24.9,40.3,40.3,0,262,0,251,15999,440,1279,221
2023-03-22 12:10:00,0,79.6,13893,45676,270,0,0.389,8872,4352,4401,0,1821,122,0,124,310,31.5,124,67605,4.13,0,30.5,66.0,65.7,0,108,0.600,447,20144,309,2583,225,79.6,0,20600,116803,270,0,0,1843,1460,1430,0,219,29.0,0,29.0,376,20.6,29.0,2499,4.27,0,24.4,40.6,41.4,0,235,0.600,251,10535,437,1279,220
