"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc138fa602f19f)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc138fa602f19f)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-22 04:32:00,0,77.4,12881,44692,270,0,0,9100,4717,4457,0,1877,128,0,129,307,32.9,136,67671,4.13,0,31.6,66.1,65.7,0,105,0,449,27688,309,2582,226,77.4,0,28116,125109,269,0,0,1899,1475,1407,0,173,30.3,0,21.9,378,22.6,22.8,2494,4.27,0,25.5,40.6,40.3,0,231,0,255,9543,436,1276,222
2023-03-22 04:34:00,0,84.8,14197,46012,270,0,0,9317,4352,4528,0,1951,133,0,135,306,31.5,130,67725,4.13,0,31.6,65.7,65.7,0,104,0.600,434,18007,309,2585,223,84.8,0,18464,114857,270,0,0,1902,1433,1405,0,186,31.6,0,22.8,379,20.9,21.9,2496,4.27,0,25.5,40.6,40.7,0,232,0.600,249,10843,438,1291,218
2023-03-22 04:36:00,0,74.9,15578,47645,270,0,0,8843,4727,4396,0,1825,128,0,129,307,30.7,136,67618,4.13,0,31.6,65.7,65.7,0,116,0,434,26017,309,2587,221,74.9,0,26451,122661,270,0,0,1833,1519,1434,0,236,35.2,0,21.9,376,19.7,22.8,2491,4.27,0,25.5,40.6,41.0,0,247,0,244,12245,438,1282,215
2023-03-22 04:38:00,0,77.1,16324,48756,269,0,0,9173,4813,6560,0,1889,122,0,129,305,33.5,130,67655,4.13,0,31.6,66.5,65.7,0.389,201,37.6,447,19177,508,2584,220,77.1,0,19847,118897,269,0,0,1917,1549,1564,0,223,33.9,0.389,21.9,380,23.3,21.9,2499,4.27,0,25.5,41.1,41,0,277,34.7,251,12816,586,1279,221
2023-03-22 04:40:00,0,80.7,12592,44369,270,0,0,8887,4367,4407,0,1818,127,0,128,306,32.9,124,67568,4.13,0,31.6,67.0,65.7,0,107,0,449,20181,307,2584,222,80.7,0,20633,116234,270,0,0,1904,1476,1448,0,216,30.3,0,21.9,379,22.4,20.9,2482,4.27,0,25.5,41.6,40.6,0,235,0,255,9242,439,1279,216
2023-03-22 04:42:00,0,84.4,13702,45719,268,0,0,9114,4744,4482,0,1910,122,0,129,308,31.5,119,67607,4.13,0,32.0,66.1,65.7,0,104,0,448,29614,305,2587,227,84.4,0,30020,127084,268,0,0,1909,1517,1449,0,241,29.0,0,21.9,376,20.6,20.0,2480,4.27,0,26.0,40.7,41.7,0,231,0,253,10372,440,1282,223
2023-03-22 04:44:00,0,89.2,15130,47170,270,0,0,9406,4372,4575,0,1965,116,0,124,305,32.1,119,67642,4.13,0,32.0,65.8,65.3,0,103,0.600,445,20253,306,2585,223,89.2,0,20707,117395,270,0,0,1940,1466,1461,0,223,27.7,0,25.9,377,21.6,20.3,2473,4.27,0,26.0,40.3,42.1,0,232,0.600,250,11780,439,1281,218
2023-03-22 04:46:00,0,88.4,15956,48740,270,0,0,8931,4744,27256,0,1877,133,0,129,306,33.7,124,67553,4.13,0,32.3,65.7,65.3,0,103,0,448,28654,307,2584,221,88.4,0,29085,148976,270,0,0,1882,1526,2036,0,240,31.6,0,26.9,378,23.3,20.9,2472,4.27,0,26.2,40.3,40.6,0,232,0,254,12630,438,1280,215
2023-03-22 04:48:00,0,87.0,15398,48180,269,0,0,9176,4780,27296,0,1912,128,0,135,310,31.5,129,67572,4.13,0,32.3,65.3,65.7,0,185,37.6,450,18945,503,2611,226,87.0,0,19626,139556,269,0,0,1927,1544,2026,0,227,30.3,0,22.8,374,20.5,21.9,2457,4.27,0,26.2,39.9,40.3,0,262,34.7,256,11877,588,1291,228
2023-03-22 04:50:00,0,78.9,13914,45806,270,0,0,9131,4365,4470,0,1883,117,0,124,308,30.7,130,67617,4.13,0,32.0,66.1,66.1,0,106,0,446,20183,307,2584,223,78.9,0,20636,117006,270,0,0,1932,1466,1443,0,221,27.7,0,20.9,377,19.7,21.9,2484,4.66,0,26.0,40.6,41,0,235,0,250,10559,438,1284,218
2023-03-22 04:52:00,0,84.4,14682,46769,269,0,0,8792,4831,4408,0,1767,128,0,118,308,32.9,124,67498,4.13,0,31.6,66.1,66.1,0,104,0,451,28182,307,2588,221,84.4,0,28598,124844,269,0,0,1880,1554,1481,0,223,30.7,0,20.0,378,22.5,20.9,2471,4.66,0,25.5,40.6,41.7,0,231,0,260,11347,437,1289,216
2023-03-22 04:54:00,0,82.6,12953,44907,270,0,0,9384,4439,4566,0,1963,128,0,128,310,32.1,130,67657,4.13,0,31.6,66.1,65.7,0,9804,0.600,449,20201,309,2584,223,82.6,0,20660,127212,270,0,0,1937,1494,1467,0,230,30.7,0,21.9,375,21.5,21.9,2475,4.27,0,25.5,40.6,41,0,295,0.600,260,9591,437,1279,218
2023-03-22 04:56:00,0,80.4,15012,47069,270,0,0,8872,4737,4436,0,1831,134,0,124,308,30.7,130,67526,4.13,0,31.6,65.8,66.1,0,9783,0,446,27250,305,2582,225,80.4,0,27664,133769,270,0,0,1833,1522,1458,0,230,31.6,0,20.9,376,19.7,21.9,2477,4.27,0,25.5,40.3,41.4,0,271,0,250,11677,441,1276,226
2023-03-22 04:58:00,0,79.6,14929,46973,269,0,0,9172,4779,4488,0.389,1902,133,0.389,135,303,31.5,130,67567,4.13,0,31.6,65.8,66.1,0,188,10,447,17560,356,2614,222,79.6,0,18079,114244,269,0,0,1874,1542,1445,0,224,31.6,0,22.8,380,20.7,21.9,2461,4.27,0,25.5,40.6,41.4,0,265,9.27,251,11533,476,1295,217
2023-03-22 05:00:00,0,80.4,14640,46791,270,0,0,9329,4349,4525,0.389,1951,122,0.389,130,307,32.3,119,67677,4.13,0,31.6,66.9,65.7,0,106,94.6,448,29702,809,2587,222,80.4,0,30686,128018,270,0,0,1961,1443,1445,0,219,29.0,0,21.9,378,26.7,20.0,2482,4.27,0,25.5,41.5,42.1,0,236,87.3,252,10880,805,1283,216
2023-03-22 05:02:00,0,84.4,14383,46903,270,0,0,8628,4725,27158,0,1758,128,0,129,308,32.1,119,67486,4.13,0,31.6,66.1,65.7,0,105,37.6,448,19074,508,2584,222,84.4,0,19740,138462,270,0,0,1815,1491,2025,0,235,30.3,0,21.9,378,21.5,25.7,2484,4.27,0,25.5,40.6,41.4,0,231,34.7,252,10878,585,1279,217
2023-03-22 05:04:00,0,83.3,13567,46111,269,0,0,9387,4399,27386,0,1965,133,0,129,306,32.9,136,67674,4.13,0,31.6,66.1,65.3,0,104,0.389,445,20251,309,2582,222,83.3,0,20701,140695,269,0,0,1938,1492,2045,0,229,31.6,0,21.9,379,22.4,31.6,2504,4.27,0,25.5,40.3,39.9,0,232,0,249,10223,438,1277,216
2023-03-22 05:06:00,0,76.7,14832,47000,270,0,0.389,8928,4745,4441,0,1822,122,0,129,306,33.6,124,67566,4.13,0,31.8,66.1,66.1,0,104,0.600,449,29565,304,2584,220,76.7,0,29967,126471,270,0,0,1912,1548,1501,0,224,29.0,0,21.9,378,22.5,29.0,2499,4.27,0,25.7,40.6,41,0,231,0.600,254,11503,442,1280,220
2023-03-22 05:08:00,0,78.2,15806,48291,269,0,0,9288,4862,6615,0,1909,117,0,118,305,30.7,125,67640,4.52,0,32.3,66.1,65.8,0,185,0,448,20374,305,2613,223,78.2,0,20800,119739,269,0,0.389,1978,1589,1610,0,233,27.7,0,20.0,379,19.7,29.0,2492,4.27,0,26.2,41,40.6,0,262,0,254,12461,441,1294,224
2023-03-22 05:10:00,0,86.6,14057,46255,270,0,0,9384,4371,4588,0,1979,122,0,124,306,32.5,129,67678,4.37,0,32.0,66.5,66.1,0,106,37.6,445,28856,506,2583,225,86.6,0,29508,126737,270,0.389,0,1993,1491,1497,0,246,29.0,0,21.3,377,26.6,30.3,2479,4.50,0,26.0,41.5,41.8,0,236,34.7,249,10543,585,1277,220
2023-03-22 05:12:00,0,82.9,13685,45694,269,0,0,8704,4743,4347,0,1766,117,0,123,308,34.3,119,67494,4.83,0,32.0,66.1,67.0,0,103,37.6,451,19127,507,2613,219,82.9,0,19792,114984,268,0,0,1854,1548,1475,0,239,27.7,0,20.9,376,29.5,27.7,2485,4.97,0,25.5,40.7,42.3,0,232,34.7,262,10172,585,1293,214
2023-03-22 05:14:00,0,83.3,13788,45827,269,0,0,9437,4399,4555,0,1962,117,0,124,307,32.9,124,67670,4.83,0,32.0,66.1,66.9,0,104,0,451,20240,308,2586,219,83.3,0,20686,117668,269,0,0,2006,1509,1482,0,233,27.7,0,20.9,376,22.6,29.0,2478,4.97,0,25.5,40.6,41.5,0,232,0,260,10433,438,1282,213
2023-03-22 05:16:00,0,89.2,14723,46899,270,0,0,8911,4743,4440,0,1832,127,0,128,307,30.7,124,67541,4.37,0,31.6,66.1,65.7,0,103,0.600,450,28824,307,2585,225,89.2,0,29258,126118,270,0,0,1928,1546,1500,0,240,30.3,0,21.9,377,19.7,29.0,2476,4.50,0,25.5,40.7,40.6,0,233,0.989,254,11371,438,1281,231
2023-03-22 05:18:00,0.389,80.4,15755,48592,269,0,0,9173,4773,27326,0,1946,128,0,129,307,30.7,124,67622,4.13,0,31.6,65.7,66.4,0,189,0,448,20334,304,2611,222,80.4,0.389,20780,141209,270,0,0,1943,1557,2031,0,261,30.3,0,21.9,378,19.7,33.9,2489,4.27,0,25.5,40.3,41.4,0,264,0.389,253,12400,440,1291,217
2023-03-22 05:20:00,0.389,82.2,14298,46612,270,0,0,9391,4370,4586,0,2013,133,0,135,308,33.7,130,67658,4.13,0,31.6,66.1,66.4,0,121,37.6,447,28585,508,2587,221,82.2,0.389,29228,126578,270,0,0,1972,1491,1494,0,261,31.6,0,22.8,376,23.8,30.3,2473,4.27,0.389,25.5,40.6,40.6,0.389,251,34.7,251,10797,585,1289,222
2023-03-22 05:22:00,0,82.6,14296,46454,270,0,0,8824,4827,4409,0,1774,128,0,129,304,32.9,119,67481,4.13,0,31.6,66.1,65.7,0,103,37.6,447,18833,508,2613,226,82.6,0,19517,115337,270,0,0,1888,1573,1494,0,241,30.3,0,21.9,379,23.0,27.7,2469,4.27,0.389,25.5,40.6,40.6,0.389,231,34.7,257,10773,583,1300,226
2023-03-22 05:24:00,0,75.6,13698,45685,269,0,0,9248,4474,4528,0,1909,128,0,124,306,30.7,130,67590,4.13,0,31.6,66.8,65.3,0,104,0,451,20181,308,2611,222,75.6,0,20624,117354,269,0,0,1961,1526,1464,0,240,30.3,0,20.9,377,19.7,30.3,2468,4.27,0,25.5,41.4,41.4,0,232,0,261,10340,436,1292,217
2023-03-22 05:26:00,0,80,16069,48280,270,0,0,8946,4748,4461,0,1829,128,0,135,305,33.5,124,67513,4.13,0.389,31.6,66.1,66.1,0,105,0.600,449,27849,305,2583,222,80,0,28275,125053,270,0,0,1920,1547,1472,0.389,232,35.2,0,22.8,378,23.4,29.0,2478,4.27,0,25.5,41.0,41.7,0,231,0.600,255,12726,440,1279,217
2023-03-22 05:28:00,0,76.3,16162,48533,270,0.389,0,9208,4799,4535,0,1923,133,0,135,306,30.7,135,67591,4.13,0,31.6,65.7,66.1,0,187,0,444,20300,305,2615,219,76.3,0,20748,117613,270,0,0,1974,1568,1474,0,246,31.6,0,22.8,379,19.7,31.6,2475,4.27,0,25.5,40.6,41.7,0,264,0,248,12824,441,1296,213
2023-03-22 05:30:00,0,73.4,13927,46150,269,0,0,9364,4414,4567,0,1985,133,0,128,307,31.5,130,67665,4.13,0,31.6,65.7,65.8,0,105,37.6,445,26955,505,2614,222,73.4,0,27597,124772,269,0,0,1999,1489,1455,0,253,31.6,0,21.9,377,20.6,30.3,2486,4.27,0,25.5,40.3,40.6,0,237,34.7,249,10429,585,1295,221
2023-03-22 05:32:00,0,74.1,16130,48411,270,0,0,8904,4756,4460,0,1832,117,0,118,307,30.7,124,67532,4.13,0,31.6,65.7,66.5,0,9862,37.6,447,17428,504,2584,223,74.1,0,18077,123637,270,0,0,1902,1513,1468,0,236,27.7,0,20.0,377,19.7,29.0,2476,4.27,0,25.5,40.6,41.4,0,299,34.7,251,12632,585,1279,224
2023-03-22 05:34:00,0,84.0,15035,47835,269,0,0,9219,4394,27375,0,1911,116,0,112,307,32.1,130,67641,4.13,0,31.6,66.1,66.1,0.389,104,0,450,29745,307,2614,223,84.0,0,30159,150829,269,0,0,1959,1475,2050,0,237,27.7,0,24.0,378,21.5,30.3,2489,4.27,0,25.5,41.1,41.4,0,232,0,255,11714,438,1295,218
2023-03-22 05:36:00,0,83.7,15970,48132,270,0,0,8953,4793,4432,0,1862,122,0,124,307,57.3,130,67564,4.37,0,31.6,66.1,66.1,0,103,0.600,445,17842,309,2614,219,83.7,0,18326,114309,270,0,0,1908,1532,1455,0,247,29.0,0.389,20.9,377,64.8,30.3,2490,4.50,0,25.5,41.1,41,0,233,0.600,250,12574,438,1295,214
2023-03-22 05:38:00,0,76.3,15422,47681,270,0,0,9223,4832,6593,0,1910,121,0,124,306,34,141,67633,4.83,0,31.6,65.7,66.1,0,184,0,445,20270,308,2584,225,76.3,0,20724,119410,270,0,0,1901,1521,1570,0,230,29.0,0.389,20.9,379,22.4,32.9,2515,4.97,0,25.5,40.6,40.6,0,264,0,250,12073,437,1278,220
2023-03-22 05:40:00,0,82.2,15726,47984,269,0,0,9375,4389,4575,0,1971,128,0,129,306,31.5,136,67692,4.60,0,31.6,65.7,65.7,0,106,36.9,448,29480,507,2612,225,82.2,0,30121,127562,269,0,0,1943,1457,1463,0,218,30.3,0,21.9,376,20.5,31.6,2519,4.73,0,25.5,40.3,40.3,0,235,34.7,253,12233,584,1292,225
2023-03-22 05:42:00,0,83.3,14689,46787,269,0,0,8959,4791,4411,0,1838,133,0,129,307,34.3,124,67558,4.13,0,32.0,66.9,65.7,0,104,36.9,447,20239,506,2614,219,83.3,0,20896,117045,268,0,0,1892,1530,1437,0,231,31.6,0,21.9,377,24.3,29.0,2494,4.27,0,26.0,41.5,40.3,0,231,34.7,257,11185,584,1295,213
2023-03-22 05:44:00,0,89.2,14088,46036,268,0,0,9132,4382,4475,0,1900,122,0,124,306,32.1,124,67621,4.13,0,32.3,66.1,65.7,0,104,0,446,28590,307,2587,223,89.2,0,29028,126216,268,0,0,1900,1455,1445,0,230,29.0,0,20.9,378,21.7,29.0,2486,4.27,0,26.2,40.7,40.6,0,230,0,250,10749,438,1282,219
2023-03-22 05:46:00,0,84.1,14744,46894,270,0,0,9353,4766,4585,0,2032,117,0,118,307,32.1,124,67671,4.37,0,31.8,66.1,66.1,0,105,0.600,438,18849,303,2584,224,84.1,0,19318,116193,270,0,0,1984,1521,1486,0,258,27.7,0,20.0,378,21.5,29.0,2493,4.50,0,25.7,40.6,41.1,0,230,0.600,249,11392,441,1279,219
2023-03-22 05:48:00,0,81.8,16111,48761,270,0,0,8682,4793,27171,0,1765,122,0,124,308,32.1,136,67519,4.83,0,31.6,66.1,66.1,0,186,0,452,20268,305,2612,223,81.8,0,20722,139561,270,0,0,1824,1524,1975,0,222,29.0,0,20.9,377,21.5,31.6,2487,4.97,0,25.5,40.6,41.1,0,263,0,257,12763,440,1293,219
2023-03-22 05:50:00,0,83.3,14261,46909,269,0,0,9310,4364,27368,0,1953,122,0,118,308,32.1,136,67626,4.60,0,31.6,66.1,65.7,0,106,37.6,448,28116,505,2582,221,83.3,0,28775,149594,269,0,0,1943,1464,1974,0,222,29.0,0,20.0,375,21.6,32.0,2479,4.73,0,25.5,40.6,40.3,0,236,34.7,252,10758,587,1277,221
2023-03-22 05:52:00,0,80.4,14209,46264,270,0,0,8929,4827,4463,0,1830,122,0,123,310,31.5,136,67564,4.13,0,31.6,65.7,65.7,0,103,37.6,450,20234,506,2586,225,80.4,0,20900,116821,270,0,0,1848,1538,1458,0,216,29.0,0,20.9,375,25.6,31.6,2497,4.27,0,25.5,40.6,40.6,0,232,34.7,254,10696,587,1283,225
2023-03-22 05:54:00,0,72.7,14313,46383,269,0,0,9214,4511,4551,0,1924,128,0,124,305,31.5,136,67610,4.13,0,31.6,66.1,65.7,0,104,0,451,27195,305,2612,225,72.7,0,27617,124749,269,0,0,1885,1504,1431,0,216,30.3,0,20.9,380,20.8,31.6,2505,4.27,0,25.5,41,41,0,231,0,257,10984,440,1293,221
2023-03-22 05:56:00,0,76.7,14993,47023,269,0,0,9345,4785,4563,0.389,1976,127,0,129,306,30.7,135,67683,4.13,0,31.6,66.1,66.1,0,117,0.600,448,17503,307,2611,225,76.7,0,17962,115008,269,0,0,1909,1508,1410,0,194,33.0,0,22.4,379,19.7,31.6,2521,4.66,0,25.5,40.6,41,0,247,0.600,253,11636,438,1292,220
2023-03-22 05:58:00,0,76.3,15853,47984,270,0,0,8724,4749,4377,0,1756,128,0,129,308,32.1,136,67536,4.13,0,31.6,65.7,66.4,0,200,0,446,25979,309,2584,223,76.3,0,26416,122184,270,0,0,1853,1513,1467,0,216,30.3,0,21.9,377,26.7,31.6,2488,4.27,0,25.5,40.3,41.4,0,276,0,250,12507,436,1284,223
2023-03-22 06:00:00,0,81.5,14264,46381,269,0,0,9433,4415,4589,0,1979,117,0,124,307,32.9,130,67664,4.13,0,31.6,65.7,66.1,0,107,37.6,448,17830,508,2615,225,81.5,0,18513,115379,269,0,0,2002,1479,1460,0,221,27.7,0,20.9,378,22.4,30.3,2491,4.27,0,25.5,40.6,40.6,0,235,34.7,253,10738,584,1301,225
2023-03-22 06:02:00,0,83.3,15169,47268,270,0,0,8910,4773,4412,0,1883,122,0,130,306,32.1,130,67545,4.13,0,31.6,66.1,66.1,0,104,37.6,447,20219,505,2615,223,83.3,0,20890,117426,270,0,0,1838,1539,1444,0,251,29.0,0,21.9,378,21.6,30.3,2482,4.27,0,25.5,41,41.4,0,231,34.7,257,11657,588,1297,224
2023-03-22 06:04:00,0,81.8,14200,46210,270,0,0,9165,4358,4502,0,1915,128,0.389,129,306,32.1,130,67645,4.13,0,31.6,66.1,66.1,0,103,0,447,29532,306,2583,222,81.8,0,29954,126624,270,0,0,1903,1456,1459,0,231,30.3,0,21.9,378,21.6,30.3,2511,4.27,0,25.5,40.3,42.5,0,232,0,251,10872,439,1277,228
2023-03-22 06:06:00,0,78.2,16254,48564,269,0,0,9399,4778,4591,0,1977,122,0.389,124,306,33.5,118,67631,4.13,0,31.6,66.4,66.1,0,104,0.600,447,20295,307,2612,222,78.2,0,20727,118062,269,0,0,2009,1528,1462,0,224,29.0,0,20.9,376,23.4,32.6,2495,4.27,0,25.5,40.6,42.5,0,231,0.600,251,12927,438,1293,216
2023-03-22 06:08:00,0,86.6,16398,48736,270,0,0,8689,4859,6427,0,1764,122,0,124,309,33.3,130,67487,4.13,0,32.0,65.7,66.8,0,187,0.389,447,28717,306,2616,223,86.6,0,29143,127476,270,0,0.389,1792,1569,1544,0,217,29.0,0,20.9,375,22.4,35.2,2483,4.27,0,25.5,40.6,41.4,0,259,0,251,13086,438,1298,224
2023-03-22 06:10:00,0,81.8,12642,45132,269,0,0,9081,4367,27272,0,1910,133,0,128,307,31.9,129,67593,4.13,0,32.0,66.1,66.1,0,107,38.0,448,18811,506,2585,221,81.8,0,19502,139379,269,0,0.389,1885,1470,2010,0,250,31.6,0,21.9,378,20.6,30.3,2486,4.27,0,25.5,41.1,41.4,0,234,34.7,253,9122,586,1280,215
2023-03-22 06:12:00,0,78.2,13106,45127,269,0,0,8948,4784,4441,0,1837,128,0,129,307,31.5,136,67581,4.13,0,31.6,65.7,66.4,0,104,37.6,449,20200,505,2613,222,78.2,0,20867,117225,268,0,0,1863,1527,1462,0,224,30.3,0,21.9,379,20.5,31.6,2500,4.27,0,25.5,40.3,41.4,0,231,34.7,259,9588,588,1299,216
2023-03-22 06:14:00,0,80.7,13660,45566,269,0,0.389,9130,4399,4464,0,1901,121,0,129,304,32.8,124,67611,4.13,0,31.8,66.1,66.1,0,103,0,445,28387,305,2614,223,80.7,0,28796,125272,269,0.389,0,1845,1464,1458,0,224,34.7,0,21.9,380,21.6,29.0,2504,4.27,0,25.7,40.6,41.4,0,233,0,249,10332,441,1295,219
2023-03-22 06:16:00,0,81.8,14451,46489,269,0,0,9335,4734,4518,0,1956,128,0,124,305,30.7,130,67655,4.52,0,31.8,66.1,66.1,0,103,0.600,449,20269,303,2587,224,81.8,0,20706,117763,269,0,0,1911,1493,1451,0,219,30.3,0,20.9,381,20.1,30.3,2491,4.27,0,25.7,40.6,42.1,0,233,0.600,255,11105,440,1282,226
2023-03-22 06:18:00,0,79.6,15044,47181,270,0,0,8952,4794,4440,0,1839,133,0,135,306,32.3,124,67560,4.13,0,31.6,66.1,66.4,0,187,0,447,27913,307,2613,222,79.6,0,28334,124824,270,0,0,1860,1523,1478,0,225,31.6,0,23.2,382,21.4,29.0,2487,4.27,0,25.5,40.6,41,0,262,0.389,251,11707,436,1295,222
2023-03-22 06:20:00,0,78.2,13351,45344,269,0,0,9151,4415,4497,0,1908,128,0,124,308,30.7,124,67624,4.13,0,31.6,65.7,66.1,0,106,37.6,449,18080,508,2613,222,78.2,0,18757,114929,269,0,0,1907,1478,1476,0,233,30.3,0,20.9,376,19.7,29.0,2503,4.27,0.389,25.5,40.3,41.7,0,237,34.7,254,9834,582,1293,216
2023-03-22 06:22:00,0,82.2,13801,45965,269,0,0,8970,4837,4437,0,1831,133,0,135,306,32.1,130,67576,4.13,0,31.6,65.7,65.7,0,105,37.6,449,20141,507,2582,222,82.2,0,20806,117409,269,0,0,1924,1555,1490,0,239,31.6,0,27.7,378,21.6,30.3,2493,4.27,0,25.5,40.6,41,0,232,34.7,255,10297,583,1277,216
2023-03-22 06:24:00,0.389,80.4,12579,44545,270,0,0,9195,4466,4540,0,1899,133,0,134,307,30.7,129,67613,4.13,0.389,31.6,65.7,66.2,0,104,0,445,17275,305,2586,222,80.4,0.389,17734,113991,270,0,0,1939,1507,1505,0,229,31.6,0,22.8,379,19.7,30.3,2476,4.27,0,25.5,40.3,41.7,0.389,231,0,249,9223,439,1282,217
2023-03-22 06:26:00,0.389,78.9,15637,47918,269,0,0,9380,4806,4557,0,1971,133,0,129,308,32.3,130,67683,4.13,0.389,31.6,65.7,66.1,0,104,0.600,444,20261,306,2616,225,78.9,0.389,20694,117942,269,0,0,1985,1547,1478,0,239,31.6,0,21.9,378,21.4,30.3,2490,4.27,0,25.5,40.3,41.4,0.389,232,0.600,248,12295,438,1297,226
2023-03-22 06:28:00,0,84.0,15515,48298,269,0,0,8902,4795,27215,0,1831,121,0,124,310,33.7,124,67584,4.13,0,31.6,66.1,65.7,0,186,0,448,29805,306,2583,223,84.0,0,30229,150309,270,0,0,1887,1544,2041,0.389,235,29.0,0,20.9,376,23.3,29.0,2480,4.27,0,25.5,41.0,41.4,0,262,0,253,12172,438,1277,224
2023-03-22 06:30:00,0,82.6,13074,45112,269,0,0,9174,4391,4516,0,1921,133,0,135,307,32.1,119,67644,4.13,0,31.6,66.1,65.7,0,106,37.6,450,20162,504,2584,217,82.6,0,20841,117237,270,0,0,1949,1477,1491,0.389,247,31.6,0,22.8,379,21.6,27.7,2490,4.27,0,25.5,41.0,41.7,0,236,34.7,260,9552,586,1279,211
2023-03-22 06:32:00,0,89.5,13897,46230,269,0,0,9205,4796,4517,0,1918,133,0,135,305,31.5,124,67646,4.13,0,31.6,65.7,66.1,0.389,9773,37.6,445,29184,506,2615,223,89.5,0,29822,137315,269,0,0,1933,1536,1502,0,236,31.6,0,22.8,381,20.6,29.0,2505,4.27,0,25.5,40.3,41.4,0,287,34.7,250,10407,585,1297,218
2023-03-22 06:34:00,0,92.5,13219,45087,269,0,0,8722,4420,4352,0,1777,139,0,135,304,31.5,124,67496,4.13,0,31.6,65.7,66.1,0.389,117,0,445,19427,309,2612,226,92.5,0,19883,114746,270,0,0,1827,1486,1471,0,232,32.9,0,22.8,381,20.6,29.0,2488,4.27,0,25.5,40.3,41.4,0,248,0,249,9868,436,1293,222
2023-03-22 06:36:00,0,85.1,14931,47148,269,0.389,0,9375,4752,4594,0,1980,133,0,135,306,31.5,124,67670,4.13,0,31.6,65.7,65.7,0,103,0.600,450,20252,308,2585,222,85.1,0,20696,117650,269,0,0,1976,1540,1476,0,246,31.6,0,22.8,379,20.5,29.0,2493,4.27,0,25.5,40.3,41.4,0,231,0.600,256,11601,437,1281,216
2023-03-22 06:38:00,0,80.4,15533,47955,269,0,0,9013,4861,6565,0,1838,121,0,128,307,32.9,124,67550,4.13,0,31.6,66.0,65.7,0,190,0,450,28747,308,2614,223,80.4,0,29169,127880,270,0,0,1917,1589,1593,0,230,29.0,0,21.9,377,22.6,29.0,2486,4.27,0,25.5,41.4,40.6,0,261,0,255,12210,436,1295,224
2023-03-22 06:40:00,0,75.2,15350,47511,269,0,0,9156,4403,4508,0,1910,117,0,118,308,32.1,124,67570,4.13,0,31.6,65.7,65.7,0,106,37.6,445,20238,505,2614,223,75.2,0,20908,117892,270,0,0,1943,1508,1454,0,238,27.7,0,20.0,378,21.8,29.0,2486,4.27,0,25.5,40.6,41,0,237,34.7,249,11835,588,1300,219
2023-03-22 06:42:00,0,78.9,15809,48217,269,0,0,9377,4747,4595,0,1978,127,0,124,307,31.5,130,67649,4.60,0,31.6,65.7,66.4,0,105,37.6,451,28120,505,2584,222,78.9,0,28750,126589,269,0,0,2006,1544,1467,0,241,30.3,0.389,20.9,377,25.6,30.3,2500,4.73,0,25.5,40.6,41.7,0,231,34.7,257,12315,587,1284,216
