"Time","172.16.66.106:10250 DELETE ","172.16.66.106:10250 GET ","172.16.66.106:10250 PATCH ","172.16.66.106:10250 POST ","172.16.66.106:10250 PUT ","172.16.66.107:10250 DELETE ","172.16.66.107:10250 GET ","172.16.66.107:10250 PATCH ","172.16.66.107:10250 POST ","172.16.66.107:10250 PUT ","172.16.66.112:10250 GET ","172.16.66.112:10250 PATCH ","172.16.66.112:10250 POST ","172.16.66.112:10250 PUT "
2023-02-22 17:08:00,,0.0625,0.0248,0.0882,0.0248,,0.0247,0.0248,0.0247,0.0248,0.0247,0.0248,0.0983,0.0248
2023-02-22 17:10:00,,0.0506,0.0248,0.0942,0.0248,,0.0247,0.0248,0.0933,0.0248,0.0247,0.0248,0.0966,0.0248
2023-02-22 17:12:00,,0.0394,0.0248,0.0940,0.0248,,0.0247,,0.0962,0.0248,0.0247,,0.0925,0.0248
2023-02-22 17:14:00,,0.0475,0.0248,0.0236,0.0248,,0.0248,0.0248,0.0948,0.0248,0.0247,0.0248,0.0948,0.0248
2023-02-22 17:16:00,,0.0507,0.0248,0.0685,0.0248,,0.0248,0.0248,0.0984,0.0248,0.0248,0.0248,0.0985,0.0248
2023-02-22 17:18:00,,0.0475,0.0248,0.0870,0.0248,,0.0248,0.0248,0.0984,0.0248,0.0248,0.0248,0.0978,0.0248
2023-02-22 17:20:00,,0.0474,0.0248,0.0895,0.0248,,0.0248,0.0248,0.0960,0.0248,0.0247,0.0248,0.0978,0.0248
2023-02-22 17:22:00,,0.0857,0.0248,0.0906,0.0248,,0.0247,,0.0970,0.0248,0.0246,,0.0985,0.0820
2023-02-22 17:24:00,,0.0854,0.0248,0.0230,0.0248,,0.0247,0.0248,0.0980,0.0248,0.0246,0.0248,0.0974,0.0828
2023-02-22 17:26:00,,0.0474,0.0248,0.0237,0.0248,,0.0246,0.0248,0.0978,0.0248,0.0246,0.0248,0.0248,0.0248
2023-02-22 17:28:00,,0.0506,0.0248,0.0745,0.0827,,0.0247,,0.0985,0.0248,0.0245,0.0248,0.0978,0.0248
2023-02-22 17:30:00,,0.0438,0.0248,0.0846,0.0902,,0.0247,0.0248,0.0981,0.0248,0.0247,0.0248,0.0985,0.0248
2023-02-22 17:32:00,,0.0437,0.0248,0.0797,0.0805,,0.0247,0.0248,0.0955,0.0248,0.0248,,0.0970,0.0248
2023-02-22 17:34:00,,0.0535,0.0248,0.0692,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0248,0.0248,0.0955,0.0248
2023-02-22 17:36:00,,0.0562,0.0248,0.0846,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0248,0.0248,0.0974,0.0248
2023-02-22 17:38:00,,0.0585,0.0248,0.0797,0.0248,,0.0246,,0.0247,0.0248,0.0248,0.0248,0.0948,0.0248
2023-02-22 17:40:00,,0.0605,0.0248,0.0230,0.0248,,0.0246,0.0248,0.0962,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 17:42:00,,0.0585,0.0248,0.0234,0.0248,,0.0247,0.0248,0.0962,0.0248,0.0248,,0.0248,0.0248
2023-02-22 17:44:00,,0.0536,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0910
2023-02-22 17:46:00,,0.0506,0.0248,0.0238,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0247,0.0910
2023-02-22 17:48:00,,0.0536,0.0248,0.0243,0.0248,,0.0248,,0.0955,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 17:50:00,,0.0535,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0974,0.0248,0.0247,0.0248,0.0248,0.0248
2023-02-22 17:52:00,,0.0392,0.0248,0.0893,0.0248,,0.0248,0.0248,0.0974,0.0248,0.0248,,0.0962,0.0248
2023-02-22 17:54:00,,0.0475,0.0248,0.0941,0.0248,,0.0248,0.0248,0.0955,0.0827,0.0248,0.0248,0.0948,0.0248
2023-02-22 17:56:00,,0.0562,0.0248,0.0885,0.0248,,0.0248,0.0248,0.0247,0.0820,0.0248,0.0248,0.0248,0.0248
2023-02-22 17:58:00,,0.0436,0.0248,0.0940,0.0248,,0.0248,,0.0940,0.0910,0.0248,,0.0933,0.0248
2023-02-22 18:00:00,,0.0475,0.0248,0.0932,0.0248,,0.0248,0.0248,0.0918,0.0914,0.0248,0.0248,0.0940,0.0820
2023-02-22 18:02:00,,0.0562,0.0248,0.0839,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0962,0.0957
2023-02-22 18:04:00,,0.0605,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0970,0.0248,0.0248,0.0248,0.0970,0.0978
2023-02-22 18:06:00,,0.0508,0.0248,0.0906,0.0813,,0.0248,0.0248,0.0968,0.0248,0.0247,0.0248,0.0960,0.0964
2023-02-22 18:08:00,,0.0474,0.0248,0.0963,0.0827,,0.0248,,0.0968,0.0248,0.0246,,0.0978,0.0248
2023-02-22 18:10:00,,0.0584,0.0248,0.0927,0.0248,,0.0248,0.0248,0.0970,0.0248,0.0247,0.0248,0.0975,0.0248
2023-02-22 18:12:00,,0.0562,0.0248,0.0685,0.0248,,0.0248,0.0248,0.0940,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 18:14:00,,0.0562,0.0248,0.0745,0.0248,,0.0248,,0.0981,0.0248,0.0247,0.0248,0.0948,0.0248
2023-02-22 18:16:00,,0.0535,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0981,0.0248,0.0246,0.0248,0.0981,0.0820
2023-02-22 18:18:00,,0.0507,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0246,,0.0978,0.0981
2023-02-22 18:20:00,,0.0437,0.0248,0.0854,0.0248,,0.0248,0.0248,0.0974,0.0248,0.0247,0.0248,0.0955,0.0978
2023-02-22 18:22:00,,0.0436,0.0248,0.0897,0.0248,,0.0248,0.0248,0.0974,0.0248,0.0248,0.0248,0.0955,0.0248
2023-02-22 18:24:00,,0.0507,0.0248,0.0797,0.0248,,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0983,0.0248
2023-02-22 18:26:00,,0.0474,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0983,0.0248
2023-02-22 18:28:00,,0.0393,0.0248,0.0236,0.0820,,0.0248,0.0248,0.0248,0.0248,0.0248,,0.0248,0.0248
2023-02-22 18:30:00,,0.0508,0.0248,0.0223,0.0813,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0247,0.0820
2023-02-22 18:32:00,,0.0562,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0248,0.0943,0.0248,0.0248,0.0248,0.0910
2023-02-22 18:34:00,,0.0535,0.0248,0.0239,0.0248,,0.0248,,0.0248,0.0955,0.0247,0.0248,0.0248,0.0827
2023-02-22 18:36:00,,0.0536,0.0248,0.0685,0.0248,,0.0248,0.0248,0.0248,0.0955,0.0247,0.0248,0.0948,0.0248
2023-02-22 18:38:00,,0.0535,0.0248,0.0670,0.0248,,0.0248,0.0248,0.0962,0.0957,0.0248,,0.0962,0.0248
2023-02-22 18:40:00,,0.0506,0.0248,0.0692,0.0248,,0.0248,0.0248,0.0955,0.0827,0.0248,0.0248,0.0247,0.0248
2023-02-22 18:42:00,,0.0507,0.0248,0.0956,0.0248,,0.0248,0.0248,0.0248,0.0955,0.0248,0.0248,0.0247,0.0248
2023-02-22 18:44:00,,0.0507,0.0248,0.0973,0.0248,,0.0248,,0.0247,0.0955,0.0248,0.0248,0.0247,0.0248
2023-02-22 18:46:00,,0.0393,0.0248,0.0890,0.0248,,0.0248,0.0248,0.0948,0.0827,0.0248,0.0248,0.0955,0.0248
2023-02-22 18:48:00,,0.0437,0.0248,0.0890,0.0248,,0.0248,0.0248,0.0979,0.0966,0.0248,,0.0980,0.0248
2023-02-22 18:50:00,,0.0536,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0987,0.0964,0.0248,0.0248,0.0981,0.0248
2023-02-22 18:52:00,,0.0474,0.0248,0.0240,0.0248,,0.0248,0.0248,0.0983,0.0820,0.0248,0.0248,0.0966,0.0248
2023-02-22 18:54:00,,0.0475,0.0248,0.0245,0.0248,,0.0248,,0.0982,0.0248,0.0248,,0.0981,0.0248
2023-02-22 18:56:00,,0.0436,0.0248,0.0934,0.0248,,0.0248,0.0248,0.0982,0.0248,0.0248,0.0248,0.0980,0.0248
2023-02-22 18:58:00,,0.0282,0.0248,0.0942,0.0248,,0.0248,0.0248,0.0979,0.0248,0.0248,0.0248,0.0975,0.0248
2023-02-22 19:00:00,,0.0507,0.0248,0.0850,0.0248,,0.0248,,0.0966,0.0248,0.0248,0.0248,0.0940,0.0248
2023-02-22 19:02:00,,0.0606,0.0248,0.0692,0.0248,,0.0248,0.0248,0.0940,0.0248,0.0248,0.0248,0.0974,0.0248
2023-02-22 19:04:00,,0.0624,0.0248,0.0238,0.0248,,0.0248,0.0248,0.0248,0.0827,0.0248,,0.0981,0.0248
2023-02-22 19:06:00,,0.0606,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0248,0.0820,0.0246,0.0248,0.0978,0.0248
2023-02-22 19:08:00,,0.0507,0.0248,0.0234,0.0248,,0.0247,0.0248,0.0248,0.0970,0.0243,0.0248,0.0981,0.0248
2023-02-22 19:10:00,,0.0474,0.0248,0.0797,0.0248,,0.0247,,0.0248,0.0984,0.0244,0.0248,0.0985,0.0248
2023-02-22 19:12:00,,0.0437,0.0248,0.0692,0.0248,,0.0248,0.0248,0.0955,0.0966,0.0246,0.0248,0.0983,0.0248
2023-02-22 19:14:00,,0.0474,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0948,0.0248,0.0247,,0.0978,0.0248
2023-02-22 19:16:00,,0.0536,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0247,0.0940,0.0246,0.0248,0.0948,0.0248
2023-02-22 19:18:00,,0.0475,0.0248,0.0846,0.0248,,0.0248,0.0248,0.0948,0.0971,0.0247,0.0248,0.0948,0.0248
2023-02-22 19:20:00,,0.0474,0.0248,0.0850,0.0248,,0.0248,,0.0955,0.0984,0.0248,0.0248,0.0978,0.0248
2023-02-22 19:22:00,,0.0392,0.0248,0.0707,0.0248,,0.0247,0.0248,0.0248,0.0982,0.0248,0.0248,0.0247,0.0248
2023-02-22 19:24:00,,0.0436,0.0248,0.0670,0.0248,,0.0247,0.0248,0.0248,0.0955,0.0248,,0.0247,0.0248
2023-02-22 19:26:00,,0.0506,0.0248,0.0240,0.0248,,0.0247,0.0248,0.0248,0.0914,0.0248,0.0248,0.0248,0.0248
2023-02-22 19:28:00,,0.0342,0.0248,0.0700,0.0248,,0.0245,0.0248,0.0248,0.0971,0.0247,0.0248,0.0248,0.0248
2023-02-22 19:30:00,,0.0475,0.0248,0.0961,0.0248,,0.0243,,0.0247,0.0989,0.0248,0.0248,0.0248,0.0248
2023-02-22 19:32:00,,0.0585,0.0248,0.0910,0.0248,,0.0246,0.0248,0.0940,0.0992,0.0247,0.0248,0.0247,0.0248
2023-02-22 19:34:00,,0.0585,0.0248,0.0827,0.0248,,0.0246,0.0248,0.0978,0.0990,0.0244,,0.0246,0.0248
2023-02-22 19:36:00,,0.0606,0.0248,0.0890,0.0805,,0.0246,0.0248,0.0987,0.0971,0.0242,0.0248,0.0955,0.0248
2023-02-22 19:38:00,,0.0585,0.0248,0.0835,0.0910,,0.0247,0.0248,0.0975,0.0910,0.0246,0.0248,0.0979,0.0248
2023-02-22 19:40:00,,0.0561,0.0248,0.0827,0.0813,,0.0247,,0.0933,0.0955,0.0247,,0.0985,0.0248
2023-02-22 19:42:00,,0.0508,0.0248,0.0240,0.0248,,0.0247,0.0248,0.0975,0.0978,0.0827,0.0248,0.0984,0.0248
2023-02-22 19:44:00,,0.0475,0.0248,0.0873,0.0805,,0.0246,0.0248,0.0986,0.0989,0.0827,0.0248,0.0970,0.0248
2023-02-22 19:46:00,,0.0436,0.0248,0.0904,0.0805,,0.0246,,0.0984,0.0989,0.0244,0.0248,0.0974,0.0248
2023-02-22 19:48:00,,0.0437,0.0248,0.0827,0.0248,,0.0246,0.0248,0.0902,0.0974,0.0246,0.0248,0.0980,0.0248
2023-02-22 19:50:00,,0.0507,0.0248,0.0820,0.0813,,0.0246,0.0248,0.0248,0.0248,0.0248,,0.0248,0.0248
2023-02-22 19:52:00,,0.0474,0.0248,0.0700,0.0805,,0.0247,0.0248,0.0248,0.0248,0.0248,0.0248,0.0247,0.0248
2023-02-22 19:54:00,,0.0536,0.0248,0.0846,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0248,0.0248,0.0955,0.0248
2023-02-22 19:56:00,,0.0562,0.0248,0.0790,0.0248,,0.0248,,0.0955,0.0248,0.0248,0.0248,0.0955,0.0248
2023-02-22 19:58:00,,0.0536,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0962,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 20:00:00,,0.0586,0.0248,0.0745,0.0248,,0.0248,0.0248,0.0246,0.0248,0.0248,,0.0248,0.0248
2023-02-22 20:02:00,,0.0605,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0246,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 20:04:00,,0.0584,0.0248,0.0229,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0248,0.0248,0.0974,0.0248
2023-02-22 20:06:00,,0.0562,0.0248,0.0790,0.0248,,0.0247,,0.0948,0.0248,0.0248,0.0248,0.0981,0.0248
2023-02-22 20:08:00,,0.0507,0.0248,0.0854,0.0248,,0.0248,0.0248,0.0978,0.0248,0.0248,0.0248,0.0962,0.0248
2023-02-22 20:10:00,,0.0436,0.0248,0.0869,0.0248,,0.0248,0.0248,0.0948,0.0248,0.0248,,0.0978,0.0248
2023-02-22 20:12:00,,0.0506,0.0248,0.0692,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0247,0.0248,0.0970,0.0248
2023-02-22 20:14:00,,0.0506,0.0248,0.0238,0.0248,,0.0247,0.0248,0.0962,0.0248,0.0247,0.0248,0.0248,0.0820
2023-02-22 20:16:00,,0.0393,0.0248,0.0243,0.0248,,0.0247,,0.0955,0.0820,0.0247,0.0248,0.0948,0.0820
2023-02-22 20:18:00,,0.0438,0.0248,0.0238,0.0248,,0.0247,0.0248,0.0974,0.0820,0.0247,0.0248,0.0981,0.0248
2023-02-22 20:20:00,,0.0507,0.0248,0.0880,0.0248,,0.0246,0.0248,0.0983,0.0248,0.0248,,0.0948,0.0914
2023-02-22 20:22:00,,0.0507,0.0248,0.0912,0.0248,,0.0246,0.0248,0.0970,0.0248,0.0247,0.0248,0.0248,0.0970
2023-02-22 20:24:00,,0.0508,0.0248,0.0842,0.0248,,0.0246,0.0248,0.0974,0.0248,0.0248,0.0248,0.0974,0.0986
2023-02-22 20:26:00,,0.0507,0.0248,0.0895,0.0248,,0.0246,,0.0959,0.0248,0.0247,,0.0985,0.0978
2023-02-22 20:28:00,,0.0535,0.0248,0.0678,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0242,0.0248,0.0980,0.0910
2023-02-22 20:30:00,,0.0562,0.0248,0.0692,0.0248,,0.0247,0.0248,0.0940,0.0248,0.0244,0.0248,0.0962,0.0980
2023-02-22 20:32:00,,0.0606,0.0248,0.0938,0.0248,,0.0248,0.0248,0.0955,0.0248,0.0244,0.0248,0.0957,0.0990
2023-02-22 20:34:00,,0.0623,0.0248,0.0931,0.0248,,0.0247,0.0248,0.0950,0.0248,0.0240,0.0248,0.0983,0.0992
2023-02-22 20:36:00,,0.0605,0.0248,0.0760,0.0248,,0.0246,,0.0944,0.0248,0.0246,,0.0987,0.0989
2023-02-22 20:38:00,,0.0562,0.0248,0.0842,0.0248,,0.0247,0.0248,0.0966,0.0248,0.0248,0.0248,0.0248,0.0955
2023-02-22 20:40:00,,0.0536,0.0248,0.0900,0.0248,,0.0248,0.0248,0.0974,0.0248,0.0248,0.0248,0.0248,0.0957
2023-02-22 20:42:00,,0.0534,0.0248,0.0662,0.0248,,0.0248,,0.0955,0.0827,0.0247,0.0248,0.0248,0.0984
2023-02-22 20:44:00,,0.0792,0.0248,0.0238,0.0248,,0.0248,0.0248,0.0247,0.0827,0.0247,0.0248,0.0955,0.0989
2023-02-22 20:46:00,,0.0793,0.0248,0.0797,0.0248,,0.0248,0.0248,0.0955,0.0248,0.0248,,0.0955,0.0986
2023-02-22 20:48:00,,0.0475,0.0248,0.0715,0.0248,,0.0248,0.0248,0.0985,0.0248,0.0247,0.0248,0.0970,0.0914
2023-02-22 20:50:00,,0.0474,0.0248,0.0224,0.0248,,0.0248,0.0248,0.0978,0.0827,0.0246,0.0248,0.0962,0.0820
2023-02-22 20:52:00,,0.0474,0.0248,0.0891,0.0248,,0.0248,,0.0948,0.0914,0.0247,0.0248,0.0955,0.0910
2023-02-22 20:54:00,,0.0475,0.0248,0.0850,0.0906,,0.0247,0.0248,0.0962,0.0910,0.0248,0.0248,0.0955,0.0914
2023-02-22 20:56:00,,0.0563,0.0248,0.0737,0.0903,,0.0247,0.0248,0.0248,0.0820,0.0247,,0.0948,0.0981
2023-02-22 20:58:00,,0.0605,0.0248,0.0846,0.0248,,0.0248,0.0248,0.0955,0.0248,0.0245,0.0248,0.0955,0.0978
2023-02-22 21:00:00,,0.0609,0.0248,0.0700,0.0906,,0.0248,0.0248,0.0978,0.0248,0.0246,0.0248,0.0955,0.0248
2023-02-22 21:02:00,,0.0605,0.0248,0.0813,0.0902,,0.0248,,0.0948,0.0248,0.0247,0.0248,0.0948,0.0248
2023-02-22 21:04:00,,0.0561,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0971
2023-02-22 21:06:00,,0.0536,0.0248,0.0231,0.0248,,0.0247,0.0248,0.0962,0.0248,0.0247,,0.0248,0.0980
2023-02-22 21:08:00,,0.0507,0.0248,0.0878,0.0248,,0.0243,0.0248,0.0940,0.0248,0.0247,0.0248,0.0247,0.0940
2023-02-22 21:10:00,,0.0474,0.0248,0.0878,0.0248,,0.0243,0.0248,0.0248,0.0248,0.0247,0.0248,0.0247,0.0248
2023-02-22 21:12:00,,0.0475,0.0248,0.0953,0.0248,,0.0246,,0.0978,0.0248,0.0248,,0.0248,0.0248
2023-02-22 21:14:00,,0.0436,0.0248,0.0936,0.0902,,0.0247,0.0248,0.0987,0.0248,0.0248,0.0248,0.0248,0.0910
2023-02-22 21:16:00,,0.0474,0.0248,0.0692,0.0906,,0.0247,0.0248,0.0978,0.0248,0.0248,0.0248,0.0940,0.0942
2023-02-22 21:18:00,,0.0508,0.0248,0.0685,0.0248,,0.0244,0.0248,0.0966,0.0248,0.0248,0.0248,0.0974,0.0827
2023-02-22 21:20:00,,0.0507,0.0248,0.0880,0.0248,,0.0244,0.0248,0.0978,0.0248,0.0248,0.0248,0.0982,0.0248
2023-02-22 21:22:00,,0.0506,0.0248,0.0945,0.0248,,0.0246,,0.0982,0.0248,0.0248,,0.0983,0.0955
2023-02-22 21:24:00,,0.0537,0.0248,0.0875,0.0248,,0.0247,0.0248,0.0981,0.0248,0.0248,0.0248,0.0981,0.0987
2023-02-22 21:26:00,,0.0536,0.0248,0.0685,0.0248,,0.0247,0.0248,0.0973,0.0248,0.0248,0.0248,0.0959,0.0991
2023-02-22 21:28:00,,0.0561,0.0248,0.0737,0.0248,,0.0247,,0.0948,0.0248,0.0248,0.0248,0.0948,0.0985
2023-02-22 21:30:00,,0.0585,0.0248,0.0223,0.0248,,0.0243,0.0248,0.0247,0.0248,0.0248,0.0248,0.0955,0.0827
2023-02-22 21:32:00,,0.0562,0.0248,0.0224,0.0813,,0.0242,0.0248,0.0955,0.0248,0.0820,,0.0248,0.0248
2023-02-22 21:34:00,,0.0562,0.0248,0.0237,0.0953,,0.0245,0.0248,0.0948,0.0820,0.0827,0.0248,0.0962,0.0248
2023-02-22 21:36:00,,0.0536,0.0248,0.0239,0.0935,,0.0240,0.0248,0.0955,0.0820,0.0248,0.0248,0.0962,0.0248
2023-02-22 21:38:00,,0.0474,0.0248,0.0239,0.0248,,0.0238,,0.0981,0.0914,0.0248,0.0248,0.0248,0.0820
2023-02-22 21:40:00,,0.0536,0.0248,0.0237,0.0248,,0.0241,0.0248,0.0981,0.0914,0.0820,0.0248,0.0248,0.0827
2023-02-22 21:42:00,,0.0562,0.0248,0.0239,0.0248,,0.0242,0.0248,0.0974,0.0248,0.0957,,0.0248,0.0248
2023-02-22 21:44:00,,0.0507,0.0248,0.0692,0.0248,,0.0245,0.0248,0.0948,0.0248,0.0943,0.0248,0.0248,0.0248
2023-02-22 21:46:00,,0.0506,0.0248,0.0700,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0820
2023-02-22 21:48:00,,0.0507,0.0248,0.0243,0.0248,,0.0248,,0.0963,0.0248,0.0248,0.0248,0.0962,0.0827
2023-02-22 21:50:00,,0.0393,0.0248,0.0238,0.0248,,0.0248,0.0248,0.0970,0.0248,0.0943,0.0248,0.0978,0.0248
2023-02-22 21:52:00,,0.0474,0.0248,0.0692,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0974,,0.0948,0.0248
2023-02-22 21:54:00,,0.0586,0.0248,0.0850,0.0248,,0.0248,0.0248,0.0955,0.0248,0.0970,0.0248,0.0248,0.0248
2023-02-22 21:56:00,,0.0562,0.0248,0.0934,0.0248,,0.0248,0.0248,0.0962,0.0248,0.0914,0.0248,0.0248,0.0248
2023-02-22 21:58:00,,0.0584,0.0248,0.0956,0.0248,,0.0248,,0.0247,0.0248,0.0248,,0.0248,0.0248
2023-02-22 22:00:00,,0.0536,0.0248,0.0914,0.0248,,0.0247,0.0248,0.0247,0.0248,0.0955,0.0248,0.0248,0.0248
2023-02-22 22:02:00,,0.0474,0.0248,0.0916,0.0248,,0.0247,0.0248,0.0966,0.0248,0.0987,0.0248,0.0970,0.0248
2023-02-22 22:04:00,,0.0474,0.0248,0.0835,0.0248,,0.0248,0.0248,0.0966,0.0248,0.0989,0.0248,0.0975,0.0248
2023-02-22 22:06:00,,0.0475,0.0248,0.0685,0.0248,,0.0248,0.0248,0.0940,0.0248,0.0971,0.0248,0.0940,0.0248
2023-02-22 22:08:00,,0.0507,0.0248,0.0902,0.0248,,0.0247,,0.0955,0.0248,0.0247,,0.0955,0.0248
2023-02-22 22:10:00,,0.0506,0.0248,0.0945,0.0248,,0.0243,0.0248,0.0940,0.0248,0.0248,0.0248,0.0918,0.0248
2023-02-22 22:12:00,,0.0508,0.0248,0.0934,0.0248,,0.0204,0.0248,0.0940,0.0248,0.0966,0.0248,0.0960,0.0248
2023-02-22 22:14:00,,0.0437,0.0248,0.0715,0.0248,,0.0238,,0.0951,0.0248,0.0990,0.0248,0.0979,0.0248
2023-02-22 22:16:00,,0.0392,0.0248,0.0211,0.0248,,0.0244,0.0248,0.0933,0.0248,0.0991,0.0248,0.0970,0.0248
2023-02-22 22:18:00,,0.0394,0.0248,0.0782,0.0248,,0.0245,0.0248,0.0248,0.0248,0.0974,,0.0948,0.0248
2023-02-22 22:20:00,,0.0437,0.0248,0.0700,0.0248,,0.0242,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 22:22:00,,0.0562,0.0248,0.0692,0.0248,,0.0242,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 22:24:00,,0.0585,0.0248,0.0790,0.0248,,0.0247,,0.0955,0.0248,0.0978,0.0248,0.0948,0.0248
2023-02-22 22:26:00,,0.0585,0.0248,0.0234,0.0248,,0.0246,0.0248,0.0970,0.0248,0.0991,0.0248,0.0955,0.0248
2023-02-22 22:28:00,,0.0562,0.0248,0.0239,0.0248,,0.0241,0.0248,0.0962,0.0248,0.0990,,0.0247,0.0248
2023-02-22 22:30:00,,0.0562,0.0248,0.0234,0.0248,,0.0234,0.0248,0.0978,0.0248,0.0971,0.0248,0.0248,0.0248
2023-02-22 22:32:00,,0.0562,0.0248,0.0234,0.0951,,0.0234,0.0248,0.0955,0.0248,0.0247,0.0248,0.0248,0.0248
2023-02-22 22:34:00,,0.0474,0.0248,0.0241,0.0978,,0.0820,,0.0948,0.0248,0.0243,0.0248,0.0955,0.0248
2023-02-22 22:36:00,,0.0507,0.0248,0.0238,0.0989,,0.0827,0.0248,0.0978,0.0248,0.0243,0.0248,0.0990,0.0248
2023-02-22 22:38:00,,0.0535,0.0248,0.0239,0.0991,,0.0242,0.0248,0.0955,0.0248,0.0975,,0.0978,0.0248
2023-02-22 22:40:00,,0.0506,0.0248,0.0234,0.0977,,0.0238,0.0248,0.0248,0.0248,0.0982,0.0248,0.0248,0.0248
2023-02-22 22:42:00,0.0248,0.0509,0.0248,0.0230,0.0805,,0.0242,0.0248,0.0248,0.0248,0.0940,0.0248,0.0248,0.0248
2023-02-22 22:44:00,0.0248,0.0509,0.0248,0.0940,0.0248,,0.0245,,0.0955,0.0248,0.0244,,0.0248,0.0248
2023-02-22 22:46:00,,0.0474,0.0248,0.0941,0.0953,,0.0245,0.0248,0.0948,0.0248,0.0246,0.0248,0.0248,0.0248
2023-02-22 22:48:00,,0.0507,0.0248,0.0928,0.0989,,0.0247,0.0248,0.0248,0.0248,0.0247,0.0248,0.0248,0.0248
2023-02-22 22:50:00,,0.0562,0.0248,0.0916,0.0992,,0.0247,0.0248,0.0966,0.0248,0.0247,0.0248,0.0933,0.0248
2023-02-22 22:52:00,,0.0585,0.0248,0.0842,0.0984,,0.0943,0.0248,0.0966,0.0248,0.0966,0.0248,0.0980,0.0248
2023-02-22 22:54:00,,0.0606,0.0248,0.0827,0.0813,,0.0943,,0.0248,0.0820,0.0966,,0.0985,0.0248
2023-02-22 22:56:00,,0.0605,0.0248,0.0692,0.0248,,0.0247,0.0248,0.0978,0.0820,0.0246,0.0248,0.0981,0.0248
2023-02-22 22:58:00,,0.0605,0.0248,0.0906,0.0248,,0.0248,0.0248,0.0978,0.0248,0.0248,0.0248,0.0972,0.0248
2023-02-22 23:00:00,,0.0562,0.0248,0.0954,0.0248,,0.0247,0.0248,0.0961,0.0248,0.0247,0.0248,0.0987,0.0248
2023-02-22 23:02:00,,0.0474,0.0248,0.0929,0.0248,,0.0247,0.0248,0.0963,0.0248,0.0247,0.0248,0.0989,0.0248
2023-02-22 23:04:00,,0.0436,0.0248,0.0767,0.0805,,0.0247,,0.0966,0.0248,0.0247,,0.0940,0.0248
2023-02-22 23:06:00,,0.0438,0.0248,0.0230,0.0951,,0.0248,0.0248,0.0974,0.0248,0.0246,0.0248,0.0248,0.0248
2023-02-22 23:08:00,,0.0343,0.0248,0.0715,0.0971,,0.0247,0.0248,0.0970,0.0248,0.0247,0.0248,0.0955,0.0248
2023-02-22 23:10:00,,0.0392,0.0248,0.0737,0.0938,,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0948,0.0248
2023-02-22 23:12:00,,0.0507,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 23:14:00,,0.0882,0.0248,0.0240,0.0805,,0.0248,0.0248,0.0248,0.0248,0.0248,,0.0248,0.0248
2023-02-22 23:16:00,,0.0880,0.0248,0.0237,0.0813,,0.0820,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 23:18:00,,0.0508,0.0248,0.0234,0.0248,,0.0827,0.0248,0.0247,0.0910,0.0248,0.0248,0.0248,0.0248
2023-02-22 23:20:00,,0.0605,0.0248,0.0243,0.0935,,0.0248,,0.0978,0.0910,0.0248,0.0248,0.0955,0.0248
