"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05f9280b1f7d)","Transmit Total (lxc0ba74fa7007d)","Transmit Total (lxc25abdb9518a6)","Transmit Total (lxc2e15697085ba)","Transmit Total (lxc351b734952bf)","Transmit Total (lxc439d18cf1dfb)","Transmit Total (lxc455426f94f9c)","Transmit Total (lxc479ad4d1b42f)","Transmit Total (lxc48fb769fcb98)","Transmit Total (lxc51649e01d43c)","Transmit Total (lxc6652d1a74bef)","Transmit Total (lxc71c73856a325)","Transmit Total (lxc75487fceda84)","Transmit Total (lxc7de18daac863)","Transmit Total (lxc943bedc4eaa3)","Transmit Total (lxc958e3c40dcda)","Transmit Total (lxc9b6e428e64f8)","Transmit Total (lxc9c44d2cefee9)","Transmit Total (lxc_health)","Transmit Total (lxcf05a48dbfe36)","Transmit Total (lxcf1111066d3f9)","Transmit Total (lxcf6a76edb12f4)","Transmit Total (lxcfd79045a9c86)","Transmit Total (lxcffe99ab4c80b)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05f9280b1f7d)","Receive Total (lxc0ba74fa7007d)","Receive Total (lxc25abdb9518a6)","Receive Total (lxc2e15697085ba)","Receive Total (lxc351b734952bf)","Receive Total (lxc439d18cf1dfb)","Receive Total (lxc455426f94f9c)","Receive Total (lxc479ad4d1b42f)","Receive Total (lxc48fb769fcb98)","Receive Total (lxc51649e01d43c)","Receive Total (lxc6652d1a74bef)","Receive Total (lxc71c73856a325)","Receive Total (lxc75487fceda84)","Receive Total (lxc7de18daac863)","Receive Total (lxc943bedc4eaa3)","Receive Total (lxc958e3c40dcda)","Receive Total (lxc9b6e428e64f8)","Receive Total (lxc9c44d2cefee9)","Receive Total (lxc_health)","Receive Total (lxcf05a48dbfe36)","Receive Total (lxcf1111066d3f9)","Receive Total (lxcf6a76edb12f4)","Receive Total (lxcfd79045a9c86)","Receive Total (lxcffe99ab4c80b)"
2023-03-12 00:38:00,0,70.4,23355,51512,0,4.27,66.1,296,2552,0.600,121,0,1817,0,0,66.1,3.43,0,130,1594,128,38431,19,32.1,0.389,1826,0,129,11609,70.4,0,16545,45850,0,4.13,41,447,1264,0.600,20.9,0,179,0,0,41.8,3.57,0,21.9,15595,21.9,20576,38.5,26.0,0,198,0,30.3,3531
2023-03-12 00:40:00,0,70,21393,49159,0,4.03,65.7,296,2583,0.600,126,0,1772,0,0,65.7,3.43,0,136,1629,133,38485,17.9,31.6,0.389,1808,0,135,14399,70,0,16579,48534,0,3.90,40.6,447,1280,0.600,21.9,0,148,0,0,41.0,3.57,0,22.8,15655,22.8,18653,36.4,25.5,0.389,180,0,31.6,3346
2023-03-12 00:42:00,0,69.6,21412,49703,0,4.27,66.0,296,2553,0,132,0,1878,0,0,65.7,3.43,0.389,136,1610,133,38478,19,31.6,0,1898,0,135,12122,69.6,0,16540,46521,0,4.13,40.6,447,1265,0,22.8,0,162,0,0,40.3,3.57,0,22.8,15640,22.8,18581,38.5,25.5,0.389,186,0,31.6,3850
2023-03-12 00:44:00,0,69.6,23781,76943,0,4.27,66.4,497,2552,37.6,120,0,1807,62,0,65.7,3.43,0.389,124,1625,121,38514,375,31.9,0,1829,0,123,16366,69.6,0,39837,78992,0,4.13,41,596,1264,30.6,20.9,0,164,153,0,40.3,3.57,0,20.9,15715,20.9,18020,669,25.7,0,186,0,29.0,3721
2023-03-12 00:46:00,0,69.6,21240,48991,0,4.27,65.7,296,2553,0,126,0,1743,0,0,66.1,3.43,0,130,1609,127,38464,19,32.3,0,1777,0,129,15935,69.6,0,16566,49999,0,4.13,40.3,447,1264,0,21.9,0,148,0,0,40.6,3.57,0,21.9,15648,21.9,18508,38.5,26.2,0,189,0,30.3,3365
2023-03-12 00:48:00,0,69.3,19723,47499,0,4.27,66.1,296,2585,0.367,132,0,1827,0,0,65.7,3.43,0,135,1609,133,38423,19,32.3,0,1846,0,134,11632,69.3,0,16527,45961,0,4.13,40.6,447,1286,0.367,22.8,0,180,0,0,40.6,3.57,0,22.8,15619,22.8,16935,38.5,26.2,0,172,0,31.6,3488
2023-03-12 00:50:00,0,69.3,20914,48290,0,4.27,66.4,296,2555,0.600,137,0.389,1675,0,0,66.4,3.43,0,136,1358,133,38315,19,32.6,0,1753,0,135,13756,69.3,0,16589,47550,0,4.13,41.4,447,1272,0.600,23.8,0,185,0,0,41,3.57,0,22.8,15511,22.8,17955,38.5,26.4,0,204,0,31.6,3009
2023-03-12 00:52:00,0,70.4,20545,48849,0,4.27,66.4,295,2552,0,132,0,1866,0,0,66.4,3.43,0,130,1493,127,38265,19,32.8,0,1949,0,129,12127,70.4,0,16536,46537,0,4.13,41.4,447,1262,0,22.8,0,170,0,0,41.4,3.57,0,26.8,15468,21.9,17585,38.5,26.7,0,220,0,35.2,3853
2023-03-12 00:54:00,0,69.6,24288,77368,0,4.66,65.7,498,2553,37.6,132,0,1800,62.0,0,66.4,3.43,0,136,1586,133,38397,375,32.3,0,1818,0,135,14853,69.6,0,39656,77389,0,4.13,40.3,595,1263,30.6,27.7,0,169,153,0,41.4,3.57,0,22.8,15594,27.7,18479,669,26.2,0,196,0,31.6,3654
2023-03-12 00:56:00,0,69.6,29982,58386,0,4.26,66.0,297,2550,0,121,0,1744,0,0,66.8,3.43,0,130,1609,127,38528,19.0,32.1,0,1770,0,129,14281,69.6,0,16615,48541,0,4.13,40.6,447,1263,0,25.8,0,163,0,0,41.0,3.56,0,21.8,15645,21.8,27267,38.5,25.9,0,183,0,30.3,3321
2023-03-12 00:58:00,0,69.6,20651,48963,0,4.50,66.4,296,2582,0,120,0,1893,0,0,67.2,3.43,0,118,1673,115,38432,19,32.1,0,1913,0,117,12219,69.6,0,16533,46798,0,4.37,41.4,447,1280,0,20.9,0,169,0,0,41.4,3.57,0,20.0,15626,20.0,17877,38.5,26.0,0,194,0,27.7,3883
2023-03-12 01:00:00,0,69.6,29162,57179,0,4.27,66.4,297,2553,0.600,121,0,1696,0,0,66.4,3.43,0,124,1433,122,38452,19,32.1,0,1697,0,123,15342,69.6,0,16645,49318,0,4.13,41.4,447,1265,0.600,20.9,0,166,0,0,41,3.57,0,20.9,15554,20.9,26308,38.5,26.0,0,182,0,29.0,3025
2023-03-12 01:02:00,0,69.6,19755,48044,0,4.27,66.4,296,2552,0,120,0,1894,0,0,66.1,3.43,0,124,1569,121,38311,19,32.3,0,1926,0,123,12449,69.6,0,16514,46736,0,4.13,41,447,1264,0,20.9,0,155,0,0,40.6,3.57,0,20.9,15534,20.9,16882,38.5,26.2,0,198,0,29.0,3916
2023-03-12 01:04:00,0,68.9,25570,78790,0,4.27,66.4,498,2554,37.6,115,0,1816,62.0,0,66.0,3.43,0,119,1643,116,38467,375,32.7,0,1843,0,118,14870,68.9,0,39799,77324,0,4.13,41.4,595,1265,30.6,19.9,0,157,154,0,40.6,3.57,0,19.9,15654,19.9,19825,669,26.2,0,185,0,27.6,3684
2023-03-12 01:06:00,0,68.9,21403,49102,0,4.27,66.8,296,2556,0.389,121,0,1757,0,0,66.4,3.43,0,130,1597,127,38464,19.0,32.7,0,1779,0,129,14291,68.9,0,16583,48173,0,4.13,41.8,447,1267,0,20.9,0,157,0.389,0,41.0,3.57,0,21.9,15653,21.9,18658,38.5,26.2,0,182,0,30.3,3301
2023-03-12 01:08:00,0,69.6,21433,49824,0,4.27,66.1,296,2582,0.389,137,0,1896,0,0,65.7,3.43,0,141,1648,138,38432,19,32.3,0,1904,0,140,12231,69.6,0,16553,46811,0,4.13,40.6,447,1278,0,23.8,0,172,0,0,40.3,3.57,0,23.8,15585,23.8,18643,38.5,26.2,0,195,0,32.9,3846
2023-03-12 01:10:00,0,70.4,20789,48170,0,4.27,66.4,295,2553,0.600,132,0,1693,0,0,65.7,3.43,0,136,1480,133,38419,19,32.3,0,1706,0,135,13749,70.4,0,16578,47583,0,4.13,41,447,1264,0.600,22.8,0.389,167,0,0.389,40.3,3.57,0,22.8,15592,22.8,17968,38.5,26.2,0,186,0,31.6,2995
2023-03-12 01:12:00,0.389,69.7,21246,49560,0,4.27,66.1,296,2553,0,132,0,1861,0,0,66.1,3.44,0,130,1704,127,38510,19.0,32.4,0,1886,0,129,12133,69.7,0.389,16548,46631,0,4.14,40.7,447,1263,0,22.8,0,168,0,0,40.7,3.57,0.389,21.9,15673,21.9,18507,38.5,26.2,0,200,0,30.3,3836
2023-03-12 01:14:00,0,69.3,23305,76275,0,4.03,66.8,497,2556,37.6,121,0,1806,62,0,65.7,3.43,0,124,1512,122,38345,375,32.3,0,1823,0.389,123,16383,69.3,0,39717,78801,0,3.90,41.4,595,1267,30.6,20.9,0,158,153,0,40.6,3.96,0,20.9,15518,20.9,17426,669,26.2,0,187,0,29.0,3696
2023-03-12 01:16:00,0,69.6,22227,53600,0,4.03,66.4,497,2564,37.6,120,0,1759,62.0,0.389,65.7,3.67,0,118,1512,116,38421,375,32.3,0,1770,0,117,15945,69.6,0,20121,54398,0,4.29,41.4,595,1270,31.0,20.9,0,163,153,0,41.4,3.80,0,20.0,15584,20.0,18296,669,26.2,0,186,0,28.0,3353
2023-03-12 01:18:00,0,68.9,18916,47078,0,4.27,66.4,296,2551,0,126,0,1868,0,0,66.4,4.13,0,130,1631,127,38400,19.4,32.3,0,1885,0,129,12131,68.9,0,16539,46581,0,4.13,41.4,447,1262,0,21.9,0,166,0,0,41.4,4.27,0,22.2,15592,21.9,16108,38.5,26.2,0,208,0,30.3,3871
2023-03-12 01:20:00,0,69.6,20586,48282,0,4.27,66.5,296,2554,0.600,121,0,1743,0,0,66.1,3.90,0,124,1599,122,38446,19,32.3,0,1769,0,123,14290,69.6,0,16571,48405,0,4.13,41,447,1272,0.600,20.9,0,170,0,0,41,4.03,0,20.9,15651,20.9,17816,38.5,26.2,0,190,0,29.0,3345
2023-03-12 01:22:00,0,69.6,26655,54743,0,4.27,66.1,296,2555,0,121,0,1751,0,0,66.1,3.43,0,124,1621,122,38514,19,32.3,0,1786,0,123,10976,69.6,0,16564,44732,0,4.13,41,447,1273,0,20.9,0,171,0,0,41,3.57,0,20.9,15667,20.9,23945,38.5,26.2,0,188,0,29.0,3223
2023-03-12 01:24:00,0,70.4,24030,77024,0,4.27,66.4,496,2551,37.6,116,0,1794,62,0,66.1,3.43,0,119,1661,116,38466,375,32.3,0,1823,0,118,14877,70.4,0,39669,77201,0,4.13,41,597,1262,30.6,20.0,0,170,151,0,40.6,3.57,0,20.0,15665,20.0,18306,669,26.2,0,189,0,27.7,3668
2023-03-12 01:26:00,0,69.6,30953,67114,0,4.73,66.8,496,2553,37.6,110,0,1738,62.4,0,66.4,3.43,0,119,1530,116,38464,375,32.3,0,1763,0,118,14294,69.6,0,24029,57446,0,4.60,41.7,597,1265,30.6,19,0,157,151,0,41,3.57,0,20.0,15588,20.0,26693,669,26.2,0,190,0,27.7,3333
2023-03-12 01:28:00,0,69.3,19976,48139,0,4.97,66.8,296,2553,0,126,0,1872,0.389,0,66.0,3.43,0,130,1639,127,38381,19.0,32.3,0,1891,0,129,12137,69.3,0,16511,46501,0,4.83,41.4,447,1264,0,21.8,0,166,0,0,40.6,3.57,0,21.8,15593,22.2,17179,38.5,26.2,0,180,0.389,30.3,3867
2023-03-12 01:30:00,0,70.0,22712,50914,0,4.97,66.8,295,2552,0.600,121,0,1802,0,0,65.3,4.06,0,130,1644,127,38485,19.0,32.3,0,1835,0,129,16687,70.0,0,16610,50979,0,4.83,41.4,447,1263,0.600,20.9,0,146,0,0,39.9,3.80,0,21.8,15645,22.2,19948,38.9,26.2,0,187,0.389,30.3,3728
2023-03-12 01:32:00,0,70,21420,49058,0,4.97,66.8,296,2554,0,126,0,1755,0,0,66.5,4.52,0,124,1598,122,38462,19,32.3,0,1777,0,123,11158,70,0,16531,44797,0,4.83,41.4,447,1265,0,21.9,0,160,0,0,41.1,4.27,0,20.9,15639,20.9,18685,38.9,26.2,0,181,0,29.0,3229
2023-03-12 01:34:00,0,70.4,24492,77588,0,4.97,66.8,498,2554,37.6,126,0,1807,62,0,65.7,4.13,0,130,1651,127,38462,375,32.3,0,1825,0,129,14849,70.4,0,39751,77280,0,4.83,41.4,595,1265,30.6,22.2,0,155,153,0,40.3,4.27,0,21.9,15654,21.9,18747,669,26.2,0,184,0,30.3,3690
2023-03-12 01:36:00,0,69.6,22840,62658,0,4.50,66.4,497,2582,37.6,121,0,1702,62,0,65.7,3.67,0,124,1538,122,38440,375,32.3,0,1734,0,123,13817,69.6,0,28254,61925,0,4.37,41.4,595,1278,30.6,20.9,0,159,153,0,40.3,3.80,0,20.9,15626,20.9,18192,669,26.2,0,196,0,29.0,3003
2023-03-12 01:38:00,0,70.7,21377,49688,0,4.27,66.8,295,2554,0,120,0,1878,0,0,66.4,3.43,0,124,1679,121,38433,19.0,32.3,0,1895,0,123,12162,70.7,0,16528,46638,0,4.13,41.4,447,1266,0,20.9,0,157,0,0,41.4,3.57,0,25.8,15639,20.9,18620,38.5,26.2,0,186,0,29.0,3844
2023-03-12 01:40:00,0,70.0,19394,47420,0,4.03,66.7,297,2552,0.600,115,0,1813,0,0,65.6,3.43,0,113,1578,111,38368,19.0,32.1,0,1821,0,112,14879,70.0,0,16551,49163,0,3.90,41.3,446,1265,0.600,19.9,0,179,0,0,41.0,3.56,0,23.9,15580,19.0,16578,38.5,25.9,0.389,175,0,31.2,3694
2023-03-12 01:42:00,0,69.6,20749,48352,0,4.03,66.8,296,2553,0,126,0,1770,0,0,66.4,3.90,0.389,129,1558,127,38391,19,31.9,0,1790,0,128,11033,69.6,0,16520,44969,0,3.90,41.4,447,1265,0,21.9,0,167,0,0,41.4,4.03,0,21.9,15608,26.8,17961,38.5,25.7,0,199,0,35.2,3214
2023-03-12 01:44:00,0,69.3,29673,83444,0,4.27,66.4,498,2581,44.6,126,0.389,1910,62.0,0,66.4,4.13,0,130,1721,127,38512,382,32.1,0.389,1934,0,129,17060,69.3,0,39695,80005,0,4.13,41.4,597,1278,30.6,26.8,0,172,154,0,41.0,4.27,0,21.9,15663,26.8,23951,669,26.0,0,202,0,30.3,4007
2023-03-12 01:46:00,0,70.4,23590,67846,0,4.27,66.1,498,2553,44.6,121,0.389,1691,62,0,65.7,4.13,0,124,1556,122,38474,382,32.3,0.389,1734,0,123,15392,70.4,0,32234,68313,0,4.13,41.4,597,1265,30.6,20.9,0,177,154,0,40.3,4.27,0,20.9,15648,20.9,18560,669,26.2,0,205,0,29.0,3056
2023-03-12 01:48:00,0,70,30056,59027,0,4.27,66.8,295,2553,0,115,0,1885,0,0,66.1,4.13,0,119,1658,116,38491,19,32.3,0,1910,0,118,12170,70,0,16591,46755,0,4.13,41.4,447,1265,0,20.0,0,162,0,0,40.6,4.27,0,20.0,15601,20.0,27293,38.5,26.2,0,169,0,27.7,3892
2023-03-12 01:50:00,0,69.6,20620,48602,0,4.27,66.0,295,2554,0.600,121,0,1806,0,0,66.0,3.90,0,119,1585,116,38381,19.0,32.3,0,1880,0,118,14838,69.6,0,16574,49097,0,4.13,41.0,447,1270,0.600,20.9,0,162,0,0,41.0,4.03,0,19.9,15602,19.9,17790,38.5,26.2,0,195,0,27.6,3666
2023-03-12 01:52:00,0,70.0,28969,57179,0,4.27,65.7,296,2553,0,132,0,1753,0,0,65.7,3.43,0,136,1589,133,38526,19.0,32.3,0,1823,0,135,10995,70.0,0,16595,44897,0,4.13,41.4,447,1263,0,22.8,0,149,0,0,40.6,3.57,0,22.8,15637,22.8,26252,38.5,26.2,0,204,0,31.6,3198
2023-03-12 01:54:00,0,70.0,22961,76207,0,4.27,65.7,496,2553,37.6,126,0,1868,62.0,0,66.0,3.43,0,130,1688,127,38444,375,32.3,0,1896,0,129,15437,70.0,0,39650,77973,0,4.13,41.4,598,1263,30.6,21.8,0,154,152,0,41.0,3.57,0,21.8,15637,21.8,17215,669,26.2,0,195,0,30.3,4011
2023-03-12 01:56:00,0,70.4,26377,75647,0,4.66,66.1,497,2570,37.6,120,0,1709,62,0,66.4,3.43,0,124,1587,121,38483,375,32.3,0,1724,0,123,13801,70.4,0,36779,72274,0,4.13,41.4,599,1272,30.6,20.9,0,154,152,0,41,3.57,0,20.9,15674,20.9,20914,669,26.2,0,182,0,29.0,3039
2023-03-12 01:58:00,0,70.4,21350,49637,0,4.27,66.0,296,2555,0,121,0,1862,0,0,66.4,3.43,0,124,1712,122,38473,19.0,32.3,0,1885,0,123,12092,70.4,0,16537,46476,0,4.13,41.0,447,1267,0,20.9,0,165,0,0,41.4,3.57,0,20.9,15669,20.9,18620,38.5,26.2,0,184,0,29.0,3836
2023-03-12 02:00:00,0,70.7,21434,49507,0,4.27,66.4,296,2554,0.600,131,0,1809,0,0,66.4,3.43,0,135,1577,133,38415,19,32.3,0,1828,0,134,16457,70.7,0,16573,50806,0,4.13,41.4,447,1265,0.600,22.8,0,162,0,0,41,3.57,0,22.8,15568,22.8,18629,38.5,26.2,0,186,0,31.6,3675
2023-03-12 02:02:00,0,71.1,20357,47910,0,4.27,66.8,296,2553,0,132,0,1781,0,0,66.8,3.43,0,136,1582,133,38447,19,32.3,0,1827,0,135,11147,71.1,0,16533,44993,0,4.13,41.4,446,1264,0,22.8,0,153,0,0,41.4,3.57,0,22.8,15620,22.8,17593,38.5,26.2,0,190,0,31.6,3225
2023-03-12 02:04:00,0,70,24111,77447,0,4.27,66.8,500,2577,38.7,126,0,1904,62,0,66.4,3.43,0,130,1704,127,38479,376,32.7,0,1915,0,129,15511,70,0,39666,78208,0,4.13,41.4,596,1278,30.6,21.9,0,165,156,0,40.6,3.57,0,21.9,15663,21.9,18349,669,26.2,0,186,0,30.3,4010
2023-03-12 02:06:00,0,69.6,21869,74260,0,4.27,66.4,501,2552,38.3,126,0,1751,62,0,66.1,3.43,0,130,1604,127,38448,376,32.3,0,1771,0,129,14286,69.6,0,39642,76544,0,4.13,41,596,1264,30.6,21.9,0,169,156,0,40.6,3.57,0,21.9,15650,21.9,16125,669,26.2,0,194,0,30.3,3332
2023-03-12 02:08:00,0,69.6,20513,48392,0,4.27,66.1,296,2551,0,132,0,1795,0,0,66.8,3.43,0,136,1653,133,38477,19,32.3,0,1826,0,135,11512,69.6,0,16533,45554,0,4.13,41.0,447,1262,0,22.8,0,164,0.389,0,41.4,3.57,0,22.8,15653,22.8,17787,38.5,26.2,0,201,0,31.6,3484
2023-03-12 02:10:00,0,69.3,26620,55184,0,4.27,66.8,296,2552,0.600,121,0,1805,0,0,66.1,3.43,0,124,1661,121,38510,19,32.3,0,1834,0,123,14846,69.3,0,16601,49286,0,4.13,41.8,447,1268,0.989,20.9,0,155,0.389,0.389,40.6,3.57,0,20.9,15671,20.9,23885,38.5,26.2,0,192,0,29.0,3678
2023-03-12 02:12:00,0,70.4,21093,48615,0,4.27,66.1,297,2556,0,132,0,1755,0,0,65.7,3.90,0,136,1585,133,38420,19,32.1,0,1764,0,135,10915,70.4,0,16507,44692,0,4.52,40.6,446,1266,0.389,22.8,0,167,0,0.389,40.3,4.03,0.389,22.8,15640,22.8,18351,38.5,26.0,0,184,0,31.6,3184
2023-03-12 02:14:00,0,70.4,32679,86641,0,4.27,66.0,497,2583,37.6,126,0,1885,62.0,0.389,65.7,4.13,0,135,1690,133,38543,375,31.9,0,1902,0.389,134,17038,70.4,0,39682,79876,0,4.52,40.6,595,1280,30.6,21.8,0.389,156,152,0,40.3,4.27,0.389,23.2,15641,22.8,26947,669,25.7,0,184,0,32.0,4067
2023-03-12 02:16:00,0.389,71.5,23134,75977,0,4.27,66.4,496,2553,37.6,132,0,1808,62.0,0.389,65.3,3.90,0,141,1591,138,38400,375,32.3,0,1833,0.389,140,16488,71.5,0.389,39608,79012,0,4.13,41.0,596,1263,30.6,22.8,0.389,151,152,0,39.9,4.03,0,24.1,15586,23.7,17331,669,26.2,0,185,0,33.3,3678
2023-03-12 02:18:00,0.389,70.7,22826,50478,0,4.27,66.4,296,2554,0,132,0,1759,0,0,65.7,3.43,0,136,1613,133,38494,19.4,32.3,0,1788,0,135,10989,70.7,0.389,16547,44914,0,4.13,41.4,447,1265,0,22.8,0,154,0,0,41.0,3.57,0,22.8,15664,22.8,20105,38.5,26.2,0,195,0,31.6,3145
2023-03-12 02:20:00,0,70,21459,49476,0,4.27,66.1,295,2554,0.600,132,0,1822,0,0,65.7,3.43,0,130,1664,127,38460,19,32.3,0,1828,0,129,14876,70,0,16565,49227,0,4.13,41.4,447,1265,0.600,22.8,0,172,0,0,41,3.96,0,21.9,15657,21.9,18709,38.5,26.2,0,172,0,30.3,3666
2023-03-12 02:22:00,0,68.9,21475,48698,0,4.73,66.8,296,2554,0,126,0,1687,0,0,66.1,3.43,0,130,1565,127,38472,19,32.3,0,1703,0,129,10411,68.9,0,16518,43899,0,4.60,41.7,447,1266,0,21.9,0,153,0,0,41,3.57,0,21.9,15663,21.9,18760,38.5,26.2,0,183,0,30.3,2846
2023-03-12 02:24:00,0,69.6,23876,77332,0,4.97,66.1,498,2553,37.6,121,0,1862,62,0,66.1,3.67,0,130,1703,127,38477,375,32.3,0,1889,0,129,15445,69.6,0,39759,78203,0,4.83,41.4,596,1264,30.6,20.9,0,157,153,0,40.6,3.80,0,21.9,15656,22.2,18135,669,26.2,0,195,0,30.3,4006
2023-03-12 02:26:00,0,68.9,24375,77446,0,4.50,66.4,497,2553,37.6,121,0,1809,62,0,66.1,3.43,0,124,1655,122,38451,375,32.3,0,1821,0,123,14827,68.9,0,39753,77437,0,4.37,41.4,596,1264,30.6,20.9,0,167,153,0,41,3.57,0,20.9,15669,20.9,18620,669,26.2,0,181,0,29.0,3640
2023-03-12 02:28:00,0,69.3,20553,48084,0,4.27,66.4,296,2554,0,115,0,1747,0,0,66.1,3.82,0,118,1601,115,38458,19.0,32.3,0,1767,0,117,10961,69.3,0,16526,44793,0,4.13,41.4,447,1266,0,20.0,0,162,0,0,41.0,3.57,0,25.7,15663,20.0,17818,38.5,26.2,0,185,0,27.7,3149
2023-03-12 02:30:00,0,69.3,21132,49668,0,4.27,66.4,296,2553,0.600,121,0,1880,0.389,0,66.4,3.43,0,130,1654,127,38409,19,32.3,0,1903,0,129,17268,69.3,0,16582,51884,0,4.13,41.4,447,1265,0.600,20.9,0,170,0,0,41.4,3.57,0,27.6,15611,21.9,18321,38.5,26.2,0,191,0.389,35.8,4101
2023-03-12 02:32:00,0,69.6,19110,46209,0,4.73,66.1,296,2582,0.233,120,0,1708,0,0,65.7,3.90,0,130,1536,127,38389,19,32.3,0,1725,0,128,10623,69.6,0,16502,44183,0,4.60,41,447,1280,0.233,26.2,0,181,0,0,40.6,4.03,0,21.9,15621,27.2,16346,38.5,26.2,0,193,0,35.8,2859
2023-03-12 02:34:00,0,69.6,23574,77055,0,4.97,65.7,498,2552,37.6,126,0,1860,62.0,0,66.0,3.90,0,130,1675,127,38418,375,32.3,0,1887,0,129,15474,69.6,0,39798,78090,0,4.83,40.6,595,1263,30.6,27.2,0,182,154,0,41.0,4.03,0,21.8,15628,21.8,17796,669,26.2,0,211,0,30.3,4046
2023-03-12 02:36:00,0,70.4,29543,83171,0,4.97,66.1,498,2554,37.6,115,0,1802,62,0,65.7,3.90,0,124,1636,122,38587,375,32.3,0,1831,0,123,14862,70.4,0,39853,77524,0,4.83,41.4,595,1266,30.6,20.0,0,188,154,0,40.7,4.03,0,20.9,15717,20.9,23782,669,26.2,0,205,0,29.0,3663
2023-03-12 02:38:00,0,69.6,21243,48819,0,4.97,66.4,296,2553,0,115,0,1754,0,0,66.0,3.43,0,119,1581,117,38548,19.0,32.3,0,1769,0,118,11001,69.6,0,16542,44765,0,4.83,41.4,447,1269,0,19.9,0,168,0,0,40.6,3.57,0,19.9,15721,19.9,18484,38.9,26.2,0,174,0,27.6,3160
2023-03-12 02:40:00,0,70.3,29875,58967,0,4.96,66.4,296,2551,0.600,132,0,1856,0,0,66.7,3.43,0.389,135,1633,133,38510,19.0,32.3,0.389,1882,0,135,15408,70.3,0,16641,50107,0,4.83,41.3,447,1263,0.600,23.2,0,147,0,0,41.3,3.56,0,22.8,15611,22.8,27092,38.5,26.2,0.389,191,0,31.6,3993
2023-03-12 02:42:00,0,70.0,20408,47581,0,4.27,66.4,296,2583,0.600,115,0,1704,0,0,66.0,3.43,0.389,124,1548,122,38443,19.0,32.3,0.389,1719,0,123,10496,70.0,0,16521,44071,0,4.13,41.0,446,1280,0.600,20.3,0,173,0,0,40.6,3.57,0,20.9,15635,20.9,17656,38.5,26.2,0.389,184,0,29.0,2861
2023-03-12 02:44:00,0,70,30709,81635,0,4.27,66.1,296,2553,0,115,0.389,1855,0,0,66.4,3.43,0,119,1600,116,38470,19,32.3,0,1886,0,118,16910,70,0,36896,75985,0,4.13,40.3,446,1264,0,20.0,0,153,0,0,41,3.57,0,20.0,15581,20.0,25905,38.5,26.2,0,191,0,27.7,3987
2023-03-12 02:46:00,0,70.4,23681,76541,0,4.50,66.1,497,2553,38.3,115,0,1804,62,0,66.1,3.43,0,124,1622,121,38463,376,32.3,0,1828,0,123,16494,70.4,0,39572,78901,0,4.37,40.6,599,1264,30.6,20.0,0,167,153,0,40.6,3.57,0,20.9,15643,20.9,17908,669,26.2,0,197,0,29.0,3728
2023-03-12 02:48:00,0,69.6,24225,52049,0,4.97,66.8,296,2554,0,126,0,1754,0,0,66.4,3.43,0,130,1605,133,38519,19,32.3,0,1765,0,135,10992,69.6,0,16584,44816,0,4.83,41.4,447,1265,0,21.9,0,165,0,0,41.4,3.57,0,21.9,15661,22.2,21498,38.5,26.2,0,183,0,31.0,3183
2023-03-12 02:50:00,0,70.4,21250,49739,0,4.97,66.8,297,2583,0.600,126,0,1901,0,0,66.0,3.43,0,124,1717,121,38499,19.0,32.3,0,1962,0,123,15529,70.4,0,16610,50132,0,4.83,41.4,447,1280,0.600,21.8,0,174,0,0,41.0,3.57,0,20.9,15646,20.9,18483,38.5,26.2,0,203,0,29.0,4024
2023-03-12 02:52:00,0,68.9,21388,48959,0,4.50,66.8,296,2552,0.600,115,0,1757,0,0,65.7,3.67,0,124,1615,122,38503,19,32.3,0,1824,0,123,10986,68.9,0,16561,44977,0,4.37,41.4,447,1265,0.600,20.0,0,168,0,0,40.6,3.80,0,20.9,15658,20.9,18652,38.5,26.2,0,209,0,29.0,3171
2023-03-12 02:54:00,0,70.4,22005,67683,0,4.66,66.8,295,2551,0,126,0,1801,0,0,66.4,4.13,0,136,1581,133,38406,19,32.3,0,1829,0,135,14893,70.4,0,32788,68623,0,4.13,41.4,447,1262,0,21.9,0,164,0,0,41,4.27,0,22.8,15586,22.8,17601,38.5,26.2,0,197,0,31.6,3664
2023-03-12 02:56:00,0,70.7,24054,76932,0,4.03,66.4,500,2554,38.7,126,0,1819,62.0,0,66.1,3.90,0,130,1579,127,38409,376,32.3,0,1843,0,129,14880,70.7,0,39549,77288,0,3.90,41.4,595,1265,30.6,21.9,0,163,155,0,41.0,4.03,0,21.9,15590,21.9,18243,669,26.2,0,198,0,30.3,3683
2023-03-12 02:58:00,0,69.6,19374,46859,0,4.03,66.4,295,2556,0,121,0,1768,0,0,65.7,3.43,0,119,1517,116,38399,19.0,32.3,0,1784,0,118,11031,69.6,0,16536,44812,0,3.90,41.4,447,1272,0,20.9,0,163,0,0,40.6,3.57,0,20.0,15572,20.0,16539,38.5,26.2,0,176,0,27.7,3231
