"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc05f9280b1f7d)","Receive Errors (lxc0ba74fa7007d)","Receive Errors (lxc25abdb9518a6)","Receive Errors (lxc2e15697085ba)","Receive Errors (lxc351b734952bf)","Receive Errors (lxc439d18cf1dfb)","Receive Errors (lxc455426f94f9c)","Receive Errors (lxc479ad4d1b42f)","Receive Errors (lxc48fb769fcb98)","Receive Errors (lxc51649e01d43c)","Receive Errors (lxc6652d1a74bef)","Receive Errors (lxc71c73856a325)","Receive Errors (lxc75487fceda84)","Receive Errors (lxc7de18daac863)","Receive Errors (lxc943bedc4eaa3)","Receive Errors (lxc958e3c40dcda)","Receive Errors (lxc9b6e428e64f8)","Receive Errors (lxc9c44d2cefee9)","Receive Errors (lxc_health)","Receive Errors (lxcf05a48dbfe36)","Receive Errors (lxcf1111066d3f9)","Receive Errors (lxcf6a76edb12f4)","Receive Errors (lxcfd79045a9c86)","Receive Errors (lxcffe99ab4c80b)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05f9280b1f7d)","Receive Total (lxc0ba74fa7007d)","Receive Total (lxc25abdb9518a6)","Receive Total (lxc2e15697085ba)","Receive Total (lxc351b734952bf)","Receive Total (lxc439d18cf1dfb)","Receive Total (lxc455426f94f9c)","Receive Total (lxc479ad4d1b42f)","Receive Total (lxc48fb769fcb98)","Receive Total (lxc51649e01d43c)","Receive Total (lxc6652d1a74bef)","Receive Total (lxc71c73856a325)","Receive Total (lxc75487fceda84)","Receive Total (lxc7de18daac863)","Receive Total (lxc943bedc4eaa3)","Receive Total (lxc958e3c40dcda)","Receive Total (lxc9b6e428e64f8)","Receive Total (lxc9c44d2cefee9)","Receive Total (lxc_health)","Receive Total (lxcf05a48dbfe36)","Receive Total (lxcf1111066d3f9)","Receive Total (lxcf6a76edb12f4)","Receive Total (lxcfd79045a9c86)","Receive Total (lxcffe99ab4c80b)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc05f9280b1f7d)","Transmit Errors (lxc0ba74fa7007d)","Transmit Errors (lxc25abdb9518a6)","Transmit Errors (lxc2e15697085ba)","Transmit Errors (lxc351b734952bf)","Transmit Errors (lxc439d18cf1dfb)","Transmit Errors (lxc455426f94f9c)","Transmit Errors (lxc479ad4d1b42f)","Transmit Errors (lxc48fb769fcb98)","Transmit Errors (lxc51649e01d43c)","Transmit Errors (lxc6652d1a74bef)","Transmit Errors (lxc71c73856a325)","Transmit Errors (lxc75487fceda84)","Transmit Errors (lxc7de18daac863)","Transmit Errors (lxc943bedc4eaa3)","Transmit Errors (lxc958e3c40dcda)","Transmit Errors (lxc9b6e428e64f8)","Transmit Errors (lxc9c44d2cefee9)","Transmit Errors (lxc_health)","Transmit Errors (lxcf05a48dbfe36)","Transmit Errors (lxcf1111066d3f9)","Transmit Errors (lxcf6a76edb12f4)","Transmit Errors (lxcfd79045a9c86)","Transmit Errors (lxcffe99ab4c80b)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc05f9280b1f7d)","Receive Dropped (lxc0ba74fa7007d)","Receive Dropped (lxc25abdb9518a6)","Receive Dropped (lxc2e15697085ba)","Receive Dropped (lxc351b734952bf)","Receive Dropped (lxc439d18cf1dfb)","Receive Dropped (lxc455426f94f9c)","Receive Dropped (lxc479ad4d1b42f)","Receive Dropped (lxc48fb769fcb98)","Receive Dropped (lxc51649e01d43c)","Receive Dropped (lxc6652d1a74bef)","Receive Dropped (lxc71c73856a325)","Receive Dropped (lxc75487fceda84)","Receive Dropped (lxc7de18daac863)","Receive Dropped (lxc943bedc4eaa3)","Receive Dropped (lxc958e3c40dcda)","Receive Dropped (lxc9b6e428e64f8)","Receive Dropped (lxc9c44d2cefee9)","Receive Dropped (lxc_health)","Receive Dropped (lxcf05a48dbfe36)","Receive Dropped (lxcf1111066d3f9)","Receive Dropped (lxcf6a76edb12f4)","Receive Dropped (lxcfd79045a9c86)","Receive Dropped (lxcffe99ab4c80b)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc05f9280b1f7d)","Transmit Dropped (lxc0ba74fa7007d)","Transmit Dropped (lxc25abdb9518a6)","Transmit Dropped (lxc2e15697085ba)","Transmit Dropped (lxc351b734952bf)","Transmit Dropped (lxc439d18cf1dfb)","Transmit Dropped (lxc455426f94f9c)","Transmit Dropped (lxc479ad4d1b42f)","Transmit Dropped (lxc48fb769fcb98)","Transmit Dropped (lxc51649e01d43c)","Transmit Dropped (lxc6652d1a74bef)","Transmit Dropped (lxc71c73856a325)","Transmit Dropped (lxc75487fceda84)","Transmit Dropped (lxc7de18daac863)","Transmit Dropped (lxc943bedc4eaa3)","Transmit Dropped (lxc958e3c40dcda)","Transmit Dropped (lxc9b6e428e64f8)","Transmit Dropped (lxc9c44d2cefee9)","Transmit Dropped (lxc_health)","Transmit Dropped (lxcf05a48dbfe36)","Transmit Dropped (lxcf1111066d3f9)","Transmit Dropped (lxcf6a76edb12f4)","Transmit Dropped (lxcfd79045a9c86)","Transmit Dropped (lxcffe99ab4c80b)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05f9280b1f7d)","Transmit Total (lxc0ba74fa7007d)","Transmit Total (lxc25abdb9518a6)","Transmit Total (lxc2e15697085ba)","Transmit Total (lxc351b734952bf)","Transmit Total (lxc439d18cf1dfb)","Transmit Total (lxc455426f94f9c)","Transmit Total (lxc479ad4d1b42f)","Transmit Total (lxc48fb769fcb98)","Transmit Total (lxc51649e01d43c)","Transmit Total (lxc6652d1a74bef)","Transmit Total (lxc71c73856a325)","Transmit Total (lxc75487fceda84)","Transmit Total (lxc7de18daac863)","Transmit Total (lxc943bedc4eaa3)","Transmit Total (lxc958e3c40dcda)","Transmit Total (lxc9b6e428e64f8)","Transmit Total (lxc9c44d2cefee9)","Transmit Total (lxc_health)","Transmit Total (lxcf05a48dbfe36)","Transmit Total (lxcf1111066d3f9)","Transmit Total (lxcf6a76edb12f4)","Transmit Total (lxcfd79045a9c86)","Transmit Total (lxcffe99ab4c80b)"
2023-03-12 09:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,8.77,73.2,0,0.0833,0.544,3.33,6.86,0.0111,0.222,0,2.01,0,0.00556,0.550,0.0611,0,0.222,5.83,0.222,13.7,0.100,0.333,0,2.36,0,0.339,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,10.4,79.4,0,0.0833,0.994,3.35,7.83,0.0111,0.222,0,2.57,0,0,0.994,0.0611,0,0.222,6.07,0.222,12.6,0.206,0.400,0,2.93,0,0.222,22.6
2023-03-12 09:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623,0,15.2,90.4,0,0.0834,0.545,3.34,6.88,0,0.245,0,2.26,0,0.00556,0.545,0.0500,0,0.256,5.06,0.256,11.0,0.100,0.334,0,2.42,0,0.384,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623,15.4,91.0,0,0.0834,0.995,3.35,7.85,0,0.245,0,2.71,0.00556,0,0.990,0.0500,0,0.256,5.25,0.256,10.8,0.206,0.400,0,3.00,0,0.256,22.3
2023-03-12 09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,30.7,122,0,0.0833,0.544,4.25,6.99,0.267,0.256,0,2.25,0.400,0,0.539,0.0556,0,0.256,5.74,0.256,12.5,1.94,0.333,0,2.40,0,0.383,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,30.4,128,0,0.0833,0.989,4.29,7.96,0.322,0.256,0,2.59,0.339,0,0.983,0.0500,0,0.256,5.48,0.256,12.2,2.10,0.400,0,2.86,0,0.256,22.9
2023-03-12 09:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,7.17,65.8,0,0.0722,0.550,3.33,6.88,0,0.244,0,2.24,0.00555,0,0.533,0.0555,0.00555,0.233,6.57,0.233,12.0,0.1000,0.328,0,2.47,0,0.350,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.35,71.5,0,0.0667,1.000,3.33,7.85,0,0.244,0,2.53,0,0,0.983,0.0500,0,0.233,6.38,0.233,11.9,0.200,0.394,0,2.78,0,0.233,21.4
2023-03-12 09:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,8.11,71.5,0,0.0667,0.550,3.33,6.84,0.0111,0.256,0,2.14,0.00556,0,0.539,0.0500,0.00556,0.256,6.26,0.256,13.1,0.100,0.322,0,2.47,0,0.383,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.39,75.9,0,0.0611,1,3.34,7.83,0.0111,0.256,0,2.59,0,0,0.989,0.0500,0,0.256,6.59,0.256,12.4,0.200,0.389,0,3.08,0,0.256,23.3
2023-03-12 09:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.77,71.0,0,0.0722,0.533,3.33,6.88,0.0111,0.278,0,2.33,0,0,0.544,0.0500,0,0.267,6.81,0.267,12.9,0.100,0.322,0,2.33,0,0.400,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.69,73.6,0,0.0722,0.983,3.33,7.86,0.0111,0.278,0,2.56,0,0.00556,0.994,0.0500,0,0.267,7.19,0.267,12.4,0.200,0.394,0,3.16,0,0.272,23.3
2023-03-12 09:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,11.9,79.8,0,0.0833,0.539,3.34,6.85,0,0.267,0,2.18,0,0,0.550,0.0500,0,0.261,6.67,0.256,12.9,0.100,0.333,0,2.28,0,0.383,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,12.3,83.4,0,0.0833,0.983,3.34,7.84,0,0.267,0,2.65,0,0,1,0.0500,0,0.256,7.12,0.256,12.7,0.200,0.400,0,3,0,0.256,22.4
2023-03-12 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,29.8,122,0,0.0833,0.545,4.24,6.86,0.267,0.267,0.00556,2.08,0.411,0,0.545,0.0500,0,0.267,5.66,0.267,11.6,1.94,0.333,0,2.48,0,0.400,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,29.1,123,0,0.0833,0.989,4.33,7.83,0.311,0.267,0,2.70,0.333,0,0.995,0.0500,0,0.267,5.90,0.267,11.4,2.09,0.400,0,2.91,0,0.267,23.7
2023-03-12 09:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.75,66.2,0,0.0833,0.550,3.32,6.86,0,0.256,0,1.92,0,0,0.544,0.0556,0,0.267,5.45,0.267,10.8,0.100,0.339,0,2.39,0,0.400,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.27,71.1,0,0.0833,0.989,3.35,7.83,0,0.256,0,2.67,0,0,0.994,0.0556,0,0.267,5.21,0.267,11.3,0.200,0.406,0,3.06,0,0.267,21.3
2023-03-12 09:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0,7.60,70.1,0,0.0833,0.533,3.33,6.86,0.0111,0.244,0,2.16,0,0,0.539,0.0666,0,0.255,6.08,0.255,11.6,0.0999,0.350,0,2.57,0,0.383,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,8.30,72.7,0,0.0833,0.977,3.34,7.83,0.0111,0.250,0,2.72,0,0,0.988,0.0666,0,0.255,6.34,0.255,11.6,0.200,0.416,0,3.00,0.00555,0.255,23.2
2023-03-12 09:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,7.56,69.8,0,0.0833,0.533,3.33,6.88,0.0111,0.244,0,2.17,0,0,0.539,0.0667,0,0.256,5.70,0.256,11.6,0.100,0.339,0,2.46,0,0.383,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,8.68,72.7,0,0.0833,0.983,3.34,7.85,0.0111,0.244,0,2.56,0,0,0.989,0.0722,0,0.256,5.65,0.256,11.3,0.200,0.406,0,2.82,0,0.256,22.4
2023-03-12 09:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,9.05,73,0,0.0778,0.539,3.32,6.86,0,0.256,0,2.19,0,0,0.533,0.0556,0,0.256,5.84,0.256,12.6,0.100,0.333,0,2.59,0,0.383,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,9.94,79.5,0,0.0778,0.989,3.36,7.83,0,0.256,0,2.56,0,0,0.983,0.0556,0,0.256,6.08,0.256,12.2,0.200,0.400,0,2.90,0,0.256,22.0
2023-03-12 09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0.00556,29.6,122,0,0.0723,0.545,4.25,6.89,0.267,0.256,0,2.27,0.395,0,0.539,0.0500,0,0.256,6.68,0.256,12.7,1.95,0.334,0,2.54,0,0.384,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.645,29.2,123,0,0.0723,0.995,4.30,7.85,0.311,0.256,0,2.58,0.334,0,0.990,0.0500,0,0.256,6.83,0.256,12.3,2.09,0.400,0,2.76,0,0.256,22.8
2023-03-12 09:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0.00556,8.46,68.7,0,0.0778,0.544,3.33,6.88,0,0.267,0,2.22,0,0,0.556,0.0556,0,0.278,6.64,0.283,14.5,0.100,0.333,0.00556,2.48,0,0.417,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.617,10.3,78.2,0,0.0778,0.994,3.34,7.84,0,0.267,0,2.47,0,0,1,0.0556,0,0.278,6.80,0.278,13.3,0.200,0.400,0,2.91,0,0.278,21.4
2023-03-12 09:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,7.47,72.8,0,0.0833,0.550,3.33,6.86,0.0111,0.244,0,2.14,0,0,0.544,0.0667,0,0.256,5.70,0.261,11.6,0.100,0.333,0.00556,2.58,0,0.383,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.57,74.4,0,0.0833,0.994,3.33,7.83,0.0111,0.244,0,2.66,0,0,0.994,0.0667,0,0.256,5.99,0.256,11.1,0.200,0.400,0,2.93,0,0.256,24.0
2023-03-12 09:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,8.06,72.3,0,0.0833,0.550,3.33,6.86,0.0111,0.244,0,1.84,0,0,0.533,0.0667,0,0.256,5.59,0.256,12.1,0.106,0.333,0,2.34,0.00556,0.383,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,9.04,73.9,0,0.0833,0.994,3.34,7.83,0.0111,0.244,0,2.66,0,0,0.983,0.0667,0,0.256,5.84,0.256,11.7,0.200,0.400,0,2.86,0,0.256,22.4
2023-03-12 09:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.53,70.3,0,0.0833,0.550,3.33,6.89,0,0.267,0,1.87,0,0,0.528,0.0667,0,0.267,5.67,0.267,11.8,0.106,0.339,0,2.29,0.00556,0.400,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.49,73.1,0,0.0833,0.989,3.34,7.86,0,0.267,0,2.72,0,0,0.978,0.0667,0,0.267,5.98,0.267,11.4,0.200,0.406,0,3.04,0,0.267,22.1
2023-03-12 09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,30.2,121,0,0.0833,0.550,4.28,6.96,0.267,0.256,0,2.04,0.411,0,0.550,0.0667,0,0.244,5.77,0.244,11.7,1.94,0.344,0,2.48,0,0.367,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,29.2,124,0,0.0833,0.994,4.32,7.93,0.311,0.256,0,2.59,0.333,0,0.994,0.0667,0,0.244,5.95,0.244,11.5,2.09,0.411,0,3.01,0,0.244,23.3
2023-03-12 09:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.73,65.9,0,0.0833,0.544,3.33,6.86,0,0.250,0,2.11,0,0,0.539,0.0611,0,0.244,6.48,0.244,12.7,0.100,0.339,0,2.67,0,0.367,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.47,71.4,0,0.0833,0.994,3.35,7.83,0,0.244,0,2.59,0,0,0.989,0.0611,0,0.244,6.93,0.244,12.4,0.200,0.406,0,3.07,0,0.244,21.3
2023-03-12 09:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,7.96,72.3,0,0.0834,0.550,3.34,6.85,0.0111,0.233,0,2.13,0,0,0.539,0.0500,0,0.233,6.38,0.233,12.1,0.100,0.334,0,2.43,0,0.350,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.49,74.3,0,0.0834,0.995,3.34,7.83,0.0111,0.233,0.00556,2.69,0,0,0.984,0.0500,0.00556,0.233,6.63,0.233,12.1,0.200,0.400,0,3.07,0,0.233,23.6
2023-03-12 09:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,7.37,68.8,0,0.0778,0.550,3.33,6.90,0.0111,0.244,0,2.10,0,0,0.545,0.0500,0,0.233,5.53,0.233,11.6,0.100,0.333,0,2.27,0,0.350,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.54,71.2,0,0.0778,0.989,3.34,7.86,0.0111,0.244,0,2.46,0,0,0.989,0.0500,0,0.233,5.81,0.233,11.0,0.200,0.400,0,2.76,0,0.233,22.1
2023-03-12 09:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.20,68.9,0,0.0667,0.550,3.33,6.95,0,0.244,0,2.12,0,0,0.539,0.0500,0,0.244,5.58,0.244,12.1,0.1000,0.333,0,2.40,0,0.367,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.92,72.5,0,0.0667,0.994,3.34,7.93,0,0.244,0,2.55,0,0,0.989,0.0500,0,0.244,5.89,0.244,11.0,0.200,0.400,0,2.82,0,0.244,21.9
2023-03-12 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,29.8,121,0,0.0667,0.550,4.23,6.84,0.267,0.256,0,2.26,0.383,0,0.533,0.0500,0,0.244,4.87,0.244,10.6,1.94,0.333,0,2.52,0,0.367,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,28.9,123,0,0.0667,1.000,4.27,7.82,0.311,0.256,0,2.56,0.333,0,0.983,0.0500,0,0.250,4.98,0.244,10.4,2.09,0.400,0.00555,2.84,0,0.244,23.2
