"Time","Cluster","192.168.0.211:9796","192.168.0.221:9796","192.168.0.222:9796"
2023-03-16 18:00:00,0.0643,0.0700,0.0655,0.0575
2023-03-16 18:02:00,0.0792,0.0730,0.0600,0.105
2023-03-16 18:04:00,0.0777,0.0693,0.0588,0.105
2023-03-16 18:06:00,0.0817,0.0746,0.0669,0.103
2023-03-16 18:08:00,0.0778,0.0676,0.0609,0.105
2023-03-16 18:10:00,0.0672,0.0797,0.0587,0.0631
2023-03-16 18:12:00,0.0814,0.0775,0.0615,0.105
2023-03-16 18:14:00,0.0737,0.0691,0.0593,0.0926
2023-03-16 18:16:00,0.0806,0.0745,0.0619,0.105
2023-03-16 18:18:00,0.0789,0.0682,0.0647,0.104
2023-03-16 18:20:00,0.0694,0.0783,0.0625,0.0674
2023-03-16 18:22:00,0.0798,0.0775,0.0563,0.106
2023-03-16 18:24:00,0.0699,0.0697,0.0644,0.0757
2023-03-16 18:26:00,0.0813,0.0739,0.0645,0.106
2023-03-16 18:28:00,0.0784,0.0689,0.0595,0.107
2023-03-16 18:30:00,0.0744,0.0745,0.0618,0.0870
2023-03-16 18:32:00,0.0763,0.0709,0.0524,0.106
2023-03-16 18:34:00,0.0622,0.0724,0.0597,0.0545
2023-03-16 18:36:00,0.0766,0.0684,0.0597,0.102
2023-03-16 18:38:00,0.0766,0.0675,0.0569,0.105
2023-03-16 18:40:00,0.0772,0.0711,0.0589,0.102
2023-03-16 18:42:00,0.0783,0.0674,0.0636,0.104
2023-03-16 18:44:00,0.0650,0.0761,0.0591,0.0597
2023-03-16 18:46:00,0.0765,0.0709,0.0537,0.105
2023-03-16 18:48:00,0.0744,0.0677,0.0638,0.0918
2023-03-16 18:50:00,0.0777,0.0680,0.0611,0.104
2023-03-16 18:52:00,0.0770,0.0687,0.0580,0.104
2023-03-16 18:54:00,0.0739,0.0857,0.0655,0.0705
2023-03-16 18:56:00,0.0759,0.0713,0.0522,0.104
2023-03-16 18:58:00,0.0668,0.0728,0.0604,0.0670
2023-03-16 19:00:00,0.0809,0.0685,0.0703,0.104
2023-03-16 19:02:00,0.0791,0.0697,0.0604,0.107
2023-03-16 19:04:00,0.0797,0.0835,0.0623,0.0932
2023-03-16 19:06:00,0.0793,0.0720,0.0615,0.104
2023-03-16 19:08:00,0.0598,0.0743,0.0578,0.0474
2023-03-16 19:10:00,0.0735,0.0658,0.0523,0.102
2023-03-16 19:12:00,0.0795,0.0694,0.0649,0.104
2023-03-16 19:14:00,0.0832,0.0797,0.0644,0.105
2023-03-16 19:16:00,0.0790,0.0711,0.0610,0.105
2023-03-16 19:18:00,0.0638,0.0754,0.0619,0.0543
2023-03-16 19:20:00,0.0746,0.0675,0.0525,0.104
2023-03-16 19:22:00,0.0719,0.0698,0.0586,0.0872
2023-03-16 19:24:00,0.0835,0.0670,0.0783,0.105
2023-03-16 19:26:00,0.0787,0.0711,0.0610,0.104
2023-03-16 19:28:00,0.0714,0.0757,0.0607,0.0777
2023-03-16 19:30:00,0.0763,0.0684,0.0544,0.106
2023-03-16 19:32:00,0.0652,0.0721,0.0594,0.0641
2023-03-16 19:34:00,0.0780,0.0675,0.0629,0.104
2023-03-16 19:36:00,0.0796,0.0721,0.0639,0.103
2023-03-16 19:38:00,0.0761,0.0742,0.0586,0.0955
2023-03-16 19:40:00,0.0772,0.0667,0.0606,0.104
2023-03-16 19:42:00,0.0620,0.0758,0.0630,0.0473
2023-03-16 19:44:00,0.0757,0.0682,0.0548,0.104
2023-03-16 19:46:00,0.0841,0.0864,0.0609,0.105
2023-03-16 19:48:00,0.0804,0.0699,0.0667,0.105
2023-03-16 19:50:00,0.0768,0.0665,0.0608,0.103
2023-03-16 19:52:00,0.0647,0.0773,0.0575,0.0593
2023-03-16 19:54:00,0.0761,0.0685,0.0555,0.104
2023-03-16 19:56:00,0.0770,0.0847,0.0642,0.0820
2023-03-16 19:58:00,0.0776,0.0662,0.0626,0.104
2023-03-16 20:00:00,0.0791,0.0682,0.0648,0.104
2023-03-16 20:02:00,0.0753,0.0749,0.0610,0.0901
2023-03-16 20:04:00,0.0757,0.0687,0.0548,0.104
2023-03-16 20:06:00,0.0685,0.0806,0.0718,0.0530
2023-03-16 20:08:00,0.0750,0.0672,0.0542,0.104
2023-03-16 20:10:00,0.0774,0.0673,0.0612,0.104
2023-03-16 20:12:00,0.0795,0.0690,0.0652,0.104
2023-03-16 20:14:00,0.0792,0.0699,0.0616,0.106
2023-03-16 20:16:00,0.0632,0.0791,0.0632,0.0472
2023-03-16 20:18:00,0.0766,0.0694,0.0567,0.104
2023-03-16 20:20:00,0.0730,0.0663,0.0613,0.0913
2023-03-16 20:22:00,0.0796,0.0700,0.0620,0.107
2023-03-16 20:24:00,0.0789,0.0694,0.0631,0.104
2023-03-16 20:26:00,0.0703,0.0813,0.0601,0.0695
2023-03-16 20:28:00,0.0740,0.0705,0.0487,0.103
2023-03-16 20:30:00,0.0692,0.0719,0.0621,0.0736
2023-03-16 20:32:00,0.0784,0.0672,0.0632,0.105
2023-03-16 20:34:00,0.0765,0.0666,0.0594,0.103
2023-03-16 20:36:00,0.0753,0.0801,0.0613,0.0845
2023-03-16 20:38:00,0.0788,0.0801,0.0512,0.105
2023-03-16 20:40:00,0.0656,0.0739,0.0616,0.0614
2023-03-16 20:42:00,0.0805,0.0697,0.0656,0.106
2023-03-16 20:44:00,0.0780,0.0695,0.0605,0.104
2023-03-16 20:46:00,0.0819,0.0805,0.0607,0.105
2023-03-16 20:48:00,0.0841,0.0795,0.0667,0.106
2023-03-16 20:50:00,0.0598,0.0723,0.0603,0.0468
2023-03-16 20:52:00,0.0753,0.0679,0.0534,0.105
2023-03-16 20:54:00,0.0800,0.0714,0.0633,0.105
2023-03-16 20:56:00,0.0811,0.0784,0.0610,0.104
2023-03-16 20:58:00,0.0800,0.0718,0.0645,0.104
2023-03-16 21:00:00,0.0652,0.0776,0.0680,0.0501
2023-03-16 21:02:00,0.0768,0.0700,0.0558,0.105
2023-03-16 21:04:00,0.0714,0.0708,0.0623,0.0809
2023-03-16 21:06:00,0.0834,0.0725,0.0711,0.107
2023-03-16 21:08:00,0.0784,0.0692,0.0609,0.105
2023-03-16 21:10:00,0.0718,0.0737,0.0591,0.0825
2023-03-16 21:12:00,0.0767,0.0685,0.0565,0.105
2023-03-16 21:14:00,0.0638,0.0727,0.0591,0.0596
2023-03-16 21:16:00,0.0788,0.0705,0.0633,0.103
2023-03-16 21:18:00,0.0773,0.0669,0.0615,0.103
2023-03-16 21:20:00,0.0757,0.0760,0.0562,0.0950
2023-03-16 21:22:00,0.0773,0.0691,0.0590,0.104
2023-03-16 21:24:00,0.0621,0.0747,0.0633,0.0484
2023-03-16 21:26:00,0.0770,0.0726,0.0543,0.104
2023-03-16 21:28:00,0.0781,0.0677,0.0617,0.105
2023-03-16 21:30:00,0.0856,0.0791,0.0755,0.102
2023-03-16 21:32:00,0.0776,0.0695,0.0579,0.105
2023-03-16 21:34:00,0.0638,0.0778,0.0600,0.0536
2023-03-16 21:36:00,0.0764,0.0694,0.0565,0.103
2023-03-16 21:38:00,0.0699,0.0661,0.0613,0.0823
2023-03-16 21:40:00,0.0847,0.0819,0.0672,0.105
2023-03-16 21:42:00,0.0784,0.0690,0.0617,0.104
2023-03-16 21:44:00,0.0709,0.0758,0.0589,0.0780
2023-03-16 21:46:00,0.0758,0.0724,0.0505,0.105
2023-03-16 21:48:00,0.0663,0.0697,0.0633,0.0660
2023-03-16 21:50:00,0.0802,0.0710,0.0653,0.104
2023-03-16 21:52:00,0.0774,0.0678,0.0587,0.106
2023-03-16 21:54:00,0.0768,0.0752,0.0628,0.0923
2023-03-16 21:56:00,0.0779,0.0730,0.0542,0.106
2023-03-16 21:58:00,0.0627,0.0722,0.0624,0.0533
2023-03-16 22:00:00,0.0773,0.0680,0.0602,0.104
2023-03-16 22:02:00,0.0785,0.0710,0.0578,0.107
2023-03-16 22:04:00,0.0799,0.0735,0.0613,0.105
2023-03-16 22:06:00,0.0817,0.0748,0.0641,0.106
2023-03-16 22:08:00,0.0627,0.0765,0.0617,0.0497
2023-03-16 22:10:00,0.0740,0.0661,0.0534,0.103
2023-03-16 22:12:00,0.0789,0.0758,0.0642,0.0969
2023-03-16 22:14:00,0.0796,0.0716,0.0623,0.105
2023-03-16 22:16:00,0.0759,0.0680,0.0560,0.104
2023-03-16 22:18:00,0.0714,0.0778,0.0724,0.0638
2023-03-16 22:20:00,0.0734,0.0682,0.0481,0.104
2023-03-16 22:22:00,0.0727,0.0837,0.0626,0.0717
2023-03-16 22:24:00,0.0806,0.0681,0.0700,0.104
2023-03-16 22:26:00,0.0829,0.0727,0.0604,0.115
2023-03-16 22:28:00,0.0735,0.0748,0.0602,0.0854
2023-03-16 22:30:00,0.0748,0.0673,0.0552,0.102
2023-03-16 22:32:00,0.0661,0.0788,0.0629,0.0565
2023-03-16 22:34:00,0.0777,0.0684,0.0605,0.104
2023-03-16 22:36:00,0.0810,0.0729,0.0650,0.105
2023-03-16 22:38:00,0.0762,0.0698,0.0585,0.100
2023-03-16 22:40:00,0.0784,0.0685,0.0622,0.105
2023-03-16 22:42:00,0.0622,0.0741,0.0649,0.0475
2023-03-16 22:44:00,0.0766,0.0687,0.0575,0.104
2023-03-16 22:46:00,0.0774,0.0720,0.0604,0.1000
2023-03-16 22:48:00,0.0799,0.0673,0.0674,0.105
2023-03-16 22:50:00,0.0779,0.0696,0.0587,0.105
2023-03-16 22:52:00,0.0660,0.0781,0.0601,0.0599
2023-03-16 22:54:00,0.0751,0.0656,0.0565,0.103
2023-03-16 22:56:00,0.0740,0.0715,0.0590,0.0915
2023-03-16 22:58:00,0.0790,0.0667,0.0651,0.105
2023-03-16 23:00:00,0.0792,0.0682,0.0646,0.105
2023-03-16 23:02:00,0.0727,0.0752,0.0597,0.0832
2023-03-16 23:04:00,0.0772,0.0756,0.0517,0.104
2023-03-16 23:06:00,0.0687,0.0775,0.0641,0.0646
2023-03-16 23:08:00,0.0770,0.0650,0.0618,0.104
2023-03-16 23:10:00,0.0774,0.0671,0.0595,0.106
2023-03-16 23:12:00,0.0762,0.0718,0.0616,0.0951
2023-03-16 23:14:00,0.0799,0.0786,0.0571,0.104
2023-03-16 23:16:00,0.0643,0.0789,0.0618,0.0523
2023-03-16 23:18:00,0.0748,0.0645,0.0575,0.102
2023-03-16 23:20:00,0.0789,0.0710,0.0602,0.106
2023-03-16 23:22:00,0.0792,0.0719,0.0594,0.106
2023-03-16 23:24:00,0.0842,0.0772,0.0699,0.105
2023-03-16 23:26:00,0.0681,0.0781,0.0669,0.0592
2023-03-16 23:28:00,0.0727,0.0642,0.0518,0.102
2023-03-16 23:30:00,0.0797,0.0682,0.0623,0.108
2023-03-16 23:32:00,0.0786,0.0690,0.0604,0.106
2023-03-16 23:34:00,0.0768,0.0662,0.0608,0.103
2023-03-16 23:36:00,0.0712,0.0796,0.0657,0.0682
2023-03-16 23:38:00,0.0731,0.0667,0.0480,0.105
2023-03-16 23:40:00,0.0678,0.0718,0.0580,0.0736
2023-03-16 23:42:00,0.0809,0.0677,0.0707,0.104
2023-03-16 23:44:00,0.0786,0.0697,0.0617,0.105
2023-03-16 23:46:00,0.0749,0.0778,0.0587,0.0883
2023-03-16 23:48:00,0.0765,0.0685,0.0562,0.105
2023-03-16 23:50:00,0.0623,0.0730,0.0597,0.0543
2023-03-16 23:52:00,0.0772,0.0682,0.0577,0.106
2023-03-16 23:54:00,0.0787,0.0680,0.0640,0.104
2023-03-16 23:56:00,0.0821,0.0853,0.0601,0.101
2023-03-16 23:58:00,0.0764,0.0668,0.0580,0.104
2023-03-17 00:00:00,0.0609,0.0733,0.0646,0.0447
2023-03-17 00:02:00,0.0751,0.0654,0.0551,0.105
2023-03-17 00:04:00,0.0759,0.0691,0.0575,0.101
2023-03-17 00:06:00,0.0903,0.0895,0.0741,0.107
2023-03-17 00:08:00,0.0773,0.0678,0.0589,0.105
2023-03-17 00:10:00,0.0650,0.0782,0.0601,0.0566
2023-03-17 00:12:00,0.0765,0.0685,0.0562,0.105
2023-03-17 00:14:00,0.0689,0.0673,0.0592,0.0801
2023-03-17 00:16:00,0.0842,0.0772,0.0690,0.107
2023-03-17 00:18:00,0.0785,0.0686,0.0635,0.103
2023-03-17 00:20:00,0.0697,0.0729,0.0591,0.0772
2023-03-17 00:22:00,0.0732,0.0675,0.0481,0.104
2023-03-17 00:24:00,0.0661,0.0693,0.0689,0.0599
2023-03-17 00:26:00,0.0808,0.0723,0.0660,0.104
2023-03-17 00:28:00,0.0770,0.0672,0.0591,0.105
2023-03-17 00:30:00,0.0769,0.0718,0.0637,0.0952
2023-03-17 00:32:00,0.0774,0.0674,0.0595,0.105
2023-03-17 00:34:00,0.0610,0.0765,0.0599,0.0467
2023-03-17 00:36:00,0.0793,0.0730,0.0585,0.106
2023-03-17 00:38:00,0.0790,0.0731,0.0594,0.104
2023-03-17 00:40:00,0.0804,0.0724,0.0640,0.105
