"Time","sum(irate({__name__=~""node_cpu_seconds_total|windows_cpu_time_total"",mode!=""idle""}[5m]))"
2023-03-16 18:00:00,0.685
2023-03-16 18:20:00,0.737
2023-03-16 18:40:00,0.839
2023-03-16 19:00:00,0.878
2023-03-16 19:20:00,0.805
2023-03-16 19:40:00,0.835
2023-03-16 20:00:00,0.858
2023-03-16 20:20:00,0.785
2023-03-16 20:40:00,0.684
2023-03-16 21:00:00,0.674
2023-03-16 21:20:00,0.814
2023-03-16 21:40:00,0.924
2023-03-16 22:00:00,0.829
2023-03-16 22:20:00,0.789
2023-03-16 22:40:00,0.854
2023-03-16 23:00:00,0.868
2023-03-16 23:20:00,0.853
2023-03-16 23:40:00,0.721
2023-03-17 00:00:00,0.638
2023-03-17 00:20:00,0.740
2023-03-17 00:40:00,0.873
2023-03-17 01:00:00,0.849
2023-03-17 01:20:00,0.812
2023-03-17 01:40:00,0.874
2023-03-17 02:00:00,0.868
2023-03-17 02:20:00,0.854
2023-03-17 02:40:00,0.688
2023-03-17 03:00:00,0.681
2023-03-17 03:20:00,0.844
2023-03-17 03:40:00,0.859
2023-03-17 04:00:00,0.816
2023-03-17 04:20:00,0.819
2023-03-17 04:40:00,0.835
2023-03-17 05:00:00,0.735
2023-03-17 05:20:00,0.643
2023-03-17 05:40:00,0.438
2023-03-17 06:00:00,0.501
2023-03-17 06:20:00,0.621
2023-03-17 06:40:00,0.636
2023-03-17 07:00:00,0.631
2023-03-17 07:20:00,0.591
2023-03-17 07:40:00,0.632
2023-03-17 08:00:00,0.677
2023-03-17 08:20:00,0.646
2023-03-17 08:40:00,0.505
2023-03-17 09:00:00,0.419
2023-03-17 09:20:00,0.457
2023-03-17 09:40:00,0.743
2023-03-17 10:00:00,0.825
2023-03-17 10:20:00,0.744
2023-03-17 10:40:00,0.685
2023-03-17 11:00:00,0.782
2023-03-17 11:20:00,0.859
2023-03-17 11:40:00,0.784
2023-03-17 12:00:00,0.833
2023-03-17 12:20:00,0.852
2023-03-17 12:40:00,0.856
2023-03-17 13:00:00,0.589
2023-03-17 13:20:00,0.720
2023-03-17 13:40:00,0.822
2023-03-17 14:00:00,0.857
2023-03-17 14:20:00,0.826
2023-03-17 14:40:00,0.821
2023-03-17 15:00:00,0.905
2023-03-17 15:20:00,0.842
2023-03-17 15:40:00,0.806
2023-03-17 16:00:00,0.730
2023-03-17 16:20:00,0.738
2023-03-17 16:40:00,0.854
2023-03-17 17:00:00,0.919
2023-03-17 17:20:00,0.812
2023-03-17 17:40:00,0.806
2023-03-17 18:00:00,0.907
2023-03-17 18:20:00,0.833
2023-03-17 18:40:00,0.762
2023-03-17 19:00:00,0.691
2023-03-17 19:20:00,0.792
2023-03-17 19:40:00,0.859
2023-03-17 20:00:00,0.878
2023-03-17 20:20:00,0.804
2023-03-17 20:40:00,0.827
2023-03-17 21:00:00,0.867
2023-03-17 21:20:00,0.861
2023-03-17 21:40:00,0.721
2023-03-17 22:00:00,0.648
2023-03-17 22:20:00,0.797
2023-03-17 22:40:00,0.854
2023-03-17 23:00:00,0.868
2023-03-17 23:20:00,0.851
2023-03-17 23:40:00,0.838
2023-03-18 00:00:00,0.870

