"Time","Read (172.16.66.87:9796)","Read (172.16.66.90:9796)","Read (172.16.66.91:9796)","Write (172.16.66.87:9796)","Write (172.16.66.90:9796)","Write (172.16.66.91:9796)"
2023-03-04 11:00:00,0,0,0,411762,102696,83581
2023-03-04 11:02:00,0,0,0,410601,164773,89953
2023-03-04 11:04:00,0,0,0,305334,82102,46808
2023-03-04 11:06:00,0,0,0,413127,112526,106382
2023-03-04 11:08:00,0,0,0,354623,37911,52932
2023-03-04 11:10:00,0,0,0,390599,102491,94254
2023-03-04 11:12:00,0,0,0,413269,72704,109614
2023-03-04 11:14:00,0,0,0,470312,66788,57936
2023-03-04 11:16:00,0,0,0,404139,103902,90362
2023-03-04 11:18:00,0,0,0,394217,38502,44601
2023-03-04 11:20:00,0,0,0,397540,104107,90431
2023-03-04 11:22:00,0,0,0,332976,71293,91664
2023-03-04 11:24:00,0,0,0,339581,66469,45579
2023-03-04 11:26:00,0,0,0,334211,104220,88974
2023-03-04 11:28:00,0,0,0,327640,36318,43600
2023-03-04 11:30:00,0,0,0,361791,103014,88565
2023-03-04 11:32:00,0,0,0,358946,72173,91432
2023-03-04 11:34:00,0,0,0,309658,58732,46239
2023-03-04 11:36:00,0,0,0,330069,95186,90180
2023-03-04 11:38:00,0,0,0,321104,37251,43145
2023-03-04 11:40:00,0,0,0,354577,98539,88724
2023-03-04 11:42:00,0,0,0,363907,68016,88337
2023-03-04 11:44:00,0,0,0,328454,69359,45284
2023-03-04 11:46:00,0,0,0,322287,103470,89839
2023-03-04 11:48:00,0,0,0,327726,36272,43213
2023-03-04 11:50:00,0,0,0,357808,103538,88929
2023-03-04 11:52:00,0,0,0,335417,72924,90658
2023-03-04 11:54:00,0,0,0,309043,68062,45693
2023-03-04 11:56:00,0,0,0,327293,103492,88041
2023-03-04 11:58:00,0,0,0,318100,35681,42780
2023-03-04 12:00:00,0,0,0,354327,102741,90431
2023-03-04 12:02:00,0,0,0,361631,67561,90654
2023-03-04 12:04:00,0,0,0,310113,64148,46854
2023-03-04 12:06:00,0,0,0,329159,98918,89543
2023-03-04 12:08:00,0,0,0,316645,31972,42101
2023-03-04 12:10:00,0,0,0,351960,103811,87177
2023-03-04 12:12:00,0,0,0,335030,63602,90954
2023-03-04 12:14:00,0,0,0,316531,69200,43556
2023-03-04 12:16:00,0,0,0,332345,101854,87996
2023-03-04 12:18:00,0,0,0,315779,30726,45534
2023-03-04 12:20:00,0,0,0,357734,101831,90863
2023-03-04 12:22:00,0,0,0,364498,68494,91159
2023-03-04 12:24:00,0,0,0,315620,65158,45102
2023-03-04 12:26:00,0,0,0,328385,108430,90431
2023-03-04 12:28:00,0,0,0,318418,36636,43941
2023-03-04 12:30:00,0,0,0,363520,104835,88678
2023-03-04 12:32:00,0,0,0,336919,73068,90726
2023-03-04 12:34:00,0,0,0,314209,66742,45397
2023-03-04 12:36:00,0,0,0,355601,102013,89475
2023-03-04 12:38:00,0,0,0,319192,37160,44760
2023-03-04 12:40:00,0,0,0,349412,103879,90453
2023-03-04 12:42:00,0,0,0,366387,74980,89270
2023-03-04 12:44:00,0,0,0,314527,71157,45124
2023-03-04 12:46:00,0,0,0,328499,104607,90772
2023-03-04 12:48:00,0,0,0,318214,33633,42075
2023-03-04 12:50:00,0,0,0,354623,102150,88246
2023-03-04 12:52:00,0,0,0,334916,77590,89953
2023-03-04 12:54:00,0,0,0,308019,71452,44146
2023-03-04 12:56:00,0,0,0,329045,107292,90840
2023-03-04 12:58:00,0,0,0,317986,40823,42985
2023-03-04 13:00:00,0,0,0,357308,106951,88792
2023-03-04 13:02:00,0,0,0,360835,259823,88656
2023-03-04 13:04:00,0,0,0,415084,113300,45306
2023-03-04 13:06:00,0,0,0,432629,99942,90727
2023-03-04 13:08:00,0,0,0,316370,32131,42985
2023-03-04 13:10:00,0,0,0,353963,100602,87495
2023-03-04 13:12:00,0,0,0,339072,361313,89366
2023-03-04 13:14:00,0,0,0,310704,62965,44373
2023-03-04 13:16:00,0,0,0,334734,95553,91455
2023-03-04 13:18:00,0,0,0,323104,38320,43509
2023-03-04 13:20:00,0,0,0,359652,98645,88792
2023-03-04 13:22:00,0,0,0,358218,65413,88383
2023-03-04 13:24:00,0,0,0,305704,66833,42098
2023-03-04 13:26:00,0,0,0,332436,100989,86494
2023-03-04 13:28:00,0,0,0,317941,38237,38821
2023-03-04 13:30:00,0,0,0,355146,108802,84059
2023-03-04 13:32:00,0,0,0,356102,75503,86153
2023-03-04 13:34:00,0,0,0,340378,67493,42712
2023-03-04 13:36:00,0,0,0,327498,101786,88087
2023-03-04 13:38:00,0,0,0,321764,37456,41984
2023-03-04 13:40:00,0,0,0,356284,106382,87131
2023-03-04 13:42:00,0,0,0,331594,73956,86926
