"Time","Transmit Total (172.16.66.87:9796)","Transmit Total (172.16.66.90:9796)","Transmit Total (172.16.66.91:9796)","Receive Total (172.16.66.87:9796)","Receive Total (172.16.66.90:9796)","Receive Total (172.16.66.91:9796)"
2023-03-04 11:00:00,188892,160627,105387,113657,163920,52846
2023-03-04 11:02:00,259528,186690,106349,162107,211663,53390
2023-03-04 11:04:00,192228,159367,104725,122430,162543,51028
2023-03-04 11:06:00,258120,172301,158253,117622,175392,107114
2023-03-04 11:08:00,179176,154414,102698,113545,156777,49629
2023-03-04 11:10:00,383662,201228,196202,116749,204821,147650
2023-03-04 11:12:00,490877,232318,219435,167401,257935,171972
2023-03-04 11:14:00,291400,167392,128275,159854,174925,76637
2023-03-04 11:16:00,193182,182301,106540,109426,186585,54453
2023-03-04 11:18:00,205124,177512,103772,112233,180356,51521
2023-03-04 11:20:00,187350,160337,101596,115241,162256,49481
2023-03-04 11:22:00,258587,188836,105012,161537,213659,52292
2023-03-04 11:24:00,244537,164660,102869,155553,179510,49810
2023-03-04 11:26:00,181438,157271,101197,109406,160577,48963
2023-03-04 11:28:00,182109,154991,102063,114937,156079,49966
2023-03-04 11:30:00,181664,160844,102223,114522,161561,49886
2023-03-04 11:32:00,261624,191496,112941,160682,217198,61026
2023-03-04 11:34:00,253638,170808,111421,157198,189919,59223
2023-03-04 11:36:00,185515,159244,102618,112999,161787,50439
2023-03-04 11:38:00,179782,151780,101210,115448,153242,49115
2023-03-04 11:40:00,177970,158413,100377,112604,159779,48050
2023-03-04 11:42:00,263455,211243,101301,151847,236237,49091
2023-03-04 11:44:00,246447,179577,102522,158443,203726,49919
2023-03-04 11:46:00,179933,155046,101122,110433,158202,48996
2023-03-04 11:48:00,180158,153890,101493,113959,156448,49691
2023-03-04 11:50:00,179593,156855,101018,111443,159423,49144
2023-03-04 11:52:00,224283,186924,101429,140356,211033,49484
2023-03-04 11:54:00,243850,179167,101851,158141,203365,49586
2023-03-04 11:56:00,180350,155887,101084,111068,160085,49760
2023-03-04 11:58:00,181653,155935,101434,115701,157989,50126
2023-03-04 12:00:00,177446,156120,100859,111844,158051,48705
2023-03-04 12:02:00,204303,185949,101703,127016,209820,49667
2023-03-04 12:04:00,246272,181994,102007,159064,206292,49694
2023-03-04 12:06:00,187226,160264,101489,112687,163502,49822
2023-03-04 12:08:00,216128,180799,111063,117427,183353,59331
2023-03-04 12:10:00,201496,178551,100691,112734,181386,48400
2023-03-04 12:12:00,189397,180124,101644,114473,202160,49596
2023-03-04 12:14:00,248172,179050,103734,157935,202978,51251
2023-03-04 12:16:00,179949,155526,102667,109213,158482,50259
2023-03-04 12:18:00,178920,157147,101053,112843,159282,48867
2023-03-04 12:20:00,179587,155213,101292,111456,157618,48858
2023-03-04 12:22:00,184339,174740,102780,109535,190149,50682
2023-03-04 12:24:00,272789,200880,102420,161676,223814,50078
2023-03-04 12:26:00,206953,154835,102821,112460,157871,50480
2023-03-04 12:28:00,179513,157302,102494,113733,158692,50361
2023-03-04 12:30:00,179145,160876,100806,112368,162617,48390
2023-03-04 12:32:00,179838,164351,101286,109977,175377,49065
2023-03-04 12:34:00,251221,177656,102869,161537,202007,50559
2023-03-04 12:36:00,180923,155632,101443,108994,158551,49244
2023-03-04 12:38:00,179870,156700,101042,117706,157268,48940
2023-03-04 12:40:00,179106,156817,101100,115578,158134,48988
2023-03-04 12:42:00,181643,161485,101224,110460,167910,49254
2023-03-04 12:44:00,252118,181143,102778,161698,205608,50930
2023-03-04 12:46:00,175913,154984,100768,107627,158800,48941
2023-03-04 12:48:00,177696,155289,101265,114708,157343,49870
2023-03-04 12:50:00,179749,157981,101566,112870,160388,49294
2023-03-04 12:52:00,182248,181460,101843,110054,185540,49635
