"Time","Transmit Total","Receive Total"
2023-03-11 09:30:00,574063,319852
2023-03-11 09:32:00,734251,476703
2023-03-11 09:34:00,652953,409713
2023-03-11 09:36:00,580925,328944
2023-03-11 09:38:00,578062,330190
2023-03-11 09:40:00,739813,407085
2023-03-11 09:42:00,993645,559479
2023-03-11 09:44:00,1073230,603753
2023-03-11 09:46:00,673953,363911
2023-03-11 09:48:00,597775,345001
2023-03-11 09:50:00,586548,333830
2023-03-11 09:52:00,684442,440388
2023-03-11 09:54:00,700503,461881
2023-03-11 09:56:00,565180,323605
2023-03-11 09:58:00,550193,317393
2023-03-11 10:00:00,595640,329914
2023-03-11 10:02:00,696462,433383
2023-03-11 10:04:00,706944,465597
2023-03-11 10:06:00,571385,325585
2023-03-11 10:08:00,554763,320604
2023-03-11 10:10:00,577261,314403
2023-03-11 10:12:00,657779,391010
2023-03-11 10:14:00,703632,464716
2023-03-11 10:16:00,571409,327384
2023-03-11 10:18:00,551414,319158
2023-03-11 10:20:00,555939,313878
2023-03-11 10:22:00,619730,374727
2023-03-11 10:24:00,709997,474104
2023-03-11 10:26:00,582029,340114
2023-03-11 10:28:00,575181,331666
2023-03-11 10:30:00,592605,337711
2023-03-11 10:32:00,603058,365356
2023-03-11 10:34:00,702659,462715
2023-03-11 10:36:00,566410,324588
2023-03-11 10:38:00,554817,321952
2023-03-11 10:40:00,580747,316046
2023-03-11 10:42:00,603315,339278
2023-03-11 10:44:00,705440,465499
2023-03-11 10:46:00,572946,329534
2023-03-11 10:48:00,555218,322255
2023-03-11 10:50:00,559495,316875
2023-03-11 10:52:00,555676,313726
2023-03-11 10:54:00,704433,463720
2023-03-11 10:56:00,582445,341452
2023-03-11 10:58:00,577770,322704
2023-03-11 11:00:00,567668,321744
2023-03-11 11:02:00,558253,315314
2023-03-11 11:04:00,709934,468673
2023-03-11 11:06:00,603020,364498
2023-03-11 11:08:00,563258,328872
2023-03-11 11:10:00,562692,320233
2023-03-11 11:12:00,563648,315537
2023-03-11 11:14:00,717766,475938
2023-03-11 11:16:00,611404,367967
2023-03-11 11:18:00,551788,320359
2023-03-11 11:20:00,564295,320268
2023-03-11 11:22:00,550515,309820
2023-03-11 11:24:00,709840,468711
2023-03-11 11:26:00,648881,385634
2023-03-11 11:28:00,571961,329558
2023-03-11 11:30:00,591389,334840
2023-03-11 11:32:00,553229,312181
2023-03-11 11:34:00,710913,470016
2023-03-11 11:36:00,649712,409937
2023-03-11 11:38:00,553704,322542
2023-03-11 11:40:00,573300,328751
2023-03-11 11:42:00,572338,311996
2023-03-11 11:44:00,709990,468148
2023-03-11 11:46:00,663191,419052
