"Time","Total"
2023-03-11 09:30:00,0.0347
2023-03-11 09:32:00,0.0270
2023-03-11 09:34:00,0.0339
2023-03-11 09:36:00,0.0328
2023-03-11 09:38:00,0.0353
2023-03-11 09:40:00,0.0346
2023-03-11 09:42:00,0.0324
2023-03-11 09:44:00,0.0369
2023-03-11 09:46:00,0.0326
2023-03-11 09:48:00,0.0351
2023-03-11 09:50:00,0.0379
2023-03-11 09:52:00,0.0326
2023-03-11 09:54:00,0.0345
2023-03-11 09:56:00,0.0318
2023-03-11 09:58:00,0.0357
2023-03-11 10:00:00,0.0349
2023-03-11 10:02:00,0.0343
2023-03-11 10:04:00,0.0362
2023-03-11 10:06:00,0.0325
2023-03-11 10:08:00,0.0365
2023-03-11 10:10:00,0.0347
2023-03-11 10:12:00,0.0368
2023-03-11 10:14:00,0.0357
2023-03-11 10:16:00,0.0327
2023-03-11 10:18:00,0.0383
2023-03-11 10:20:00,0.0355
2023-03-11 10:22:00,0.0373
2023-03-11 10:24:00,0.0381
2023-03-11 10:26:00,0.0352
2023-03-11 10:28:00,0.0384
2023-03-11 10:30:00,0.0363
2023-03-11 10:32:00,0.0390
2023-03-11 10:34:00,0.0382
2023-03-11 10:36:00,0.0387
2023-03-11 10:38:00,0.0386
2023-03-11 10:40:00,0.0361
2023-03-11 10:42:00,0.0389
2023-03-11 10:44:00,0.0381
2023-03-11 10:46:00,0.0382
2023-03-11 10:48:00,0.0402
2023-03-11 10:50:00,0.0376
2023-03-11 10:52:00,0.0403
2023-03-11 10:54:00,0.0369
2023-03-11 10:56:00,0.0401
2023-03-11 10:58:00,0.0412
2023-03-11 11:00:00,0.0366
2023-03-11 11:02:00,0.0420
2023-03-11 11:04:00,0.0400
2023-03-11 11:06:00,0.0406
2023-03-11 11:08:00,0.0416
2023-03-11 11:10:00,0.0374
2023-03-11 11:12:00,0.0419
2023-03-11 11:14:00,0.0410
2023-03-11 11:16:00,0.0414
2023-03-11 11:18:00,0.0425
2023-03-11 11:20:00,0.0425
2023-03-11 11:22:00,0.0423
2023-03-11 11:24:00,0.0415
2023-03-11 11:26:00,0.0427
2023-03-11 11:28:00,0.0419
2023-03-11 11:30:00,0.0406
2023-03-11 11:32:00,0.0432
2023-03-11 11:34:00,0.0430
2023-03-11 11:36:00,0.0442
2023-03-11 11:38:00,0.0438
2023-03-11 11:40:00,0.0413
2023-03-11 11:42:00,0.0437
2023-03-11 11:44:00,0.0429
2023-03-11 11:46:00,0.0403
2023-03-11 11:48:00,0.0447
2023-03-11 11:50:00,0.0430
2023-03-11 11:52:00,0.0461
2023-03-11 11:54:00,0.0450
2023-03-11 11:56:00,0.0463
2023-03-11 11:58:00,0.0447
2023-03-11 12:00:00,0.0449
2023-03-11 12:02:00,0.0465
2023-03-11 12:04:00,0.0433
2023-03-11 12:06:00,0.0468
2023-03-11 12:08:00,0.0458
2023-03-11 12:10:00,0.0459
2023-03-11 12:12:00,0.0454
2023-03-11 12:14:00,0.0449
2023-03-11 12:16:00,0.0477
2023-03-11 12:18:00,0.0451
2023-03-11 12:20:00,0.0454
2023-03-11 12:22:00,0.0472
2023-03-11 12:24:00,0.0463
2023-03-11 12:26:00,0.0487
2023-03-11 12:28:00,0.0482
2023-03-11 12:30:00,0.0479
2023-03-11 12:32:00,0.0484
2023-03-11 12:34:00,0.0473
2023-03-11 12:36:00,0.0490
2023-03-11 12:38:00,0.0455
2023-03-11 12:40:00,0.0482
2023-03-11 12:42:00,0.0469
2023-03-11 12:44:00,0.0470
2023-03-11 12:46:00,0.0500
2023-03-11 12:48:00,0.0455
2023-03-11 12:50:00,0.0475
2023-03-11 12:52:00,0.0474
2023-03-11 12:54:00,0.0476
2023-03-11 12:56:00,0.0506
2023-03-11 12:58:00,0.0479
2023-03-11 13:00:00,0.0502
2023-03-11 13:02:00,0.0479
2023-03-11 13:04:00,0.0484
2023-03-11 13:06:00,0.0503
2023-03-11 13:08:00,0.0479
2023-03-11 13:10:00,0.0501
2023-03-11 13:12:00,0.0505
2023-03-11 13:14:00,0.0486
2023-03-11 13:16:00,0.0516
2023-03-11 13:18:00,0.0486
2023-03-11 13:20:00,0.0511
2023-03-11 13:22:00,0.0512
2023-03-11 13:24:00,0.0495
2023-03-11 13:26:00,0.0529
2023-03-11 13:28:00,0.0472
2023-03-11 13:30:00,0.0528
2023-03-11 13:32:00,0.0534
2023-03-11 13:34:00,0.0519
2023-03-11 13:36:00,0.0546
2023-03-11 13:38:00,0.0491
2023-03-11 13:40:00,0.0539
2023-03-11 13:42:00,0.0534
2023-03-11 13:44:00,0.0505
2023-03-11 13:46:00,0.0553
2023-03-11 13:48:00,0.0504
2023-03-11 13:50:00,0.0537
2023-03-11 13:52:00,0.0531
2023-03-11 13:54:00,0.0503
2023-03-11 13:56:00,0.0541
2023-03-11 13:58:00,0.0525
2023-03-11 14:00:00,0.0552
2023-03-11 14:02:00,0.0544
2023-03-11 14:04:00,0.0513
2023-03-11 14:06:00,0.0562
2023-03-11 14:08:00,0.0531
2023-03-11 14:10:00,0.0553
2023-03-11 14:12:00,0.0552
2023-03-11 14:14:00,0.0529
2023-03-11 14:16:00,0.0562
2023-03-11 14:18:00,0.0530
2023-03-11 14:20:00,0.0588
2023-03-11 14:22:00,0.0558
2023-03-11 14:24:00,0.0534
2023-03-11 14:26:00,0.0578
2023-03-11 14:28:00,0.0538
2023-03-11 14:30:00,0.0563
2023-03-11 14:32:00,0.0552
2023-03-11 14:34:00,0.0533
2023-03-11 14:36:00,0.0612
2023-03-11 14:38:00,0.0527
2023-03-11 14:40:00,0.0579
2023-03-11 14:42:00,0.0553
2023-03-11 14:44:00,0.0551
2023-03-11 14:46:00,0.0600
2023-03-11 14:48:00,0.0548
2023-03-11 14:50:00,0.0576
2023-03-11 14:52:00,0.0590
2023-03-11 14:54:00,0.0555
2023-03-11 14:56:00,0.0595
2023-03-11 14:58:00,0.0552
2023-03-11 15:00:00,0.0575
2023-03-11 15:02:00,0.0575
2023-03-11 15:04:00,0.0573
2023-03-11 15:06:00,0.0589
2023-03-11 15:08:00,0.0545
2023-03-11 15:10:00,0.0613
2023-03-11 15:12:00,0.0568
2023-03-11 15:14:00,0.0579
2023-03-11 15:16:00,0.0605
2023-03-11 15:18:00,0.0559
2023-03-11 15:20:00,0.0612
2023-03-11 15:22:00,0.0596
2023-03-11 15:24:00,0.0606
2023-03-11 15:26:00,0.0622
2023-03-11 15:28:00,0.0559
2023-03-11 15:30:00,0.0601
2023-03-11 15:32:00,0.0582
2023-03-11 15:34:00,0.0617
2023-03-11 15:36:00,0.0620
2023-03-11 15:38:00,0.0572
2023-03-11 15:40:00,0.0598
2023-03-11 15:42:00,0.0597
2023-03-11 15:44:00,0.0611
2023-03-11 15:46:00,0.0626
2023-03-11 15:48:00,0.0578
2023-03-11 15:50:00,0.0633
2023-03-11 15:52:00,0.0603
2023-03-11 15:54:00,0.0610
2023-03-11 15:56:00,0.0639
2023-03-11 15:58:00,0.0585
2023-03-11 16:00:00,0.0629
2023-03-11 16:02:00,0.0618
2023-03-11 16:04:00,0.0607
2023-03-11 16:06:00,0.0623
2023-03-11 16:08:00,0.0596
2023-03-11 16:10:00,0.0640
2023-03-11 16:12:00,0.0616
2023-03-11 16:14:00,0.0634
2023-03-11 16:16:00,0.0630
2023-03-11 16:18:00,0.0586
2023-03-11 16:20:00,0.0637
2023-03-11 16:22:00,0.0631
2023-03-11 16:24:00,0.0619
2023-03-11 16:26:00,0.0651
2023-03-11 16:28:00,0.0596
2023-03-11 16:30:00,0.0646
2023-03-11 16:32:00,0.0629
2023-03-11 16:34:00,0.0630
2023-03-11 16:36:00,0.0656
2023-03-11 16:38:00,0.0634
2023-03-11 16:40:00,0.0652
2023-03-11 16:42:00,0.0642
2023-03-11 16:44:00,0.0648
2023-03-11 16:46:00,0.0666
2023-03-11 16:48:00,0.0583
2023-03-11 16:50:00,0.0673
2023-03-11 16:52:00,0.0643
2023-03-11 16:54:00,0.0658
2023-03-11 16:56:00,0.0673
2023-03-11 16:58:00,0.0645
2023-03-11 17:00:00,0.0631
2023-03-11 17:02:00,0.0653
2023-03-11 17:04:00,0.0653
2023-03-11 17:06:00,0.0671
2023-03-11 17:08:00,0.0627
2023-03-11 17:10:00,0.0674
2023-03-11 17:12:00,0.0650
2023-03-11 17:14:00,0.0642
2023-03-11 17:16:00,0.0667
2023-03-11 17:18:00,0.0639
2023-03-11 17:20:00,0.0674
2023-03-11 17:22:00,0.0659
2023-03-11 17:24:00,0.0666
2023-03-11 17:26:00,0.0648
2023-03-11 17:28:00,0.0643
2023-03-11 17:30:00,0.0683
2023-03-11 17:32:00,0.0668
2023-03-11 17:34:00,0.0670
2023-03-11 17:36:00,0.0673
2023-03-11 17:38:00,0.0656
2023-03-11 17:40:00,0.0684
2023-03-11 17:42:00,0.0666
2023-03-11 17:44:00,0.0688
2023-03-11 17:46:00,0.0691
2023-03-11 17:48:00,0.0665
2023-03-11 17:50:00,0.0697
2023-03-11 17:52:00,0.0680
2023-03-11 17:54:00,0.0679
2023-03-11 17:56:00,0.0699
2023-03-11 17:58:00,0.0664
2023-03-11 18:00:00,0.0703
2023-03-11 18:02:00,0.0677
2023-03-11 18:04:00,0.0691
2023-03-11 18:06:00,0.0713
2023-03-11 18:08:00,0.0667
2023-03-11 18:10:00,0.0700
2023-03-11 18:12:00,0.0669
2023-03-11 18:14:00,0.0679
2023-03-11 18:16:00,0.0696
2023-03-11 18:18:00,0.0683
2023-03-11 18:20:00,0.0702
2023-03-11 18:22:00,0.0700
2023-03-11 18:24:00,0.0694
2023-03-11 18:26:00,0.0720
2023-03-11 18:28:00,0.0675
2023-03-11 18:30:00,0.0716
2023-03-11 18:32:00,0.0697
2023-03-11 18:34:00,0.0695
2023-03-11 18:36:00,0.0725
2023-03-11 18:38:00,0.0680
2023-03-11 18:40:00,0.0719
2023-03-11 18:42:00,0.0697
2023-03-11 18:44:00,0.0697
2023-03-11 18:46:00,0.0713
2023-03-11 18:48:00,0.0681
2023-03-11 18:50:00,0.0716
2023-03-11 18:52:00,0.0706
2023-03-11 18:54:00,0.0700
2023-03-11 18:56:00,0.0724
2023-03-11 18:58:00,0.0683
2023-03-11 19:00:00,0.0725
2023-03-11 19:02:00,0.0707
2023-03-11 19:04:00,0.0709
2023-03-11 19:06:00,0.0724
2023-03-11 19:08:00,0.0682
2023-03-11 19:10:00,0.0718
2023-03-11 19:12:00,0.0710
2023-03-11 19:14:00,0.0709
2023-03-11 19:16:00,0.0720
2023-03-11 19:18:00,0.0703
2023-03-11 19:20:00,0.0715
2023-03-11 19:22:00,0.0725
2023-03-11 19:24:00,0.0707
2023-03-11 19:26:00,0.0727
2023-03-11 19:28:00,0.0678
2023-03-11 19:30:00,0.0721
2023-03-11 19:32:00,0.0699
2023-03-11 19:34:00,0.0700
2023-03-11 19:36:00,0.0723
2023-03-11 19:38:00,0.0684
2023-03-11 19:40:00,0.0727
2023-03-11 19:42:00,0.0709
2023-03-11 19:44:00,0.0706
2023-03-11 19:46:00,0.0734
2023-03-11 19:48:00,0.0685
2023-03-11 19:50:00,0.0721
2023-03-11 19:52:00,0.0712
2023-03-11 19:54:00,0.0720
2023-03-11 19:56:00,0.0751
2023-03-11 19:58:00,0.0685
2023-03-11 20:00:00,0.0711
2023-03-11 20:02:00,0.0732
2023-03-11 20:04:00,0.0718
2023-03-11 20:06:00,0.0727
2023-03-11 20:08:00,0.0690
2023-03-11 20:10:00,0.0724
2023-03-11 20:12:00,0.0714
2023-03-11 20:14:00,0.0713
2023-03-11 20:16:00,0.0724
2023-03-11 20:18:00,0.0685
2023-03-11 20:20:00,0.0717
2023-03-11 20:22:00,0.0716
2023-03-11 20:24:00,0.0719
2023-03-11 20:26:00,0.0727
2023-03-11 20:28:00,0.0673
2023-03-11 20:30:00,0.0736
2023-03-11 20:32:00,0.0720
2023-03-11 20:34:00,0.0698
2023-03-11 20:36:00,0.0739
2023-03-11 20:38:00,0.0696
2023-03-11 20:40:00,0.0745
2023-03-11 20:42:00,0.0719
2023-03-11 20:44:00,0.0718
2023-03-11 20:46:00,0.0736
2023-03-11 20:48:00,0.0700
2023-03-11 20:50:00,0.0767
2023-03-11 20:52:00,0.0721
2023-03-11 20:54:00,0.0733
2023-03-11 20:56:00,0.0729
