"Time","192.168.0.211:6443"
2023-03-23 03:00:00,0.198
2023-03-23 03:04:00,0.192
2023-03-23 03:08:00,0.195
2023-03-23 03:12:00,0.200
2023-03-23 03:16:00,0.202
2023-03-23 03:20:00,0.204
2023-03-23 03:24:00,0.191
2023-03-23 03:28:00,0.195
2023-03-23 03:32:00,0.188
2023-03-23 03:36:00,0.195
2023-03-23 03:40:00,0.192
2023-03-23 03:44:00,0.179
2023-03-23 03:48:00,0.191
2023-03-23 03:52:00,0.185
2023-03-23 03:56:00,0.185
2023-03-23 04:00:00,0.188
2023-03-23 04:04:00,0.157
2023-03-23 04:08:00,0.167
2023-03-23 04:12:00,0.195
2023-03-23 04:16:00,0.183
2023-03-23 04:20:00,0.186
2023-03-23 04:24:00,0.180
2023-03-23 04:28:00,0.185
2023-03-23 04:32:00,0.193
2023-03-23 04:36:00,0.187
2023-03-23 04:40:00,0.183
2023-03-23 04:44:00,0.119
2023-03-23 04:48:00,0.123
2023-03-23 04:52:00,0.145
2023-03-23 04:56:00,0.136
2023-03-23 05:00:00,0.124
2023-03-23 05:04:00,0.124
2023-03-23 05:08:00,0.125
2023-03-23 05:12:00,0.127
2023-03-23 05:16:00,0.126
2023-03-23 05:20:00,0.121
2023-03-23 05:24:00,0.117
2023-03-23 05:28:00,0.119
2023-03-23 05:32:00,0.118
2023-03-23 05:36:00,0.120
2023-03-23 05:40:00,0.117
2023-03-23 05:44:00,0.113
2023-03-23 05:48:00,0.117
2023-03-23 05:52:00,0.116
2023-03-23 05:56:00,0.116
2023-03-23 06:00:00,0.117
2023-03-23 06:04:00,0.113
2023-03-23 06:08:00,0.119
2023-03-23 06:12:00,0.118
2023-03-23 06:16:00,0.119
2023-03-23 06:20:00,0.117
2023-03-23 06:24:00,0.113
2023-03-23 06:28:00,0.119
2023-03-23 06:32:00,0.117
2023-03-23 06:36:00,0.116
2023-03-23 06:40:00,0.118
2023-03-23 06:44:00,0.112
2023-03-23 06:48:00,0.117
2023-03-23 06:52:00,0.119
2023-03-23 06:56:00,0.118
2023-03-23 07:00:00,0.117
2023-03-23 07:04:00,0.113
2023-03-23 07:08:00,0.120
2023-03-23 07:12:00,0.119
2023-03-23 07:16:00,0.117
2023-03-23 07:20:00,0.118
2023-03-23 07:24:00,0.114
2023-03-23 07:28:00,0.119
2023-03-23 07:32:00,0.120
2023-03-23 07:36:00,0.120
2023-03-23 07:40:00,0.116
2023-03-23 07:44:00,0.112
2023-03-23 07:48:00,0.117
2023-03-23 07:52:00,0.119
2023-03-23 07:56:00,0.117
2023-03-23 08:00:00,0.121
2023-03-23 08:04:00,0.113
2023-03-23 08:08:00,0.128
2023-03-23 08:12:00,0.132
2023-03-23 08:16:00,0.120
2023-03-23 08:20:00,0.120
2023-03-23 08:24:00,0.113
2023-03-23 08:28:00,0.118
2023-03-23 08:32:00,0.120
2023-03-23 08:36:00,0.119
2023-03-23 08:40:00,0.121
2023-03-23 08:44:00,0.113
2023-03-23 08:48:00,0.119
2023-03-23 08:52:00,0.116
2023-03-23 08:56:00,0.120
2023-03-23 09:00:00,0.116
2023-03-23 09:04:00,0.112
2023-03-23 09:08:00,0.118
2023-03-23 09:12:00,0.119
2023-03-23 09:16:00,0.121
2023-03-23 09:20:00,0.119
2023-03-23 09:24:00,0.114
2023-03-23 09:28:00,0.121
2023-03-23 09:32:00,0.122
2023-03-23 09:36:00,0.121
2023-03-23 09:40:00,0.120
2023-03-23 09:44:00,0.116
2023-03-23 09:48:00,0.119
2023-03-23 09:52:00,0.119
2023-03-23 09:56:00,0.121
2023-03-23 10:00:00,0.119
2023-03-23 10:04:00,0.117
2023-03-23 10:08:00,0.120
2023-03-23 10:12:00,0.117
2023-03-23 10:16:00,0.124
2023-03-23 10:20:00,0.153
2023-03-23 10:24:00,0.151
2023-03-23 10:28:00,0.154
2023-03-23 10:32:00,0.152
2023-03-23 10:36:00,0.153
2023-03-23 10:40:00,0.153
2023-03-23 10:44:00,0.148
2023-03-23 10:48:00,0.154
2023-03-23 10:52:00,0.147
2023-03-23 10:56:00,0.148
2023-03-23 11:00:00,0.148
2023-03-23 11:04:00,0.145
2023-03-23 11:08:00,0.150
2023-03-23 11:12:00,0.150
2023-03-23 11:16:00,0.145
2023-03-23 11:20:00,0.149
2023-03-23 11:24:00,0.143
2023-03-23 11:28:00,0.150
2023-03-23 11:32:00,0.145
2023-03-23 11:36:00,0.148
2023-03-23 11:40:00,0.145
2023-03-23 11:44:00,0.139
2023-03-23 11:48:00,0.148
2023-03-23 11:52:00,0.148
2023-03-23 11:56:00,0.145
2023-03-23 12:00:00,0.151
2023-03-23 12:04:00,0.144
2023-03-23 12:08:00,0.146
2023-03-23 12:12:00,0.147
2023-03-23 12:16:00,0.146
2023-03-23 12:20:00,0.145
2023-03-23 12:24:00,0.145
2023-03-23 12:28:00,0.152
2023-03-23 12:32:00,0.155
2023-03-23 12:36:00,0.150
2023-03-23 12:40:00,0.131
2023-03-23 12:44:00,0.215
2023-03-23 12:48:00,0.161
2023-03-23 12:52:00,0.118
2023-03-23 12:56:00,0.116
2023-03-23 13:00:00,0.116
2023-03-23 13:04:00,0.113
2023-03-23 13:08:00,0.116
2023-03-23 13:12:00,0.117
2023-03-23 13:16:00,0.117
2023-03-23 13:20:00,0.117
2023-03-23 13:24:00,0.114
2023-03-23 13:28:00,0.118
2023-03-23 13:32:00,0.119
2023-03-23 13:36:00,0.117
2023-03-23 13:40:00,0.118
2023-03-23 13:44:00,0.112
2023-03-23 13:48:00,0.118
2023-03-23 13:52:00,0.118
2023-03-23 13:56:00,0.118
2023-03-23 14:00:00,0.117
2023-03-23 14:04:00,0.112
2023-03-23 14:08:00,0.118
2023-03-23 14:12:00,0.118
2023-03-23 14:16:00,0.117
2023-03-23 14:20:00,0.115
2023-03-23 14:24:00,0.112
2023-03-23 14:28:00,0.116
2023-03-23 14:32:00,0.118
2023-03-23 14:36:00,0.118
