"Time","Read","Write"
2023-03-23 03:00:00,10695,9147961
2023-03-23 03:02:00,319,1821264
2023-03-23 03:04:00,0,1525532
2023-03-23 03:06:00,0,1080342
2023-03-23 03:08:00,0,1339301
2023-03-23 03:10:00,0,919279
2023-03-23 03:12:00,0,1292242
2023-03-23 03:14:00,0,1212279
2023-03-23 03:16:00,0,1046209
2023-03-23 03:18:00,0,1295383
2023-03-23 03:20:00,0,938973
2023-03-23 03:22:00,0,1298432
2023-03-23 03:24:00,0,1159760
2023-03-23 03:26:00,0,977852
2023-03-23 03:28:00,0,1285451
2023-03-23 03:30:00,0,942149
2023-03-23 03:32:00,0,1331337
2023-03-23 03:34:00,0,1299570
2023-03-23 03:36:00,0,1083346
2023-03-23 03:38:00,0,1279408
2023-03-23 03:40:00,0,931112
2023-03-23 03:42:00,0,1324601
2023-03-23 03:44:00,0,1223247
2023-03-23 03:46:00,0,1102143
2023-03-23 03:48:00,410,1285916
2023-03-23 03:50:00,410,939804
2023-03-23 03:52:00,0,1281775
2023-03-23 03:54:00,0,1199521
2023-03-23 03:56:00,0,1049941
2023-03-23 03:58:00,91.0,1284187
2023-03-23 04:00:00,0,970889
2023-03-23 04:02:00,0,2387604
2023-03-23 04:04:00,0,1245776
2023-03-23 04:06:00,546,1030713
2023-03-23 04:08:00,0,1321283
2023-03-23 04:10:00,0,953958
2023-03-23 04:12:00,0,1289375
2023-03-23 04:14:00,0,1125399
2023-03-23 04:16:00,0,1088824
2023-03-23 04:18:00,501,1328534
2023-03-23 04:20:00,1593,960649
2023-03-23 04:22:00,0,1307170
2023-03-23 04:24:00,0,1167132
2023-03-23 04:26:00,0,1089354
2023-03-23 04:28:00,0,1303529
2023-03-23 04:30:00,228,941898
2023-03-23 04:32:00,0,1354866
2023-03-23 04:34:00,0,1220517
2023-03-23 04:36:00,0,1015899
2023-03-23 04:38:00,0,1306032
2023-03-23 04:40:00,273,978506
2023-03-23 04:42:00,0,1282867
2023-03-23 04:44:00,0,1185109
2023-03-23 04:46:00,0,1047302
2023-03-23 04:48:00,0,1295019
2023-03-23 04:50:00,0,937119
2023-03-23 04:52:00,0,1267940
2023-03-23 04:54:00,0,1137050
2023-03-23 04:56:00,0,1022505
2023-03-23 04:58:00,455,1283098
2023-03-23 05:00:00,455,930020
