"Time","Receive Errors","Receive Total","Transmit Errors","Receive Dropped","Transmit Dropped","Transmit Total"
2023-03-23 03:00:00,0,859,0,0.200,0,837
2023-03-23 03:02:00,0,983,0,0.200,0,968
2023-03-23 03:04:00,0,870,0,0.200,0,860
2023-03-23 03:06:00,0,805,0,0.206,0,787
2023-03-23 03:08:00,0,842,0,0.206,0,810
2023-03-23 03:10:00,0,817,0,0.200,0,785
2023-03-23 03:12:00,0,977,0,0.211,0,963
2023-03-23 03:14:00,0,929,0,0.222,0,922
2023-03-23 03:16:00,0,809,0,0.239,0,800
2023-03-23 03:18:00,0,831,0,0.233,0,812
2023-03-23 03:20:00,0,825,0,0.239,0,802
2023-03-23 03:22:00,0,994,0,0.233,0,963
2023-03-23 03:24:00,0,996,0,0.233,0,990
2023-03-23 03:26:00,0,815,0,0.233,0,795
2023-03-23 03:28:00,0,829,0,0.233,0,801
2023-03-23 03:30:00,0,808,0,0.233,0,798
2023-03-23 03:32:00,0,945,0,0.239,0,928
2023-03-23 03:34:00,0,982,0,0.233,0,968
2023-03-23 03:36:00,0,830,0,0.233,0,796
2023-03-23 03:38:00,0,865,0,0.239,0,806
2023-03-23 03:40:00,0,836,0,0.233,0,821
2023-03-23 03:42:00,0,944,0,0.239,0,925
2023-03-23 03:44:00,0,987,0,0.233,0,976
2023-03-23 03:46:00,0,804,0,0.233,0,787
2023-03-23 03:48:00,0,836,0,0.233,0,793
2023-03-23 03:50:00,0,835,0,0.233,0,791
2023-03-23 03:52:00,0,856,0,0.233,0,826
2023-03-23 03:54:00,0,958,0,0.239,0,961
2023-03-23 03:56:00,0,815,0,0.233,0,795
2023-03-23 03:58:00,0,864,0,0.233,0,814
2023-03-23 04:00:00,0,825,0,0.239,0,798
2023-03-23 04:02:00,0,862,0,0.233,0,832
2023-03-23 04:04:00,0,1006,0,0.239,0,996
2023-03-23 04:06:00,0,809,0,0.233,0,791
2023-03-23 04:08:00,0,853,0,0.233,0,811
2023-03-23 04:10:00,0,816,0,0.233,0,790
2023-03-23 04:12:00,0,820,0,0.233,0,793
2023-03-23 04:14:00,0,1210,0,0.233,0,1221
2023-03-23 04:16:00,0,1373,0,0.239,0,1386
2023-03-23 04:18:00,0,886,0,0.233,0,873
2023-03-23 04:20:00,0,818,0,0.233,0,815
2023-03-23 04:22:00,0,832,0,0.239,0,811
2023-03-23 04:24:00,0,822,0,0.233,0,801
2023-03-23 04:26:00,0,954,0,0.239,0,957
2023-03-23 04:28:00,0,939,0,0.233,0,932
2023-03-23 04:30:00,0,822,0,0.233,0,816
2023-03-23 04:32:00,0,822,0,0.233,0,795
2023-03-23 04:34:00,0,823,0,0.233,0,796
2023-03-23 04:36:00,0,958,0,0.233,0,949
2023-03-23 04:38:00,0,963,0,0.239,0,958
2023-03-23 04:40:00,0,799,0,0.233,0,784
2023-03-23 04:42:00,0,796,0,0.233,0,789
2023-03-23 04:44:00,0,802,0,0.239,0,786
2023-03-23 04:46:00,0,978,0,0.233,0,968
2023-03-23 04:48:00,0,974,0,0.233,0,967
2023-03-23 04:50:00,0,822,0,0.233,0,794
2023-03-23 04:52:00,0,831,0,0.233,0,810
2023-03-23 04:54:00,0,815,0,0.233,0,792
2023-03-23 04:56:00,0,914,0,0.233,0,910
2023-03-23 04:58:00,0,981,0,0.233,0,961
2023-03-23 05:00:00,0,827,0,0.233,0,791
2023-03-23 05:02:00,0,836,0,0.233,0,811
2023-03-23 05:04:00,0,820,0,0.233,0,799
2023-03-23 05:06:00,0,883,0,0.233,0,880
2023-03-23 05:08:00,0,1008,0,0.233,0,991
2023-03-23 05:10:00,0,821,0,0.233,0,796
2023-03-23 05:12:00,0,820,0,0.233,0,808
2023-03-23 05:14:00,0,855,0,0.233,0,830
2023-03-23 05:16:00,0,864,0,0.233,0,865
2023-03-23 05:18:00,0,989,0,0.233,0,981
2023-03-23 05:20:00,0,809,0,0.233,0,786
2023-03-23 05:22:00,0,811,0,0.233,0,795
2023-03-23 05:24:00,0,833,0,0.233,0,798
2023-03-23 05:26:00,0,803,0,0.239,0,804
2023-03-23 05:28:00,0,986,0,0.233,0,975
2023-03-23 05:30:00,0,818,0,0.233,0,798
2023-03-23 05:32:00,0,828,0,0.233,0,802
2023-03-23 05:34:00,0,831,0,0.233,0,796
2023-03-23 05:36:00,0,820,0,0.233,0,814
2023-03-23 05:38:00,0,990,0,0.239,0,977
2023-03-23 05:40:00,0,863,0,0.233,0,851
2023-03-23 05:42:00,0,845,0,0.233,0,826
2023-03-23 05:44:00,0,833,0,0.239,0,818
2023-03-23 05:46:00,0,807,0,0.233,0,795
2023-03-23 05:48:00,0,1007,0,0.239,0,986
2023-03-23 05:50:00,0,890,0,0.200,0,876
2023-03-23 05:52:00,0,832,0,0.211,0,813
2023-03-23 05:54:00,0,832,0,0.233,0,815
2023-03-23 05:56:00,0,808,0,0.233,0,799
2023-03-23 05:58:00,0,998,0,0.239,0,983
2023-03-23 06:00:00,0,930,0,0.233,0,907
2023-03-23 06:02:00,0,838,0,0.233,0,814
2023-03-23 06:04:00,0,832,0,0.239,0,809
2023-03-23 06:06:00,0,823,0,0.233,0,793
2023-03-23 06:08:00,0,992,0,0.239,0,988
2023-03-23 06:10:00,0,984,0,0.233,0,965
2023-03-23 06:12:00,0,841,0,0.206,0,804
2023-03-23 06:14:00,0,929,0,0.211,0,805
2023-03-23 06:16:00,0,938,0,0.233,0,792
2023-03-23 06:18:00,0,1126,0,0.233,0,979
2023-03-23 06:20:00,0,1105,0,0.233,0,950
2023-03-23 06:22:00,0,918,0,0.233,0,811
2023-03-23 06:24:00,0,967,0,0.239,0,806
2023-03-23 06:26:00,0,924,0,0.233,0,797
2023-03-23 06:28:00,0,1080,0,0.233,0,949
2023-03-23 06:30:00,0,1081,0,0.206,0,952
2023-03-23 06:32:00,0,944,0,0.200,0,810
2023-03-23 06:34:00,0,994,0,0.233,0,852
2023-03-23 06:36:00,0,870,0,0.233,0,824
2023-03-23 06:38:00,0,922,0,0.233,0,899
2023-03-23 06:40:00,0,985,0,0.233,0,954
2023-03-23 06:42:00,0,819,0,0.233,0,806
2023-03-23 06:44:00,0,821,0,0.233,0,797
2023-03-23 06:46:00,0,807,0,0.233,0,795
2023-03-23 06:48:00,0,905,0,0.233,0,868
2023-03-23 06:50:00,0,1003,0,0.233,0,963
2023-03-23 06:52:00,0,805,0,0.233,0,793
2023-03-23 06:54:00,0,855,0,0.233,0,829
2023-03-23 06:56:00,0,841,0,0.233,0,820
2023-03-23 06:58:00,0,856,0,0.233,0,828
2023-03-23 07:00:00,0,980,0,0.233,0,960
2023-03-23 07:02:00,0,823,0,0.233,0,795
2023-03-23 07:04:00,0,835,0,0.233,0,824
2023-03-23 07:06:00,0,806,0,0.239,0,796
2023-03-23 07:08:00,0,837,0,0.233,0,819
2023-03-23 07:10:00,0,974,0,0.233,0,958
2023-03-23 07:12:00,0,839,0,0.233,0,824
2023-03-23 07:14:00,0,832,0,0.233,0,818
2023-03-23 07:16:00,0,823,0,0.239,0,793
2023-03-23 07:18:00,0,869,0,0.233,0,862
2023-03-23 07:20:00,0,1011,0,0.233,0,993
2023-03-23 07:22:00,0,869,0,0.233,0,848
2023-03-23 07:24:00,0,837,0,0.233,0,811
2023-03-23 07:26:00,0,811,0,0.233,0,781
2023-03-23 07:28:00,0,831,0,0.239,0,818
2023-03-23 07:30:00,0,1001,0,0.233,0,963
2023-03-23 07:32:00,0,893,0,0.233,0,898
2023-03-23 07:34:00,0,827,0,0.233,0,803
2023-03-23 07:36:00,0,827,0,0.233,0,794
2023-03-23 07:38:00,0,869,0,0.239,0,854
