"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf97c652df312)"
2023-03-15 16:36:00,0,84.8,25635,53915,0,0,0,0,0,176,288,124,455,65.7,446,38.5,0,587,32.0,0,38.5,1942,4.73,450,0,65.8,41753,19,1973,7189,1862,84.8,0,36217,61435,0,0,0,0,0,224,100,29.0,261,40.3,250,19,0,700,26.0,0,19,188,4.60,253,0,41.4,20232,38.5,218,1139,1859
2023-03-15 16:38:00,0,80.7,26366,79477,0,0,0,0,62,178,293,130,456,65.7,449,751,0,587,32.3,0,38.5,1755,4.97,450,0,65.8,41725,19,1766,6888,1072,80.7,0,58778,87889,0,0,0,0,151,223,108,30.7,262,40.3,254,471,0,699,26.2,0,19,208,4.83,252,0,40.3,18915,38.5,225,1170,1073
2023-03-15 16:40:00,0,77.0,29499,58200,0,0,0,0,0,179,297,136,454,65.7,446,38.5,0,587,32.0,0,38.5,1968,4.50,449,0,66.1,41732,19.0,1985,7142,1866,77.0,0,36171,61476,0,0,0,0,0,222,113,32.0,254,41.0,251,19.0,0,702,26.0,0,19.0,211,4.37,252,0,40.6,24088,38.5,235,1126,1867
2023-03-15 16:42:00,0,76.7,23622,51835,0,0,0,0,0,178,292,136,454,65.7,448,38.5,0,585,31.6,0,38.5,1870,4.03,449,0,65.8,41706,19,1890,7020,1597,76.7,0,35905,60707,0,0,0,0,0,224,104,31.6,254,41,252,19,0,700,25.5,0,19,195,3.90,249,0,40.6,18480,38.5,221,1110,1597
2023-03-15 16:44:00,0,73.8,33082,61968,0,0,0,0,0,178,294,130,457,65.8,448,38.5,0,586,31.6,0,38.5,1800,4.27,449,0,65.7,41757,19,1812,6849,1335,73.8,0,35688,59946,0,0,0,0,0,224,109,30.3,257,40.6,252,19,0.389,701,25.5,0,19,197,4.52,251,0,41,28211,38.5,209,1109,1334
2023-03-15 16:46:00,0,81.8,25680,54075,0,0,0,0,0,178,292,130,452,65.4,448,38.5,0,585,32.0,0,38.5,1958,4.27,449,0,65.7,41733,19,2023,7136,1876,81.8,0,36219,61494,0,0,0,0,0,223,111,30.3,252,39.9,252,19,0.389,702,26.0,0,19,201,4.52,251,0,41.4,20252,38.5,242,1102,1873
2023-03-15 16:48:00,0,75.3,35073,88811,0,0,0,0,62,178,302,124,453,65.7,447,752,0,589,32.3,0,38.5,1715,4.27,450,0,65.7,41793,19,1747,6725,1080,75.3,0,58898,87873,0,0,0,0,155,222,120,29.0,252,40.3,257,472,0,699,26.2,0,19,189,4.13,252,0,40.6,27643,38.9,222,1082,1072
2023-03-15 16:50:00,0,74.1,27181,65422,0,0,0,0,62,177,298,129,444,66.1,447,752,0,587,32.0,0,38.5,1948,4.27,448,0,65.7,41748,19,1966,7119,1869,74.1,0,45791,73027,0,0,0,0,155,223,112,30.3,254,40.6,251,472,0,699,26.0,0,19,202,4.13,250,0,40.3,20266,38.5,220,1128,1860
2023-03-15 16:52:00,0,76.0,22476,50632,0,0,0,0,0,175,291,130,445,66.6,437,38.9,0,589,31.6,0,38.5,1874,4.27,438,0,65.7,41724,19,1891,7092,1606,76.0,0,35934,60823,0,0.389,0,0,0,225,110,30.3,251,41.1,247,19,0,698,25.5,0,19,190,4.13,245,0,40.6,17306,38.5,212,1152,1597
2023-03-15 16:54:00,0,81.1,31669,60552,0,0,0,0,0.389,178,297,141,454,65.7,447,38.5,0,594,31.6,0,38.5,1728,4.27,448,0,65.8,41769,19,1749,6724,1085,81.1,0,35447,59580,0,0,0,0,0,222,110,32.9,254,40.3,250,19,0,693,25.5,0.389,19,190,4.13,255,0,41,27041,38.5,221,1123,1082
2023-03-15 16:56:00,0,75.2,25443,53890,0,0,0,0,0,178,297,136,456,65.7,447,38.5,0,588,31.6,0,38.5,1953,4.73,452,0,66.3,41704,19,1971,7144,1877,75.2,0,36183,61469,0,0,0,0.389,0,222,115,36.6,256,40.3,257,19,0,699,25.5,0,19,207,4.60,259,0,41.5,20025,38.5,227,1128,1870
2023-03-15 16:58:00,0,76.7,34136,87702,0,0,0,0,62,175,298,119,454,65.7,447,751,0,585,31.6,0,38.5,1735,4.97,452,0,65.8,41828,19,1748,6747,1082,76.7,0,58746,87715,0,0,0,0,151,224,121,27.7,254,40.3,253,471,0,701,25.5,0,19,207,4.83,254,0,41,26699,38.5,224,1124,1072
2023-03-15 17:00:00,0,82.2,28527,81689,0,0,0,0,62,177,296,119,454,65.7,449,751,0,586,32.2,0,38.5,1953,4.50,449,0,65.4,41810,19,1968,7126,1874,82.2,0,59532,89592,0,0,0,0,151,224,116,27.7,253,40.3,253,471,0,702,25.7,0,19,202,4.37,251,0.389,40.3,20302,38.5,218,1147,1863
2023-03-15 17:02:00,0,82.6,24373,52744,0,0,0,0,0,177,293,113,454,66.1,448,38.5,0,587,32.7,0,38.5,1960,4.03,449,0,65.8,41787,19,1975,7187,1875,82.6,0,36269,61513,0,0,0,0,0,223,107,26.3,254,40.6,253,19,0,701,26.2,0,19,202,3.90,252,0.389,40.6,18947,38.5,224,1155,1870
2023-03-15 17:04:00,0,82.2,33574,62522,0,0.389,0,0,0,175,293,124,455,66.1,445,38.5,0,587,32.3,0,38.5,1723,4.27,449,0,65.8,41866,19,1749,6720,1080,82.2,0,35542,59640,0,0,0,0,0,225,110,29.0,255,40.6,249,19,0,700,26.2,0,19,197,4.13,252,0,40.3,28958,38.5,226,1111,1069
2023-03-15 17:06:00,0,78.9,25153,53484,0,0.389,0,0,0,176,300,119,455,65.7,447,38.5,0.389,590,31.8,0,38.5,1940,4.73,449,0,65.9,41761,19,1967,7130,1870,78.9,0,36233,61442,0,0,0,0,0,226,120,27.7,254,40.6,251,19,0,696,25.7,0,19,198,4.60,251,0,40.3,19736,38.5,225,1075,1863
2023-03-15 17:08:00,0,78.9,36046,87410,0,0,0,0,0,178,296,129,454,65.7,448,38.5,0.389,587,31.6,0,38.5,1720,4.97,448,0,66.3,41854,19,1735,6761,1075,78.9,0,56134,84360,0,0,0.389,0,0,223,115,30.3,254,40.6,253,19,0,701,25.5,0,19,193,4.83,249,0,41.8,29465,38.5,206,1060,1078
2023-03-15 17:10:00,0,77.1,28523,81786,0,0,0,0,62,178,291,130,454,65.8,446,751,0,584,31.8,0,38.5,1929,4.97,448,0,65.8,41792,19,1966,7102,1864,77.1,0,59649,89726,0,0,0.389,0,154,221,109,30.3,254,40.3,249,471,0,702,25.7,0,19,194,4.83,249,0,42.9,20298,38.5,226,1132,1862
2023-03-15 17:12:00,0,74.1,24524,52807,0,0,0,0,0,177,296,130,454,65.8,445,38.5,0,581,32.3,0,38.5,1928,4.97,451,0,65.8,41808,19,1963,7126,1866,74.1,0,36272,61476,0,0,0,0,0,224,110,30.3,254,40.3,249,19,0,702,26.2,0,19.4,180,4.83,253,0,41.4,19098,38.5,216,1127,1868
2023-03-15 17:14:00,0,79.3,28707,57268,0,0,0,0.389,0,176,299,130,453,65.7,448,38.5,0,585,32.3,0,38.5,1727,4.97,450,0,65.8,41809,19.0,1739,6648,1069,79.3,0,35481,59432,0,0,0,0,0,224,118,30.3,252,41.0,252,19.4,0,703,26.2,0,19.0,200,4.83,252,0,40.6,24077,38.5,217,1071,1070
2023-03-15 17:16:00,0,75.2,23933,52236,0,0,0,0,0,177,297,130,457,66.0,450,38.5,0,585,32.3,0,38.9,1955,4.97,448,0,66.9,41749,19.4,1993,7158,1869,75.2,0,36217,61458,0,0,0,0,0,225,114,30.3,257,42.1,259,19,0,702,26.2,0,19,202,4.83,250,0,41.4,18495,38.5,252,1110,1862
2023-03-15 17:18:00,0,75.6,33269,66892,0,0,0.389,0,0,178,296,141,452,65.7,447,36.4,0,586,32.3,0.389,38.5,1715,4.97,450,0,66.4,41869,19,1736,6767,1080,75.6,0,39819,64873,0,0,0,0,0,225,111,32.9,252,41,257,17.9,0,702,26.2,0,19,184,4.83,252,0,41.4,28244,38.5,213,1149,1072
2023-03-15 17:20:00,0,76.3,28462,81838,0,0,0,0,62,176,300,142,455,65.8,447,751,0,588,32.3,0,38.5,1943,4.50,450,0,65.8,41778,19,1957,7105,1873,76.3,0,59764,90008,0,0,0,0,154,224,120,32.9,255,40.6,253,472,0,699,26.2,0,19,193,4.37,252,0,40.6,20212,38.5,215,1143,1861
2023-03-15 17:22:00,0,74.5,32112,61013,0,0,0,0,0,177,299,124,456,65.8,448,38.5,0,588,32.3,0,38.5,1958,4.42,449,0,65.9,41842,19,1975,7191,1877,74.5,0,36292,61636,0,0,0,0,0,223,116,29.0,262,40.3,253,19,0,700,26.2,0,19,206,3.90,251,0,41,26690,38.5,227,1101,1865
2023-03-15 17:24:00,0,78.2,24887,53215,0.389,0,0,0,0,178,296,113,452,65.3,451,38.5,0,587,32.3,0,38.5,1736,4.66,449,0,65.8,41792,19,1763,6766,1083,78.2,0,35474,59481,0,0,0,0,0,225,108,26.3,252,39.9,255,19,0,702,26.2,0,19,194,4.13,251,0,41.4,20255,38.5,226,1124,1079
2023-03-15 17:26:00,0.389,88.8,22824,51002,0.389,0,0,0,0,176,293,129,452,65.3,449,38.5,0,587,31.8,0,38.5,1934,4.73,447,0.389,65.8,41726,19,1963,7155,1876,88.8,0.389,36219,61470,0.389,0,0,0,0,225,108,30.3,252,40.3,254,19,0,699,25.7,0,19,191,4.60,249,0,41.4,17399,38.5,219,1134,1866
2023-03-15 17:28:00,0.389,82.6,32127,60906,0,0,0,0,0,177,292,119,443,65.7,448,38.5,0,586,31.6,0,38.5,1789,4.97,437,0.389,65.8,41913,19,1825,6829,1345,82.6,0.389,35838,60323,0.389,0,0,0,0.389,224,110,27.7,248,40.3,253,19,0,700,25.5,0,19,181,4.83,244,0,40.6,27262,38.5,226,1065,1335
2023-03-15 17:30:00,0,77.4,27745,80921,0,0,0,0,62,178,292,130,443,65.8,451,751,0,585,31.6,0,38.5,1801,4.73,449,0,65.8,41760,19,1816,6795,1345,77.4,0,59166,88327,0,0,0,0,153,223,105,30.3,249,40.6,257,471,0,701,25.5,0,19,200,4.60,251,0,41,20036,38.5,225,1091,1333
2023-03-15 17:32:00,0,74.5,35158,64256,0,0,0,0,0,176,298,124,453,65.9,433,38.5,0,588,31.6,0,38.5,1942,4.50,448,0,65.8,41932,19,1961,7203,1877,74.5,0,36397,61787,0,0,0,0,0,224,113,29.4,252,40.6,243,19,0,700,25.5,0,19,195,4.37,250,0,40.6,29765,38.5,213,1176,1865
2023-03-15 17:34:00,0,79.3,24864,53126,0,0,0,0,0,178,299,130,458,65.8,448,38.5,0,588,31.6,0,38.5,1724,4.27,449,0,66.1,41764,19,1741,6732,1084,79.3,0,35457,59521,0,0,0,0,0,223,121,30.7,253,41,257,19,0,700,25.5,0,19,194,4.13,251,0,41,20215,38.5,212,1122,1079
2023-03-15 17:36:00,0,72.3,24764,53067,0,0,0,0,0,177,290,130,457,66.1,450,38.5,0,589,31.6,0,38.5,1949,4.73,448,0,65.7,41756,19,1971,7130,1869,72.3,0,36227,61509,0,0,0,0,0,224,104,30.3,257,41.8,261,19,0,697,25.5,0,19,203,4.60,250,0,41.4,19320,38.5,228,1085,1860
2023-03-15 17:38:00,0,76.0,35093,64235,0,0,0,0,0,177,291,124,456,65.7,452,38.5,0,589,31.6,0,38.5,1890,4.97,450,0,65.3,41802,19,1920,7076,1598,76.0,0,36007,61090,0,0,0,0,0,224,105,29.0,257,40.3,256,19,0,698,25.5,0,19,206,4.83,253,0,40.3,29945,38.5,231,1154,1598
2023-03-15 17:40:00,0,77.1,26512,79442,0,0,0,0,62,178,298,130,457,65.7,447,751,0,588,31.6,0,38.5,1737,4.97,456,0,65.7,41717,19,1781,6719,1073,77.1,0,58654,87729,0,0,0,0,151,223,117,30.3,257,40.3,251,472,0,700,25.5,0,19,196,4.83,254,0,41,19059,38.5,228,1146,1076
2023-03-15 17:42:00,0,76.7,36060,79211,0,0,0,0,62,176,295,130,457,66.0,449,751,0,585,31.6,0,38.5,1942,4.73,454,0,65.9,41829,19,1972,7131,1867,76.7,0,49872,78155,0,0,0,0,151,224,111,30.3,252,41,253,472,0,697,25.5,0,19,198,4.99,251,0,41,28790,38.5,231,1084,1867
2023-03-15 17:44:00,0,77.1,24875,53157,0,0,0,0,0,175,291,118,455,65.6,448,38.5,0,585,31.6,0,38.5,1720,4.50,449,0,65.7,41783,19,1741,6695,1070,77.1,0,35456,59499,0,0,0,0,0,223,106,32.6,255,40.3,257,19,0,698,25.5,0,19,201,4.37,255,0,39.9,20240,38.5,220,1098,1076
2023-03-15 17:46:00,0,78.6,29590,58319,0,0,0,0,0,174,296,130,455,65.7,447,38.5,0,586,31.6,0,38.5,1934,4.73,448,0,65.8,41813,19,1996,7103,1865,78.6,0,36277,61491,0,0,0,0,0,224,113,30.3,256,40.6,257,19,0,702,25.5,0,19,198,4.60,249,0,40.3,24154,38.5,228,1137,1866
2023-03-15 17:48:00,0,81.5,25678,54115,0,0,0,0,0,175,300,136,452,65.7,446,38.5,0,582,31.6,0,38.5,1935,4.96,450,0,65.7,41765,19.0,1969,7152,1874,81.5,0,36243,61589,0,0,0,0,0,224,119,31.6,252,40.3,251,19.0,0,704,25.5,0,19.0,193,4.83,253,0,40.3,20259,38.9,231,1117,1864
2023-03-15 17:50:00,0,77.1,25609,78554,0,0,0,0,62,177,292,130,454,65.4,447,750,0,587,31.6,0,38.5,1720,4.73,449,0,65.9,41761,19,1739,6668,1081,77.1,0,58818,87750,0,0,0,0,153,224,105,30.3,254,40.3,252,471,0.389,701,25.5,0,19,196,4.60,250,0,40.3,18155,38.9,223,1076,1078
2023-03-15 17:52:00,0,74.5,36115,89859,0,0,0,0,62,176,294,130,457,65.0,445,750,0,586,31.6,0,38.5,1937,4.27,449,0,65.5,41847,19,1959,7165,1867,74.5,0,59658,90009,0,0,0,0,153,226,109,30.3,258,39.5,248,471,0.389,701,25.5,0.389,19,199,4.13,251,0,40.3,27889,38.5,223,1068,1868
2023-03-15 17:54:00,0,78.5,24800,53076,0,0,0,0,0,178,295,124,455,65.3,449,38.5,0,584,31.6,0,38.5,1716,4.27,448,0,66.4,41783,19,1729,6711,1068,78.5,0,35442,59431,0,0,0,0.389,0,223,114,29.0,255,39.9,253,19,0,703,25.5,0.389,19,193,4.13,249,0,42.1,20168,38.5,210,1104,1068
2023-03-15 17:56:00,0,74.9,32348,61311,0,0,0,0,0,177,295,130,454,66.1,451,38.9,0,587,31.6,0,38.5,1962,4.27,449,0,65.7,41888,19,1974,7241,1869,74.9,0,36312,61759,0,0,0,0.389,0,223,108,30.3,254,40.6,257,19,0,701,25.5,0,19,205,4.13,251,0,40.6,26943,38.5,213,1146,1865
2023-03-15 17:58:00,0,77.8,25678,54045,0,0,0,0,0,179,296,135,454,66.1,448,38.9,0,589,31.6,0,38.5,1944,4.27,450,0,66.1,41817,19,1960,7129,1874,77.8,0,36272,61532,0,0,0,0,0,222,115,31.6,253,41.4,253,19,0,700,25.5,0,19,200,4.13,252,0,40.6,20260,38.5,222,1073,1865
2023-03-15 18:00:00,0,83.7,23329,69738,0,0,0,0,0,180,295,136,461,66.0,445,38.5,0,586,31.8,0,38.5,1718,4.27,454,0,65.7,41775,19,1737,6664,1081,83.7,0,52412,79835,0,0.389,0,0,0,222,115,31.6,256,41.4,249,19,0,702,25.7,0,19,185,4.13,251,0.389,41,17045,38.5,211,1084,1072
2023-03-15 18:02:00,0,77.1,35149,88804,0,0.389,0,0,62.4,176,301,124,463,65.7,447,749,0,586,32.3,0,38.5,1972,4.27,454,0,65.7,41806,19,2007,7137,1871,77.1,0,59612,89850,0,0,0,0,153,223,113,29.0,259,41,251,470,0,699,26.2,0,19,195,4.13,251,0,40.6,26921,38.5,239,1116,1872
2023-03-15 18:04:00,0,74.9,24495,52771,0,0,0,0,0,176,301,136,459,65.3,454,38.5,0,589,32.3,0,38.5,1715,4.27,448,0,65.8,41808,19,1733,6705,1073,74.9,0,35470,59439,0,0,0,0,0,223,119,31.6,254,40.3,261,19,0,698,26.2,0,19,180,4.13,250,0,41,19868,38.5,212,1114,1075
2023-03-15 18:06:00,0,73.8,34966,64018,0,0,0,0,0,177,295,124,443,66.3,455,38.5,0.389,585,32.7,0,38.5,1946,4.27,438,0,65.7,41854,19,1948,7158,1868,73.8,0,36289,61596,0,0,0,0,0,221,114,29.0,249,40.4,261,19,0,702,26.2,0,19,196,4.13,245,0,41.4,29582,38.5,215,1075,1865
2023-03-15 18:08:00,0,71.2,25730,54116,0,0,0,0,0,176,293,130,457,67.0,449,38.5,0,585,32.3,0,38.5,1943,4.27,450,0,65.9,41761,19,1950,7191,1877,71.2,0,36226,61565,0,0,0,0,0,224,106,30.3,258,41.1,253,19,0,701,26.2,0,19,200,4.13,251,0,41,20297,38.5,215,1117,1868
2023-03-15 18:10:00,0,78.2,24005,52754,0,0,0,0,0,176,294,130,454,66.4,445,38.5,0,586,32.3,0,38.5,1715,4.27,448,0,66.1,41804,19,1734,6719,1084,78.2,0,35988,60080,0,0,0,0,0,225,106,30.3,254,41,248,19,0,701,26.2,0,19,190,4.13,249,0,41,19311,38.5,212,1105,1076
2023-03-15 18:12:00,0,82.2,38161,92008,0,0,0,0.389,62,176,297,118,454,66.0,433,751,0,579,32.3,0,38.5,1954,4.50,450,0,66.0,41811,19,1979,7169,1872,82.2,0,59540,89764,0,0,0.389,0,153,224,117,27.7,254,40.6,243,474,0,701,26.2,0,19.4,197,4.37,252,0,40.6,29949,38.5,227,1111,1868
2023-03-15 18:14:00,0,81.5,23576,51685,0,0,0,0.389,0,179,293,124,454,67.0,451,38.5,0,585,32.3,0.389,38.5,1810,4.27,450,0,65.8,41770,19,1821,6825,1339,81.5,0,35705,60285,0,0,0.389,0,0,222,108,29.0,254,41.7,256,19.4,0,697,26.2,0,19.4,189,4.13,252,0,41.4,18677,38.5,205,1081,1345
2023-03-15 18:16:00,0,83.3,33566,62510,0,0,0,0,0,181,295,124,455,66.4,450,38.5,0,590,32.0,0.389,38.5,1870,4.73,450,0,66.1,41885,19.4,1910,6952,1604,83.3,0,36071,60771,0,0,0,0,0,222,114,29.0,261,41.4,254,19.4,0,699,26.0,0,19,188,4.60,252,0,41,28429,38.5,232,1069,1604
2023-03-15 18:18:00,0,85.1,25688,54093,0,0,0,0,0,176,295,119,454,65.7,446,38.5,0,586,31.8,0,38.5,1935,4.97,449,0,66.3,41768,19.4,1964,7181,1864,85.1,0,36252,61445,0,0,0,0,0,224,112,27.7,259,40.6,250,19,0,701,25.7,0,19,187,4.83,251,0,41.4,20252,38.5,225,1151,1863
2023-03-15 18:20:00,0,80.8,29005,57530,0,0,0,0,0,175,301,130,454,65.4,447,38.5,0,588,31.8,0,38.9,1717,4.74,452,0,66.4,41787,19.0,1736,6647,1069,80.8,0,35473,59358,0.389,0,0,0,0,225,112,30.3,253,40.3,251,19.0,0,700,25.7,0,19.0,187,4.60,254,0,41.0,24372,38.5,216,1084,1069
2023-03-15 18:22:00,0,79.3,28503,81554,0,0,0,0,62,177,293,136,456,66.0,449,752,0,585,31.6,0,38.9,1956,4.27,451,0,66.1,41749,19,1964,7161,1866,79.3,0,59495,89707,0.389,0,0,0,150,223,111,31.6,255,41.4,254,472,0,701,25.5,0,19,200,4.13,253,0,41,20273,38.5,223,1098,1870
2023-03-15 18:24:00,0,74.5,23016,51217,0.389,0,0.389,0,0,178,297,136,455,66.6,448,38.5,0,586,31.6,0,38.5,1875,4.03,450,0.389,65.8,41716,19,1892,6984,1602,74.5,0,35927,60792,0,0,0,0,0,222,114,31.6,255,41.4,253,19,0,701,25.5,0,19,198,3.90,252,0,40.3,17844,38.5,225,1121,1606
2023-03-15 18:26:00,0,82.9,32240,61139,0,0,0,0,0,178,302,124,454,65.8,451,38.5,0,587,31.6,0,38.5,1697,4.42,449,0,66.5,41870,19,1729,6703,1071,82.9,0,35530,59519,0,0,0,0,0,222,114,29.0,254,40.6,255,19,0,699,25.5,0,19,174,3.90,251,0,41.4,27624,38.5,212,1109,1072
2023-03-15 18:28:00,0,76.3,25560,53941,0,0,0,0,0,179,295,113,453,65.8,450,38.5,0,588,31.6,0,38.5,1937,4.27,449,0,66.8,41780,19,1954,7137,1864,76.3,0,36238,61371,0,0,0,0,0,222,116,26.3,257,40.6,261,19,0,698,25.5,0,19,197,4.13,251,0,41.7,20147,38.5,210,1101,1865
2023-03-15 18:30:00,0,76.0,31495,60313,0,0,0,0,0,180,294,124,455,65.7,448,38.5,0,590,31.6,0,38.5,1724,4.27,451,0,66.1,41836,19,1733,6678,1071,76.0,0,35499,59565,0,0,0,0,0,222,106,29.4,255,40.3,252,19,0,698,25.5,0,19,196,4.13,253,0,41,26878,38.5,206,1092,1073
2023-03-15 18:32:00,0.389,78.5,28513,81698,0,0,0,0,62,179,295,124,455,66.2,447,751,0,589,31.6,0,38.5,1958,4.27,450,0,65.4,41786,19,1968,7158,1868,78.5,0.389,59580,89787,0,0,0,0,152,223,107,34.6,255,40.7,251,472,0,699,25.5,0,19,197,4.13,257,0,39.9,20283,38.5,222,1145,1868
2023-03-15 18:34:00,0,82.2,27469,72099,0,0,0,0,62,178,294,124,453,66.1,452,751,0,587,31.6,0,38.5,1942,4.27,448,0,65.7,41776,19,1967,7080,1874,82.2,0,51817,80345,0,0,0,0,152,223,111,34.6,252,41.1,258,472,0,701,25.5,0,19,193,4.13,250,0,41,19974,38.5,229,1094,1867
2023-03-15 18:36:00,0,82.9,34633,63685,0,0,0,0,0,180,297,124,453,65.7,454,38.5,0,588,31.8,0,38.5,1729,4.50,448,0,65.7,41897,19,1746,6812,1085,82.9,0,35562,59722,0,0,0,0,0.389,222,120,29.0,252,40.6,255,19,0,698,25.7,0,19,193,4.37,250,0,41.7,30033,38.5,228,1123,1076
2023-03-15 18:38:00,0,77.1,24730,53099,0,0,0,0,0,177,295,124,454,65.7,447,38.5,0,590,32.3,0,38.5,1964,4.97,454,0,65.8,41788,19,1981,7280,1876,77.1,0,36261,61681,0,0,0,0,0,223,113,29.0,254,41.0,251,19,0,695,26.2,0,19,205,5.22,251,0,41.4,19319,38.5,233,1130,1869
2023-03-15 18:40:00,0,74.1,33670,62666,0,0,0,0,0,177,298,136,443,65.7,448,38.5,0,586,32.0,0,38.5,1728,4.97,441,0,65.8,41883,19,1747,6680,1081,74.1,0,35549,59558,0,0,0,0,0,224,109,31.6,250,41.4,253,19,0,701,26.0,0,19,199,5.22,244,0,41,29066,38.5,221,1104,1075
2023-03-15 18:42:00,0,73.0,28478,81677,0,0,0,0,62,177,296,119,442,65.7,447,751,0,585,31.8,0,38.5,1953,4.27,436,0,65.4,41816,19,1976,7113,1881,73.0,0,59652,89682,0,0,0,0,152,223,115,27.7,247,40.6,251,472,0,698,25.7,0,19,207,4.13,243,0,40.3,20236,38.5,230,1101,1869
2023-03-15 18:44:00,0,76.0,27120,80235,0,0,0,0,62,176,292,130,456,66.0,454,751,0,587,31.6,0,38.5,1951,4.27,448,0,65.8,41810,19,1978,7139,1876,76.0,0,59637,89735,0,0,0,0,152,224,110,30.3,255,41,253,472,0,695,25.5,0,19,203,4.13,250,0,40.6,18883,38.5,233,1140,1863
2023-03-15 18:46:00,0,81.1,28736,57336,0,0,0,0,0,175,297,119,456,65.7,454,38.5,0,589,32.2,0,38.5,1729,4.26,450,0,66.2,41816,19.0,1785,6737,1082,81.1,0,35493,59649,0,0,0,0,0,224,111,27.6,256,40.6,254,19.0,0,700,26.1,0,19.0,198,4.13,253,0,40.7,24117,38.5,230,1132,1071
2023-03-15 18:48:00,0,79.3,24006,52342,0,0,0,0,0,177,293,119,453,65.5,450,38.5,0,588,31.8,0,38.5,1958,4.27,449,0,66.2,41776,19,1973,7167,1869,79.3,0,36238,61492,0,0,0,0,0,223,111,27.7,252,39.9,254,19,0,700,25.7,0,19,206,4.13,251,0,40.7,18584,38.5,227,1140,1863
2023-03-15 18:50:00,0,77.1,32886,61851,0,0,0,0,0,178,293,130,456,65.7,447,38.5,0,586,31.6,0,38.5,1731,4.27,448,0,65.8,41881,19,1750,6714,1071,77.1,0,35530,59625,0,0,0,0,0,223,112,30.3,257,40.6,251,19,0.389,701,25.5,0,19,206,4.13,249,0,41,28260,38.9,234,1144,1077
2023-03-15 18:52:00,0,77.8,26947,70362,0,0,0,0,0,178,301,130,454,65.7,434,38.5,0,590,31.6,0,38.5,1946,4.27,449,0,65.9,41757,19,1962,7231,1866,77.8,0,49981,78071,0,0,0,0,0,223,120,30.3,254,41,250,19,0,700,25.5,0,19,207,4.13,252,0,41,20195,38.5,229,1149,1869
2023-03-15 18:54:00,0,77.8,36213,89933,0,0,0,0,62.0,179,288,130,458,65.3,435,752,0,587,31.2,0,38.5,1946,4.27,450,0,65.8,41831,19.0,1963,7101,1873,77.8,0,59616,89767,0,0,0,0,152,221,104,30.3,253,39.9,245,472,0,701,25.1,0,19.0,198,4.13,253,0,40.6,27918,38.5,220,1119,1865
2023-03-15 18:56:00,0,79.3,24924,53182,0,0,0,0,0,178,292,118,459,65.7,449,38.5,0,586,31.6,0,38.5,1728,4.50,449,0,66.1,41774,19,1745,6695,1080,79.3,0,35467,59457,0,0.389,0,0,0,223,106,27.7,254,40.3,254,19,0,702,25.5,0.389,19,202,4.37,251,0,41.7,20297,38.5,220,1105,1072
2023-03-15 18:58:00,0,73.4,23643,51926,0,0,0,0,0.389,175,299,124,457,65.7,448,38.9,0,584,31.6,0,38.5,1946,4.97,451,0,66.9,41768,19,1982,7194,1872,73.4,0,36249,61487,0,0,0,0,0,225,112,29.0,257,40.6,252,19,0,703,25.5,0,19,200,4.83,252,0,42.8,18207,38.5,237,1137,1865
