"Time","/dev/mapper/ubuntu--vg-ubuntu--lv","/dev/vda1","/dev/vda2","/dev/vdb1","none","shm","tmpfs"
2023-03-15 12:40:00,0.778,0.00566,0.130,4.87e-7,,0,0.0447
2023-03-15 12:42:00,0.778,0.00566,0.130,4.87e-7,,0,0.0448
2023-03-15 12:44:00,0.778,0.00566,0.130,4.87e-7,,0,0.0450
2023-03-15 12:46:00,0.778,0.00566,0.130,4.87e-7,,0,0.0451
2023-03-15 12:48:00,0.778,0.00566,0.130,4.87e-7,,0,0.0452
2023-03-15 12:50:00,0.778,0.00566,0.130,4.87e-7,,0,0.0454
2023-03-15 12:52:00,0.778,0.00566,0.130,4.87e-7,,0,0.0455
2023-03-15 12:54:00,0.779,0.00566,0.130,4.87e-7,,0,0.0456
2023-03-15 12:56:00,0.779,0.00566,0.130,4.87e-7,,0,0.0458
2023-03-15 12:58:00,0.779,0.00566,0.130,4.87e-7,,0,0.0459
2023-03-15 13:00:00,0.779,0.00566,0.130,4.87e-7,,0,0.0461
2023-03-15 13:02:00,0.780,0.00566,0.130,4.87e-7,,0,0.0462
2023-03-15 13:04:00,0.780,0.00566,0.130,4.87e-7,,0,0.0463
2023-03-15 13:06:00,0.780,0.00566,0.130,4.87e-7,,0,0.0465
2023-03-15 13:08:00,0.780,0.00566,0.130,4.87e-7,,0,0.0466
2023-03-15 13:10:00,0.780,0.00566,0.130,4.87e-7,,0,0.0468
2023-03-15 13:12:00,0.780,0.00566,0.130,4.87e-7,,0,0.0469
2023-03-15 13:14:00,0.780,0.00566,0.130,4.87e-7,,0,0.0470
2023-03-15 13:16:00,0.780,0.00566,0.130,4.87e-7,,0,0.0472
2023-03-15 13:18:00,0.780,0.00566,0.130,4.87e-7,,0,0.0473
2023-03-15 13:20:00,0.780,0.00566,0.130,4.87e-7,,0,0.0475
2023-03-15 13:22:00,0.780,0.00566,0.130,4.87e-7,,0,0.0476
2023-03-15 13:24:00,0.780,0.00566,0.130,4.87e-7,,0,0.0477
2023-03-15 13:26:00,0.780,0.00566,0.130,4.87e-7,,0,0.0479
2023-03-15 13:28:00,0.780,0.00566,0.130,4.87e-7,,0,0.0480
2023-03-15 13:30:00,0.781,0.00566,0.130,4.87e-7,,0,0.0482
2023-03-15 13:32:00,0.781,0.00566,0.130,4.87e-7,,0,0.0483
2023-03-15 13:34:00,0.781,0.00566,0.130,4.87e-7,,0,0.0484
2023-03-15 13:36:00,0.781,0.00566,0.130,4.87e-7,,0,0.0486
2023-03-15 13:38:00,0.781,0.00566,0.130,4.87e-7,,0,0.0487
2023-03-15 13:40:00,0.781,0.00566,0.130,4.87e-7,,0,0.0488
2023-03-15 13:42:00,0.781,0.00566,0.130,4.87e-7,,0,0.0490
2023-03-15 13:44:00,0.781,0.00566,0.130,4.87e-7,,0,0.0491
2023-03-15 13:46:00,0.781,0.00566,0.130,4.87e-7,,0,0.0493
2023-03-15 13:48:00,0.781,0.00566,0.130,4.87e-7,,0,0.0494
2023-03-15 13:50:00,0.781,0.00566,0.130,4.87e-7,,0,0.0495
2023-03-15 13:52:00,0.781,0.00566,0.130,4.87e-7,,0,0.0497
2023-03-15 13:54:00,0.781,0.00566,0.130,4.87e-7,,0,0.0498
2023-03-15 13:56:00,0.781,0.00566,0.130,4.87e-7,,0,0.0500
2023-03-15 13:58:00,0.781,0.00566,0.130,4.87e-7,,0,0.0501
2023-03-15 14:00:00,0.782,0.00566,0.130,4.87e-7,,0,0.0502
2023-03-15 14:02:00,0.775,0.00566,0.130,4.87e-7,,0,0.0504
2023-03-15 14:04:00,0.775,0.00566,0.130,4.87e-7,,0,0.0505
2023-03-15 14:06:00,0.775,0.00566,0.130,4.87e-7,,0,0.0507
2023-03-15 14:08:00,0.776,0.00566,0.130,4.87e-7,,0,0.0508
2023-03-15 14:10:00,0.775,0.00566,0.130,4.87e-7,,0,0.0509
2023-03-15 14:12:00,0.775,0.00566,0.130,4.87e-7,,0,0.0511
2023-03-15 14:14:00,0.775,0.00566,0.130,4.87e-7,,0,0.0512
2023-03-15 14:16:00,0.775,0.00566,0.130,4.87e-7,,0,0.0514
2023-03-15 14:18:00,0.776,0.00566,0.130,4.87e-7,,0,0.0515
2023-03-15 14:20:00,0.776,0.00566,0.130,4.87e-7,,0,0.0516
2023-03-15 14:22:00,0.776,0.00566,0.130,4.87e-7,,0,0.0518
2023-03-15 14:24:00,0.776,0.00566,0.130,4.87e-7,,0,0.0519
2023-03-15 14:26:00,0.776,0.00566,0.130,4.87e-7,,0,0.0521
2023-03-15 14:28:00,0.776,0.00566,0.130,4.87e-7,,0,0.0522
2023-03-15 14:30:00,0.776,0.00566,0.130,4.87e-7,,0,0.0523
2023-03-15 14:32:00,0.776,0.00566,0.130,4.87e-7,,0,0.0525
2023-03-15 14:34:00,0.776,0.00566,0.130,4.87e-7,,0,0.0526
2023-03-15 14:36:00,0.776,0.00566,0.130,4.87e-7,,0,0.0528
2023-03-15 14:38:00,0.776,0.00566,0.130,4.87e-7,,0,0.0529
2023-03-15 14:40:00,0.776,0.00566,0.130,4.87e-7,,0,0.0530
2023-03-15 14:42:00,0.776,0.00566,0.130,4.87e-7,,0,0.0532
2023-03-15 14:44:00,0.776,0.00566,0.130,4.87e-7,,0,0.0533
2023-03-15 14:46:00,0.776,0.00566,0.130,4.87e-7,,0,0.0535
2023-03-15 14:48:00,0.777,0.00566,0.130,4.87e-7,,0,0.0536
2023-03-15 14:50:00,0.777,0.00566,0.130,4.87e-7,,0,0.0537
2023-03-15 14:52:00,0.777,0.00566,0.130,4.87e-7,,0,0.0539
2023-03-15 14:54:00,0.777,0.00566,0.130,4.87e-7,,0,0.0540
2023-03-15 14:56:00,0.777,0.00566,0.130,4.87e-7,,0,0.0541
2023-03-15 14:58:00,0.777,0.00566,0.130,4.87e-7,,0,0.0543
2023-03-15 15:00:00,0.777,0.00566,0.130,4.87e-7,,0,0.0544
2023-03-15 15:02:00,0.778,0.00566,0.130,4.87e-7,,0,0.0546
2023-03-15 15:04:00,0.778,0.00566,0.130,4.87e-7,,0,0.0547
2023-03-15 15:06:00,0.778,0.00566,0.130,4.87e-7,,0,0.0548
2023-03-15 15:08:00,0.778,0.00566,0.130,4.87e-7,,0,0.0550
2023-03-15 15:10:00,0.778,0.00566,0.130,4.87e-7,,0,0.0551
2023-03-15 15:12:00,0.778,0.00566,0.130,4.87e-7,,0,0.0553
2023-03-15 15:14:00,0.778,0.00566,0.130,4.87e-7,,0,0.0554
2023-03-15 15:16:00,0.778,0.00566,0.130,4.87e-7,,0,0.0555
2023-03-15 15:18:00,0.778,0.00566,0.130,4.87e-7,,0,0.0557
2023-03-15 15:20:00,0.778,0.00566,0.130,4.87e-7,,0,0.0558
2023-03-15 15:22:00,0.778,0.00566,0.130,4.87e-7,,0,0.0560
2023-03-15 15:24:00,0.779,0.00566,0.130,4.87e-7,,0,0.0561
2023-03-15 15:26:00,0.779,0.00566,0.130,4.87e-7,,0,0.0562
2023-03-15 15:28:00,0.779,0.00566,0.130,4.87e-7,,0,0.0564
2023-03-15 15:30:00,0.779,0.00566,0.130,4.87e-7,,0,0.0565
2023-03-15 15:32:00,0.779,0.00566,0.130,4.87e-7,,0,0.0566
2023-03-15 15:34:00,0.779,0.00566,0.130,4.87e-7,,0,0.0568
2023-03-15 15:36:00,0.779,0.00566,0.130,4.87e-7,,0,0.0569
2023-03-15 15:38:00,0.779,0.00566,0.130,4.87e-7,,0,0.0571
2023-03-15 15:40:00,0.779,0.00566,0.130,4.87e-7,,0,0.0572
2023-03-15 15:42:00,0.779,0.00566,0.130,4.87e-7,,0,0.0573
2023-03-15 15:44:00,0.779,0.00566,0.130,4.87e-7,,0,0.0575
2023-03-15 15:46:00,0.779,0.00566,0.130,4.87e-7,,0,0.0576
2023-03-15 15:48:00,0.779,0.00566,0.130,4.87e-7,,0,0.0578
2023-03-15 15:50:00,0.779,0.00566,0.130,4.87e-7,,0,0.0579
2023-03-15 15:52:00,0.779,0.00566,0.130,4.87e-7,,0,0.0580
2023-03-15 15:54:00,0.779,0.00566,0.130,4.87e-7,,0,0.0582
2023-03-15 15:56:00,0.779,0.00566,0.130,4.87e-7,,0,0.0583
2023-03-15 15:58:00,0.779,0.00566,0.130,4.87e-7,,0,0.0585
2023-03-15 16:00:00,0.779,0.00566,0.130,4.87e-7,,0,0.0586
2023-03-15 16:02:00,0.780,0.00566,0.130,4.87e-7,,0,0.0587
2023-03-15 16:04:00,0.780,0.00566,0.130,4.87e-7,,0,0.0589
2023-03-15 16:06:00,0.780,0.00566,0.130,4.87e-7,,0,0.0590
2023-03-15 16:08:00,0.780,0.00566,0.130,4.87e-7,,0,0.0592
2023-03-15 16:10:00,0.780,0.00566,0.130,4.87e-7,,0,0.0593
2023-03-15 16:12:00,0.781,0.00566,0.130,4.87e-7,,0,0.0594
2023-03-15 16:14:00,0.781,0.00566,0.130,4.87e-7,,0,0.0596
2023-03-15 16:16:00,0.781,0.00566,0.130,4.87e-7,,0,0.0597
2023-03-15 16:18:00,0.781,0.00566,0.130,4.87e-7,,0,0.0598
2023-03-15 16:20:00,0.781,0.00566,0.130,4.87e-7,,0,0.0600
2023-03-15 16:22:00,0.781,0.00566,0.130,4.87e-7,,0,0.0601
2023-03-15 16:24:00,0.781,0.00566,0.130,4.87e-7,,0,0.0603
2023-03-15 16:26:00,0.781,0.00566,0.130,4.87e-7,,0,0.0604
2023-03-15 16:28:00,0.781,0.00566,0.130,4.87e-7,,0,0.0605
2023-03-15 16:30:00,0.781,0.00566,0.130,4.87e-7,,0,0.0607
2023-03-15 16:32:00,0.781,0.00566,0.130,4.87e-7,,0,0.0608
2023-03-15 16:34:00,0.781,0.00566,0.130,4.87e-7,,0,0.0610
2023-03-15 16:36:00,0.781,0.00566,0.130,4.87e-7,,0,0.0611
2023-03-15 16:38:00,0.781,0.00566,0.130,4.87e-7,,0,0.0612
2023-03-15 16:40:00,0.781,0.00566,0.130,4.87e-7,,0,0.0614
2023-03-15 16:42:00,0.782,0.00566,0.130,4.87e-7,,0,0.0615
2023-03-15 16:44:00,0.782,0.00566,0.130,4.87e-7,,0,0.0617
2023-03-15 16:46:00,0.782,0.00566,0.130,4.87e-7,,0,0.0618
2023-03-15 16:48:00,0.782,0.00566,0.130,4.87e-7,,0,0.0619
2023-03-15 16:50:00,0.782,0.00566,0.130,4.87e-7,,0,0.0621
2023-03-15 16:52:00,0.782,0.00566,0.130,4.87e-7,,0,0.0622
2023-03-15 16:54:00,0.782,0.00566,0.130,4.87e-7,,0,0.0623
2023-03-15 16:56:00,0.782,0.00566,0.130,4.87e-7,,0,0.0625
2023-03-15 16:58:00,0.782,0.00566,0.130,4.87e-7,,0,0.0626
2023-03-15 17:00:00,0.782,0.00566,0.130,4.87e-7,,0,0.0628
2023-03-15 17:02:00,0.783,0.00566,0.130,4.87e-7,,0,0.0629
2023-03-15 17:04:00,0.783,0.00566,0.130,4.87e-7,,0,0.0630
2023-03-15 17:06:00,0.783,0.00566,0.130,4.87e-7,,0,0.0632
2023-03-15 17:08:00,0.783,0.00566,0.130,4.87e-7,,0,0.0633
2023-03-15 17:10:00,0.783,0.00566,0.130,4.87e-7,,0,0.0635
2023-03-15 17:12:00,0.783,0.00566,0.130,4.87e-7,,0,0.0636
2023-03-15 17:14:00,0.783,0.00566,0.130,4.87e-7,,0,0.0637
2023-03-15 17:16:00,0.783,0.00566,0.130,4.87e-7,,0,0.0639
2023-03-15 17:18:00,0.783,0.00566,0.130,4.87e-7,,0,0.0640
2023-03-15 17:20:00,0.783,0.00566,0.130,4.87e-7,,0,0.0642
2023-03-15 17:22:00,0.783,0.00566,0.130,4.87e-7,,0,0.0643
2023-03-15 17:24:00,0.783,0.00566,0.130,4.87e-7,,0,0.0644
2023-03-15 17:26:00,0.783,0.00566,0.130,4.87e-7,,0,0.0646
2023-03-15 17:28:00,0.784,0.00566,0.130,4.87e-7,,0,0.0647
2023-03-15 17:30:00,0.784,0.00566,0.130,4.87e-7,,0,0.0648
2023-03-15 17:32:00,0.784,0.00566,0.130,4.87e-7,,0,0.0650
2023-03-15 17:34:00,0.784,0.00566,0.130,4.87e-7,,0,0.0651
2023-03-15 17:36:00,0.784,0.00566,0.130,4.87e-7,,0,0.0653
2023-03-15 17:38:00,0.784,0.00566,0.130,4.87e-7,,0,0.0654
2023-03-15 17:40:00,0.784,0.00566,0.130,4.87e-7,,0,0.0655
2023-03-15 17:42:00,0.784,0.00566,0.130,4.87e-7,,0,0.0657
2023-03-15 17:44:00,0.784,0.00566,0.130,4.87e-7,,0,0.0658
2023-03-15 17:46:00,0.784,0.00566,0.130,4.87e-7,,0,0.0660
2023-03-15 17:48:00,0.784,0.00566,0.130,4.87e-7,,0,0.0661
2023-03-15 17:50:00,0.784,0.00566,0.130,4.87e-7,,0,0.0662
2023-03-15 17:52:00,0.784,0.00566,0.130,4.87e-7,,0,0.0664
2023-03-15 17:54:00,0.784,0.00566,0.130,4.87e-7,,0,0.0665
2023-03-15 17:56:00,0.784,0.00566,0.130,4.87e-7,,0,0.0667
2023-03-15 17:58:00,0.785,0.00566,0.130,4.87e-7,,0,0.0668
2023-03-15 18:00:00,0.785,0.00566,0.130,4.87e-7,,0,0.0669
2023-03-15 18:02:00,0.777,0.00566,0.130,4.87e-7,,0,0.0671
2023-03-15 18:04:00,0.777,0.00566,0.130,4.87e-7,,0,0.0672
2023-03-15 18:06:00,0.777,0.00566,0.130,4.87e-7,,0,0.0674
2023-03-15 18:08:00,0.777,0.00566,0.130,4.87e-7,,0,0.0675
2023-03-15 18:10:00,0.777,0.00566,0.130,4.87e-7,,0,0.0676
2023-03-15 18:12:00,0.777,0.00566,0.130,4.87e-7,,0,0.0678
2023-03-15 18:14:00,0.777,0.00566,0.130,4.87e-7,,0,0.0679
2023-03-15 18:16:00,0.777,0.00566,0.130,4.87e-7,,0,0.0681
2023-03-15 18:18:00,0.777,0.00566,0.130,4.87e-7,,0,0.0682
2023-03-15 18:20:00,0.777,0.00566,0.130,4.87e-7,,0,0.0683
2023-03-15 18:22:00,0.778,0.00566,0.130,4.87e-7,,0,0.0685
2023-03-15 18:24:00,0.778,0.00566,0.130,4.87e-7,,0,0.0686
2023-03-15 18:26:00,0.778,0.00566,0.130,4.87e-7,,0,0.0687
2023-03-15 18:28:00,0.778,0.00566,0.130,4.87e-7,,0,0.0689
2023-03-15 18:30:00,0.778,0.00566,0.130,4.87e-7,,0,0.0690
2023-03-15 18:32:00,0.778,0.00566,0.130,4.87e-7,,0,0.0692
2023-03-15 18:34:00,0.778,0.00566,0.130,4.87e-7,,0,0.0693
2023-03-15 18:36:00,0.778,0.00566,0.130,4.87e-7,,0,0.0632
2023-03-15 18:38:00,0.778,0.00566,0.130,4.87e-7,,0,0.0633
2023-03-15 18:40:00,0.778,0.00566,0.130,4.87e-7,,0,0.0635
2023-03-15 18:42:00,0.778,0.00566,0.130,4.87e-7,,0,0.0636
2023-03-15 18:44:00,0.778,0.00566,0.130,4.87e-7,,0,0.0638
2023-03-15 18:46:00,0.778,0.00566,0.130,4.87e-7,,0,0.0639
2023-03-15 18:48:00,0.778,0.00566,0.130,4.87e-7,,0,0.0640
2023-03-15 18:50:00,0.778,0.00566,0.130,4.87e-7,,0,0.0642
2023-03-15 18:52:00,0.778,0.00566,0.130,4.87e-7,,0,0.0643
2023-03-15 18:54:00,0.778,0.00566,0.130,4.87e-7,,0,0.0645
2023-03-15 18:56:00,0.778,0.00566,0.130,4.87e-7,,0,0.0646
2023-03-15 18:58:00,0.778,0.00566,0.130,4.87e-7,,0,0.0647
2023-03-15 19:00:00,0.779,0.00566,0.130,4.87e-7,,0,0.0649
2023-03-15 19:02:00,0.779,0.00566,0.130,4.87e-7,,0,0.0650
2023-03-15 19:04:00,0.779,0.00566,0.130,4.87e-7,,0,0.0652
2023-03-15 19:06:00,0.779,0.00566,0.130,4.87e-7,,0,0.0653
2023-03-15 19:08:00,0.780,0.00566,0.130,4.87e-7,,0,0.0654
2023-03-15 19:10:00,0.780,0.00566,0.130,4.87e-7,,0,0.0656
2023-03-15 19:12:00,0.780,0.00566,0.130,4.87e-7,,0,0.0657
2023-03-15 19:14:00,0.780,0.00566,0.130,4.87e-7,,0,0.0658
2023-03-15 19:16:00,0.780,0.00566,0.130,4.87e-7,,0,0.0660
2023-03-15 19:18:00,0.780,0.00566,0.130,4.87e-7,,0,0.0661
2023-03-15 19:20:00,0.780,0.00566,0.130,4.87e-7,,0,0.0663
2023-03-15 19:22:00,0.780,0.00566,0.130,4.87e-7,,0,0.0664
2023-03-15 19:24:00,0.780,0.00566,0.130,4.87e-7,,0,0.0665
2023-03-15 19:26:00,0.780,0.00566,0.130,4.87e-7,,0,0.0667
2023-03-15 19:28:00,0.780,0.00566,0.130,4.87e-7,,0,0.0668
2023-03-15 19:30:00,0.780,0.00566,0.130,4.87e-7,,0,0.0670
2023-03-15 19:32:00,0.780,0.00566,0.130,4.87e-7,,0,0.0671
2023-03-15 19:34:00,0.780,0.00566,0.130,4.87e-7,,0,0.0672
2023-03-15 19:36:00,0.780,0.00566,0.130,4.87e-7,,0,0.0674
2023-03-15 19:38:00,0.781,0.00566,0.130,4.87e-7,,0,0.0675
2023-03-15 19:40:00,0.781,0.00566,0.130,4.87e-7,,0,0.0677
2023-03-15 19:42:00,0.781,0.00566,0.130,4.87e-7,,0,0.0678
2023-03-15 19:44:00,0.781,0.00566,0.130,4.87e-7,,0,0.0679
2023-03-15 19:46:00,0.781,0.00566,0.130,4.87e-7,,0,0.0681
2023-03-15 19:48:00,0.781,0.00566,0.130,4.87e-7,,0,0.0682
2023-03-15 19:50:00,0.781,0.00566,0.130,4.87e-7,,0,0.0683
2023-03-15 19:52:00,0.781,0.00566,0.130,4.87e-7,,0,0.0685
2023-03-15 19:54:00,0.781,0.00566,0.130,4.87e-7,,0,0.0686
2023-03-15 19:56:00,0.781,0.00566,0.130,4.87e-7,,0,0.0688
2023-03-15 19:58:00,0.781,0.00566,0.130,4.87e-7,,0,0.0689
2023-03-15 20:00:00,0.781,0.00566,0.130,4.87e-7,,0,0.0690
2023-03-15 20:02:00,0.782,0.00566,0.130,4.87e-7,,0,0.0692
2023-03-15 20:04:00,0.782,0.00566,0.130,4.87e-7,,0,0.0631
2023-03-15 20:06:00,0.782,0.00566,0.130,4.87e-7,,0,0.0632
2023-03-15 20:08:00,0.782,0.00566,0.130,4.87e-7,,0,0.0634
2023-03-15 20:10:00,0.782,0.00566,0.130,4.87e-7,,0,0.0635
2023-03-15 20:12:00,0.782,0.00566,0.130,4.87e-7,,0,0.0637
2023-03-15 20:14:00,0.782,0.00566,0.130,4.87e-7,,0,0.0638
2023-03-15 20:16:00,0.782,0.00566,0.130,4.87e-7,,0,0.0639
2023-03-15 20:18:00,0.782,0.00566,0.130,4.87e-7,,0,0.0641
2023-03-15 20:20:00,0.782,0.00566,0.130,4.87e-7,,0,0.0642
2023-03-15 20:22:00,0.782,0.00566,0.130,4.87e-7,,0,0.0643
2023-03-15 20:24:00,0.783,0.00566,0.130,4.87e-7,,0,0.0645
2023-03-15 20:26:00,0.783,0.00566,0.130,4.87e-7,,0,0.0646
2023-03-15 20:28:00,0.783,0.00566,0.130,4.87e-7,,0,0.0648
2023-03-15 20:30:00,0.783,0.00566,0.130,4.87e-7,,0,0.0649
2023-03-15 20:32:00,0.783,0.00566,0.130,4.87e-7,,0,0.0650
2023-03-15 20:34:00,0.783,0.00566,0.130,4.87e-7,,0,0.0652
2023-03-15 20:36:00,0.783,0.00566,0.130,4.87e-7,,0,0.0653
2023-03-15 20:38:00,0.783,0.00566,0.130,4.87e-7,,0,0.0655
2023-03-15 20:40:00,0.783,0.00566,0.130,4.87e-7,,0,0.0656
2023-03-15 20:42:00,0.783,0.00566,0.130,4.87e-7,,0,0.0657
2023-03-15 20:44:00,0.783,0.00566,0.130,4.87e-7,,0,0.0659
2023-03-15 20:46:00,0.783,0.00566,0.130,4.87e-7,,0,0.0660
2023-03-15 20:48:00,0.783,0.00566,0.130,4.87e-7,,0,0.0662
2023-03-15 20:50:00,0.783,0.00566,0.130,4.87e-7,,0,0.0663
2023-03-15 20:52:00,0.783,0.00566,0.130,4.87e-7,,0,0.0664
2023-03-15 20:54:00,0.784,0.00566,0.130,4.87e-7,,0,0.0666
2023-03-15 20:56:00,0.784,0.00566,0.130,4.87e-7,,0,0.0667
2023-03-15 20:58:00,0.784,0.00566,0.130,4.87e-7,,0,0.0669
2023-03-15 21:00:00,0.784,0.00566,0.130,4.87e-7,,0,0.0670
2023-03-15 21:02:00,0.785,0.00566,0.130,4.87e-7,,0,0.0671
2023-03-15 21:04:00,0.785,0.00566,0.130,4.87e-7,,0,0.0673
2023-03-15 21:06:00,0.785,0.00566,0.130,4.87e-7,,0,0.0674
2023-03-15 21:08:00,0.785,0.00566,0.130,4.87e-7,,0,0.0675
2023-03-15 21:10:00,0.785,0.00566,0.130,4.87e-7,,0,0.0677
2023-03-15 21:12:00,0.785,0.00566,0.130,4.87e-7,,0,0.0678
2023-03-15 21:14:00,0.785,0.00566,0.130,4.87e-7,,0,0.0680
