"Time","/dev/mapper/ubuntu--vg-ubuntu--lv","/dev/vda1","/dev/vda2","/dev/vdb1","none","shm","tmpfs"
2023-03-15 21:16:00,0.785,0.00566,0.130,4.87e-7,,0,0.0681
2023-03-15 21:18:00,0.785,0.00566,0.130,4.87e-7,,0,0.0682
2023-03-15 21:20:00,0.785,0.00566,0.130,4.87e-7,,0,0.0684
2023-03-15 21:22:00,0.785,0.00566,0.130,4.87e-7,,0,0.0685
2023-03-15 21:24:00,0.785,0.00566,0.130,4.87e-7,,0,0.0687
2023-03-15 21:26:00,0.785,0.00566,0.130,4.87e-7,,0,0.0688
2023-03-15 21:28:00,0.785,0.00566,0.130,4.87e-7,,0,0.0689
2023-03-15 21:30:00,0.785,0.00566,0.130,4.87e-7,,0,0.0691
2023-03-15 21:32:00,0.785,0.00566,0.130,4.87e-7,,0,0.0692
2023-03-15 21:34:00,0.785,0.00566,0.130,4.87e-7,,0,0.0631
2023-03-15 21:36:00,0.785,0.00566,0.130,4.87e-7,,0,0.0633
2023-03-15 21:38:00,0.785,0.00566,0.130,4.87e-7,,0,0.0634
2023-03-15 21:40:00,0.786,0.00566,0.130,4.87e-7,,0,0.0635
2023-03-15 21:42:00,0.786,0.00566,0.130,4.87e-7,,0,0.0637
2023-03-15 21:44:00,0.786,0.00566,0.130,4.87e-7,,0,0.0638
2023-03-15 21:46:00,0.786,0.00566,0.130,4.87e-7,,0,0.0640
2023-03-15 21:48:00,0.786,0.00566,0.130,4.87e-7,,0,0.0641
2023-03-15 21:50:00,0.786,0.00566,0.130,4.87e-7,,0,0.0642
2023-03-15 21:52:00,0.786,0.00566,0.130,4.87e-7,,0,0.0644
2023-03-15 21:54:00,0.786,0.00566,0.130,4.87e-7,,0,0.0645
2023-03-15 21:56:00,0.786,0.00566,0.130,4.87e-7,,0,0.0646
2023-03-15 21:58:00,0.786,0.00566,0.130,4.87e-7,,0,0.0648
2023-03-15 22:00:00,0.786,0.00566,0.130,4.87e-7,,0,0.0649
2023-03-15 22:02:00,0.780,0.00566,0.130,4.87e-7,,0,0.0651
2023-03-15 22:04:00,0.780,0.00566,0.130,4.87e-7,,0,0.0652
2023-03-15 22:06:00,0.780,0.00566,0.130,4.87e-7,,0,0.0653
2023-03-15 22:08:00,0.780,0.00566,0.130,4.87e-7,,0,0.0655
2023-03-15 22:10:00,0.780,0.00566,0.130,4.87e-7,,0,0.0656
2023-03-15 22:12:00,0.780,0.00566,0.130,4.87e-7,,0,0.0658
2023-03-15 22:14:00,0.780,0.00566,0.130,4.87e-7,,0,0.0659
2023-03-15 22:16:00,0.780,0.00566,0.130,4.87e-7,,0,0.0660
2023-03-15 22:18:00,0.780,0.00566,0.130,4.87e-7,,0,0.0662
2023-03-15 22:20:00,0.780,0.00566,0.130,4.87e-7,,0,0.0663
2023-03-15 22:22:00,0.780,0.00566,0.130,4.87e-7,,0,0.0665
2023-03-15 22:24:00,0.780,0.00566,0.130,4.87e-7,,0,0.0666
2023-03-15 22:26:00,0.780,0.00566,0.130,4.87e-7,,0,0.0667
2023-03-15 22:28:00,0.780,0.00566,0.130,4.87e-7,,0,0.0669
2023-03-15 22:30:00,0.781,0.00566,0.130,4.87e-7,,0,0.0670
2023-03-15 22:32:00,0.781,0.00566,0.130,4.87e-7,,0,0.0672
2023-03-15 22:34:00,0.781,0.00566,0.130,4.87e-7,,0,0.0673
2023-03-15 22:36:00,0.781,0.00566,0.130,4.87e-7,,0,0.0674
2023-03-15 22:38:00,0.781,0.00566,0.130,4.87e-7,,0,0.0676
2023-03-15 22:40:00,0.781,0.00566,0.130,4.87e-7,,0,0.0677
2023-03-15 22:42:00,0.781,0.00566,0.130,4.87e-7,,0,0.0678
2023-03-15 22:44:00,0.781,0.00566,0.130,4.87e-7,,0,0.0680
2023-03-15 22:46:00,0.781,0.00566,0.130,4.87e-7,,0,0.0681
2023-03-15 22:48:00,0.781,0.00566,0.130,4.87e-7,,0,0.0683
2023-03-15 22:50:00,0.781,0.00566,0.130,4.87e-7,,0,0.0684
2023-03-15 22:52:00,0.781,0.00566,0.130,4.87e-7,,0,0.0685
2023-03-15 22:54:00,0.781,0.00566,0.130,4.87e-7,,0,0.0687
2023-03-15 22:56:00,0.781,0.00566,0.130,4.87e-7,,0,0.0688
2023-03-15 22:58:00,0.781,0.00566,0.130,4.87e-7,,0,0.0690
2023-03-15 23:00:00,0.781,0.00566,0.130,4.87e-7,,0,0.0691
2023-03-15 23:02:00,0.782,0.00566,0.130,4.87e-7,,0,0.0692
2023-03-15 23:04:00,0.782,0.00566,0.130,4.87e-7,,0,0.0631
2023-03-15 23:06:00,0.782,0.00566,0.130,4.87e-7,,0,0.0633
2023-03-15 23:08:00,0.782,0.00566,0.130,4.87e-7,,0,0.0634
2023-03-15 23:10:00,0.782,0.00566,0.130,4.87e-7,,0,0.0635
2023-03-15 23:12:00,0.782,0.00566,0.130,4.87e-7,,0,0.0637
2023-03-15 23:14:00,0.782,0.00566,0.130,4.87e-7,,0,0.0638
2023-03-15 23:16:00,0.782,0.00566,0.130,4.87e-7,,0,0.0640
2023-03-15 23:18:00,0.783,0.00566,0.130,4.87e-7,,0,0.0641
2023-03-15 23:20:00,0.783,0.00566,0.130,4.87e-7,,0,0.0642
2023-03-15 23:22:00,0.783,0.00566,0.130,4.87e-7,,0,0.0644
2023-03-15 23:24:00,0.783,0.00566,0.130,4.87e-7,,0,0.0645
2023-03-15 23:26:00,0.783,0.00566,0.130,4.87e-7,,0,0.0647
2023-03-15 23:28:00,0.783,0.00566,0.130,4.87e-7,,0,0.0648
2023-03-15 23:30:00,0.783,0.00566,0.130,4.87e-7,,0,0.0649
2023-03-15 23:32:00,0.783,0.00566,0.130,4.87e-7,,0,0.0651
2023-03-15 23:34:00,0.783,0.00566,0.130,4.87e-7,,0,0.0652
2023-03-15 23:36:00,0.783,0.00566,0.130,4.87e-7,,0,0.0654
2023-03-15 23:38:00,0.783,0.00566,0.130,4.87e-7,,0,0.0655
2023-03-15 23:40:00,0.783,0.00566,0.130,4.87e-7,,0,0.0656
2023-03-15 23:42:00,0.783,0.00566,0.130,4.87e-7,,0,0.0658
2023-03-15 23:44:00,0.783,0.00566,0.130,4.87e-7,,0,0.0659
2023-03-15 23:46:00,0.783,0.00566,0.130,4.87e-7,,0,0.0661
2023-03-15 23:48:00,0.784,0.00566,0.130,4.87e-7,,0,0.0662
2023-03-15 23:50:00,0.784,0.00566,0.130,4.87e-7,,0,0.0663
2023-03-15 23:52:00,0.784,0.00566,0.130,4.87e-7,,0,0.0665
2023-03-15 23:54:00,0.784,0.00566,0.130,4.87e-7,,0,0.0666
2023-03-15 23:56:00,0.784,0.00566,0.130,4.87e-7,,0,0.0668
2023-03-15 23:58:00,0.784,0.00566,0.130,4.87e-7,,0,0.0669
2023-03-16 00:00:00,0.784,0.00566,0.130,4.87e-7,,0,0.0670
2023-03-16 00:02:00,0.782,0.00566,0.130,4.87e-7,,0,0.0672
2023-03-16 00:04:00,0.782,0.00566,0.130,4.87e-7,,0,0.0673
2023-03-16 00:06:00,0.782,0.00566,0.130,4.87e-7,,0,0.0675
2023-03-16 00:08:00,0.782,0.00566,0.130,4.87e-7,,0,0.0676
2023-03-16 00:10:00,0.782,0.00566,0.130,4.87e-7,,0,0.0677
2023-03-16 00:12:00,0.782,0.00566,0.130,4.87e-7,,0,0.0679
2023-03-16 00:14:00,0.782,0.00566,0.130,4.87e-7,,0,0.0680
2023-03-16 00:16:00,0.782,0.00566,0.130,4.87e-7,,0,0.0682
2023-03-16 00:18:00,0.782,0.00566,0.130,4.87e-7,,0,0.0683
2023-03-16 00:20:00,0.782,0.00566,0.130,4.87e-7,,0,0.0684
2023-03-16 00:22:00,0.783,0.00566,0.130,4.87e-7,,0,0.0686
2023-03-16 00:24:00,0.783,0.00566,0.130,4.87e-7,,0,0.0687
2023-03-16 00:26:00,0.783,0.00566,0.130,4.87e-7,,0,0.0688
2023-03-16 00:28:00,0.783,0.00566,0.130,4.87e-7,,0,0.0690
2023-03-16 00:30:00,0.782,0.00566,0.130,4.87e-7,,0,0.0691
2023-03-16 00:32:00,0.783,0.00566,0.130,4.87e-7,,0,0.0693
2023-03-16 00:34:00,0.783,0.00566,0.130,4.87e-7,,0,0.0632
2023-03-16 00:36:00,0.783,0.00566,0.130,4.87e-7,,0,0.0633
2023-03-16 00:38:00,0.783,0.00566,0.130,4.87e-7,,0,0.0634
2023-03-16 00:40:00,0.783,0.00566,0.130,4.87e-7,,0,0.0636
2023-03-16 00:42:00,0.783,0.00566,0.130,4.87e-7,,0,0.0637
2023-03-16 00:44:00,0.783,0.00566,0.130,4.87e-7,,0,0.0639
2023-03-16 00:46:00,0.783,0.00566,0.130,4.87e-7,,0,0.0640
2023-03-16 00:48:00,0.783,0.00566,0.130,4.87e-7,,0,0.0641
2023-03-16 00:50:00,0.783,0.00566,0.130,4.87e-7,,0,0.0643
2023-03-16 00:52:00,0.783,0.00566,0.130,4.87e-7,,0,0.0644
2023-03-16 00:54:00,0.783,0.00566,0.130,4.87e-7,,0,0.0646
2023-03-16 00:56:00,0.783,0.00566,0.130,4.87e-7,,0,0.0647
2023-03-16 00:58:00,0.783,0.00566,0.130,4.87e-7,,0,0.0648
2023-03-16 01:00:00,0.783,0.00566,0.130,4.87e-7,,0,0.0650
2023-03-16 01:02:00,0.784,0.00566,0.130,4.87e-7,,0,0.0651
2023-03-16 01:04:00,0.784,0.00566,0.130,4.87e-7,,0,0.0652
2023-03-16 01:06:00,0.784,0.00566,0.130,4.87e-7,,0,0.0654
2023-03-16 01:08:00,0.785,0.00566,0.130,4.87e-7,,0,0.0655
2023-03-16 01:10:00,0.785,0.00566,0.130,4.87e-7,,0,0.0657
2023-03-16 01:12:00,0.785,0.00566,0.130,4.87e-7,,0,0.0658
2023-03-16 01:14:00,0.785,0.00566,0.130,4.87e-7,,0,0.0659
2023-03-16 01:16:00,0.785,0.00566,0.130,4.87e-7,,0,0.0661
2023-03-16 01:18:00,0.785,0.00566,0.130,4.87e-7,,0,0.0662
2023-03-16 01:20:00,0.785,0.00566,0.130,4.87e-7,,0,0.0664
2023-03-16 01:22:00,0.785,0.00566,0.130,4.87e-7,,0,0.0665
2023-03-16 01:24:00,0.785,0.00566,0.130,4.87e-7,,0,0.0666
2023-03-16 01:26:00,0.785,0.00566,0.130,4.87e-7,,0,0.0668
2023-03-16 01:28:00,0.785,0.00566,0.130,4.87e-7,,0,0.0669
2023-03-16 01:30:00,0.785,0.00566,0.130,4.87e-7,,0,0.0671
2023-03-16 01:32:00,0.785,0.00566,0.130,4.87e-7,,0,0.0672
2023-03-16 01:34:00,0.785,0.00566,0.130,4.87e-7,,0,0.0673
2023-03-16 01:36:00,0.785,0.00566,0.130,4.87e-7,,0,0.0675
2023-03-16 01:38:00,0.786,0.00566,0.130,4.87e-7,,0,0.0676
2023-03-16 01:40:00,0.786,0.00566,0.130,4.87e-7,,0,0.0678
2023-03-16 01:42:00,0.786,0.00566,0.130,4.87e-7,,0,0.0679
2023-03-16 01:44:00,0.786,0.00566,0.130,4.87e-7,,0,0.0680
2023-03-16 01:46:00,0.786,0.00566,0.130,4.87e-7,,0,0.0682
2023-03-16 01:48:00,0.786,0.00566,0.130,4.87e-7,,0,0.0683
2023-03-16 01:50:00,0.786,0.00566,0.130,4.87e-7,,0,0.0684
2023-03-16 01:52:00,0.786,0.00566,0.130,4.87e-7,,0,0.0686
2023-03-16 01:54:00,0.786,0.00566,0.130,4.87e-7,,0,0.0687
2023-03-16 01:56:00,0.786,0.00566,0.130,4.87e-7,,0,0.0689
2023-03-16 01:58:00,0.786,0.00566,0.130,4.87e-7,,0,0.0690
2023-03-16 02:00:00,0.786,0.00566,0.130,4.87e-7,,0,0.0691
2023-03-16 02:02:00,0.780,0.00566,0.130,4.87e-7,,0,0.0693
2023-03-16 02:04:00,0.780,0.00566,0.130,4.87e-7,,0,0.0632
2023-03-16 02:06:00,0.780,0.00566,0.130,4.87e-7,,0,0.0633
2023-03-16 02:08:00,0.780,0.00566,0.130,4.87e-7,,0,0.0635
2023-03-16 02:10:00,0.780,0.00566,0.130,4.87e-7,,0,0.0636
2023-03-16 02:12:00,0.780,0.00566,0.130,4.87e-7,,0,0.0638
2023-03-16 02:14:00,0.780,0.00566,0.130,4.87e-7,,0,0.0639
2023-03-16 02:16:00,0.780,0.00566,0.130,4.87e-7,,0,0.0640
2023-03-16 02:18:00,0.780,0.00566,0.130,4.87e-7,,0,0.0642
2023-03-16 02:20:00,0.780,0.00566,0.130,4.87e-7,,0,0.0643
2023-03-16 02:22:00,0.780,0.00566,0.130,4.87e-7,,0,0.0645
2023-03-16 02:24:00,0.781,0.00566,0.130,4.87e-7,,0,0.0646
2023-03-16 02:26:00,0.781,0.00566,0.130,4.87e-7,,0,0.0647
2023-03-16 02:28:00,0.781,0.00566,0.130,4.87e-7,,0,0.0649
2023-03-16 02:30:00,0.781,0.00566,0.130,4.87e-7,,0,0.0650
2023-03-16 02:32:00,0.781,0.00566,0.130,4.87e-7,,0,0.0652
2023-03-16 02:34:00,0.781,0.00566,0.130,4.87e-7,,0,0.0653
2023-03-16 02:36:00,0.781,0.00566,0.130,4.87e-7,,0,0.0654
2023-03-16 02:38:00,0.781,0.00566,0.130,4.87e-7,,0,0.0656
2023-03-16 02:40:00,0.781,0.00566,0.130,4.87e-7,,0,0.0657
2023-03-16 02:42:00,0.781,0.00566,0.130,4.87e-7,,0,0.0658
2023-03-16 02:44:00,0.781,0.00566,0.130,4.87e-7,,0,0.0660
2023-03-16 02:46:00,0.781,0.00566,0.130,4.87e-7,,0,0.0661
2023-03-16 02:48:00,0.781,0.00566,0.130,4.87e-7,,0,0.0663
2023-03-16 02:50:00,0.781,0.00566,0.130,4.87e-7,,0,0.0664
2023-03-16 02:52:00,0.781,0.00566,0.130,4.87e-7,,0,0.0665
2023-03-16 02:54:00,0.782,0.00566,0.130,4.87e-7,,0,0.0667
2023-03-16 02:56:00,0.782,0.00566,0.130,4.87e-7,,0,0.0668
2023-03-16 02:58:00,0.782,0.00566,0.130,4.87e-7,,0,0.0670
2023-03-16 03:00:00,0.782,0.00566,0.130,4.87e-7,,0,0.0671
2023-03-16 03:02:00,0.783,0.00566,0.130,4.87e-7,,0,0.0672
2023-03-16 03:04:00,0.783,0.00566,0.130,4.87e-7,,0,0.0674
2023-03-16 03:06:00,0.783,0.00566,0.130,4.87e-7,,0,0.0675
2023-03-16 03:08:00,0.783,0.00566,0.130,4.87e-7,,0,0.0677
2023-03-16 03:10:00,0.783,0.00566,0.130,4.87e-7,,0,0.0678
2023-03-16 03:12:00,0.783,0.00566,0.130,4.87e-7,,0,0.0679
2023-03-16 03:14:00,0.783,0.00566,0.130,4.87e-7,,0,0.0681
2023-03-16 03:16:00,0.783,0.00566,0.130,4.87e-7,,0,0.0682
2023-03-16 03:18:00,0.783,0.00566,0.130,4.87e-7,,0,0.0684
2023-03-16 03:20:00,0.783,0.00566,0.130,4.87e-7,,0,0.0685
2023-03-16 03:22:00,0.783,0.00566,0.130,4.87e-7,,0,0.0686
2023-03-16 03:24:00,0.783,0.00566,0.130,4.87e-7,,0,0.0688
2023-03-16 03:26:00,0.783,0.00566,0.130,4.87e-7,,0,0.0689
2023-03-16 03:28:00,0.783,0.00566,0.130,4.87e-7,,0,0.0690
2023-03-16 03:30:00,0.783,0.00566,0.130,4.87e-7,,0,0.0692
2023-03-16 03:32:00,0.783,0.00566,0.130,4.87e-7,,0,0.0631
2023-03-16 03:34:00,0.783,0.00566,0.130,4.87e-7,,0,0.0632
2023-03-16 03:36:00,0.783,0.00566,0.130,4.87e-7,,0,0.0634
2023-03-16 03:38:00,0.783,0.00566,0.130,4.87e-7,,0,0.0635
2023-03-16 03:40:00,0.784,0.00566,0.130,4.87e-7,,0,0.0636
2023-03-16 03:42:00,0.784,0.00566,0.130,4.87e-7,,0,0.0638
2023-03-16 03:44:00,0.784,0.00566,0.130,4.87e-7,,0,0.0639
2023-03-16 03:46:00,0.784,0.00566,0.130,4.87e-7,,0,0.0641
2023-03-16 03:48:00,0.784,0.00566,0.130,4.87e-7,,0,0.0642
2023-03-16 03:50:00,0.784,0.00566,0.130,4.87e-7,,0,0.0643
2023-03-16 03:52:00,0.784,0.00566,0.130,4.87e-7,,0,0.0645
2023-03-16 03:54:00,0.784,0.00566,0.130,4.87e-7,,0,0.0646
2023-03-16 03:56:00,0.784,0.00566,0.130,4.87e-7,,0,0.0648
2023-03-16 03:58:00,0.784,0.00566,0.130,4.87e-7,,0,0.0649
2023-03-16 04:00:00,0.784,0.00566,0.130,4.87e-7,,0,0.0650
2023-03-16 04:02:00,0.785,0.00566,0.130,4.87e-7,,0,0.0652
2023-03-16 04:04:00,0.785,0.00566,0.130,4.87e-7,,0,0.0653
2023-03-16 04:06:00,0.785,0.00566,0.130,4.87e-7,,0,0.0655
2023-03-16 04:08:00,0.785,0.00566,0.130,4.87e-7,,0,0.0656
2023-03-16 04:10:00,0.785,0.00566,0.130,4.87e-7,,0,0.0657
2023-03-16 04:12:00,0.785,0.00566,0.130,4.87e-7,,0,0.0659
2023-03-16 04:14:00,0.785,0.00566,0.130,4.87e-7,,0,0.0660
2023-03-16 04:16:00,0.785,0.00566,0.130,4.87e-7,,0,0.0662
2023-03-16 04:18:00,0.786,0.00566,0.130,4.87e-7,,0,0.0663
2023-03-16 04:20:00,0.786,0.00566,0.130,4.87e-7,,0,0.0664
2023-03-16 04:22:00,0.786,0.00566,0.130,4.87e-7,,0,0.0666
2023-03-16 04:24:00,0.786,0.00566,0.130,4.87e-7,,0,0.0667
2023-03-16 04:26:00,0.786,0.00566,0.130,4.87e-7,,0,0.0668
2023-03-16 04:28:00,0.786,0.00566,0.130,4.87e-7,,0,0.0670
2023-03-16 04:30:00,0.786,0.00566,0.130,4.87e-7,,0,0.0671
2023-03-16 04:32:00,0.786,0.00566,0.130,4.87e-7,,0,0.0673
2023-03-16 04:34:00,0.786,0.00566,0.130,4.87e-7,,0,0.0674
2023-03-16 04:36:00,0.786,0.00566,0.130,4.87e-7,,0,0.0675
2023-03-16 04:38:00,0.786,0.00566,0.130,4.87e-7,,0,0.0677
2023-03-16 04:40:00,0.786,0.00566,0.130,4.87e-7,,0,0.0678
2023-03-16 04:42:00,0.786,0.00566,0.130,4.87e-7,,0,0.0680
2023-03-16 04:44:00,0.786,0.00566,0.130,4.87e-7,,0,0.0681
2023-03-16 04:46:00,0.786,0.00566,0.130,4.87e-7,,0,0.0682
2023-03-16 04:48:00,0.787,0.00566,0.130,4.87e-7,,0,0.0684
2023-03-16 04:50:00,0.787,0.00566,0.130,4.87e-7,,0,0.0685
2023-03-16 04:52:00,0.787,0.00566,0.130,4.87e-7,,0,0.0687
2023-03-16 04:54:00,0.786,0.00566,0.130,4.87e-7,,0,0.0688
2023-03-16 04:56:00,0.786,0.00566,0.130,4.87e-7,,0,0.0689
2023-03-16 04:58:00,0.787,0.00566,0.130,4.87e-7,,0,0.0691
2023-03-16 05:00:00,0.787,0.00566,0.130,4.87e-7,,0,0.0692
2023-03-16 05:02:00,0.787,0.00566,0.130,4.87e-7,,0,0.0631
2023-03-16 05:04:00,0.788,0.00566,0.130,4.87e-7,,0,0.0632
2023-03-16 05:06:00,0.788,0.00566,0.130,4.87e-7,,0,0.0634
2023-03-16 05:08:00,0.788,0.00566,0.130,4.87e-7,,0,0.0635
2023-03-16 05:10:00,0.788,0.00566,0.130,4.87e-7,,0,0.0637
2023-03-16 05:12:00,0.788,0.00566,0.130,4.87e-7,,0,0.0638
2023-03-16 05:14:00,0.788,0.00566,0.130,4.87e-7,,0,0.0639
2023-03-16 05:16:00,0.788,0.00566,0.130,4.87e-7,,0,0.0641
2023-03-16 05:18:00,0.788,0.00566,0.130,4.87e-7,,0,0.0642
2023-03-16 05:20:00,0.788,0.00566,0.130,4.87e-7,,0,0.0644
2023-03-16 05:22:00,0.788,0.00566,0.130,4.87e-7,,0,0.0645
2023-03-16 05:24:00,0.788,0.00566,0.130,4.87e-7,,0,0.0646
2023-03-16 05:26:00,0.788,0.00566,0.130,4.87e-7,,0,0.0648
2023-03-16 05:28:00,0.788,0.00566,0.130,4.87e-7,,0,0.0649
2023-03-16 05:30:00,0.788,0.00566,0.130,4.87e-7,,0,0.0651
2023-03-16 05:32:00,0.702,0.00566,0.130,4.87e-7,,0,0.0652
2023-03-16 05:34:00,0.703,0.00566,0.130,4.87e-7,,0,0.0653
2023-03-16 05:36:00,0.703,0.00566,0.130,4.87e-7,,0,0.0655
2023-03-16 05:38:00,0.703,0.00566,0.130,4.87e-7,,0,0.0656
2023-03-16 05:40:00,0.703,0.00566,0.130,4.87e-7,,0,0.0657
2023-03-16 05:42:00,0.703,0.00566,0.130,4.87e-7,,0,0.0659
2023-03-16 05:44:00,0.703,0.00566,0.130,4.87e-7,,0,0.0660
2023-03-16 05:46:00,0.703,0.00566,0.130,4.87e-7,,0,0.0662
2023-03-16 05:48:00,0.703,0.00566,0.130,4.87e-7,,0,0.0663
2023-03-16 05:50:00,0.703,0.00566,0.130,4.87e-7,,0,0.0664
2023-03-16 05:52:00,0.703,0.00566,0.130,4.87e-7,,0,0.0666
2023-03-16 05:54:00,0.703,0.00566,0.130,4.87e-7,,0,0.0667
2023-03-16 05:56:00,0.703,0.00566,0.130,4.87e-7,,0,0.0669
2023-03-16 05:58:00,0.703,0.00566,0.130,4.87e-7,,0,0.0670
2023-03-16 06:00:00,0.703,0.00566,0.130,4.87e-7,,0,0.0671
2023-03-16 06:02:00,0.696,0.00566,0.130,4.87e-7,,0,0.0673
2023-03-16 06:04:00,0.696,0.00566,0.130,4.87e-7,,0,0.0674
2023-03-16 06:06:00,0.696,0.00566,0.130,4.87e-7,,0,0.0676
2023-03-16 06:08:00,0.696,0.00566,0.130,4.87e-7,,0,0.0677
2023-03-16 06:10:00,0.696,0.00566,0.130,4.87e-7,,0,0.0678
2023-03-16 06:12:00,0.696,0.00566,0.130,4.87e-7,,0,0.0680
2023-03-16 06:14:00,0.696,0.00566,0.130,4.87e-7,,0,0.0681
2023-03-16 06:16:00,0.696,0.00566,0.130,4.87e-7,,0,0.0683
2023-03-16 06:18:00,0.696,0.00566,0.130,4.87e-7,,0,0.0684
2023-03-16 06:20:00,0.696,0.00566,0.130,4.87e-7,,0,0.0685
2023-03-16 06:22:00,0.696,0.00566,0.130,4.87e-7,,0,0.0687
2023-03-16 06:24:00,0.696,0.00566,0.130,4.87e-7,,0,0.0688
2023-03-16 06:26:00,0.696,0.00566,0.130,4.87e-7,,0,0.0690
2023-03-16 06:28:00,0.696,0.00566,0.130,4.87e-7,,0,0.0691
2023-03-16 06:30:00,0.696,0.00566,0.130,4.87e-7,,0,0.0692
2023-03-16 06:32:00,0.696,0.00566,0.130,4.87e-7,,0,0.0631
2023-03-16 06:34:00,0.696,0.00566,0.130,4.87e-7,,0,0.0633
2023-03-16 06:36:00,0.697,0.00566,0.130,4.87e-7,,0,0.0634
2023-03-16 06:38:00,0.697,0.00566,0.130,4.87e-7,,0,0.0636
2023-03-16 06:40:00,0.697,0.00566,0.130,4.87e-7,,0,0.0637
2023-03-16 06:42:00,0.697,0.00566,0.130,4.87e-7,,0,0.0638
2023-03-16 06:44:00,0.697,0.00566,0.130,4.87e-7,,0,0.0640
2023-03-16 06:46:00,0.697,0.00566,0.130,4.87e-7,,0,0.0641
2023-03-16 06:48:00,0.697,0.00566,0.130,4.87e-7,,0,0.0643
2023-03-16 06:50:00,0.697,0.00566,0.130,4.87e-7,,0,0.0644
2023-03-16 06:52:00,0.697,0.00566,0.130,4.87e-7,,0,0.0645
2023-03-16 06:54:00,0.697,0.00566,0.130,4.87e-7,,0,0.0647
2023-03-16 06:56:00,0.697,0.00566,0.130,4.87e-7,,0,0.0648
2023-03-16 06:58:00,0.697,0.00566,0.130,4.87e-7,,0,0.0650
2023-03-16 07:00:00,0.697,0.00566,0.130,4.87e-7,,0,0.0651
2023-03-16 07:02:00,0.698,0.00566,0.130,4.87e-7,,0,0.0652
2023-03-16 07:04:00,0.698,0.00566,0.130,4.87e-7,,0,0.0654
2023-03-16 07:06:00,0.698,0.00566,0.130,4.87e-7,,0,0.0655
2023-03-16 07:08:00,0.698,0.00566,0.130,4.87e-7,,0,0.0656
2023-03-16 07:10:00,0.698,0.00566,0.130,4.87e-7,,0,0.0658
2023-03-16 07:12:00,0.699,0.00566,0.130,4.87e-7,,0,0.0659
2023-03-16 07:14:00,0.699,0.00566,0.130,4.87e-7,,0,0.0661
2023-03-16 07:16:00,0.699,0.00566,0.130,4.87e-7,,0,0.0662
2023-03-16 07:18:00,0.699,0.00566,0.130,4.87e-7,,0,0.0663
2023-03-16 07:20:00,0.699,0.00566,0.130,4.87e-7,,0,0.0665
2023-03-16 07:22:00,0.699,0.00566,0.130,4.87e-7,,0,0.0666
2023-03-16 07:24:00,0.699,0.00566,0.130,4.87e-7,,0,0.0668
2023-03-16 07:26:00,0.699,0.00566,0.130,4.87e-7,,0,0.0669
2023-03-16 07:28:00,0.699,0.00566,0.130,4.87e-7,,0,0.0670
2023-03-16 07:30:00,0.699,0.00566,0.130,4.87e-7,,0,0.0672
2023-03-16 07:32:00,0.699,0.00566,0.130,4.87e-7,,0,0.0673
2023-03-16 07:34:00,0.699,0.00566,0.130,4.87e-7,,0,0.0675
2023-03-16 07:36:00,0.699,0.00566,0.130,4.87e-7,,0,0.0676
2023-03-16 07:38:00,0.699,0.00566,0.130,4.87e-7,,0,0.0677
2023-03-16 07:40:00,0.699,0.00566,0.130,4.87e-7,,0,0.0679
2023-03-16 07:42:00,0.700,0.00566,0.130,4.87e-7,,0,0.0680
2023-03-16 07:44:00,0.700,0.00566,0.130,4.87e-7,,0,0.0682
2023-03-16 07:46:00,0.700,0.00566,0.130,4.87e-7,,0,0.0683
2023-03-16 07:48:00,0.700,0.00566,0.130,4.87e-7,,0,0.0684
2023-03-16 07:50:00,0.699,0.00566,0.130,4.87e-7,,0,0.0686
2023-03-16 07:52:00,0.700,0.00566,0.130,4.87e-7,,0,0.0687
2023-03-16 07:54:00,0.700,0.00566,0.130,4.87e-7,,0,0.0688
2023-03-16 07:56:00,0.700,0.00566,0.130,4.87e-7,,0,0.0690
2023-03-16 07:58:00,0.700,0.00566,0.130,4.87e-7,,0,0.0691
2023-03-16 08:00:00,0.700,0.00566,0.130,4.87e-7,,0,0.0693
2023-03-16 08:02:00,0.701,0.00566,0.130,4.87e-7,,0,0.0632
2023-03-16 08:04:00,0.701,0.00566,0.130,4.87e-7,,0,0.0633
2023-03-16 08:06:00,0.701,0.00566,0.130,4.87e-7,,0,0.0634
2023-03-16 08:08:00,0.701,0.00566,0.130,4.87e-7,,0,0.0636
2023-03-16 08:10:00,0.701,0.00566,0.130,4.87e-7,,0,0.0637
2023-03-16 08:12:00,0.701,0.00566,0.130,4.87e-7,,0,0.0639
2023-03-16 08:14:00,0.701,0.00566,0.130,4.87e-7,,0,0.0640
2023-03-16 08:16:00,0.701,0.00566,0.130,4.87e-7,,0,0.0641
2023-03-16 08:18:00,0.701,0.00566,0.130,4.87e-7,,0,0.0643
2023-03-16 08:20:00,0.701,0.00566,0.130,4.87e-7,,0,0.0644
2023-03-16 08:22:00,0.701,0.00566,0.130,4.87e-7,,0,0.0646
2023-03-16 08:24:00,0.701,0.00566,0.130,4.87e-7,,0,0.0647
2023-03-16 08:26:00,0.701,0.00566,0.130,4.87e-7,,0,0.0648
2023-03-16 08:28:00,0.701,0.00566,0.130,4.87e-7,,0,0.0650
2023-03-16 08:30:00,0.701,0.00566,0.130,4.87e-7,,0,0.0651
2023-03-16 08:32:00,0.702,0.00566,0.130,4.87e-7,,0,0.0653
