"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-17 01:26:00,0,11629,34932,152617,0,1797,130,164,32.1,126,1861,66.6,417,0,6866,79.1,2.53,148,88.5,0,16962,1824,135,31.6,1536,66.8,19,344,0,0,133,178,0,11629,0,19095,74681,0,189,30.3,98.7,22.3,30.3,2253,42.6,6284,0,1109,3669,2.53,137,68.0,0,16834,224,31.6,25.5,16071,41.4,38.5,420,0,0,36.6,587,0
2023-03-17 01:28:00,0,11747,35224,154201,0,1854,130,163,32.1,126,1924,66.6,419,0,6988,117,4.90,147,86.4,0,16966,1879,124,31.6,1571,66.6,19,363,0,0,122,170,0,11747,0,19212,74968,0,162,30.3,95.5,21.6,30.3,2325,41.8,6287,0,1066,3692,5.28,138,66.6,0,16839,188,29.0,25.5,16060,41,38.5,448,0,0,33.9,577,0
2023-03-17 01:30:00,0,10912,58392,175740,0,1850,113,162,33.5,110,1877,66.7,1723,0,6989,80.4,4.53,147,85.9,0,16942,1883,128,31.6,1541,66.7,375,375,0,0,127,21967,0,10912,0,21093,77811,0,152,26.3,93.8,23.3,26.3,2194,41.8,25799,0,1055,3612,4.92,133,65.1,0,16827,186,30.3,25.5,15866,41.7,669,473,0,0,30.3,24517,0.389
2023-03-17 01:32:00,0,11161,44640,164769,0,1843,112,162,32.1,126,1917,66.6,1163,0,7014,81.9,5.47,149,88,0,16947,1874,112,31.6,1581,66.1,375,387,0,0,111,8704,0,11161,0,20060,76185,0,138,26.3,98.4,22.2,30.3,2308,41.4,14004,0,1079,3687,6.34,132,67.7,0,16833,172,26.3,25.5,15909,41,669,495,0,0,26.3,9960,0
2023-03-17 01:34:00,0,10402,34966,150407,0,1865,130,160,31.5,126,1879,66.3,423,0,6999,81.9,3.50,148,87.8,0,16934,1876,123,32.0,1583,66.2,19,330,0,0,121,179,0,10402,0,17834,73225,0,164,30.7,91.8,21.4,30.3,2263,41.4,6284,0,1104,3694,3.50,134,66.9,0,16830,177,29.0,26.0,15880,41.7,38.5,396,0,0,29.0,588,0
2023-03-17 01:36:00,0.389,12969,34781,154154,0,1789,118,164,31.5,120,1861,66.1,421,0,6897,79.6,4.77,148,87.7,0,16935,1814,124,32.3,1528,66.3,19,329,0,0,128,178,0,12969,0.389,20388,75747,0,158,28.0,98.6,21.4,29.0,2265,41.7,6283,0,1058,3623,5.16,134,66.6,0,16826,183,29.0,26.2,15885,40.6,38.5,393,0,0,30.3,582,0
2023-03-17 01:38:00,0.389,13396,35105,158238,0,1869,124,160,33.5,121,1933,66.2,418,0,7114,118,4.17,146,88.4,0,16958,1882,124,32.3,1590,66.0,19,354,0,0,121,171,0,13396,0.389,20846,76789,0,165,29.0,92.1,24.0,29.0,2359,40.6,6287,0.389,1096,3649,4.56,131,67,0,16835,179,29.0,26.2,15889,40.6,38.5,440,0.389,0,29.0,578,0
2023-03-17 01:40:00,0,9795,58475,177332,0,1936,124,158,32.1,121,1927,65.8,1725,0,7171,81.0,4.87,144,88.1,0,16949,1952,124,32.7,1634,66.0,375,378,0,0,117,21811,0,9795,0,20015,77009,0,170,29.0,90.1,22.3,29.0,2195,40.6,25629,0.389,1111,3657,10.9,134,68.0,0,16841,185,29.0,26.2,15880,41.8,669,470,0.389,0,27.7,24349,0
2023-03-17 01:42:00,0,10368,58020,201904,0,1801,136,168,30.7,127,1867,66.5,1726,0,6923,80.0,4.07,146,88.4,0,16949,1820,124,32.7,1493,65.8,375,385,0,0,122,21811,0,10368,0,20564,77837,0,191,31.6,108,20.8,30.3,2300,43.7,25630,0,1133,3633,4.53,134,66.6,0,16844,224,29.0,26.2,15898,41.4,669,491,0,0,29.0,24348,0
2023-03-17 01:44:00,0,10565,34970,150415,0,1864,124,160,33.7,127,1881,66.3,423,0,7012,81.4,4.40,148,87.9,0,16944,1892,135,31.8,1563,66.5,19,336,0,0,128,187,0,10565,0,17992,73567,0.389,198,29.0,92.2,24.4,30.3,2263,41.7,6285,0,1104,3687,4.79,135,66.6,0,16835,224,31.6,25.7,15895,42.1,38.5,400,0,0,30.7,596,0
2023-03-17 01:46:00,0,11404,34787,152317,0,1803,124,159,31.5,121,1856,66.2,422,0,6904,78.5,3.97,147,87.9,0,16947,1862,130,32.0,1481,66.8,19,362,0,0,128,164,0,11404,0,18828,74290,0.389,196,29.0,90.9,21.3,29.0,2250,41.4,6281,0,1121,3593,3.97,133,66.9,0,16828,236,30.3,26.0,15896,41.4,38.5,450,0,0,30.7,590,0
2023-03-17 01:48:00,0,12834,35091,154073,0.389,1877,124,162,30.7,121,1924,66.0,421,0,7064,117,6.07,147,88.1,0,16955,1886,124,32.3,1562,66.6,19,362,0,0,122,164,0,12834,0,20267,76206,0,202,29.0,93.8,21.2,29.0,2334,41.7,6280,0,1130,3623,7.13,132,68.8,0,16829,222,29.0,26.2,15912,41,38.5,450,0,0,29.0,574,0
2023-03-17 01:50:00,0,12676,56656,175145,0,1933,130,167,30.7,126,1923,66.1,1289,0,7164,82,6.87,146,87.9,0,16940,1969,124,32.3,1634,66.9,19,329,0,0,122,20588,0,12676,0,22154,79090,0,179,30.3,105,21.2,30.3,2195,41.4,24423,0,1109,3665,8.32,133,67.3,0,16842,219,29.0,26.2,15964,41.7,38.5,391,0,0,29.0,22995,0
2023-03-17 01:52:00,0,11825,58068,180548,0,1794,119,164,33.5,121,1834,66.6,1722,0,6961,79.5,4.07,146,87.8,0,16944,1810,123,32.3,1524,66.4,375,389,0.389,0,121,21797,0,11825,0,22033,78740,0,158,27.7,102,24.0,29.0,2275,41.4,25630,0,1074,3633,4.46,132,69.1,0,16848,180,29.0,26.2,15887,42.8,669,496,0,0,29.0,24345,0
2023-03-17 01:54:00,0,11439,35012,160808,0,1860,135,162,33.5,137,1881,66.0,422,0,7012,80.7,2.90,144,87.7,0,16960,1871,129,32.0,1575,66.6,19,335,0,0,122,181,0,11439,0,18888,74422,0,160,31.6,93.7,24.1,32.9,2265,41,6281,0,1045,3634,2.90,135,69.1,0,16842,182,30.3,26.0,15881,42.1,38.5,402,0,0.389,29.0,593,0
2023-03-17 01:56:00,0,13068,34825,152475,0,1793,130,159,30.7,132,1841,66.1,419,0,6906,80.7,4.07,148,87.5,0,16950,1817,140,31.6,1505,66.4,19,338,0,0,138,179,0,13068,0,20492,75863,0,152,30.3,91.0,20.4,31.6,2225,40.6,6284,0,1093,3663,4.43,133,67.7,0,16841,181,33.3,25.5,15870,42.1,38.5,410,0,0,32.9,586,0
2023-03-17 01:58:00,0,14066,35118,154133,0,1848,130,162,31.5,126,1909,66.2,421,0,7035,120,6.50,149,87.3,0,16940,1876,135,31.6,1539,65.8,19,362,0,0,128,170,0,14066,0,21474,77256,0,154,30.3,94.7,20.6,30.3,2305,41.4,6284,0,1097,3660,7.68,135,68.8,0,16832,182,31.6,25.5,15880,42.5,38.5,445,0,0,30.3,577,0
2023-03-17 02:00:00,0,12526,40047,156791,0,1937,125,163,30.7,121,1926,66.6,617,0,7127,81.0,3.27,146,87.5,0.389,16925,1951,135,31.6,1601,67.1,19,329,0,0,133,4747,0,12526,0,20372,76407,0,173,29.0,100,19.7,29.0,2189,42.5,10354,0,1079,3618,3.27,132,68.0,0.389,16820,201,31.6,25.5,15910,42.2,38.5,393,0,0,31.6,5623,0
2023-03-17 02:02:00,0,11080,58079,178579,0,1816,119,161,33.6,116,1846,66.3,1721,0,6928,81.0,5.70,146,87.3,0.389,16940,1841,124,31.6,1477,67.3,375,381,0,0,122,21816,0,11080,0,21259,77912,0,160,32.6,105,24.3,27.7,2287,41.4,25652,0,1115,3657,6.46,132,67.3,0.389,16834,187,29.0,25.5,15880,41.4,669,485,0,0,29.0,24364,0
2023-03-17 02:04:00,0,11366,35004,150369,0,1868,130,162,32.3,126,1878,66.3,421,0,6987,80.3,6.13,145,87.9,0,16941,1901,124,32.0,1574,66.9,19,335,0,0,122,177,0,11366,0,18806,74387,0,173,30.3,93.7,27.6,30.3,2259,41.4,6283,0,1113,3640,7.32,134,66.6,0,16832,207,29.0,26.0,15883,41,38.5,401,0,0,29.0,583,0
2023-03-17 02:06:00,0,15020,35379,171699,0,2822,124,150,31.5,126,1897,67.2,421,0.389,6913,79.1,3.27,146,87.7,0,16946,1825,124,32.3,1541,66.5,19,351,0,0,122,176,0,15020,0,22460,80197,0,254,29.0,87.9,26.4,30.3,2502,42.5,6284,0,1087,3632,3.66,133,66.2,0,16833,199,29.0,26.2,15886,41.4,38.5,429,0,0,29.0,579,0
2023-03-17 02:08:00,0,22212,35963,315100,0,3885,124,936,1781,126,2147,67.5,421,0.389,23003,122,3.27,150,86.9,0,16951,2382,124,32.0,1968,66.8,19.4,369,0,0,122,183,0,22212,0,29625,96912,0,268,29.0,127,123,30.3,3406,42.6,6286,0,2442,3633,3.66,133,65.8,0,16839,198,33.9,26.0,15884,42.1,38.5,459,0,0,29.0,589,0
2023-03-17 02:10:00,0,12185,35348,194839,0,2432,130,557,288,126,1945,66.9,419,0,8805,81.3,5.33,147,87.9,0,16960,2209,128,31.6,1813,66.2,19.4,337,0,0,121,179,0,12185,0,19612,77964,0,180,30.3,121,27.4,30.3,2208,42.6,6286,0,1202,3694,6.09,134,67.7,0,16847,195,30.3,25.5,15882,42.5,38.5,406,0,0,29.0,581,0
2023-03-17 02:12:00,0,10824,58113,178658,0,1791,129,164,35.6,126,1848,65.8,1713,0,6890,80.9,5.36,149,88.2,0,16955,1828,135,31.6,1476,66.3,375,379,0,0,128,21884,0,10824,0,20988,77563,0,148,30.3,94.4,27.8,35.2,2295,41.7,25716,0,1089,3640,5.81,141,67.0,0,16841,192,31.6,25.5,15871,42.5,669,481,0,0,30.3,24421,0
2023-03-17 02:14:00,0,10368,34960,150626,0,1868,124,166,34.2,121,1888,66.2,418,0,7003,80.4,3.93,149,86.7,0,16947,1878,124,31.6,1536,66.6,19,328,0,0,127,184,0,10368,0,17765,73155,0,168,29.0,97.1,20.6,29.0,2271,42.5,6285,0,1082,3617,4.38,140,65.5,0,16827,184,29.0,25.5,15874,41.4,38.5,389,0,0,30.3,594,0
2023-03-17 02:16:00,0,11887,35045,153769,0,1876,118,163,34.7,121,1927,66.4,417,0,7030,82.1,4.67,147,85.1,0,16941,1883,124,31.6,1555,66.2,19,342,0,0,122,179,0,11887,0,19296,74853,0,165,27.7,94.0,21.0,29.0,2261,41.7,6286,0,1086,3694,5.09,132,65.1,0,16829,182,29.0,25.5,15879,41,38.5,423,0,0,33.9,590,0
2023-03-17 02:18:00,0,13290,35095,154337,0,1848,119,162,33.2,116,1928,66.4,419,0,7050,120,5.67,148,86.3,0,16976,1875,118,31.6,1560,65.8,19,354,0,0,122,175,0.389,13290,0,20721,76372,0,151,27.7,95.1,21.6,27.7,2323,40.6,6286,0,1106,3685,10.9,135,65.1,0,16840,180,27.7,25.5,15864,41,38.5,439,0,0,29.0,585,0
2023-03-17 02:20:00,0,10067,34935,149749,0,1853,119,164,32.9,110,1883,66.4,421,0,6988,80.7,4.64,150,87.8,0,16957,1874,124,31.6,1575,66.6,19,326,0,0,117,182,0,10067,0,17495,72735,0,158,27.7,103,22.9,26.3,2196,40.6,6286,0,1059,3612,9.46,136,66.9,0,16843,179,29.0,25.5,15864,41.7,38.5,385,0,0,27.7,588,0
2023-03-17 02:22:00,0,10950,58006,180405,0,1791,113,160,32.1,110,1855,67.3,1724,0,6939,78.4,3.27,145,87.7,0,16942,1808,118,31.6,1531,66.0,375,381,0,0,117,21830,0,10950,0,21170,77864,0,159,26.3,98.4,23.1,26.7,2293,42.6,25655,0,1083,3586,3.27,133,67.7,0,16838,183,27.7,25.5,15872,40.3,669,485,0,0,27.7,24336,0
2023-03-17 02:24:00,0,12207,47378,164735,0,1882,124,160,31.5,126,1888,66.4,1281,0,7094,77.8,3.93,144,87.9,0,16941,1892,118,31.8,1549,66.9,375,381,0,0.389,117,11377,0,12207,0,21332,77793,0,180,29.0,91.8,20.6,30.7,2274,42.1,16378,0,1121,3563,4.39,133,69.1,0,16849,200,27.7,25.7,15879,41.5,669,485,0,0,27.7,12877,0
2023-03-17 02:26:00,0,13095,35082,153811,0,1868,130,163,32.1,126,1928,66.1,421,0,6981,78.8,6.13,148,87.5,0,16942,1892,129,32.3,1550,66.6,19,343,0,0.389,122,175,0,13095,0,20502,76189,0,173,30.3,95.6,22.2,30.3,2289,41.7,6283,0,1085,3609,7.67,134,68.4,0,16839,205,30.3,26.2,15878,42.9,38.5,414,0,0,29.0,588,0
2023-03-17 02:28:00,0,12696,34853,152974,0,1801,124,165,32.1,126,1869,66.9,422,0,6867,117,4.17,149,88.5,0,16937,1823,135,32.0,1515,66.1,19,363,0,0,133,178,0,12696,0,20130,75534,0,157,29.0,98.7,22.2,30.3,2327,42.6,6282,0,1090,3602,4.82,132,68.0,0,16835,185,31.6,26.0,15872,42.5,38.9,444,0,0,31.6,588,0
2023-03-17 02:30:00,0,11542,35025,173775,0,1889,130,164,32.9,126,1881,66.1,420,0,7055,81.8,3.97,149,88.2,0,16953,1896,124,31.6,1570,66.0,19,344,0,0,128,172,0,11542,0,18972,74982,0,157,30.3,103,23.2,30.3,2195,41.4,6284,0,1091,3658,3.97,131,66.9,0,16850,184,29.0,25.5,15867,40.7,38.9,408,0,0,30.3,581,0
2023-03-17 02:32:00,0,10329,57947,178421,0,1793,130,157,32.1,126,1861,66.6,1721,0,6911,79.3,5.20,148,87.9,0,16969,1811,134,31.6,1504,66.5,375,384,0,0,132,21728,0,10329,0,20533,77038,0,153,30.3,89.7,22.2,30.3,2298,41,25564,0,1081,3616,11.2,133,66.6,0,16857,186,31.6,25.5,15869,41.8,669,490,0,0,31.6,24275,0
2023-03-17 02:34:00,0.389,10682,58161,176095,0,1857,124,167,30.7,126,1891,65.9,1721,0,6965,81.0,3.70,146,87.7,0,16961,1868,129,31.6,1551,66.1,375,379,0,0,122,21727,0,10682,0.389,20870,77693,0,168,29.0,101,20.8,30.3,2271,40.3,25566,0,1062,3687,4.07,133,66.6,0,16837,186,30.3,25.5,15872,41.4,669,481,0,0,29.0,24271,0
2023-03-17 02:36:00,0,12400,35301,166877,0,1942,124,164,32.1,121,1978,66.7,422,0,7162,79.9,4.07,145,88.0,0,16950,1966,129,31.6,1618,66.0,19,338,0,0,128,168,0,12400,0,19826,75766,0,175,29.0,97.6,22.3,29.0,2259,41.4,6284,0.389,1107,3715,4.44,133,66.6,0,16833,202,30.3,25.5,15892,41.7,38.5,408,0,0,30.3,587,0
2023-03-17 02:38:00,0,12238,34826,156892,0,1788,124,159,31.5,121,1872,66.7,421,0,6991,119,3.27,146,87.8,0,16957,1817,124,31.8,1481,66.3,19,362,0,0,122,163,0,12238,0,19663,75242,0,155,29.0,90.4,22.1,29.0,2328,41.4,6278,0,1103,3692,3.27,133,66.6,0,16839,193,29.0,25.7,15862,42.5,38.5,449,0,0,29.0,588,0.389
2023-03-17 02:40:00,0,11831,35033,150178,0,1867,130,165,32.3,121,1876,66.7,424,0,6998,79.6,5.33,147,87.5,0,16960,1893,124,32.3,1520,66.5,19,338,0,0,128,167,0,11831,0,19233,74651,0,159,30.7,105,22.5,29.0,2189,41.7,6277,0,1074,3594,6.23,133,66.9,0,16838,194,29.0,26.2,15870,41.8,38.5,410,0,0,30.7,581,0
2023-03-17 02:42:00,0,11376,52324,172129,0,1799,130,166,31.5,121,1859,66.2,1134,0,6872,79.9,3.27,149,87.6,0,16933,1822,124,32.7,1485,66.1,19,330,0,0,122,16975,0,11376,0,20460,76598,0.389,154,30.3,105,21.2,29.0,2304,40.6,21219,0,1059,3646,3.27,135,67.3,0,16825,177,29.0,26.2,15865,41.4,38.5,399,0,0,29.0,19011,0
2023-03-17 02:44:00,0,10286,58296,176148,0,1858,124,161,30.7,121,1879,66.4,1721,0,6996,80.4,4.66,149,86.6,0,16938,1871,129,32.3,1537,67.6,375,374,0,0,122,21887,0,10286,0,20467,77151,0,158,29.0,94.3,21.9,29.0,2267,41.7,25704,0,1082,3624,5.04,136,66.2,0,16828,180,30.3,26.2,15864,43.4,669,473,0.389,0,29.0,24432,0
2023-03-17 02:46:00,0,13746,35331,178274,0,1929,119,161,33.5,116,1966,66.6,420,0,7122,80.2,4.40,147,87.5,0,16939,1994,124,32.3,1610,66.7,19,355,0,0,122,175,0,13746,0,21166,77762,0,183,27.7,93.3,23.7,27.7,2257,41,6285,0,1112,3640,4.83,133,67.7,0,16826,219,29.0,26.2,15886,42.2,38.5,438,0,0,29.0,586,0
2023-03-17 02:48:00,0,13559,34840,176371,0.389,1819,124,159,31.5,126,1866,65.8,420,0,6926,119,3.73,145,87.5,0,16950,1822,118,32.3,1485,66.7,19,360,0,0,117,172,0,13559,0,20975,77151,0,200,29.0,90.0,21.7,30.3,2325,40.3,6283,0,1122,3601,3.73,133,67.3,0,16834,216,27.7,26.2,15877,41.7,38.5,446,0,0,27.7,577,0
2023-03-17 02:50:00,0,12905,35013,150086,0.389,1863,130,163,31.5,132,1877,66.1,420,0,6986,82,5.47,145,87.3,0,16955,1871,128,32.3,1548,67.0,19,340,0,0,127,173,0,12905,0,20313,75783,0,168,36.1,106,21.4,31.6,2199,41.4,6285,0,1052,3665,6.22,133,67.7,0,16838,172,30.3,26.2,15875,42.9,38.5,404,0,0,30.3,579,0
2023-03-17 02:52:00,0,12270,35774,155360,0,1746,118,163,30.7,120,1858,66.2,461,0,6891,80.8,5.33,147,85.5,0,16964,1779,135,32.3,1476,66.7,19,335,0,0,128,1006,0,12270,0,19774,75151,0,140,27.7,101,20.1,29.0,2295,41.7,7031,0,1086,3725,6.13,135,65.8,0,16840,177,31.6,26.2,15983,42.2,38.5,402,0,0,30.3,1511,0
2023-03-17 02:54:00,0,10791,58265,176047,0,1831,119,163,34.3,116,1878,66.1,1720,0,6973,80.5,4.07,147,86.1,0,16960,1852,117,32.3,1528,66.2,375,378,0.389,0,121,21782,0,10791,0,20989,77571,0,168,27.7,101,30.0,27.7,2263,41,25607,0,1054,3626,4.46,133,65.8,0.389,16846,187,27.7,26.2,15964,41.4,669,474,0,0,29.0,24245,0
2023-03-17 02:56:00,0,11909,35297,154826,0,1899,124,158,32.9,126,1965,66.1,419,0,7075,79.6,4.07,145,87.6,0,16959,1920,124,32.0,1579,66.8,19,330,0.389,0,122,175,0,11909,0,19315,74886,0,165,29.0,90.6,28.5,30.3,2243,40.6,6286,0,1030,3623,4.46,133,67.7,0.389,16835,192,34.5,26.0,15872,41.4,38.5,390,0,0,29.0,582,0
2023-03-17 02:58:00,0,11886,34790,152697,0,1779,136,163,30.7,126,1868,66.3,420,0,6891,117,4.30,145,87.6,0,16950,1791,124,31.7,1490,66.4,19,356,0,0,122,179,0,11886,0,19309,74686,0,183,31.6,94.9,20.4,30.3,2319,41,6286,0,1064,3654,4.72,135,66.9,0,16821,187,29.0,25.6,15874,41.4,38.5,437,0,0,29.0,586,0
2023-03-17 03:00:00,0,10309,34957,149873,0,1840,130,163,30.7,126,1881,65.8,421,0,6958,81.5,6.13,145,87.9,0,16952,1863,129,31.6,1552,66.6,19.0,338,0,0,128,182,0,10309,0,17733,73057,0,168,30.3,98.2,20.8,35.2,2189,41.7,6286,0,1073,3649,7.31,135,66.9,0,16826,206,30.3,25.5,15887,42.5,38.5,408,0,0.389,30.3,592,0
2023-03-17 03:02:00,0,10374,35003,153803,0,1850,136,160,32.3,126,1912,66.4,417,0,7003,79.7,5.10,145,87.5,0.389,16943,1874,129,31.6,1566,67.7,19,338,0,0,133,174,0,10374,0,17805,73424,0,184,31.6,92.3,26.9,35.3,2293,42.8,6287,0,1091,3641,5.86,133,66.6,0,16836,212,30.7,25.5,15887,42.8,38.5,408,0,0,31.6,585,0
2023-03-17 03:04:00,0,11331,58325,176532,0,1860,130,161,32.9,126,1901,66.4,1719,0.389,6992,79.6,3.27,145,87.3,0,16942,1866,129,31.6,1549,66.1,375,386,0,0,128,21862,0,11331,0,21517,78404,0,186,30.3,98.2,22.9,30.3,2279,42.1,25692,0,1083,3640,3.66,132,67.3,0,16829,197,30.3,25.5,15879,42.1,669,487,0,0,36.0,24403,0
2023-03-17 03:06:00,0,13071,35054,155383,0,1853,130,164,32.1,126,1916,66.4,423,0,7038,79.3,3.93,147,88.2,0,16947,1869,129,31.2,1552,66.7,19,340,0,0,128,181,0,13071,0,20483,76295,0,185,30.3,102,22.0,30.3,2242,41.7,6283,0,1080,3587,4.46,138,68.4,0,16828,204,30.3,25.1,15886,42.9,38.5,411,0,0,31.1,594,0
2023-03-17 03:08:00,0,13249,34858,157074,0,1788,124,164,31.5,116,1861,66.4,420,0,6977,119,5.10,149,88.2,0,16951,1827,128,31.6,1497,66.6,19.4,371,0,0,121,173,0,13249,0,20677,76491,0,188,29.0,98.6,21.3,27.7,2307,41.7,6285,0,1087,3656,6.12,138,67.3,0,16841,230,30.3,25.5,15892,42.9,38.5,465,0,0,29.0,584,0
2023-03-17 03:10:00,0,12783,35015,150016,0,1853,112,158,33.6,104,1862,65.9,423,0,7018,79.6,3.27,147,87.8,0,16953,1885,124,31.6,1587,67.0,19,333,0,0,122,173,0,12783,0,20225,75861,0,191,26.3,91.1,23.5,25.0,2184,41,6284,0,1115,3565,3.27,132,68.8,0,16848,217,29.0,25.5,15900,42.2,38.5,407,0,0,29.0,576,0
2023-03-17 03:12:00,0,11361,35009,177360,0,1869,124,160,31.1,126,1911,66.1,419,0,7046,79.9,3.66,147,87.8,0,16944,1884,112,31.6,1597,66.1,19,331,0,0,110,176,0.389,11361,0,18799,75113,0,193,29.0,91.9,20.1,30.3,2304,41.4,6286,0,1142,3646,3.27,134,69.1,0,16833,217,26.3,25.5,15892,41.4,38.5,405,0,0,26.3,593,0
2023-03-17 03:14:00,0,11155,58209,176567,0,1874,124,163,32.5,121,1902,66.7,1722,0,7033,79.3,4.69,148,87.3,0,16947,1900,129,31.4,1576,66.0,375,386,0,0,122,21793,0.389,11155,0,21358,78378,0,199,29.0,101,22.0,29.0,2284,41.8,25624,0,1138,3623,9.87,136,67.3,0,16836,231,30.3,25.4,15884,40.6,669,493,0,0,29.0,24289,0
2023-03-17 03:16:00,0,13291,50356,170700,0,1862,124,163,31.5,126,1916,66.8,1394,0,7009,79.9,6.37,145,87.3,0,16928,1883,124,32.3,1556,67.0,375,388,0,0,122,14215,0,13291,0,22691,79471,0,187,29.0,96.2,20.9,30.3,2283,43.3,18894,0,1137,3640,17.9,134,66.6,0,16831,221,29.0,26.2,15894,41.4,669,492,0,0,29.0,15953,0
2023-03-17 03:18:00,0,11831,34831,152898,0,1799,130,161,32.1,121,1860,65.8,420,0,6893,119,5.33,148,87.8,0,16950,1817,129,32.3,1497,66.9,19,370,0,0,122,181,0,11831,0,19261,74899,0,197,30.3,93.8,23.4,29.0,2322,42.5,6283,0,1102,3601,11.3,134,67.7,0,16842,217,30.3,26.2,15888,41.7,38.5,458,0,0,29.0,589,0
2023-03-17 03:20:00,0,11178,34980,150034,0,1868,124,160,32.1,121,1870,65.9,421,0,7045,80.3,3.73,147,87.0,0,16955,1884,124,32.3,1541,66.9,19,333,0,0,122,174,0,11178,0,18581,74167,0,193,29.0,92.8,22.3,29.0,2191,40.3,6280,0,1124,3611,3.73,136,67.0,0,16833,226,29.0,26.2,15894,42.5,38.5,399,0,0,29.0,577,0
2023-03-17 03:22:00,0,10598,35252,157412,0,1949,130,164,30.7,126,1965,66.0,420,0,7247,77.7,3.97,144,87.5,0,16943,1959,124,32.3,1571,66.3,19,338,0,0,122,172,0,10598,0,17972,73972,0,207,30.3,102,20.1,30.3,2301,40.3,6283,0,1129,3563,3.97,133,67.3,0,16831,222,29.0,26.2,15894,41.4,38.5,408,0,0,29.0,582,0
2023-03-17 03:24:00,0,9465,58082,175256,0,1790,136,163,33.7,132,1830,66.1,1723,0,6905,77.7,4.67,148,88.0,0,16943,1813,124,32.3,1507,66.5,375,385,0,0,128,21915,0,9465,0,19664,76160,0,165,31.6,103,23.7,32.0,2268,41,25737,0,1069,3563,5.09,131,67.3,0,16841,196,29.0,26.2,15892,41.1,669,488,0,0,30.3,24457,0
2023-03-17 03:26:00,0,12800,58438,179378,0,1854,119,162,32.9,116,1909,65.8,1722,0,6996,80.8,5.90,150,87.8,0,16941,1882,134,32.3,1544,66.0,375,388,0,0.389,128,21915,0,12800,0,22983,79815,0,153,27.7,94.5,23.6,27.7,2257,41,25738,0,1104,3703,7.09,132,66.9,0,16834,186,31.6,26.2,15872,41.1,669,491,0,0,30.3,24457,0
2023-03-17 03:28:00,0,13858,34873,162995,0,1795,141,162,30.7,137,1861,66.2,421,0,6924,119,3.93,147,86.4,0,16951,1808,118,32.3,1496,66.8,19,368,0,0,122,157,0,13858,0,21291,76826,0,160,32.9,94.0,20.8,32.9,2322,40.6,6284,0,1089,3671,4.32,134,66.9,0,16832,181,27.7,26.2,15853,42.1,38.5,456,0,0,29.0,584,0
2023-03-17 03:30:00,0,11842,34995,159935,0,1842,136,164,30.7,126,1880,65.8,422,0,6987,81.4,3.27,146,86.7,0,16967,1846,140,31.8,1544,66.3,19,335,0,0,139,169,0,11842,0,19275,74627,0,161,31.6,97.9,20.4,30.3,2196,40.6,6283,0,1039,3665,3.27,133,66.9,0,16840,191,32.9,25.7,15859,42.5,38.5,399,0,0,32.9,581,0
