"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-16 18:00:00,0,0,0,270791,270791,0
2023-03-16 18:02:00,0,0,0,333574,333574,0
2023-03-16 18:04:00,0,0,0,283101,283101,0
2023-03-16 18:06:00,0,0,0,313481,313481,0
2023-03-16 18:08:00,0,0,0,351164,351164,0
2023-03-16 18:10:00,0,0,0,270473,270473,0
2023-03-16 18:12:00,0,0,0,324358,324358,0
2023-03-16 18:14:00,0,0,0,290020,290020,0
2023-03-16 18:16:00,0,0,0,321286,321286,0
2023-03-16 18:18:00,0,0,0,354271,354271,0
2023-03-16 18:20:00,0,0,0,273203,273203,0
2023-03-16 18:22:00,0,0,0,337738,337738,0
2023-03-16 18:24:00,0,0,0,276685,276685,0
2023-03-16 18:26:00,0,0,0,331480,331480,0
2023-03-16 18:28:00,0,0,0,343450,343450,0
2023-03-16 18:30:00,0,0,0,260073,260073,0
2023-03-16 18:32:00,0,0,0,346999,346999,0
2023-03-16 18:34:00,0,0,0,299418,299418,0
2023-03-16 18:36:00,0,0,0,323652,323652,0
2023-03-16 18:38:00,0,0,0,330320,330320,0
2023-03-16 18:40:00,0,0,0,273271,273271,0
2023-03-16 18:42:00,0,0,0,328954,328954,0
2023-03-16 18:44:00,0,0,0,295140,295140,0
2023-03-16 18:46:00,0,0,0,318259,318259,0
2023-03-16 18:48:00,0,0,0,343404,343404,0
2023-03-16 18:50:00,0,0,0,266445,266445,0
2023-03-16 18:52:00,0,0,0,330206,330206,0
2023-03-16 18:54:00,0,0,0,290543,290543,0
2023-03-16 18:56:00,0,0,0,318942,318942,0
2023-03-16 18:58:00,0,0,0,337533,337533,0
2023-03-16 19:00:00,0,0,0,266399,266399,0
2023-03-16 19:02:00,0,0,0,340514,340514,0
2023-03-16 19:04:00,0,0,0,298030,298030,0
2023-03-16 19:06:00,0,0,0,314414,314414,0
2023-03-16 19:08:00,0,0,0,330115,330115,0
2023-03-16 19:10:00,0,0,0,279620,279620,0
2023-03-16 19:12:00,0,0,0,341970,341970,0
2023-03-16 19:14:00,0,0,0,304356,304356,0
2023-03-16 19:16:00,0,0,0,311250,311250,0
2023-03-16 19:18:00,0,0,0,328474,328474,0
2023-03-16 19:20:00,0,0,0,272475,272475,0
2023-03-16 19:22:00,0,0,0,331389,331389,0
2023-03-16 19:24:00,0,0,0,296892,296892,0
2023-03-16 19:26:00,0,0,0,316757,316757,0
2023-03-16 19:28:00,0,0,0,329387,329387,0
2023-03-16 19:30:00,0,0,0,264761,264761,0
2023-03-16 19:32:00,0,0,0,337146,337146,0
2023-03-16 19:34:00,0,0,0,296573,296573,0
2023-03-16 19:36:00,0,0,0,329478,329478,0
2023-03-16 19:38:00,0,0,0,323630,323630,0
2023-03-16 19:40:00,0,0,0,258503,258503,0
