"Time","idle","iowait","irq","nice","softirq","steal","system","user"
2023-03-04 11:00:00,0.989,0.00000926,0,0,0.0000926,0,0.00277,0.00662
2023-03-04 11:02:00,0.986,0.00000463,0,0,0.000130,0,0.00277,0.00932
2023-03-04 11:04:00,0.986,0,0,0,0.0000787,0,0.00260,0.00610
2023-03-04 11:06:00,0.988,0.00000463,0,0,0.0000787,0,0.00268,0.00606
2023-03-04 11:08:00,0.989,0,0,0,0.000102,0,0.00268,0.00619
2023-03-04 11:10:00,0.987,0.00000926,0,0,0.000130,0,0.00290,0.00722
2023-03-04 11:12:00,0.988,0.0000185,0,0,0.0000926,0,0.00276,0.00740
2023-03-04 11:14:00,0.989,0.00000463,0,0,0.000102,0,0.00273,0.00628
2023-03-04 11:16:00,1.01,0,0,0,0.0000879,0,0.00283,0.00684
2023-03-04 11:18:00,0.988,0,0,0,0.0000741,0,0.00258,0.00616
2023-03-04 11:20:00,0.987,0.00000926,0,0,0.0000972,0,0.00278,0.00642
2023-03-04 11:22:00,0.989,0,0,0,0.0000648,0,0.00257,0.00647
2023-03-04 11:24:00,0.991,0,0,0,0.0000741,0,0.00260,0.00594
2023-03-04 11:26:00,0.989,0.00000463,0,0,0.0000833,0,0.00274,0.00631
2023-03-04 11:28:00,0.989,0.00000463,0,0,0.0000833,0,0.00275,0.00633
2023-03-04 11:30:00,0.989,0,0,0,0.0000741,0,0.00268,0.00623
2023-03-04 11:32:00,0.988,0.00000926,0,0,0.000111,0,0.00290,0.00700
2023-03-04 11:34:00,0.989,0.0000139,0,0,0.000102,0,0.00268,0.00619
2023-03-04 11:36:00,0.989,0.00000463,0,0,0.0000833,0,0.00268,0.00592
2023-03-04 11:38:00,0.989,0.00000926,0,0,0.000106,0,0.00266,0.00603
2023-03-04 11:40:00,0.989,0.00000463,0,0,0.0000787,0,0.00272,0.00600
2023-03-04 11:42:00,0.989,0.00000463,0,0,0.0000648,0,0.00260,0.00613
2023-03-04 11:44:00,0.989,0.0000139,0,0,0.0000694,0,0.00262,0.00593
2023-03-04 11:46:00,0.989,0,0,0,0.0000833,0,0.00265,0.00610
2023-03-04 11:48:00,0.988,0.00000463,0,0,0.0000926,0,0.00255,0.00614
2023-03-04 11:50:00,0.988,0.0000185,0,0,0.0000833,0,0.00264,0.00613
2023-03-04 11:52:00,0.989,0.00000926,0,0,0.0000880,0,0.00268,0.00594
2023-03-04 11:54:00,0.989,0,0,0,0.0000787,0,0.00272,0.00598
2023-03-04 11:56:00,0.989,0,0,0,0.000120,0,0.00270,0.00618
2023-03-04 11:58:00,0.989,0.00000463,0,0,0.0000648,0,0.00267,0.00587
2023-03-04 12:00:00,0.989,0,0,0,0.0000787,0,0.00274,0.00600
2023-03-04 12:02:00,0.989,0.00000463,0,0,0.0000879,0,0.00258,0.00625
2023-03-04 12:04:00,0.989,0,0,0,0.0000741,0,0.00266,0.00617
2023-03-04 12:06:00,0.988,0.0000186,0,0,0.0000835,0,0.00272,0.00596
2023-03-04 12:08:00,0.989,0.00000926,0,0,0.0000926,0,0.00271,0.00594
2023-03-04 12:10:00,0.989,0.00000463,0,0,0.0000509,0,0.00264,0.00612
2023-03-04 12:12:00,0.988,0.00000926,0,0,0.0000695,0,0.00267,0.00636
2023-03-04 12:14:00,0.989,0.00000926,0,0,0.0000833,0,0.00266,0.00670
2023-03-04 12:16:00,0.989,0,0,0,0.0000648,0,0.00255,0.00633
2023-03-04 12:18:00,0.989,0.00000463,0,0,0.0000648,0,0.00266,0.00613
2023-03-04 12:20:00,0.989,0.00000463,0,0,0.0000926,0,0.00281,0.00637
2023-03-04 12:22:00,0.989,0.0000139,0,0,0.0000926,0,0.00267,0.00615
2023-03-04 12:24:00,0.989,0,0,0,0.000102,0,0.00274,0.00579
2023-03-04 12:26:00,0.989,0.00000463,0,0,0.000106,0,0.00253,0.00656
