"Time","Read (172.16.66.106:9796)","Read (172.16.66.107:9796)","Read (172.16.66.112:9796)","Write (172.16.66.106:9796)","Write (172.16.66.107:9796)","Write (172.16.66.112:9796)"
2023-02-22 11:00:00,0,0,5488,386792,41688,61070
2023-02-22 11:02:00,0,0,5484,337988,134030,101239
2023-02-22 11:04:00,0,0,0,324471,66742,31403
2023-02-22 11:06:00,0,0,0,368367,86494,93980
2023-02-22 11:08:00,0,0,0,320603,86721,64922
2023-02-22 11:10:00,0,0,0,343472,39595,58505
2023-02-22 11:12:00,0,0,0,345020,83445,97371
2023-02-22 11:14:00,0,0,0,318145,36682,30697
2023-02-22 11:16:00,0,0,0,364446,82079,94442
2023-02-22 11:18:00,45.5,45.5,45.5,330547,81825,66856
2023-02-22 11:20:00,45.5,45.5,45.5,362109,38889,60075
2023-02-22 11:22:00,0,0,0,364976,82375,95960
2023-02-22 11:24:00,0,0,0,321195,38593,29742
2023-02-22 11:26:00,0,0,0,372850,80327,95255
2023-02-22 11:28:00,0,0,0,329409,81283,64808
2023-02-22 11:30:00,0,0,0,352529,36641,58391
2023-02-22 11:32:00,0,0,0,343950,80759,96142
2023-02-22 11:34:00,0,0,0,337803,38684,30086
2023-02-22 11:36:00,0,0,0,419385,79576,94322
2023-02-22 11:38:00,0,0,0,340742,81351,65058
2023-02-22 11:40:00,0,0,0,373942,38389,58231
2023-02-22 11:42:00,0,0,17795,450583,91796,123426
2023-02-22 11:44:00,0,0,0,362951,46672,30857
2023-02-22 11:46:00,0,0,0,399201,92843,101763
2023-02-22 11:48:00,0,0,0,396584,96893,72499
2023-02-22 11:50:00,0,0,0,509429,51109,58954
2023-02-22 11:52:00,0,0,0,417473,94527,94527
2023-02-22 11:54:00,0,0,0,365955,42485,28809
2023-02-22 11:56:00,0,0,0,408462,86130,93685
2023-02-22 11:58:00,0,0,0,332072,87040,64671
2023-02-22 12:00:00,0,0,0,363930,40823,58436
2023-02-22 12:02:00,0,0,0,369505,85993,95460
2023-02-22 12:04:00,0,0,0,323425,38619,30879
2023-02-22 12:06:00,0,0,0,361404,79485,94231
2023-02-22 12:08:00,0,0,0,321673,84355,65156
2023-02-22 12:10:00,0,0,0,336144,35157,57975
2023-02-22 12:12:00,0,0,0,343495,82921,93980
2023-02-22 12:14:00,0,0,0,325313,40209,28786
2023-02-22 12:16:00,0,0,0,363770,81465,94071
2023-02-22 12:18:00,0,0,0,326178,87586,66583
2023-02-22 12:20:00,0,0,0,344360,40346,58231
2023-02-22 12:22:00,0,0,0,368003,87177,95209
2023-02-22 12:24:00,0,0,0,320158,41961,30125
2023-02-22 12:26:00,0,0,0,359834,86470,94458
2023-02-22 12:28:00,0,0,0,325837,86266,63807
2023-02-22 12:30:00,0,0,0,339149,40482,57913
2023-02-22 12:32:00,0,0,0,347523,85697,94458
2023-02-22 12:34:00,0,0,0,326929,41620,30333
2023-02-22 12:36:00,0,0,0,357399,84855,94913
2023-02-22 12:38:00,0,0,0,320330,82239,64785
2023-02-22 12:40:00,0,0,0,342539,38002,58140
2023-02-22 12:42:00,0,0,0,368330,80309,94741
2023-02-22 12:44:00,0,0,0,330570,39253,29241
2023-02-22 12:46:00,0,0,0,364688,81260,94900
2023-02-22 12:48:00,0,0,0,326087,83513,65172
2023-02-22 12:50:00,0,0,0,338102,35726,58846
2023-02-22 12:52:00,0,0,0,342380,81988,94413
2023-02-22 12:54:00,0,0,0,328272,39504,29605
2023-02-22 12:56:00,0,0,0,360084,80964,95755
2023-02-22 12:58:00,0,0,0,322842,84855,65889
2023-02-22 13:00:00,0,0,0,347204,36402,57321
2023-02-22 13:02:00,0,0,0,364225,221047,94891
2023-02-22 13:04:00,0,0,0,329273,181908,30720
2023-02-22 13:06:00,0,0,0,370916,85993,95755
2023-02-22 13:08:00,0,0,0,326337,86744,64853
