"Time","Receive Errors (172.16.66.106:9796)","Receive Errors (172.16.66.107:9796)","Receive Errors (172.16.66.112:9796)","Receive Total (172.16.66.106:9796)","Receive Total (172.16.66.107:9796)","Receive Total (172.16.66.112:9796)","Transmit Errors (172.16.66.106:9796)","Transmit Errors (172.16.66.107:9796)","Transmit Errors (172.16.66.112:9796)","Receive Dropped (172.16.66.106:9796)","Receive Dropped (172.16.66.107:9796)","Receive Dropped (172.16.66.112:9796)","Transmit Dropped (172.16.66.106:9796)","Transmit Dropped (172.16.66.107:9796)","Transmit Dropped (172.16.66.112:9796)","Transmit Total (172.16.66.106:9796)","Transmit Total (172.16.66.107:9796)","Transmit Total (172.16.66.112:9796)"
2023-02-22 11:00:00,0,0,0,187,130,133,0,0,0,0,0,0,0,0,0,187,132,149
2023-02-22 11:02:00,0,0,0,274,200,167,0,0,0,0,0,0,0,0,0,278,200,191
2023-02-22 11:04:00,0,0,0,187,152,139,0,0,0,0,0,0,0,0,0,187,154,156
2023-02-22 11:06:00,0,0,0,191,135,140,0,0,0,0,0,0,0,0,0,192,136,152
2023-02-22 11:08:00,0,0,0,186,133,139,0,0,0,0,0,0,0,0,0,183,129,147
2023-02-22 11:10:00,0,0,0,196,131,160,0,0,0,0,0,0,0,0,0,204,128,161
2023-02-22 11:12:00,0,0,0,285,202,197,0,0,0,0,0,0,0,0,0,298,197,206
2023-02-22 11:14:00,0,0,0,235,207,158,0,0,0,0,0,0,0,0,0,223,197,168
2023-02-22 11:16:00,0,0,0,198,143,146,0,0,0,0,0,0,0,0,0,192,134,150
2023-02-22 11:18:00,0,0,0,189,135,147,0,0,0,0,0,0,0,0,0,192,131,150
2023-02-22 11:20:00,0,0,0,199,141,146,0,0,0,0,0,0,0,0,0,189,131,150
2023-02-22 11:22:00,0,0,0,283,227,174,0,0,0,0,0,0,0,0,0,291,208,191
2023-02-22 11:24:00,0,0,0,251,196,154,0,0,0,0,0,0,0,0,0,250,195,178
2023-02-22 11:26:00,0,0,0,192,137,142,0,0,0,0,0,0,0,0,0,195,136,152
2023-02-22 11:28:00,0,0,0,188,133,141,0,0,0,0,0,0,0,0,0,193,133,152
2023-02-22 11:30:00,0,0,0,180,129,128,0,0,0,0,0,0,0,0,0,182,131,145
2023-02-22 11:32:00,0,0,0,271,197,165,0,0,0,0,0,0,0,0,0,275,197,190
2023-02-22 11:34:00,0,0,0,267,193,157,0,0,0,0,0,0,0,0,0,267,194,185
2023-02-22 11:36:00,0,0,0,204,134,167,0,0,0,0,0,0,0,0,0,216,134,168
2023-02-22 11:38:00,0,0,0,199,133,166,0,0,0,0,0,0,0,0,0,209,130,166
2023-02-22 11:40:00,0,0,0,196,135,142,0,0,0,0,0,0,0,0,0,203,127,150
2023-02-22 11:42:00,0,0,0,306,246,189,0,0,0,0,0,0,0,0,0,338,211,204
2023-02-22 11:44:00,0,0,0,277,204,164,0,0,0,0,0,0,0,0,0,272,199,187
2023-02-22 11:46:00,0,0,0,219,218,176,0,0,0,0,0,0,0,0,0,299,156,159
2023-02-22 11:48:00,0,0,0,211,200,183,0,0,0,0,0,0,0,0,0,294,148,163
2023-02-22 11:50:00,0,0,0,205,155,146,0,0,0,0,0,0,0,0,0,221,144,159
2023-02-22 11:52:00,0,0,0,289,174,197,0,0,0,0,0,0,0,0,0,302,173,208
2023-02-22 11:54:00,0,0,0,277,197,181,0,0,0,0,0,0,0,0,0,283,197,196
2023-02-22 11:56:00,0,0,0,195,137,144,0,0,0,0,0,0,0,0,0,195,135,153
2023-02-22 11:58:00,0,0,0,190,131,144,0,0,0,0,0,0,0,0,0,191,130,153
2023-02-22 12:00:00,0,0,0,181,128,129,0,0,0,0,0,0,0,0,0,181,129,145
2023-02-22 12:02:00,0,0,0,254,148,152,0,0,0,0,0,0,0,0,0,259,148,173
2023-02-22 12:04:00,0,0,0,267,200,156,0,0,0,0,0,0,0,0,0,267,199,182
2023-02-22 12:06:00,0,0,0,189,129,138,0,0,0,0,0,0,0,0,0,190,128,150
2023-02-22 12:08:00,0,0,0,188,130,140,0,0,0,0,0,0,0,0,0,191,129,152
2023-02-22 12:10:00,0,0,0,184,129,132,0,0,0,0,0,0,0,0,0,183,128,146
2023-02-22 12:12:00,0,0,0,236,132,153,0,0,0,0,0,0,0,0,0,239,131,168
2023-02-22 12:14:00,0,0,0,268,199,157,0,0,0,0,0,0,0,0,0,267,198,183
2023-02-22 12:16:00,0,0,0,194,130,161,0,0,0,0,0,0,0,0,0,203,129,161
2023-02-22 12:18:00,0,0,0,197,131,166,0,0,0,0,0,0,0,0,0,206,129,165
