"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","falco","kube-system","longhorn-system","sock-shop"
2023-03-20 13:00:00,70954,7072,1264629,29551,539,68579,0,1090,737961,13622,2023
2023-03-20 13:04:00,4341,6883,1057258,25089,496,68751,0,243,646817,11868,2024
2023-03-20 13:08:00,4365,6879,1086335,25362,556,63775,0,211,648498,11908,2013
2023-03-20 13:12:00,4290,6844,1231693,25529,500,68742,1.11,218,794979,12365,7894
2023-03-20 13:16:00,4875,7807,943294,43756,541,68336,0,8304,659399,15331,2003
2023-03-20 13:20:00,4219,6751,918991,24878,537,68318,0,225,562407,11969,2020
2023-03-20 13:24:00,4431,6941,1016769,25254,528,75935,0,215,642861,12025,2025
2023-03-20 13:28:00,4406,6940,1019906,25228,517,68688,0,218,610793,11798,2047
2023-03-20 13:32:00,4318,6962,1534476,25158,520,68370,1.04,191,1127558,11968,5173
2023-03-20 13:36:00,11238,8570,1143517,49203,542,70918,0,3107,706342,15340,2007
2023-03-20 13:40:00,4271,6971,830188,24841,494,67351,0,215,553737,11954,1985
2023-03-20 13:44:00,4273,6968,1016266,25386,479,71545,0,4061,586106,12110,2010
2023-03-20 13:48:00,4293,7040,1058246,25006,498,65031,0,838,651255,12042,2030
2023-03-20 13:52:00,4521,6905,1079629,31750,577,75708,0,1398,661633,13725,2026
2023-03-20 13:56:00,4586,8205,1277277,38910,500,68296,0,433,832563,12597,8344
2023-03-20 14:00:00,4407,6937,866709,24895,532,69266,0,809,566840,11991,2017
2023-03-20 14:04:00,4226,6923,838168,24980,543,73194,0,220,528180,12002,2010
2023-03-20 14:08:00,4295,6995,1036980,25266,553,63228,0,224,599946,11982,2018
2023-03-20 14:12:00,4946,6858,1069744,34920,598,72223,0.858,2093,654166,15128,2017
2023-03-20 14:16:00,4370,8111,1623873,35589,485,68870,0,210,1077258,11973,7966
2023-03-20 14:20:00,4302,6916,1139152,25123,590,63384,0,4009,616065,12059,2024
2023-03-20 14:24:00,4396,6918,852520,24974,543,69353,0,237,505701,11817,1982
2023-03-20 14:28:00,4281,6981,861560,26572,540,70036,0,592,592647,12259,2013
2023-03-20 14:32:00,4873,7008,1061797,33394,528,72277,0,1683,615763,14109,2029
2023-03-20 14:36:00,10301,8402,1099748,43284,497,68953,0,196,671672,12005,2018
2023-03-20 14:40:00,4283,6939,1036040,25124,563,69608,0,229,623070,12092,2008
2023-03-20 14:44:00,4354,6920,958906,24832,512,63614,0,3581,621324,12125,1985
2023-03-20 14:48:00,4879,6942,1138327,32760,555,70103,0,1715,766354,14528,8902
2023-03-20 14:52:00,4275,6893,999497,27016,497,69546,0,5442,555624,12198,2050
2023-03-20 14:56:00,4407,8216,1059197,35493,502,69353,0,232,632577,12005,2023
2023-03-20 15:00:00,4274,6935,1069670,24895,551,69193,0,221,639130,11870,2001
2023-03-20 15:04:00,4302,6944,1001457,25280,528,69659,0,203,634356,11956,2019
2023-03-20 15:08:00,4965,6932,1469673,33334,501,65317,0,2369,1071826,15146,6032
2023-03-20 15:12:00,4417,6988,880633,26059,520,70833,0,8840,563891,11966,2024
2023-03-20 15:16:00,4329,8027,1107606,34933,526,67428,0,214,655813,11861,2022
2023-03-20 15:20:00,4273,6937,1044294,25573,517,69207,0,213,653147,11928,2000
2023-03-20 15:24:00,4385,6804,1076993,26652,559,65393,1.28,4617,648507,12834,2030
2023-03-20 15:28:00,76501,6855,1197528,29887,567,68385,0,1838,759710,13816,2032
2023-03-20 15:32:00,4300,6980,883267,25468,564,69962,0,1587,582159,11966,2006
2023-03-20 15:36:00,9979,8165,941308,39736,544,67628,0,236,585045,11942,1997
2023-03-20 15:40:00,4435,6873,1408362,24808,527,62348,0,220,945415,11802,8033
2023-03-20 15:44:00,5018,6907,1127161,34013,549,73090,0,1879,676408,15100,1999
2023-03-20 15:48:00,4282,6952,1014187,25107,487,66363,0,185,652283,11805,2038
2023-03-20 15:52:00,4338,6948,1007632,25847,515,60989,0,5126,625239,11836,2014
2023-03-20 15:56:00,4237,7886,950299,33238,519,68360,0,209,557964,11932,2017
2023-03-20 16:00:00,4354,6864,1359453,25186,560,67546,0,243,875329,12015,3943
2023-03-20 16:04:00,4866,6850,1115240,34185,539,68619,0,2369,670420,14995,2007
2023-03-20 16:08:00,4332,6969,988506,24926,528,68314,0,193,611354,11872,2008
2023-03-20 16:12:00,4354,6847,1058264,24961,552,73649,0,216,625851,11734,2029
