"Time","Receive Errors","Receive Total","Transmit Errors","Receive Dropped","Transmit Dropped","Transmit Total"
2023-03-21 20:30:00,0,669,0,0.239,0,606
2023-03-21 20:32:00,0,771,0,0.233,0,749
2023-03-21 20:34:00,0,668,0,0.161,0,664
2023-03-21 20:36:00,0,611,0,0.178,0,601
2023-03-21 20:38:00,0,655,0,0.156,0,610
2023-03-21 20:40:00,0,609,0,0.189,0,597
2023-03-21 20:42:00,0,741,0,0.233,0,747
2023-03-21 20:44:00,0,710,0,0.233,0,691
2023-03-21 20:46:00,0,604,0,0.233,0,599
2023-03-21 20:48:00,0,623,0,0.228,0,608
2023-03-21 20:50:00,0,636,0,0.233,0,631
2023-03-21 20:52:00,0,869,0,0.233,0,869
2023-03-21 20:54:00,0,1264,0,0.239,0,1286
2023-03-21 20:56:00,0,793,0,0.233,0,795
2023-03-21 20:58:00,0,632,0,0.233,0,604
2023-03-21 21:00:00,0,605,0,0.233,0,595
2023-03-21 21:02:00,0,586,0,0.233,0,585
2023-03-21 21:04:00,0,752,0,0.233,0,754
2023-03-21 21:06:00,0,739,0,0.239,0,742
2023-03-21 21:08:00,0,603,0,0.233,0,606
2023-03-21 21:10:00,0,591,0,0.233,0,586
2023-03-21 21:12:00,0,576,0,0.233,0,580
2023-03-21 21:14:00,0,751,0,0.233,0,758
2023-03-21 21:16:00,0,754,0,0.233,0,752
2023-03-21 21:18:00,0,603,0,0.233,0,600
2023-03-21 21:20:00,0,598,0,0.233,0,589
2023-03-21 21:22:00,0,594,0,0.233,0,589
2023-03-21 21:24:00,0,763,0,0.233,0,750
2023-03-21 21:26:00,0,810,0,0.233,0,796
2023-03-21 21:28:00,0,612,0,0.233,0,611
2023-03-21 21:30:00,0,605,0,0.233,0,587
2023-03-21 21:32:00,0,595,0,0.233,0,591
2023-03-21 21:34:00,0,702,0,0.233,0,699
2023-03-21 21:36:00,0,755,0,0.233,0,753
2023-03-21 21:38:00,0,636,0,0.233,0,641
2023-03-21 21:40:00,0,645,0,0.228,0,625
2023-03-21 21:42:00,0,590,0,0.233,0,595
2023-03-21 21:44:00,0,700,0,0.233,0,688
2023-03-21 21:46:00,0,1175,0,0.233,0,1192
2023-03-21 21:48:00,0,965,0,0.183,0,995
2023-03-21 21:50:00,0,608,0,0.211,0,593
2023-03-21 21:52:00,0,590,0,0.233,0,594
2023-03-21 21:54:00,0,604,0,0.239,0,588
2023-03-21 21:56:00,0,648,0,0.183,0,626
2023-03-21 21:58:00,0,754,0,0.194,0,757
2023-03-21 22:00:00,0,636,0,0.211,0,589
2023-03-21 22:02:00,0,620,0,0.206,0,592
2023-03-21 22:04:00,0,643,0,0.233,0,615
2023-03-21 22:06:00,0,657,0,0.233,0,630
2023-03-21 22:08:00,0,752,0,0.233,0,748
2023-03-21 22:10:00,0,625,0,0.233,0,589
2023-03-21 22:12:00,0,612,0,0.233,0,597
2023-03-21 22:14:00,0,630,0,0.233,0,588
2023-03-21 22:16:00,0,617,0,0.233,0,607
2023-03-21 22:18:00,0,748,0,0.233,0,752
2023-03-21 22:20:00,0,606,0,0.233,0,595
2023-03-21 22:22:00,0,624,0,0.233,0,633
2023-03-21 22:24:00,0,634,0,0.233,0,620
2023-03-21 22:26:00,0,620,0,0.233,0,615
2023-03-21 22:28:00,0,745,0,0.233,0,751
2023-03-21 22:30:00,0,597,0,0.233,0,585
2023-03-21 22:32:00,0,584,0,0.233,0,589
2023-03-21 22:34:00,0,581,0,0.233,0,581
2023-03-21 22:36:00,0,595,0,0.233,0,598
2023-03-21 22:38:00,0,741,0,0.233,0,754
2023-03-21 22:40:00,0,626,0,0.233,0,613
2023-03-21 22:42:00,0,582,0,0.233,0,581
2023-03-21 22:44:00,0,584,0,0.233,0,579
2023-03-21 22:46:00,0,603,0,0.233,0,601
2023-03-21 22:48:00,0,741,0,0.233,0,752
