"Time","Total"
2023-03-21 20:30:00,0.0931
2023-03-21 20:32:00,0.0935
2023-03-21 20:34:00,0.0784
2023-03-21 20:36:00,0.0952
2023-03-21 20:38:00,0.0949
2023-03-21 20:40:00,0.0941
2023-03-21 20:42:00,0.101
2023-03-21 20:44:00,0.0816
2023-03-21 20:46:00,0.0920
2023-03-21 20:48:00,0.0918
2023-03-21 20:50:00,0.0944
2023-03-21 20:52:00,0.102
2023-03-21 20:54:00,0.0975
2023-03-21 20:56:00,0.0922
2023-03-21 20:58:00,0.0858
2023-03-21 21:00:00,0.0955
2023-03-21 21:02:00,0.0941
2023-03-21 21:04:00,0.0960
2023-03-21 21:06:00,0.0962
2023-03-21 21:08:00,0.0770
2023-03-21 21:10:00,0.0905
2023-03-21 21:12:00,0.0943
2023-03-21 21:14:00,0.101
2023-03-21 21:16:00,0.0945
2023-03-21 21:18:00,0.0857
2023-03-21 21:20:00,0.0905
2023-03-21 21:22:00,0.0829
2023-03-21 21:24:00,0.103
2023-03-21 21:26:00,0.0949
2023-03-21 21:28:00,0.0892
2023-03-21 21:30:00,0.0925
2023-03-21 21:32:00,0.0788
2023-03-21 21:34:00,0.0964
2023-03-21 21:36:00,0.0980
2023-03-21 21:38:00,0.0967
2023-03-21 21:40:00,0.0940
2023-03-21 21:42:00,0.0838
2023-03-21 21:44:00,0.0951
2023-03-21 21:46:00,0.0983
2023-03-21 21:48:00,0.0983
2023-03-21 21:50:00,0.0940
2023-03-21 21:52:00,0.0888
2023-03-21 21:54:00,0.0925
2023-03-21 21:56:00,0.0831
2023-03-21 21:58:00,0.0906
2023-03-21 22:00:00,0.0948
2023-03-21 22:02:00,0.0951
2023-03-21 22:04:00,0.0933
2023-03-21 22:06:00,0.0828
2023-03-21 22:08:00,0.0914
2023-03-21 22:10:00,0.0927
2023-03-21 22:12:00,0.0990
2023-03-21 22:14:00,0.0931
2023-03-21 22:16:00,0.0787
2023-03-21 22:18:00,0.0919
2023-03-21 22:20:00,0.0906
2023-03-21 22:22:00,0.0954
2023-03-21 22:24:00,0.0952
2023-03-21 22:26:00,0.0874
2023-03-21 22:28:00,0.0896
2023-03-21 22:30:00,0.0839
2023-03-21 22:32:00,0.0959
2023-03-21 22:34:00,0.0930
2023-03-21 22:36:00,0.100
2023-03-21 22:38:00,0.0924
2023-03-21 22:40:00,0.0782
2023-03-21 22:42:00,0.0938
2023-03-21 22:44:00,0.0934
2023-03-21 22:46:00,0.0965
2023-03-21 22:48:00,0.0977
2023-03-21 22:50:00,0.0771
2023-03-21 22:52:00,0.0912
2023-03-21 22:54:00,0.0936
2023-03-21 22:56:00,0.0946
2023-03-21 22:58:00,0.0937
2023-03-21 23:00:00,0.0912
2023-03-21 23:02:00,0.0928
2023-03-21 23:04:00,0.0851
2023-03-21 23:06:00,0.0987
2023-03-21 23:08:00,0.0962
2023-03-21 23:10:00,0.0927
2023-03-21 23:12:00,0.0953
2023-03-21 23:14:00,0.0899
2023-03-21 23:16:00,0.0925
2023-03-21 23:18:00,0.101
2023-03-21 23:20:00,0.0958
2023-03-21 23:22:00,0.0928
2023-03-21 23:24:00,0.0818
2023-03-21 23:26:00,0.0939
2023-03-21 23:28:00,0.0900
2023-03-21 23:30:00,0.0997
2023-03-21 23:32:00,0.0930
2023-03-21 23:34:00,0.0901
2023-03-21 23:36:00,0.0954
2023-03-21 23:38:00,0.0860
2023-03-21 23:40:00,0.0923
2023-03-21 23:42:00,0.0952
2023-03-21 23:44:00,0.0949
2023-03-21 23:46:00,0.0947
2023-03-21 23:48:00,0.0873
2023-03-21 23:50:00,0.0929
2023-03-21 23:52:00,0.0855
2023-03-21 23:54:00,0.0981
2023-03-21 23:56:00,0.0967
2023-03-21 23:58:00,0.0989
2023-03-22 00:00:00,0.0950
2023-03-22 00:02:00,0.0791
