"Time","Transmit Total","Receive Total"
2023-03-21 20:30:00,575069,456556
2023-03-21 20:32:00,649273,541140
2023-03-21 20:34:00,603974,486699
2023-03-21 20:36:00,546196,441116
2023-03-21 20:38:00,563843,470228
2023-03-21 20:40:00,550101,433559
2023-03-21 20:42:00,648808,542464
2023-03-21 20:44:00,623872,495512
2023-03-21 20:46:00,549026,442719
2023-03-21 20:48:00,563079,464919
2023-03-21 20:50:00,607594,467100
2023-03-21 20:52:00,741511,656216
2023-03-21 20:54:00,1046777,913135
2023-03-21 20:56:00,689497,568029
2023-03-21 20:58:00,565798,469630
2023-03-21 21:00:00,564277,447647
2023-03-21 21:02:00,545545,448345
2023-03-21 21:04:00,666132,548843
2023-03-21 21:06:00,645560,536047
2023-03-21 21:08:00,578589,473449
2023-03-21 21:10:00,547563,441016
2023-03-21 21:12:00,537730,437120
2023-03-21 21:14:00,693948,556458
2023-03-21 21:16:00,659830,559660
2023-03-21 21:18:00,564002,446419
2023-03-21 21:20:00,543807,436354
2023-03-21 21:22:00,555055,457787
2023-03-21 21:24:00,700080,579759
2023-03-21 21:26:00,739409,624046
2023-03-21 21:28:00,588076,460386
2023-03-21 21:30:00,543289,435625
2023-03-21 21:32:00,555852,449133
2023-03-21 21:34:00,610348,511636
2023-03-21 21:36:00,653112,553419
2023-03-21 21:38:00,609708,468160
2023-03-21 21:40:00,595200,472239
2023-03-21 21:42:00,554271,434136
2023-03-21 21:44:00,604718,513329
2023-03-21 21:46:00,972985,885493
2023-03-21 21:48:00,831100,697994
2023-03-21 21:50:00,548362,450859
2023-03-21 21:52:00,555296,435278
2023-03-21 21:54:00,539390,433129
2023-03-21 21:56:00,573095,482192
2023-03-21 21:58:00,655772,543470
2023-03-21 22:00:00,546688,452969
2023-03-21 22:02:00,554933,438063
2023-03-21 22:04:00,585612,458610
2023-03-21 22:06:00,602521,500562
2023-03-21 22:08:00,651314,541230
2023-03-21 22:10:00,543247,448754
2023-03-21 22:12:00,554608,434144
2023-03-21 22:14:00,542783,445337
2023-03-21 22:16:00,566201,449569
2023-03-21 22:18:00,647308,538416
2023-03-21 22:20:00,548824,453545
2023-03-21 22:22:00,607583,463755
2023-03-21 22:24:00,590217,473774
2023-03-21 22:26:00,594849,464958
2023-03-21 22:28:00,652821,543846
2023-03-21 22:30:00,545404,448976
2023-03-21 22:32:00,553986,436377
2023-03-21 22:34:00,537985,443205
2023-03-21 22:36:00,567230,447525
2023-03-21 22:38:00,656442,546638
2023-03-21 22:40:00,568701,463451
2023-03-21 22:42:00,544508,430790
2023-03-21 22:44:00,536404,442770
2023-03-21 22:46:00,568386,449262
2023-03-21 22:48:00,658947,557629
2023-03-21 22:50:00,579135,459390
2023-03-21 22:52:00,594473,460682
2023-03-21 22:54:00,536597,443001
2023-03-21 22:56:00,561465,441823
2023-03-21 22:58:00,661501,562429
2023-03-21 23:00:00,592965,467830
2023-03-21 23:02:00,548893,437705
2023-03-21 23:04:00,545338,449153
2023-03-21 23:06:00,569674,453270
2023-03-21 23:08:00,666532,565562
2023-03-21 23:10:00,599928,471249
2023-03-21 23:12:00,548709,436405
2023-03-21 23:14:00,623317,638241
2023-03-21 23:16:00,596028,627040
2023-03-21 23:18:00,662933,563636
2023-03-21 23:20:00,611969,483643
2023-03-21 23:22:00,553105,448976
2023-03-21 23:24:00,547927,433243
2023-03-21 23:26:00,550308,440405
2023-03-21 23:28:00,664403,560822
2023-03-21 23:30:00,634018,504619
2023-03-21 23:32:00,554449,453586
2023-03-21 23:34:00,548698,431520
2023-03-21 23:36:00,548550,439797
2023-03-21 23:38:00,729456,598489
2023-03-21 23:40:00,667006,529424
2023-03-21 23:42:00,552553,452432
2023-03-21 23:44:00,550682,434503
2023-03-21 23:46:00,553043,450286
2023-03-21 23:48:00,672932,552816
2023-03-21 23:50:00,630726,518075
2023-03-21 23:52:00,574297,465429
2023-03-21 23:54:00,625510,476173
2023-03-21 23:56:00,563456,464454
2023-03-21 23:58:00,673805,550952
2023-03-22 00:00:00,634985,525061
2023-03-22 00:02:00,563291,458723
2023-03-22 00:04:00,541874,435387
2023-03-22 00:06:00,546491,450188
2023-03-22 00:08:00,676797,553597
2023-03-22 00:10:00,641459,540100
2023-03-22 00:12:00,555065,433836
2023-03-22 00:14:00,589143,459537
2023-03-22 00:16:00,550028,454742
2023-03-22 00:18:00,669162,549777
2023-03-22 00:20:00,647951,552852
2023-03-22 00:22:00,561931,441885
2023-03-22 00:24:00,546623,440187
2023-03-22 00:26:00,554067,458335
2023-03-22 00:28:00,661993,547345
2023-03-22 00:30:00,644644,548069
2023-03-22 00:32:00,561348,442107
2023-03-22 00:34:00,545638,438334
2023-03-22 00:36:00,561598,448663
2023-03-22 00:38:00,679101,555590
2023-03-22 00:40:00,708275,580657
2023-03-22 00:42:00,557574,437014
2023-03-22 00:44:00,552320,597733
2023-03-22 00:46:00,565927,448584
2023-03-22 00:48:00,621380,527970
2023-03-22 00:50:00,966644,883940
2023-03-22 00:52:00,819441,693350
2023-03-22 00:54:00,555457,459446
2023-03-22 00:56:00,609713,468613
2023-03-22 00:58:00,551563,442562
2023-03-22 01:00:00,577685,475757
