"Time","Read","Write"
2023-03-21 20:30:00,501,730362
2023-03-21 20:32:00,0,1127219
2023-03-21 20:34:00,0,901257
2023-03-21 20:36:00,0,914409
2023-03-21 20:38:00,0,1088398
2023-03-21 20:40:00,15792,729042
2023-03-21 20:42:00,0,1056846
2023-03-21 20:44:00,0,847330
2023-03-21 20:46:00,0,950864
2023-03-21 20:48:00,0,1081890
2023-03-21 20:50:00,0,713933
2023-03-21 20:52:00,0,1039747
2023-03-21 20:54:00,0,822795
2023-03-21 20:56:00,0,957235
2023-03-21 20:58:00,0,1075610
2023-03-21 21:00:00,0,717164
2023-03-21 21:02:00,0,1432189
2023-03-21 21:04:00,0,1176553
2023-03-21 21:06:00,228,956826
2023-03-21 21:08:00,0,1075628
2023-03-21 21:10:00,910,741649
2023-03-21 21:12:00,0,1063276
2023-03-21 21:14:00,0,822795
2023-03-21 21:16:00,0,957937
2023-03-21 21:18:00,0,1065485
2023-03-21 21:20:00,0,718711
2023-03-21 21:22:00,0,1064414
2023-03-21 21:24:00,0,995647
2023-03-21 21:26:00,410,1176053
2023-03-21 21:28:00,410,1074927
2023-03-21 21:30:00,0,739055
2023-03-21 21:32:00,0,1127037
2023-03-21 21:34:00,0,882642
2023-03-21 21:36:00,0,972117
2023-03-21 21:38:00,728,1078932
2023-03-21 21:40:00,728,715636
2023-03-21 21:42:00,774,1116297
2023-03-21 21:44:00,0,910268
2023-03-21 21:46:00,0,938940
2023-03-21 21:48:00,0,1049850
2023-03-21 21:50:00,0,719531
2023-03-21 21:52:00,0,1100550
2023-03-21 21:54:00,0,839953
2023-03-21 21:56:00,455,960330
2023-03-21 21:58:00,455,1089809
2023-03-21 22:00:00,0,722807
2023-03-21 22:02:00,0,2191800
2023-03-21 22:04:00,0,858340
2023-03-21 22:06:00,0,949771
2023-03-21 22:08:00,0,1072196
2023-03-21 22:10:00,0,704102
2023-03-21 22:12:00,0,1068100
2023-03-21 22:14:00,0,874815
2023-03-21 22:16:00,0,952183
2023-03-21 22:18:00,0,1153070
2023-03-21 22:20:00,0,741740
2023-03-21 22:22:00,137,1064141
2023-03-21 22:24:00,137,807761
2023-03-21 22:26:00,1820,948588
2023-03-21 22:28:00,0,1080618
2023-03-21 22:30:00,0,733138
2023-03-21 22:32:00,0,1124716
2023-03-21 22:34:00,0,924285
2023-03-21 22:36:00,0,926333
2023-03-21 22:38:00,0,1041567
2023-03-21 22:40:00,0,717975
2023-03-21 22:42:00,0,1075154
2023-03-21 22:44:00,319,871583
2023-03-21 22:46:00,0,929610
2023-03-21 22:48:00,0,1051065
2023-03-21 22:50:00,0,712553
2023-03-21 22:52:00,0,1087579
2023-03-21 22:54:00,0,855290
2023-03-21 22:56:00,0,989867
2023-03-21 22:58:00,0,1098164
2023-03-21 23:00:00,0,734698
2023-03-21 23:02:00,0,1444614
2023-03-21 23:04:00,0,1241225
2023-03-21 23:06:00,0,924103
2023-03-21 23:08:00,0,1064092
2023-03-21 23:10:00,0,731364
2023-03-21 23:12:00,0,1065870
2023-03-21 23:14:00,617433,1685389
2023-03-21 23:16:00,616949,1764557
2023-03-21 23:18:00,0,1057951
2023-03-21 23:20:00,0,746109
2023-03-21 23:22:00,0,1075279
2023-03-21 23:24:00,0,853652
2023-03-21 23:26:00,0,1049759
2023-03-21 23:28:00,0,1148746
2023-03-21 23:30:00,0,756213
2023-03-21 23:32:00,0,1115523
2023-03-21 23:34:00,1456,851285
2023-03-21 23:36:00,1456,951410
2023-03-21 23:38:00,0,1083775
2023-03-21 23:40:00,0,753527
2023-03-21 23:42:00,0,1078340
2023-03-21 23:44:00,0,895568
2023-03-21 23:46:00,0,940603
2023-03-21 23:48:00,0,1067813
2023-03-21 23:50:00,0,709564
2023-03-21 23:52:00,0,1073926
2023-03-21 23:54:00,0,855336
2023-03-21 23:56:00,0,951683
2023-03-21 23:58:00,0,1076383
2023-03-22 00:00:00,0,734458
2023-03-22 00:02:00,19160,9594607
2023-03-22 00:04:00,0,844823
2023-03-22 00:06:00,0,943445
2023-03-22 00:08:00,0,1077885
2023-03-22 00:10:00,0,716952
2023-03-22 00:12:00,0,1080934
2023-03-22 00:14:00,0,860297
2023-03-22 00:16:00,0,941579
2023-03-22 00:18:00,0,1129995
2023-03-22 00:20:00,0,740557
2023-03-22 00:22:00,0,1059135
2023-03-22 00:24:00,865,840590
2023-03-22 00:26:00,0,981993
2023-03-22 00:28:00,0,1074244
2023-03-22 00:30:00,0,711976
2023-03-22 00:32:00,0,1117480
2023-03-22 00:34:00,0,884918
2023-03-22 00:36:00,0,970731
2023-03-22 00:38:00,0,1091634
2023-03-22 00:40:00,0,719303
2023-03-22 00:42:00,0,1064550
2023-03-22 00:44:00,654814,1630390
2023-03-22 00:46:00,0,982585
2023-03-22 00:48:00,0,1104691
2023-03-22 00:50:00,0,706014
2023-03-22 00:52:00,1411,1081238
2023-03-22 00:54:00,0,838087
2023-03-22 00:56:00,0,977351
2023-03-22 00:58:00,0,1084575
2023-03-22 01:00:00,0,730801
2023-03-22 01:02:00,0,1470009
2023-03-22 01:04:00,0,1201584
2023-03-22 01:06:00,0,922055
2023-03-22 01:08:00,0,1084803
2023-03-22 01:10:00,0,762129
2023-03-22 01:12:00,0,1064596
2023-03-22 01:14:00,0,869535
2023-03-22 01:16:00,0,967020
2023-03-22 01:18:00,0,1072469
2023-03-22 01:20:00,364,723581
2023-03-22 01:22:00,364,1052171
2023-03-22 01:24:00,0,856292
2023-03-22 01:26:00,0,943627
2023-03-22 01:28:00,0,1071878
2023-03-22 01:30:00,0,704922
2023-03-22 01:32:00,592,1119255
2023-03-22 01:34:00,474631,939846
2023-03-22 01:36:00,835994,4306534
2023-03-22 01:38:00,0,1087989
2023-03-22 01:40:00,0,723190
2023-03-22 01:42:00,0,1118820
2023-03-22 01:44:00,0,893429
2023-03-22 01:46:00,0,953776
2023-03-22 01:48:00,0,1076065
2023-03-22 01:50:00,0,715799
2023-03-22 01:52:00,0,1070330
2023-03-22 01:54:00,0,872311
2023-03-22 01:56:00,0,933069
2023-03-22 01:58:00,0,1033876
2023-03-22 02:00:00,0,719804
2023-03-22 02:02:00,45.5,2190177
2023-03-22 02:04:00,45.5,856292
2023-03-22 02:06:00,0,1010029
2023-03-22 02:08:00,0,1195031
2023-03-22 02:10:00,410,713933
2023-03-22 02:12:00,410,1183289
2023-03-22 02:14:00,0,1018814
2023-03-22 02:16:00,0,876045
2023-03-22 02:18:00,0,1127083
2023-03-22 02:20:00,410,734322
2023-03-22 02:22:00,410,1097182
2023-03-22 02:24:00,0,967111
2023-03-22 02:26:00,0,839452
2023-03-22 02:28:00,728,1063868
2023-03-22 02:30:00,592,739210
2023-03-22 02:32:00,0,1120875
2023-03-22 02:34:00,0,1004931
2023-03-22 02:36:00,0,870810
2023-03-22 02:38:00,0,1111518
2023-03-22 02:40:00,0,710702
2023-03-22 02:42:00,0,1068419
2023-03-22 02:44:00,0,957372
2023-03-22 02:46:00,0,814057
2023-03-22 02:48:00,0,1087650
2023-03-22 02:50:00,0,741695
2023-03-22 02:52:00,0,1070694
2023-03-22 02:54:00,0,951546
2023-03-22 02:56:00,0,827011
2023-03-22 02:58:00,0,1063640
2023-03-22 03:00:00,0,713887
2023-03-22 03:02:00,0,1420311
2023-03-22 03:04:00,0,1324419
2023-03-22 03:06:00,0,849784
2023-03-22 03:08:00,0,1082527
2023-03-22 03:10:00,0,742377
2023-03-22 03:12:00,0,1053901
2023-03-22 03:14:00,228,977442
2023-03-22 03:16:00,228,868807
2023-03-22 03:18:00,0,1060955
2023-03-22 03:20:00,0,707971
2023-03-22 03:22:00,0,1058679
2023-03-22 03:24:00,0,971298
2023-03-22 03:26:00,0,793168
2023-03-22 03:28:00,0,1074199
2023-03-22 03:30:00,0,737553
2023-03-22 03:32:00,0,1098365
2023-03-22 03:34:00,0,968340
2023-03-22 03:36:00,0,834719
2023-03-22 03:38:00,0,1070649
2023-03-22 03:40:00,0,733184
2023-03-22 03:42:00,0,1106284
2023-03-22 03:44:00,0,1019540
