"Time","Read (192.168.0.211:9796)","Read (192.168.0.221:9796)","Read (192.168.0.222:9796)","Write (192.168.0.211:9796)","Write (192.168.0.221:9796)","Write (192.168.0.222:9796)"
2023-03-23 03:00:00,3550,0,7145,3532299,2605329,3010332
2023-03-23 03:02:00,319,0,0,1104464,453518,263282
2023-03-23 03:04:00,0,0,0,862071,395674,267787
2023-03-23 03:06:00,0,0,0,842774,153418,84150
2023-03-23 03:08:00,0,0,0,984769,177812,176720
2023-03-23 03:10:00,0,0,0,751070,83285,84924
2023-03-23 03:12:00,0,0,0,939668,174581,177994
2023-03-23 03:14:00,0,0,0,918005,111002,183273
2023-03-23 03:16:00,0,0,0,799994,156649,89566
2023-03-23 03:18:00,0,0,0,935526,183364,176492
2023-03-23 03:20:00,0,0,0,755621,90191,93161
2023-03-23 03:22:00,0,0,0,951000,177129,170303
2023-03-23 03:24:00,0,0,0,860251,114142,185367
2023-03-23 03:26:00,0,0,0,741513,151142,85197
2023-03-23 03:28:00,0,0,0,917504,183228,184719
2023-03-23 03:30:00,0,0,0,750410,95437,96302
2023-03-23 03:32:00,0,0,0,930384,171304,229649
2023-03-23 03:34:00,0,0,0,943855,123335,232380
2023-03-23 03:36:00,0,0,0,847963,152417,82967
2023-03-23 03:38:00,0,0,0,932887,171895,174626
2023-03-23 03:40:00,0,0,0,761173,88155,81783
2023-03-23 03:42:00,0,0,0,932568,177084,214949
2023-03-23 03:44:00,0,0,0,865394,125201,232653
2023-03-23 03:46:00,0,0,0,821612,178859,101672
2023-03-23 03:48:00,0,0,410,900164,204436,181316
2023-03-23 03:50:00,0,0,410,748658,94254,96893
2023-03-23 03:52:00,0,0,0,926106,183319,172351
2023-03-23 03:54:00,0,0,0,910571,117737,171213
2023-03-23 03:56:00,0,0,0,802133,168391,79417
2023-03-23 03:58:00,0,0,91.0,922692,184183,177311
2023-03-23 04:00:00,0,0,0,786022,96484,88383
2023-03-23 04:02:00,0,0,0,943991,857611,586001
2023-03-23 04:04:00,0,0,0,900164,119467,226145
2023-03-23 04:06:00,0,0,546,790460,149322,90931
2023-03-23 04:08:00,0,0,0,959602,179773,181908
2023-03-23 04:10:00,0,0,0,771914,90613,91432
2023-03-23 04:12:00,0,0,0,941397,167526,180452
2023-03-23 04:14:00,0,0,0,846097,102992,176310
2023-03-23 04:16:00,0,0,0,849920,155193,83711
2023-03-23 04:18:00,0,0,501,961032,186732,180770
2023-03-23 04:20:00,0,0,1593,753755,100170,106724
2023-03-23 04:22:00,0,0,0,959329,177402,170439
2023-03-23 04:24:00,0,0,0,864575,125156,177402
2023-03-23 04:26:00,0,0,0,837313,156649,95391
2023-03-23 04:28:00,0,0,0,947905,170303,185321
2023-03-23 04:30:00,0,0,228,765224,83649,93025
2023-03-23 04:32:00,0,0,0,957326,176037,221503
2023-03-23 04:34:00,0,0,0,865894,124473,230150
2023-03-23 04:36:00,0,0,0,777648,149641,88610
2023-03-23 04:38:00,0,0,0,956188,173670,176174
2023-03-23 04:40:00,0,0,273,793168,95619,89719
2023-03-23 04:42:00,0,0,0,933842,176993,172032
2023-03-23 04:44:00,0,0,0,881596,113505,190009
2023-03-23 04:46:00,0,0,0,811190,145772,90340
2023-03-23 04:48:00,0,0,0,945129,179541,170348
2023-03-23 04:50:00,0,0,0,758215,93753,85151
2023-03-23 04:52:00,0,0,0,925150,169392,173397
2023-03-23 04:54:00,0,0,0,847599,111912,177539
2023-03-23 04:56:00,0,0,0,800814,146417,75275
2023-03-23 04:58:00,0,0,455,926743,178631,177724
2023-03-23 05:00:00,0,0,455,750478,86972,92570
2023-03-23 05:02:00,0,0,0,939395,452335,268516
2023-03-23 05:04:00,0,0,0,851649,401271,267878
2023-03-23 05:06:00,0,0,0,816105,160017,79781
2023-03-23 05:08:00,0,0,0,960330,184457,173261
2023-03-23 05:10:00,0,0,546,754984,93161,92479
2023-03-23 05:12:00,0,0,546,923921,179769,176583
2023-03-23 05:14:00,0,0,0,861207,123654,171804
2023-03-23 05:16:00,0,0,0,818290,163703,84514
2023-03-23 05:18:00,0,0,0,966019,186322,186596
2023-03-23 05:20:00,0,0,0,729816,91796,97940
2023-03-23 05:22:00,0,0,0,946267,177493,225052
2023-03-23 05:24:00,0,0,0,840272,108681,229740
2023-03-23 05:26:00,0,0,0,819701,152007,100534
2023-03-23 05:28:00,0,0,0,942808,181316,197063
2023-03-23 05:30:00,0,0,0,741604,99669,99760
2023-03-23 05:32:00,0,0,364,946313,188279,172305
2023-03-23 05:34:00,0,0,0,870992,123017,180224
2023-03-23 05:36:00,0,0,0,813420,151725,89427
2023-03-23 05:38:00,0,0,0,944447,179041,183774
2023-03-23 05:40:00,0,0,0,756076,96620,83558
2023-03-23 05:42:00,0,0,0,946358,175855,218362
2023-03-23 05:44:00,0,0,319,831353,118238,175855
2023-03-23 05:46:00,0,0,0,805001,155193,84423
2023-03-23 05:48:00,0,0,0,945266,185094,175536
2023-03-23 05:50:00,0,0,410,761902,98076,99032
2023-03-23 05:52:00,0,0,410,920599,183228,170212
2023-03-23 05:54:00,0,0,0,887376,124063,172169
2023-03-23 05:56:00,0,0,0,812282,148594,91068
2023-03-23 05:58:00,0,0,0,951364,176110,175958
2023-03-23 06:00:00,0,0,0,751297,95027,81920
2023-03-23 06:02:00,0,0,0,950636,2117905,1485574
2023-03-23 06:04:00,0,0,0,852378,126111,179814
2023-03-23 06:06:00,0,0,501,818654,156194,88656
2023-03-23 06:08:00,0,0,0,972026,195197,175400
2023-03-23 06:10:00,0,0,0,753072,100170,96757
2023-03-23 06:12:00,0,0,0,955187,182909,172396
2023-03-23 06:14:00,0,0,0,857839,117146,170257
2023-03-23 06:16:00,0,0,0,799903,148776,82603
2023-03-23 06:18:00,0,0,20844,949771,174581,223551
2023-03-23 06:20:00,0,0,20844,795352,95801,93434
2023-03-23 06:22:00,0,0,0,969523,178950,216860
2023-03-23 06:24:00,0,0,228,842502,113778,220820
2023-03-23 06:26:00,0,0,228,788343,153782,85970
2023-03-23 06:28:00,0,0,0,971981,178358,173716
2023-03-23 06:30:00,0,0,0,752572,86471,83422
2023-03-23 06:32:00,0,0,0,965700,173397,169165
2023-03-23 06:34:00,1001,0,0,906217,121151,180450
2023-03-23 06:36:00,0,0,0,823023,152417,83740
2023-03-23 06:38:00,0,0,0,950409,178085,174763
2023-03-23 06:40:00,0,0,0,762357,91614,91341
2023-03-23 06:42:00,0,0,0,924467,176720,169893
2023-03-23 06:44:00,0,0,0,840954,124746,177766
2023-03-23 06:46:00,0,0,45.5,805865,154328,89293
2023-03-23 06:48:00,0,0,45.5,956234,2728255,186778
2023-03-23 06:50:00,0,0,0,770185,101808,99578
2023-03-23 06:52:00,0,0,11514,966337,187733,184229
2023-03-23 06:54:00,0,0,11287,882961,117191,178586
2023-03-23 06:56:00,0,0,0,823524,149413,87245
2023-03-23 06:58:00,0,0,0,947541,178722,182272
2023-03-23 07:00:00,0,0,0,745927,92023,86016
2023-03-23 07:02:00,0,0,0,928791,457614,257229
2023-03-23 07:04:00,0,0,0,836767,398859,263464
2023-03-23 07:06:00,0,0,0,812610,156740,91659
2023-03-23 07:08:00,0,0,0,953549,183319,185412
2023-03-23 07:10:00,0,0,0,756440,92251,84924
2023-03-23 07:12:00,0,0,0,929018,173943,176811
2023-03-23 07:14:00,0,0,0,881141,108134,181771
2023-03-23 07:16:00,0,0,0,813511,155466,76959
2023-03-23 07:18:00,0,0,0,938257,187278,178222
2023-03-23 07:20:00,0,0,0,742903,101899,107452
2023-03-23 07:22:00,0,0,0,946130,180042,234931
2023-03-23 07:24:00,0,0,0,846006,123199,225508
2023-03-23 07:26:00,0,0,0,754620,166298,87609
2023-03-23 07:28:00,0,0,0,896614,188962,167162
2023-03-23 07:30:00,0,0,819,758397,97894,95573
2023-03-23 07:32:00,0,0,819,969978,184320,172715
2023-03-23 07:34:00,0,0,0,908265,112458,174126
2023-03-23 07:36:00,0,0,0,903623,158925,80373
2023-03-23 07:38:00,0,0,0,1044708,179632,176947
2023-03-23 07:40:00,0,0,0,727723,91341,100439
2023-03-23 07:42:00,0,0,0,897434,173989,222322
2023-03-23 07:44:00,0,0,0,836267,117464,228511
2023-03-23 07:46:00,0,0,0,824980,156513,79189
2023-03-23 07:48:00,0,0,0,958828,186322,177220
2023-03-23 07:50:00,0,0,137,743925,98350,92388
2023-03-23 07:52:00,0,0,0,899800,178267,162566
2023-03-23 07:54:00,0,0,0,846643,117146,171622
2023-03-23 07:56:00,0,0,0,799630,146318,85106
2023-03-23 07:58:00,0,0,137,938257,177721,174171
2023-03-23 08:00:00,0,0,137,741012,92627,83422
2023-03-23 08:02:00,0,0,0,955551,862663,618587
2023-03-23 08:04:00,0,0,0,870354,111366,222504
2023-03-23 08:06:00,0,0,0,801906,199066,87017
2023-03-23 08:08:00,0,0,0,1002701,226054,181362
2023-03-23 08:10:00,0,0,0,749465,98395,92433
2023-03-23 08:12:00,728,0,0,1000243,181544,221321
2023-03-23 08:14:00,0,0,0,902440,112367,220638
2023-03-23 08:16:00,0,0,0,803544,149914,81328
2023-03-23 08:18:00,0,0,0,939622,176765,176495
2023-03-23 08:20:00,0,0,910,771459,93161,90886
2023-03-23 08:22:00,0,0,910,967839,169529,180543
2023-03-23 08:24:00,0,0,0,833081,113960,179086
2023-03-23 08:26:00,0,0,0,810735,152235,84332
2023-03-23 08:28:00,0,0,0,948224,170758,176720
2023-03-23 08:30:00,0,0,0,753391,86335,101444
2023-03-23 08:32:00,0,0,0,956325,173807,228693
2023-03-23 08:34:00,0,0,501,867669,115735,228875
2023-03-23 08:36:00,0,0,0,811782,152417,90203
2023-03-23 08:38:00,0,0,273,936573,180634,173807
2023-03-23 08:40:00,0,0,273,737143,95437,88880
2023-03-23 08:42:00,0,0,0,953503,177175,186368
2023-03-23 08:44:00,0,0,0,843230,113641,175445
2023-03-23 08:46:00,0,0,0,807595,148093,93980
2023-03-23 08:48:00,0,0,319,934298,176082,177994
2023-03-23 08:50:00,0,0,319,760855,88656,97166
2023-03-23 08:52:00,0,0,0,946950,174399,182226
2023-03-23 08:54:00,0,0,0,836085,108134,183683
2023-03-23 08:56:00,0,0,0,802270,152644,84287
2023-03-23 08:58:00,0,0,0,954459,183000,175627
2023-03-23 09:00:00,0,0,0,737508,91614,86153
2023-03-23 09:02:00,0,0,0,943263,456613,267514
2023-03-23 09:04:00,0,0,0,874587,398586,272020
2023-03-23 09:06:00,0,0,0,808914,150278,78734
