"Time","Read (sda)","Write (sda)"
2023-03-11 09:30:00,0,80942
2023-03-11 09:32:00,0,45828
2023-03-11 09:34:00,0,68767
2023-03-11 09:36:00,0,79371
2023-03-11 09:38:00,0,36136
2023-03-11 09:40:00,0,110069
2023-03-11 09:42:00,0,72747
2023-03-11 09:44:00,0,83993
2023-03-11 09:46:00,0,80418
2023-03-11 09:48:00,0,36318
2023-03-11 09:50:00,0,81374
2023-03-11 09:52:00,0,47423
2023-03-11 09:54:00,0,67994
2023-03-11 09:56:00,0,81556
2023-03-11 09:58:00,0,34247
2023-03-11 10:00:00,0,80304
2023-03-11 10:02:00,0,47263
2023-03-11 10:04:00,0,66970
2023-03-11 10:06:00,0,80373
2023-03-11 10:08:00,0,34588
2023-03-11 10:10:00,0,80282
2023-03-11 10:12:00,0,47559
2023-03-11 10:14:00,0,67995
2023-03-11 10:16:00,0,81645
2023-03-11 10:18:00,0,35749
2023-03-11 10:20:00,0,81055
2023-03-11 10:22:00,0,46286
2023-03-11 10:24:00,0,67630
2023-03-11 10:26:00,0,81533
2023-03-11 10:28:00,0,34611
2023-03-11 10:30:00,0,80714
2023-03-11 10:32:00,0,46694
2023-03-11 10:34:00,0,67514
2023-03-11 10:36:00,0,80259
2023-03-11 10:38:00,0,35977
2023-03-11 10:40:00,0,80919
2023-03-11 10:42:00,0,47445
2023-03-11 10:44:00,0,67766
2023-03-11 10:46:00,0,80238
2023-03-11 10:48:00,0,33655
2023-03-11 10:50:00,0,81192
2023-03-11 10:52:00,0,47696
2023-03-11 10:54:00,0,68085
2023-03-11 10:56:00,0,80737
2023-03-11 10:58:00,0,34565
2023-03-11 11:00:00,0,81488
2023-03-11 11:02:00,0,208782
2023-03-11 11:04:00,0,90931
2023-03-11 11:06:00,0,80486
2023-03-11 11:08:00,0,34976
2023-03-11 11:10:00,0,80441
2023-03-11 11:12:00,0,46467
2023-03-11 11:14:00,0,67994
2023-03-11 11:16:00,0,81146
2023-03-11 11:18:00,0,36045
2023-03-11 11:20:00,0,81053
2023-03-11 11:22:00,0,46672
2023-03-11 11:24:00,0,68608
2023-03-11 11:26:00,0,80668
2023-03-11 11:28:00,0,35703
2023-03-11 11:30:00,0,83784
2023-03-11 11:32:00,0,50517
2023-03-11 11:34:00,0,71316
2023-03-11 11:36:00,0,81966
2023-03-11 11:38:00,0,34906
2023-03-11 11:40:00,0,81374
2023-03-11 11:42:00,0,47332
2023-03-11 11:44:00,0,301275
2023-03-11 11:46:00,0,80167
2023-03-11 11:48:00,0,34634
2023-03-11 11:50:00,0,80919
2023-03-11 11:52:00,0,47491
2023-03-11 11:54:00,0,67288
2023-03-11 11:56:00,0,80623
2023-03-11 11:58:00,0,35703
2023-03-11 12:00:00,0,80441
2023-03-11 12:02:00,0,362496
2023-03-11 12:04:00,0,68780
2023-03-11 12:06:00,0,82079
2023-03-11 12:08:00,0,35703
2023-03-11 12:10:00,0,81192
2023-03-11 12:12:00,0,46922
2023-03-11 12:14:00,0,68995
2023-03-11 12:16:00,0,80691
2023-03-11 12:18:00,0,36250
2023-03-11 12:20:00,0,84537
2023-03-11 12:22:00,0,48903
2023-03-11 12:24:00,0,68517
2023-03-11 12:26:00,0,80942
2023-03-11 12:28:00,0,36318
2023-03-11 12:30:00,0,81829
2023-03-11 12:32:00,0,47241
2023-03-11 12:34:00,0,67379
2023-03-11 12:36:00,0,79210
2023-03-11 12:38:00,0,34793
2023-03-11 12:40:00,0,79553
2023-03-11 12:42:00,0,46717
2023-03-11 12:44:00,0,68041
2023-03-11 12:46:00,0,81715
2023-03-11 12:48:00,0,35453
2023-03-11 12:50:00,0,80850
2023-03-11 12:52:00,0,47741
2023-03-11 12:54:00,0,68289
2023-03-11 12:56:00,0,80441
2023-03-11 12:58:00,0,35431
2023-03-11 13:00:00,0,81010
2023-03-11 13:02:00,0,185733
2023-03-11 13:04:00,0,132645
2023-03-11 13:06:00,0,76436
2023-03-11 13:08:00,0,32404
2023-03-11 13:10:00,0,84423
2023-03-11 13:12:00,0,49015
2023-03-11 13:14:00,0,68564
2023-03-11 13:16:00,0,80987
2023-03-11 13:18:00,0,35863
2023-03-11 13:20:00,0,83103
2023-03-11 13:22:00,0,47605
2023-03-11 13:24:00,0,68200
2023-03-11 13:26:00,0,84400
2023-03-11 13:28:00,0,40596
2023-03-11 13:30:00,0,85766
2023-03-11 13:32:00,0,51154
2023-03-11 13:34:00,0,72272
2023-03-11 13:36:00,0,84969
2023-03-11 13:38:00,0,39344
2023-03-11 13:40:00,0,85106
2023-03-11 13:42:00,0,52931
2023-03-11 13:44:00,0,73411
2023-03-11 13:46:00,0,87035
2023-03-11 13:48:00,0,41233
2023-03-11 13:50:00,0,85447
2023-03-11 13:52:00,0,52270
2023-03-11 13:54:00,0,72819
2023-03-11 13:56:00,0,84901
2023-03-11 13:58:00,0,40458
2023-03-11 14:00:00,0,86062
2023-03-11 14:02:00,0,406869
2023-03-11 14:04:00,0,69313
2023-03-11 14:06:00,0,81237
2023-03-11 14:08:00,0,35360
2023-03-11 14:10:00,0,80418
2023-03-11 14:12:00,0,51031
2023-03-11 14:14:00,0,72319
2023-03-11 14:16:00,0,85126
2023-03-11 14:18:00,0,41073
2023-03-11 14:20:00,0,86448
2023-03-11 14:22:00,91.0,52998
2023-03-11 14:24:00,91.0,70906
2023-03-11 14:26:00,0,81306
2023-03-11 14:28:00,0,34770
2023-03-11 14:30:00,0,80964
2023-03-11 14:32:00,0,47080
2023-03-11 14:34:00,0,68858
2023-03-11 14:36:00,0,81897
2023-03-11 14:38:00,0,35271
2023-03-11 14:40:00,0,82739
2023-03-11 14:42:00,0,49773
2023-03-11 14:44:00,0,68904
2023-03-11 14:46:00,0,82376
2023-03-11 14:48:00,0,35817
2023-03-11 14:50:00,0,81146
2023-03-11 14:52:00,0,48629
2023-03-11 14:54:00,0,69998
2023-03-11 14:56:00,0,81579
2023-03-11 14:58:00,0,36841
2023-03-11 15:00:00,0,81736
2023-03-11 15:02:00,0,189463
2023-03-11 15:04:00,0,68858
2023-03-11 15:06:00,0,80643
2023-03-11 15:08:00,0,36499
2023-03-11 15:10:00,0,82716
2023-03-11 15:12:00,0,49402
2023-03-11 15:14:00,0,67903
2023-03-11 15:16:00,0,81010
2023-03-11 15:18:00,0,36022
2023-03-11 15:20:00,0,82605
2023-03-11 15:22:00,0,46808
2023-03-11 15:24:00,0,68631
2023-03-11 15:26:00,0,80668
2023-03-11 15:28:00,0,36660
2023-03-11 15:30:00,0,81533
2023-03-11 15:32:00,0,48219
2023-03-11 15:34:00,0,69951
2023-03-11 15:36:00,0,81533
2023-03-11 15:38:00,0,34611
2023-03-11 15:40:00,0,82011
2023-03-11 15:42:00,0,47058
