"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc24a55b6118f2)","Transmit Total (lxc2620cdf5014d)","Transmit Total (lxc27c8bfb255bc)","Transmit Total (lxc2e928844a56f)","Transmit Total (lxc3300f810e11f)","Transmit Total (lxc573a43e1f8d2)","Transmit Total (lxc57952e484e48)","Transmit Total (lxc6a491f057ac7)","Transmit Total (lxc6cffc9e65af3)","Transmit Total (lxc769c27b82d9e)","Transmit Total (lxc7eb535e15136)","Transmit Total (lxc8928d6f5d0b3)","Transmit Total (lxc_health)","Transmit Total (lxca81d0fc879aa)","Transmit Total (lxcafe47d984b50)","Transmit Total (lxccddc051f6a29)","Transmit Total (lxccf3cdc47b0c9)","Transmit Total (lxce6f24bb6c275)","Transmit Total (lxcefae8cd05c83)","Transmit Total (lxcefb8e72134a6)","Transmit Total (lxcfed393d703a1)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc24a55b6118f2)","Receive Total (lxc2620cdf5014d)","Receive Total (lxc27c8bfb255bc)","Receive Total (lxc2e928844a56f)","Receive Total (lxc3300f810e11f)","Receive Total (lxc573a43e1f8d2)","Receive Total (lxc57952e484e48)","Receive Total (lxc6a491f057ac7)","Receive Total (lxc6cffc9e65af3)","Receive Total (lxc769c27b82d9e)","Receive Total (lxc7eb535e15136)","Receive Total (lxc8928d6f5d0b3)","Receive Total (lxc_health)","Receive Total (lxca81d0fc879aa)","Receive Total (lxcafe47d984b50)","Receive Total (lxccddc051f6a29)","Receive Total (lxccf3cdc47b0c9)","Receive Total (lxce6f24bb6c275)","Receive Total (lxcefae8cd05c83)","Receive Total (lxcefb8e72134a6)","Receive Total (lxcfed393d703a1)"
2023-03-11 15:46:00,0,71.6,14267,46032,0,0,66.1,121,0,7725,468,1165,1349,19141,754,1850,0,31.6,1627,355,447,66.1,40305,106,453,0,71.6,0,18677,45450,0,0,41,20.9,0,1115,261,657,1343,10554,476,214,0,25.5,17404,102,249,40.6,19357,232,253,0
2023-03-11 15:48:00,0,71.2,13253,43200,0,0,66.0,121,0,7816,465,1160,1611,21796,754,1843,0,31.6,1701,356,449,65.7,40338,105,455,0,71.2,0,18902,46054,0,0,41.0,20.9,0,1175,259,657,1608,9310,476,215,0,25.5,17394,102,251,40.6,22071,232,255,0
2023-03-11 15:50:00,0,69.7,12291,43655,0,0,66.0,115,0,7883,470,1159,1605,17724,38.5,1887,0,32.1,1667,350,451,66.1,40234,200,455,0,69.7,0,18196,45203,0,0,40.6,20.0,0,1124,262,656,1612,8717,19,202,0.389,26.0,17337,100,253,41,17992,266,255,0
2023-03-11 15:52:00,0,70.5,12438,42271,0,0.389,65.7,115,0.389,7619,470,1158,1343,18225,38.5,1763,0,32.3,1606,344,448,65.7,40282,108,453,0,70.5,0,17945,44349,0,0,40.6,20.0,0,1123,262,656,1348,9156,19.0,178,0,26.2,17385,99.4,251,41.0,18472,235,253,0
2023-03-11 15:54:00,0.389,70.5,12683,43195,0,0.389,65.7,126,0.389,7948,468,1160,1874,18914,38.5,1916,0,32.1,1684,344,447,65.7,40311,105,453,0,70.5,0.389,18450,45665,0,0.389,40.3,21.9,0,1112,261,658,1876,8858,19,178,0,26.0,17401,99.1,249,41.4,19142,232,253,0
2023-03-11 15:56:00,0.389,69.4,15431,46587,0,0,65.7,121,0,7689,466,1148,1343,19174,754,1791,0.389,31.6,1624,338,449,66.4,40301,103,455,0,69.4,0.389,18681,45346,0,0.389,40.3,20.9,0,1140,260,651,1346,11724,476,181,0,25.5,17376,97.8,252,41,19359,233,255,0
2023-03-11 15:58:00,0,69,13876,43556,0,0,66.1,120,0,7777,454,1159,1610,18585,754,1839,0.389,31.6,1695,333,438,65.7,40354,103,441,0,69,0,18906,45956,0,0,40.6,20.9,0,1153,254,656,1611,9904,476,201,0,25.5,17438,96.5,245,40.6,18849,232,246,0
2023-03-11 16:00:00,0,69.4,13010,44256,0,0,66.1,126,0,8038,469,1159,1881,18486,38.5,1912,0,32.1,1734,339,449,65.8,40357,194,453,0,69.4,0,18478,45937,0,0,40.6,21.9,0,1163,262,655,1882,9189,19,208,0,26.0,17434,97.8,252,40.6,18765,266,253,0
2023-03-11 16:02:00,0,69.8,11921,42250,0,0,66.1,126,0,7607,467,1160,1083,18012,38.5,1718,0,32.4,1559,345,447,66.1,40325,107,454,0,69.8,0,17693,43728,0,0,40.7,21.9,0,1150,261,661,1078,8877,19.0,220,0,26.2,17408,99.2,249,40.7,18284,236,254,0
2023-03-11 16:04:00,0,69.4,13202,43854,0,0,66.1,121,0,8033,468,1160,1874,19018,38.5,1925,0,32.3,1710,332,447,66.4,40352,104,455,0.389,69.4,0,18454,45760,0,0,41.0,20.9,0,1175,261,663,1872,9375,19,200,0,26.2,17430,96.5,249,41,19286,232,260,0.389
2023-03-11 16:06:00,0,69,14584,46040,0,0,66.1,121,0,7758,466,1159,1344,19200,754,1818,0,32.3,1654,344,451,66.1,40298,105,453,0,69,0,18651,45507,0,0,40.6,20.9,0,1123,260,656,1344,10879,474,180,0,26.2,17402,104,254,41,19445,232,259,0
2023-03-11 16:08:00,0,68.6,13401,43683,0,0,66.1,126,0,7690,467,1159,1613,18623,754,1844,0,32.3,1685,344,450,66.1,40285,9704,453,0,68.6,0,18900,55935,0,0,40.6,21.9,0,1087,261,655,1612,9435,474,188,0,26.2,17388,99.1,254,41,18891,285,253,0
2023-03-11 16:10:00,0,69.8,13401,44751,0,0,65.0,121,0,7950,470,1156,1878,18356,38.9,1922,0,32.3,1753,338,447,65.5,40306,199,454,0,69.8,0,18482,45934,0,0,39.9,20.9,0,1126,262,657,1875,9602,19,201,0,25.7,17384,97.8,249,39.9,18650,266,255,0
2023-03-11 16:12:00,0,69.7,12363,42163,0,0,66.0,132,0,7506,468,1159,1076,17849,38.5,1709,0,31.6,1587,354,449,65.7,40300,107,455,0,69.7,0,17673,43611,0,0,40.6,22.8,0,1123,262,656,1080,9363,19.4,206,0,25.5,17403,102,252,40.6,18133,235,256,0
2023-03-11 16:14:00,0,69.7,12958,44053,0,0,67.0,126,0,8058,465,1158,1876,19027,38.5,1943,0,31.6,1692,350,448,65.7,40246,104,454,0,69.7,0,18450,45887,0,0,41.7,21.9,0,1168,259,656,1883,9140,19.0,210,0,25.5,17341,100,251,41.0,19260,232,253,0
2023-03-11 16:16:00,0,69,13965,45336,0,0,66.7,120,0,7775,468,1161,1348,19209,38.5,1807,0,32.6,1624,338,449,66.1,40269,105,453,0,69,0,17993,44702,0,0,41.7,25.8,0,1204,261,658,1343,10688,19,217,0,26.4,17379,97.8,256,41.4,19385,231,258,0
2023-03-11 16:18:00,0,69.4,13021,43700,0,0,66.4,121,0,7705,469,1164,1346,18870,753,1799,0,33.0,1619,333,447,65.7,40330,109,455,0,69.4,0,18681,45657,0,0,41.0,25.8,0,1215,268,656,1349,9326,473,237,0,26.9,17378,96.5,254,40.3,19118,240,260,0
2023-03-11 16:20:00,0,69,13153,44703,0,0,66.1,115,0,7974,467,1159,1878,18356,38.5,1928,0,32.6,1760,339,448,66.1,40315,208,454,0,69,0,18463,45970,0,0,40.6,20.0,0,1159,265,655,1882,9334,19,224,0,26.4,17417,97.5,251,40.6,18700,282,253,0
2023-03-11 16:22:00,0,69,12840,43202,0,0,66.1,121,0,7658,455,1165,1349,18032,38.5,1796,0,32.3,1592,355,438,66.1,40241,107,441,0,69,0,17950,52803,0,0,40.6,20.9,0.389,1168,254,658,1344,9550,19,212,0,26.2,17354,101,246,41,18257,237,246,0
2023-03-11 16:24:00,0,69.4,12891,43609,0,0,66.4,132,0,7805,470,1160,1616,18977,38.5,1865,0,32.1,1580,338,447,65.7,40198,105,455,0,69.4,0,18190,45065,0,0,41.4,22.8,0.389,1162,262,658,1611,9333,19,224,0,26.0,17340,97.8,249,41.4,19151,233,254,0
2023-03-11 16:26:00,0,69.4,13954,45557,0,0,66.4,126,0,7908,468,1165,1610,19165,38.5,1895,0,31.6,1691,338,448,66.1,40276,106,454,0,69.4,0,18244,45451,0,0,41.4,21.9,0,1197,261,656,1609,10411,19,225,0,25.5,17422,97.8,250,41,19360,232,254,0
2023-03-11 16:28:00,0,69,13671,44044,0,0,65.3,115,0,7693,466,1159,1343,18592,754,1786,0,31.6,1616,332,450,66.1,40277,107,452,0,69,0,18631,45587,0,0,40.3,20.0,0,1184,260,656,1349,9977,475,222,0,25.5,17409,96.1,253,40.6,18834,232,252,0
2023-03-11 16:30:00,0,69.2,13407,44588,0,0,65.9,126,0,8005,468,1164,1872,18213,38.4,1914,0,32.0,1757,326,448,65.6,40221,206,454,0,69.2,0,18446,45825,0,0,40.9,21.8,0,1133,261,657,1876,9581,19.0,202,0,25.9,17379,94.3,251,40.2,18516,273,255,0
2023-03-11 16:32:00,0,69.4,12580,42479,0,0,65.7,126,0,7651,468,1160,1347,17887,38.5,1782,0,32.3,1642,338,448,66.1,40292,109,456,0,69.4,0,17949,44180,0,0,40.3,21.9,0,1129,262,658,1347,9274,19,182,0,26.2,17380,97.8,250,40.6,18167,235,257,0
2023-03-11 16:34:00,0,69.7,12876,43617,0,0,65.7,131,0,7790,468,1158,1608,19026,38.5,1864,0,32.3,1606,333,449,66.1,40231,105,454,0,69.7,0,18186,45089,0,0,40.3,22.8,0,1147,261,656,1608,9326,19,212,0,26.2,17331,96.5,251,40.6,19235,232,253,0
2023-03-11 16:36:00,0,69.7,14069,45335,0,0,65.7,121,0,7927,467,1158,1611,19179,38.5,1894,0,32.3,1680,327,450,66.1,40280,103,455,0,69.7,0,18240,45275,0,0,41.0,20.9,0,1190,261,656,1610,10544,19.0,225,0,26.2,17368,95.2,252,40.6,19370,232,255,0
2023-03-11 16:38:00,0,69,13010,43398,0,0,66.4,115,0,7751,468,1164,1344,18516,753,1812,0,32.3,1654,350,449,65.3,40329,103,455,0,69,0,18590,45491,0,0,41.7,20.0,0,1186,261,658,1346,9327,476,227,0,26.2,17416,100,252,40.6,18819,232,255,0
2023-03-11 16:40:00,0,70.1,13600,45121,0,0,66.0,121,0,8019,466,1159,1875,18343,38.5,1972,0,32.1,1776,350,447,65.2,40299,194,453,0,70.1,0,18497,46151,0,0,41.7,20.9,0,1159,260,656,1882,9779,19.0,243,0,26.0,17423,100,249,39.9,18624,266,253,0
2023-03-11 16:42:00,0,69.4,12454,42673,0,0,66.4,121,0,7713,466,1158,1339,17860,38.5,1816,0,31.9,1619,344,448,66.0,40233,107,452,0,69.4,0,17933,44405,0,0,41.7,21.3,0,1161,260,656,1340,9161,19,233,0,25.7,17371,99.1,251,41,18103,236,252,0
2023-03-11 16:44:00,0,70.1,12974,44088,0,0,65.7,132,0,7943,468,1160,1608,18949,38.5,1912,0,31.9,1703,343,450,66.1,40318,103,456,0,70.1,0,18208,45304,0,0,41,23.2,0,1219,261,657,1607,9424,19,245,0,25.7,17418,98.8,253,40.6,19251,232,255,0
2023-03-11 16:46:00,0,71.6,14282,46116,0,0,66.1,121,0,8022,455,1160,1879,19189,38.5,1968,0,31.6,1741,332,436,66.4,40315,103,441,0,71.6,0,18524,46054,0,0,41,20.9,0,1204,254,657,1877,10474,19,224,0,25.5,17411,96.9,244,41.4,19414,232,247,0
2023-03-11 16:48:00,0,69.4,12786,42585,0,0,65.7,126,0,7619,468,1176,1076,22433,753,1745,0,31.6,1580,339,448,65.7,40336,108,453,0,69.4,0,18336,44696,0,0,40.6,21.8,0,1176,261,664,1076,9390,473,219,0,25.5,17410,98.2,251,40.6,22694,240,252,0
2023-03-11 16:50:00,0,69.4,13288,44891,0,0,66.7,132,0,7999,468,1159,1872,18640,38.5,1932,0,31.9,1743,344,448,65.0,40302,197,453,0,69.4,0,18481,46039,0,0,41.4,22.8,0,1185,261,655,1880,9466,19,230,0,25.7,17401,99.1,250,40.3,18927,265,253,0
2023-03-11 16:52:00,0,69.7,12820,42577,0,0,67.0,126,0.389,7673,466,1160,1344,18320,38.5,1803,0,32.3,1643,350,450,65.5,40316,108,453,0,69.7,0,17951,44384,0,0,41.7,21.9,0,1106,260,662,1350,9533,19,200,0,26.2,17400,100,252,40.4,18595,236,258,0
2023-03-11 16:54:00,0,69.7,12822,43349,0,0,66.0,126,0,7832,468,1158,1612,19006,38.5,1881,0,32.3,1644,338,448,65.7,40261,104,456,0,69.7,0,18189,45186,0,0.389,40.6,21.9,0,1109,261,656,1611,9260,19,174,0,26.2,17371,103,251,40.8,19245,232,261,0
2023-03-11 16:56:00,0.389,69,14306,45600,0,0.389,65.7,121,0,7989,466,1158,1875,19147,38.5,1958,0,32.3,1721,338,447,66.0,40352,9719,453,0,69,0.389,18511,56156,0,0,40.6,20.9,0,1123,260,655,1873,10489,19,185,0.389,26.2,17443,97.8,249,40.6,19362,293,253,0
2023-03-11 16:58:00,0,69.4,12862,42509,0,0,66.1,121,0,7587,466,1165,1079,18665,755,1757,0.389,32.3,1556,332,449,66.1,40363,104,452,0,69.4,0,18340,44716,0,0,41.4,20.9,0,1122,260,658,1081,9424,475,189,0,26.2,17448,96.5,251,40.6,18944,232,252,0
2023-03-11 17:00:00,0,69.4,13662,45090,0,0,66.7,115,0,8053,466,1171,1878,18349,38.5,1946,0,32.1,1755,355,447,66.0,40304,200,455,0,69.4,0,18504,46042,0,0,41.7,19.9,0,1129,260,663,1878,9827,19.0,185,0,26.0,17393,101,249,40.6,18646,273,255,0
2023-03-11 17:02:00,0,70.1,13046,42840,0,0,66.7,115,0,7650,467,1159,1344,17913,38.5,1773,0,31.6,1581,355,448,65.7,40322,108,456,0.389,70.1,0,17945,44184,0,0,41.7,20.0,0,1127,261,656,1349,9737,19,190,0,25.5,17432,101,251,40.6,18155,235,257,0
2023-03-11 17:04:00,0,70.5,12574,43619,0,0,66.8,126,0,7650,469,1161,1346,19023,38.5,1774,0,31.6,1512,344,449,65.7,40296,105,453,0.389,70.5,0,17913,44435,0,0,41.4,21.9,0,1097,261,657,1345,9288,19,187,0,25.5,17390,99.1,257,41,19231,232,259,0
2023-03-11 17:06:00,0,70.5,13960,44918,0,0,67.5,132,0,7995,469,1161,1878,19128,38.5,1929,0,32.5,1759,350,448,66.4,40312,104,453,0,70.5,0,18497,46017,0,0,42.1,27.7,0,1122,262,658,1882,10155,19,187,0,26.0,17385,100,255,41.4,19402,232,258,0
2023-03-11 17:08:00,0,70.1,13628,44246,0,0,66.1,126,0,7533,467,1159,1078,18507,753,1727,0,32.7,1597,345,447,66.4,40322,102,455,0,70.1,0,18350,53166,0,0,41.4,21.9,0,1128,266,656,1085,10198,473,200,0,26.2,17406,99.1,249,41,18810,233,256,0.389
2023-03-11 17:10:00,0,69,13862,45687,0,0,66.1,120,0,7823,455,1160,1611,18208,38.5,1843,0,32.3,1686,344,437,66.1,40307,194,442,0,69,0,18252,54044,0,0,40.6,20.9,0,1125,259,658,1608,10292,19.4,195,0,26.2,17398,98.8,246,40.6,18450,266,249,0.389
2023-03-11 17:12:00,0,68.6,13488,43365,0,0,66.4,115,0,7836,457,1160,1607,17723,38.5,1875,0,32.3,1719,344,436,66.1,40304,107,439,0,68.6,0,18241,45187,0,0,41,20.0,0,1122,255,658,1605,9943,19.4,185,0,26.2,17394,99.1,244,40.6,17970,236,245,0
2023-03-11 17:14:00,0,69.4,13141,43526,0,0,66.0,126,0,7688,472,1151,1345,19013,38.5,1772,0,32.3,1589,349,447,66.4,40322,105,456,0,69.4,0,17937,44509,0,0,40.6,21.9,0,1111,263,649,1345,9854,19,208,0,26.2,17417,100,249,41,19268,233,256,0
2023-03-11 17:16:00,0,69.4,14155,45284,0,0,65.7,121,0,7937,471,1159,1873,19161,38.9,1919,0,32.3,1763,355,448,65.7,40306,105,455,0,69.4,0,18501,46053,0,0,40.3,20.9,0,1140,263,656,1873,10349,19.0,205,0,26.2,17395,101,251,40.6,19415,232,255,0
2023-03-11 17:18:00,0,68.6,13028,43400,0,0,65.7,121,0,7623,470,1161,1342,18556,752,1781,0,32.3,1598,338,448,66.8,40265,104,454,0,68.6,0,18601,45230,0,0,40.6,20.9,0,1120,263,658,1348,9333,473,185,0,26.2,17362,97.8,251,41.7,18819,233,253,0
2023-03-11 17:20:00,0,69.4,13090,44616,0,0,66.4,121,0,7812,470,1159,1612,18413,38.5,1843,0,32.1,1660,343,449,66.1,40288,211,455,0,69.4,0,18225,45341,0,0,41.1,20.9,0,1118,262,658,1609,9518,19,189,0,26.0,17385,99.1,252,41,18691,283,254,0
2023-03-11 17:22:00,0,69.7,12942,42857,0,0,66.4,121,0,7782,470,1163,1610,18008,38.5,1856,0,31.6,1714,350,451,66.0,40313,107,453,0,69.7,0,18218,44951,0,0,41.5,20.9,0,1114,262,656,1605,9385,19,207,0,25.5,17405,100,252,41.4,18307,235,253,0
2023-03-11 17:24:00,0,70.1,12491,43058,0,0,66.7,126,0,7668,467,1157,1345,18969,38.5,1769,0,31.6,1573,355,449,66.0,40335,106,455,0,70.1,0,17912,44606,0,0,41.3,21.8,0,1136,261,655,1343,9218,19.0,199,0,25.5,17424,101,252,41.3,19209,230,256,0
2023-03-11 17:26:00,0,69,14769,45695,0,0,66.1,121,0,7973,468,1163,1876,19191,38.5,1928,0,32.1,1765,344,448,66.8,40315,105,453,0,69,0,18515,46171,0,0,41,20.9,0.389,1138,261,655,1871,10959,19,189,0,26.0,17398,98.4,250,41.4,19436,232,253,0
2023-03-11 17:28:00,0,69.3,13612,43490,0,0,65.6,126,0,7759,467,1160,1349,22375,753,1800,0,32.3,1630,361,448,66.0,40320,105,452,0,69.3,0,18612,45372,0,0,40.6,21.8,0.389,1138,261,657,1350,9944,475,192,0,26.2,17375,103,251,41.0,22639,232,251,0
2023-03-11 17:30:00,0,69.3,12793,44485,0,0,65.9,115,0,7847,467,1157,1613,18383,38.5,1856,0,32.3,1675,353,448,66.1,40275,195,454,0,69.3,0,18230,45431,0,0,41.0,19.9,0,1083,259,656,1614,9233,19.0,191,0,26.2,17370,102,251,41.3,18637,265,255,0
2023-03-11 17:32:00,0,68.6,12767,42915,0,0,66.0,120,0,7804,466,1159,1610,18001,38.5,1875,0,32.3,1656,355,450,66.3,40233,108,454,0,68.6,0,18217,45399,0,0,40.6,20.9,0,1115,260,655,1608,9215,19.0,185,0,26.2,17350,102,251,42.1,18217,235,255,0
2023-03-11 17:34:00,0,69.7,12853,43426,0,0,65.3,121,0,7540,455,1159,1080,19012,38.5,1726,0,32.3,1513,361,437,66.7,40269,105,441,0,69.7,0,17684,44308,0,0,39.9,20.9,0,1117,254,655,1079,9822,19,182,0,26.2,17380,103,245,41.7,19214,231,246,0
2023-03-11 17:36:00,0,69.4,14725,45687,0,0,65.7,120,0,7946,457,1160,1871,19170,38.5,1922,0,32.3,1762,355,436,66.9,40318,105,441,0,69.4,0,18507,45949,0,0,40.3,20.9,0,1151,255,657,1873,10915,19,196,0,26.2,17395,102,244,41.5,19428,232,246,0
2023-03-11 17:38:00,0,69.7,13058,42862,0,0,66.1,121,0,7609,467,1160,1341,18371,755,1794,0,32.3,1650,350,449,66.1,40307,105,453,0,69.7,0,18595,45196,0,0,41,20.9,0,1099,261,657,1344,9345,474,189,0,26.2,17389,100,250,41,18698,232,253,0
2023-03-11 17:40:00,0,69.4,12910,44407,0,0,65.0,121,0,7805,469,1153,1605,18384,38.5,1849,0,32.3,1689,338,451,66.1,40316,196,453,0,69.4,0,18233,45407,0,0,39.5,20.9,0,1082,261,661,1614,9341,19,200,0,26.2,17391,97.8,253,40.6,18677,265,253,0
2023-03-11 17:42:00,0,68.6,12906,42675,0,0,65.3,126,0,7930,469,1159,1878,17804,38.5,1920,0,32.3,1735,339,451,66.8,40301,109,453,0,68.6,0,18472,45779,0,0,39.9,22.2,0,1109,262,655,1883,9089,19,176,0,26.2,17389,102,252,41.4,18063,234,259,0
2023-03-11 17:44:00,0,69,12045,43006,0,0,65.3,126,0,7535,468,1160,1084,19037,38.5,1761,0,32.3,1509,333,449,66.1,40268,9714,452,0,69,0,17666,53742,0,0,40.3,21.9,0,1088,261,657,1078,9024,19,198,0,26.2,17325,96.1,252,41,19281,291,252,0
2023-03-11 17:46:00,0,69.0,14073,45657,0,0,66.1,137,0,7949,467,1159,1876,19201,38.5,1972,0,32.3,1736,338,447,65.7,40319,9714,455,0,69.0,0,18540,56136,0,0,40.6,23.8,0,1109,260,655,1873,10254,19.0,224,0,26.2,17383,97.8,249,41.0,19419,292,256,0
2023-03-11 17:48:00,0,70.8,12744,42507,0,0,66.5,121,0,7635,471,1163,1345,18452,753,1796,0,32.3,1629,338,448,66.4,40288,110,456,0,70.8,0,18620,45065,0,0,41.4,20.9,0,1113,263,655,1341,9028,476,199,0,26.2,17391,97.8,250,41.4,18736,240,256,0
2023-03-11 17:50:00,0,70.1,13384,45100,0,0,66.1,115,0,7785,467,1159,1616,18210,753,1842,0,32.3,1698,332,450,66.1,40302,196,454,0,70.1,0,18913,45942,0,0,41,20.0,0,1100,261,656,1617,9400,476,187,0,26.2,17398,96.1,253,41,18511,265,254,0
2023-03-11 17:52:00,0.389,70.1,13529,43660,0,0,66.1,126,0,7878,468,1160,1876,17726,38.5,1915,0.389,32.3,1752,343,448,65.8,40280,108,455,0,70.1,0.389,18475,45585,0,0,41,21.9,0,1113,261,658,1881,9695,19,176,0,26.2,17384,99.1,251,41,18015,235,254,0
2023-03-11 17:54:00,0.389,70.8,12211,42698,0,0,65.7,120,0.389,7491,466,1160,1079,18970,38.5,1718,0.389,32.3,1555,332,447,66.1,40274,105,455,0,70.8,0.389,17659,43571,0,0.389,40.6,26.2,0,1098,260,656,1081,9170,19,204,0,26.2,17373,96.1,254,41,19252,232,259,0
2023-03-11 17:56:00,0,69.4,13959,44773,0,0,65.0,121,0.389,7808,468,1159,1609,19167,38.5,1845,0,32.3,1692,332,447,65.7,40300,104,453,0,69.4,0,18256,45261,0,0.389,39.9,26.2,0,1129,266,655,1611,10399,19,189,0,26.2,17401,96.1,249,40.3,19411,232,253,0
2023-03-11 17:58:00,0,70.1,13877,44132,0,0.389,65.4,126,0,7917,454,1161,1615,18572,754,1893,0,32.3,1704,339,439,65.0,40319,104,441,0,70.1,0,18897,46193,0,0,40.6,21.9,0,1169,259,657,1612,9906,473,184,0.389,26.2,17401,97.8,246,40.3,18835,232,246,0
2023-03-11 18:00:00,0,69.0,12868,44722,0,0.389,65.7,132,0,7708,454,1164,1351,18410,754,1785,0,32.3,1659,356,435,65.7,40329,204,443,0,69.0,0,18627,45740,0,0,41.4,22.8,0,1095,253,658,1345,9139,473,192,0.389,26.2,17402,101,243,40.7,18761,273,249,0
2023-03-11 18:02:00,0,69.5,13840,44683,0,0,65.6,115,0,7965,463,1156,1874,17996,38.4,1970,0,32.2,1783,355,447,65.5,40200,112,454,0.388,69.5,0,18453,45852,0,0,40.5,19.9,0,1151,258,653,1870,10038,18.9,232,0,26.1,17376,101,249,40.2,18257,242,255,0
2023-03-11 18:04:00,0,70.5,12615,43675,0,0,67.3,126,0,7704,467,1159,1345,18992,38.5,1799,0,32.3,1640,338,447,66.1,40296,104,452,0,70.5,0,17939,52828,0,0,41.8,21.9,0,1131,261,656,1340,9315,19,216,0,26.2,17391,97.5,249,41,19304,232,252,0
2023-03-11 18:06:00,0,70.5,14324,45731,0,0,66.5,115,0,7823,466,1147,1611,19224,38.5,1850,0,32.3,1696,343,451,66.4,40304,103,453,0,70.5,0,18269,46192,0,0,41.5,20.0,0,1092,260,650,1606,10785,19,206,0,26.2,17395,98.8,254,41.4,19456,232,253,0
2023-03-11 18:08:00,0,71.6,13572,43340,0,0,65.7,120,0,7796,467,1158,1612,18756,753,1866,0,32.3,1711,338,449,66.0,40300,104,457,0,71.6,0,18912,45766,0,0,40.3,20.9,0,1102,261,656,1619,9602,480,209,0,26.2,17388,97.4,250,40.6,19018,232,257,0
2023-03-11 18:10:00,0,70.5,12891,44350,0,0,66.4,126,0,7736,468,1159,1345,18260,753,1809,0,32.7,1656,356,448,66.0,40310,195,453,0,70.5,0,18633,45648,0,0,41.4,21.9,0,1102,261,656,1352,9161,479,191,0,26.2,17396,101,249,41,18580,265,253,0.389
2023-03-11 18:12:00,0,69,13451,43148,0,0,66.4,126,0,7968,467,1159,1870,17801,38.5,1963,0,32.3,1779,333,447,66.7,40324,108,452,0,69,0,18480,45783,0,0,41,21.9,0,1115,261,656,1872,9633,19,197,0,26.2,17388,96.1,250,41.7,18095,236,252,0
2023-03-11 18:14:00,0,69.4,12844,43481,0,0,66.1,121,0,7742,467,1160,1344,18970,38.9,1784,0,32.3,1613,337,450,66.0,40271,104,453,0,69.4,0,17929,44322,0,0,40.6,20.9,0,1110,261,658,1345,9552,19,194,0,26.2,17348,97.8,253,41,19233,232,253,0
2023-03-11 18:16:00,0,70.1,14028,45563,0,0,65.6,121,0,7802,469,1160,1609,19207,38.9,1842,0,32.3,1636,338,450,66.0,40265,104,455,0,70.1,0,18244,45329,0,0,40.3,20.9,0,1128,261,658,1609,10486,19,193,0,26.2,17350,97.8,253,41,19389,232,255,0
2023-03-11 18:18:00,0,70.8,13494,43208,0,0,66.3,121,0,7762,470,1159,1610,18431,753,1850,0,32.3,1659,349,447,66.4,40368,104,455,0,70.8,0,18892,45889,0,0,41.4,20.9,0,1091,262,656,1607,9517,486,212,0,26.2,17424,100,249,41.4,18685,232,255,0
2023-03-11 18:20:00,0,69.7,12604,43844,0,0,65.7,132,0,7549,456,1163,1079,18247,753,1716,0,32.3,1556,349,443,66.1,40372,198,441,0,69.7,0,18362,44675,0,0,40.6,22.8,0,1095,255,656,1085,9130,486,202,0,26.2,17424,100,250,41.4,18557,266,247,0
2023-03-11 18:22:00,0,70.1,12994,42715,0,0,65.3,137,0,7891,456,1158,1881,17787,38.5,1931,0,32.3,1759,344,436,66.5,40312,107,440,0,70.1,0,18493,45667,0,0,40.3,23.8,0,1117,255,656,1878,9169,19,196,0,26.2,17388,99.1,243,41.4,18064,236,245,0
2023-03-11 18:24:00,0,69.4,12428,43185,0,0,65.3,132,0,7595,469,1160,1349,18801,38.5,1787,0,32.3,1497,332,448,66.4,40189,104,455,0,69.4,0,17940,44177,0,0,40.3,22.8,0,1070,262,657,1341,9130,19.0,190,0,26.2,17270,96.5,251,41.0,18968,232,256,0
2023-03-11 18:26:00,0,69,14094,45437,0,0,66.1,121,0,7777,470,1146,1610,19117,38.5,1885,0,32.1,1597,338,448,65.7,40250,105,456,0,69,0,18259,45297,0,0,41.4,20.9,0,1092,262,649,1606,10543,19,187,0,26.0,17313,97.8,251,40.6,19266,232,257,0
2023-03-11 18:28:00,0,70.1,14597,44694,0,0,65.7,121,0,7996,468,1158,1876,18462,754,1947,0,31.6,1737,344,449,66.1,40315,106,454,0,70.1,0,19172,46780,0,0,41,20.9,0,1149,261,661,1874,10363,474,185,0,25.5,17381,98.8,252,41,18711,232,253,0
2023-03-11 18:30:00,0,70.5,13493,45296,0,0,65.7,137,0,7649,467,1159,1087,18093,754,1746,0,31.6,1605,350,449,66.0,40330,195,453,0,70.5,0,18395,44894,0,0,41,23.8,0.389,1154,260,660,1089,10031,474,175,0,25.5,17404,105,251,41,18404,266,254,0
2023-03-11 18:32:00,0,69.7,13189,43041,0,0,66.1,132,0,7889,466,1162,1875,17594,38.5,1953,0,31.6,1759,344,448,66.5,40456,122,453,0,69.7,0,18635,45936,0,0,41.4,22.8,0,1072,260,658,1873,9349,19,200,0,25.5,17394,105,251,41.4,17887,251,252,0
