"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc24a55b6118f2)","Transmit Total (lxc2620cdf5014d)","Transmit Total (lxc27c8bfb255bc)","Transmit Total (lxc2e928844a56f)","Transmit Total (lxc3300f810e11f)","Transmit Total (lxc573a43e1f8d2)","Transmit Total (lxc57952e484e48)","Transmit Total (lxc6a491f057ac7)","Transmit Total (lxc6cffc9e65af3)","Transmit Total (lxc769c27b82d9e)","Transmit Total (lxc7eb535e15136)","Transmit Total (lxc8928d6f5d0b3)","Transmit Total (lxc_health)","Transmit Total (lxca81d0fc879aa)","Transmit Total (lxcafe47d984b50)","Transmit Total (lxccddc051f6a29)","Transmit Total (lxccf3cdc47b0c9)","Transmit Total (lxce6f24bb6c275)","Transmit Total (lxcefae8cd05c83)","Transmit Total (lxcefb8e72134a6)","Transmit Total (lxcfed393d703a1)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc24a55b6118f2)","Receive Total (lxc2620cdf5014d)","Receive Total (lxc27c8bfb255bc)","Receive Total (lxc2e928844a56f)","Receive Total (lxc3300f810e11f)","Receive Total (lxc573a43e1f8d2)","Receive Total (lxc57952e484e48)","Receive Total (lxc6a491f057ac7)","Receive Total (lxc6cffc9e65af3)","Receive Total (lxc769c27b82d9e)","Receive Total (lxc7eb535e15136)","Receive Total (lxc8928d6f5d0b3)","Receive Total (lxc_health)","Receive Total (lxca81d0fc879aa)","Receive Total (lxcafe47d984b50)","Receive Total (lxccddc051f6a29)","Receive Total (lxccf3cdc47b0c9)","Receive Total (lxce6f24bb6c275)","Receive Total (lxcefae8cd05c83)","Receive Total (lxcefb8e72134a6)","Receive Total (lxcfed393d703a1)"
2023-03-12 00:20:00,0,69,14215,45648,0,0,66.7,127,0,7987,467,1160,1878,18915,38.5,1926,0,32.3,1729,337,448,66.1,40383,196,454,0,69,0,18534,46063,0,0,41.7,21.9,0,1160,260,657,1880,10377,19,201,0,26.2,17421,97.8,250,41,19181,265,258,0
2023-03-12 00:22:00,0,69.4,13563,43918,0,0,66.0,120,0,7545,469,1159,1083,19124,753,1729,0,32.8,1568,337,451,66.1,40393,9725,455,0,69.4,0,18421,54637,0,0,41,20.9,0,1148,262,656,1082,10138,473,225,0,26.7,17421,97.5,258,40.6,19359,315,260,0
2023-03-12 00:24:00,0,70.8,13119,45046,0,0,66.1,121,0,8038,469,1160,1878,18404,753,1970,0,33.0,1741,355,447,65.7,40385,106,454,0,70.8,0,19163,55380,0,0,41.4,26.3,0,1191,262,657,1871,8897,473,233,0,26.4,17446,101,249,40.6,18691,232,254,0
2023-03-12 00:26:00,0,71.2,14262,45708,0,0,66.0,132,0,7929,468,1158,1616,18302,38.5,1900,0,32.3,1682,355,448,65.7,40393,104,455,0,71.2,0,18304,45460,0,0,41.0,28.1,0,1193,266,655,1614,10726,19.0,218,0,26.2,17453,102,250,40.6,18498,233,255,0
2023-03-12 00:28:00,0,68.6,13913,43392,0,0,66.1,132,0,7731,470,1158,1350,17742,38.5,1805,0,32.3,1640,349,449,65.7,40390,106,453,0,68.6,0,18012,44590,0,0,40.6,22.8,0,1158,262,656,1346,10630,19,212,0,26.2,17422,100,252,40.6,17997,232,253,0
2023-03-12 00:30:00,0,69.4,14242,45729,0,0,66.1,121,0,8076,466,1159,1879,18891,38.5,1955,0,32.1,1686,355,448,65.6,40308,202,452,0,69.4,0,18528,46102,0,0,41.4,20.9,0,1158,260,658,1876,10403,19,212,0,26.0,17353,102,251,40.6,19099,265,252,0
2023-03-12 00:32:00,0,69,13147,43496,0,0,66.4,115,0,7709,468,1163,1342,19036,754,1812,0,31.6,1655,338,448,66.1,40410,109,457,0,69,0,18669,45299,0,0,41.7,20.0,0,1121,261,657,1341,9438,473,204,0,25.5,17420,97.8,250,41,19305,236,257,0
2023-03-12 00:34:00,0,69,13259,45139,0,0,66.4,126,0,7872,469,1158,1609,18322,754,1848,0,31.6,1714,321,448,66.5,40395,104,452,0,69,0,18899,46106,0,0,41,21.9,0,1160,262,655,1609,9279,473,176,0,25.5,17433,93.9,250,41,18642,233,252,0
2023-03-12 00:36:00,0,69.0,13642,45065,0,0,67.0,126,0,7868,468,1158,1608,18397,38.5,1877,0,32.1,1717,327,449,65.4,40398,104,452,0,69.0,0,18282,45143,0,0,41.7,21.8,0,1133,261,656,1615,10093,19.0,178,0,26.0,17418,95.2,251,39.9,18645,232,252,0
2023-03-12 00:38:00,0,70.1,12390,41847,0,0,66.4,121,0,7608,457,1159,1342,17782,38.5,1777,0,32.3,1608,344,438,65.3,40387,119,440,0,70.1,0,17994,44419,0,0,41,20.9,0,1109,255,658,1344,9076,19,195,0,26.2,17405,99.1,246,40.3,18052,247,245,0
2023-03-12 00:40:00,0,70.8,13365,44593,0,0,66.4,126,0,7977,468,1160,1872,18910,38.5,1904,0,32.3,1666,350,447,67.1,40416,197,455,0,70.8,0,18524,46011,0,0,41.4,21.9,0.389,1187,261,656,1874,9530,19,209,0,26.2,17448,99.7,249,41.7,19136,266,255,0
2023-03-12 00:42:00,0,69.4,13145,42888,0,0,65.8,110,0,7699,470,1161,1344,19175,755,1765,0,32.4,1642,357,450,66.8,40425,102,458,0,69.4,0,18691,45246,0,0,40.3,19.0,0.389,1139,262,658,1345,9436,479,176,0,26.2,17437,102,251,41.0,19448,229,258,0
2023-03-12 00:44:00,0,69.4,14017,45781,0,0,65.7,126,0,7927,469,1159,1611,18533,754,1899,0,32.3,1687,344,449,65.3,40401,104,453,0,69.4,0,18933,46151,0,0,41,21.9,0,1121,262,658,1614,10024,479,201,0,26.2,17415,99.1,251,39.9,18839,232,252,0
2023-03-12 00:46:00,0,69,13332,44394,0,0,66.5,132,0,7895,466,1158,1605,18294,38.5,1920,0,31.9,1704,344,447,66.0,40401,105,457,0,69,0,18287,45368,0,0,41.8,22.8,0,1158,260,656,1616,9768,19,192,0,25.7,17426,99.1,249,41,18533,232,257,0
2023-03-12 00:48:00,0,69,14205,44128,0,0,66.4,115,0,7710,468,1157,1338,17845,38.5,1827,0,31.6,1644,339,449,65.6,40394,104,454,0,69,0,18011,44715,0,0,41,20.0,0,1153,261,656,1348,10913,19,196,0,25.5,17420,97.8,252,41,18078,232,254,0
2023-03-12 00:50:00,0,69.7,12972,44190,0,0,65.7,115,0,7940,467,1163,1876,18905,38.5,1952,0,31.6,1682,344,447,66.7,40376,200,453,0,69.7,0,18521,45938,0,0,40.3,20.0,0,1117,261,657,1873,9166,19,193,0,25.5,17369,98.6,249,41.4,19147,265,254,0
2023-03-12 00:52:00,0,69.0,12663,42352,0,0,65.7,126,0,7624,469,1165,1344,19129,753,1806,0,31.6,1657,338,450,66.1,40439,107,452,0,69.0,0,18675,45084,0,0,40.3,21.9,0,1092,262,658,1341,8963,475,191,0,25.5,17416,97.1,252,41.0,19430,235,252,0
2023-03-12 00:54:00,0,69.0,13130,44755,0,0,66.8,126,0,7788,466,1161,1612,18597,753,1848,0,31.6,1684,339,448,65.8,40440,103,455,0,69.0,0,18901,45988,0,0,41.4,21.9,0,1069,260,657,1612,9167,475,203,0,25.5,17421,97.5,251,41.4,18915,232,255,0
2023-03-12 00:56:00,0.389,69.7,13983,45176,0,0,66.8,121,0,7968,468,1158,1879,18368,38.5,1911,0,31.6,1734,338,448,66.4,40392,104,455,0,69.7,0.389,18541,46406,0,0,41.4,20.9,0,1121,261,661,1880,10164,19,200,0,25.5,17421,97.8,251,41.7,18611,232,255,0
2023-03-12 00:58:00,0.389,70.5,12976,42486,0,0,66.1,131,0.389,7528,465,1146,1076,17874,38.5,1702,0,31.6,1519,332,448,66.4,40368,104,455,0,70.5,0.389,17723,44203,0,0,41,23.2,0,1131,259,649,1082,9942,19,186,0,25.5,17400,102,250,41.7,18098,232,256,0
2023-03-12 01:00:00,0,70.1,13193,44861,0,0,65.7,126,0.389,7973,468,1160,1876,18939,38.5,1932,0.389,31.9,1640,342,450,66.1,40354,9818,454,0,70.1,0,18511,56154,0,0,40.3,22.2,0,1111,261,655,1877,9368,19,189,0,25.7,17367,99.1,252,40.6,19129,324,254,0
2023-03-12 01:02:00,0,70.1,12637,42730,0,0,65.7,126,0,7716,456,1159,1349,19199,754,1801,0.389,32.3,1637,326,438,66.0,40407,9731,442,0.389,70.1,0,18657,55205,0,0,40.6,21.8,0,1123,254,658,1350,8933,474,202,0,26.2,17435,95.2,246,41.0,19465,301,253,0
2023-03-12 01:04:00,0,70.5,12790,44427,0,0,66.7,121,0,7966,468,1158,1605,18625,754,1883,0,32.3,1719,344,448,66.1,40426,105,455,0.389,70.5,0,18911,46233,0,0,41,20.9,0,1171,261,656,1608,8812,474,216,0,26.2,17447,99.2,250,41.4,18941,233,260,0
2023-03-12 01:06:00,0,69.4,14299,45620,0,0,66.1,137,0,8085,469,1159,1877,18279,38.5,1947,0,32.3,1769,350,447,65.7,40414,104,453,0,69.4,0,18548,46228,0,0,40.3,23.8,0,1176,262,656,1876,10485,19.0,206,0,26.2,17426,101,249,41.0,18508,232,252,0
2023-03-12 01:08:00,0,69.0,12111,41969,0,0,65.6,126,0,7489,466,1158,1088,17759,38.5,1720,0,32.3,1548,355,450,66.0,40343,105,453,0,69.0,0,17714,43764,0,0,40.2,21.8,0,1109,259,655,1089,9085,19.0,187,0,26.2,17369,102,252,41.0,17995,232,253,0
2023-03-12 01:10:00,0,69,12827,44621,0,0,66.1,126,0,7904,468,1160,1877,19014,38.5,1928,0,32.3,1704,349,452,66.1,40396,196,452,0,69,0,18529,54665,0,0,40.6,21.9,0,1108,261,658,1873,9007,19,194,0,26.2,17364,100,260,41.8,19278,265,257,0
2023-03-12 01:12:00,0,69.4,13302,44053,0,0,67.1,120,0,7792,468,1160,1612,19095,754,1871,0,32.3,1710,349,449,66.5,40429,106,456,0,69.4,0,18928,54587,0,0,41.7,26.2,0,1165,261,658,1607,9355,474,163,0,26.2,17413,100,256,41.7,19395,236,261,0
2023-03-12 01:14:00,0,69,13091,44386,0,0,66.0,132,0,7725,469,1160,1351,18256,754,1777,0,32.3,1642,332,448,66.4,40409,105,456,0,69,0,18639,45394,0,0,40.6,28.1,0,1120,267,656,1352,9377,474,178,0,26.2,17437,96.5,250,41,18599,232,256,0
2023-03-12 01:16:00,0,69,14511,46148,0,0.389,66.4,126,0,7972,467,1159,1877,17984,38.5,1949,0,32.3,1778,327,447,66.4,40399,105,454,0,69,0,18557,46005,0,0.389,41.4,21.9,0,1116,261,656,1881,10686,19.4,184,0,26.2,17443,95.2,249,41,18241,232,253,0.389
2023-03-12 01:18:00,0,70.1,12688,42078,0,0,65.7,115,0,7660,468,1159,1343,17347,38.5,1799,0,32.3,1643,350,451,65.8,40396,105,455,0,70.1,0,17992,44442,0,0,40.3,20.0,0,1115,260,656,1345,9392,19,183,0,26.2,17414,100,253,40.6,17636,232,254,0
2023-03-12 01:20:00,0,69.7,13003,44210,0,0,65.0,110,0,7819,468,1165,1607,18809,38.9,1836,0,32.7,1686,344,449,65.3,40417,200,458,0,69.7,0,18247,45334,0,0,39.5,19,0,1097,261,658,1609,9448,19,190,0.389,26.2,17409,99.1,252,40.3,19127,266,259,0
2023-03-12 01:22:00,0,68.6,12714,42492,0,0,65.3,121,0,7796,467,1160,1610,19143,38.9,1850,0,32.7,1668,338,449,65.6,40418,104,457,0,68.6,0,18251,44905,0,0,39.9,20.9,0,1109,260,658,1610,9169,19,181,0.389,26.2,17420,97.5,252,41,19395,228,258,0
2023-03-12 01:24:00,0,69.0,12925,44137,0,0,65.6,121,0,7669,456,1158,1343,18362,754,1776,0,32.3,1616,333,437,66.4,40434,103,439,0,69.0,0,18636,45273,0,0,40.6,20.9,0,1104,254,656,1346,9228,475,187,0,26.2,17415,96.5,245,41.4,18671,231,245,0
2023-03-12 01:26:00,0,69.4,14204,45627,0,0,65.3,115,0,7934,457,1159,1876,18024,38.5,1928,0,32.3,1766,349,435,66.1,40423,104,439,0,69.4,0,18543,45913,0,0,40.6,20.0,0,1111,255,656,1883,10374,19,189,0,26.2,17421,100,243,41,18299,232,245,0
2023-03-12 01:28:00,0,69.7,12787,42108,0,0,65.7,115,0,7697,468,1159,1343,17392,38.5,1795,0,32.3,1632,344,451,66.1,40402,106,455,0,69.7,0,18011,44438,0,0,41,20.0,0,1116,262,656,1342,9480,19,186,0,26.2,17414,99.1,252,41,17640,232,255,0
2023-03-12 01:30:00,0,69.7,14266,45455,0,0,65.3,115,0,7864,469,1160,1607,18778,38.5,1845,0,32.1,1698,338,450,66.1,40434,199,455,0,69.7,0,18295,45603,0,0,40.3,20.0,0,1104,262,657,1607,10710,19,187,0,26.0,17417,97.8,252,40.6,19058,266,255,0
2023-03-12 01:32:00,0,69.7,12378,41885,0,0,65.8,115,0,7742,470,1161,1613,19063,38.5,1867,0,31.6,1715,349,449,66.7,40416,109,454,0,69.7,0,18256,44777,0,0,40.6,20.0,0,1086,263,657,1611,8821,19,173,0,25.5,17423,100,252,41.4,19364,236,253,0
2023-03-12 01:34:00,0,70.8,12886,44303,0,0,66.1,126,0,7634,469,1159,1349,18495,755,1777,0,31.6,1636,350,449,66.8,40390,104,455,0,70.8,0,18647,45358,0,0,40.6,21.9,0,1097,262,655,1343,9162,473,177,0,25.5,17423,100,251,41.4,18816,232,255,0
2023-03-12 01:36:00,0,72.3,14476,46177,0,0,65.3,132,0,7984,468,1158,1875,18090,38.5,1933,0,31.9,1770,350,449,66.0,40405,118,455,0,72.3,0,18572,46133,0,0,39.9,22.8,0,1119,261,655,1878,10645,19.0,189,0,25.7,17432,100,252,41.0,18324,247,256,0
2023-03-12 01:38:00,0,69.7,11889,41427,0,0,65.7,126,0,7752,468,1158,1346,17459,38.5,1826,0,32.3,1665,333,448,66.1,40388,103,453,0,69.7,0,17987,44473,0,0,40.6,21.8,0.389,1155,261,656,1342,8562,19.0,203,0,26.2,17429,96.5,251,40.3,17751,232,253,0
2023-03-12 01:40:00,0,69,13858,45490,0,0,66.1,126,0,7775,468,1160,1615,18874,38.5,1849,0,32.3,1681,332,447,66.9,40411,197,453,0,69,0,18266,45269,0,0,41,21.9,0,1093,261,657,1611,10296,19,179,0,26.2,17423,96.1,249,41.5,19166,267,252,0
2023-03-12 01:42:00,0,70.5,12824,42666,0,0,66.0,132,0,7884,468,1159,1873,19049,38.5,1917,0,32.3,1753,321,449,65.7,40427,108,455,0,70.5,0,18517,45846,0,0,41,22.8,0,1103,261,655,1875,9022,19,195,0,26.2,17414,93.1,252,40.6,19327,237,254,0
2023-03-12 01:44:00,0,69.2,12533,44071,0,0,66.2,121,0,7617,468,1156,1073,18109,751,1771,0,32.3,1593,344,449,66.2,40340,111,455,0,69.2,0,18344,44827,0,0,41.3,20.9,0,1118,261,659,1073,9105,472,220,0,26.1,17382,98.9,252,41.3,18434,239,256,0
2023-03-12 01:46:00,0,69.0,14463,46369,0,0,66.4,121,0,8002,470,1158,1877,17763,38.5,1968,0,32.3,1769,345,450,66.0,40472,109,453,0,69.0,0,18634,46321,0,0,41.4,20.9,0,1143,262,661,1878,10632,19.0,248,0,26.2,17429,104,252,41.0,18015,239,253,0
2023-03-12 01:48:00,0,69,12452,41912,0,0,66.7,126,0,7619,456,1160,1346,16979,38.5,1809,0,32.3,1653,331,439,66.1,40484,103,442,0,69,0,18052,44424,0,0,41.7,21.9,0,1109,255,658,1349,9151,19,225,0,26.2,17428,101,246,40.6,17284,232,252,0
2023-03-12 01:50:00,0,68.6,12786,44119,0,0,66.5,132,0,7734,455,1163,1610,23954,38.5,1855,0,32.3,1692,355,435,66.6,40463,9801,442,0,68.6,0,18273,55270,0,0,41.1,22.8,0,1076,254,656,1610,9254,19.0,196,0,26.2,17422,102,243,41.8,24267,322,253,0
2023-03-12 01:52:00,0,69.7,13201,42842,0,0,65.7,126,0,7879,467,1161,1876,18951,38.5,1926,0,32.3,1714,345,448,66.1,40387,107,456,0,69.7,0,18509,45658,0,0,40.3,21.9,0,1138,261,658,1875,9391,19.0,187,0,26.2,17400,99.1,250,40.6,19193,236,256,0
2023-03-12 01:54:00,0,70.1,12753,44347,0,0,66.4,132,0,7552,469,1160,1076,19202,753,1734,0,32.3,1525,338,451,66.0,40397,104,453,0,70.1,0,18367,44517,0,0,41,22.8,0,1104,262,657,1077,9329,473,222,0,26.2,17391,97.8,253,41,19467,232,252,0
2023-03-12 01:56:00,0,69,14126,45010,0,0,66.1,132,0,7972,468,1158,1878,18488,38.5,1951,0,32.3,1768,338,451,65.8,40415,105,452,0,69,0,18541,45982,0,0,41,23.2,0,1091,261,656,1878,10308,19,216,0,26.2,17421,97.8,253,41,18757,231,252,0
2023-03-12 01:58:00,0.389,70.1,13042,42910,0,0,66.1,132,0,7832,467,1157,1608,18489,38.5,1883,0,32.3,1715,348,448,66.6,40417,104,456,0,70.1,0.389,18248,45134,0,0,40.6,22.8,0,1115,261,656,1612,9489,19,202,0,26.2,17434,100,250,41,18764,231,257,0
2023-03-12 02:00:00,0,69,12955,44809,0,0,66.1,132,0,7854,468,1158,1341,27183,38.5,1827,0.389,32.3,1637,366,447,66.1,40475,195,455,0,69,0,17989,44946,0,0,40.6,22.8,0,1198,261,656,1344,9712,19,221,0,26.2,17431,104,254,41.4,27482,264,261,0
2023-03-12 02:02:00,0,69,13236,43264,0,0,66.5,137,0.389,8000,467,1160,1873,18687,38.5,1981,0,31.9,1697,332,448,65.3,40438,107,453,0,69,0,18531,45973,0,0,41,28.7,0,1179,266,658,1875,9422,19,236,0,25.7,17468,96.5,251,40.3,18893,236,252,0
2023-03-12 02:04:00,0,68.6,12595,44730,0,0,66.1,121,0,7579,467,1160,1077,19003,754,1736,0,31.6,1550,344,449,65.3,40461,103,453,0.389,68.6,0,18401,53299,0,0,41,20.9,0,1150,266,657,1083,9145,474,223,0,25.5,17485,98.8,252,39.9,19276,233,253,0
2023-03-12 02:06:00,0,69.4,14169,45447,0,0,65.6,120,0,7863,468,1159,1613,18604,38.5,1886,0,31.9,1690,361,451,65.7,40422,103,456,0,69.4,0,18314,45551,0,0,41,20.9,0,1152,261,656,1616,10616,19,232,0,25.7,17440,103,252,40.6,18825,232,256,0
2023-03-12 02:08:00,0,70.5,12908,42493,0,0,66.7,121,0,7811,470,1160,1607,18562,38.5,1878,0,32.3,1713,348,448,66.1,40391,103,453,0,70.5,0,18261,45018,0,0,41.4,20.9,0,1174,263,658,1611,9341,19,225,0,26.2,17434,101,251,41,18842,232,253,0
2023-03-12 02:10:00,0,69.4,12429,44188,0,0,66.1,121,0,7662,470,1159,1344,26873,38.5,1787,0,32.3,1616,343,448,66.1,40451,196,452,0,69.4,0,18002,44784,0,0,40.6,20.9,0,1135,262,655,1344,9169,19,216,0,26.2,17429,99.2,252,41,27168,265,252,0
2023-03-12 02:12:00,0,69.4,12978,42667,0,0,66.1,121,0,7902,456,1158,1874,18378,38.5,1935,0,32.1,1753,344,435,67.0,40417,107,441,0,69.4,0,18536,46023,0,0,41.4,20.9,0,1140,255,655,1874,9151,19.4,224,0,26.0,17440,98.8,242,42.1,18646,236,247,0.389
2023-03-12 02:14:00,0,69,13199,44607,0,0,66.3,126,0,7786,456,1159,1347,18748,754,1786,0,31.6,1662,344,437,66.7,40442,118,443,0,69,0,18655,45360,0,0,42.1,21.9,0,1140,255,655,1355,9504,475,206,0,25.5,17436,99.1,245,42.5,19052,247,249,0.389
2023-03-12 02:16:00,0,69,14452,46088,0,0.389,66.3,137,0,7780,469,1148,1611,18307,38.5,1846,0,31.6,1666,356,449,66.1,40428,118,452,0,69,0,18301,45414,0,0,41,23.8,0,1098,261,650,1613,10899,19,201,0,25.5,17403,101,250,41.8,18527,247,252,0
2023-03-12 02:18:00,0,69.4,13057,42989,0,0.389,66.1,132,0,7733,466,1159,1608,18256,38.5,1861,0,31.6,1691,360,448,66.1,40407,105,454,0,69.4,0,18259,45077,0,0,40.6,22.8,0,1072,260,657,1606,9485,19,178,0,25.5,17403,103,251,41,18520,232,254,0
2023-03-12 02:20:00,0,70.1,12515,43906,0,0,66.8,132,0,7677,467,1158,1340,26687,38.5,1767,0,31.6,1649,349,451,65.4,40482,197,454,0,70.1,0,17994,44709,0,0,41.7,22.8,0,1129,260,655,1340,9261,19.0,204,0,25.5,17419,100,253,40.3,27013,265,254,0
2023-03-12 02:22:00,0,69.7,12974,42997,0,0,66.1,121,0,7852,468,1159,1875,18431,38.5,1907,0,32.5,1748,356,447,65.3,40430,109,454,0,69.7,0,18529,45674,0,0.389,40.6,20.9,0,1083,261,655,1874,9162,19,213,0,26.0,17427,102,249,40.0,18709,236,253,0
2023-03-12 02:24:00,0,69.4,12521,43719,0,0,66.1,126,0,7647,468,1165,1348,18768,754,1796,0,32.3,1635,355,449,66.0,40426,106,453,0,69.4,0,18647,45208,0,0,41.4,21.9,0,1097,262,658,1354,8821,475,203,0.389,26.2,17415,101,252,41.4,19085,232,253,0
2023-03-12 02:26:00,0,70.1,13661,45153,0,0,66.0,132,0,7838,472,1160,1607,18442,38.5,1854,0,32.1,1662,343,449,65.8,40417,105,453,0,70.1,0,18285,45347,0,0,41.4,22.8,0,1133,263,658,1613,10140,19,173,0,26.0,17394,99.7,251,40.6,18661,232,253,0
2023-03-12 02:28:00,0,71.6,13367,43465,0,0,65.7,121,0,7998,467,1159,1872,18379,38.5,1933,0,31.6,1742,354,449,65.7,40428,105,453,0,71.6,0,18536,46002,0,0,40.6,20.9,0,1156,261,656,1873,9565,19,196,0,25.5,17426,102,250,40.3,18629,232,252,0
2023-03-12 02:30:00,0,69.7,12600,44494,0,0,65.3,121,0,7693,469,1159,1080,20763,38.5,1741,0,31.9,1597,349,451,65.8,40487,9809,453,0,69.7,0,17765,54188,0,0,40.6,20.9,0,1143,262,656,1081,9585,19,214,0,25.7,17447,100,254,40.6,21060,328,252,0
2023-03-12 02:32:00,0,68.6,13076,43519,0,0,65.8,115,0,7972,468,1159,1878,18032,38.5,1963,0,32.1,1765,355,448,66.1,40424,9720,457,0,68.6,0,18530,55976,0,0,40.3,20.0,0,1131,261,655,1876,9255,19,235,0,26.0,17449,101,251,41.7,18296,297,257,0
2023-03-12 02:34:00,0,69,12888,44227,0,0,66.4,115,0,7741,467,1160,1346,18316,753,1803,0,32.8,1666,343,448,66.1,40424,106,452,0,69,0,18649,45351,0,0,41,20.0,0,1165,260,663,1345,9181,473,212,0,26.7,17446,98.8,251,41.4,18632,232,252,0
2023-03-12 02:36:00,0,69,14128,45256,0,0,66.7,126,0,7841,456,1158,1608,19098,38.5,1867,0,32.6,1700,343,438,67.2,40422,105,440,0,69,0,18314,45385,0,0,42.1,21.9,0,1189,254,656,1608,10575,19,224,0,26.4,17434,104,246,41.4,19324,232,245,0
2023-03-12 02:38:00,0,69.4,13000,42980,0,0,66.7,121,0,7891,454,1159,1877,19172,38.5,1943,0,31.6,1760,355,437,66.5,40430,104,442,0,69.4,0,18537,45751,0,0,41.7,20.9,0,1145,254,656,1880,9170,19,233,0,25.5,17441,102,245,41,19470,232,254,0
2023-03-12 02:40:00,0,68.6,12441,43784,0,0,67.3,126,0,7534,467,1165,1086,18533,38.5,1722,0,31.6,1596,355,449,66.8,40417,197,457,0,68.6,0,17735,43974,0,0,42.5,21.9,0,1135,261,657,1082,9395,19,219,0,25.5,17436,102,252,41.4,18857,266,263,0
2023-03-12 02:42:00,0,68.6,12825,43149,0,0,66.4,120,0,7975,468,1160,1883,18309,38.5,1950,0,32.1,1750,355,447,66.7,40483,107,456,0,68.6,0,18532,45986,0,0,41,20.9,0,1151,261,657,1876,9002,19,224,0,26.0,17529,101,249,41.7,18569,235,255,0
2023-03-12 02:44:00,0,70.1,12670,44286,0,0,66.7,115,0,7774,471,1159,1348,17877,754,1854,0,32.3,1627,344,448,66.1,40469,104,454,0,70.1,0,18666,45446,0,0,42.1,20.0,0,1161,263,655,1346,8928,477,238,0,26.2,17517,98.8,251,41,18174,232,253,0
2023-03-12 02:46:00,0,70.1,14144,45721,0,0,66.1,121,0,7697,470,1157,1344,19062,38.5,1843,0,32.1,1525,344,448,65.7,40414,105,454,0,70.1,0,18046,44809,0,0,41.7,20.9,0.389,1112,262,656,1349,10846,19,210,0,26.0,17431,99.1,250,40.3,19191,232,254,0
2023-03-12 02:48:00,0,68.6,13451,43049,0,0,65.7,115,0,7910,467,1161,1869,19120,38.5,1924,0,31.6,1737,321,451,66.1,40403,105,455,0,68.6,0,18525,45797,0,0,41,20.0,0,1101,261,658,1876,9635,19,198,0,25.5,17418,93.5,253,41,19354,232,260,0
2023-03-12 02:50:00,0,69.4,12313,43896,0,0,65.3,126,0,7580,468,1160,1075,18572,38.5,1708,0,31.6,1584,338,450,66.5,40418,199,455,0,69.4,0,17727,43908,0,0,40.6,26.8,0,1113,261,658,1076,9274,19,212,0,25.5,17422,97.5,256,41,18873,265,260,0
2023-03-12 02:52:00,0,69.7,12720,42612,0,0,65.3,132,0,7828,468,1159,1609,18230,38.5,1868,0,32.1,1719,344,448,66.8,40421,108,453,0,69.7,0,18252,45229,0,0,39.9,27.7,0,1123,266,655,1616,9161,19,206,0,26.0,17428,99.1,250,41.4,18525,235,252,0
2023-03-12 02:54:00,0,69.4,12973,44277,0,0,65.7,121,0,7807,469,1153,1610,17719,756,1862,0,32.3,1676,350,449,66.4,40404,118,453,0,69.4,0,18918,45906,0,0,40.6,20.9,0,1150,262,649,1611,8988,474,182,0,26.2,17408,100,251,41,17995,247,253,0
2023-03-12 02:56:00,0,69.7,14105,46167,0,0,65.7,110,0,7639,469,1160,1345,18967,756,1775,0.389,32.1,1542,355,450,66.4,40363,117,456,0,69.7,0,18697,45611,0,0,41,19,0,1112,262,658,1344,10406,474,213,0,26.0,17372,102,253,41,19126,247,257,0
2023-03-12 02:58:00,0,70.5,13529,43313,0,0,66.1,126,0,7938,469,1157,1879,19134,38.5,1920,0.389,31.6,1748,344,449,65.7,40396,98.9,453,0,70.5,0,18523,45845,0,0,41.0,22.2,0,1110,262,656,1876,9720,19.0,194,0,25.5,17415,99.1,252,41.0,19401,224,253,0
2023-03-12 03:00:00,0.389,69.4,12734,44070,0,0,66.8,126,0,7716,452,1163,1352,18413,38.5,1785,0,31.6,1630,338,436,65.3,40387,196,440,0,69.4,0.389,18004,44530,0,0,41.4,22.2,0,1116,252,656,1350,9434,19,186,0,25.5,17419,97.5,243,40.3,18681,266,245,0
2023-03-12 03:02:00,0.389,68.6,12739,42820,0,0,66.0,126,0,7747,454,1161,1617,18209,38.5,1851,0,31.6,1684,344,437,65.7,40407,107,439,0.389,68.6,0.389,18268,53605,0,0,41,21.9,0,1104,253,657,1616,9194,19,201,0,25.5,17418,99.1,245,40.6,18454,236,245,0
2023-03-12 03:04:00,0,69,13006,45160,0,0,65.6,115,0,7864,467,1165,1610,17686,753,1857,0,31.6,1692,344,451,66.4,40432,106,457,0.389,69,0,18918,54439,0,0,40.3,20.0,0,1143,261,657,1609,9034,473,207,0,25.5,17408,99.1,253,41,17986,232,258,0
2023-03-12 03:06:00,0,69.7,14022,45842,0,0,66.1,121,0,7691,466,1158,1343,18971,753,1789,0,31.9,1589,350,447,66.0,40461,104,454,0,69.7,0,18712,45660,0,0,41,20.9,0,1146,260,655,1345,10326,473,201,0,25.7,17481,99.4,249,41.4,19133,232,254,0
2023-03-12 03:08:00,0,70.5,13268,43188,0,0,66.7,137,0,7979,467,1164,1875,19134,38.5,1951,0,32.8,1773,339,447,66.4,40419,9720,452,0,70.5,0,18527,56007,0,0,41.7,23.8,0,1103,261,655,1876,9448,19.4,208,0,26.7,17433,97.5,249,41.4,19400,295,252,0
