"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc24a55b6118f2)","Receive Errors (lxc2620cdf5014d)","Receive Errors (lxc27c8bfb255bc)","Receive Errors (lxc2e928844a56f)","Receive Errors (lxc3300f810e11f)","Receive Errors (lxc573a43e1f8d2)","Receive Errors (lxc57952e484e48)","Receive Errors (lxc6a491f057ac7)","Receive Errors (lxc6cffc9e65af3)","Receive Errors (lxc769c27b82d9e)","Receive Errors (lxc7eb535e15136)","Receive Errors (lxc8928d6f5d0b3)","Receive Errors (lxc_health)","Receive Errors (lxca81d0fc879aa)","Receive Errors (lxcafe47d984b50)","Receive Errors (lxccddc051f6a29)","Receive Errors (lxccf3cdc47b0c9)","Receive Errors (lxce6f24bb6c275)","Receive Errors (lxcefae8cd05c83)","Receive Errors (lxcefb8e72134a6)","Receive Errors (lxcfed393d703a1)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc24a55b6118f2)","Receive Total (lxc2620cdf5014d)","Receive Total (lxc27c8bfb255bc)","Receive Total (lxc2e928844a56f)","Receive Total (lxc3300f810e11f)","Receive Total (lxc573a43e1f8d2)","Receive Total (lxc57952e484e48)","Receive Total (lxc6a491f057ac7)","Receive Total (lxc6cffc9e65af3)","Receive Total (lxc769c27b82d9e)","Receive Total (lxc7eb535e15136)","Receive Total (lxc8928d6f5d0b3)","Receive Total (lxc_health)","Receive Total (lxca81d0fc879aa)","Receive Total (lxcafe47d984b50)","Receive Total (lxccddc051f6a29)","Receive Total (lxccf3cdc47b0c9)","Receive Total (lxce6f24bb6c275)","Receive Total (lxcefae8cd05c83)","Receive Total (lxcefb8e72134a6)","Receive Total (lxcfed393d703a1)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc24a55b6118f2)","Transmit Errors (lxc2620cdf5014d)","Transmit Errors (lxc27c8bfb255bc)","Transmit Errors (lxc2e928844a56f)","Transmit Errors (lxc3300f810e11f)","Transmit Errors (lxc573a43e1f8d2)","Transmit Errors (lxc57952e484e48)","Transmit Errors (lxc6a491f057ac7)","Transmit Errors (lxc6cffc9e65af3)","Transmit Errors (lxc769c27b82d9e)","Transmit Errors (lxc7eb535e15136)","Transmit Errors (lxc8928d6f5d0b3)","Transmit Errors (lxc_health)","Transmit Errors (lxca81d0fc879aa)","Transmit Errors (lxcafe47d984b50)","Transmit Errors (lxccddc051f6a29)","Transmit Errors (lxccf3cdc47b0c9)","Transmit Errors (lxce6f24bb6c275)","Transmit Errors (lxcefae8cd05c83)","Transmit Errors (lxcefb8e72134a6)","Transmit Errors (lxcfed393d703a1)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc24a55b6118f2)","Receive Dropped (lxc2620cdf5014d)","Receive Dropped (lxc27c8bfb255bc)","Receive Dropped (lxc2e928844a56f)","Receive Dropped (lxc3300f810e11f)","Receive Dropped (lxc573a43e1f8d2)","Receive Dropped (lxc57952e484e48)","Receive Dropped (lxc6a491f057ac7)","Receive Dropped (lxc6cffc9e65af3)","Receive Dropped (lxc769c27b82d9e)","Receive Dropped (lxc7eb535e15136)","Receive Dropped (lxc8928d6f5d0b3)","Receive Dropped (lxc_health)","Receive Dropped (lxca81d0fc879aa)","Receive Dropped (lxcafe47d984b50)","Receive Dropped (lxccddc051f6a29)","Receive Dropped (lxccf3cdc47b0c9)","Receive Dropped (lxce6f24bb6c275)","Receive Dropped (lxcefae8cd05c83)","Receive Dropped (lxcefb8e72134a6)","Receive Dropped (lxcfed393d703a1)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc24a55b6118f2)","Transmit Dropped (lxc2620cdf5014d)","Transmit Dropped (lxc27c8bfb255bc)","Transmit Dropped (lxc2e928844a56f)","Transmit Dropped (lxc3300f810e11f)","Transmit Dropped (lxc573a43e1f8d2)","Transmit Dropped (lxc57952e484e48)","Transmit Dropped (lxc6a491f057ac7)","Transmit Dropped (lxc6cffc9e65af3)","Transmit Dropped (lxc769c27b82d9e)","Transmit Dropped (lxc7eb535e15136)","Transmit Dropped (lxc8928d6f5d0b3)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca81d0fc879aa)","Transmit Dropped (lxcafe47d984b50)","Transmit Dropped (lxccddc051f6a29)","Transmit Dropped (lxccf3cdc47b0c9)","Transmit Dropped (lxce6f24bb6c275)","Transmit Dropped (lxcefae8cd05c83)","Transmit Dropped (lxcefb8e72134a6)","Transmit Dropped (lxcfed393d703a1)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc24a55b6118f2)","Transmit Total (lxc2620cdf5014d)","Transmit Total (lxc27c8bfb255bc)","Transmit Total (lxc2e928844a56f)","Transmit Total (lxc3300f810e11f)","Transmit Total (lxc573a43e1f8d2)","Transmit Total (lxc57952e484e48)","Transmit Total (lxc6a491f057ac7)","Transmit Total (lxc6cffc9e65af3)","Transmit Total (lxc769c27b82d9e)","Transmit Total (lxc7eb535e15136)","Transmit Total (lxc8928d6f5d0b3)","Transmit Total (lxc_health)","Transmit Total (lxca81d0fc879aa)","Transmit Total (lxcafe47d984b50)","Transmit Total (lxccddc051f6a29)","Transmit Total (lxccf3cdc47b0c9)","Transmit Total (lxce6f24bb6c275)","Transmit Total (lxcefae8cd05c83)","Transmit Total (lxcefb8e72134a6)","Transmit Total (lxcfed393d703a1)"
2023-03-11 22:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,11.6,88.0,0,0,0.550,0.267,0,11.7,1.29,3.23,0.772,7.22,2.94,2.42,0,0.333,7.13,1.18,1.22,0.533,12.6,1.18,1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,11.4,79.4,0,0,0.989,0.267,0,12.9,1.49,3.78,0.767,9.65,2.77,2.90,0,0.400,6.73,0.900,1.42,0.983,12.4,1.20,1.41,0
2023-03-11 22:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,8.81,74.6,0,0,0.533,0.256,0,12.1,1.29,3.18,0.594,7.62,0.200,2.40,0,0.333,7.28,1.17,1.20,0.544,13.8,1.06,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.54,73.7,0,0,0.978,0.256,0,13.1,1.49,3.71,0.561,10.6,0.106,2.96,0,0.400,7.11,0.883,1.41,0.989,12.7,1.09,1.42,0
2023-03-11 22:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,9.31,77.3,0,0,0.539,0.256,0,12.2,1.27,3.21,0.711,7.78,0.200,2.44,0,0.333,7.04,1.18,1.19,0.544,13.0,1.10,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,9.07,75.5,0,0,0.989,0.256,0,13.3,1.47,3.73,0.656,10.2,0.106,2.89,0,0.400,6.95,0.894,1.39,0.989,12.5,1.17,1.41,0
2023-03-11 22:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,8.78,77.6,0,0,0.533,0.267,0,12.1,1.28,3.21,0.672,7.48,0.200,2.14,0,0.333,7.01,1.23,1.18,0.544,13.1,1.11,1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.63,71.8,0,0,0.983,0.267,0,13.1,1.48,3.74,0.639,9.68,0.100,2.92,0,0.400,7.19,0.928,1.38,0.989,12.5,1.16,1.38,0
2023-03-11 22:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,8.79,77.6,0,0,0.550,0.244,0,11.7,1.30,3.23,0.594,7.47,0.200,2.41,0,0.328,6.97,1.19,1.24,0.539,12.6,1.44,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.73,74.4,0,0,0.994,0.244,0,12.8,1.50,3.76,0.550,9.73,0.100,2.99,0,0.394,6.65,0.917,1.43,0.983,12.3,1.49,1.41,0
2023-03-11 22:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,11.5,79.3,0,0,0.556,0.244,0,12.1,1.29,3.23,0.817,7.33,2.93,2.75,0,0.333,7.18,1.23,1.22,0.544,13.3,1.22,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,11.5,76.7,0,0,0.989,0.244,0,13.2,1.49,3.76,0.756,9.79,2.79,2.92,0,0.400,7.56,0.939,1.42,0.989,12.3,1.27,1.41,0
2023-03-11 22:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,8.54,75.9,0,0,0.550,0.256,0,12.1,1.29,3.22,0.650,8.37,0.200,2.72,0,0.322,7.22,1.20,1.21,0.533,15.3,1.11,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.52,74.9,0,0,0.983,0.261,0,13.0,1.49,3.74,0.606,11.5,0.100,2.82,0,0.389,7.42,0.917,1.41,0.983,13.5,1.15,1.43,0
2023-03-11 22:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,9.26,77.9,0,0,0.544,0.267,0,11.9,1.28,3.23,0.656,7.92,0.200,2.49,0,0.317,6.15,1.17,1.23,0.533,12.5,1.10,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.12,76.3,0,0,0.989,0.267,0,12.9,1.48,3.75,0.622,10.5,0.100,2.96,0,0.383,6.22,0.894,1.43,0.983,11.6,1.17,1.41,0
2023-03-11 22:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,8.81,76.1,0,0,0.544,0.278,0,11.9,1.30,3.23,0.756,7.50,0.200,2.36,0,0.322,6,1.13,1.24,0.544,12.4,1.11,1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.80,72.7,0,0,0.983,0.278,0,13.1,1.50,3.76,0.722,10.1,0.100,3.06,0,0.394,6.25,0.883,1.44,0.989,11.3,1.17,1.40,0
2023-03-11 22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,8.62,75.3,0,0,0.550,0.256,0,11.8,1.30,3.22,0.583,7.53,0.200,2.37,0,0.333,7.16,1.17,1.21,0.556,13.5,1.44,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.63,75.2,0,0,0.994,0.256,0,13.0,1.50,3.75,0.522,9.74,0.100,3.02,0,0.400,7.49,0.906,1.42,1,12.6,1.49,1.42,0
2023-03-11 22:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,11.5,78.5,0,0,0.550,0.244,0.00556,11.8,1.29,3.23,0.794,7.31,2.96,2.31,0,0.333,7.28,1.21,1.21,0.539,13.6,1.17,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,11.4,76.3,0,0,0.994,0.244,0,13.2,1.50,3.77,0.756,9.79,2.77,2.92,0,0.400,7.57,0.933,1.41,0.989,12.5,1.22,1.42,0
2023-03-11 22:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,8.58,75.2,0,0,0.556,0.244,0,12.2,1.29,3.20,0.606,8.28,0.200,2.29,0,0.333,6.92,1.21,1.22,0.550,14.8,1.12,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.43,73.7,0,0,1,0.244,0,13.4,1.50,3.72,0.578,11.4,0.100,3.03,0,0.400,7.02,0.944,1.42,1,13.5,1.18,1.43,0
2023-03-11 22:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,9.19,84.4,0,0,0.539,0.278,0,12.0,1.31,3.22,0.694,7.86,0.200,2.46,0,0.333,7.19,1.16,1.21,0.544,12.7,1.78,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.99,75.6,0,0,0.989,0.278,0,13.0,1.50,3.74,0.661,10.4,0.100,3.02,0,0.400,6.48,0.900,1.41,0.989,12.8,2.03,1.43,0
2023-03-11 22:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0,8.89,77.1,0,0,0.540,0.267,0,12.2,1.30,3.23,0.802,7.69,0.201,2.33,0,0.334,7.47,1.19,1.23,0.540,12.5,1.06,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624,8.76,72.6,0,0,0.992,0.267,0,13.2,1.49,3.76,0.813,9.87,0.100,3.12,0,0.401,6.66,0.919,1.43,0.992,12.9,1.11,1.42,0
2023-03-11 22:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,8.86,79.2,0,0,0.539,0.267,0,12.0,1.26,3.23,0.528,7.39,0.200,2.32,0,0.333,7.03,1.17,1.19,0.528,13.2,1.45,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.61,75.1,0,0,0.989,0.267,0,12.9,1.45,3.77,0.589,9.46,0.100,2.92,0,0.400,7.43,0.900,1.38,0.978,12.6,1.49,1.37,0
2023-03-11 22:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,11.7,80.6,0,0,0.533,0.267,0,11.8,1.28,3.23,0.817,7.56,2.98,2.30,0,0.333,7.11,1.15,1.20,0.533,13.4,1.16,1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,11.7,76.1,0,0,0.983,0.267,0,13.1,1.48,3.76,0.833,9.73,2.78,3.12,0,0.400,7.61,0.889,1.41,0.978,12.5,1.19,1.40,0
2023-03-11 22:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,8.81,75.7,0,0,0.544,0.278,0,11.8,1.28,3.22,0.628,8.41,0.200,2.67,0,0.333,7.19,1.16,1.22,0.539,14.4,1.11,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.67,74.3,0,0,0.983,0.278,0,12.9,1.48,3.74,0.606,11.0,0.100,3.07,0,0.400,7.24,0.906,1.42,0.989,13.4,1.16,1.44,0
2023-03-11 22:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640,0,9.41,78.6,0,0,0.540,0.267,0,12.0,1.29,3.21,0.701,7.87,0.200,2.83,0,0.328,6.98,1.19,1.24,0.545,12.8,1.06,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640,9.20,76.3,0,0,0.985,0.267,0,13.0,1.49,3.72,0.618,10.1,0.100,3.04,0,0.395,7.12,0.913,1.42,0.985,12.2,1.11,1.46,0
2023-03-11 22:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,8.92,76.0,0,0,0.539,0.267,0,11.7,1.31,3.22,0.794,7.72,0.200,2.79,0,0.322,7.05,1.19,1.22,0.561,13.5,1.12,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.90,72.5,0,0,0.983,0.267,0,12.8,1.51,3.75,0.683,9.94,0.100,2.89,0,0.389,7.47,0.911,1.41,0.994,12.6,1.18,1.42,0
2023-03-11 22:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,8.78,75.2,0,0,0.556,0.256,0,12.0,1.29,3.22,0.589,7.51,0.200,2.49,0,0.328,7.16,1.16,1.20,0.556,13.5,1.52,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.81,75.5,0,0,0.994,0.256,0,13.0,1.49,3.76,0.517,9.78,0.1000,2.94,0,0.394,7.45,0.911,1.40,0.994,12.4,1.54,1.41,0
2023-03-11 22:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,11.5,77.1,0,0,0.550,0.256,0,12.3,1.28,3.23,0.711,7.48,2.92,2.27,0,0.333,7.13,1.17,1.20,0.539,13.2,1.17,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,11.4,75.3,0,0,1,0.256,0,13.3,1.48,3.77,0.678,9.79,2.78,3.14,0,0.400,7.46,0.894,1.40,0.983,12.2,1.18,1.41,0
2023-03-11 22:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,8.53,76.2,0,0,0.539,0.250,0,12.2,1.28,3.20,0.661,8.37,0.200,2.27,0,0.328,7.19,1.22,1.23,0.539,15.1,1.17,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.46,74.5,0,0,0.989,0.244,0,13.3,1.48,3.72,0.639,11.6,0.100,3.16,0,0.394,7.38,0.928,1.42,0.978,13.2,1.19,1.42,0
2023-03-11 22:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,9.13,77.3,0,0,0.544,0.256,0,12.1,1.28,3.22,0.611,7.97,0.200,2.35,0,0.317,7.08,1.18,1.22,0.533,12.8,1.17,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.01,75.5,0,0,0.989,0.256,0,13.2,1.49,3.74,0.567,10.1,0.100,3.11,0.00556,0.383,7.02,0.894,1.41,0.978,12.5,1.20,1.42,0
2023-03-11 22:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,8.96,85.4,0,0,0.533,0.267,0,12.3,1.30,3.22,0.783,7.66,0.200,2.69,0,0.322,7.16,1.15,1.20,0.544,13.3,1.11,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,8.82,77.1,0,0,0.983,0.267,0,13.1,1.51,3.74,0.756,9.79,0.100,3.02,0,0.389,7.48,0.889,1.40,0.994,12.7,1.15,1.44,0.00556
2023-03-11 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0.00556,8.96,76.5,0,0,0.533,0.267,0,12.1,1.29,3.23,0.622,7.55,0.200,2.69,0,0.322,7.12,1.18,1.23,0.539,13.9,1.44,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.611,8.84,76.3,0,0,0.989,0.267,0,13.1,1.50,3.75,0.583,10.2,0.100,2.98,0,0.389,7.46,0.889,1.42,0.989,12.5,1.52,1.43,0.00556
2023-03-11 23:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0.00555,11.6,78.6,0,0,0.527,0.244,0,12.5,1.28,3.21,0.688,7.39,2.92,2.77,0,0.316,7.47,1.14,1.22,0.544,13.9,1.16,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555,0.611,11.4,78.0,0,0,0.977,0.244,0.00555,13.5,1.48,3.74,0.672,10.2,2.78,3.12,0,0.383,7.64,0.872,1.41,0.988,12.6,1.20,1.41,0
2023-03-11 23:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,8.73,76.2,0,0,0.533,0.244,0,12.5,1.26,3.22,0.717,8.26,0.200,2.64,0,0.322,7.34,1.17,1.17,0.544,15.4,1.11,1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.69,76.1,0,0,0.983,0.244,0.00556,13.7,1.45,3.73,0.639,11.6,0.100,3.19,0,0.389,7.60,0.889,1.36,0.983,13.4,1.15,1.38,0
