"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc24a55b6118f2)","Receive Errors (lxc2620cdf5014d)","Receive Errors (lxc27c8bfb255bc)","Receive Errors (lxc2e928844a56f)","Receive Errors (lxc3300f810e11f)","Receive Errors (lxc573a43e1f8d2)","Receive Errors (lxc57952e484e48)","Receive Errors (lxc6a491f057ac7)","Receive Errors (lxc6cffc9e65af3)","Receive Errors (lxc769c27b82d9e)","Receive Errors (lxc7eb535e15136)","Receive Errors (lxc8928d6f5d0b3)","Receive Errors (lxc_health)","Receive Errors (lxca81d0fc879aa)","Receive Errors (lxcafe47d984b50)","Receive Errors (lxccddc051f6a29)","Receive Errors (lxccf3cdc47b0c9)","Receive Errors (lxce6f24bb6c275)","Receive Errors (lxcefae8cd05c83)","Receive Errors (lxcefb8e72134a6)","Receive Errors (lxcfed393d703a1)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc24a55b6118f2)","Receive Total (lxc2620cdf5014d)","Receive Total (lxc27c8bfb255bc)","Receive Total (lxc2e928844a56f)","Receive Total (lxc3300f810e11f)","Receive Total (lxc573a43e1f8d2)","Receive Total (lxc57952e484e48)","Receive Total (lxc6a491f057ac7)","Receive Total (lxc6cffc9e65af3)","Receive Total (lxc769c27b82d9e)","Receive Total (lxc7eb535e15136)","Receive Total (lxc8928d6f5d0b3)","Receive Total (lxc_health)","Receive Total (lxca81d0fc879aa)","Receive Total (lxcafe47d984b50)","Receive Total (lxccddc051f6a29)","Receive Total (lxccf3cdc47b0c9)","Receive Total (lxce6f24bb6c275)","Receive Total (lxcefae8cd05c83)","Receive Total (lxcefb8e72134a6)","Receive Total (lxcfed393d703a1)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc24a55b6118f2)","Transmit Errors (lxc2620cdf5014d)","Transmit Errors (lxc27c8bfb255bc)","Transmit Errors (lxc2e928844a56f)","Transmit Errors (lxc3300f810e11f)","Transmit Errors (lxc573a43e1f8d2)","Transmit Errors (lxc57952e484e48)","Transmit Errors (lxc6a491f057ac7)","Transmit Errors (lxc6cffc9e65af3)","Transmit Errors (lxc769c27b82d9e)","Transmit Errors (lxc7eb535e15136)","Transmit Errors (lxc8928d6f5d0b3)","Transmit Errors (lxc_health)","Transmit Errors (lxca81d0fc879aa)","Transmit Errors (lxcafe47d984b50)","Transmit Errors (lxccddc051f6a29)","Transmit Errors (lxccf3cdc47b0c9)","Transmit Errors (lxce6f24bb6c275)","Transmit Errors (lxcefae8cd05c83)","Transmit Errors (lxcefb8e72134a6)","Transmit Errors (lxcfed393d703a1)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc24a55b6118f2)","Receive Dropped (lxc2620cdf5014d)","Receive Dropped (lxc27c8bfb255bc)","Receive Dropped (lxc2e928844a56f)","Receive Dropped (lxc3300f810e11f)","Receive Dropped (lxc573a43e1f8d2)","Receive Dropped (lxc57952e484e48)","Receive Dropped (lxc6a491f057ac7)","Receive Dropped (lxc6cffc9e65af3)","Receive Dropped (lxc769c27b82d9e)","Receive Dropped (lxc7eb535e15136)","Receive Dropped (lxc8928d6f5d0b3)","Receive Dropped (lxc_health)","Receive Dropped (lxca81d0fc879aa)","Receive Dropped (lxcafe47d984b50)","Receive Dropped (lxccddc051f6a29)","Receive Dropped (lxccf3cdc47b0c9)","Receive Dropped (lxce6f24bb6c275)","Receive Dropped (lxcefae8cd05c83)","Receive Dropped (lxcefb8e72134a6)","Receive Dropped (lxcfed393d703a1)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc24a55b6118f2)","Transmit Dropped (lxc2620cdf5014d)","Transmit Dropped (lxc27c8bfb255bc)","Transmit Dropped (lxc2e928844a56f)","Transmit Dropped (lxc3300f810e11f)","Transmit Dropped (lxc573a43e1f8d2)","Transmit Dropped (lxc57952e484e48)","Transmit Dropped (lxc6a491f057ac7)","Transmit Dropped (lxc6cffc9e65af3)","Transmit Dropped (lxc769c27b82d9e)","Transmit Dropped (lxc7eb535e15136)","Transmit Dropped (lxc8928d6f5d0b3)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca81d0fc879aa)","Transmit Dropped (lxcafe47d984b50)","Transmit Dropped (lxccddc051f6a29)","Transmit Dropped (lxccf3cdc47b0c9)","Transmit Dropped (lxce6f24bb6c275)","Transmit Dropped (lxcefae8cd05c83)","Transmit Dropped (lxcefb8e72134a6)","Transmit Dropped (lxcfed393d703a1)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc24a55b6118f2)","Transmit Total (lxc2620cdf5014d)","Transmit Total (lxc27c8bfb255bc)","Transmit Total (lxc2e928844a56f)","Transmit Total (lxc3300f810e11f)","Transmit Total (lxc573a43e1f8d2)","Transmit Total (lxc57952e484e48)","Transmit Total (lxc6a491f057ac7)","Transmit Total (lxc6cffc9e65af3)","Transmit Total (lxc769c27b82d9e)","Transmit Total (lxc7eb535e15136)","Transmit Total (lxc8928d6f5d0b3)","Transmit Total (lxc_health)","Transmit Total (lxca81d0fc879aa)","Transmit Total (lxcafe47d984b50)","Transmit Total (lxccddc051f6a29)","Transmit Total (lxccf3cdc47b0c9)","Transmit Total (lxce6f24bb6c275)","Transmit Total (lxcefae8cd05c83)","Transmit Total (lxcefb8e72134a6)","Transmit Total (lxcfed393d703a1)"
2023-03-11 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,8.78,75.2,0,0,0.550,0.244,0,11.5,1.27,3.17,0.611,7.11,0.200,2.45,0,0.328,7.13,1.15,1.18,0.539,13.3,1.39,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.54,73.9,0,0,1,0.244,0,13.0,1.47,3.72,0.617,9.55,0.100,2.96,0,0.400,7.45,0.883,1.39,0.983,12.3,1.42,1.37,0.00556
2023-03-11 14:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,8.86,75.8,0,0,0.556,0.256,0,11.6,1.29,3.23,0.750,7.37,0.200,2.49,0,0.328,6.54,1.13,1.22,0.567,12.2,1.17,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.74,73.2,0,0,0.989,0.256,0,13.3,1.50,3.76,0.761,9.28,0.100,3.12,0,0.394,6.77,0.878,1.43,1.01,11.7,1.19,1.43,0
2023-03-11 14:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,8.62,75.3,0,0,0.550,0.256,0,11.8,1.28,3.23,0.594,8.12,0.200,2.39,0,0.328,6.25,1.19,1.22,0.550,13.8,1.12,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,8.47,73.8,0,0,0.989,0.256,0,13.3,1.49,3.76,0.572,10.9,0.100,3.16,0,0.394,6.54,0.933,1.41,1,12.5,1.14,1.43,0
2023-03-11 14:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,11.9,89.6,0,0,0.550,0.256,0,12.4,1.31,3.22,0.756,7.89,2.94,2.43,0,0.317,7.04,1.17,1.21,0.550,13.0,1.17,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,11.9,82.8,0,0,1,0.256,0,13.4,1.51,3.75,0.661,10.2,2.83,2.99,0,0.383,7.07,0.900,1.40,0.989,12.4,1.18,1.41,0
2023-03-11 14:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,8.79,85.2,0,0,0.556,0.245,0,12.1,1.28,3.22,0.695,7.62,0.200,2.81,0,0.317,7.03,1.17,1.22,0.539,13.4,1.06,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,8.67,76.4,0,0,1.00,0.245,0,13.1,1.49,3.75,0.634,10.3,0.100,2.90,0,0.384,7.03,0.889,1.41,0.989,12.4,1.10,1.43,0
2023-03-11 14:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,8.68,77.9,0,0,0.550,0.244,0,11.8,1.29,3.25,0.594,7.57,0.200,2.68,0,0.317,7.02,1.18,1.23,0.544,13.2,1.45,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.59,73.9,0,0,0.983,0.244,0,12.8,1.50,3.76,0.556,9.48,0.106,2.82,0,0.383,7.38,0.906,1.42,0.989,12.5,1.48,1.43,0
2023-03-11 14:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,8.82,77.9,0,0,0.545,0.245,0,12.1,1.31,3.24,0.784,7.33,0.206,2.45,0,0.317,6.99,1.14,1.20,0.551,13.2,1.11,1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.63,73.0,0,0,0.990,0.250,0,13.3,1.52,3.77,0.745,9.76,0.100,2.93,0,0.384,7.33,0.884,1.40,0.990,12.3,1.13,1.40,0
2023-03-11 14:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,8.72,75.5,0,0,0.528,0.233,0.00556,11.8,1.28,3.23,0.606,8.47,0.200,2.24,0,0.328,7.18,1.16,1.20,0.544,14.7,1.11,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.49,73.3,0,0,0.978,0.233,0,13.4,1.48,3.76,0.594,11.2,0.100,3.05,0,0.394,7.39,0.900,1.40,0.994,13.5,1.14,1.42,0
2023-03-11 14:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,12.0,81.1,0,0,0.550,0.256,0,12.0,1.29,3.21,0.689,8.04,2.89,2.31,0,0.333,6.22,1.18,1.20,0.550,12.1,1.16,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,11.8,78.1,0,0,1.000,0.256,0,13.3,1.49,3.76,0.628,10.2,2.79,3.06,0,0.400,6.37,0.911,1.40,0.994,11.6,1.21,1.42,0
2023-03-11 14:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0,8.97,79.8,0,0,0.550,0.255,0,12.1,1.29,3.21,0.794,7.52,0.200,2.58,0,0.333,6.35,1.19,1.23,0.550,12.1,1.16,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,8.73,73.7,0,0,0.994,0.255,0,13.3,1.49,3.76,0.727,9.87,0.0999,3.19,0,0.400,6.39,0.916,1.42,0.988,11.6,1.20,1.42,0
2023-03-11 14:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,8.71,85.5,0,0,0.544,0.244,0,12,1.28,3.21,0.544,7.23,0.200,2.44,0,0.333,7.22,1.18,1.20,0.550,13.3,1.99,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.51,75.6,0,0,0.989,0.244,0,13.5,1.48,3.72,0.506,9.49,0.100,3.17,0,0.400,7.60,0.906,1.40,0.983,12.4,2.41,1.41,0
2023-03-11 14:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,9.20,76.2,0,0,0.544,0.256,0,12.2,1.26,3.22,0.794,7.50,0.200,2.43,0,0.333,7.17,1.25,1.17,0.544,13.1,1.22,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.91,73.8,0,0,0.989,0.256,0,13.6,1.46,3.76,0.756,9.99,0.100,3.18,0,0.400,7.21,0.950,1.36,0.983,12.5,1.26,1.36,0
2023-03-11 14:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,8.75,74.0,0,0,0.556,0.256,0,11.9,1.28,3.21,0.600,7.74,0.200,2.75,0,0.322,6.32,1.22,1.21,0.550,13.4,1.12,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,8.55,73.4,0,0,1,0.256,0,12.8,1.48,3.76,0.606,10.6,0.100,2.86,0,0.389,6.57,0.939,1.39,0.983,12.1,1.17,1.41,0
2023-03-11 14:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,11.9,82.0,0,0,0.550,0.267,0,12.0,1.29,3.21,0.689,7.96,2.91,2.52,0,0.317,5.74,1.14,1.23,0.550,11.6,1.11,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,11.8,79.1,0,0,0.994,0.267,0,13.3,1.49,3.75,0.633,10.3,2.78,2.99,0,0.383,5.63,0.883,1.43,0.989,11.2,1.16,1.43,0
2023-03-11 14:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,8.87,76.7,0,0,0.544,0.244,0,12.3,1.30,3.23,0.772,7.62,0.200,2.44,0,0.322,6.64,1.16,1.22,0.539,12.3,1.11,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,8.76,73.3,0,0,0.989,0.244,0,13.3,1.51,3.76,0.722,9.78,0.100,3,0,0.389,6.58,0.889,1.44,0.978,11.9,1.16,1.42,0
2023-03-11 14:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,8.68,75.2,0,0,0.550,0.256,0,11.6,1.29,3.21,0.517,7.45,0.200,2.29,0,0.328,6.99,1.20,1.22,0.550,13.3,1.44,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,8.55,74.2,0,0,0.994,0.256,0,12.7,1.50,3.74,0.506,9.75,0.100,2.95,0,0.394,7.37,0.911,1.43,0.983,12.4,1.47,1.40,0
2023-03-11 14:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,8.74,75.6,0,0,0.539,0.244,0,12.0,1.28,3.21,0.800,7.56,0.200,2.43,0,0.328,7.13,1.21,1.24,0.556,13.2,1.16,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.73,73.2,0,0,0.983,0.244,0,13.0,1.48,3.75,0.761,9.66,0.1000,2.94,0,0.394,7.31,0.917,1.44,0.994,12.4,1.19,1.41,0
2023-03-11 14:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,8.49,75.1,0,0,0.528,0.256,0,12.0,1.28,3.23,0.589,8.22,0.200,2.29,0,0.322,6.59,1.18,1.21,0.533,14.1,1.11,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,8.37,73.4,0,0,0.978,0.256,0,13.1,1.48,3.76,0.567,11.1,0.100,2.97,0,0.389,6.66,0.911,1.41,0.983,12.8,1.14,1.41,0
2023-03-11 14:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,11.9,82.1,0,0,0.544,0.272,0,11.9,1.31,3.23,0.694,7.82,2.92,2.31,0,0.317,5.77,1.17,1.23,0.544,11.6,1.11,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,11.7,78.4,0,0,0.994,0.267,0,13.1,1.52,3.75,0.656,10.1,2.77,2.96,0,0.383,5.72,0.906,1.43,0.983,11.2,1.13,1.41,0
2023-03-11 14:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,9.29,77.2,0,0,0.539,0.256,0,12.1,1.32,3.22,0.761,7.44,0.200,2.27,0,0.328,5.81,1.17,1.22,0.539,11.6,1.11,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,8.84,72.0,0,0,0.989,0.256,0,13.0,1.53,3.74,0.739,9.71,0.100,3.05,0,0.394,5.70,0.900,1.42,0.983,11.5,1.14,1.41,0
2023-03-11 14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,8.98,77.4,0,0,0.544,0.256,0,11.9,1.31,3.22,0.528,7.23,0.200,2.25,0,0.339,7.18,1.18,1.22,0.544,13.2,1.44,1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,8.59,74.5,0,0,0.994,0.256,0,12.6,1.51,3.72,0.506,9.32,0.100,2.99,0,0.406,7.38,0.911,1.41,0.994,12.8,1.51,1.40,0
2023-03-11 14:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,8.84,78.2,0,0,0.539,0.245,0,12.0,1.30,3.24,0.728,7.47,0.200,2.52,0,0.334,7.02,1.20,1.22,0.550,13.0,1.16,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,8.83,73.8,0,0,0.989,0.245,0,13.1,1.50,3.74,0.634,9.28,0.100,3.02,0,0.400,7.44,0.923,1.41,1.00,12.5,1.21,1.42,0
2023-03-11 14:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,8.87,75.3,0,0,0.539,0.256,0,12.3,1.29,3.22,0.744,7.80,0.200,2.88,0,0.333,7.11,1.17,1.20,0.550,13.9,1.11,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.79,74.8,0,0,0.983,0.256,0,13.1,1.50,3.74,0.733,10.1,0.100,3.02,0,0.400,7.49,0.900,1.40,0.994,12.8,1.16,1.42,0
2023-03-11 14:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640,0,12.1,81.2,0,0,0.556,0.245,0,12.1,1.27,3.22,0.651,8.21,2.98,2.70,0,0.345,6.23,1.16,1.19,0.562,12.6,1.06,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640,11.8,79.4,0,0,1.00,0.245,0,13.1,1.47,3.77,0.696,10.7,2.81,3.12,0,0.412,6.24,0.907,1.37,0.991,11.9,1.10,1.39,0
2023-03-11 14:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,11.7,79.5,0,0,0.544,0.222,0,12.1,1.28,3.23,0.772,7.64,2.98,2.81,0.00556,0.344,6.31,1.22,1.22,0.544,12.5,1.11,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,11.6,77.8,0,0,0.994,0.222,0,12.9,1.48,3.77,0.761,10.4,2.81,2.95,0,0.411,6.28,0.933,1.41,0.983,11.7,1.16,1.41,0
2023-03-11 14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,8.61,75.7,0,0.00556,0.539,0.244,0,12.2,1.29,3.22,0.594,7.23,0.200,2.78,0.00556,0.333,7.12,1.22,1.22,0.528,12.9,1.43,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.52,76.0,0,0.00556,0.989,0.244,0.00556,13.2,1.49,3.73,0.661,9.27,0.100,2.98,0,0.400,7.34,0.922,1.42,0.972,12.3,1.51,1.42,0
2023-03-11 14:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,8.87,75.5,0,0.00556,0.550,0.256,0,12.0,1.30,3.19,0.672,7.29,0.200,2.81,0,0.333,6.97,1.18,1.22,0.533,13.2,1.17,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.64,74.2,0,0.00556,1,0.256,0.00556,13.2,1.50,3.71,0.717,9.84,0.100,2.97,0,0.400,7.27,0.894,1.42,0.978,12.2,1.19,1.41,0
