".+",".+"
2023-03-15 10:00:00,2.62 MB/s
2023-03-15 10:20:00,2.58 MB/s
2023-03-15 10:40:00,2.62 MB/s
2023-03-15 11:00:00,2.59 MB/s
2023-03-15 11:20:00,2.72 MB/s
2023-03-15 11:40:00,2.59 MB/s
2023-03-15 12:00:00,2.90 MB/s
2023-03-15 12:20:00,2.89 MB/s
2023-03-15 12:40:00,2.92 MB/s
2023-03-15 13:00:00,2.90 MB/s
2023-03-15 13:20:00,2.91 MB/s
2023-03-15 13:40:00,2.91 MB/s
2023-03-15 14:00:00,2.65 MB/s
2023-03-15 14:20:00,2.57 MB/s
2023-03-15 14:40:00,2.60 MB/s
2023-03-15 15:00:00,2.60 MB/s
2023-03-15 15:20:00,2.56 MB/s
2023-03-15 15:40:00,2.64 MB/s
2023-03-15 16:00:00,2.61 MB/s
2023-03-15 16:20:00,2.96 MB/s
2023-03-15 16:40:00,2.93 MB/s
2023-03-15 17:00:00,2.92 MB/s
2023-03-15 17:20:00,2.92 MB/s
2023-03-15 17:40:00,2.91 MB/s
2023-03-15 18:00:00,2.90 MB/s
2023-03-15 18:20:00,2.61 MB/s
2023-03-15 18:40:00,2.76 MB/s
2023-03-15 19:00:00,2.71 MB/s
2023-03-15 19:20:00,2.68 MB/s
2023-03-15 19:40:00,2.58 MB/s
2023-03-15 20:00:00,2.58 MB/s
2023-03-15 20:20:00,2.95 MB/s
2023-03-15 20:40:00,3.07 MB/s
2023-03-15 21:00:00,3.03 MB/s
2023-03-15 21:20:00,3.06 MB/s
2023-03-15 21:40:00,2.94 MB/s
2023-03-15 22:00:00,2.93 MB/s
2023-03-15 22:20:00,2.71 MB/s
2023-03-15 22:40:00,2.64 MB/s
2023-03-15 23:00:00,2.63 MB/s
2023-03-15 23:20:00,2.70 MB/s
2023-03-15 23:40:00,2.64 MB/s
2023-03-16 00:00:00,2.59 MB/s
2023-03-16 00:20:00,2.56 MB/s
2023-03-16 00:40:00,2.95 MB/s
2023-03-16 01:00:00,2.93 MB/s
2023-03-16 01:20:00,3.05 MB/s
2023-03-16 01:40:00,2.95 MB/s
2023-03-16 02:00:00,2.93 MB/s
2023-03-16 02:20:00,2.91 MB/s
2023-03-16 02:40:00,2.64 MB/s
2023-03-16 03:00:00,2.61 MB/s
2023-03-16 03:20:00,2.59 MB/s
2023-03-16 03:40:00,2.62 MB/s
2023-03-16 04:00:00,2.61 MB/s
2023-03-16 04:20:00,2.59 MB/s
2023-03-16 04:40:00,2.88 MB/s
2023-03-16 05:00:00,2.90 MB/s
2023-03-16 05:20:00,2.93 MB/s
2023-03-16 05:40:00,3.09 MB/s
2023-03-16 06:00:00,2.95 MB/s
2023-03-16 06:20:00,2.87 MB/s
2023-03-16 06:40:00,2.93 MB/s
2023-03-16 07:00:00,2.61 MB/s
2023-03-16 07:20:00,2.66 MB/s
2023-03-16 07:40:00,2.60 MB/s
2023-03-16 08:00:00,2.61 MB/s
2023-03-16 08:20:00,2.64 MB/s
2023-03-16 08:40:00,2.67 MB/s
2023-03-16 09:00:00,2.70 MB/s
2023-03-16 09:20:00,3.06 MB/s
2023-03-16 09:40:00,3.09 MB/s
2023-03-16 10:00:00,2.95 MB/s
2023-03-16 10:20:00,3.00 MB/s
2023-03-16 10:40:00,2.91 MB/s
2023-03-16 11:00:00,3.03 MB/s
2023-03-16 11:20:00,2.73 MB/s
2023-03-16 11:40:00,2.64 MB/s
2023-03-16 12:00:00,2.61 MB/s
2023-03-16 12:20:00,2.58 MB/s
2023-03-16 12:40:00,2.64 MB/s
2023-03-16 13:00:00,2.60 MB/s
2023-03-16 13:20:00,2.62 MB/s
2023-03-16 13:40:00,3.07 MB/s
2023-03-16 14:00:00,2.90 MB/s
2023-03-16 14:20:00,2.91 MB/s
2023-03-16 14:40:00,2.95 MB/s
2023-03-16 15:00:00,3.11 MB/s
2023-03-16 15:20:00,3.06 MB/s
2023-03-16 15:40:00,2.73 MB/s
2023-03-16 16:00:00,2.60 MB/s

