".+",".+"
2023-03-15 10:00:00,2.20 MB/s
2023-03-15 10:20:00,2.17 MB/s
2023-03-15 10:40:00,2.19 MB/s
2023-03-15 11:00:00,2.17 MB/s
2023-03-15 11:20:00,2.24 MB/s
2023-03-15 11:40:00,2.17 MB/s
2023-03-15 12:00:00,2.43 MB/s
2023-03-15 12:20:00,2.45 MB/s
2023-03-15 12:40:00,2.45 MB/s
2023-03-15 13:00:00,2.45 MB/s
2023-03-15 13:20:00,2.47 MB/s
2023-03-15 13:40:00,2.46 MB/s
2023-03-15 14:00:00,2.23 MB/s
2023-03-15 14:20:00,2.16 MB/s
2023-03-15 14:40:00,2.16 MB/s
2023-03-15 15:00:00,2.19 MB/s
2023-03-15 15:20:00,2.14 MB/s
2023-03-15 15:40:00,2.22 MB/s
2023-03-15 16:00:00,2.18 MB/s
2023-03-15 16:20:00,2.51 MB/s
2023-03-15 16:40:00,2.49 MB/s
2023-03-15 17:00:00,2.49 MB/s
2023-03-15 17:20:00,2.47 MB/s
2023-03-15 17:40:00,2.47 MB/s
2023-03-15 18:00:00,2.46 MB/s
2023-03-15 18:20:00,2.20 MB/s
2023-03-15 18:40:00,2.28 MB/s
2023-03-15 19:00:00,2.24 MB/s
2023-03-15 19:20:00,2.24 MB/s
2023-03-15 19:40:00,2.16 MB/s
2023-03-15 20:00:00,2.16 MB/s
2023-03-15 20:20:00,2.47 MB/s
2023-03-15 20:40:00,2.56 MB/s
2023-03-15 21:00:00,2.54 MB/s
2023-03-15 21:20:00,2.56 MB/s
2023-03-15 21:40:00,2.48 MB/s
2023-03-15 22:00:00,2.49 MB/s
2023-03-15 22:20:00,2.26 MB/s
2023-03-15 22:40:00,2.23 MB/s
2023-03-15 23:00:00,2.21 MB/s
2023-03-15 23:20:00,2.23 MB/s
2023-03-15 23:40:00,2.22 MB/s
2023-03-16 00:00:00,2.17 MB/s
2023-03-16 00:20:00,2.15 MB/s
2023-03-16 00:40:00,2.50 MB/s
2023-03-16 01:00:00,2.47 MB/s
2023-03-16 01:20:00,2.55 MB/s
2023-03-16 01:40:00,2.50 MB/s
2023-03-16 02:00:00,2.48 MB/s
2023-03-16 02:20:00,2.46 MB/s
2023-03-16 02:40:00,2.21 MB/s
2023-03-16 03:00:00,2.20 MB/s
2023-03-16 03:20:00,2.17 MB/s
2023-03-16 03:40:00,2.20 MB/s
2023-03-16 04:00:00,2.15 MB/s
2023-03-16 04:20:00,2.18 MB/s
2023-03-16 04:40:00,2.42 MB/s
2023-03-16 05:00:00,2.46 MB/s
2023-03-16 05:20:00,2.49 MB/s
2023-03-16 05:40:00,2.57 MB/s
2023-03-16 06:00:00,2.50 MB/s
2023-03-16 06:20:00,2.44 MB/s
2023-03-16 06:40:00,2.48 MB/s
2023-03-16 07:00:00,2.19 MB/s
2023-03-16 07:20:00,2.22 MB/s
2023-03-16 07:40:00,2.19 MB/s
2023-03-16 08:00:00,2.19 MB/s
2023-03-16 08:20:00,2.22 MB/s
2023-03-16 08:40:00,2.24 MB/s
2023-03-16 09:00:00,2.23 MB/s
2023-03-16 09:20:00,2.55 MB/s
2023-03-16 09:40:00,2.58 MB/s
2023-03-16 10:00:00,2.50 MB/s
2023-03-16 10:20:00,2.52 MB/s
2023-03-16 10:40:00,2.48 MB/s
2023-03-16 11:00:00,2.54 MB/s
2023-03-16 11:20:00,2.30 MB/s
2023-03-16 11:40:00,2.24 MB/s
2023-03-16 12:00:00,2.18 MB/s
2023-03-16 12:20:00,2.17 MB/s
2023-03-16 12:40:00,2.21 MB/s
2023-03-16 13:00:00,2.20 MB/s
2023-03-16 13:20:00,2.21 MB/s
2023-03-16 13:40:00,2.58 MB/s
2023-03-16 14:00:00,2.47 MB/s
2023-03-16 14:20:00,2.45 MB/s
2023-03-16 14:40:00,2.48 MB/s
2023-03-16 15:00:00,2.58 MB/s
2023-03-16 15:20:00,2.55 MB/s
2023-03-16 15:40:00,2.26 MB/s
2023-03-16 16:00:00,2.18 MB/s

