"Time","10250/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP","9600/TCP","9808/TCP"
2023-03-11 17:06:00,3.40,,,6.58,9.18,3.28,2.66,2.04,,5.20,1.72,1.66,,2.40
2023-03-11 17:08:00,3.28,1.78,,6.38,9.20,3.34,2.68,2.18,,5.18,1.74,,,2.46
2023-03-11 17:10:00,3.44,1.88,,6.12,8.92,3.22,2.68,2.12,,5.18,1.66,,,2.46
2023-03-11 17:12:00,3.52,,,6.36,9.04,3.24,2.70,2.04,,5.20,1.66,1.68,,2.46
2023-03-11 17:14:00,3.32,,,6.28,8.78,3.26,2.76,2.18,,5.18,1.70,1.66,,2.44
2023-03-11 17:16:00,3.46,,,6.24,8.78,3.18,2.68,2.02,,5.20,1.72,1.66,,2.50
2023-03-11 17:18:00,3.34,,2.88,6.24,16.2,3.16,2.68,2.18,8.94,5.14,,,,2.44
2023-03-11 17:20:00,3.28,1.68,,6.32,8.96,3.28,2.78,2,,5.12,1.74,,,2.46
2023-03-11 17:22:00,3.32,,,6.22,8.94,3.04,2.68,2.20,,5.18,1.74,1.66,,2.40
2023-03-11 17:24:00,3.36,1.64,,6.18,8.94,3.12,2.70,2.04,,5.14,,1.64,,2.48
2023-03-11 17:26:00,3.52,,,6.44,8.94,3.20,2.68,2.12,,5.20,1.64,1.64,,2.42
2023-03-11 17:28:00,3.26,2.36,3.92,6.28,15.7,3.36,2.62,,26.8,5.14,,,,2.50
2023-03-11 17:30:00,3.26,1.70,,6.44,8.86,3.18,2.72,2.08,,5.16,,1.78,,2.38
2023-03-11 17:32:00,3.44,,,6.58,8.60,3.26,2.70,2.04,,5.20,1.68,1.68,,2.46
2023-03-11 17:34:00,3.28,,,6.32,8.52,3.04,2.74,2.06,,5.14,1.60,1.74,,2.32
2023-03-11 17:36:00,3.36,,,6.32,8.96,3.20,2.64,2.04,,5.16,1.68,1.66,,2.48
2023-03-11 17:38:00,3.22,1.88,3.68,6.02,15.8,3.24,2.64,,45.6,5.18,,,,2.42
2023-03-11 17:40:00,3.34,1.68,,6.16,8.58,3.22,2.66,2,,5.18,1.66,,,2.40
2023-03-11 17:42:00,3.24,,,5.96,8.76,3.16,2.76,2.08,,5.22,1.68,1.66,,2.30
2023-03-11 17:44:00,3.30,,,6.26,8.46,3.04,2.76,1.96,,5.12,1.60,1.64,,2.36
2023-03-11 17:46:00,3.50,,,6.44,8.62,3.06,2.66,1.80,,5.20,1.70,1.66,,2.44
2023-03-11 17:48:00,3.18,1.88,3.56,6.22,15.7,3.12,2.68,,72.4,5.18,,,,2.48
2023-03-11 17:50:00,3.28,1.68,,6.26,8.66,3.10,2.64,1.76,,5.16,,1.66,,2.48
2023-03-11 17:52:00,3.24,,,6.30,8.64,2.98,2.58,2.02,,5.18,1.68,1.74,,2.36
2023-03-11 17:54:00,3.08,,,6.28,8.46,3.04,2.64,2,,5.14,1.72,1.66,,2.44
2023-03-11 17:56:00,3.34,,,6.34,8.16,2.96,2.72,2.02,,5.08,1.66,1.66,,2.42
2023-03-11 17:58:00,3.22,,3.66,6.20,15.6,3.30,2.56,1.96,90.1,5.10,,,,2.40
2023-03-11 18:00:00,3.14,1.68,,6.06,8.44,3.36,2.76,2.08,,5.04,,1.66,,2.38
2023-03-11 18:02:00,3.32,,,6.38,8.78,3.16,2.68,1.92,,5.14,1.76,1.70,,2.34
2023-03-11 18:04:00,3.08,,,6.50,8.34,3.02,2.68,1.96,,5.16,1.68,1.64,,2.26
2023-03-11 18:06:00,3.48,,,6.22,7.94,2.86,2.66,1.98,,5.08,1.60,1.64,,2.34
2023-03-11 18:08:00,3.02,,3.44,6.28,15.3,3.32,2.62,2.12,102,5.10,,,,2.34
2023-03-11 18:10:00,3.22,1.86,,6.32,8.62,3.12,2.68,1.72,,5.08,1.70,,,2.40
2023-03-11 18:12:00,3.16,1.60,,6.32,8.36,2.92,2.64,1.88,,5.06,,1.66,,2.38
2023-03-11 18:14:00,3.14,,,6.26,8.26,3,2.58,2.16,,5.14,1.66,1.64,,2.48
2023-03-11 18:16:00,3.40,,,6.24,8.44,2.72,2.66,1.74,,5.02,1.56,1.64,,2.22
2023-03-11 18:18:00,3.20,,3.36,6.18,15.4,3.34,2.62,1.90,101,5.06,,,,2.34
2023-03-11 18:20:00,3.18,1.70,,6.26,8.66,3.20,2.70,1.98,,5.12,,1.66,,2.36
2023-03-11 18:22:00,3.28,,,6.58,8.02,3.16,2.66,2.02,,5.02,1.62,1.64,,2.40
2023-03-11 18:24:00,3.24,,,6.14,8.40,2.92,2.64,2,,5.10,1.70,1.62,,2.42
2023-03-11 18:26:00,3.48,,,6.26,8.10,2.70,2.66,2.02,,5.10,1.70,1.66,,2.34
2023-03-11 18:28:00,2.92,2.12,2.38,6.18,8.10,3.14,2.68,,88.6,5.18,,,,2.24
2023-03-11 18:30:00,3.26,1.68,,6.28,8.18,3.16,2.72,1.98,,5.14,1.70,,,2.30
2023-03-11 18:32:00,3.24,,,6.38,8.40,2.84,2.54,1.80,,5.08,1.68,1.66,,2.36
2023-03-11 18:34:00,3.24,1.54,,6.26,8,3.08,2.68,1.96,,5.06,,1.66,,2.40
2023-03-11 18:36:00,3.22,,,6.22,8.12,3.10,2.72,1.96,,5.12,1.60,1.66,,2.28
2023-03-11 18:38:00,3.02,,1.92,6.34,8.12,2.96,2.72,1.98,70.0,5.10,,,,2.42
2023-03-11 18:40:00,2.98,1.70,,6.34,8.38,3.08,2.56,1.64,,5.12,,1.64,,2.46
2023-03-11 18:42:00,3.10,,,6.28,7.84,3.10,2.58,1.88,,5.02,1.64,1.64,,2.34
2023-03-11 18:44:00,3.16,,,6.20,7.94,2.98,2.68,2,,5.08,,1.68,1.60,2.36
2023-03-11 18:46:00,3.42,,,6.32,7.92,3.10,2.62,2,,5.08,1.68,1.70,,2.34
2023-03-11 18:48:00,2.98,1.88,,6.22,7.94,2.86,2.70,1.80,52.1,5.10,,,,2.32
2023-03-11 18:50:00,3.08,1.68,,6.26,7.84,3.20,2.68,1.98,,5.06,,1.70,,2.34
2023-03-11 18:52:00,3.38,,,6.34,7.78,2.78,2.70,1.98,,5.06,1.58,1.64,,2.42
2023-03-11 18:54:00,3.16,,,6.02,8.02,3.08,2.68,1.82,,5.08,1.70,1.64,,2.34
2023-03-11 18:56:00,3.18,,,6.66,7.94,2.78,2.72,1.86,,5.10,1.62,1.66,,2.36
2023-03-11 18:58:00,3.12,1.88,,6.16,7.64,2.96,2.56,,34.1,5.02,1.68,,,2.48
2023-03-11 19:00:00,3.22,1.68,,6.20,7.96,2.90,2.64,2.02,,5.08,1.68,,,2.28
2023-03-11 19:02:00,3.10,,,6.58,7.92,2.56,2.66,1.86,,5.06,1.66,1.62,,2.28
2023-03-11 19:04:00,2.92,,,6.56,7.92,2.88,2.74,2,,5.04,1.62,1.64,,2.42
2023-03-11 19:06:00,3.06,,,6.38,7.88,2.84,2.60,1.84,,5,1.56,1.60,,2.42
2023-03-11 19:08:00,2.96,1.88,,6.34,7.78,2.72,2.62,1.98,16.8,4.96,,,,2.36
2023-03-11 19:10:00,3.14,1.86,,6.26,8.06,3,2.54,2.06,,5.14,,1.66,,2.20
2023-03-11 19:12:00,3.14,,,6.26,7.64,2.80,2.74,1.88,,5.14,1.68,1.64,,2.28
2023-03-11 19:14:00,3.22,,,6.40,7.56,2.92,2.68,1.92,,5.10,1.62,1.64,,2.32
2023-03-11 19:16:00,3.26,,,6.58,7.86,2.82,2.50,1.92,,5.02,1.62,1.66,,2.40
2023-03-11 19:18:00,3.24,1.88,1.82,6.34,7.70,3.02,2.62,1.78,,5.02,,,,2.32
2023-03-11 19:20:00,3.18,1.68,,6.40,7.66,2.56,2.66,1.64,,5.02,,1.66,,2.38
2023-03-11 19:22:00,3.16,,,6.52,7.52,2.64,2.76,1.84,,5.14,1.74,1.66,,2.36
2023-03-11 19:24:00,2.86,,,6.24,7.64,2.88,2.72,1.88,,5.04,1.56,1.64,,2.28
2023-03-11 19:26:00,3.06,,,6.60,7.76,3.02,2.72,2.02,,5,1.56,1.64,,2.44
2023-03-11 19:28:00,3.20,2.14,2.36,6.42,8,2.82,2.68,1.82,,5.06,,,,2.42
2023-03-11 19:30:00,2.92,1.70,,6.44,8.04,2.86,2.60,1.98,,5.10,,1.66,,2.42
2023-03-11 19:32:00,3.22,,,6.38,7.26,2.82,2.54,1.76,,5.12,1.62,1.64,,2.32
2023-03-11 19:34:00,3.06,,,6.24,7.62,2.72,2.62,1.78,,5.06,1.68,1.60,,2.16
2023-03-11 19:36:00,3.28,1.54,,6.58,7.76,3,2.64,1.80,,5.06,,1.64,,2.38
2023-03-11 19:38:00,3.08,1.88,,6.38,7.84,2.82,2.68,1.80,,5.10,,1.66,,2.12
2023-03-11 19:40:00,2.90,1.68,,6.46,7.50,2.70,2.58,1.70,,5.08,,1.64,,2.22
2023-03-11 19:42:00,3.28,,,6.54,7.90,2.50,2.56,1.80,,5,1.70,1.64,,2.36
2023-03-11 19:44:00,3.10,,,6.28,7.48,2.80,2.62,1.94,,5.08,,1.62,1.56,2.26
2023-03-11 19:46:00,3.14,,,6.50,7.38,2.70,2.64,1.60,,5.10,,1.64,1.56,2.26
2023-03-11 19:48:00,2.92,1.88,,6.20,7.64,2.42,2.58,1.86,,5.04,,1.64,,2.32
2023-03-11 19:50:00,3.02,1.68,,6.50,7.52,3.06,2.72,1.64,,4.94,,1.62,,2.20
2023-03-11 19:52:00,3.22,,,6.48,7.60,2.88,2.70,2.04,,5,1.70,1.62,,2.22
2023-03-11 19:54:00,3,1.54,,6.24,7,2.96,2.62,1.74,,4.98,,1.62,,2.36
2023-03-11 19:56:00,3.04,1.54,,6.40,7.48,2.96,2.70,1.88,,4.96,,1.66,,2.34
2023-03-11 19:58:00,2.94,1.88,1.88,6.20,7.66,2.96,2.68,1.66,,5.02,,,,2.36
2023-03-11 20:00:00,3.18,1.68,,6.44,7.66,2.74,2.60,2.04,,5.04,,1.64,,2.24
2023-03-11 20:02:00,3.52,,,6.34,7.14,2.70,2.64,2.16,,5.14,1.62,1.72,,2.28
2023-03-11 20:04:00,3.44,,,6.46,7.10,2.76,2.66,2.10,,5.12,1.56,1.64,,2.42
2023-03-11 20:06:00,3.62,,,6.68,7.92,2.84,2.68,2.18,,5.18,,1.62,1.60,2.40
2023-03-11 20:08:00,3.46,1.88,1.90,6.18,7.92,2.90,2.72,2.18,,5.06,,,,2.46
2023-03-11 20:10:00,3.44,1.86,2.32,6.32,7.36,2.68,2.62,2.12,,5.12,,,,2.44
2023-03-11 20:12:00,3.48,1.60,,6.42,7.52,2.80,2.64,2.14,,5.14,,1.74,,2.34
2023-03-11 20:14:00,3.38,,,6.38,7.30,2.80,2.64,2.10,,5,1.70,1.66,,2.24
2023-03-11 20:16:00,3.58,,,6.62,7.12,2.78,2.60,2.10,,5.08,1.60,1.66,,2.26
2023-03-11 20:18:00,3.36,1.88,1.80,6.36,6.96,2.80,2.62,2.14,,5.08,,,,2.30
2023-03-11 20:20:00,3.38,,1.84,6.22,14.0,2.76,2.60,1.96,18.6,5.08,,,,2.32
2023-03-11 20:22:00,3.50,,,6.32,7.14,2.82,2.66,2.10,,5.04,1.64,1.62,,2.36
2023-03-11 20:24:00,3.18,,,6.24,7.06,2.88,2.68,2.02,,5.10,,1.66,1.58,2.32
2023-03-11 20:26:00,3.54,,,6.54,7.28,2.92,2.58,2.08,,5.02,,1.58,1.58,2.26
2023-03-11 20:28:00,3.42,2.10,2.14,6.22,7.38,2.86,2.54,2.06,,5,,,,2.24
2023-03-11 20:30:00,3.18,,2.16,6.26,14.4,2.94,2.70,2.08,36.8,5.06,,,,2.44
2023-03-11 20:32:00,3.48,,,6.34,7.62,2.76,2.66,1.98,,5,1.58,1.64,,2.24
2023-03-11 20:34:00,3.30,,,6.18,7.52,2.76,2.62,2.12,,5.06,,1.64,1.56,2.26
2023-03-11 20:36:00,3.52,,,6.50,7.54,2.58,2.60,1.98,,5.08,1.62,1.66,,2.44
2023-03-11 20:38:00,3.38,1.88,1.66,6.36,7.38,2.70,2.60,2.16,,5.02,,,,2.30
2023-03-11 20:40:00,3.40,,2.16,6.10,13.8,2.70,2.56,2.04,55.9,5.06,,,,2.40
2023-03-11 20:42:00,3.42,,,6.36,7.18,2.62,2.60,2.08,,5.06,1.62,1.60,,2.36
2023-03-11 20:44:00,3.14,,,6.16,7.20,2.58,2.64,1.96,,5.08,,1.66,1.56,2.40
2023-03-11 20:46:00,3.38,,,6.62,6.96,2.50,2.56,1.94,,5.14,,1.64,1.58,2.32
2023-03-11 20:48:00,3.14,1.88,1.82,6.34,7,2.60,2.64,1.96,,4.94,,,,2.32
2023-03-11 20:50:00,3.32,,2.08,6.30,14.1,2.96,2.66,1.88,72.3,5.04,,,,2.44
2023-03-11 20:52:00,3.38,,,6.26,7.14,2.50,2.56,2.08,,4.96,,1.66,1.56,2.24
2023-03-11 20:54:00,3.18,,,6.34,7.50,2.62,2.62,1.98,,5.04,,1.64,1.58,2.22
2023-03-11 20:56:00,3.52,,,6.54,6.72,2.72,2.66,1.80,,5.08,1.64,1.64,,2.24
2023-03-11 20:58:00,3.28,1.88,1.90,6.20,6.90,2.70,2.62,2,,5.02,,,,2.26
2023-03-11 21:00:00,3.24,,1.92,6.24,13.7,2.94,2.56,2.02,90.4,5.10,,,,2.18
2023-03-11 21:02:00,3.40,,,6.38,6.94,2.58,2.60,2.02,,5.08,,1.66,1.58,2.38
2023-03-11 21:04:00,3.34,,,6.42,7.16,2.60,2.64,2.06,,5.06,1.58,1.64,,2.38
2023-03-11 21:06:00,3.46,,,6.48,7.06,2.44,2.66,2.06,,5.06,1.58,1.64,,2.34
2023-03-11 21:08:00,3.18,1.88,1.90,6.12,7.12,2.70,2.48,2.12,,5.04,,,,2.32
2023-03-11 21:10:00,3.20,,3.42,6.34,14.0,2.62,2.64,1.98,101,5,,,,2.28
2023-03-11 21:12:00,3.32,1.60,,6.54,7.14,2.74,2.58,1.88,,5.12,,1.68,,2.22
2023-03-11 21:14:00,3.22,,,6.32,7.10,2.56,2.70,1.80,,5.04,1.58,1.62,,2.28
2023-03-11 21:16:00,3.32,1.54,,6.52,6.84,2.54,2.60,2.18,,5.08,,1.64,,2.32
2023-03-11 21:18:00,3.06,1.88,,6.38,6.86,2.56,2.56,1.90,,5.06,,1.66,,2.20
2023-03-11 21:20:00,3.24,,2.08,6.30,13.9,2.96,2.58,2,102,4.96,,,,2.26
2023-03-11 21:22:00,3.22,,,6.30,7.04,2.82,2.60,1.92,,5,,1.66,1.60,2.38
2023-03-11 21:24:00,3.26,1.54,,6.28,6.82,2.50,2.54,1.90,,4.96,,1.64,,2.40
2023-03-11 21:26:00,3.34,,,6.40,6.38,2.66,2.52,1.80,,5.04,,1.62,1.56,2.22
2023-03-11 21:28:00,3.14,2.14,2.36,6.36,6.92,2.80,2.60,2,,4.96,,,,2.20
2023-03-11 21:30:00,3.26,1.68,,6.26,7.10,2.94,2.60,2.08,95.3,4.98,,,,2.28
2023-03-11 21:32:00,3.12,1.54,,6.36,7.20,2.92,2.76,2.02,,4.92,,1.64,,2.24
2023-03-11 21:34:00,3.02,,,6.36,6.50,2.86,2.60,1.94,,4.94,,1.60,1.56,2.30
2023-03-11 21:36:00,3.52,1.54,,6.34,7.48,2.42,2.70,2.02,,4.96,,1.62,,2.26
2023-03-11 21:38:00,3.26,1.88,1.88,6.26,6.68,2.72,2.70,1.94,,4.94,,,,2.36
2023-03-11 21:40:00,3.04,1.68,,6.40,6.72,2.76,2.68,1.92,76.9,4.78,,,,2.14
2023-03-11 21:42:00,3.36,,,6.42,7.16,2.70,2.64,2.04,,5.08,1.56,1.66,,2.30
2023-03-11 21:44:00,2.96,,,6.02,9.14,3.26,2.66,1.70,,5.14,1.68,1.66,,2.38
2023-03-11 21:46:00,3.32,,,6.40,9.02,3.30,2.70,1.94,,5.16,1.72,1.64,,2.42
2023-03-11 21:48:00,3.20,1.88,1.84,6.34,9.08,3.30,2.66,1.86,,5.16,,,,2.40
2023-03-11 21:50:00,3,1.68,,6.20,9.12,3.44,2.74,1.80,58.8,5.20,,,,2.34
2023-03-11 21:52:00,3.26,,,6.56,8.82,3.36,2.62,1.86,,5.20,1.72,1.66,,2.42
2023-03-11 21:54:00,3.12,,,6.14,9.10,3.24,2.74,1.98,,5.12,1.66,1.66,,2.42
2023-03-11 21:56:00,3.18,,,6.52,8.90,3.26,2.68,2.06,,5.06,1.78,1.66,,2.44
2023-03-11 21:58:00,3.26,1.88,,6.40,9.06,3.30,2.72,1.98,,5.18,1.72,,,2.44
2023-03-11 22:00:00,3.30,1.68,,6.14,8.98,3.48,2.66,2,41.3,5.12,,,,2.36
2023-03-11 22:02:00,3.14,,,6.22,9,3.36,2.70,1.82,,5.16,1.64,1.72,,2.36
2023-03-11 22:04:00,3.20,,,6.12,9.02,3.18,2.70,1.98,,5.16,1.66,1.66,,2.44
2023-03-11 22:06:00,3.16,,,6.38,8.90,3.32,2.64,2.08,,5.20,1.64,1.64,,2.38
2023-03-11 22:08:00,3.10,1.88,,6.22,8.84,3.08,2.74,1.72,,5.16,1.72,,,2.32
2023-03-11 22:10:00,2.96,1.86,,6.12,8.78,3.46,2.62,1.92,22.3,5.12,,,,2.44
2023-03-11 22:12:00,3.08,1.62,,6.56,8.94,3.32,2.68,1.70,,5.20,,1.62,,2.32
2023-03-11 22:14:00,3.04,,,6.02,8.76,3.26,2.64,1.92,,5.18,1.66,1.64,,2.48
2023-03-11 22:16:00,3.30,,,6.40,8.94,3.22,2.66,1.92,,5.14,1.70,1.66,,2.42
2023-03-11 22:18:00,3.14,1.88,1.84,6.02,8.68,3.28,2.68,1.76,,5.20,,,,2.42
2023-03-11 22:20:00,3.08,1.68,,6.48,8.64,3.42,2.70,2.04,5.24,5.14,,,,2.44
2023-03-11 22:22:00,3.10,,,6.14,8.64,3.18,2.68,2.10,,5.12,1.60,1.66,,2.38
2023-03-11 22:24:00,3.14,,,6.34,8.96,3.12,2.66,1.88,,5.16,1.72,1.66,,2.44
2023-03-11 22:26:00,3.08,,,6.58,8.68,3.24,2.80,1.84,,5.12,1.66,1.66,,2.42
2023-03-11 22:28:00,3.10,2.14,2.34,6.16,8.84,3.24,2.72,1.90,,5.10,,,,2.34
2023-03-11 22:30:00,3.14,1.68,,6.24,8.74,3.30,2.66,1.90,,5.14,,1.66,,2.40
2023-03-11 22:32:00,3.12,,,6.22,8.70,3.30,2.68,2.08,,5.06,1.78,1.64,,2.46
2023-03-11 22:34:00,3.04,,,6.36,8.30,3.28,2.64,1.92,,5.04,1.60,1.66,,2.50
2023-03-11 22:36:00,3.28,,,6.66,8.60,3.30,2.68,1.86,,5.16,1.72,1.66,,2.36
2023-03-11 22:38:00,3.12,1.88,1.90,6.26,8.38,2.92,2.60,1.68,,5.10,,,,2.48
2023-03-11 22:40:00,2.84,1.68,,6.24,8.54,3.16,2.66,1.76,,5.14,,1.64,,2.36
2023-03-11 22:42:00,3.04,,,6.32,8.46,2.98,2.70,1.80,,5.06,1.60,1.62,,2.42
2023-03-11 22:44:00,3.10,,,6.48,8.20,3.18,2.68,1.94,,5.12,1.72,1.64,,2.38
2023-03-11 22:46:00,3.20,,,6.46,8.44,3.24,2.72,1.76,,5.10,1.76,1.60,,2.38
2023-03-11 22:48:00,3.04,1.88,,6.24,8.30,3.04,2.70,1.90,,5.06,,1.66,,2.30
2023-03-11 22:50:00,2.82,1.68,,6.04,8.42,3.22,2.46,1.96,,5.08,1.70,,,2.46
2023-03-11 22:52:00,3.20,,,6.24,8.64,3.06,2.70,1.84,,5.12,1.60,1.66,,2.46
2023-03-11 22:54:00,2.96,,,6.36,8.40,2.90,2.68,1.84,,5.04,1.70,1.66,,2.32
2023-03-11 22:56:00,3.24,,,6.54,8.36,2.78,2.70,1.90,,5.10,1.66,1.66,,2.34
2023-03-11 22:58:00,3.04,1.88,1.86,6.22,8.30,3.12,2.60,2.04,,5.06,,,,2.36
2023-03-11 23:00:00,2.78,1.70,,6.08,8.16,3.16,2.68,2.02,,4.94,1.66,,,2.40
2023-03-11 23:02:00,3,,,6.34,8.76,2.90,2.66,1.88,,5.14,,1.62,1.56,2.26
2023-03-11 23:04:00,3.16,,,6.36,8.12,2.92,2.62,1.72,,5.06,1.62,1.60,,2.46
2023-03-11 23:06:00,3.04,,,6.48,8.48,3.04,2.66,1.84,,5.10,1.60,1.62,,2.30
2023-03-11 23:08:00,2.96,1.88,1.90,6.16,8,3.10,2.60,1.84,,5.10,,,,2.42
2023-03-11 23:10:00,3.12,1.86,,6.40,8.22,2.78,2.62,1.86,,5.14,1.74,,,2.42
2023-03-11 23:12:00,3,1.62,,6.38,8.50,2.96,2.68,1.72,,5.10,,1.64,,2.28
2023-03-11 23:14:00,3.52,,,6.38,8.14,3.10,2.60,2.16,,5.14,1.66,1.72,,2.48
2023-03-11 23:16:00,3.60,,,6.44,8.50,2.88,2.70,2.12,,5.14,1.72,1.70,,2.34
2023-03-11 23:18:00,3.40,1.88,1.86,6.40,8.14,3.08,2.58,2.08,,5.12,,,,2.38
2023-03-11 23:20:00,3.40,1.68,,6.32,8.14,2.98,2.68,2.12,,5.08,,1.66,,2.44
2023-03-11 23:22:00,3.46,,2.08,6.48,15.4,2.92,2.72,2.22,9.56,5.14,,,,2.48
2023-03-11 23:24:00,3.40,,,6.38,7.72,2.90,2.72,2.16,,5.12,1.66,1.64,,2.26
2023-03-11 23:26:00,3.56,,,6.42,7.82,2.76,2.56,2.06,,5.14,1.66,1.64,,2.46
2023-03-11 23:28:00,3.40,2.14,2.08,6.26,8.16,2.88,2.64,2.14,,5.16,,,,2.42
2023-03-11 23:30:00,3.22,1.68,,6.36,7.88,3.08,2.68,2.20,,5.14,,1.68,,2.36
2023-03-11 23:32:00,3.56,,2.16,6.42,15.3,3.08,2.64,2.12,27.6,5.08,,,,2.42
2023-03-11 23:34:00,3.40,,,6.36,7.86,2.96,2.64,1.94,,5.10,,1.66,1.60,2.44
2023-03-11 23:36:00,3.64,,,6.74,8.24,3.02,2.68,2.16,,5.10,1.72,1.66,,2.38
2023-03-11 23:38:00,3.38,1.88,,6.28,8.10,2.96,2.64,2.02,,5.10,1.68,,,2.38
2023-03-11 23:40:00,3.28,1.70,,6.38,8.10,2.80,2.72,2.08,,5.14,,1.66,,2.38
2023-03-11 23:42:00,3.48,,1.92,6.38,15.3,2.88,2.70,2.08,45.1,5.12,,,,2.42
2023-03-11 23:44:00,3.38,,,6.46,8.16,2.92,2.72,2.06,,5.06,1.62,1.66,,2.42
2023-03-11 23:46:00,3.60,,,6.54,7.94,3,2.62,2.10,,5.02,1.68,1.64,,2.46
2023-03-11 23:48:00,3.38,1.88,,6.46,7.84,2.90,2.72,1.90,,4.98,,1.66,,2.36
2023-03-11 23:50:00,3.26,1.68,,6.42,7.86,2.90,2.72,2.14,,5.14,,1.66,,2.56
2023-03-11 23:52:00,3.22,,1.84,6.42,14.6,3.12,2.64,2.08,63.4,5.12,,,,2.36
2023-03-11 23:54:00,3.32,,,6.12,7.68,2.98,2.68,2.08,,5.16,,1.64,1.60,2.38
2023-03-11 23:56:00,3.42,,,6.72,7.94,2.98,2.68,1.92,,5.14,1.66,1.62,,2.44
2023-03-11 23:58:00,3.34,1.88,1.86,6.40,6.96,2.86,2.66,2,,5.10,,,,2.42
2023-03-12 00:00:00,3.10,1.68,,6.08,7.84,2.86,2.56,1.96,,5.10,,1.66,,2.44
2023-03-12 00:02:00,3.38,,2.16,6.40,14.8,2.98,2.66,2.10,83.0,5.08,,,,2.34
2023-03-12 00:04:00,3.14,,,6.10,7.48,2.84,2.76,2.04,,5.12,1.66,1.64,,2.44
2023-03-12 00:06:00,3.28,,,6.60,7.68,2.84,2.72,1.98,,5.14,1.70,1.66,,2.40
2023-03-12 00:08:00,3.18,1.88,1.92,6.24,8.30,2.92,2.70,2.14,,5.08,,,,2.34
2023-03-12 00:10:00,3.22,1.86,,6.32,8.04,2.72,2.68,1.80,,5.08,1.72,,,2.38
2023-03-12 00:12:00,3.38,,2.16,6.36,14.7,3.14,2.66,1.98,101,5.16,,,,2.28
2023-03-12 00:14:00,3.06,,,6.34,7.52,2.86,2.68,1.94,,5.08,1.60,1.64,,2.38
2023-03-12 00:16:00,3.36,,,6.64,7.70,2.98,2.56,2.08,,5.02,1.60,1.66,,2.44
2023-03-12 00:18:00,3.18,1.88,,6.18,8,3.08,2.56,2,,5.06,,1.64,,2.36
2023-03-12 00:20:00,3.20,1.68,,6.40,7.34,2.80,2.68,2.10,,5.06,,1.64,,2.42
2023-03-12 00:22:00,3.38,,2.08,6.40,15.0,3.02,2.58,2.14,100,5.04,,,,2.24
2023-03-12 00:24:00,3,,,6.44,7.98,2.86,2.74,1.96,,5.04,1.62,1.64,,2.34
2023-03-12 00:26:00,3.32,,,6.60,7.64,2.74,2.54,2.12,,5.06,1.60,1.66,,2.24
2023-03-12 00:28:00,3.18,2.14,2.06,6.14,7.32,2.80,2.64,2.08,,5.10,,,,2.20
2023-03-12 00:30:00,3.20,1.68,,6.38,7.68,2.60,2.56,2.04,,5.18,1.66,,,2.38
2023-03-12 00:32:00,3.30,,,6.44,14.8,3.12,2.70,1.88,100,5.10,,1.66,,2.30
2023-03-12 00:34:00,3.12,,,6.26,7.74,2.76,2.66,2,,5.02,,1.64,1.56,2.32
2023-03-12 00:36:00,3.26,,,6.52,7.80,2.94,2.70,2.18,,5.12,1.64,1.66,,2.44
2023-03-12 00:38:00,3.20,1.88,1.90,6.24,7.48,2.84,2.60,1.90,,5.12,,,,2.38
2023-03-12 00:40:00,2.74,1.68,,6.60,7.72,2.48,2.62,1.82,,5.04,1.70,,,2.26
2023-03-12 00:42:00,3.32,,,6.50,7.66,3.04,2.54,1.94,84.5,5.12,,1.62,,2.36
2023-03-12 00:44:00,3.20,,,6.46,7.34,2.84,2.64,1.88,,5,,1.62,1.58,2.22
2023-03-12 00:46:00,3.22,,,6.54,7.48,2.78,2.62,1.98,,5.10,1.60,1.66,,2.10
2023-03-12 00:48:00,3.26,1.88,1.86,6.20,7.60,2.92,2.60,2.02,,5,,,,2.40
2023-03-12 00:50:00,2.98,1.68,,6.18,7.66,2.82,2.64,1.96,,5.04,,1.70,,2.26
2023-03-12 00:52:00,3.30,,,6.52,7.30,3.20,2.56,2.06,67.3,5.02,,1.72,,2.30
2023-03-12 00:54:00,2.98,,,6.20,7.40,3.08,2.60,2.02,,5.08,1.56,1.66,,2.32
2023-03-12 00:56:00,3.26,,,6.26,7.20,2.70,2.54,1.98,,5.02,,1.66,1.56,2.28
2023-03-12 00:58:00,3.10,1.88,1.84,6.12,7.06,2.72,2.66,2.10,,5.10,,,,2.24
2023-03-12 01:00:00,3.08,1.68,,6.32,7.48,2.70,2.60,1.86,,5.04,,1.60,,2.28
2023-03-12 01:02:00,3.18,,,6.56,7.36,2.82,2.66,1.88,49.7,5.12,,1.68,,2.30
2023-03-12 01:04:00,3.22,,,6.20,7.32,2.88,2.62,1.88,,5.14,1.64,1.62,,2.42
2023-03-12 01:06:00,3.22,,,6.48,7.18,2.76,2.74,2.06,,5.06,1.56,1.62,,2.34
2023-03-12 01:08:00,3.14,1.88,1.68,6.28,7.62,2.80,2.66,1.92,,5,,,,2.28
2023-03-12 01:10:00,3.04,1.86,1.68,6.28,7.58,2.78,2.64,1.92,,5.10,,,,2.40
2023-03-12 01:12:00,3.26,1.66,,6.40,7.18,2.84,2.64,2.06,30.8,5.02,,,,2.46
2023-03-12 01:14:00,3.06,,,6.40,7.38,2.68,2.62,2.04,,5.10,,1.60,1.58,2.28
