"Time","10250/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP","9600/TCP","9808/TCP"
2023-03-11 13:08:00,3.20,1.78,,6.12,8.02,3.02,2.66,1.86,,5.14,1.70,,,2.34
2023-03-11 13:10:00,3.14,1.86,,6.12,7.84,2.84,2.62,1.82,,5.12,,1.66,,2.40
2023-03-11 13:12:00,3.14,1.60,,6.26,7.90,3.18,2.58,1.98,,5.12,,1.66,,2.30
2023-03-11 13:14:00,3,,,6.32,7.68,3.24,2.48,2.06,7.70,5.10,1.66,,,2.38
2023-03-11 13:16:00,2.96,,,6.30,8.46,2.88,2.56,1.90,,5.08,1.64,1.62,,2.34
2023-03-11 13:18:00,2.78,1.78,,6.20,8.24,2.88,2.64,2.04,,5.10,,1.66,,2.46
2023-03-11 13:20:00,3.12,1.68,,6.48,7.92,2.78,2.66,2.02,,5.12,,1.64,,2.44
2023-03-11 13:22:00,3.06,,,6.36,7.92,2.90,2.56,1.94,,5.10,1.72,1.68,,2.30
2023-03-11 13:24:00,3.26,1.64,,6.22,8.22,2.68,2.66,1.96,,5.16,,1.66,,2.30
2023-03-11 13:26:00,3.42,,,6.18,7.96,2.86,2.72,1.84,,5.10,1.64,1.64,,2.28
2023-03-11 13:28:00,3.16,2.04,1.68,6.14,8.12,2.66,2.58,2.02,,5.02,,,,2.36
2023-03-11 13:30:00,3.02,1.68,,6.24,7.88,3,2.64,2.16,,5.04,,1.66,,2.36
2023-03-11 13:32:00,2.98,,,6.42,8.02,2.84,2.62,1.88,,5.06,,1.68,1.56,2.44
2023-03-11 13:34:00,3.14,1.64,,6.28,8,2.94,2.66,1.90,,5.14,,1.66,,2.40
2023-03-11 13:36:00,3.38,,,6.20,7.96,3.12,2.58,1.90,,5.10,,1.66,1.56,2.22
2023-03-11 13:38:00,3.40,1.78,,6.38,8.08,2.82,2.70,2.04,,5.04,,1.66,,2.38
2023-03-11 13:40:00,3.38,1.70,,6.36,7.90,2.76,2.74,2.24,,5.16,,1.66,,2.46
2023-03-11 13:42:00,3.48,,,6.36,8.20,2.96,2.70,2.14,,5.16,,1.66,1.60,2.40
2023-03-11 13:44:00,3.30,,,6.30,9.10,3.24,2.72,2.14,,5.20,1.70,1.66,,2.40
2023-03-11 13:46:00,3.52,,,6.22,9.06,3.44,2.66,2.08,,5.20,1.72,1.66,,2.52
2023-03-11 13:48:00,3.34,1.78,,6.34,9.10,3.22,2.70,2.14,,5.20,1.74,,,2.48
2023-03-11 13:50:00,3.36,1.68,,6.30,9.06,3.20,2.70,2.08,,5.20,1.68,,,2.44
2023-03-11 13:52:00,3.42,,,6.20,8.94,3.30,2.64,2.14,,5.20,1.68,1.68,,2.48
2023-03-11 13:54:00,3.32,1.64,,6.34,9.02,3.28,2.66,2.14,,5.20,1.68,,,2.46
2023-03-11 13:56:00,3.56,,,6.40,9,3.36,2.78,2.12,,5.14,1.64,1.64,,2.42
2023-03-11 13:58:00,3,1.78,,6.34,9,3.32,2.66,2.10,,5.20,,1.68,,2.46
2023-03-11 14:00:00,3.34,1.68,,6.06,8.80,3.30,2.64,2.10,,5.18,,1.66,,2.48
2023-03-11 14:02:00,3.34,,,6.24,8.80,3.14,2.72,2,,5.14,1.66,1.72,,2.42
2023-03-11 14:04:00,3.28,,,6.18,8.90,3.34,2.72,2.10,,5.18,1.74,1.66,,2.48
2023-03-11 14:06:00,3.48,,,6.50,8.76,3.16,2.62,2.04,,5.14,1.76,1.66,,2.42
2023-03-11 14:08:00,3.18,1.78,,6.24,9.10,3.24,2.70,2.04,,5.20,1.70,,,2.48
2023-03-11 14:10:00,3.22,1.86,,6.36,8.62,3.26,2.72,1.98,,5.16,,1.66,,2.46
2023-03-11 14:12:00,3.34,,,6.38,8.76,3.18,2.70,2.02,,5.16,1.72,1.66,,2.32
2023-03-11 14:14:00,3.32,1.64,,6.38,8.72,3.18,2.66,2.06,,5.18,,1.66,,2.46
2023-03-11 14:16:00,3.28,,2.08,6.60,16.0,3.34,2.62,2.06,11.8,5.12,,,,2.40
2023-03-11 14:18:00,3.18,1.78,,6.04,8.60,3.32,2.74,1.92,,5.16,1.72,,,2.44
2023-03-11 14:20:00,3.36,1.68,,6.20,8.58,3.08,2.72,1.98,,5.18,1.66,,,2.42
2023-03-11 14:22:00,3.32,,,6.18,8.44,3.04,2.62,2.08,,5.20,1.66,1.64,,2.46
2023-03-11 14:24:00,3.32,1.64,,6.42,8.50,3.16,2.62,1.98,,5.14,1.70,,,2.44
2023-03-11 14:26:00,3.36,,2.16,6.56,15.6,3.16,2.72,1.80,31.0,5.14,,,,2.44
2023-03-11 14:28:00,3.20,2.04,1.68,6.24,8.78,3.14,2.70,2,,5.12,,,,2.44
2023-03-11 14:30:00,3.10,1.68,,6.24,8.52,3.18,2.68,1.96,,5.16,,1.66,,2.36
2023-03-11 14:32:00,3.30,,,6.42,8.40,3.10,2.66,2.06,,5.18,1.66,1.66,,2.34
2023-03-11 14:34:00,3.20,1.64,,6.56,8.58,3.06,2.76,1.94,,5.14,,1.68,,2.34
2023-03-11 14:36:00,3.46,,2.16,6.38,15.8,3.30,2.64,2.14,49.0,5.20,,,,2.36
2023-03-11 14:38:00,3.28,1.78,,6.24,8.62,3.04,2.62,2.06,,5.16,,1.62,,2.44
2023-03-11 14:40:00,3.26,1.68,,6.38,8.34,2.96,2.64,1.92,,5.18,1.72,,,2.46
2023-03-11 14:42:00,3.32,,,6.22,8.68,3.28,2.68,2.10,,5.12,1.60,1.62,,2.46
2023-03-11 14:44:00,2.96,,,6.12,8.62,2.88,2.70,2.08,,5.14,1.66,1.66,,2.52
2023-03-11 14:46:00,3.52,,1.84,6.56,15.8,3.52,2.70,2.10,66.6,5.14,,,,2.34
2023-03-11 14:48:00,3.22,1.78,,6.46,8.38,3.14,2.66,2.06,,5.12,,1.66,,2.48
2023-03-11 14:50:00,3.10,1.68,,6.44,8.18,3.18,2.66,2.10,,5.10,,1.66,,2.38
2023-03-11 14:52:00,3.44,,,6.42,8.58,3.06,2.64,2,,5.14,1.64,1.66,,2.36
2023-03-11 14:54:00,3.08,,,6.38,8.30,2.88,2.66,1.98,,5.14,1.66,1.66,,2.38
2023-03-11 14:56:00,3.10,,2.16,6.64,15.4,2.84,2.62,2,87.1,5.18,,,,2.44
2023-03-11 14:58:00,3.30,1.78,,6.44,8.22,3.22,2.72,2.06,,5.16,,1.66,,2.32
2023-03-11 15:00:00,2.98,,,6.36,7.94,3.12,2.60,1.96,,5.08,1.70,1.70,,2.36
2023-03-11 15:02:00,3.44,,,6.42,8.56,3.08,2.64,1.94,,5.14,1.72,1.66,,2.52
2023-03-11 15:04:00,3.24,1.64,,6.14,8.48,2.98,2.74,1.96,,5.14,,1.64,,2.42
2023-03-11 15:06:00,3.34,,2.16,6.64,15.9,3.34,2.66,1.80,101,5.06,,,,2.32
2023-03-11 15:08:00,3.16,1.78,,6.40,8.44,3.04,2.64,1.84,,5.06,1.68,,,2.42
2023-03-11 15:10:00,3.20,1.86,,6.38,8.12,3.08,2.58,1.90,,5.16,1.70,,,2.30
2023-03-11 15:12:00,3.28,,,6.32,8.18,3,2.72,2.04,,5.14,1.64,1.64,,2.42
2023-03-11 15:14:00,3.20,1.64,,6.32,8.44,3.22,2.66,2.16,,5.14,1.84,,,2.46
2023-03-11 15:16:00,3.30,,2.06,6.56,14.9,3.40,2.62,1.86,101,5.04,,,,2.38
2023-03-11 15:18:00,3.02,1.78,,6.34,8.26,2.90,2.78,1.72,,5.12,1.72,,,2.44
2023-03-11 15:20:00,3.08,1.68,,6.02,8.20,3,2.62,2,,5.18,1.76,,,2.54
2023-03-11 15:22:00,3.28,,,6.36,8.08,2.84,2.58,1.80,,5.06,1.66,1.66,,2.44
2023-03-11 15:24:00,2.90,1.64,,6.14,8.44,2.90,2.68,1.98,,5.08,,1.66,,2.38
2023-03-11 15:26:00,3.34,,,6.44,13.7,3.18,2.58,1.92,98.6,5.08,,1.66,,2.38
2023-03-11 15:28:00,2.96,2.04,1.90,6.12,8.60,3.08,2.72,1.92,,5.06,,,,2.26
2023-03-11 15:30:00,3.10,1.68,,6.28,7.86,2.74,2.66,2.06,,5.04,1.62,,,2.44
2023-03-11 15:32:00,3.22,,,6.32,7.58,2.80,2.68,1.94,,5.10,1.62,1.62,,2.40
2023-03-11 15:34:00,3.06,,,6.42,8.30,3.06,2.64,1.98,,5.02,1.68,1.72,,2.36
2023-03-11 15:36:00,3.28,,,6.68,7.98,3.14,2.68,1.84,79.4,5.16,1.68,,,2.44
2023-03-11 15:38:00,2.98,1.78,,6.06,7.98,2.80,2.68,2.10,,5.14,,1.62,,2.26
2023-03-11 15:40:00,2.96,1.68,,6.28,7.90,2.82,2.66,2,,5.08,,1.64,,2.30
2023-03-11 15:42:00,3.24,,,6.40,8.46,2.96,2.62,1.98,,5.06,1.66,1.62,,2.16
2023-03-11 15:44:00,3.10,1.64,,6.42,7.68,3.04,2.74,2.02,,5.06,1.66,,,2.34
2023-03-11 15:46:00,3.24,,,6.34,7.82,3.20,2.70,1.96,60.5,5.08,,1.66,,2.20
2023-03-11 15:48:00,3.22,1.78,,6.38,7.76,3.06,2.64,1.90,,5.08,,1.60,,2.32
2023-03-11 15:50:00,3.10,1.70,,6.22,8.06,2.92,2.72,1.98,,5.08,,1.64,,2.20
2023-03-11 15:52:00,2.96,,,6.30,7.86,2.98,2.66,1.94,,5.16,1.56,1.64,,2.36
2023-03-11 15:54:00,3.04,1.64,,6.44,7.76,2.68,2.48,1.92,,5.06,,1.60,,2.34
2023-03-11 15:56:00,3.06,,,6.52,7.92,3.12,2.60,1.78,42.7,5.06,,1.62,,2.52
2023-03-11 15:58:00,2.98,1.78,,6.24,7.98,2.92,2.70,1.80,,5.08,,1.62,,2.40
2023-03-11 16:00:00,2.96,1.68,,6.30,7.96,3.02,2.60,1.88,,5.06,,1.64,,2.34
2023-03-11 16:02:00,3.22,,,6.36,7.90,2.64,2.64,1.90,,4.98,1.64,1.70,,2.40
2023-03-11 16:04:00,3.10,1.64,,6.22,7.38,2.82,2.68,1.84,,4.92,,1.66,,2.18
2023-03-11 16:06:00,3.24,,,6.48,7.64,3.16,2.58,1.78,24.7,4.90,1.66,,,2.26
2023-03-11 16:08:00,2.92,1.74,,6.32,7.50,3.24,2.60,1.98,,5.02,,1.66,,2.48
2023-03-11 16:10:00,2.82,1.88,,6.20,8.06,2.64,2.62,1.94,,5.10,1.70,,,2.26
2023-03-11 16:12:00,2.96,,,6.22,7.58,2.84,2.62,1.98,,5.06,1.72,1.68,,2.18
2023-03-11 16:14:00,2.82,1.64,,6.26,7.84,2.68,2.64,1.78,,5.06,1.76,,,2.28
2023-03-11 16:16:00,3.14,,,6.42,7.34,3.02,2.56,1.68,5.92,5.12,,1.68,,2.50
2023-03-11 16:18:00,2.86,1.78,,6.12,7.64,2.96,2.52,1.92,,5.06,1.66,,,2.36
2023-03-11 16:20:00,2.82,1.68,,6.16,7.46,2.74,2.70,1.70,,5.06,1.68,,,2.32
2023-03-11 16:22:00,3.20,,,6.28,7.62,3.08,2.60,1.90,,5.02,1.62,1.62,,2.36
2023-03-11 16:24:00,3.08,1.64,,6.12,7.92,2.50,2.58,1.70,,4.98,1.72,,,2.28
2023-03-11 16:26:00,3.04,1.54,,6.42,7.34,2.66,2.52,1.76,,5,,1.64,,2.32
2023-03-11 16:28:00,3.02,2.04,1.92,6.28,7.30,2.86,2.62,1.78,,5.06,,,,2.26
2023-03-11 16:30:00,3.02,1.68,,6.28,7.68,2.78,2.50,1.88,,5.04,,1.66,,2.26
2023-03-11 16:32:00,3.18,,,6.24,7.72,2.76,2.64,1.78,,4.92,,1.64,1.56,2.30
2023-03-11 16:34:00,3.06,1.64,,6.16,7.72,2.78,2.68,1.88,,5.04,1.66,,,2.36
2023-03-11 16:36:00,3.10,,,6.58,7.70,2.70,2.58,1.92,,4.98,1.68,1.64,,2.24
2023-03-11 16:38:00,3.02,1.78,,6.20,7.18,2.54,2.64,1.68,,5.10,,1.64,,2.38
2023-03-11 16:40:00,3.22,1.68,,6.28,7.58,2.80,2.68,1.86,,5.08,,1.60,,2.30
2023-03-11 16:42:00,3.08,,,6.26,7.74,2.84,2.60,1.98,,5.06,1.72,1.66,,2.36
2023-03-11 16:44:00,3,1.64,,6.24,7.56,2.66,2.62,1.72,,4.98,,1.64,,2.34
2023-03-11 16:46:00,3.20,1.54,,6.50,7.34,2.54,2.62,2.02,,5.02,,1.64,,2.14
2023-03-11 16:48:00,3.06,1.78,,6.26,7.34,2.92,2.60,1.96,,5.16,,1.64,,2.26
2023-03-11 16:50:00,3.38,1.68,,6.52,7.12,2.58,2.66,2.12,,5.06,,1.62,,2.34
2023-03-11 16:52:00,3.54,,,6.46,7.44,2.82,2.68,2.12,,5.08,,1.66,1.58,2.32
2023-03-11 16:54:00,3.40,1.64,,6.52,7.52,2.80,2.66,2.14,,5.08,,1.64,,2.24
2023-03-11 16:56:00,3.56,,,6.58,9.16,3.28,2.64,2.16,,5.20,1.62,1.66,,2.40
2023-03-11 16:58:00,3.34,1.78,,6.16,9.10,3.24,2.70,2.10,,5.18,1.72,,,2.44
2023-03-11 17:00:00,3.34,1.68,,6.16,9.14,3.20,2.70,2.12,,5.18,1.74,,,2.50
2023-03-11 17:02:00,3.52,,,6.54,9.02,3.32,2.76,2.16,,5.20,1.66,1.74,,2.44
2023-03-11 17:04:00,3.42,,,6.42,9.04,3.32,2.66,2.16,,5.20,1.68,1.72,,2.48
