"Time","to-endpoint","to-overlay","to-stack"
2023-03-11 09:00:00,51.8,7.38,30.3
2023-03-11 09:02:00,52.4,9.18,30.3
2023-03-11 09:04:00,51.6,7.78,29.9
2023-03-11 09:06:00,52.7,7.96,30.3
2023-03-11 09:08:00,53.6,8.34,30.8
2023-03-11 09:10:00,53.1,8.30,30.4
2023-03-11 09:12:00,67.0,28.7,31.0
2023-03-11 09:14:00,52.6,8.56,30.6
2023-03-11 09:16:00,52.9,8.46,30.7
2023-03-11 09:18:00,53.6,8.82,30.9
2023-03-11 09:20:00,52.6,7.80,30.3
2023-03-11 09:22:00,77.3,52.9,30.5
2023-03-11 09:24:00,53.2,8.58,30.6
2023-03-11 09:26:00,52.0,7.28,30.3
2023-03-11 09:28:00,54.2,9.90,30.9
2023-03-11 09:30:00,52.2,8.20,30.3
2023-03-11 09:32:00,85.4,72.8,30.2
2023-03-11 09:34:00,52.9,8.34,30.2
2023-03-11 09:36:00,52.1,7.58,30.5
2023-03-11 09:38:00,53.0,9.80,30.4
2023-03-11 09:40:00,51.1,7.28,29.9
2023-03-11 09:42:00,96.1,95.9,30.2
2023-03-11 09:44:00,52.2,9,30.1
2023-03-11 09:46:00,52.3,7.72,30.4
2023-03-11 09:48:00,52.9,10.5,30.4
2023-03-11 09:50:00,51.6,7.84,29.9
2023-03-11 09:52:00,95.7,101,30.2
2023-03-11 09:54:00,51.6,8.48,29.8
2023-03-11 09:56:00,52.1,7.56,30.1
2023-03-11 09:58:00,52.4,9.72,30.2
2023-03-11 10:00:00,51.2,7.88,30
2023-03-11 10:02:00,83.0,84.6,29.9
2023-03-11 10:04:00,52.7,8.46,30.3
2023-03-11 10:06:00,52.5,7.62,30.5
2023-03-11 10:08:00,53.3,9.98,30.6
2023-03-11 10:10:00,54.1,8.64,30.6
2023-03-11 10:12:00,75.1,63.1,30.5
2023-03-11 10:14:00,53.4,8.66,30.7
2023-03-11 10:16:00,52.5,7.80,30.6
2023-03-11 10:18:00,54,9.38,30.9
2023-03-11 10:20:00,52.1,7.30,30.5
2023-03-11 10:22:00,65.0,40.7,30.4
2023-03-11 10:24:00,52.4,8.66,30.4
2023-03-11 10:26:00,52.8,8.30,30.6
2023-03-11 10:28:00,54.3,9.48,30.8
2023-03-11 10:30:00,51.9,7.86,30.3
2023-03-11 10:32:00,56.9,22.0,30.2
2023-03-11 10:34:00,52.4,10.2,30.3
2023-03-11 10:36:00,53.1,8.56,30.6
2023-03-11 10:38:00,53,9.20,30.6
2023-03-11 10:40:00,51.9,7.96,30.1
2023-03-11 10:42:00,51.7,8.20,30.3
2023-03-11 10:44:00,52.5,9.24,30.2
2023-03-11 10:46:00,51.6,7.86,29.9
2023-03-11 10:48:00,52.6,9.10,30.2
2023-03-11 10:50:00,51.8,7.50,30.3
2023-03-11 10:52:00,51.5,7.80,30.1
2023-03-11 10:54:00,52.1,9.12,29.8
2023-03-11 10:56:00,51.6,8.08,30.0
2023-03-11 10:58:00,52.8,8.94,30.2
2023-03-11 11:00:00,51.3,7.44,30.3
2023-03-11 11:02:00,51.5,7.84,29.9
2023-03-11 11:04:00,52.0,9.24,30.0
2023-03-11 11:06:00,51.6,7.86,29.9
2023-03-11 11:08:00,52.3,8.42,29.9
2023-03-11 11:10:00,52.3,9.16,30.0
2023-03-11 11:12:00,51.5,7.66,30.0
2023-03-11 11:14:00,51.8,7.84,30.0
2023-03-11 11:16:00,51.6,8.58,29.9
2023-03-11 11:18:00,52.3,9.06,30.2
2023-03-11 11:20:00,50.9,9.02,29.7
2023-03-11 11:22:00,50.8,7.56,29.7
2023-03-11 11:24:00,51.6,8.34,29.7
2023-03-11 11:26:00,51.6,7.66,29.9
