"Time","sum({__name__=~""node_memory_MemTotal_bytes|windows_cs_physical_memory_bytes""}) - sum({__name__=~""node_memory_MemAvailable_bytes|windows_os_physical_memory_free_bytes""})"
2023-03-23 03:00:00,12554960896
2023-03-23 03:20:00,12614373376
2023-03-23 03:40:00,12679528448
2023-03-23 04:00:00,12892610560
2023-03-23 04:20:00,12514861056
2023-03-23 04:40:00,12804050944
2023-03-23 05:00:00,12875608064
2023-03-23 05:20:00,12824485888
2023-03-23 05:40:00,12877369344
2023-03-23 06:00:00,12788985856
2023-03-23 06:20:00,12778127360
2023-03-23 06:40:00,12959961088
2023-03-23 07:00:00,13022138368
2023-03-23 07:20:00,13129170944
2023-03-23 07:40:00,13145665536
2023-03-23 08:00:00,12998389760
2023-03-23 08:20:00,13252419584
2023-03-23 08:40:00,13348311040
2023-03-23 09:00:00,13390282752
2023-03-23 09:20:00,13526867968
2023-03-23 09:40:00,13393211392
2023-03-23 10:00:00,13328830464
2023-03-23 10:20:00,13225263104
2023-03-23 10:40:00,13305315328
2023-03-23 11:00:00,13512568832
2023-03-23 11:20:00,13561810944
2023-03-23 11:40:00,13542060032
2023-03-23 12:00:00,13392142336
2023-03-23 12:20:00,13594648576
2023-03-23 12:40:00,13585391616
2023-03-23 13:00:00,13671878656
2023-03-23 13:20:00,13697482752
2023-03-23 13:40:00,13692940288
2023-03-23 14:00:00,13516619776
2023-03-23 14:20:00,13691838464
2023-03-23 14:40:00,13848166400
2023-03-23 15:00:00,14012932096
2023-03-23 15:20:00,13908860928
2023-03-23 15:40:00,13795102720
2023-03-23 16:00:00,14107148288
2023-03-23 16:20:00,14005600256
2023-03-23 16:40:00,14101839872
2023-03-23 17:00:00,13962166272
2023-03-23 17:20:00,14037741568
2023-03-23 17:40:00,13961613312
2023-03-23 18:00:00,13828616192
2023-03-23 18:20:00,14308139008
2023-03-23 18:40:00,14005932032
2023-03-23 19:00:00,13862109184
2023-03-23 19:20:00,14256414720
2023-03-23 19:40:00,14087847936
2023-03-23 20:00:00,14143574016
2023-03-23 20:20:00,14107537408
2023-03-23 20:40:00,14176854016
2023-03-23 21:00:00,14047379456
2023-03-23 21:20:00,14134927360
2023-03-23 21:40:00,13915807744
2023-03-23 22:00:00,14047461376
2023-03-23 22:20:00,14052380672
2023-03-23 22:40:00,14143811584
2023-03-23 23:00:00,14094700544
2023-03-23 23:20:00,13841305600
2023-03-23 23:40:00,14178881536
2023-03-24 00:00:00,14134923264
2023-03-24 00:20:00,13842501632
2023-03-24 00:40:00,13849206784
2023-03-24 01:00:00,14061637632
2023-03-24 01:20:00,13875884032
2023-03-24 01:40:00,13982883840
2023-03-24 02:00:00,13968003072
2023-03-24 02:20:00,13968142336
2023-03-24 02:40:00,14171766784
2023-03-24 03:00:00,13889064960
2023-03-24 03:20:00,13968003072
2023-03-24 03:40:00,13700874240
2023-03-24 04:00:00,14090362880
2023-03-24 04:20:00,14112948224
2023-03-24 04:40:00,13916827648
2023-03-24 05:00:00,14205931520
2023-03-24 05:20:00,13905154048
2023-03-24 05:40:00,14371762176
2023-03-24 06:00:00,13940338688
2023-03-24 06:20:00,14187380736
2023-03-24 06:40:00,14100037632
2023-03-24 07:00:00,13971795968
2023-03-24 07:20:00,13726609408
2023-03-24 07:40:00,14196064256
2023-03-24 08:00:00,14094151680
2023-03-24 08:20:00,14110396416
2023-03-24 08:40:00,13978636288
2023-03-24 09:00:00,13929336832

