"Time","Cluster","192.168.0.211:9796","192.168.0.221:9796","192.168.0.222:9796"
2023-03-23 03:00:00,0.103,0.101,0.0894,0.118
2023-03-23 03:02:00,0.110,0.115,0.0873,0.129
2023-03-23 03:04:00,0.105,0.105,0.0807,0.128
2023-03-23 03:06:00,0.102,0.121,0.0924,0.0925
2023-03-23 03:08:00,0.107,0.111,0.0780,0.131
2023-03-23 03:10:00,0.102,0.113,0.0856,0.107
2023-03-23 03:12:00,0.125,0.124,0.108,0.143
2023-03-23 03:14:00,0.111,0.111,0.0857,0.136
2023-03-23 03:16:00,0.114,0.124,0.0864,0.132
2023-03-23 03:18:00,0.116,0.113,0.0994,0.136
2023-03-23 03:20:00,0.102,0.128,0.0891,0.0889
2023-03-23 03:22:00,0.118,0.126,0.0919,0.136
2023-03-23 03:24:00,0.119,0.112,0.0988,0.145
2023-03-23 03:26:00,0.120,0.124,0.0959,0.141
2023-03-23 03:28:00,0.121,0.119,0.0923,0.152
2023-03-23 03:30:00,0.108,0.128,0.104,0.0922
2023-03-23 03:32:00,0.122,0.132,0.0930,0.142
2023-03-23 03:34:00,0.112,0.126,0.0937,0.116
2023-03-23 03:36:00,0.123,0.117,0.108,0.142
2023-03-23 03:38:00,0.125,0.122,0.0970,0.156
2023-03-23 03:40:00,0.119,0.132,0.0947,0.130
2023-03-23 03:42:00,0.125,0.126,0.104,0.146
2023-03-23 03:44:00,0.108,0.131,0.0956,0.0987
2023-03-23 03:46:00,0.127,0.125,0.103,0.154
2023-03-23 03:48:00,0.124,0.119,0.111,0.143
2023-03-23 03:50:00,0.131,0.131,0.102,0.159
2023-03-23 03:52:00,0.126,0.123,0.105,0.150
2023-03-23 03:54:00,0.118,0.139,0.117,0.0970
2023-03-23 03:56:00,0.125,0.130,0.0972,0.149
2023-03-23 03:58:00,0.121,0.127,0.108,0.130
2023-03-23 04:00:00,0.132,0.123,0.123,0.149
2023-03-23 04:02:00,0.113,0.0985,0.100,0.139
2023-03-23 04:04:00,0.106,0.111,0.0874,0.119
2023-03-23 04:06:00,0.125,0.119,0.104,0.154
2023-03-23 04:08:00,0.0869,0.0968,0.0898,0.0742
2023-03-23 04:10:00,0.134,0.134,0.111,0.157
2023-03-23 04:12:00,0.134,0.132,0.115,0.156
2023-03-23 04:14:00,0.139,0.152,0.111,0.154
2023-03-23 04:16:00,0.132,0.140,0.105,0.152
2023-03-23 04:18:00,0.124,0.147,0.117,0.108
2023-03-23 04:20:00,0.134,0.136,0.109,0.158
2023-03-23 04:22:00,0.126,0.136,0.112,0.131
2023-03-23 04:24:00,0.138,0.128,0.131,0.155
2023-03-23 04:26:00,0.142,0.152,0.115,0.159
2023-03-23 04:28:00,0.134,0.144,0.115,0.144
2023-03-23 04:30:00,0.140,0.139,0.119,0.164
2023-03-23 04:32:00,0.130,0.148,0.117,0.125
2023-03-23 04:34:00,0.140,0.137,0.120,0.162
2023-03-23 04:36:00,0.146,0.147,0.122,0.170
2023-03-23 04:38:00,0.140,0.143,0.115,0.161
2023-03-23 04:40:00,0.134,0.131,0.114,0.159
2023-03-23 04:42:00,0.0829,0.0902,0.0889,0.0697
2023-03-23 04:44:00,0.0947,0.0859,0.0665,0.132
2023-03-23 04:46:00,0.0916,0.0970,0.0793,0.0984
2023-03-23 04:48:00,0.103,0.0875,0.0890,0.132
2023-03-23 04:50:00,0.0987,0.0887,0.0783,0.129
2023-03-23 04:52:00,0.130,0.137,0.110,0.143
2023-03-23 04:54:00,0.120,0.107,0.110,0.143
2023-03-23 04:56:00,0.0839,0.0989,0.0809,0.0718
2023-03-23 04:58:00,0.0951,0.0859,0.0679,0.132
2023-03-23 05:00:00,0.105,0.0924,0.0905,0.132
2023-03-23 05:02:00,0.105,0.0962,0.0848,0.134
2023-03-23 05:04:00,0.103,0.0937,0.0805,0.134
2023-03-23 05:06:00,0.0940,0.101,0.0974,0.0836
