"Time","Cluster","192.168.0.211:9796","192.168.0.221:9796","192.168.0.222:9796"
2023-03-23 03:00:00,24.9,26.5,25.9,22.5
2023-03-23 03:02:00,25.0,25.9,26.6,22.5
2023-03-23 03:04:00,24.6,26.1,25.4,22.4
2023-03-23 03:06:00,24.2,25.8,26.0,20.9
2023-03-23 03:08:00,24.7,26.4,25.2,22.5
2023-03-23 03:10:00,24.7,26.1,25.4,22.6
2023-03-23 03:12:00,25.0,26.3,26.7,22.0
2023-03-23 03:14:00,25.2,26.3,27.0,22.3
2023-03-23 03:16:00,24.4,25.8,26.0,21.3
2023-03-23 03:18:00,24.7,26.1,25.6,22.5
2023-03-23 03:20:00,25.1,26.6,25.6,23.0
2023-03-23 03:22:00,24.6,26.5,24.9,22.4
2023-03-23 03:24:00,25.2,26.8,26.2,22.6
2023-03-23 03:26:00,25.3,26.6,26.7,22.6
2023-03-23 03:28:00,25.0,26.4,26.2,22.4
2023-03-23 03:30:00,24.9,26.7,25.6,22.4
2023-03-23 03:32:00,24.7,26.3,25.4,22.4
2023-03-23 03:34:00,25.0,26.7,25.9,22.4
2023-03-23 03:36:00,25.7,27.1,27.3,22.6
2023-03-23 03:38:00,25.3,27.1,26.3,22.5
2023-03-23 03:40:00,25.2,27.0,25.9,22.7
2023-03-23 03:42:00,24.7,26.8,25.2,22.1
2023-03-23 03:44:00,25.3,26.8,26.4,22.7
2023-03-23 03:46:00,24.7,27.1,25.6,21.4
2023-03-23 03:48:00,24.9,26.9,25.5,22.4
2023-03-23 03:50:00,25.0,26.9,27.1,21.1
2023-03-23 03:52:00,25.0,26.5,25.9,22.6
2023-03-23 03:54:00,25.2,27.0,26.2,22.3
2023-03-23 03:56:00,25.6,27.6,26.6,22.6
2023-03-23 03:58:00,25.1,27.3,25.4,22.6
2023-03-23 04:00:00,25.6,27.3,26.9,22.7
2023-03-23 04:02:00,25.1,27.0,25.2,23.2
2023-03-23 04:04:00,25.5,26.7,27.0,22.7
2023-03-23 04:06:00,24.9,27.2,25.1,22.5
2023-03-23 04:08:00,25.1,26.8,25.9,22.6
2023-03-23 04:10:00,24.8,26.8,25.3,22.4
2023-03-23 04:12:00,25.3,27.2,26.5,22.3
2023-03-23 04:14:00,25.6,26.8,27.5,22.4
2023-03-23 04:16:00,25.0,26.9,25.9,22.3
2023-03-23 04:18:00,25.1,26.9,26.2,22.2
2023-03-23 04:20:00,24.9,26.6,25.5,22.5
2023-03-23 04:22:00,25.2,27.0,26.1,22.5
2023-03-23 04:24:00,25.5,26.9,27.0,22.6
2023-03-23 04:26:00,25.6,27.4,27.0,22.5
2023-03-23 04:28:00,25.5,26.9,27.5,22.2
2023-03-23 04:30:00,24.9,27.0,25.4,22.3
2023-03-23 04:32:00,24.6,26.6,25.4,21.9
2023-03-23 04:34:00,25.0,26.7,25.8,22.5
2023-03-23 04:36:00,25.4,26.6,27.3,22.4
2023-03-23 04:38:00,25.7,27.1,27.3,22.6
2023-03-23 04:40:00,25.4,27.0,26.8,22.5
