"Time","(sum(node_filesystem_size_bytes{device!~""rootfs|HarddiskVolume.+""}) - sum(node_filesystem_free_bytes{device!~""rootfs|HarddiskVolume.+""}) OR on() vector(0)) + (sum(windows_logical_disk_size_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) - sum(windows_logical_disk_free_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) OR on() vector(0))"
2023-03-23 03:00:00,77919744000
2023-03-23 03:20:00,76075171840
2023-03-23 03:40:00,76110729216
2023-03-23 04:00:00,76157923328
2023-03-23 04:20:00,76222947328
2023-03-23 04:40:00,76269068288
2023-03-23 05:00:00,76312604672
2023-03-23 05:20:00,76377915392
2023-03-23 05:40:00,76424810496
2023-03-23 06:00:00,76471615488
2023-03-23 06:20:00,76056723456
2023-03-23 06:40:00,76104073216
2023-03-23 07:00:00,76137566208
2023-03-23 07:20:00,76203868160
2023-03-23 07:40:00,76251197440
2023-03-23 08:00:00,76277342208
2023-03-23 08:20:00,76353351680
2023-03-23 08:40:00,76400562176
2023-03-23 09:00:00,76431478784
2023-03-23 09:20:00,76507213824
2023-03-23 09:40:00,76557406208
2023-03-23 10:00:00,76599791616
2023-03-23 10:20:00,76220768256
2023-03-23 10:40:00,76267286528
2023-03-23 11:00:00,76310355968
2023-03-23 11:20:00,76375871488
2023-03-23 11:40:00,76427046912
2023-03-23 12:00:00,76470358016
2023-03-23 12:20:00,76427329536
2023-03-23 12:40:00,76476973056
2023-03-23 13:00:00,76510961664
2023-03-23 13:20:00,76576120832
2023-03-23 13:40:00,76625850368
2023-03-23 14:00:00,76669108224
2023-03-23 14:20:00,76298825728
2023-03-23 14:40:00,76323504128
2023-03-23 15:00:00,76367400960
2023-03-23 15:20:00,76443480064
2023-03-23 15:40:00,76484108288
2023-03-23 16:00:00,76526542848
2023-03-23 16:20:00,76427546624
2023-03-23 16:40:00,76463972352
2023-03-23 17:00:00,76496621568
2023-03-23 17:20:00,76573724672
2023-03-23 17:40:00,76615401472
2023-03-23 18:00:00,76658978816
2023-03-23 18:20:00,76224925696
2023-03-23 18:40:00,76272955392
2023-03-23 19:00:00,76341649408
2023-03-23 19:20:00,76403376128
2023-03-23 19:40:00,76456521728
2023-03-23 20:00:00,76501172224
2023-03-23 20:20:00,76568399872
2023-03-23 20:40:00,76616544256
2023-03-23 21:00:00,76649680896
2023-03-23 21:20:00,76718161920
2023-03-23 21:40:00,76772069376
2023-03-23 22:00:00,76804472832
2023-03-23 22:20:00,76435128320
2023-03-23 22:40:00,76482244608
2023-03-23 23:00:00,76504989696
2023-03-23 23:20:00,76584153088
2023-03-23 23:40:00,76632121344
2023-03-24 00:00:00,76669759488
2023-03-24 00:20:00,76690407424
2023-03-24 00:40:00,76739969024
2023-03-24 01:00:00,76772343808
2023-03-24 01:20:00,76829683712
2023-03-24 01:40:00,76878397440
2023-03-24 02:00:00,76914491392
2023-03-24 02:20:00,76546048000
2023-03-24 02:40:00,76594171904
2023-03-24 03:00:00,76625489920
2023-03-24 03:20:00,76701200384
2023-03-24 03:40:00,76743573504
2023-03-24 04:00:00,76788695040
2023-03-24 04:20:00,76869124096
2023-03-24 04:40:00,76907298816
2023-03-24 05:00:00,76950171648
2023-03-24 05:20:00,77028061184
2023-03-24 05:40:00,77068292096
2023-03-24 06:00:00,77112999936
2023-03-24 06:20:00,76629438464
2023-03-24 06:40:00,76665126912
2023-03-24 07:00:00,76712652800
2023-03-24 07:20:00,76788674560
2023-03-24 07:40:00,76841385984
2023-03-24 08:00:00,76875198464
2023-03-24 08:20:00,76943675392
2023-03-24 08:40:00,76991008768
2023-03-24 09:00:00,77025366016

