"Time","sum(irate({__name__=~""node_cpu_seconds_total|windows_cpu_time_total"",mode!=""idle""}[5m]))"
2023-03-23 03:00:00,1.12
2023-03-23 03:20:00,1.05
2023-03-23 03:40:00,1.26
2023-03-23 04:00:00,1.43
2023-03-23 04:20:00,1.44
2023-03-23 04:40:00,1.46
2023-03-23 05:00:00,1.17
2023-03-23 05:20:00,0.907
2023-03-23 05:40:00,1.15
2023-03-23 06:00:00,1.19
2023-03-23 06:20:00,1.25
2023-03-23 06:40:00,1.06
2023-03-23 07:00:00,1.34
2023-03-23 07:20:00,1.29
2023-03-23 07:40:00,1.41
2023-03-23 08:00:00,1.25
2023-03-23 08:20:00,1.44
2023-03-23 08:40:00,1.49
2023-03-23 09:00:00,1.45
2023-03-23 09:20:00,1.43
2023-03-23 09:40:00,1.57
2023-03-23 10:00:00,1.70
2023-03-23 10:20:00,2.14
2023-03-23 10:40:00,2.01
2023-03-23 11:00:00,2.26
2023-03-23 11:20:00,2.28
2023-03-23 11:40:00,2.21
2023-03-23 12:00:00,2.27
2023-03-23 12:20:00,2.14
2023-03-23 12:40:00,1.81
2023-03-23 13:00:00,1.54
2023-03-23 13:20:00,1.76
2023-03-23 13:40:00,1.81
2023-03-23 14:00:00,1.60
2023-03-23 14:20:00,1.78
2023-03-23 14:40:00,1.87
2023-03-23 15:00:00,1.78
2023-03-23 15:20:00,1.89
2023-03-23 15:40:00,1.82
2023-03-23 16:00:00,2.09
2023-03-23 16:20:00,2.03
2023-03-23 16:40:00,1.97
2023-03-23 17:00:00,2.10
2023-03-23 17:20:00,1.80
2023-03-23 17:40:00,2.03
2023-03-23 18:00:00,2.20
2023-03-23 18:20:00,2.08
2023-03-23 18:40:00,2.13
2023-03-23 19:00:00,1.91
2023-03-23 19:20:00,2.12
2023-03-23 19:40:00,2.02
2023-03-23 20:00:00,2.17
2023-03-23 20:20:00,2.12
2023-03-23 20:40:00,1.94
2023-03-23 21:00:00,2.11
2023-03-23 21:20:00,1.91
2023-03-23 21:40:00,2.01
2023-03-23 22:00:00,2.09
2023-03-23 22:20:00,1.96
2023-03-23 22:40:00,2.00
2023-03-23 23:00:00,1.82
2023-03-23 23:20:00,1.97
2023-03-23 23:40:00,2.00
2023-03-24 00:00:00,1.88
2023-03-24 00:20:00,2.02
2023-03-24 00:40:00,1.94
2023-03-24 01:00:00,2.03
2023-03-24 01:20:00,1.99
2023-03-24 01:40:00,1.73
2023-03-24 02:00:00,2.03
2023-03-24 02:20:00,2.02
2023-03-24 02:40:00,1.97
2023-03-24 03:00:00,2.04
2023-03-24 03:20:00,1.85
2023-03-24 03:40:00,1.97
2023-03-24 04:00:00,1.95
2023-03-24 04:20:00,1.98
2023-03-24 04:40:00,2.02
2023-03-24 05:00:00,2.03
2023-03-24 05:20:00,2.08
2023-03-24 05:40:00,2.11
2023-03-24 06:00:00,2.35
2023-03-24 06:20:00,2.17
2023-03-24 06:40:00,2.21
2023-03-24 07:00:00,2.24
2023-03-24 07:20:00,2.16
2023-03-24 07:40:00,2.18
2023-03-24 08:00:00,2.25
2023-03-24 08:20:00,2.14
2023-03-24 08:40:00,2.03
2023-03-24 09:00:00,2.12

