"Time","Read (sda)","Write (sda)"
2023-03-11 08:00:00,0,323698
2023-03-11 08:02:00,0,350998
2023-03-11 08:04:00,0,316097
2023-03-11 08:06:00,0,360150
2023-03-11 08:08:00,0,354418
2023-03-11 08:10:00,0,324719
2023-03-11 08:12:00,0,314482
2023-03-11 08:14:00,0,618155
2023-03-11 08:16:00,0,351141
2023-03-11 08:18:00,45.5,351801
2023-03-11 08:20:00,45.5,353303
2023-03-11 08:22:00,0,362086
2023-03-11 08:24:00,0,363201
2023-03-11 08:26:00,0,339012
2023-03-11 08:28:00,0,403729
2023-03-11 08:30:00,0,405686
2023-03-11 08:32:00,0,355173
2023-03-11 08:34:00,0,396720
2023-03-11 08:36:00,0,444803
2023-03-11 08:38:00,0,517621
2023-03-11 08:40:00,0,383863
2023-03-11 08:42:00,0,368868
2023-03-11 08:44:00,0,326838
2023-03-11 08:46:00,0,369755
2023-03-11 08:48:00,0,367639
2023-03-11 08:50:00,0,332186
2023-03-11 08:52:00,0,319420
2023-03-11 08:54:00,0,323334
2023-03-11 08:56:00,0,343541
2023-03-11 08:58:00,0,344223
2023-03-11 09:00:00,0,323630
2023-03-11 09:02:00,0,364021
2023-03-11 09:04:00,0,368139
2023-03-11 09:06:00,0,348319
2023-03-11 09:08:00,0,347819
2023-03-11 09:10:00,0,332459
2023-03-11 09:12:00,0,318396
2023-03-11 09:14:00,0,319010
2023-03-11 09:16:00,0,348183
2023-03-11 09:18:00,0,345839
2023-03-11 09:20:00,0,330160
2023-03-11 09:22:00,0,315756
2023-03-11 09:24:00,0,317349
2023-03-11 09:26:00,0,347136
2023-03-11 09:28:00,0,348342
2023-03-11 09:30:00,0,330570
2023-03-11 09:32:00,0,347477
2023-03-11 09:34:00,0,339627
2023-03-11 09:36:00,0,346931
2023-03-11 09:38:00,0,349685
2023-03-11 09:40:00,0,327730
2023-03-11 09:42:00,0,344997
2023-03-11 09:44:00,0,343495
2023-03-11 09:46:00,0,339763
2023-03-11 09:48:00,0,344132
2023-03-11 09:50:00,0,327566
2023-03-11 09:52:00,0,323538
2023-03-11 09:54:00,0,311205
2023-03-11 09:56:00,0,338671
2023-03-11 09:58:00,0,337852
2023-03-11 10:00:00,0,328181
2023-03-11 10:02:00,0,355715
2023-03-11 10:04:00,0,341311
2023-03-11 10:06:00,0,345657
2023-03-11 10:08:00,0,350322
2023-03-11 10:10:00,0,323197
2023-03-11 10:12:00,0,321217
2023-03-11 10:14:00,0,324130
2023-03-11 10:16:00,0,349389
2023-03-11 10:18:00,0,350094
2023-03-11 10:20:00,0,328750
2023-03-11 10:22:00,0,344223
2023-03-11 10:24:00,0,344360
2023-03-11 10:26:00,0,344087
2023-03-11 10:28:00,0,487151
2023-03-11 10:30:00,0,328932
2023-03-11 10:32:00,0,330024
2023-03-11 10:34:00,0,327361
2023-03-11 10:36:00,0,339445
2023-03-11 10:38:00,0,338489
2023-03-11 10:40:00,0,325018
2023-03-11 10:42:00,0,325746
2023-03-11 10:44:00,0,321035
2023-03-11 10:46:00,0,337455
2023-03-11 10:48:00,0,344451
2023-03-11 10:50:00,0,326042
2023-03-11 10:52:00,0,320353
2023-03-11 10:54:00,0,313913
2023-03-11 10:56:00,0,346089
2023-03-11 10:58:00,0,343472
2023-03-11 11:00:00,0,328363
2023-03-11 11:02:00,0,363657
2023-03-11 11:04:00,0,359227
2023-03-11 11:06:00,0,343086
2023-03-11 11:08:00,0,349116
2023-03-11 11:10:00,0,328727
2023-03-11 11:12:00,0,326929
2023-03-11 11:14:00,0,319374
2023-03-11 11:16:00,0,346431
2023-03-11 11:18:00,0,351414
2023-03-11 11:20:00,0,326064
2023-03-11 11:22:00,0,325359
2023-03-11 11:24:00,0,323789
2023-03-11 11:26:00,0,338239
2023-03-11 11:28:00,0,341902
2023-03-11 11:30:00,0,332800
2023-03-11 11:32:00,0,345589
2023-03-11 11:34:00,0,380473
2023-03-11 11:36:00,6258,381269
2023-03-11 11:38:00,6258,350231
2023-03-11 11:40:00,0,325450
2023-03-11 11:42:00,0,340924
2023-03-11 11:44:00,0,369960
2023-03-11 11:46:00,0,342471
2023-03-11 11:48:00,0,343609
2023-03-11 11:50:00,0,328072
2023-03-11 11:52:00,0,323903
2023-03-11 11:54:00,0,323243
2023-03-11 11:56:00,0,364385
2023-03-11 11:58:00,0,346249
2023-03-11 12:00:00,0,329660
