"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ca4eb0f903)","Transmit Total (lxc0e4aa2e5ee9a)","Transmit Total (lxc0f98788fb31e)","Transmit Total (lxc13467604ff43)","Transmit Total (lxc13aeaa26d776)","Transmit Total (lxc1f39d9927cdc)","Transmit Total (lxc2368609f7bd1)","Transmit Total (lxc2988b84f3fbb)","Transmit Total (lxc3029f3c52bb4)","Transmit Total (lxc3bd8d7d2aadc)","Transmit Total (lxc4d23d98e0c91)","Transmit Total (lxc52b2b28bbcc8)","Transmit Total (lxc5851cf07f3be)","Transmit Total (lxc6ed88b62a826)","Transmit Total (lxc75fbef30a752)","Transmit Total (lxc8c4c70aed681)","Transmit Total (lxc92de70f2a832)","Transmit Total (lxc9495fc49f853)","Transmit Total (lxc976dc02abaa0)","Transmit Total (lxc_health)","Transmit Total (lxcacaa9500f437)","Transmit Total (lxcaec49258d85b)","Transmit Total (lxcb3eb82635d42)","Transmit Total (lxcbe13c37cde77)","Transmit Total (lxcc071ea49a929)","Transmit Total (lxcc48a5d2d0f1b)","Transmit Total (lxccceb9198d51d)","Transmit Total (lxcd42ff77fa34a)","Transmit Total (lxcde1fff6244fb)","Transmit Total (lxcf62cc55180bf)","Transmit Total (lxcfec0ac61d5e2)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ca4eb0f903)","Receive Total (lxc0e4aa2e5ee9a)","Receive Total (lxc0f98788fb31e)","Receive Total (lxc13467604ff43)","Receive Total (lxc13aeaa26d776)","Receive Total (lxc1f39d9927cdc)","Receive Total (lxc2368609f7bd1)","Receive Total (lxc2988b84f3fbb)","Receive Total (lxc3029f3c52bb4)","Receive Total (lxc3bd8d7d2aadc)","Receive Total (lxc4d23d98e0c91)","Receive Total (lxc52b2b28bbcc8)","Receive Total (lxc5851cf07f3be)","Receive Total (lxc6ed88b62a826)","Receive Total (lxc75fbef30a752)","Receive Total (lxc8c4c70aed681)","Receive Total (lxc92de70f2a832)","Receive Total (lxc9495fc49f853)","Receive Total (lxc976dc02abaa0)","Receive Total (lxc_health)","Receive Total (lxcacaa9500f437)","Receive Total (lxcaec49258d85b)","Receive Total (lxcb3eb82635d42)","Receive Total (lxcbe13c37cde77)","Receive Total (lxcc071ea49a929)","Receive Total (lxcc48a5d2d0f1b)","Receive Total (lxccceb9198d51d)","Receive Total (lxcd42ff77fa34a)","Receive Total (lxcde1fff6244fb)","Receive Total (lxcf62cc55180bf)","Receive Total (lxcfec0ac61d5e2)"
2023-03-11 13:32:00,0,2130,18758,73621,0,68276,237,64.2,0,1835,209,0,31.5,1976,1820,126,4.67,16294,161,221,64.6,0.389,89.2,133,32.3,135,6860,0,135,87.2,378,156,0,17885,76.4,156,2130,0,26893,86484,0,2393,87.8,39.4,0,196,228,0,20.6,2305,175,30.3,5.03,16235,93.6,222,40.5,0,95,31.6,26.2,22.8,1035,0,22.8,66.2,432,135,0,8208,3494,569
2023-03-11 13:34:00,0,1603,18273,75710,0,68234,151,66.4,0.389,1773,211,0,30.7,1923,1755,126,4.07,16334,160,222,66.4,0,89.6,122,32.0,124,6774,0,123,87.2,407,157,0,18502,77.2,150,1603,0,27033,86612,0,2406,81.2,41,0,199,229,0,19.7,2282,182,30.3,4.43,16262,91.8,223,41,0,94.6,29.0,25.8,20.9,1058,0,20.9,66.2,481,136,0,7474,3539,569
2023-03-11 13:36:00,0,2656,38174,96751,0,68341,1559,66.4,0,1912,213,0,31.5,1990,1883,121,4.17,16301,164,225,66.8,0,90.7,122,32.3,124,6970,0,123,87.2,402,152,0,18874,77.3,17500,2656,0,45555,107792,0,2417,103,41.4,0,201,229,0,20.5,2188,168,29.0,4.59,16245,97.0,227,41.4,0,94.6,29.0,26.2,20.9,1072,0,20.9,66.2,467,135,0,7645,3540,19703
2023-03-11 13:38:00,0,1076,41491,98905,0,68189,75.0,66.1,0,1782,212,0,33.7,1869,1707,121,4.07,16277,162,220,66.1,0,90.3,122,32.3,124,6710,0,123,87.2,471,154,0.389,26742,122,21855,1076,0,56102,118565,0,2415,78.4,41.4,0,224,228,0,23.3,2282,176,29.0,4.46,16217,102,226,41.4,0,95,29.0,26.2,20.9,1016,0,20.9,66.2,593,134,0,7955,3558,24526
2023-03-11 13:40:00,0,2658,19321,78195,0,68365,270,64.6,0,1902,210,0,31.5,1977,1884,121,3.93,16289,160,222,64.6,0,89.2,127,32.1,130,7114,0,129,86.5,410,156,0,18670,76.5,173,2658,0,28276,88487,0,2411,81.6,40.6,0.389,182,228,0,20.6,2177,161,29.0,4.31,16227,92.1,228,40.2,0.389,95,30.3,26.0,21.9,1103,0.389,21.9,65.5,487,134,0,7762,3496,573
2023-03-11 13:42:00,0,2656,19279,74565,0,68324,2310,66.4,0,1952,212,0,53.6,2019,1916,115,3.93,16293,160,220,66.0,0,89.2,122,31.6,124,7034,0,124,85.0,354,154,0,21541,75.2,162,2656,0,31019,91293,0,2409,104,41.4,0.389,205,228,0,60.3,2302,171,27.6,4.69,16227,92.1,221,41.0,0.389,95.0,29.0,25.5,20.9,1082,0.389,20.9,64.0,398,136,0,8559,3492,573
2023-03-11 13:44:00,0,1076,17751,75557,0,68198,72.1,65.0,0,1767,214,0,58.0,1829,1724,126,4.67,16316,164,224,64.2,0,89.2,128,31.6,130,6741,0,129,87.2,398,153,0,17739,77.1,160,1076,0,25753,84707,0,2411,70.6,40.5,0,206,229,0,64.2,2234,158,30.3,5.48,16247,97.7,227,40.2,0,95,30.3,25.5,21.9,1044,0,21.9,66.2,469,135,0,8158,3539,569
2023-03-11 13:46:00,0,2656,34097,91147,0,68357,270,65.7,0,1909,213,0,33.9,2004,1882,137,4.40,16318,164,220,65.7,0,89.6,139,32.1,141,7024,0,140,87.2,409,155,0,18443,78.0,13780,2656,0,41437,103112,0,2415,81.2,40.6,0,187,229,0,21.9,2202,168,32.9,4.81,16261,103,222,40.3,0,95,32.9,26.0,23.8,1043,0,23.8,66.2,470,135,0,7801,3599,15568
2023-03-11 13:48:00,0,1076,41545,123141,0,68206,72.4,67.1,0,1733,211,0,30.7,1869,1713,115,3.97,16308,159,222,67.5,0,89.6,122,32.3,124,6693,0,123,87.2,438,152,0,18531,122,22027,1076,0,48084,110513,0,2413,70.6,41.5,0,181,229,0.389,19.7,2278,170,28.0,3.97,16251,97.9,229,41.8,0,95,29.0,26.2,20.9,1028,0,20.9,66.2,535,135,0,7898,3587,24652
2023-03-11 13:50:00,0,2657,19350,102233,0,68356,271,66.1,0,1902,209,0,31.5,1985,1891,126,6.64,16306,159,225,66.8,0,89.9,121,32.0,123,7013,0,123,86.5,403,154,0,18079,78.3,158,2657,0,27685,88494,0,2411,81.6,41,0,183,228,0.389,20.6,2179,165,30.7,11.9,16249,90.2,232,41.4,0,95,29.0,25.8,20.9,1041,0,20.9,65.5,478,137,0,7865,3541,570
2023-03-11 13:52:00,0,2657,19299,74378,0,68369,270,66.4,0,1898,211,0.389,32.1,2033,1879,132,6.51,16317,162,212,66.4,0,89.6,127,32.3,130,7014,0.389,129,86.5,380,152,0,17538,76.9,157,2657,0,27066,86977,0,2407,81.2,41,0,187,229,0,21.4,2335,165,31.6,17.2,16261,95.7,220,41.8,0,95,30.3,26.2,21.9,1055,0,22.2,65.5,437,135,0,8838,3569,574
2023-03-11 13:54:00,0,1076,17725,82604,0,68207,72.4,65.3,0,1718,211,0,31.5,1834,1691,121,4.77,16299,166,216,66.1,0,89.6,116,32.3,119,6677,0,118,87.2,374,154,0,17831,77.2,152,1076,0,25839,84846,0,2393,70.6,40.3,0,182,229,0,21.0,2266,157,29.0,10.7,16246,98.7,219,41.4,0,95,27.7,26.2,20.0,1057,0,20.0,66.2,435,135,0,7982,3539,565
2023-03-11 13:56:00,0,2656,29763,96349,0,68342,523,65.7,0,1906,211,0,30.7,2009,1890,121,3.13,16300,160,220,66.1,0,89.2,122,32.3,125,6969,0,123,87.2,411,154,0,26721,76.5,9689,2656,0,45684,107764,0,2414,89.9,40.3,0,168,228,0,19.7,2220,186,29.0,3.13,16237,96.8,222,41.4,0,95,29.0,26.2,20.9,1059,0,20.9,66.2,484,135,0,7815,3539,11107
2023-03-11 13:58:00,0,1076,41527,102037,0,68199,72.8,65.7,0,1736,213,0,32.1,1863,1721,126,6.36,16315,147,225,66.1,0,89.2,127,32.0,130,6675,0,129,87.2,434,156,0,18659,120,21937,1076,0,48146,110046,0,2405,70.6,40.6,0,197,229,0,21.0,2280,163,30.3,7.55,16250,90.7,238,41,0,95.4,30.3,25.8,21.9,1034,0,21.9,66.2,536,139,0,7757,3557,24638
2023-03-11 14:00:00,0,2658,19342,83894,0,68336,256,66.4,0,1896,211,0,34.9,1997,1867,126,5.33,16300,150,226,66.8,0,89.2,127,32.3,130,7034,0,129,87.2,400,154,0,20981,78.4,154,2658,0,30556,91023,0,2406,74.2,41.4,0,207,229,0,24.7,2184,147,30.3,6.13,16238,89.1,230,41.4,0,95,30.3,26.2,22.2,1049,0,21.9,66.2,475,140,0,8245,3541,569
2023-03-11 14:02:00,0.389,2731,19336,76927,0,68354,1743,65.3,0,1940,211,0,32.1,2030,1909,132,3.73,16306,160,222,65.0,0,90.0,133,32.3,135,7011,0,135,87.2,379,155,0,17374,77.4,158,2731,0.389,26973,86847,0,2402,96.7,40.5,0,197,229,0,21.4,2310,161,31.6,3.73,16260,91.3,224,40.9,0,95,31.6,26.2,22.8,1062,0,22.8,66.2,434,135,0,9090,3540,569
2023-03-11 14:04:00,0,1152,17772,96503,0,68198,259,67.5,0,1775,212,0,30.7,1838,1734,115,4.40,16293,164,218,67.5,0,89.6,116,32.3,118,6655,0,117,87.2,380,154,0,18175,76,149,1152,0,26254,85782,0,2386,81.0,41.8,0,218,229,0,19.7,2244,165,27.7,4.79,16247,95.9,220,42.2,0,95,28.0,26.2,20.0,1038,0,20.0,66.2,441,135,0,7946,3540,561
2023-03-11 14:06:00,0,2658,24656,104694,0,68341,458,65.3,0,1902,211,0,32.9,1994,1892,121,6.30,16312,161,223,66.4,0,89.6,122,31.7,124,6949,0,123,87.2,402,154,0,18305,76.5,5046,2658,0,32713,94151,0,2406,92.1,40.3,0,203,229,0,27.9,2213,183,34.3,7.09,16253,93.1,229,41.4,0,95,29.4,25.6,20.9,1031,0,20.9,66.2,470,134,0.389,7633,3563,5981
2023-03-11 14:08:00,0,1603,41919,100969,0,68261,151,66.1,0,1803,210,0,31.5,1906,1779,120,5.47,16328,164,221,66.1,0,89.6,127,32.3,129,6848,0,128,87.2,463,157,0,18043,121,21805,1603,0,47928,110165,0,2406,79.0,41,0,186,229,0,20.5,2285,151,34.3,6.26,16257,102,227,41,0,95,35.2,26.2,26.9,1070,0,26.9,66.2,578,135,0.389,7733,3558,24507
2023-03-11 14:10:00,0,2131,18779,76120,0,68315,192,66.4,0,1854,211,0,30.7,1918,1826,126,4.07,16295,160,225,66.1,0,89.9,122,32.1,124,6929,0,123,87.2,377,156,0,18416,77.8,155,2131,0,27486,87351,0,2407,72.8,41.4,0,188,228,0,19.7,2178,150,30.3,4.48,16231,93.1,227,40.6,0,95,29.0,26.0,20.9,1065,0,25.9,66.2,439,136,0,7776,3541,569
2023-03-11 14:12:00,0,2658,19281,74776,0,68360,270,66.1,0,1935,211,0,56.6,2020,1900,115,4.67,16308,164,220,66.4,0,89.9,127,31.6,130,6999,0,129,87.2,378,154,0,17539,76.3,166,2658,0,27066,87154,0,2415,81.2,41,0,196,228,0,62.3,2308,156,27.7,5.09,16244,97.0,221,41.7,0,94.6,30.3,25.5,21.9,1045,0,21.9,66.2,437,135,0,8267,3569,558
2023-03-11 14:14:00,0,1076,17779,75967,0,68201,73.2,64.6,0,1714,213,0,34.0,1837,1694,121,7.10,16325,161,221,64.6,0,89.9,116,31.3,119,6689,0,118,87.2,379,153,0,25573,76.7,172,1076,0,33571,93183,0,2402,70.6,39.8,0,183,229,0,22.8,2247,165,29.0,8.34,16248,94.0,223,40.5,0,95,27.7,25.1,20.0,1031,0,20.0,66.2,446,134,0,7527,3517,564
2023-03-11 14:16:00,0,2658,20384,76083,0,68342,257,65.7,0,1898,212,0,34.3,2004,1886,126,5.33,16315,159,225,65.7,0,90.3,128,32.1,130,7001,0,129,86.5,395,153,0,18715,77.0,1154,2658,0,29257,89515,0,2408,74.2,40.3,0,174,229,0,24.2,2209,159,30.3,6.15,16244,91.7,232,41,0,95,30.3,26.0,21.9,1034,0,21.9,65.5,454,135,0,7651,3494,1663
2023-03-11 14:18:00,0,1602,41965,102129,0,68220,153,64.6,0,1805,211,0,32.1,1908,1784,132,3.70,16291,161,222,64.6,0,89.5,133,32.3,135,6791,0,135,85.7,469,155,0,21261,124,21827,1602,0,51142,113639,0,2408,86.4,39.8,0,195,228,0,21.4,2268,171,31.6,4.06,16226,98.9,223,40.5,0,95.0,31.6,26.2,22.8,1039,0,22.8,64.7,588,136,0,7943,3586,24517
2023-03-11 14:20:00,0,1603,18247,76988,0,68254,137,65.7,0,1782,212,0,30.7,1878,1751,126,5.33,16301,160,225,66.1,0,89.6,122,32.7,124,6756,0,123,86.5,377,153,0,17530,77.5,156,1603,0,26070,85498,0,2407,79.1,40.3,0,195,229,0,19.7,2171,168,30.3,6.15,16238,92.8,227,41,0,95,29.0,26.2,20.9,1039,0,20.9,65.5,438,135,0,7720,3541,568
2023-03-11 14:22:00,0,2656,19285,74379,0,68362,271,65.0,0,1895,214,0,34.3,2026,1874,126,5.57,16308,161,226,64.6,0,89.2,127,32.0,129,7007,0,128,87.3,379,153,0,18268,76.9,151,2656,0,27796,87781,0,2417,81.2,40.5,0,204,229,0,24.2,2312,182,30.3,6.38,16233,94.1,229,40.5,0,95,30.3,25.8,21.9,1043,0,21.9,66.2,434,135,0,8387,3540,573
2023-03-11 14:24:00,0,1076,17734,71928,0,68207,86.0,65.7,0,1702,212,0,34.3,1829,1695,121,4.40,16290,160,221,65.7,0,89.2,127,32.3,130,6637,0,129,87.2,400,156,0,18237,77.6,152,1076,0,26269,85103,0,2405,77.9,41,0,200,229,0,24.2,2231,192,29.0,4.77,16227,91.4,221,41.7,0,95,30.3,26.2,21.9,1036,0,21.9,66.2,478,135,0,7445,3540,565
2023-03-11 14:26:00,0,2656,19280,98390,0,68354,1785,66.1,0,1896,214,0,30.7,1990,1868,121,3.89,16310,163,225,65.7,0,89.6,116,32.3,118,6972,0,117,87.2,370,155,0,17774,76.2,167,2656,0,27350,87908,0,2405,89.5,40.6,0,203,229,0,19.7,2198,160,29.0,3.50,16233,100,232,41.4,0,95,27.7,26.2,20.0,1036,0,20.0,66.6,423,134,0,7328,3539,565
2023-03-11 14:28:00,0,2657,43027,130772,0,68358,3081,66.1,0,1915,213,0,30.7,2010,1893,115,5.70,16305,164,228,66.1,0,89.6,116,32.3,119,7147,0,118,86.9,467,153,0,18429,121,21884,2657,0,49430,113306,0,2398,110,41.4,0,209,228,0,19.7,2279,171,27.7,6.52,16231,103,237,41.7,0,95,27.7,26.2,20.0,1097,0,20.0,65.5,591,135,0,7738,3558,24526
2023-03-11 14:30:00,0,1076,17742,75717,0,68212,1356,66.4,0,1710,212,0,34.2,1840,1684,121,3.93,16328,158,222,66.4,0,89.6,122,32.0,124,6730,0,123,87.6,385,154,0,18880,78.1,177,1076,0,26888,86108,0,2399,84.0,41.4,0,199,229,0,23.3,2174,178,29.0,4.36,16246,89.7,223,41,0,95,29.0,25.8,20.9,1061,0,20.9,66.2,454,135,0,8270,3541,577
2023-03-11 14:32:00,0,2657,19360,76040,0,68356,257,66.8,0,1908,210,0,31.5,2015,1884,126,4.77,16313,163,218,66.4,0,89.6,127,32.3,130,6968,0,129,87.2,375,155,0,27586,76.9,155,2657,0,37099,97822,0,2407,73.5,41.7,0,186,229,0,20.6,2295,162,30.3,10.3,16239,95.5,220,41,0,94.6,30.3,26.2,21.9,1054,0,21.9,66.2,430,133,0,8605,3539,566
2023-03-11 14:34:00,0,1117,17787,74025,0,68203,86.1,65.7,0,1729,213,0,30.7,1835,1702,126,4.77,16298,164,223,66.1,0.389,90.3,127,32.3,130,6659,0,129,87.2,402,155,0,18653,76.6,154,1117,0,26718,85702,0,2403,78.3,40.6,0,193,229,0,19.7,2237,164,30.3,5.51,16237,97.2,225,40.6,0,95,30.3,26.2,21.9,1035,0,21.9,66.2,480,135,0,7879,3569,565
2023-03-11 14:36:00,0,2700,19325,75128,0,68328,257,66.4,0.389,1927,212,0,31.5,1992,1908,115,5.93,16284,160,225,66.0,0.389,89.9,116,32.3,119,7010,0,118,87.2,382,152,0,21174,76.4,155,2700,0,30755,91106,0,2408,74.6,41.0,0,210,229,0,20.6,2197,176,27.6,7.10,16223,97.1,232,41.0,0,95.0,27.6,26.2,19.9,1055,0,19.9,66.2,435,135,0,7687,3538,563
2023-03-11 14:38:00,0,2658,43236,105176,0,68381,270,65.0,0.389,1952,211,0,32.1,2004,1882,126,3.70,16301,160,223,64.2,0,89.9,127,32.0,130,7052,0,129,87.2,499,156,0,17510,122,22011,2658,0,48677,111806,0,2419,81.2,40.2,0,206,229,0,21.4,2277,176,29.7,4.13,16236,91.8,230,40.5,0,95,30.3,25.8,21.9,1058,0,21.9,66.2,634,137,0,7842,3587,24722
2023-03-11 14:40:00,0,1076,17759,72082,0,68224,85.7,65.0,0,1707,212,0,33.5,1819,1684,126,4.30,16309,166,219,64.2,0,89.6,133,32.3,135,6668,0,135,87.2,410,154,0.389,18269,77.8,161,1076,0,26299,85368,0,2420,77.9,40.2,0,196,229,0,23.3,2162,175,30.3,4.67,16234,99.0,220,40.5,0.389,95,31.6,26.2,22.8,1057,0,22.8,66.2,485,135,0,7856,3570,574
2023-03-11 14:42:00,0,2657,19265,75647,0,68370,778,66.4,0,1896,211,0,32.1,2021,1877,126,4.07,16312,163,222,66.1,0,89.6,127,31.9,130,6982,0,129,87.2,350,154,0,18585,76.4,152,2657,0,28093,88174,0,2402,87.4,41,0.389,193,229,0,21.6,2327,160,30.3,9.99,16232,95.6,223,41.7,0,95,30.3,25.7,21.9,1030,0,21.9,66.2,391,135,0,8558,3569,569
2023-03-11 14:44:00,0,1076,17770,74042,0,68217,85.3,67.5,0,1704,212,0,32.9,1832,1691,115,4.07,16304,161,222,67.9,0,89.9,116,31.6,118,6667,0,117,87.2,402,155,0,18158,77.1,149,1076,0,26174,85192,0,2401,77.9,41.5,0,194,229,0,22.4,2235,172,27.7,9.61,16255,93.3,224,41.8,0,95,27.7,25.5,20.0,1032,0,20.0,66.2,485,136,0,8059,3569,559
2023-03-11 14:46:00,0,2657,19299,75258,0,68346,258,67.9,0,1904,214,0,32.1,1993,1881,121,3.70,16317,163,225,67.9,0,89.9,127,31.5,130,7039,0,129,87.2,372,157,0,18518,76.2,153,2657,0,28082,88272,0,2418,74.2,42.2,0,203,229,0,21.4,2198,161,29.0,4.18,16244,100,238,42.2,0,94.6,30.3,25.4,21.9,1050,0.389,21.9,66.2,423,136,0,8099,3539,565
2023-03-11 14:48:00,0,2657,43209,116274,0,68355,257,66.1,0,1904,211,0,31.9,2009,1878,132,3.93,16316,164,225,66.8,0,89.6,127,32.3,130,7020,0,129,87.3,457,155,0,17548,120,22022,2657,0,48705,111836,0,2402,73.9,40.6,0,204,229,0,25.7,2278,173,32.0,4.30,16251,98.3,237,41.4,0,94.6,30.3,26.2,21.9,1035,0,21.9,66.2,568,135,0,7878,3512,24721
2023-03-11 14:50:00,0,1076,17816,99243,0,68208,84.2,66.4,0,1706,212,0,31.5,1825,1696,132,6.13,16305,164,222,66.4,0,89.6,127,32.3,130,6619,0,129,87.2,412,155,0,25656,77.5,156,1076,0,33675,93902,0,2393,77.9,41,0,212,229,0,25.7,2175,194,31.6,7.32,16245,98.7,228,41.7,0,95,30.3,26.2,21.9,1028,0,21.9,66.2,491,142,0,7715,3496,574
2023-03-11 14:52:00,0,2658,19270,74452,0,68365,257,66.1,0,1890,214,0.389,33.5,2029,1876,127,5.10,16331,158,221,65.3,0,89.9,133,32.3,136,6955,0,135,86.5,351,155,0,18803,76.3,156,2658,0,28294,88369,0,2404,73.9,40.6,0,213,228,0.389,23.7,2308,177,30.3,5.92,16266,90.1,226,41.4,0,95,31.6,26.2,22.8,1048,0,22.8,65.5,393,135,0,9155,3539,567
2023-03-11 14:54:00,0,1603,18294,74644,0,68229,337,67.1,0,1794,213,0.389,32.1,1888,1775,126,5.24,16319,159,226,66.7,0,89.9,127,32.3,130,6824,0,129,85.7,414,154,0,21509,76.2,152,1603,0,30031,89760,0,2397,89.4,41.8,0,197,229,0.389,26.6,2237,166,30.3,4.90,16252,96.6,228,41.1,0,95.0,30.3,26.2,21.8,1033,0,21.8,64.7,492,135,0,7982,3538,561
2023-03-11 14:56:00,0,2131,18799,73194,0,68314,461,66.4,0,1860,211,0,30.7,1941,1835,121,3.93,16332,164,222,65.7,0,89.6,116,32.3,119,6859,0.389,118,85.7,404,153,0,17791,76.9,152,2131,0,26844,86674,0,2411,99.2,41,0,199,229,0,20.1,2197,170,33.9,4.36,16259,99.1,226,41.8,0,95,32.6,26.2,24.9,1030,0,24.9,64.7,469,135,0,8179,3562,562
2023-03-11 14:58:00,0,2658,43029,106676,0,68375,3010,66.4,0,1920,214,0,32.1,2013,1890,115,4.07,16316,161,219,66.1,0,89.6,116,32.3,118,7030,0.389,117,87.2,434,154,0,18366,124,21852,2658,0,49335,112518,0,2410,104,41,0,213,229,0,22.0,2287,170,32.6,4.46,16247,95.0,219,42.1,0,95,27.7,26.2,20.0,1043,0,25.3,66.2,534,135,0,8240,3558,24557
2023-03-11 15:00:00,0,1077,18722,78306,0,68209,1369,67.5,0,1713,212,0,34.3,1841,1694,121,3.27,16295,160,222,67.1,0,89.9,116,32.3,119,6667,0,118,87.2,455,157,0,18559,78.6,969,1077,0,27400,86642,0,2389,92.5,41.5,0,179,229,0,24.2,2193,184,29.0,3.27,16232,91.9,225,41.1,0,95,27.7,26.2,20.0,1025,0,20.3,66.2,565,137,0,8371,3564,1482
2023-03-11 15:02:00,0,2658,19260,75975,0,68352,257,64.2,0,1900,211,0,30.7,2011,1875,131,5.57,16294,163,223,64.6,0,89.6,127,32.3,129,6987,0,128,87.2,352,155,0,18360,77.2,175,2658,0,27844,87777,0,2400,74.2,39.4,0,188,229,0,19.7,2301,167,31.6,6.36,16227,95.2,230,40.2,0,95,30.3,26.2,21.9,1099,0,21.9,66.2,394,135,0,8953,3539,568
2023-03-11 15:04:00,0.389,1604,18259,74135,0,68274,137,64.6,0,1791,212,0,31.5,1885,1762,126,7.20,16288,166,219,65.0,0,90.7,133,32.3,135,6799,0,135,86.5,397,155,0,17797,76.7,172,1604,0.389,26342,85540,0,2408,71.7,39.8,0,185,229,0,20.6,2244,154,30.3,8.38,16230,105,220,40.5,0,95.4,32.0,26.2,22.8,1050,0,22.8,65.5,468,135,0,7976,3539,566
2023-03-11 15:06:00,0,1603,18254,71947,0,68280,148,66.4,0,1792,211,0,32.3,1853,1745,115,4.53,16296,158,225,66.1,0,90.7,116,32.3,118,6688,0,117,87.2,403,155,0,16930,76.4,175,1603,0,25516,84634,0,2406,79.0,41.4,0,183,229,0,21.4,2153,172,27.7,4.92,16240,90.5,228,41,0,94.6,27.7,26.2,20.3,1012,0,20.0,66.2,467,136,0.389,7158,3539,572
2023-03-11 15:08:00,0,2657,43270,106534,0,68422,257,66.1,0,1899,210,0,32.3,1993,1872,126,5.47,16316,161,225,66.4,0,90.0,128,32.3,130,6990,0,129,87.2,434,154,0,25837,122,22027,2657,0,57008,120659,0,2408,73.9,40.7,0,184,228,0,21.4,2265,163,30.3,6.26,16254,93.0,227,41.4,0,95.0,30.3,26.2,21.9,1007,0,21.9,66.2,534,135,0,7388,3559,24759
2023-03-11 15:10:00,0,1076,22998,78582,0,68228,84.9,67.5,0,1715,211,0,32.9,1829,1700,126,5.10,16325,166,221,67.9,0,89.6,133,32.0,135,6652,0,135,87.2,451,156,0,18758,77.9,4882,1076,0,31475,91154,0,2404,77.9,41.8,0,176,229,0,22.5,2176,151,30.3,5.89,16257,99.8,221,41.8,0,95,31.6,25.8,22.8,1052,0,22.8,66.2,563,135,0,8112,3541,5810
2023-03-11 15:12:00,0,2658,19373,75781,0,68356,270,64.2,0,1901,215,0,31.5,2022,1885,132,5.13,16317,163,218,64.6,0,90.3,133,32.3,135,6946,0,135,87.2,386,155,0,27178,77.2,163,2658,0,36670,97354,0,2402,81.6,39.4,0,201,229,0,20.5,2312,172,31.6,5.52,16251,101,222,40.2,0,95,31.6,26.2,22.8,1063,0,22.8,66.2,444,136,0,8733,3569,578
2023-03-11 15:14:00,0,2132,18792,78450,0,68325,195,66.4,0,1862,214,0,32.9,1953,1844,126,3.73,16328,161,222,66.1,0,91.0,127,32.3,130,6989,0,129,87.2,382,155,0,18225,76.4,152,2132,0,27261,87012,0,2404,72.8,41,0,221,228,0,22.3,2278,162,30.3,3.73,16256,98.5,225,41,0,95,30.3,26.2,21.9,1003,0,21.9,66.2,440,137,0,8091,3569,561
2023-03-11 15:16:00,0,1077,17754,68734,0,68236,1614,67.9,0,1708,213,0,31.5,1824,1688,120,5.93,16318,161,223,67.5,0,90.7,110,32.7,112,6631,0,112,87.2,401,154,0,18640,76.1,152,1077,0,26665,85522,0,2409,93.2,41.8,0,182,229,0,20.6,2169,151,29.0,7.08,16254,93.3,226,42.2,0,95,26.3,26.2,19,1016,0,19,66.2,466,135,0,7716,3494,562
2023-03-11 15:18:00,0,2658,43110,105245,0,68386,257,66.1,0,1900,214,0,32.9,2009,1881,121,5.10,16308,159,223,66.1,0,91.0,122,32.4,124,7029,0,123,87.2,434,155,0,18788,122,21984,2658,0,49883,113080,0,2406,73.9,41,0,187,229,0,22.4,2282,170,29.0,5.86,16241,89.9,226,41.4,0,95,29.0,25.8,20.9,1055,0,20.9,66.2,533,136,0,7929,3558,24662
2023-03-11 15:20:00,0,1076,27538,107036,0,68248,72.1,65.7,0,1716,213,0,30.7,1823,1695,120,3.27,16314,164,221,66.4,0,89.9,116,32.3,118,6628,0,117,87.2,450,155,0,18546,78.1,9075,1076,0,35381,96135,0,2401,70.6,40.6,0,197,229,0,19.7,2175,175,29.0,3.27,16257,98.1,222,41,0,95,27.7,26.2,20.0,1061,0,20.0,66.2,553,137,0,7855,3541,10412
2023-03-11 15:22:00,0,2656,19308,74775,0,68400,270,66.1,0,1920,211,0,30.7,2018,1898,126,4.92,16308,158,222,66.4,0,89.6,127,32.3,130,7019,0,129,87.2,384,154,0,17829,76.6,175,2656,0,27354,87340,0,2406,81.6,41,0,181,229,0,19.7,2303,162,30.3,10.1,16255,90.2,229,41.4,0,95,30.3,26.2,21.9,1040,0,21.9,66.2,439,134,0,8614,3539,569
2023-03-11 15:24:00,0,2656,19290,79430,0,68390,256,66.1,0,1898,209,0,32.9,2013,1890,121,4.79,16303,162,223,66.4,0,90.3,127,32.3,130,7025,0,129,87.4,376,155,0,16613,76.5,157,2656,0,26189,86152,0,2412,73.5,41,0,190,228,0,22.5,2282,159,29.0,9.98,16238,98.3,230,41.4,0,95,30.3,26.2,21.9,1027,0,21.9,66.1,436,134,0,7709,3539,566
2023-03-11 15:26:00,0,1076,17800,69868,0,68223,83.8,64.6,0,1731,212,0,32.1,1827,1700,126,5.71,16299,165,223,64.6,0,89.9,122,31.7,124,6593,0,123,87.2,405,154,0,25494,76.4,152,1076,0,33519,92992,0,2407,77.6,39.8,0,201,228,0,21.5,2175,157,30.3,6.52,16241,97.6,225,40.5,0,95,29.0,25.6,20.9,1014,0,20.9,66.2,474,135,0,7601,3539,568
